ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_VAN;SPOORTAK_TOT;DATUM_VERWERKING;DATUM_METING;BOOGSTRAAL_VAN;BOOGSTRAAL_TOT;ELEMENTTYPE;BOOG_ID
1;078_205AR_64.8;0,037;0,118;01-05-2018;01-05-2018;1800;1800;BOOG;078_w205Ar-w209v_64.879
2;078_205AV_64.8;0,237;0,562;01-12-2019;01-12-2019;-23520;-23520;BOOG;078_WA_65.123
3;078_205AV_64.8;0,604;0,772;01-04-2018;01-04-2018;25000;25000;BOOG;078_WA_64.966
4;078_205AV_64.8;0,929;1,043;01-04-2018;01-04-2018;938;938;BOOG;078_WA_64.912
5;078_205AV_64.8;1,212;1,249;01-04-2018;01-04-2018;20000;20000;BOOG;078_WA_64.835
6;078_205AV_64.8;1,249;1,588;01-04-2018;01-04-2018;-20000;-20000;BOOG;078_WA_65.137
7;078_205AV_64.8;1,605;1,655;01-04-2018;01-04-2018;-20000;-20000;BOOG;078_WA_64.848
8;078_205AV_64.8;1,67;2,011;01-04-2018;01-04-2018;30000;30000;BOOG;078_WA_65.139
9;078_205AV_64.8;2,013;2,19;01-04-2018;01-04-2018;-30000;-30000;BOOG;078_WA_64.975
10;078_205AV_64.8;2,736;2,876;01-04-2018;01-04-2018;-980;-980;BOOG;078_WA_64.938
11;078_205AV_64.8;3,089;3,397;01-04-2018;01-04-2018;-25000;-25000;BOOG;078_WA_65.106
12;078_205AV_64.8;3,415;3,486;01-04-2018;01-04-2018;-25000;-25000;BOOG;078_WA_64.869
13;078_205AV_64.8;3,504;3,729;01-04-2018;01-04-2018;25000;25000;BOOG;078_WA_65.023
14;078_205AV_64.8;3,731;4,201;01-04-2018;01-04-2018;25000;25000;BOOG;078_WA_65.268
15;078_205AV_64.8;4,203;4,699;01-04-2018;01-04-2018;25000;25000;BOOG;078_WA_65.294
16;078_205AV_64.8;4,707;5,617;01-04-2018;01-04-2018;-25000;-25000;BOOG;078_WA_65.708
17;078_205AV_64.8;5,624;6,238;01-04-2018;01-04-2018;25000;25000;BOOG;078_WA_65.412
18;078_205AV_64.8;6,257;6,403;01-04-2018;01-04-2018;15000;15000;BOOG;078_sWA-w233Ar_64.944
19;078_205BR_64.9;0,636;0,825;01-04-2018;01-04-2018;-30000;-30000;BOOG;078_WN_65.049
20;078_205BR_64.9;1,004;1,096;01-04-2018;01-04-2018;950;950;BOOG;078_WN_64.952
21;078_205BR_64.9;1,152;1,195;01-04-2018;01-04-2018;-10000;-10000;BOOG;078_WN_64.903
22;078_205BR_64.9;1,2;1,554;01-04-2018;01-04-2018;30000;30000;BOOG;078_WN_65.214
23;078_205BR_64.9;1,564;1,64;01-04-2018;01-04-2018;-30000;-30000;BOOG;078_WN_64.936
24;078_205BR_64.9;1,693;1,735;01-04-2018;01-04-2018;-1150;-1150;BOOG;078_WN_64.902
25;078_205BR_64.9;1,735;1,785;01-04-2018;01-04-2018;-1750;-1750;BOOG;078_WN_64.91
26;078_205BR_64.9;1,877;1,972;01-04-2018;01-04-2018;1550;1550;BOOG;078_WN_64.955
27;078_205BR_64.9;1,972;2,028;01-04-2018;01-04-2018;2720;2720;BOOG;078_WN_64.916
28;078_205BR_64.9;2,028;2,078;01-04-2018;01-04-2018;1385;1385;BOOG;078_WN_64.91
29;078_205BR_64.9;2,171;2,221;01-04-2018;01-04-2018;-1330;-1330;BOOG;078_WN_64.91
30;078_205BR_64.9;2,792;2,94;01-04-2018;01-04-2018;-976;-976;BOOG;078_WN_65.008
31;078_205BR_64.9;3,068;3,417;01-04-2018;01-04-2018;25000;25000;BOOG;078_WN_65.209
32;078_205BR_64.9;3,42;3,605;01-04-2018;01-04-2018;-25000;-25000;BOOG;078_WN_65.045
33;078_205BR_64.9;3,61;3,785;01-04-2018;01-04-2018;-25000;-25000;BOOG;078_WN_65.035
34;078_205BR_64.9;3,787;4,153;01-04-2018;01-04-2018;25000;25000;BOOG;078_WN_65.226
35;078_205BR_64.9;4,154;5,307;01-04-2018;01-04-2018;25000;25000;BOOG;078_WN_66.013
36;078_205BR_64.9;5,309;6,201;01-04-2018;01-04-2018;25000;25000;BOOG;078_WN_65.752
37;078_205BR_64.9;6,211;6,386;01-12-2019;01-12-2019;-8990;-8990;BOOG;078_WN_65.035
38;078_205BR_64.9;6,409;6,427;01-04-2018;01-04-2018;10000;10000;BOOG;078_sWN-w233Bv_64.878
