ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
3010;contractgebied;BVL;16;Maarn;ASSET Rail;Eemland;2019-09-23
3011;contractgebied;BVL;2;Den Haag;BAM Rail;Den Haag;2019-09-23
2977;contractgebied;BASIS;31;IJsselstreek;Strukton Rail;Veluwe;2019-09-23
2978;contractgebied;BASIS;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2019-09-23
2979;contractgebied;BASIS;35;Drenthe;ASSET Rail;Drenthe;2019-09-23
2980;contractgebied;BAAN;36;Friesland;Strukton Rail;Wadden;2019-09-23
2981;contractgebied;BAAN;14;Woerden;VolkerRail;;2019-09-23
2982;contractgebied;BAAN;71;A15trace;VolkerRail;;2019-09-23
2983;contractgebied;BASIS;10;Duivendrecht;Strukton Rail;Amstelsepoort;2019-09-23
2984;contractgebied;BAAN;4;Europoort;VolkerRail;;2019-09-23
2985;contractgebied;BASIS;24;Eindhoven;ASSET Rail;De Peel;2019-09-23
2986;contractgebied;BASIS;13;Utrecht;VolkerRail;;2019-09-23
2992;contractgebied;BAAN;8;Haarlem;Strukton Rail;Kennemerland;2019-09-23
2993;contractgebied;BVL;31;IJsselstreek;Strukton Rail;Veluwe;2019-09-23
2994;contractgebied;BAAN;24;Eindhoven;ASSET Rail;De Peel;2019-09-23
2987;contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;2019-09-23
2988;contractgebied;BASIS;70;HSL;Infraspeed;;2019-09-23
2989;contractgebied;BAAN;70;HSL;Infraspeed;;2019-09-23
2990;contractgebied;BVL;70;HSL;Infraspeed;;2019-09-23
2991;contractgebied;BAAN;33;Gelderland;Strukton Rail;Veluwe;2019-09-23
2995;contractgebied;BVL;36;Friesland;Strukton Rail;Wadden;2019-09-23
2996;contractgebied;BASIS;36;Friesland;Strukton Rail;Wadden;2019-09-23
2997;contractgebied;BVL;21;Den Bosch;Strukton Rail;Betuwe;2019-09-23
3006;contractgebied;BVL;29;Gelderse Vallei;Strukton Rail;Veluwe;2019-09-23
3007;contractgebied;BAAN;37;Groningen;Strukton Rail;Wadden;2019-09-23
3008;contractgebied;BASIS;1;Leiden;BAM Rail;Rijn en Gouwe;2019-09-23
2998;contractgebied;BASIS;4;Europoort;VolkerRail;;2019-09-23
2999;contractgebied;BASIS;30;Achterhoek;ASSET Rail;Gelre;2019-09-23
3000;contractgebied;BVL;30;Achterhoek;ASSET Rail;Gelre;2019-09-23
3001;contractgebied;BVL;24;Eindhoven;ASSET Rail;De Peel;2019-09-23
3002;contractgebied;BVL;27;Venlo;ASSET Rail;De Peel;2019-09-23
3003;contractgebied;BVL;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2019-09-23
3004;contractgebied;BASIS;33;Gelderland;Strukton Rail;Veluwe;2019-09-23
3005;contractgebied;BAAN;18;Goes;Strukton Rail;Zeeland;2019-09-23
3009;contractgebied;BASIS;71;A15trace;VolkerRail;;2019-09-23
3015;contractgebied;BVL;18;Goes;Strukton Rail;Zeeland;2019-09-23
3012;contractgebied;BVL;11;Weesp;Strukton Rail;Amstelsepoort;2019-09-23
3013;contractgebied;BASIS;12;Amersfoort;ASSET Rail;Eemland;2019-09-23
3014;contractgebied;BVL;10;Duivendrecht;Strukton Rail;Amstelsepoort;2019-09-23
3016;contractgebied;BAAN;32;Twente;VolkerRail;Twente;2019-09-23
3017;contractgebied;BASIS;15;Driebergen;VolkerRail;;2019-09-23
3018;contractgebied;BVL;3;Rotterdam;VolkerRail;Rotterdam;2019-09-23
3022;contractgebied;BAAN;13;Utrecht;VolkerRail;;2019-09-23
3019;contractgebied;BASIS;19;Roosendaal;Strukton Rail;Zeeland;2019-09-23
3020;contractgebied;BVL;33;Gelderland;Strukton Rail;Veluwe;2019-09-23
3021;contractgebied;BVL;12;Amersfoort;ASSET Rail;Eemland;2019-09-23
3023;contractgebied;BASIS;9;Amsterdam;VolkerRail;Amsterdam;2019-09-23
3024;contractgebied;BASIS;99;Kijfhoek;Strukton Rail;;2019-09-23
3028;contractgebied;BASIS;32;Twente;VolkerRail;Twente;2019-09-23
3025;contractgebied;BVL;8;Haarlem;Strukton Rail;Kennemerland;2019-09-23
3026;contractgebied;BVL;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2019-09-23
3027;contractgebied;BVL;99;Kijfhoek;Strukton Rail;;2019-09-23
3029;contractgebied;BVL;71;A15trace;VolkerRail;;2019-09-23
3030;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2019-09-23
3031;contractgebied;BASIS;34;Overijssel;ASSET Rail;Drenthe;2019-09-23
3035;contractgebied;BVL;13;Utrecht;VolkerRail;;2019-09-23
3032;contractgebied;BAAN;35;Drenthe;ASSET Rail;Drenthe;2019-09-23
3033;contractgebied;BVL;15;Driebergen;VolkerRail;;2019-09-23
3034;contractgebied;BAAN;99;Kijfhoek;Strukton Rail;;2019-09-23
3036;contractgebied;BASIS;28;Maas en Waal;ASSET Rail;Gelre;2019-09-23
3037;contractgebied;BAAN;3;Rotterdam;VolkerRail;Rotterdam;2019-09-23
3042;contractgebied;BASIS;2;Den Haag;BAM Rail;Den Haag;2019-09-23
3039;contractgebied;BASIS;14;Woerden;VolkerRail;;2019-09-23
3040;contractgebied;BASIS;18;Goes;Strukton Rail;Zeeland;2019-09-23
3041;contractgebied;BAAN;29;Gelderse Vallei;Strukton Rail;Veluwe;2019-09-23
3043;contractgebied;BVL;37;Groningen;Strukton Rail;Wadden;2019-09-23
3044;contractgebied;BAAN;31;IJsselstreek;Strukton Rail;Veluwe;2019-09-23
3045;contractgebied;BVL;9;Amsterdam;VolkerRail;Amsterdam;2019-09-23
3038;contractgebied;BASIS;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2019-09-23
3046;contractgebied;BAAN;9;Amsterdam;VolkerRail;Amsterdam;2019-09-23
3052;contractgebied;BASIS;22;Geldermalsen;Strukton Rail;Betuwe;2019-09-23
3047;contractgebied;BVL;35;Drenthe;ASSET Rail;Drenthe;2019-09-23
3048;contractgebied;BAAN;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2019-09-23
3049;contractgebied;BASIS;8;Haarlem;Strukton Rail;Kennemerland;2019-09-23
3050;contractgebied;BVL;19;Roosendaal;Strukton Rail;Zeeland;2019-09-23
3051;contractgebied;BAAN;22;Geldermalsen;Strukton Rail;Betuwe;2019-09-23
3053;contractgebied;BVL;5;Dordrecht;ASSET Rail;Dordrecht;2019-09-23
3057;contractgebied;BVL;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2019-09-23
3054;contractgebied;BAAN;23;Boxtel;ASSET Rail;Brabant;2019-09-23
3055;contractgebied;BAAN;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2019-09-23
