ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
3056;contractgebied;BAAN;21;Den Bosch;Strukton Rail;Betuwe;2019-09-23
3058;contractgebied;BVL;4;Europoort;VolkerRail;;2019-09-23
3059;contractgebied;BVL;28;Maas en Waal;ASSET Rail;Gelre;2019-09-23
3060;contractgebied;BAAN;1;Leiden;BAM Rail;Rijn en Gouwe;2019-09-23
3061;contractgebied;BAAN;10;Duivendrecht;Strukton Rail;Amstelsepoort;2019-09-23
3062;contractgebied;BAAN;27;Venlo;ASSET Rail;De Peel;2019-09-23
3063;contractgebied;BVL;32;Twente;VolkerRail;Twente;2019-09-23
3067;contractgebied;BAAN;6;Heerhugowaard;VolkerRail;Hollands Noorderkwartier;2019-09-23
3064;contractgebied;BVL;1;Leiden;BAM Rail;Rijn en Gouwe;2019-09-23
3065;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2019-09-23
3066;contractgebied;BAAN;12;Amersfoort;ASSET Rail;Eemland;2019-09-23
3068;contractgebied;BVL;14;Woerden;VolkerRail;;2019-09-23
3069;contractgebied;BASIS;3;Rotterdam;VolkerRail;Rotterdam;2019-09-23
3070;contractgebied;BAAN;2;Den Haag;BAM Rail;Den Haag;2019-09-23
3071;contractgebied;BAAN;16;Maarn;ASSET Rail;Eemland;2019-09-23
3072;contractgebied;BASIS;27;Venlo;ASSET Rail;De Peel;2019-09-23
3073;contractgebied;BASIS;11;Weesp;Strukton Rail;Amstelsepoort;2019-09-23
3074;contractgebied;BVL;34;Overijssel;ASSET Rail;Drenthe;2019-09-23
3078;contractgebied;BASIS;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2019-09-23
3075;contractgebied;BAAN;19;Roosendaal;Strukton Rail;Zeeland;2019-09-23
3076;contractgebied;BAAN;15;Driebergen;VolkerRail;;2019-09-23
3077;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;2019-09-23
3079;contractgebied;BASIS;21;Den Bosch;Strukton Rail;Betuwe;2019-09-23
3080;contractgebied;BASIS;23;Boxtel;ASSET Rail;Brabant;2019-09-23
3081;contractgebied;BASIS;20;Breda;ASSET Rail;Brabant;2019-09-23
3082;contractgebied;BVL;20;Breda;ASSET Rail;Brabant;2019-09-23
3087;contractgebied;BAAN;11;Weesp;Strukton Rail;Amstelsepoort;2019-09-23
3084;contractgebied;BVL;23;Boxtel;ASSET Rail;Brabant;2019-09-23
3085;contractgebied;BASIS;29;Gelderse Vallei;Strukton Rail;Veluwe;2019-09-23
3086;contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre;2019-09-23
3088;contractgebied;BASIS;26;Maastricht;Strukton Rail;Limburg;2019-09-23
3089;contractgebied;BASIS;25;Roermond;Strukton Rail;Limburg;2019-09-23
3090;contractgebied;BVL;26;Maastricht;Strukton Rail;Limburg;2019-09-23
3091;contractgebied;BAAN;25;Roermond;Strukton Rail;Limburg;2019-09-23
3092;contractgebied;BAAN;26;Maastricht;Strukton Rail;Limburg;2019-09-23
3093;contractgebied;BVL;25;Roermond;Strukton Rail;Limburg;2019-09-23
3083;contractgebied;BAAN;20;Breda;ASSET Rail;Brabant;2019-09-23
3096;contractgebied;BAAN;5;Dordrecht;ASSET Rail;Dordrecht;2019-09-23
3094;contractgebied;BVL;22;Geldermalsen;Strukton Rail;Betuwe;2019-09-23
3095;contractgebied;BASIS;5;Dordrecht;ASSET Rail;Dordrecht;2019-09-23
