ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
258885;--VERVALLEN--;924_2355BV_35.8;924;a;Kijfhoek;35,825;2355B;V;924;a;Kijfhoek;36,784;2369B;L;;0,972;2015-01-09;ProRail;0,971532
258886;--VERVALLEN--;533_1103AL_15.1;533;;Woerden;15,094;1103A;L;533;;Woerden;15,322;1115B;R;;0,229;2015-01-09;ProRail;0,228508
258887;--VERVALLEN--;101_1063V_12.3;101;;Harmelen Aansl. - Woerden;12,285;1063;V;533;;Woerden;15,094;1103A;V;;2,809;2015-01-09;ProRail;2,80918
258888;--VERVALLEN--;533_1113AR_15.3;533;;Woerden;15,348;1113A;R;533;;Woerden;15,489;1113B;R;;0,14;2015-01-09;ProRail;0,140289
259087;--VERVALLEN--;950_609R_6.3;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,308;609;R;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,507;913;V;;0,194;2015-01-09;ProRail;0,19448
259088;--VERVALLEN--;950_630L_6.2;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,231;630;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,356;632;V;;0,134;2015-01-09;ProRail;0,134077
259089;--VERVALLEN--;950_409L_26.9;950;a;Barendrecht Vork - Rotterdam Maasvlakte;26,883;409;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;27,864;433;R;;0,981;2015-01-09;ProRail;0,980521
259090;--VERVALLEN--;950_431V_27.8;950;a;Barendrecht Vork - Rotterdam Maasvlakte;27,817;431;V;950;a;Barendrecht Vork - Rotterdam Maasvlakte;27,864;433;L;;0,047;2015-01-09;ProRail;0,04681
259091;--VERVALLEN--;531_519R_35.8;531;c;Utrecht Centraal;35,817;519;R;531;c;Utrecht Centraal;35,964;SJ_519R;V;;0,147;2016-08-31;ProRail;0,146733
259092;--VERVALLEN--;531_2757L_35.7;531;c;Utrecht Centraal;35,656;2757;L;531;c;Utrecht Centraal;36,123;SJ_2757L;V;;0,453;2016-08-31;ProRail;0,452806
259093;--VERVALLEN--;545_983R_22.9;545;b;Roosendaal;22,941;983;R;545;b;Roosendaal;22,117;994;V;;0,809;2015-01-09;ProRail;0,809423
259094;--VERVALLEN--;625_307BV_14.4;625;b;Lage Zwaluwe;14,442;307B;V;625;b;Lage Zwaluwe;14,415;309A;V;;0,027;2015-01-09;ProRail;0,02707
259095;--VERVALLEN--;924_27-30L_35.3;924;a;Kijfhoek;35,33;27-30;L;924;a;Kijfhoek;34,534;976;R;;0,799;2015-01-09;ProRail;0,798771
259096;--VERVALLEN--;047_43AR_42.6;047;;s Hertogenbosch - Nijmegen;42,614;43A;R;047;;s Hertogenbosch - Nijmegen;42,718;43B;R;;0,104;2015-01-09;ProRail;0,104051
259097;--VERVALLEN--;117_1843R_6.3;117;;Lunetten - Geldermalsen;6,279;1843;R;117;;Lunetten - Geldermalsen;6,437;1845;R;;0,158;2015-01-09;ProRail;0,158133
259098;--VERVALLEN--;805_7105V_102.1;805;a;Dordrecht Zeehaventerrein;102,084;7105;V;805;a;Dordrecht Zeehaventerrein;102,362;7107;L;;0,275;2015-01-09;ProRail;0,274628
259317;--VERVALLEN--;625_335V_14.9;625;b;Lage Zwaluwe;14,932;335;V;625;b;Lage Zwaluwe;14,902;337A;V;;0,03;2015-01-09;ProRail;0,030445
259318;--VERVALLEN--;625_337AR_14.9;625;b;Lage Zwaluwe;14,902;337A;R;625;b;Lage Zwaluwe;14,805;SJ_337AR;V;;0,096;2015-01-09;ProRail;0,095558
259319;--VERVALLEN--;531_2551L_34.5;531;c;Utrecht Centraal;34,458;2551;L;531;c;Utrecht Centraal;34,567;2579;L;;0,114;2016-10-26;ProRail;0,113675
259320;--VERVALLEN--;805_512R_100.0;805;a;Dordrecht Zeehaventerrein;100,005;512;R;805;a;Dordrecht Zeehaventerrein;100,222;517;L;;0,221;2015-01-09;ProRail;0,220613
259321;--VERVALLEN--;805_515R_100.0;805;a;Dordrecht Zeehaventerrein;100,047;515;R;805;a;Dordrecht Zeehaventerrein;100,158;516;V;;0,112;2015-01-09;ProRail;0,111656
259322;--VERVALLEN--;805_515L_100.0;805;a;Dordrecht Zeehaventerrein;100,047;515;L;805;a;Dordrecht Zeehaventerrein;100,233;SJ_515L;V;;0,187;2015-01-09;ProRail;0,187026
259323;--VERVALLEN--;513_47AL_24.6;513;a;Geldermalsen;24,612;47A;L;513;a;Geldermalsen;24,72;47B;L;;0,108;2015-01-09;ProRail;0,107724
259324;--VERVALLEN--;513_47BV_24.7;513;a;Geldermalsen;24,72;47B;V;513;a;Geldermalsen;25,042;53A;V;;0,323;2015-01-09;ProRail;0,322585
259325;--VERVALLEN--;545_217BqV_23.7;545;b;Roosendaal;23,735;217B;L+R;545;b;Roosendaal;23,701;223A;L+R;q;0,034;2015-01-09;ProRail;0,033692
259326;--VERVALLEN--;545_217AL_23.7;545;b;Roosendaal;23,659;217A;LE;545;b;Roosendaal;23,735;217B;LE;;0,042;2015-01-09;ProRail;0,042357
259501;--VERVALLEN--;802_808R_101.5;802;;Utrecht Industrieterrein Lage Weide;101,497;808;R;802;;Utrecht Industrieterrein Lage Weide;101,752;809;V;;0,255;2015-01-09;ProRail;0,254972
259502;--VERVALLEN--;802_809L_101.8;802;;Utrecht Industrieterrein Lage Weide;101,752;809;L;802;;Utrecht Industrieterrein Lage Weide;101,786;SJ_809L;V;;0,034;2015-01-09;ProRail;0,033766
259503;--VERVALLEN--;831_901V_101.9;831;a;Oss Racc. Elzenburg;101,922;901;V;831;a;Oss Racc. Elzenburg;101,947;902;V;;0,025;2015-01-09;ProRail;0,025451
259504;--VERVALLEN--;135_2035V_40.5;135;;Weesp Aansl. - Lelystad Industrieterrein;40,499;2035;V;135;;Weesp Aansl. - Lelystad Industrieterrein;42,651;2061;V;;2,15;2016-03-10;ProRail;2,149729
259505;--VERVALLEN--;545_87L_22.4;545;b;Roosendaal;22,384;87;LE;545;b;Roosendaal;22,596;101B;L;;0,195;2015-01-09;ProRail;0,194591
259506;--VERVALLEN--;545_85BpV_22.4;545;b;Roosendaal;22,417;85B;L+R;545;b;Roosendaal;22,384;87;L+R;p;0,033;2015-01-09;ProRail;0,032765
259507;--VERVALLEN--;528_55AL_29.0;528;b;Hilversum;28,97;55A;L;509;a;Baarn;35,131;1105;R;;6,178;2015-01-09;ProRail;6,177702
259508;--VERVALLEN--;545_151BpV_23.0;545;b;Roosendaal;23,003;151B;L+R;545;b;Roosendaal;22,969;153A;L+R;p;0,034;2015-01-09;ProRail;0,033712
259509;--VERVALLEN--;545_151BqV_23.0;545;b;Roosendaal;23,003;151B;L+R;545;b;Roosendaal;22,969;153A;L+R;q;0,034;2015-01-09;ProRail;0,033525
259510;--VERVALLEN--;545_153AL_23.0;545;b;Roosendaal;22,969;153A;LE;545;b;Roosendaal;23,039;153B;L;;0,053;2015-01-09;ProRail;0,052508
259511;--VERVALLEN--;545_153BV_23.0;545;b;Roosendaal;23,039;153B;V;545;b;Roosendaal;23,383;183;R;;0,344;2015-01-09;ProRail;0,344386
259730;--VERVALLEN--;950_13R_6.4;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,402;13;R;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,429;17;V;;0,028;2015-01-09;ProRail;0,028049
259731;--VERVALLEN--;950_638L_7.1;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,095;638;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;6,684;929;R;;0,402;2015-01-09;ProRail;0,402003
259732;--VERVALLEN--;950_209qV_7.8;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,825;209;L+R;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,856;211B;L+R;q;0,031;2015-01-09;ProRail;0,031462
259733;--VERVALLEN--;950_RSC3V_8.0;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,956;RSC3;V;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,825;209;RE;;0,118;2015-01-09;ProRail;0,117521
259734;--VERVALLEN--;950_353BL_17.6;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17,63;353B;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17,525;361A;R;;0,105;2015-01-09;ProRail;0,104974
259735;--VERVALLEN--;545_71BV_22.3;545;b;Roosendaal;22,261;71B;V;545;b;Roosendaal;22,297;77;RE;;0,018;2015-01-09;ProRail;0,017912
259736;--VERVALLEN--;924_44-45L_35.3;924;a;Kijfhoek;35,306;44-45;L;924;a;Kijfhoek;34,32;3445;R;;0,992;2015-01-09;ProRail;0,992272
259737;--VERVALLEN--;924_993R_34.4;924;a;Kijfhoek;34,363;993;R;924;a;Kijfhoek;34,398;994;V;;0,035;2015-01-09;ProRail;0,035358
259738;--VERVALLEN--;924_39-41R_35.3;924;a;Kijfhoek;35,327;39-41;R;924;a;Kijfhoek;34,363;993;L;;0,972;2015-01-09;ProRail;0,972072
259739;--VERVALLEN--;805_511R_100.0;805;a;Dordrecht Zeehaventerrein;100,005;511;R;805;a;Dordrecht Zeehaventerrein;100,042;513;V;;0,039;2015-01-09;ProRail;0,038518
259740;--VERVALLEN--;805_513R_100.0;805;a;Dordrecht Zeehaventerrein;100,042;513;R;805;a;Dordrecht Zeehaventerrein;100,196;TI_513R;V;;0,155;2015-01-09;ProRail;0,154541
259741;--VERVALLEN--;855_YYYR_101.0;855;;Venlo Tradeport;100,984;YYY;R;855;;Venlo Tradeport;100,1;YYY;L;;0,911;2015-01-09;ProRail;0,911025
259742;--VERVALLEN--;855_XXXL_100.1;855;;Venlo Tradeport;100,071;XXX;L;855;;Venlo Tradeport;100,1;YYY;V;;0,029;2015-01-09;ProRail;0,028991
259743;--VERVALLEN--;924_2325BL_34.8;924;a;Kijfhoek;34,836;2325B;L;924;a;Kijfhoek;34,711;2327;L;;0,126;2015-01-09;ProRail;0,125634
259948;--VERVALLEN--;563_185AR_57.3;563;;Den Haag Mariahoeve;57,288;185A;R;563;;Den Haag Mariahoeve;57,459;187B;L;;0,18;2015-01-09;ProRail;0,179902
259949;--VERVALLEN--;563_187AR_57.4;563;;Den Haag Mariahoeve;57,365;187A;R;563;;Den Haag Mariahoeve;57,459;187B;R;;0,103;2015-01-09;ProRail;0,10252
259950;--VERVALLEN--;563_185BV_57.3;563;;Den Haag Mariahoeve;57,347;185B;V;563;;Den Haag Mariahoeve;57,365;187A;V;;0,018;2015-01-09;ProRail;0,018101
259951;--VERVALLEN--;563_175BV_57.3;563;;Den Haag Mariahoeve;57,345;175B;V;563;;Den Haag Mariahoeve;57,357;189;V;;0,012;2015-01-09;ProRail;0,011665
259952;--VERVALLEN--;563_185AL_57.3;563;;Den Haag Mariahoeve;57,288;185A;L;563;;Den Haag Mariahoeve;57,347;185B;L;;0,059;2015-01-09;ProRail;0,059496
259953;--VERVALLEN--;437_982R_0.6;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,613;982;R;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,582;983;V;;0,031;2015-01-09;ProRail;0,031328
259954;--VERVALLEN--;437_983L_0.6;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,582;983;L;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,323;SJ_983L;V;;0,244;2015-01-09;ProRail;0,244419
259955;--VERVALLEN--;437_983R_0.6;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,582;983;R;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,253;SJ_983R;V;;0,314;2015-01-09;ProRail;0,314039
259956;--VERVALLEN--;823_7V_101.0;823;b;Oosterhout Weststad;101,021;7;V;823;b;Oosterhout Weststad;101,211;SJ_7V;V;;0,192;2015-01-09;ProRail;0,192453
259957;--VERVALLEN--;586_111BpV_80.6;586;;Amsterdam Centraal;80,591;111B;L+R;586;;Amsterdam Centraal;80,557;113A;L+R;p;0,034;2015-01-09;ProRail;0,03367
259958;--VERVALLEN--;586_97BpV_80.6;586;;Amsterdam Centraal;80,569;97B;L+R;586;;Amsterdam Centraal;80,536;109A;L+R;p;0,034;2015-01-09;ProRail;0,03367
259959;--VERVALLEN--;588_830L_1.8;588;;Amsterdam Dijksgracht;1,829;830;L;588;;Amsterdam Dijksgracht;2,191;846;R;;0,329;2015-01-09;ProRail;0,329221
259960;--VERVALLEN--;486_93V_203.8;486;c;Amsterdam Westhaven (gebied);203,8;93;V;486;c;Amsterdam Westhaven (gebied);204,421;100;V;;0,622;2015-01-09;ProRail;0,621825
259961;--VERVALLEN--;607_904R_43.4;607;b;Winterswijk;43,409;904;R;607;b;Winterswijk;43,448;905;V;;0,039;2015-01-09;ProRail;0,038836
259962;--VERVALLEN--;305_49AL_19.1;305;;Stadskanaal Hoofdstation - Zuidbroek;19,063;49A;L;305;;Stadskanaal Hoofdstation - Zuidbroek;18,993;49B;L;;0,069;2015-01-09;ProRail;0,069022
259963;--VERVALLEN--;305_49BV_19.0;305;;Stadskanaal Hoofdstation - Zuidbroek;18,993;49B;V;305;;Stadskanaal Hoofdstation - Zuidbroek;18,19;51;V;;0,802;2015-01-09;ProRail;0,802018
260180;--VERVALLEN--;817_909L_115.2;817;a;Vlissingen Sloehaven;115,187;909;L;817;a;Vlissingen Sloehaven;114,264;945;R;;0,896;2015-01-09;ProRail;0,896448
260181;--VERVALLEN--;817_943V_114.3;817;a;Vlissingen Sloehaven;114,312;943;V;817;a;Vlissingen Sloehaven;114,264;945;L;;0,041;2015-01-09;ProRail;0,040621
260182;--VERVALLEN--;817_907L_115.3;817;a;Vlissingen Sloehaven;115,307;907;L;817;a;Vlissingen Sloehaven;114,323;941;L;;0,885;2015-01-09;ProRail;0,88524
260183;--VERVALLEN--;508_2077V_91.3;508;;Arnhem;91,316;2077;V;508;;Arnhem;91,323;2081;V;;0,006;2015-01-09;ProRail;0,00599
260184;--VERVALLEN--;508_2081L_91.3;508;;Arnhem;91,323;2081;L;508;;Arnhem;91,369;2117;V;;0,045;2015-01-09;ProRail;0,044532
260185;--VERVALLEN--;536_305V_61.3;536;;Den Haag HS;61,28;305;V;536;;Den Haag HS;61,4;307A;V;;0,123;2015-01-09;ProRail;0,122668
260186;--VERVALLEN--;536_297AL_61.4;536;;Den Haag HS;61,359;297A;L;536;;Den Haag HS;61,908;325;L;;0,549;2015-01-09;ProRail;0,548505
260187;--VERVALLEN--;817_975R_200.3;817;e;Vlissingen Sloehaven;200,31;975;R;817;e;Vlissingen Sloehaven;200,404;SJ_975R;V;;0,096;2015-01-09;ProRail;0,096174
260188;--VERVALLEN--;107_271AL_1.7;107;;Moordrecht Aansl. - Den Haag Binckhorst;1,67;271A;L;107;;Moordrecht Aansl. - Den Haag Binckhorst;1,773;271B;L;;0,103;2015-01-09;ProRail;0,102885
260189;--VERVALLEN--;161_2677V_31.9;161;;Lelystad Industrieterrein - Hattemerbroek;31,851;2677;V;161;;Lelystad Industrieterrein - Hattemerbroek;35,277;2701;V;;3,425;2015-01-09;ProRail;3,425352
260407;--VERVALLEN--;203_343R_34.5;203;;Mariënberg - Emmen;34,5;343;R;203;;Mariënberg - Emmen;41,928;353;L;;7,436;2016-12-12;ProRail;7,435876
260408;--VERVALLEN--;555_173AV_83.2;555;;Rotterdam Centraal;83,217;173A;V;114;a;Rotterdam Kleiweg - Rotterdam Westelijke Splitsing;53,888;407B;R;;1,334;2015-01-09;ProRail;1,334083
260409;--VERVALLEN--;552_2305R_83.4;552;b;Groningen Losplaats;83,409;2305;R;552;b;Groningen Losplaats;83,439;ES_2305R;V;;0,03;2019-02-13;ProRail;0,030326
260410;--VERVALLEN--;555_221BV_83.5;555;;Rotterdam Centraal;83,473;221B;V;555;;Rotterdam Centraal;84,064;339A;V;;0,585;2015-01-09;ProRail;0,585258
260411;--VERVALLEN--;555_225AL_83.3;555;;Rotterdam Centraal;83,306;225A;L;555;;Rotterdam Centraal;83,538;243B;RE;;0,212;2015-01-09;ProRail;0,212311
260412;--VERVALLEN--;664_101AR_41.9;664;b;Rotterdam Lombardijen;41,863;101A;R;664;b;Rotterdam Lombardijen;42,144;107B;L;;0,281;2015-01-09;ProRail;0,281059
260413;--VERVALLEN--;076_1609R_11.4;076;;Santpoort Noord - Uitgeest;11,399;1609;R;076;;Santpoort Noord - Uitgeest;12,028;1639;L;;0,631;2015-01-09;ProRail;0,631182
260414;--VERVALLEN--;109_231BV_32.4;109;;Rhenen - De Haar Aansl.;32,409;231B;V;109;;Rhenen - De Haar Aansl.;32,343;233A;V;;0,066;2015-01-09;ProRail;0,065991
260415;--VERVALLEN--;664_131AL_42.9;664;b;Rotterdam Lombardijen;42,901;131A;L;664;b;Rotterdam Lombardijen;43,2;143B;RE;;0,297;2015-01-09;ProRail;0,296522
260581;--VERVALLEN--;508_851qV_91.0;508;;Arnhem;91,018;851;L+R;508;;Arnhem;90,984;853;L+R;q;0,034;2015-01-09;ProRail;0,033669
260582;--VERVALLEN--;508_823V_91.0;508;;Arnhem;90,97;823;V;508;;Arnhem;91,018;851;LE;;0,031;2015-01-09;ProRail;0,031298
260583;--VERVALLEN--;508_851pV_91.0;508;;Arnhem;91,018;851;L+R;508;;Arnhem;90,984;853;L+R;p;0,034;2015-01-09;ProRail;0,033566
260584;--VERVALLEN--;508_853L_91.0;508;;Arnhem;90,984;853;LE;508;;Arnhem;91,054;857;R;;0,051;2015-01-09;ProRail;0,051234
260585;--VERVALLEN--;508_815V_91.0;508;;Arnhem;90,984;815;V;508;;Arnhem;91,018;851;RE;;0,017;2015-01-09;ProRail;0,01705
260586;--VERVALLEN--;135_909AqV_45.1;135;;Weesp Aansl. - Lelystad Industrieterrein;45,107;909A;L+R;135;;Weesp Aansl. - Lelystad Industrieterrein;45,14;909B;L+R;q;0,034;2015-01-09;ProRail;0,03367
260587;--VERVALLEN--;612_9R_60.6;612;b;Barneveld Noord;60,609;9;R;211;;Barneveld Noord - Ede=Wageningen;14,599;101;V;;2,887;2015-01-09;ProRail;2,886579
260588;--VERVALLEN--;550_979R_25.7;550;;Leeuwarden;25,727;979;R;550;;Leeuwarden;25,97;SJ_979R;V;;0,246;2015-01-09;ProRail;0,245945
260589;--VERVALLEN--;550_71AR_25.7;550;;Leeuwarden;25,69;71A;R;550;;Leeuwarden;25,752;71B;R;;0,063;2015-01-09;ProRail;0,063228
260778;--VERVALLEN--;008_934L_22.3;008;;Leeuwarden - Stavoren;22,328;934;L;008;;Leeuwarden - Stavoren;22,212;TI_934L;V;;0,117;2017-03-09;ProRail;0,117432
260779;--VERVALLEN--;008_931V_22.4;008;;Leeuwarden - Stavoren;22,363;931;V;008;;Leeuwarden - Stavoren;22,435;SJ_931V;V;;0,072;2017-03-09;ProRail;0,072329
260780;--VERVALLEN--;135_2027L_40.4;135;;Weesp Aansl. - Lelystad Industrieterrein;40,392;2027;L;135;;Weesp Aansl. - Lelystad Industrieterrein;40,452;2031;L;;0,06;2015-01-09;ProRail;0,059788
