ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
172509326;001_1103L_1.0;1103;W;0;0,029;2019-12-12;1:9;1,33;1103;1103;WISSEL;WISSEL
172538040;001_1103L_1.0;w1103l-s611;S;0,029;0,102;2019-12-12;;;1103;1104;WISSEL;BED_SEIN
172522615;001_1103L_1.0;611;S;0,102;0,287;2019-12-12;;;1104;1106;BED_SEIN;BED_SEIN
172538039;001_1103L_1.0;s611-w1107r;S;0,287;0,378;2019-12-12;;;1106;1107;BED_SEIN;WISSEL
172507373;001_1103L_1.0;1107;W;0,378;0,406;2019-12-12;1:9;1,33;1107;1107;WISSEL;WISSEL
172518140;001_1103R_1.0;1103;W;0;0,029;2019-12-12;1:9;1,33;1103;1103;WISSEL;WISSEL
172538229;001_1103R_1.0;w1103r-s612;S;0,029;0,074;2019-12-12;;;1103;1102;WISSEL;BED_SEIN
172523292;001_1103R_1.0;612;S;0,074;0,281;2019-12-12;;;1102;1108;BED_SEIN;BED_SEIN
172538228;001_1103R_1.0;s612-w1107l;S;0,281;0,378;2019-12-12;;;1108;1107;BED_SEIN;WISSEL
172517179;001_1103R_1.0;1107;W;0,378;0,407;2019-12-12;1:9;1,33;1107;1107;WISSEL;WISSEL
172532263;001_1103V_1.0;w1103v-sRF;S;0;0,279;2019-12-12;;;1103;1100;WISSEL;BED_SEIN
172523511;001_1103V_1.0;RF;S;0,279;0,918;2019-12-12;;;1100;1098;BED_SEIN;BED_SEIN
172523472;001_1103V_1.0;601;S;0,918;1,076;2019-12-12;;;1098;SJ_1103V;BED_SEIN;STOOTJUK
172532371;001_1107V_1.4;w1107v-sRE;S;0;0,765;2019-12-12;;;1107;1110;WISSEL;BED_SEIN
172524267;001_1107V_1.4;RE;S;0,765;8,023;2019-12-12;;;1110;1125;BED_SEIN;WISSEL
172515678;001_1125L_9.4;1125;W;0;0,029;2019-12-12;1:9;1,33;1125;1125;WISSEL;WISSEL
172534065;001_1125L_9.4;w1125l-s621;S;0,029;0,247;2019-12-12;;;1125;1126;WISSEL;BED_SEIN
172526244;001_1125L_9.4;621;S;0,247;0,496;2019-12-12;;;1126;1129;BED_SEIN;WISSEL
172505896;001_1125L_9.4;1129;W;0,496;0,535;2019-12-12;1:12;1,33;1129;1129;WISSEL;WISSEL
172507466;001_1125R_9.4;1125;W;0;0,029;2019-12-12;1:9;1,33;1125;1125;WISSEL;WISSEL
172524377;001_1125R_9.4;622;S;0,029;0,405;2019-12-12;;;1125;1130;WISSEL;BED_SEIN
172528214;001_1125R_9.4;s622-w1129l;S;0,405;0,495;2019-12-12;;;1130;1129;BED_SEIN;WISSEL
172504592;001_1125R_9.4;1129;W;0,495;0,533;2019-12-12;1:12;1,33;1129;1129;WISSEL;WISSEL
172525279;001_1129V_9.9;RD;S;0;5,448;2019-12-12;;;1129;1145;WISSEL;WISSEL
172508544;001_1145L_15.3;1145;W;0;0,033;2019-12-12;1:9;1,33;1145;1145;WISSEL;WISSEL
