ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
172168375;006_1017BV_10.2;BVL;Groningen;0;0,911;2019-12-07
172168376;006_1017BV_10.2;BASIS;Groningen;0;0,911;2019-12-07
172168379;525_483R_79.0;BASIS;Amsterdam;0;0,423;2019-12-07
172168381;525_483R_79.0;BVL;Amsterdam;0;0,423;2019-12-07
172168383;525_483R_79.0;BAAN;Amsterdam;0;0,423;2019-12-07
172168386;525_483V_79.0;BASIS;Amsterdam;0;0,133;2019-12-07
172168388;525_483V_79.0;BVL;Amsterdam;0;0,133;2019-12-07
172168390;525_483V_79.0;BAAN;Amsterdam;0;0,133;2019-12-07
172168391;525_429AV_77.8;BASIS;Amsterdam;0;3,674;2019-12-07
172168396;802_809R_101.8;BAAN;Woerden;0;0,03;2019-12-07
172168400;802_809R_101.8;BASIS;Woerden;0;0,03;2019-12-07
172168401;802_809R_101.8;BVL;Woerden;0;0,03;2019-12-07
172168403;801_922R_9.1;BASIS;Roosendaal;0;0,204;2019-12-07
172168407;801_922R_9.1;BAAN;Roosendaal;0;0,204;2019-12-07
172168408;801_922R_9.1;BVL;Roosendaal;0;0,204;2019-12-07
172168409;211_105BV_15.0;BVL;Gelderse Vallei;0;0,235;2019-12-07
172168412;211_105BV_15.0;BAAN;Gelderse Vallei;0;0,235;2019-12-07
172168415;211_105BV_15.0;BASIS;Gelderse Vallei;0;0,235;2019-12-07
172168418;525_435BV_78.0;BASIS;Amsterdam;0;0,024;2019-12-07
172168420;525_435BV_78.0;BVL;Amsterdam;0;0,024;2019-12-07
172168422;525_435BV_78.0;BAAN;Amsterdam;0;0,024;2019-12-07
172168426;506_562R_43.6;BVL;Amersfoort;0;0,506;2019-12-07
172168428;506_562R_43.6;BASIS;Amersfoort;0;0,506;2019-12-07
172168429;506_562R_43.6;BAAN;Amersfoort;0;0,506;2019-12-07
172168430;211_103R_15.0;BVL;Gelderse Vallei;0;0,083;2019-12-07
172168433;211_103R_15.0;BAAN;Gelderse Vallei;0;0,083;2019-12-07
172168436;211_103R_15.0;BASIS;Gelderse Vallei;0;0,083;2019-12-07
172168439;006_1017BV_10.2;BAAN;Groningen;0;0,911;2019-12-07
172168441;527_901R_17.1;BASIS;Haarlem;0;0,627;2019-12-07
172168442;527_901R_17.1;BVL;Haarlem;0;0,627;2019-12-07
172168444;211_105AL_14.9;BVL;Gelderse Vallei;0;0,098;2019-12-07
172168447;211_105AL_14.9;BAAN;Gelderse Vallei;0;0,098;2019-12-07
172168450;211_105AL_14.9;BASIS;Gelderse Vallei;0;0,098;2019-12-07
172168453;084_3V_9.3;BASIS;Amsterdam;0,415;8,177;2019-12-07
172168455;084_3V_9.3;BVL;Amsterdam;0,415;8,177;2019-12-07
172168457;084_3V_9.3;BAAN;Amsterdam;0,415;8,177;2019-12-07
172168461;084_3V_9.3;BVL;Amsterdam;0,37;0,415;2019-12-07
172168463;084_3V_9.3;BAAN;Amsterdam;0,37;0,415;2019-12-07
172168464;084_3V_9.3;BASIS;Haarlem;0,37;0,415;2019-12-07
172168465;084_3V_9.3;BAAN;Haarlem;0;0,37;2019-12-07
172168466;801_925V_12.3;BASIS;Roosendaal;0;2,459;2019-12-07
172168470;801_925V_12.3;BAAN;Roosendaal;0;2,459;2019-12-07
172168471;801_925V_12.3;BVL;Roosendaal;0;2,459;2019-12-07
172168472;527_39L_16.6;BAAN;Haarlem;0;0,242;2019-12-07
