ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
1;2019-12-12;14;RENAME;926_9BL_1.1;;;;;;;;;;999_1_9.9;
2;2019-12-12;14;RENAME;603_89R_2.6;;;;;;;;;;999_2_9.9;
3;2019-12-12;14;RENAME;603_89L_2.6;;;;;;;;;;999_3_9.9;
17;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1325R_24.2;1645
18;2019-12-12;14;NEWTOP;;;;;;;;;;;927_3323L_904.6;532
19;2019-12-12;14;NEWTOP;;;;;;;;;;;087_119AL_16.6;7489
20;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1339R_25.1;64
21;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1343L_25.4;66
22;2019-12-12;14;NEWTOP;;;;;;;;;;;087_931qV_24.8;32
23;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1345V_25.4;604
24;2019-12-12;14;NEWTOP;;;;;;;;;;;603_71AV_2.4;122
25;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1339L_25.1;300
26;2019-12-12;14;NEWTOP;;;;;;;;;;;087_900V_25.1;71
27;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1343R_25.4;437
28;2019-12-12;14;NEWTOP;;;;;;;;;;;087_901R_24.3;550
29;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1325L_24.2;582
30;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1349V_25.8;40
31;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1335L_24.8;54
32;2019-12-12;14;NEWTOP;;;;;;;;;;;087_119BV_16.7;7281
33;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1335R_24.8;456
34;2019-12-12;14;NEWTOP;;;;;;;;;;;087_931pV_24.8;31
35;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1351R_25.9;103
36;2019-12-12;14;NEWTOP;;;;;;;;;;;624_267L_32.7;256
37;2019-12-12;14;NEWTOP;;;;;;;;;;;926_4137V_1.8;489
38;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1341V_25.2;170
39;2019-12-12;14;NEWTOP;;;;;;;;;;;624_255V_32.7;193
40;2019-12-12;14;NEWTOP;;;;;;;;;;;205_403L_5.7;524
41;2019-12-12;14;NEWTOP;;;;;;;;;;;085_213AV_19.7;447
42;2019-12-12;14;NEWTOP;;;;;;;;;;;063_103BL_19.4;16794
43;2019-12-12;14;NEWTOP;;;;;;;;;;;624_223BV_32.9;1815
44;2019-12-12;14;NEWTOP;;;;;;;;;;;603_4229V_2.2;182
45;2019-12-12;14;NEWTOP;;;;;;;;;;;063_101BL_19.2;16576
46;2019-12-12;14;NEWTOP;;;;;;;;;;;226_405R_12.1;513
47;2019-12-12;14;NEWTOP;;;;;;;;;;;226_405L_12.1;513
48;2019-12-12;14;NEWTOP;;;;;;;;;;;085_217L_19.3;496
49;2019-12-12;14;NEWTOP;;;;;;;;;;;087_1321R_24.1;1904
50;2019-12-12;14;NEWTOP;;;;;;;;;;;205_403R_5.7;524
51;2019-12-12;14;NEWTOP;;;;;;;;;;;926_9BL_1.1;64
52;2019-12-12;14;NEWTOP;;;;;;;;;;;603_89R_2.6;508
53;2019-12-12;14;NEWTOP;;;;;;;;;;;603_89L_2.6;506
