ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT;RICHTING_VOLGENS_GEOCODEKM
1282064;052_1L_48.1;0;1,114;052__;48,118;49,231;MEE
1282065;124_904R_3.5;0;0,041;124_a;3,459;3,419;TEGEN
1282066;124_904L_3.5;0;0,034;124_a;3,459;3,425;TEGEN
1282067;124_903V_3.5;0;0,007;124_a;3,466;3,459;TEGEN
1282068;506_51R_43.4;0;0,51;506_b;43,411;43,868;MEE
1282069;817_52AR_300.8;0;0,739;817_g;300,789;301,527;MEE
1282070;586_2519AR_80.2;0;0,077;586__;80,219;80,296;MEE
1282071;586_2519BL_80.3;0;0,203;586__;80,296;80,092;TEGEN
1282072;586_111AV_80.5;0;0,12;586__;80,521;80,402;TEGEN
1282073;586_111AR_80.5;0;0,071;586__;80,521;80,591;MEE
1282074;586_2545BpV_80.4;0;0,034;586__;80,418;80,385;TEGEN
1282075;586_2545BqV_80.4;0;0,034;586__;80,418;80,385;TEGEN
1282076;099_1021AV_6.1;5,656;5,964;529__;23,391;23,087;TEGEN
1282077;506_127AR_44.0;0;0,061;506_b;43,997;44,059;MEE
1282078;080_3403V_9.8;0;1,33;080__;9,824;11,151;MEE
1282079;950_105AL_6.8;0;0,838;950_a;6,808;7,646;MEE
1282080;011_68AR_69.0;0;0,763;011__;69,024;69,786;MEE
1282081;501_145AL_80.7;0;0,056;501__;80,723;80,778;MEE
1286301;031_1R_3.3;0;0,92;031_a;3,319;2,4;TEGEN
1286302;031_1R_3.3;0,92;1,107;609__;29,855;29,669;TEGEN
1286303;490_141R_5.1;0;0,038;490_b;5,062;5,1;MEE
1286304;518_147R_64.2;0;0,401;518__;64,245;64,645;MEE
1286305;922_929R_18.1;0;0,285;922__;18,121;18,402;MEE
1286306;206_103V_12.7;0;5,067;206__;12,668;17,732;MEE
1286307;076_81V_11.5;0;0,103;076__;11,459;11,56;MEE
1286308;135_2023L_40.3;0;0,12;135__;40,272;40,392;MEE
1286309;135_2023R_40.3;0;0,144;135__;40,272;40,417;MEE
1286310;564_952L_23.6;0;0,052;564_b;23,571;23,623;MEE
1286311;612_9R_60.6;0,585;2,887;211__;12,3;14,599;MEE
1286312;922_915L_18.0;0;0,041;922__;18,021;18,061;MEE
1286313;166_2153L_135.6;0;0,247;166__;135,557;135,804;MEE
1286314;518_131R_63.6;0;0,634;518__;63,614;64,245;MEE
1286315;518_147L_64.2;0;0,064;518__;64,245;64,308;MEE
1286316;506_552V_43.5;0;0,017;506_b;43,469;43,485;MEE
1282082;924_3263BL_34.3;0;0,194;924_a;34,29;34,107;TEGEN
1282083;514_918V_17.9;0;0,001;514_a;17,888;17,888;MEE
1282084;514_915R_18.0;0;0,052;514_a;17,934;17,888;TEGEN
1282085;603_69AR_2.4;0;0,094;603_a;2,36;2,455;MEE
1282086;603_79AL_2.4;0;0,23;603_a;2,425;2,656;MEE
1282087;603_67R_2.4;0;0,038;603_a;2,389;2,425;MEE
1282088;470_251V_100.5;0;0,393;470_a;100,495;100,1;TEGEN
1282089;470_251V_100.5;0,393;0,642;950_a;15,502;15,751;MEE
1282090;531_1459V_1.2;0;0,028;531_d;1,181;1,156;TEGEN
1282091;011_14R_67.9;0;0,663;011__;67,944;68,6;MEE
1282092;011_14L_67.9;0;0,662;011__;67,944;68,6;MEE
1282093;501_143L_80.7;0;0,2;501__;80,723;80,55;TEGEN
1282094;501_77BV_80.5;0;0,213;501__;80,49;80,701;MEE
1282095;501_135R_80.7;0;0,056;501__;80,657;80,605;TEGEN
1282096;501_135V_80.7;0;0,026;501__;80,657;80,681;MEE
1282097;501_137V_80.7;0;0,026;501__;80,681;80,706;MEE
1282098;099_1021AV_6.1;0;5,656;099__;6,053;0,4;TEGEN
1282382;618_107ApV_51.3;0;0,034;618_b;51,269;51,235;TEGEN
1282383;618_907L_50.4;0;0,067;618_b;50,358;50,282;TEGEN
1282384;001_1125L_9.4;0;0,535;001_a;9,368;9,9;MEE
1282385;001_1125R_9.4;0;0,533;001_a;9,368;9,9;MEE
1282386;560_1275AL_24.9;0;0,239;560_a;24,907;24,658;TEGEN
1282387;433_14L_6.2;0;0,329;433__;6,204;5,882;TEGEN
1282388;517_79L_69.4;0;0,355;517_b;69,398;69,755;MEE
1282389;803_53AR_103.3;0;0,049;803_h;103,271;103,319;MEE
1282390;803_50AR_103.2;0;0,12;803_h;103,201;103,319;MEE
1282391;803_54V_103.3;0;0,436;803_h;103,319;103,756;MEE
1282392;851_86R_100.3;0,012;0,015;851_b;110;110,003;MEE
1282393;851_86R_100.3;0;0,012;851_a;100,31;100,322;MEE
1282394;851_86R_100.3;0,015;0,212;851_a;100,325;100,523;MEE
1282395;517_183qV_0.1;0;0,034;517_a;0,074;0,031;TEGEN
1282396;517_223qV_0.3;0;0,034;517_a;0,318;0,285;TEGEN
1282397;080_3423V_11.3;6,944;8,148;621__;18,2;19,4;MEE
1282398;553_219BqV_21.3;0;0,034;553_c;21,329;21,295;TEGEN
1282399;553_219BR_21.3;0;0,158;553_c;21,312;21,154;TEGEN
1282400;517_77BV_69.5;0,498;0,549;517_a;0,001;0,063;MEE
1282401;517_77BV_69.5;0;0,498;517_b;69,457;69,95;MEE
1282402;479_1859R_312.5;0;0,041;479_a;312,49;312,53;MEE
1282726;433_48V_5.6;0;0,751;433__;5,558;4,801;TEGEN
1282727;433_47R_5.6;0;0,067;433__;5,626;5,558;TEGEN
1282728;433_44R_5.7;0;0,045;433__;5,672;5,626;TEGEN
1282729;433_36BL_5.8;0;0,221;433__;5,779;5,558;TEGEN
1282730;433_36ApV_5.8;0;0,033;433__;5,765;5,797;MEE
1282731;433_35V_5.8;0;0,035;433__;5,813;5,779;TEGEN
1282732;433_36AqV_5.8;0;0,033;433__;5,765;5,797;MEE
1282733;527_79BpV_17.2;0;0,034;527_c;17,208;17,174;TEGEN
1282734;618_129R_50.9;0;0,3;618_b;50,911;50,609;TEGEN
1282735;052_1R_48.1;0;1,112;052__;48,118;49,231;MEE
1282736;553_197R_20.8;0;0,058;553_c;20,815;20,873;MEE
1282737;553_197L_20.8;0;0,457;553_c;20,815;21,271;MEE
1282738;553_217AL_21.2;0;0,041;553_c;21,231;21,271;MEE
1282739;551_161AR_23.6;0,622;14,835;125__;24,2;38,4;MEE
1283020;080_3421R_11.2;0;7,047;080__;11,151;18,2;MEE
1283021;080_3421R_11.2;7,047;8,251;621__;18,2;19,4;MEE
1283022;545_203AL_23.4;0;0,081;545_b;23,433;23,512;MEE
1283023;545_199V_23.4;0;0,069;545_b;23,445;23,512;MEE
1283024;545_203AR_23.4;0;0,048;545_b;23,433;23,48;MEE
1283025;545_203ApV_23.4;0;0,034;545_b;23,419;23,45;MEE
1283026;545_203AqV_23.4;0;0,034;545_b;23,418;23,45;MEE
1283027;545_971R_23.5;0;0,042;545_b;23,465;23,427;TEGEN
1283028;924_343L_36.0;0;0,057;924_a;35,977;36,032;MEE
1283029;924_341ApV_36.0;0;0,034;924_a;35,973;36,004;MEE
1283030;924_341AqV_36.0;0;0,034;924_a;35,972;36,004;MEE
1283031;510_403L_9.7;1,51;9,217;041__;8,2;0,5;TEGEN
1283335;514_906V_18.0;0;0,29;514_a;18,04;18,324;MEE
1283336;618_107BqV_51.1;0;0,034;618_b;51,06;51,093;MEE
1283337;618_113qV_51.1;0;0,034;618_b;51,061;51,093;MEE
1283338;618_101BV_51.1;0;0,018;618_b;51,094;51,077;TEGEN
1283339;618_113pV_51.1;0;0,033;618_b;51,06;51,093;MEE
1283340;618_107BpV_51.1;0;0,034;618_b;51,06;51,093;MEE
1283341;618_101BL_51.1;0;0,11;618_b;51,094;51,205;MEE
1283342;618_101AR_51.3;0;0,182;618_b;51,274;51,094;TEGEN
1283343;618_103AR_51.3;0;0,064;618_b;51,269;51,205;TEGEN
1283344;618_103BL_51.2;0;0,064;618_b;51,205;51,269;MEE
1283345;924_42-43R_35.3;0;1,013;924_a;35,304;34,3;TEGEN
1283346;924_27-41V_35.4;0;0,029;924_a;35,435;35,463;MEE
1283347;924_27-56V_35.5;0;0,065;924_a;35,463;35,526;MEE
1283348;545_209R_23.6;0;0,038;545_b;23,568;23,531;TEGEN
1283349;924_31-32V_35.3;0;0,027;924_a;35,299;35,326;MEE
1283350;924_31-34R_35.3;0;0,031;924_a;35,326;35,295;TEGEN
1283351;924_27-41R_35.4;0;0,078;924_a;35,435;35,359;TEGEN
1283352;924_35-41R_35.4;0;0,032;924_a;35,359;35,327;TEGEN
1283353;924_35-38V_35.3;0;0,028;924_a;35,331;35,359;MEE
1283354;924_35-38R_35.3;0;0,032;924_a;35,331;35,299;TEGEN
1283355;924_35-36V_35.3;0;0,03;924_a;35,3;35,331;MEE
1283356;557_1AR_27.4;0;0,755;557_a;27,412;28,168;MEE
1283357;513_139V_26.2;0;0,001;513_a;26,235;26,236;MEE
1283358;119_1113AR_28.1;0,412;0,916;542_a;28,5;28,996;MEE
1283687;822_28L_300.8;0;0,237;822_c;300,762;300,893;MEE
1283688;116_1333AL_31.7;0;0,367;116_a;31,684;32,051;MEE
1283689;516_277R_1.6;0;0,526;516_a;1,614;2,122;MEE
1283690;542_1291AR_30.1;0;0,235;542_a;30,055;30,28;MEE
1283691;542_1291AR_30.1;0,235;0,376;805_a;100,0;100,137;MEE
1283692;542_1267BpV_30.0;0;0,034;542_a;29,985;29,951;TEGEN
1283693;542_1267BqV_30.0;0;0,034;542_a;29,985;29,951;TEGEN
1283694;924_12-18R_35.4;0;0,028;924_a;35,358;35,33;TEGEN
1283695;545_918L_21.8;0;0,144;545_b;21,771;21,626;TEGEN
1283696;545_918R_21.8;0;0,145;545_b;21,771;21,627;TEGEN
1283697;531_2551L_34.5;0;0,114;531_c;34,458;34,567;MEE
1283698;805_512R_100.0;0;0,221;805_a;100,005;100,222;MEE
1283699;805_515R_100.0;0;0,112;805_a;100,047;100,158;MEE
1283700;805_515L_100.0;0;0,187;805_a;100,047;100,233;MEE
1283701;513_47AL_24.6;0;0,108;513_a;24,612;24,72;MEE
1283702;513_47BV_24.7;0;0,323;513_a;24,72;25,042;MEE
1283703;545_217BqV_23.7;0;0,034;545_b;23,735;23,701;TEGEN
1283704;545_217AL_23.7;0;0,042;545_b;23,676;23,718;MEE
1283705;560_57BV_24.8;0;0,069;560_a;24,807;24,738;TEGEN
1283706;560_67AR_24.8;0;0,058;560_a;24,796;24,738;TEGEN
1283707;560_57AR_24.9;0;0,064;560_a;24,873;24,807;TEGEN
1283990;502_245L_100.2;0;0,815;502_b;100,246;101,06;MEE
1283991;502_271AR_101.0;0;0,059;502_b;101,002;101,06;MEE
1283992;502_275BV_101.1;0;0,033;502_b;101,074;101,107;MEE
1283993;502_277V_101.1;0;0,106;502_b;101,107;101,213;MEE
1283994;502_271AL_101.0;0;0,222;502_b;101,002;101,222;MEE
1283995;550_41AR_25.3;0;0,221;550__;25,267;25,489;MEE
1283996;550_39V_25.3;0;0,024;550__;25,301;25,325;MEE
1283997;555_333BV_84.2;0;0,088;555__;84,154;84,239;MEE
1283998;555_337BL_84.2;0;0,098;555__;84,162;84,064;TEGEN
1283999;555_339AL_84.1;0;0,099;555__;84,064;84,162;MEE
1284000;555_337AL_84.1;0;0,081;555__;84,081;84,162;MEE
1284001;555_231L_83.5;0;0,34;555__;83,494;83,154;TEGEN
1284002;950_211R_11.8;0;0,756;950_a;11,833;12,589;MEE
1284003;073_1109V_1.1;0;0,045;073__;1,11;1,155;MEE
1284004;803_70BR_80.3;0;0,271;803_f;80,264;80;TEGEN
1284005;803_70BR_80.3;0,271;0,273;803_h;103,8;103,798;TEGEN
1284006;516_940L_75.2;0;0,528;516_b;75,164;74,638;TEGEN
1284007;516_942L_75.1;0;0,446;516_b;75,081;74,638;TEGEN
1284008;516_945L_75.0;0;0,259;516_b;75,009;74,751;TEGEN
1284009;516_945R_75.0;0;0,26;516_b;75,009;74,751;TEGEN
1284010;516_944R_75.1;0;0,063;516_b;75,07;75,009;TEGEN
1284011;516_944L_75.1;0;0,321;516_b;75,07;74,751;TEGEN
1284012;620_3AL_41.6;0;0,048;620__;41,594;41,643;MEE
1284305;924_3287R_34.3;0;0,042;924_a;34,278;34,316;MEE
1284306;924_3287L_34.3;0;0,041;924_a;34,278;34,314;MEE
1284307;950_638R_7.1;0;0,403;950_a;7,095;6,684;TEGEN
1284308;950_928L_6.6;0;0,041;950_a;6,645;6,684;MEE
1284309;950_341qV_17.4;0;0,031;950_a;17,399;17,431;MEE
1284310;950_413R_26.9;0;0,043;950_a;26,932;26,976;MEE
1284311;924_3275BV_34.3;0;0,015;924_a;34,265;34,278;MEE
1284312;950_610AL_6.4;0;0,023;950_a;6,462;6,485;MEE
1284313;950_357AL_17.4;0;0,052;950_a;17,444;17,496;MEE
1284314;950_357AR_17.4;0;0,041;950_a;17,444;17,484;MEE
1284315;950_341L_17.4;0;0,024;950_a;17,415;17,439;MEE
1284316;950_229L_17.6;0;0,133;950_a;17,571;17,439;TEGEN
1284317;116_1379L_33.0;0,18;0,945;924_a;33,2;33,954;MEE
1284318;116_1379L_33.0;0;0,18;116_a;33,024;33,205;MEE
1284319;506_107V_44.0;0;0,066;506_b;43,976;44,039;MEE
1284320;506_135BV_44.1;0;0,035;506_b;44,136;44,17;MEE
1284321;506_161AL_44.2;0;0,048;506_b;44,176;44,227;MEE
1284304;924_3243BV_34.3;0;0,819;924_a;34,297;35,112;MEE
1284322;506_161BqV_44.2;0;0,034;506_b;44,244;44,21;TEGEN
1284323;506_161BpV_44.2;0;0,034;506_b;44,244;44,21;TEGEN
1284324;506_633V_44.2;0;0,026;506_b;44,184;44,215;MEE
1284325;506_629V_44.2;0;0,027;506_b;44,158;44,184;MEE
1284326;553_317AR_22.3;0;0,081;553_c;22,336;22,417;MEE
1284327;469_204V_201.1;1,122;1,25;950_a;11,401;11,526;MEE
1284642;924_3533pV_35.3;0;0,034;924_a;35,278;35,245;TEGEN
1284643;551_143AL_22.7;1,418;2,849;124_a;1,9;3,333;MEE
1284644;551_143AL_22.7;1,317;1,418;551_a;1,8;1,9;MEE
1284645;801_951R_8.2;0;0,198;801_a;8,166;7,97;TEGEN
1284646;801_953V_8.0;0,155;0,158;801_g;600;600,003;MEE
1284647;801_953V_8.0;0;0,155;801_a;7,97;7,816;TEGEN
1284648;801_959R_100.5;0;0,242;801_b;100,535;100,778;MEE
1284649;545_981R_23.1;0;0,119;545_b;23,061;22,941;TEGEN
1284650;545_981L_23.1;0;0,033;545_b;23,061;23,028;TEGEN
1284651;545_984V_22.9;0;0,011;545_b;22,885;22,874;TEGEN
1284652;542_1261BpV_29.9;0;0,034;542_a;29,944;29,91;TEGEN
1284653;152_4065L_15.2;0;0,118;152_a;15,2;15,318;MEE
1284654;545_183V_23.4;0;0,059;545_b;23,383;23,442;MEE
1284655;545_185AL_23.3;0;0,52;545_b;23,314;23,839;MEE
1284656;545_185AR_23.3;0;0,065;545_b;23,314;23,379;MEE
1284657;545_135BV_23.0;0;0,279;545_b;23,031;23,314;MEE
1284658;545_185BL_23.4;0;0,059;545_b;23,379;23,32;TEGEN
1284659;545_187AR_23.3;0;0,048;545_b;23,32;23,367;MEE
1284660;545_187BpV_23.4;0;0,034;545_b;23,384;23,351;TEGEN
1284661;545_85AR_22.3;0;0,041;545_b;22,361;22,401;MEE
1284662;950_916R_6.5;0;0,041;950_a;6,485;6,535;MEE
1284663;950_916L_6.5;0;0,041;950_a;6,485;6,535;MEE
1284664;950_353AL_17.6;0;0,778;950_a;17,577;18,361;MEE
1284665;950_936R_16.3;0;0,259;950_a;16,298;16,557;MEE
1284666;950_936L_16.3;0;0,034;950_a;16,298;16,331;MEE
1284667;950_935R_16.3;0;0,034;950_a;16,264;16,298;MEE
1284929;116_1379R_33.0;0;0,18;116_a;33,024;33,206;MEE
1284930;924_3237BpV_34.2;0;0,032;924_a;34,168;34,136;TEGEN
1284931;950_817R_10.6;0;0,272;950_a;10,566;10,839;MEE
1284932;950_819BV_10.6;0;0,068;950_a;10,618;10,686;MEE
1284933;950_821V_10.7;0;0,02;950_a;10,686;10,705;MEE
1284934;950_819AL_10.5;0;0,11;950_a;10,509;10,618;MEE
1284935;950_353ApV_17.6;0;0,031;950_a;17,561;17,593;MEE
1284936;950_105BqV_6.9;0;0,031;950_a;6,864;6,833;TEGEN
1284937;950_610AqV_6.4;0;0,031;950_a;6,447;6,478;MEE
1284938;950_610AR_6.4;0;0,066;950_a;6,462;6,536;MEE
1284939;504_920V_17.4;0;0,083;504_b;17,351;17,268;TEGEN
1284940;504_920R_17.4;0;0,058;504_b;17,351;17,407;MEE
1284941;504_922R_17.4;0;0,032;504_b;17,407;17,438;MEE
1284942;553_913R_21.5;0;0,027;553_c;21,472;21,503;MEE
1284943;805_7103R_102.0;0;0,068;805_a;102,015;102,084;MEE
1284944;545_903R_22.1;0;0,087;545_b;22,108;22,019;TEGEN
1284945;545_131BR_23.0;0;0,051;545_b;22,978;22,927;TEGEN
1284946;506_39BpV_43.2;0;0,034;506_b;43,24;43,207;TEGEN
1284947;506_39BqV_43.2;0;0,034;506_b;43,24;43,207;TEGEN
1284948;506_620L_43.9;0;0,093;506_b;43,886;43,834;TEGEN
1284949;139_5009AR_177.4;0;0,034;139__;177,366;177,4;MEE
1284950;950_662L_7.3;0;0,157;950_a;7,347;7,505;MEE
1284951;504_87AL_18.7;0;0,061;504_b;18,67;18,73;MEE
1284952;504_87BV_18.7;0;0,084;504_b;18,73;18,813;MEE
1284953;504_85AL_18.7;0;0,06;504_b;18,67;18,73;MEE
1284954;504_85AR_18.7;0;0,059;504_b;18,67;18,729;MEE
1284955;504_91pV_18.8;0;0,034;504_b;18,762;18,729;TEGEN
1284956;504_85BV_18.7;0;0,016;504_b;18,729;18,745;MEE
1285242;036_221BV_84.6;0;5,283;036__;84,624;89,9;MEE
1285243;545_223AL_23.7;0;0,036;545_b;23,718;23,754;MEE
1285244;545_217BpV_23.7;0;0,034;545_b;23,735;23,701;TEGEN
1285245;545_189BV_23.4;0;0,277;545_b;23,442;23,718;MEE
1285246;545_93BqV_22.5;0;0,034;545_b;22,464;22,43;TEGEN
1285247;545_93BpV_22.5;0;0,034;545_b;22,464;22,43;TEGEN
1285238;545_925V_22.3;0;0,119;545_b;22,257;22,377;MEE
1285239;545_901AR_22.2;0;0,059;545_b;22,198;22,257;MEE
1285240;545_901ApV_22.2;0;0,034;545_b;22,181;22,215;MEE
1285241;470_1106L_301.3;0;0,383;470_g;301,34;301,722;MEE
1285248;924_992R_34.3;0;0,032;924_a;34,331;34,363;MEE
1285249;545_137BV_23.0;0;0,286;545_b;23,031;23,32;MEE
1285250;545_181AL_23.3;0;0,062;545_b;23,281;23,342;MEE
1285251;950_301L_16.2;0;0,451;950_a;16,201;15,751;TEGEN
1285252;950_131R_7.1;0;0,143;950_a;7,14;7,278;MEE
1285465;004_3BL_101.8;0,008;14,83;004__;101,8;87,0;TEGEN
1285466;004_3BL_101.8;0;0,008;653_a;101,808;101,8;TEGEN
1285467;004_3BL_101.8;14,83;15,247;548__;87;86,583;TEGEN
1285468;924_3585AL_35.8;0;0,064;924_a;35,76;35,824;MEE
1285469;564_1331V_23.6;0;0,031;564_b;23,63;23,661;MEE
1285470;203_393L_55.1;0;0,462;203__;55,107;55,573;MEE
1285471;203_393R_55.1;0;0,46;203__;55,107;55,573;MEE
1285472;161_2515L_20.3;0;0,13;161__;20,261;20,392;MEE
1285473;161_2515R_20.3;0;0,106;161__;20,261;20,368;MEE
1285474;161_2517V_20.4;0;0,024;161__;20,368;20,392;MEE
1285475;924_46-49R_35.3;0;1,042;924_a;35,332;34,305;TEGEN
1285476;924_3443R_34.3;0;0,041;924_a;34,305;34,345;MEE
1285477;924_3441L_34.3;0;0,04;924_a;34,269;34,305;MEE
1285478;924_349AR_36.2;0;0,046;924_a;36,202;36,247;MEE
1285479;924_353ApV_36.2;0;0,031;924_a;36,232;36,263;MEE
1285480;950_273AL_13.8;0;0,106;950_a;13,813;13,919;MEE
1285786;513_137BV_26.2;0;0,071;513_a;26,225;26,297;MEE
1285787;513_137BV_26.2;0,071;0,297;513_b;44,2;43,973;TEGEN
1285788;545_992R_22.8;0;0,111;545_b;22,82;22,71;TEGEN
1285789;139_5007L_177.3;0;0,071;139__;177,328;177,4;MEE
1285790;139_5007L_177.3;0,071;1,89;523_b;177,4;179,218;MEE
1285791;787_5WL_68.0;0;15,738;787__;68,045;83,778;MEE
1285792;787_5WL_68.0;15,738;16,601;164__;254,492;253,631;TEGEN
1285793;545_133BV_23.0;0;0,375;545_b;22,99;23,367;MEE
1285780;485_3R_100.3;0,122;0,143;485_m;300,021;300,0;TEGEN
1285781;485_5L_100.6;0;0,09;485_d;100,591;100,5;TEGEN
1285782;608_23BL_87.8;0;0,339;608_b;87,784;87,442;TEGEN
1285783;803_82AL_103.7;0;0,04;803_h;103,756;103,798;MEE
1285784;161_2519R_20.4;0;0,552;161__;20,392;20,944;MEE
1285785;815_927R_100.2;0;0,425;815_b;100,219;100,643;MEE
1281798;116_1351AL_32.0;0;0,795;116_a;32,021;32,818;MEE
1281799;217_127BV_49.6;0;0,377;217__;49,616;49,992;MEE
1281800;128_25AL_12.6;0;0,183;128__;12,616;12,789;MEE
1281801;127_443AV_67.7;5,97;5,98;127_b;700,01;700,001;TEGEN
1281802;127_443AV_67.7;5,98;5,993;127_a;61,72;61,707;TEGEN
1281803;127_443AV_67.7;0;5,97;127_a;67,683;61,729;TEGEN
1281804;080_3421L_11.2;0;0,106;080__;11,151;11,257;MEE
1281805;551_163R_24.0;14,436;14,691;617_a;38,4;38,655;MEE
1281806;551_163R_24.0;0;0,22;551_b;23,982;24,2;MEE
1281807;551_163R_24.0;0,22;14,436;125__;24,2;38,4;MEE
1281808;052_15V_49.2;0;6,266;052__;49,231;55,481;MEE
1281809;817_77L_205.6;0;0,104;817_e;205,626;205,73;MEE
1281796;666_4213L_47.3;0;0,14;666_b;47,335;47,476;MEE
1281797;666_4215V_47.5;0;0,265;666_b;47,476;47,74;MEE
1286037;654_407V_49.3;0;1,139;654__;49,284;50,416;MEE
1286038;035_135R_52.1;0;0,102;035__;52,089;52,191;MEE
1286039;021_15AR_86.6;0,394;1,022;608_b;87,0;87,629;MEE
1286040;021_15AL_86.6;0;0,105;021__;86,606;86,712;MEE
1286041;924_2301AV_525.1;0,656;7,33;152_a;0;6,675;MEE
1286042;564_1323R_23.6;0;0,077;564_b;23,571;23,649;MEE
1286043;564_1323L_23.6;0;0,042;564_b;23,571;23,613;MEE
1286044;564_1315R_23.5;0;0,034;564_b;23,537;23,571;MEE
1286045;801_928R_300.9;0;0,138;801_d;300,938;301,076;MEE
1286046;950_117R_7.1;0;0,55;950_a;7,088;7,644;MEE
1286047;950_115L_7.1;0;0,038;950_a;7,05;7,088;MEE
1286048;950_631V_6.3;0;0,014;950_a;6,311;6,3;TEGEN
1286049;950_631R_6.3;0;0,04;950_a;6,311;6,35;MEE
1286050;924_2309R_524.9;0;0,021;924_b;524,852;524,831;TEGEN
1286051;924_2309R_524.9;0,021;0,707;924_a;33,975;34,642;MEE
1286561;527_31BL_16.5;0;0,1;527_c;16,51;16,41;TEGEN
1286562;527_31BV_16.5;0;0,0;527_c;16,51;16,51;MEE
1286563;527_37AL_16.5;0;0,081;527_c;16,51;16,591;MEE
1286564;664_123AL_42.5;0;0,054;664_b;42,485;42,539;MEE
1286565;664_123BqV_42.6;0;0,034;664_b;42,556;42,523;TEGEN
1286566;664_121AR_42.4;0;0,052;664_b;42,433;42,485;MEE
1286567;664_121BqV_42.5;0;0,031;664_b;42,509;42,478;TEGEN
1286568;509_1149V_36.6;0;0,669;509_a;36,649;37,315;MEE
1286569;589_969L_149.5;0;0,021;027__;149,479;149,5;MEE
1286570;155_4341L_72.9;0;0,141;155_b;72,934;73,075;MEE
1286571;047_9R_41.1;0;0,705;047__;41,158;41,867;MEE
1286572;047_33AL_41.9;0;0,057;047__;41,867;41,924;MEE
1286573;047_41R_42.5;0;0,074;047__;42,54;42,614;MEE
1286574;211_105AL_14.9;0;0,098;211__;14,873;14,97;MEE
1286575;211_103R_15.0;0;0,083;211__;14,955;14,873;TEGEN
1286576;485_39R_450.4;0,405;0,416;485_e;150,319;150,308;TEGEN
1286577;485_39R_450.4;0;0,405;485_l;450,406;450,0;TEGEN
1282099;200_165L_7.9;0;0,463;200__;7,898;8,361;MEE
1282100;200_195R_15.8;0;0,402;200__;15,805;16,208;MEE
1282101;200_195L_15.8;0;0,402;200__;15,805;16,208;MEE
1282102;017_57AL_70.5;0;0,092;017__;70,519;70,609;MEE
1282103;803_46V_103.0;0;0,014;803_h;102,972;102,985;MEE
1282104;663_311BR_40.1;0;0,275;663_a;40,075;39,8;TEGEN
1282105;555_285AR_83.6;0;0,123;555__;83,625;83,75;MEE
1282106;555_287V_83.8;0;0,329;555__;83,75;84,081;MEE
1282107;121_2363R_234.1;7,434;9,779;667_a;241,5;243,845;MEE
1282108;121_2363R_234.1;0;7,434;121_b;234,067;241,5;MEE
1282109;479_1843V_312.2;0;0,166;479_a;312,201;312,367;MEE
1282110;501_127R_80.8;0;0,347;501__;80,771;80,425;TEGEN
1282111;501_127L_80.8;0;0,347;501__;80,771;80,425;TEGEN
1282112;501_43L_80.3;0;0,034;501__;80,287;80,321;MEE
1282113;501_43R_80.3;0;0,081;501__;80,287;80,368;MEE
1282114;606_47L_0.0;0;0,59;606_a;0,016;0,605;MEE
1282115;543_139BR_44.9;0;0,052;543_c;44,883;44,832;TEGEN
1282116;543_173AR_45.3;0;0,483;543_c;45,288;45,767;MEE
1282117;135_902R_45.0;0;0,075;135__;44,974;45,048;MEE
1282118;135_203AL_11.6;0;0,103;135__;11,597;11,7;MEE
1282119;541_143AL_2.3;0;0,068;541_a;2,332;2,4;MEE
1282120;541_143AL_2.3;0,068;9,369;135__;2,4;11,7;MEE
1282403;851_EEEV_130.9;0;0,16;851_d;130,93;130,77;TEGEN
1282404;606_53L_0.1;0;0,037;606_a;0,065;0,102;MEE
1282405;535_3229V_5.5;0,479;0,511;080__;6,001;6,034;MEE
1282406;129_62V_30.8;0;0,054;129__;30,847;30,9;MEE
1282407;133_961R_20.8;0;0,488;133_a;20,755;20,262;TEGEN
1282408;814_952L_100.7;0;0,12;814_a;100,7;100,584;TEGEN
1282409;073_1203L_21.8;0;0,111;073__;21,76;21,649;TEGEN
1282410;073_1203V_21.8;0;0,025;073__;21,76;21,785;MEE
1282411;073_1153R_11.9;0;0,549;073__;11,908;12,456;MEE
1282412;517_141BV_69.8;0;0,131;517_b;69,825;69,95;MEE
1282413;517_141BV_69.8;0,131;0,189;517_a;0,001;0,066;MEE
1282414;516_941ApV_75.1;0;0,034;516_b;75,094;75,128;MEE
1282415;516_940R_75.2;0;0,052;516_b;75,164;75,112;TEGEN
1282416;120_10L_7.8;0;0,794;120_a;7,79;8,586;MEE
1282417;120_10R_7.8;0;0,794;120_a;7,79;8,586;MEE
1282418;120_21V_8.6;0;0,017;120_a;8,586;8,603;MEE
1282419;120_23AL_8.6;0;0,06;120_a;8,603;8,662;MEE
1282420;950_235BV_12.6;0;0,029;950_a;12,6;12,628;MEE
1282421;517_57R_69.1;0;0,259;517_b;69,132;69,398;MEE
1282422;517_153AL_69.9;0;0,052;517_b;69,853;69,904;MEE
1282423;517_153AR_69.9;0;0,064;517_b;69,853;69,915;MEE
1282424;517_159L_69.9;0;0,06;517_b;69,895;69,95;MEE
1282425;517_159L_69.9;0,06;0,193;517_a;0,0;0,14;MEE
1282426;517_157BR_70.0;0;0,002;517_a;0,002;0;TEGEN
1282427;517_157BR_70.0;0,002;0,062;517_b;69,95;69,895;TEGEN
