ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG
5754635;603_904BL_3.8;98;S;0,017;0,214;2014-05-28;;
5753866;527_75AV_17.1;5;S;0,001;0,155;2014-05-28;;
5753867;209_2V_19.0;AV;S;0,000;0,382;2014-05-28;;
5753868;135_2033V_40.5;2023;S;0,023;0,403;2014-05-28;;
5753869;533_1119BV_15.3;206;S;0,185;0,535;2014-05-28;;
5753870;938_4589V_2.4;733;S;0,033;1,099;2014-05-28;;
5753871;586_2535BV_80.3;15AM;S;0,356;0,360;2014-05-28;;
5753872;469_901R_100.7;481;S;0,029;0,331;2014-05-28;;
5753873;135_909AL_45.1;5;S;0,017;0,553;2014-05-28;;
5753874;613_905R_75.8;7c;S;0,032;0,258;2014-05-28;;
5753875;603_181BV_4.0;OW;S;0,227;18,921;2014-05-28;;
5753876;516_918R_1.7;14;S;0,029;0,256;2014-05-28;;
5753877;624_227BV_32.9;RN;S;0,166;0,524;2014-05-28;;
5753878;217_91V_43.1;EG;S;0,616;2,331;2014-05-28;;
5754099;531_837L_33.5;260;S;0,052;0,375;2014-05-28;;
5754100;609_97BV_27.5;503a;S;0,003;0,197;2014-05-28;;
5754102;486_101R_300.3;4645;S;0,033;0,244;2014-05-28;;
5754247;666_4243V_48.9;KE5;S;7,695;10,668;2014-05-28;;
5754248;093_1007R_5.8;BE;S;0,209;2,100;2014-05-28;;
5754249;127_351BV_27.9;VE;S;0,993;9,135;2014-05-28;;
5754250;924_2309L_524.8;168;S;0,119;0,151;2014-05-28;;
5754251;503_909L_42.9;14;S;0,029;0,413;2014-05-28;;
5755333;543_933V_45.7;25;S;0,000;0,045;2014-05-28;;
5755334;506_33R_43.2;88;S;0,052;0,071;2014-05-28;;
5755335;015_1071L_100.2;7;S;0,027;0,195;2014-05-28;;
5755336;661_115L_21.6;912;S;0,083;0,367;2014-05-28;;
5755337;026_235L_26.0;503b;S;0,049;0,862;2014-05-28;;
5755338;950_19L_6.5;330;S;0,071;0,539;2014-05-28;;
5755339;035_133BV_52.2;813b;S;0,015;0,660;2014-05-28;;
5754822;201_921R_37.4;6a;S;0,029;0,279;2014-05-28;;
5754824;046_227AL_36.0;CH;S;0,144;5,135;2014-05-28;;
5754825;950_273BV_13.9;BR;S;0,089;1,357;2014-05-28;;
5754826;551_145AL_22.8;902b;S;0,323;0,778;2014-05-28;;
5754827;501_175BV_81.0;AA;S;0,172;0,463;2014-05-28;;
5754828;817_53V_301.5;46;S;0,000;0,258;2014-05-28;;
5754829;116_1379R_33.0;67;S;0,182;0,946;2014-05-28;;
5754831;545_95R_22.4;11;S;0,050;0,290;2014-05-28;;
5754832;508_2013R_90.3;23;S;0,071;0,878;2014-05-28;;
5754636;531_1425R_34.8;18a;S;0,095;0,334;2014-05-28;;
5754637;540_171R_82.1;DA;S;1,040;1,086;2014-05-28;;
5754638;940_365R_43.1;204;S;0,061;0,360;2014-05-28;;
5754639;926_2033L_1.1;32a;S;0,026;0,191;2014-05-28;;
5754640;516_916R_2.0;53;S;0,029;0,207;2014-05-28;;
5754641;522_149BL_57.4;6a;S;0,043;0,203;2014-05-28;;
5754642;514_911R_18.1;9R;S;0,028;0,308;2014-05-28;;
5753778;539_49AL_79.3;302;S;0,082;0,675;2014-05-28;;
5753779;506_175BV_44.4;10;S;0,008;0,631;2014-05-28;;
5753780;470_206V_304.8;4416;S;0,000;1,320;2014-05-28;;
5753781;486_85R_205.2;4643;S;0,029;0,379;2014-05-28;;
5753782;606_83BV_0.7;205b;S;0,024;0,152;2014-05-28;;
5753783;529_3655L_22.8;UR2;S;1,111;1,763;2014-05-28;;
5753784;924_2301AV_525.1;ZA4;S;0,019;1,396;2014-05-28;;
5753879;470_65V_201.3;4301;S;0,000;1,049;2014-05-28;;
5753880;490_134R_302.3;5372;S;0,156;0,410;2014-05-28;;
5753881;661_127V_22.0;JB;S;0,253;4,820;2014-05-28;;
5753882;626_901R_32.4;13;S;0,028;0,087;2014-05-28;;
5753883;528_7R_28.1;904;S;0,080;0,475;2014-05-28;;
5753884;201_924L_37.7;7b;S;0,027;0,174;2014-05-28;;
5754379;927_3327BV_904.8;3306;S;0,000;0,232;2014-05-28;;
5754237;531_143AV_35.1;11a;S;0,000;0,187;2014-05-28;;
5754497;586_49L_80.4;25;S;0,039;0,321;2014-05-28;;
5754498;666_4233V_47.9;522;S;0,065;0,841;2014-05-28;;
5754499;545_189BV_23.4;84;S;0,024;0,226;2014-05-28;;
5754500;506_562R_43.6;57;S;0,029;0,478;2014-05-28;;
5754501;127_313R_12.3;301;S;0,226;0,924;2014-05-28;;
5754502;206_143R_29.8;631a;S;0,208;0,638;2014-05-28;;
5754503;817_50V_300.0;VP;S;0,000;0,415;2014-05-28;;
5754504;940_379L_43.2;212;S;0,054;0,387;2014-05-28;;
5754506;009_87R_137.9;431;S;0,066;0,551;2014-05-28;;
5754507;080_3421R_11.2;AP1;S;0,125;1,477;2014-05-28;;
5754508;545_945L_22.4;20;S;0,027;0,197;2014-05-28;;
5754509;536_349AL_62.3;MC;S;0,335;4,236;2014-05-28;;
5754510;625_293R_16.0;932;S;0,179;0,949;2014-05-28;;
5754511;206_143L_29.8;632a;S;0,208;0,639;2014-05-28;;
5754512;926_15BV_1.2;37;S;0,012;0,491;2014-05-28;;
5754833;131_1R_16.4;7;S;0,029;0,235;2014-05-28;;
5754834;950_915L_7.3;374;S;0,028;0,088;2014-05-28;;
5754835;664_879V_42.1;EH;S;0,075;1,154;2014-05-28;;
5754836;526_15AV_4.1;WZ;S;0,019;0,465;2014-05-28;;
5755031;550_45L_25.3;80;S;0,061;0,382;2014-05-28;;
5755032;588_847R_2.2;103;S;0,027;0,140;2014-05-28;;
5755033;517_127L_69.4;25;S;0,029;0,604;2014-05-28;;
5755035;052_51R_62.4;362;S;0,095;0,735;2014-05-28;;
5755036;520_822R_1.0;15bl;S;0,025;0,043;2014-05-28;;
5755037;545_109AR_22.7;2b;S;0,049;0,224;2014-05-28;;
5755038;513_67AL_25.4;506b;S;0,049;0,693;2014-05-28;;
5755039;085_311BV_31.9;304;S;0,018;0,823;2014-05-28;;
5755040;926_2016L_1.4;b6;S;0,026;0,479;2014-05-28;;
5755041;817_905L_115.3;555a;S;0,029;0,641;2014-05-28;;
5753785;433_45L_5.6;20;S;0,115;0,747;2014-05-28;;
5753786;098_3909V_29.6;835;S;0,054;0,308;2014-05-28;;
5753788;208_181L_97.2;801;S;0,105;0,715;2014-05-28;;
5753790;529_3655L_22.8;UR3;S;2,444;3,192;2014-05-28;;
5753791;924_2301AV_525.1;ZA5;S;1,396;1,730;2014-05-28;;
5753806;924_2301AV_525.1;ZA7;S;6,603;7,118;2014-05-28;;
5753807;525_429AV_50.2;RJ;S;0,041;3,339;2014-05-28;;
5753808;144_1347R_155.0;422;S;0,107;0,530;2014-05-28;;
5753809;105_469V_29.5;704;S;0,071;0,422;2014-05-28;;
5753810;531_1199BR_34.3;US3;S;1,941;2,209;2014-05-28;;
5753811;479_1673R_301.9;943;S;1,777;2,222;2014-05-28;;
5753812;133_1111R_18.2;209;S;0,427;0,884;2014-05-28;;
5753813;485_139V_202.6;6401;S;0,000;0,132;2014-05-28;;
5753814;437_957L_0.8;8;S;0,028;0,610;2014-05-28;;
5754380;133_1021AR_8.7;R4;S;0,334;4,629;2014-05-28;;
5754381;135_2071L_43.1;FJ2;S;0,351;1,245;2014-05-28;;
5754382;468_85V_102.8;Onbekend;S;0,000;0,199;2014-05-28;;
5754383;588_817R_2.0;93;S;0,027;0,315;2014-05-28;;
5754384;200_179R_12.7;141;S;0,069;0,340;2014-05-28;;
5754386;503_908R_42.9;16;S;0,027;0,422;2014-05-28;;
5754387;950_909V_16.9;539b;S;0,000;0,263;2014-05-28;;
5754388;545_181AR_23.3;85;S;0,070;0,352;2014-05-28;;
5754389;501_918V_80.5;14;S;0,000;0,040;2014-05-28;;
5754239;666_4243V_48.9;KE4;S;2,623;5,063;2014-05-28;;
5754240;586_157BV_80.8;2b;S;0,000;0,134;2014-05-28;;
5754241;614_409L_48.3;834;S;0,029;0,191;2014-05-28;;
5754242;618_17AL_58.7;7;S;0,109;0,808;2014-05-28;;
5754243;478_1267R_1.8;873;S;0,067;0,121;2014-05-28;;
5754244;502_905R_100.9;8b;S;0,029;0,200;2014-05-28;;
5754245;008_1231R_20.5;2;S;0,029;0,251;2014-05-28;;
5754246;586_139AV_80.7;10a;S;0,000;0,323;2014-05-28;;
5754541;520_165R_0.9;84;S;0,067;0,457;2014-05-28;;
5754542;116_1351AL_32.0;HR;S;0,148;0,671;2014-05-28;;
5754543;100_2021AR_2.9;662;S;1,347;2,472;2014-05-28;;
5754544;503_183BV_42.1;FF;S;0,082;0,898;2014-05-28;;
5754252;203_461R_75.0;572;S;0,177;0,345;2014-05-28;;
5754253;118_45V_79.5;QE;S;0,125;2,304;2014-05-28;;
5754455;503_89AV_44.0;OK;S;0,336;8,309;2014-05-28;;
5754456;166_2153R_135.6;FW;S;5,552;7,675;2014-05-28;;
5754457;810_7001AR_1.2;7052;S;0,017;0,348;2014-05-28;;
5754458;009_67BV_127.8;UD;S;0,240;9,720;2014-05-28;;
5754460;501_949L_80.6;26;S;0,027;0,166;2014-05-28;;
5754461;543_155AL_44.9;305a;S;0,050;0,288;2014-05-28;;
5754513;926_2038V_1.1;Y;S;0,000;0,117;2014-05-28;;
5754514;206_143R_29.8;631b;S;1,214;1,839;2014-05-28;;
5753915;133_1063BV_13.9;105;S;0,141;0,607;2014-05-28;;
5753916;560_1275AL_24.9;27;S;0,052;0,239;2014-05-28;;
5753917;486_915BL_76.0;1203;S;0,017;0,245;2014-05-28;;
5753918;115_911R_5.6;422;S;0,027;0,132;2014-05-28;;
5753919;664_255R_43.2;68d;S;0,056;0,318;2014-05-28;;
5753920;926_17AV_1.1;50;S;0,020;0,052;2014-05-28;;
5753921;751_335R_33.8;534;S;0,057;0,562;2014-05-28;;
5753922;609_79AR_27.9;505b;S;0,070;0,337;2014-05-28;;
5753923;155_4361L_74.2;KG2;S;0,872;2,152;2014-05-28;;
5753924;927_953AL_905.7;337;S;0,016;0,377;2014-05-28;;
5753925;527_45AR_16.6;3a;S;0,061;0,255;2014-05-28;;
5753926;805_7123L_104.4;Onbekend;S;0,029;0,160;2014-05-28;;
5753927;927_947R_905.8;341;S;0,027;0,679;2014-05-28;;
5753928;133_961R_20.8;221a;S;0,027;0,053;2014-05-28;;
5754081;517_931R_69.3;45;S;0,028;0,292;2014-05-28;;
5753885;109_243AL_31.0;VR;S;0,373;7,050;2014-05-28;;
5753886;127_455BV_68.4;RZ;S;0,573;3,930;2014-05-28;;
5753887;608_911L_88.3;10;S;0,029;0,238;2014-05-28;;
5753888;090_11L_19.1;Onbekend;S;0,058;0,761;2014-05-28;;
5753889;624_227BV_32.9;RO;S;1,238;2,826;2014-05-28;;
5754545;624_159BV_32.1;11;S;0,017;0,310;2014-05-28;;
5754547;080_3421R_11.2;AP6;S;7,533;8,795;2014-05-28;;
5754548;620_33L_41.9;5a;S;0,051;0,218;2014-05-28;;
5754549;555_247L_83.6;5m;S;0,057;0,213;2014-05-28;;
5754550;028_1013L_52.9;414;S;0,054;0,266;2014-05-28;;
5754551;850_1L_100.2;62B;S;0,029;0,592;2014-05-28;;
5754552;520_165R_0.9;85;S;1,390;1,921;2014-05-28;;
5753929;950_1123AR_28.0;RR;S;0,144;4,630;2014-05-28;;
5753930;155_4361L_74.2;KG3;S;3,533;5,354;2014-05-28;;
5753890;606_906R_0.2;13;S;0,027;0,435;2014-05-28;;
5753891;520_67R_0.2;65;S;0,059;0,706;2014-05-28;;
5753892;545_975L_23.5;53;S;0,036;0,491;2014-05-28;;
5753893;100_2025BV_3.0;684;S;3,815;4,459;2014-05-28;;
5754043;105_91AV_23.1;GA;S;0,212;4,322;2014-05-28;;
5754044;950_851BV_12.1;RF;S;0,028;0,678;2014-05-28;;
5754045;433_48V_5.6;23;S;0,003;0,683;2014-05-28;;
5754046;531_1171BV_101.4;22;S;0,331;0,777;2014-05-28;;
5754047;531_1305BV_34.7;2;S;0,092;0,318;2014-05-28;;
5754048;152_4025L_6.8;KB2;S;1,598;3,112;2014-05-28;;
5754049;520_970L_0.6;53;S;0,029;0,402;2014-05-28;;
5754050;664_143AR_43.1;67d;S;0,113;0,411;2014-05-28;;
5754103;115_85AR_12.6;BH;S;0,533;9,270;2014-05-28;;
5754104;133_964R_20.7;216;S;0,046;0,424;2014-05-28;;
5754105;073_1107AL_1.1;606;S;0,048;0,439;2014-05-28;;
5754106;035_145BV_53.0;AG;S;0,264;7,008;2014-05-28;;
5754107;036_213AR_83.8;831;S;0,205;0,766;2014-05-28;;
5754108;475_985R_0.9;763;S;0,028;0,506;2014-05-28;;
5754110;001_1125R_9.4;2;S;0,029;0,405;2014-05-28;;
5754111;603_77AL_2.4;48;S;0,027;0,109;2014-05-28;;
5754051;469_902V_101.1;Onbekend;S;0,000;0,009;2014-05-28;;
5754052;550_89L_25.7;30;S;0,060;0,169;2014-05-28;;
5754053;550_51V_25.5;25a;S;0,013;0,149;2014-05-28;;
5754054;603_81AL_2.5;1a;S;0,112;0,412;2014-05-28;;
5754055;152_4025L_6.8;KB3;S;3,142;4,792;2014-05-28;;
5754056;305_1V_14.8;Onbekend;S;0,000;0,365;2014-05-28;;
5754213;586_155AL_80.7;4BM;S;0,075;0,102;2014-05-28;;
5754214;550_911L_25.9;42;S;0,027;0,170;2014-05-28;;
5754216;950_55BR_40.8;708;S;0,077;0,867;2014-05-28;;
5754217;506_151BV_44.2;5a;S;0,002;0,290;2014-05-28;;
5754218;516_942R_75.1;29;S;0,027;0,331;2014-05-28;;
5754219;666_4243V_48.9;KE1;S;0,321;3,017;2014-05-28;;
5754220;540_165AR_81.7;AA;S;1,257;1,630;2014-05-28;;
5754221;553_259AR_21.7;109b;S;0,063;0,251;2014-05-28;;
5754082;613_904L_75.7;8b;S;0,027;0,267;2014-05-28;;
5754083;098_3807R_27.3;815;S;0,696;1,442;2014-05-28;;
5754084;084_901L_14.9;901;S;0,029;0,171;2014-05-28;;
5754085;518_161R_63.7;10b;S;0,029;0,386;2014-05-28;;
5754086;508_902L_90.9;68;S;0,029;0,237;2014-05-28;;
5754087;518_101V_62.7;600;S;0,129;0,453;2014-05-28;;
5754088;485_10L_76.9;6900;S;0,029;0,055;2014-05-28;;
5754089;506_157BV_44.3;13;S;0,009;0,038;2014-05-28;;
5754091;089_261AL_45.6;102;S;0,125;0,259;2014-05-28;;
5754092;519_35L_46.2;309;S;0,064;0,399;2014-05-28;;
5754093;950_209R_11.8;406;S;0,107;0,740;2014-05-28;;
5754094;588_803R_1.6;97a;S;0,027;0,271;2014-05-28;;
5754095;047_3BL_41.0;PL;S;0,229;16,759;2014-05-28;;
5754238;609_93BV_27.5;501a;S;0,014;0,171;2014-05-28;;
5754390;127_329BV_13.3;RH;S;0,129;14,143;2014-05-28;;
5754391;545_940V_22.2;17a;S;0,000;0,500;2014-05-28;;
5754392;516_255R_1.0;103;S;0,193;0,422;2014-05-28;;
5754393;115_85BV_12.7;499;S;0,452;1,046;2014-05-28;;
5754394;514_35R_17.5;164;S;0,269;0,372;2014-05-28;;
5754395;555_251BV_83.6;14;S;0,012;0,503;2014-05-28;;
5754396;478_1029R_0.3;CC;S;0,063;0,217;2014-05-28;;
5754397;603_1007R_3.5;30a;S;0,029;0,224;2014-05-28;;
5753895;143_902L_17.5;709;S;0,029;0,259;2014-05-28;;
5753931;608_31BV_87.9;104;S;0,037;0,556;2014-05-28;;
5753932;490_333R_176.3;TG;S;0,078;0,902;2014-05-28;;
5753934;516_918V_1.7;14W;S;0,000;0,092;2014-05-28;;
5753935;155_4361L_74.2;KG4;S;5,354;6,725;2014-05-28;;
5754096;031_215V_10.4;LL;S;0,050;5,281;2014-05-28;;
5754097;055_427BV_37.6;83;S;0,246;0,810;2014-05-28;;
5754098;537_251BV_2.8;AA;S;0,146;4,784;2014-05-28;;
5753896;514_906V_18.0;13R;S;0,000;0,290;2014-05-28;;
5753897;607_905R_43.4;6;S;0,029;0,524;2014-05-28;;
5753898;478_1335R_2.1;913;S;0,065;0,817;2014-05-28;;
5753899;823_11V_3.9;916;S;0,000;6,640;2014-05-28;;
5753900;517_81V_69.4;52;S;0,003;0,113;2014-05-28;;
5753901;586_113BV_80.6;9a;S;0,000;0,126;2014-05-28;;
5754058;101_1067BR_12.3;DA;S;1,547;2,328;2014-05-28;;
5754059;553_255L_21.5;107;S;0,060;0,712;2014-05-28;;
5754060;536_309AR_61.5;303b;S;0,150;0,864;2014-05-28;;
5754462;588_822L_1.7;91;S;0,028;0,394;2014-05-28;;
5754464;531_975V_33.7;70A;S;0,000;0,043;2014-05-28;;
5754465;617_1111L_38.8;505;S;0,173;0,511;2014-05-28;;
5753936;506_507L_43.0;77;S;0,029;0,515;2014-05-28;;
5753937;545_201L_23.4;35;S;0,064;0,547;2014-05-28;;
5753938;517_35BR_69.1;MA;S;0,227;3,106;2014-05-28;;
5753939;155_4361L_74.2;KG5;S;6,755;8,506;2014-05-28;;
5753940;163_953BV_44.0;KF;S;0,000;0,196;2014-05-28;;
5753941;801_910V_102.4;1010;S;0,000;0,434;2014-05-28;;
5753942;617_1201L_40.5;Onbekend;S;0,072;0,683;2014-05-28;;
5753944;155_4361L_74.2;KG6;S;8,896;9,653;2014-05-28;;
5754061;663_311BR_40.1;CE;S;0,196;2,162;2014-05-28;;
5754062;619_1263BV_34.9;203;S;0,282;0,570;2014-05-28;;
5754063;557_2L_27.4;ZF;S;0,030;2,572;2014-05-28;;
5754064;015_1071V_100.2;8;S;0,000;0,187;2014-05-28;;
