ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
6138726;618_109AL_51.3;BAAN;Eindhoven;0,000;0,056;2014-06-22
6138728;618_109AL_51.3;BASIS;Eindhoven;0,000;0,056;2014-06-22
6138729;618_109AL_51.3;BVL;Eindhoven;0,000;0,056;2014-06-22
6138904;046_255BV_41.6;BASIS;Den Bosch;0,080;5,703;2014-06-22
6138905;046_255BV_41.6;BVL;Den Bosch;0,066;0,080;2014-06-22
6138908;046_255BV_41.6;BAAN;Geldermalsen;0,066;0,080;2014-06-22
6138902;614_2225R_48.4;BASIS;Den Bosch;0,000;0,064;2014-06-22
6139098;486_87R_204.8;BVL;Amsterdam;0,000;0,485;2014-06-22
6139103;486_87R_204.8;BASIS;Amsterdam;0,000;0,485;2014-06-22
6139104;486_20V_0.4;BAAN;Amsterdam;0,000;0,355;2014-06-22
6139105;486_20V_0.4;BVL;Amsterdam;0,000;0,355;2014-06-22
6139279;101_1063L_12.3;BVL;Woerden;0,000;4,365;2014-06-22
6139277;100_2021BV_3.0;BAAN;Woerden;0,000;4,665;2014-06-22
6139278;101_1063L_12.3;BAAN;Woerden;0,000;4,365;2014-06-22
6138733;820_950L_100.1;BAAN;Twente;0,000;0,115;2014-06-22
6138735;820_950L_100.1;BVL;Twente;0,000;0,115;2014-06-22
6138736;820_950L_100.1;BASIS;Twente;0,000;0,115;2014-06-22
6138740;618_107AL_51.3;BAAN;Eindhoven;0,000;0,176;2014-06-22
6138742;618_107AL_51.3;BASIS;Eindhoven;0,000;0,176;2014-06-22
6138743;618_107AL_51.3;BVL;Eindhoven;0,000;0,176;2014-06-22
6138748;924_3583BqV_35.8;BAAN;Dordrecht;0,000;0,032;2014-06-22
6138749;924_3583BqV_35.8;BVL;Dordrecht;0,000;0,032;2014-06-22
6138751;924_3583BqV_35.8;BASIS;Dordrecht;0,000;0,032;2014-06-22
6138755;924_3583AR_35.8;BAAN;Dordrecht;0,000;0,052;2014-06-22
6138757;486_415AL_77.5;BASIS;Amsterdam;0,000;0,049;2014-06-22
6138911;779_50R_61.3;BVL;A15trace;11,230;12,725;2014-06-22
6138912;779_50R_61.3;BAAN;A15trace;11,230;12,725;2014-06-22
6139108;485_124V_202.0;BASIS;Amsterdam;0,000;0,640;2014-06-22
6139109;485_40L_100.9;BAAN;Amsterdam;0,000;0,113;2014-06-22
