SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
305_54L_17.8;;;;;;;;;;;;;;
486_958L_74.9;;;;;;;;;;;;;;
803_56L_101.5;;;;;;;;;;;;;;
664_131AR_42.9;;;;;;;;;;;;;;
603_101BpV_3.0;;;;;;;;;;;;;;
516_924V_2.1;;;;;;;;;;;;;;
514_95AR_17.2;;;;;;;;;;;;;;
490_107L_104.8;;;;;;;;;;;;;;
520_113AR_0.6;;;;;;;;;;;;;;
528_41BpV_28.8;;;;;;;;;;;;;;
135_2025R_40.4;;;;;;;;;;;;;;
485_56L_150.0;;;;;;;;;;;;;;
927_994V_906.6;;;;;;;;;;;;;;
536_307BpV_61.5;;;;;;;;;;;;;;
536_297BpV_61.5;;;;;;;;;;;;;;
618_863R_50.5;;;;;;;;;;;;;;
801_928R_300.9;;;;;;;;;;;;;;
514_161AR_16.4;;;;;;;;;;;;;;
531_193BqV_35.4;;;;;;;;;;;;;;
917_961BR_78.6;;;;;;;;;;;;;;
504_85BV_18.7;;;;;;;;;;;;;;
543_181BpV_45.3;;;;;;;;;;;;;;
618_31AL_58.6;;;;;;;;;;;;;;
042_739AV_20.3;;;;;;;;;;;;;;
624_205BV_32.6;;;;;;;;;;;;;;
478_1111qV_0.7;;;;;;;;;;;;;;
112_467AR_67.1;;;;;;;;;;;;;;
513_77R_25.5;;;;;;;;;;;;;;
470_206R_304.8;;;;;;;;;;;;;;
553_201L_21.0;;;;;;;;;;;;;;
618_53BqV_58.9;;;;;;;;;;;;;;
553_259AL_21.7;;;;;;;;;;;;;;
551_101V_21.6;;;;;;;;;;;;;;
486_915BL_76.0;;;;;;;;;;;;;;
608_37BL_88.1;;;;;;;;;;;;;;
586_2505AL_80.2;;;;;;;;;;;;;;
924_25-26L_35.3;;;;;;;;;;;;;;
506_127AL_44.0;;;;;;;;;;;;;;
551_139V_22.6;;;;;;;;;;;;;;
474_3R_200.3;;;;;;;;;;;;;;
543_135AL_14.9;;;;;;;;;;;;;;
924_3311R_34.3;;;;;;;;;;;;;;
520_145AL_0.7;;;;;;;;;;;;;;
163_1013ApV_43.4;;;;;;;;;;;;;;
618_191BV_50.7;;;;;;;;;;;;;;
469_326L_600.1;;;;;;;;;;;;;;
950_931V_17.8;;;;;;;;;;;;;;
950_205R_11.7;;;;;;;;;;;;;;
586_51R_80.3;;;;;;;;;;;;;;
550_910AL_25.8;;;;;;;;;;;;;;
518_107BL_63.5;;;;;;;;;;;;;;
588_846V_2.2;;;;;;;;;;;;;;
135_904AqV_45.0;;;;;;;;;;;;;;
817_961R_200.2;;;;;;;;;;;;;;
555_285AL_83.6;;;;;;;;;;;;;;
664_873AV_41.8;;;;;;;;;;;;;;
135_912V_45.7;;;;;;;;;;;;;;
163_955BL_44.3;;;;;;;;;;;;;;
143_901L_17.5;;;;;;;;;;;;;;
531_519L_35.8;;;;;;;;;;;;;;
520_813L_1.0;;;;;;;;;;;;;;
553_223L_21.3;;;;;;;;;;;;;;
035_115AL_46.6;;;;;;;;;;;;;;
913_315R_69.6;;;;;;;;;;;;;;
531_1399BV_34.8;;;;;;;;;;;;;;
564_1305L_23.5;;;;;;;;;;;;;;
926_2058R_0.9;;;;;;;;;;;;;;
926_2047qV_1.0;;;;;;;;;;;;;;
115_911R_5.6;;;;;;;;;;;;;;
536_235BL_60.8;;;;;;;;;;;;;;
926_2009L_1.6;;;;;;;;;;;;;;
926_2010L_1.6;;;;;;;;;;;;;;
520_93AL_0.2;;;;;;;;;;;;;;
924_33-34L_35.3;;;;;;;;;;;;;;
820_950V_100.1;;;;;;;;;;;;;;
478_1255V_1.6;;;;;;;;;;;;;;
107_187BV_19.4;;;;;;;;;;;;;;
545_207V_23.5;;;;;;;;;;;;;;
564_219AR_100.6;;;;;;;;;;;;;;
470_180V_305.4;;;;;;;;;;;;;;
625_261AR_15.8;;;;;;;;;;;;;;
513_99L_25.8;;;;;;;;;;;;;;
555_365L_84.2;;;;;;;;;;;;;;
555_305AL_83.8;;;;;;;;;;;;;;
163_1031ApV_44.0;;;;;;;;;;;;;;
518_175AL_64.6;;;;;;;;;;;;;;
586_339AL_81.5;;;;;;;;;;;;;;
486_60V_201.9;;;;;;;;;;;;;;
527_35R_16.5;;;;;;;;;;;;;;
542_1249AL_29.8;;;;;;;;;;;;;;
950_1952R_26.7;;;;;;;;;;;;;;
531_507AR_35.6;;;;;;;;;;;;;;
528_9L_28.1;;;;;;;;;;;;;;
620_75AL_42.2;;;;;;;;;;;;;;
927_943L_905.6;;;;;;;;;;;;;;
803_70L_106.2;;;;;;;;;;;;;;
950_661AL_7.3;;;;;;;;;;;;;;
522_901V_57.3;;;;;;;;;;;;;;
922_928L_18.1;;;;;;;;;;;;;;
550_25BpV_165.9;;;;;;;;;;;;;;
531_1365BV_34.7;;;;;;;;;;;;;;
618_69R_51.4;;;;;;;;;;;;;;
926_2037L_1.1;;;;;;;;;;;;;;
913_802V_68.1;;;;;;;;;;;;;;
534_1081AL_45.9;;;;;;;;;;;;;;
437_263AL_1.1;;;;;;;;;;;;;;
201_922R_37.5;;;;;;;;;;;;;;
913_805L_68.2;;;;;;;;;;;;;;
937_39ApV_68.8;;;;;;;;;;;;;;
543_175AL_45.3;;;;;;;;;;;;;;
470_301V_310.2;;;;;;;;;;;;;;
513_91AL_25.7;;;;;;;;;;;;;;
478_1143R_0.7;;;;;;;;;;;;;;
501_177BpV_81.0;;;;;;;;;;;;;;
550_935L_25.7;;;;;;;;;;;;;;
504_35AR_17.6;;;;;;;;;;;;;;
543_925R_45.5;;;;;;;;;;;;;;
486_953R_75.1;;;;;;;;;;;;;;
805_7111R_400.2;;;;;;;;;;;;;;
476_49R_200.4;;;;;;;;;;;;;;
545_199V_23.4;;;;;;;;;;;;;;
609_203L_28.5;;;;;;;;;;;;;;
935_205BR_19.0;;;;;;;;;;;;;;
551_111R_21.8;;;;;;;;;;;;;;
850_1R_100.2;;;;;;;;;;;;;;
520_814L_1.0;;;;;;;;;;;;;;
950_1001qV_39.8;;;;;;;;;;;;;;
606_83BV_0.7;;;;;;;;;;;;;;
520_821L_0.9;;;;;;;;;;;;;;
531_195AL_35.4;;;;;;;;;;;;;;
927_7AR_904.2;;;;;;;;;;;;;;
522_219AR_58.1;;;;;;;;;;;;;;
801_918V_101.9;;;;;;;;;;;;;;
467_21V_101.1;;;;;;;;;;;;;;
501_29AR_80.2;;;;;;;;;;;;;;
506_181AR_44.3;;;;;;;;;;;;;;
501_121L_80.8;;;;;;;;;;;;;;
133_1123AR_19.2;;;;;;;;;;;;;;
073_1105AR_1.0;;;;;;;;;;;;;;
467_26L_101.7;;;;;;;;;;;;;;
028_1031L_53.0;;;;;;;;;;;;;;
107_901R_22.8;;;;;;;;;;;;;;
485_49V_450.0;;;;;;;;;;;;;;
664_907AL_43.2;;;;;;;;;;;;;;
551_115BV_21.9;;;;;;;;;;;;;;
586_155AR_80.7;;;;;;;;;;;;;;
502_281BV_101.3;;;;;;;;;;;;;;
478_1227AR_1.7;;;;;;;;;;;;;;
486_801V_76.6;;;;;;;;;;;;;;
054_1013BL_57.7;;;;;;;;;;;;;;
617_1151ApV_39.3;;;;;;;;;;;;;;
514_919L_17.9;;;;;;;;;;;;;;
544_1065AR_23.3;;;;;;;;;;;;;;
514_920L_17.9;;;;;;;;;;;;;;
950_912L_6.7;;;;;;;;;;;;;;
938_903R_3.0;;;;;;;;;;;;;;
504_35BV_17.6;;;;;;;;;;;;;;
520_820V_0.9;;;;;;;;;;;;;;
555_283AL_83.7;;;;;;;;;;;;;;
508_908L_91.0;;;;;;;;;;;;;;
545_962L_22.7;;;;;;;;;;;;;;
908_79BV_25.4;;;;;;;;;;;;;;
028_940V_47.0;;;;;;;;;;;;;;
531_847L_33.5;;;;;;;;;;;;;;
531_1273BqV_34.5;;;;;;;;;;;;;;
603_3139L_3.1;;;;;;;;;;;;;;
076_81R_11.5;;;;;;;;;;;;;;
606_75V_0.4;;;;;;;;;;;;;;
588_873V_2.3;;;;;;;;;;;;;;
543_183AR_45.3;;;;;;;;;;;;;;
520_1002R_0.9;;;;;;;;;;;;;;
555_201R_83.3;;;;;;;;;;;;;;
128_21AL_12.4;;;;;;;;;;;;;;
550_912AL_25.9;;;;;;;;;;;;;;
531_1193R_34.3;;;;;;;;;;;;;;
620_21AL_41.7;;;;;;;;;;;;;;
132_950R_49.2;;;;;;;;;;;;;;
015_21R_88.9;;;;;;;;;;;;;;
550_85BqV_25.7;;;;;;;;;;;;;;
950_133R_7.2;;;;;;;;;;;;;;
822_7207R_102.5;;;;;;;;;;;;;;
618_857L_50.6;;;;;;;;;;;;;;
927_943V_905.6;;;;;;;;;;;;;;
520_47BqV_28.4;;;;;;;;;;;;;;
516_941AL_75.1;;;;;;;;;;;;;;
527_113AR_17.3;;;;;;;;;;;;;;
555_211BV_83.4;;;;;;;;;;;;;;
531_883L_33.6;;;;;;;;;;;;;;
485_44R_101.0;;;;;;;;;;;;;;
531_505AR_35.6;;;;;;;;;;;;;;
534_1011AL_44.6;;;;;;;;;;;;;;
517_121R_69.4;;;;;;;;;;;;;;
127_503V_73.8;;;;;;;;;;;;;;
937_86L_69.1;;;;;;;;;;;;;;
609_87BV_27.8;;;;;;;;;;;;;;
937_10R_67.9;;;;;;;;;;;;;;
508_934R_90.8;;;;;;;;;;;;;;
542_1233AL_29.7;;;;;;;;;;;;;;
922_927R_18.1;;;;;;;;;;;;;;
506_217V_45.1;;;;;;;;;;;;;;
609_91AL_27.6;;;;;;;;;;;;;;
625_279L_15.4;;;;;;;;;;;;;;
517_157BV_70.0;;;;;;;;;;;;;;
501_935R_80.5;;;;;;;;;;;;;;
553_259AR_21.7;;;;;;;;;;;;;;
950_819AR_10.5;;;;;;;;;;;;;;
534_1027L_45.1;;;;;;;;;;;;;;
468_506R_201.2;;;;;;;;;;;;;;
508_2109R_91.5;;;;;;;;;;;;;;
508_941R_90.9;;;;;;;;;;;;;;
506_569ApV_43.6;;;;;;;;;;;;;;
531_531qV_35.9;;;;;;;;;;;;;;
607_73AR_43.5;;;;;;;;;;;;;;
940_393L_43.3;;;;;;;;;;;;;;
950_950L_40.2;;;;;;;;;;;;;;
550_41BqV_25.3;;;;;;;;;;;;;;
531_1171AL_101.5;;;;;;;;;;;;;;
908_77AR_25.2;;;;;;;;;;;;;;
551_105AR_21.7;;;;;;;;;;;;;;
486_917V_76.3;;;;;;;;;;;;;;
514_952R_17.4;;;;;;;;;;;;;;
586_2507AL_80.2;;;;;;;;;;;;;;
531_881R_33.5;;;;;;;;;;;;;;
527_911L_17.5;;;;;;;;;;;;;;
506_83R_43.9;;;;;;;;;;;;;;
527_43AR_16.6;;;;;;;;;;;;;;
470_250R_100.7;;;;;;;;;;;;;;
618_861R_50.6;;;;;;;;;;;;;;
514_914L_18.0;;;;;;;;;;;;;;
490_109V_6.6;;;;;;;;;;;;;;
586_289AR_81.2;;;;;;;;;;;;;;
550_969L_25.4;;;;;;;;;;;;;;
550_970L_25.4;;;;;;;;;;;;;;
531_199AL_35.4;;;;;;;;;;;;;;
135_908L_45.1;;;;;;;;;;;;;;
545_263pV_22.6;;;;;;;;;;;;;;
927_3071BqV_905.5;;;;;;;;;;;;;;
614_407ApV_48.3;;;;;;;;;;;;;;
506_31ApV_43.1;;;;;;;;;;;;;;
611_47BV_106.4;;;;;;;;;;;;;;
837_1R_300.8;;;;;;;;;;;;;;
542_1175L_29.1;;;;;;;;;;;;;;
516_289R_2.4;;;;;;;;;;;;;;
478_1611R_2.9;;;;;;;;;;;;;;
467_127V_103.6;;;;;;;;;;;;;;
522_219BV_58.3;;;;;;;;;;;;;;
135_905L_45.1;;;;;;;;;;;;;;
924_3223BV_34.1;;;;;;;;;;;;;;
531_173AV_35.3;;;;;;;;;;;;;;
543_919L_45.4;;;;;;;;;;;;;;
490_109L_6.6;;;;;;;;;;;;;;
516_908R_1.9;;;;;;;;;;;;;;
531_1215AR_0.6;;;;;;;;;;;;;;
524_291AL_71.3;;;;;;;;;;;;;;
490_147V_6.0;;;;;;;;;;;;;;
924_2353BV_35.7;;;;;;;;;;;;;;
614_401AV_48.6;;;;;;;;;;;;;;
506_97pV_44.0;;;;;;;;;;;;;;
608_37BpV_88.1;;;;;;;;;;;;;;
478_1151R_0.7;;;;;;;;;;;;;;
551_115AL_21.8;;;;;;;;;;;;;;
603_173AL_3.8;;;;;;;;;;;;;;
506_636BL_44.2;;;;;;;;;;;;;;
555_287V_83.8;;;;;;;;;;;;;;
129_12pV_29.9;;;;;;;;;;;;;;
503_113BpV_43.2;;;;;;;;;;;;;;
586_2503AL_80.2;;;;;;;;;;;;;;
553_311BqV_22.3;;;;;;;;;;;;;;
555_265AR_83.4;;;;;;;;;;;;;;
924_3549ApV_35.5;;;;;;;;;;;;;;
520_157AR_0.8;;;;;;;;;;;;;;
551_131BV_22.5;;;;;;;;;;;;;;
831_902R_101.9;;;;;;;;;;;;;;
476_52R_201.7;;;;;;;;;;;;;;
803_52AR_103.2;;;;;;;;;;;;;;
534_1025R_44.9;;;;;;;;;;;;;;
625_307BV_14.4;;;;;;;;;;;;;;
203_345AR_34.6;;;;;;;;;;;;;;
437_954R_0.9;;;;;;;;;;;;;;
618_897V_50.5;;;;;;;;;;;;;;
586_375L_81.2;;;;;;;;;;;;;;
163_927AL_43.6;;;;;;;;;;;;;;
305_1R_14.8;;;;;;;;;;;;;;
520_135BpV_0.7;;;;;;;;;;;;;;
545_135AL_23.0;;;;;;;;;;;;;;
519_45R_46.3;;;;;;;;;;;;;;
950_663L_7.5;;;;;;;;;;;;;;
831_913R_200.8;;;;;;;;;;;;;;
618_119BR_51.0;;;;;;;;;;;;;;
608_31AL_87.8;;;;;;;;;;;;;;
924_3263AR_34.2;;;;;;;;;;;;;;
133_1133AL_19.7;;;;;;;;;;;;;;
545_263R_22.6;;;;;;;;;;;;;;
217_119qV_49.5;;;;;;;;;;;;;;
506_71R_43.3;;;;;;;;;;;;;;
608_911L_88.3;;;;;;;;;;;;;;
508_2137L_92.0;;;;;;;;;;;;;;
467_011R_102.0;;;;;;;;;;;;;;
663_3029AR_201.3;;;;;;;;;;;;;;
514_914V_18.0;;;;;;;;;;;;;;
927_933L_905.5;;;;;;;;;;;;;;
105_141BL_31.6;;;;;;;;;;;;;;
133_1127BV_19.5;;;;;;;;;;;;;;
626_35V_32.7;;;;;;;;;;;;;;
490_112R_105.3;;;;;;;;;;;;;;
518_175AqV_64.6;;;;;;;;;;;;;;
950_960R_12.5;;;;;;;;;;;;;;
924_3585AL_35.8;;;;;;;;;;;;;;
545_261BV_22.6;;;;;;;;;;;;;;
163_959BV_44.3;;;;;;;;;;;;;;
609_81BR_27.8;;;;;;;;;;;;;;
560_65L_24.6;;;;;;;;;;;;;;
927_954AqV_905.7;;;;;;;;;;;;;;
513_93AL_25.7;;;;;;;;;;;;;;
751_341V_34.5;;;;;;;;;;;;;;
950_113AR_41.8;;;;;;;;;;;;;;
588_825L_1.8;;;;;;;;;;;;;;
626_904AL_32.4;;;;;;;;;;;;;;
588_389L_2.6;;;;;;;;;;;;;;
486_36BL_0.8;;;;;;;;;;;;;;
534_1097V_46.1;;;;;;;;;;;;;;
551_107R_21.8;;;;;;;;;;;;;;
506_221AL_45.1;;;;;;;;;;;;;;
603_930L_2.4;;;;;;;;;;;;;;
626_25BL_32.4;;;;;;;;;;;;;;
028_1017L_52.9;;;;;;;;;;;;;;
119_1113AL_28.1;;;;;;;;;;;;;;
924_913R_33.7;;;;;;;;;;;;;;
564_1363R_23.7;;;;;;;;;;;;;;
908_901V_24.3;;;;;;;;;;;;;;
564_1351L_23.8;;;;;;;;;;;;;;
506_523AR_43.3;;;;;;;;;;;;;;
608_33R_87.9;;;;;;;;;;;;;;
514_113AV_16.9;;;;;;;;;;;;;;
502_285AL_101.4;;;;;;;;;;;;;;
073_1115V_1.1;;;;;;;;;;;;;;
543_205V_46.0;;;;;;;;;;;;;;
950_9L_6.4;;;;;;;;;;;;;;
618_127L_51.0;;;;;;;;;;;;;;
520_155AL_0.8;;;;;;;;;;;;;;
534_1023BV_45.1;;;;;;;;;;;;;;
545_907R_21.9;;;;;;;;;;;;;;
506_23L_42.9;;;;;;;;;;;;;;
520_165R_0.9;;;;;;;;;;;;;;
542_1229AR_29.7;;;;;;;;;;;;;;
516_903L_1.9;;;;;;;;;;;;;;
950_333L_17.4;;;;;;;;;;;;;;
588_351AL_1.2;;;;;;;;;;;;;;
163_1021V_43.6;;;;;;;;;;;;;;
950_934R_11.7;;;;;;;;;;;;;;
924_2303BqV_34.1;;;;;;;;;;;;;;
950_81AR_41.0;;;;;;;;;;;;;;
526_455V_4.1;;;;;;;;;;;;;;
926_2008L_1.6;;;;;;;;;;;;;;
130_14R_61.8;;;;;;;;;;;;;;
437_263BR_1.2;;;;;;;;;;;;;;
504_29BL_17.5;;;;;;;;;;;;;;
803_49AR_103.1;;;;;;;;;;;;;;
135_2033V_40.5;;;;;;;;;;;;;;
054_1379AL_54.6;;;;;;;;;;;;;;
553_309AL_22.2;;;;;;;;;;;;;;
950_647L_7.0;;;;;;;;;;;;;;
514_918V_17.9;;;;;;;;;;;;;;
531_1229V_34.5;;;;;;;;;;;;;;
520_201AR_0.8;;;;;;;;;;;;;;
531_1269BqV_34.7;;;;;;;;;;;;;;
518_123L_63.6;;;;;;;;;;;;;;
950_301qV_16.2;;;;;;;;;;;;;;
501_143qV_80.7;;;;;;;;;;;;;;
950_5R_6.1;;;;;;;;;;;;;;
606_81BV_0.7;;;;;;;;;;;;;;
560_41AL_25.0;;;;;;;;;;;;;;
917_983V_78.2;;;;;;;;;;;;;;
516_944L_75.1;;;;;;;;;;;;;;
115_9BR_5.5;;;;;;;;;;;;;;
545_969R_22.8;;;;;;;;;;;;;;
618_35BR_58.7;;;;;;;;;;;;;;
544_1129AL_1.2;;;;;;;;;;;;;;
127_540R_49.7;;;;;;;;;;;;;;
486_901AqV_75.4;;;;;;;;;;;;;;
564_431BV_23.6;;;;;;;;;;;;;;
927_952R_905.6;;;;;;;;;;;;;;
128_25BR_12.8;;;;;;;;;;;;;;
514_55AL_65.3;;;;;;;;;;;;;;
476_50V_201.3;;;;;;;;;;;;;;
605_3BV_33.5;;;;;;;;;;;;;;
618_185AL_50.8;;;;;;;;;;;;;;
625_263AR_15.7;;;;;;;;;;;;;;
522_201BL_58.0;;;;;;;;;;;;;;
851_913L_100.9;;;;;;;;;;;;;;
924_12-14L_35.3;;;;;;;;;;;;;;
506_151AL_44.1;;;;;;;;;;;;;;
542_1263BqV_29.9;;;;;;;;;;;;;;
163_249L_43.3;;;;;;;;;;;;;;
534_1049BV_45.6;;;;;;;;;;;;;;
857_21V_100.0;;;;;;;;;;;;;;
479_1647L_300.6;;;;;;;;;;;;;;
545_941L_22.2;;;;;;;;;;;;;;
517_919R_69.0;;;;;;;;;;;;;;
517_53BV_69.2;;;;;;;;;;;;;;
606_53R_0.1;;;;;;;;;;;;;;
506_123AL_43.9;;;;;;;;;;;;;;
924_2301BV_525.0;;;;;;;;;;;;;;
039_5147AL_109.5;;;;;;;;;;;;;;
163_273R_44.5;;;;;;;;;;;;;;
115_907L_5.8;;;;;;;;;;;;;;
433_7V_6.2;;;;;;;;;;;;;;
937_70L_68.8;;;;;;;;;;;;;;
526_453AR_3.9;;;;;;;;;;;;;;
105_91AL_23.1;;;;;;;;;;;;;;
087_1AR_21.0;;;;;;;;;;;;;;
501_917R_80.4;;;;;;;;;;;;;;
542_1185L_29.2;;;;;;;;;;;;;;
503_127V_43.2;;;;;;;;;;;;;;
586_111AR_80.5;;;;;;;;;;;;;;
618_21BL_58.5;;;;;;;;;;;;;;
531_1339AL_34.6;;;;;;;;;;;;;;
531_1339ApV_34.6;;;;;;;;;;;;;;
926_17BV_1.2;;;;;;;;;;;;;;
586_139BqV_80.8;;;;;;;;;;;;;;
515_309AR_50.9;;;;;;;;;;;;;;
501_933V_80.4;;;;;;;;;;;;;;
163_951AR_43.9;;;;;;;;;;;;;;
586_95qV_80.5;;;;;;;;;;;;;;
485_139V_202.6;;;;;;;;;;;;;;
950_1001L_7.1;;;;;;;;;;;;;;
531_1173AL_33.9;;;;;;;;;;;;;;
047_3AR_40.9;;;;;;;;;;;;;;
927_3001V_905.2;;;;;;;;;;;;;;
950_131L_7.1;;;;;;;;;;;;;;
588_867AqV_2.3;;;;;;;;;;;;;;
564_1367L_23.8;;;;;;;;;;;;;;
564_425V_23.5;;;;;;;;;;;;;;
586_369R_81.1;;;;;;;;;;;;;;
586_2563BL_80.8;;;;;;;;;;;;;;
620_79BL_42.3;;;;;;;;;;;;;;
588_868AL_2.3;;;;;;;;;;;;;;
545_101BV_22.6;;;;;;;;;;;;;;
116_2395BL_37.6;;;;;;;;;;;;;;
564_433AR_23.5;;;;;;;;;;;;;;
543_919R_45.4;;;;;;;;;;;;;;
613_902L_75.7;;;;;;;;;;;;;;
133_1103BV_18.4;;;;;;;;;;;;;;
486_922V_76.3;;;;;;;;;;;;;;
135_205AR_11.7;;;;;;;;;;;;;;
938_4623L_3.5;;;;;;;;;;;;;;
163_251R_43.3;;;;;;;;;;;;;;
506_229AL_45.2;;;;;;;;;;;;;;
545_201R_23.4;;;;;;;;;;;;;;
924_3591BL_35.8;;;;;;;;;;;;;;
503_905L_43.1;;;;;;;;;;;;;;
526_433BL_3.5;;;;;;;;;;;;;;
502_241AL_100.1;;;;;;;;;;;;;;
545_912L_21.9;;;;;;;;;;;;;;
586_365AL_81.1;;;;;;;;;;;;;;
803_57R_101.5;;;;;;;;;;;;;;
054_9007V_53.6;;;;;;;;;;;;;;
155_4311R_64.4;;;;;;;;;;;;;;
133_1177BpV_20.0;;;;;;;;;;;;;;
533_1131AR_15.9;;;;;;;;;;;;;;
485_58AqV_100.9;;;;;;;;;;;;;;
654_405AL_49.6;;;;;;;;;;;;;;
924_17-18L_35.3;;;;;;;;;;;;;;
542_1183BqV_29.3;;;;;;;;;;;;;;
817_80R_205.7;;;;;;;;;;;;;;
520_1004R_1.0;;;;;;;;;;;;;;
517_31BV_69.0;;;;;;;;;;;;;;
525_435AL_50.1;;;;;;;;;;;;;;
534_1017AR_44.9;;;;;;;;;;;;;;
822_28R_300.8;;;;;;;;;;;;;;
504_927L_17.4;;;;;;;;;;;;;;
540_401V_54.2;;;;;;;;;;;;;;
624_263AR_32.4;;;;;;;;;;;;;;
520_1007R_1.0;;;;;;;;;;;;;;
506_225V_45.1;;;;;;;;;;;;;;
528_1BV_28.0;;;;;;;;;;;;;;
502_271BV_101.1;;;;;;;;;;;;;;
514_89V_17.2;;;;;;;;;;;;;;
098_3881L_29.1;;;;;;;;;;;;;;
024_213AR_26.5;;;;;;;;;;;;;;
924_3593BqV_35.8;;;;;;;;;;;;;;
506_127AR_44.0;;;;;;;;;;;;;;
531_139AL_35.1;;;;;;;;;;;;;;
553_217AR_21.2;;;;;;;;;;;;;;
927_3075AL_905.4;;;;;;;;;;;;;;
513_123BpV_26.1;;;;;;;;;;;;;;
851_86L_100.3;;;;;;;;;;;;;;
620_908qV_42.4;;;;;;;;;;;;;;
161_2535L_21.1;;;;;;;;;;;;;;
937_12L_67.9;;;;;;;;;;;;;;
486_902L_75.4;;;;;;;;;;;;;;
504_59BpV_18.3;;;;;;;;;;;;;;
751_333BV_33.9;;;;;;;;;;;;;;
586_49R_80.4;;;;;;;;;;;;;;
015_87BR_100.3;;;;;;;;;;;;;;
927_992V_906.4;;;;;;;;;;;;;;
620_55ApV_42.1;;;;;;;;;;;;;;
504_81V_18.7;;;;;;;;;;;;;;
054_1367AR_53.6;;;;;;;;;;;;;;
204_313R_22.9;;;;;;;;;;;;;;
163_161BqV_43.6;;;;;;;;;;;;;;
620_908L_42.4;;;;;;;;;;;;;;
503_121L_43.1;;;;;;;;;;;;;;
560_43BV_24.9;;;;;;;;;;;;;;
817_1215L_115.2;;;;;;;;;;;;;;
603_922V_3.0;;;;;;;;;;;;;;
626_901V_32.4;;;;;;;;;;;;;;
128_5BV_12.3;;;;;;;;;;;;;;
560_71BV_24.7;;;;;;;;;;;;;;
527_912R_17.6;;;;;;;;;;;;;;
501_37AL_80.2;;;;;;;;;;;;;;
817_54R_401.5;;;;;;;;;;;;;;
586_2537BqV_80.4;;;;;;;;;;;;;;
506_215AR_45.0;;;;;;;;;;;;;;
116_1377AL_33.0;;;;;;;;;;;;;;
501_75AL_80.4;;;;;;;;;;;;;;
527_65R_16.9;;;;;;;;;;;;;;
437_9002V_0.2;;;;;;;;;;;;;;
504_13BV_17.1;;;;;;;;;;;;;;
924_23-24R_35.3;;;;;;;;;;;;;;
531_519R_35.8;;;;;;;;;;;;;;
603_908V_3.2;;;;;;;;;;;;;;
501_149BqV_80.8;;;;;;;;;;;;;;
950_642R_7.1;;;;;;;;;;;;;;
531_1389BpV_34.8;;;;;;;;;;;;;;
924_2367AqV_36.5;;;;;;;;;;;;;;
528_3AL_28.0;;;;;;;;;;;;;;
550_63L_25.5;;;;;;;;;;;;;;
508_906L_91.0;;;;;;;;;;;;;;
201_925AL_37.7;;;;;;;;;;;;;;
506_551L_43.4;;;;;;;;;;;;;;
564_954V_23.7;;;;;;;;;;;;;;
553_219BpV_21.3;;;;;;;;;;;;;;
517_31AV_68.9;;;;;;;;;;;;;;
560_1235AR_25.0;;;;;;;;;;;;;;
586_2525AL_80.2;;;;;;;;;;;;;;
625_293L_16.0;;;;;;;;;;;;;;
950_353ApV_17.6;;;;;;;;;;;;;;
519_5V_45.9;;;;;;;;;;;;;;
924_2375V_37.4;;;;;;;;;;;;;;
531_1347AL_34.7;;;;;;;;;;;;;;
603_1004L_3.6;;;;;;;;;;;;;;
123_65BqV_20.0;;;;;;;;;;;;;;
504_55BpV_18.3;;;;;;;;;;;;;;
803_BV_10.2;;;;;;;;;;;;;;
902_916R_22.1;;;;;;;;;;;;;;
478_1239pV_1.7;;;;;;;;;;;;;;
508_2013pV_90.3;;;;;;;;;;;;;;
437_977L_0.6;;;;;;;;;;;;;;
551_113L_21.9;;;;;;;;;;;;;;
520_149BpV_0.8;;;;;;;;;;;;;;
609_85AL_27.9;;;;;;;;;;;;;;
504_13AL_17.0;;;;;;;;;;;;;;
203_363AL_47.2;;;;;;;;;;;;;;
801_926L_300.6;;;;;;;;;;;;;;
531_173AL_35.3;;;;;;;;;;;;;;
485_51ApV_100.8;;;;;;;;;;;;;;
606_67AR_0.2;;;;;;;;;;;;;;
626_906V_32.6;;;;;;;;;;;;;;
514_103AL_17.1;;;;;;;;;;;;;;
470_255bL_101.2;;;;;;;;;;;;;;
623_337L_17.8;;;;;;;;;;;;;;
618_121AR_51.1;;;;;;;;;;;;;;
534_1033BL_45.2;;;;;;;;;;;;;;
133_1127AL_19.2;;;;;;;;;;;;;;
817_1275L_200.3;;;;;;;;;;;;;;
514_113AL_16.9;;;;;;;;;;;;;;
609_79AL_27.9;;;;;;;;;;;;;;
586_325AR_81.3;;;;;;;;;;;;;;
950_353BL_17.6;;;;;;;;;;;;;;
917_988V_78.0;;;;;;;;;;;;;;
528_43BR_28.8;;;;;;;;;;;;;;
603_1003R_3.6;;;;;;;;;;;;;;
115_907R_5.8;;;;;;;;;;;;;;
501_902L_79.6;;;;;;;;;;;;;;
950_935R_16.3;;;;;;;;;;;;;;
533_1111AR_15.3;;;;;;;;;;;;;;
503_91AL_43.9;;;;;;;;;;;;;;
950_435AV_27.8;;;;;;;;;;;;;;
