ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
;2013-11-29;4;EDITREAL;626_35V_32.7;;;;;;;;;;;
;2014-06-25;4;NEWTOP;;;;;;;;;;;626_35V_32.7;36
;2013-11-29;4;EDITREAL;626_35R_32.7;;;;;;;;;;;
;2014-06-25;4;NEWTOP;;;;;;;;;;;626_35R_32.7;504
;2013-11-29;4;EDITREAL;626_11BR_32.3;;;;;;;;;;;
;2014-06-25;4;NEWTOP;;;;;;;;;;;626_11BR_32.3;143
;2013-11-29;4;EDITREAL;626_39V_32.7;;;;;;;;;;;
;2014-06-25;4;NEWTOP;;;;;;;;;;;626_39V_32.7;3043
;2013-11-29;4;EDITREAL;614_22L_47.3;;;;;;;;;;;
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_22L_47.3;115
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_404R_48.4;42
;2014-06-25;4;NEWTOP;;;;;;;;;;;787_5WL_68.0;16601
;2014-06-25;4;NEWTOP;;;;;;;;;;;618_63R_51.6;644
;2014-06-25;4;NEWTOP;;;;;;;;;;;926_2058L_0.9;85
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2159L_47.9;76
;2014-06-25;4;NEWTOP;;;;;;;;;;;478_1657L_2.1;26
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_6L_501.5;43
;2014-06-25;4;NEWTOP;;;;;;;;;;;618_57BL_58.9;40
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2105L_47.3;118
;2014-06-25;4;NEWTOP;;;;;;;;;;;470_1104R_303.4;33
;2014-06-25;4;NEWTOP;;;;;;;;;;;801_110V_500.0;68
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2107V_47.4;5
;2014-06-25;4;NEWTOP;;;;;;;;;;;618_61R_58.9;673
;2014-06-25;4;NEWTOP;;;;;;;;;;;478_1651R_2.2;74
;2014-06-25;4;NEWTOP;;;;;;;;;;;478_1641L_2.3;60
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2219R_48.3;74
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2167L_47.9;354
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_12V_502.5;43
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_404L_48.4;233
;2014-06-25;4;NEWTOP;;;;;;;;;;;779_52R_61.4;12757
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2149V_47.9;469
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2147L_47.8;416
;2014-06-25;4;NEWTOP;;;;;;;;;;;779_50R_61.3;12725
;2014-06-25;4;NEWTOP;;;;;;;;;;;775_40L_8.7;9461
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_13V_502.5;34
;2014-06-25;4;NEWTOP;;;;;;;;;;;787_6WV_68.3;16549
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2125L_47.5;38
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_14V_502.5;80
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2207R_48.3;110
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2165V_48.0;347
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2155L_47.8;64
;2014-06-25;4;NEWTOP;;;;;;;;;;;046_255BV_41.6;5703
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2131R_47.6;147
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2225R_48.4;64
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2235L_48.6;119
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2209V_48.4;7
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2221V_48.4;38
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_8R_501.5;871
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_9V_502.4;43
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_2001L_300.7;108
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2207L_48.3;144
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2215L_48.3;176
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2161L_48.0;76
;2014-06-25;4;NEWTOP;;;;;;;;;;;626_913L_32.7;245
;2014-06-25;4;NEWTOP;;;;;;;;;;;486_411BL_77.5;418
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2223V_48.4;68
;2014-06-25;4;NEWTOP;;;;;;;;;;;950_970L_41.1;64
;2014-06-25;4;NEWTOP;;;;;;;;;;;479_2007L_300.8;960
;2014-06-25;4;NEWTOP;;;;;;;;;;;478_1653qV_2.2;34
;2014-06-25;4;NEWTOP;;;;;;;;;;;486_413R_77.6;66
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2209L_48.4;66
;2014-06-25;4;NEWTOP;;;;;;;;;;;490_106V_105.0;148
;2014-06-25;4;NEWTOP;;;;;;;;;;;051_301R_50.9;2327
;2014-06-25;4;NEWTOP;;;;;;;;;;;614_2107L_47.4;58
;2014-06-25;4;NEWTOP;;;;;;;;;;;478_1653R_2.2;41
