ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
5900424;132_451AL_49.1;T;0,000000;1,274921;140;2014-06-06
5900425;132_451AL_49.1;T;1,274921;2,005000;140;2014-06-06
5900426;132_451AR_49.1;T;0,000000;0,060000;40;2014-06-06
5900427;132_451BV_49.1;T;0,000000;0,011000;130;2014-06-06
5900428;105_453L_29.0;T;0,000000;0,363000;130;2014-06-06
5900429;105_453R_29.0;T;0,000000;0,344000;40;2014-06-06
5900430;132_453AL_49.0;T;0,000000;1,090685;130;2014-06-06
5901518;626_3BR_31.8;T;2,703924;14,218698;140;2014-06-06
5901519;626_3BR_31.8;T;14,218698;14,243698;140;2014-06-06
5901520;626_3BR_31.8;T;14,243698;14,873685;100;2014-06-06
5901521;626_3BR_31.8;T;14,873685;14,966684;100;2014-06-06
5901164;102_393V_9.1;T;0,253986;1,587734;100;2014-06-06
5901165;102_393V_9.1;T;1,587734;1,624727;120;2014-06-06
5901166;102_393V_9.1;T;1,624727;5,833933;120;2014-06-06
5901167;102_393V_9.1;T;5,833933;6,590791;140;2014-06-06
5901168;102_393V_9.1;T;6,590791;7,223000;140;2014-06-06
5901169;102_1231L_1.4;T;0,000000;0,191000;140;2014-06-06
5899935;090_13BV_19.2;T;0,954735;1,061424;70;2014-06-06
5899936;090_13BV_19.2;T;1,061424;1,103000;40;2014-06-06
5899937;017_27L_61.4;T;0,000000;0,119000;40;2014-06-06
5899938;017_27R_61.4;T;0,000000;0,764000;140;2014-06-06
5899939;017_29AL_61.5;T;0,000000;0,674000;140;2014-06-06
5899940;017_29AR_61.5;T;0,000000;0,060000;40;2014-06-06
5899941;017_29BV_61.5;T;0,000000;0,555000;40;2014-06-06
5900238;105_91AR_23.1;T;0,000000;0,148000;130;2014-06-06
5899420;504_89V_18.7;T;0,000000;0,022000;40;2014-06-06
5899658;130_3R_60.8;T;0,000000;1,004000;40;2014-06-06
5899660;130_6L_60.9;T;0,000000;0,312000;40;2014-06-06
