ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT
846218;555_269L_83.5;0,000000;0,579000;555_b;83,558479;84,152225
846219;058_1L_55.4;0,000000;7,066779;058__;55,440989;62,499961
846220;080_3295R_7.9;0,000000;0,223000;080_a;7,929809;8,153791
846221;550_907L_25.7;0,000000;0,027000;550_b;25,662015;25,690967
846222;550_908L_25.7;0,000000;0,138000;550_b;25,690967;25,824609
846223;588_361AL_1.6;0,000000;0,235000;588__;1,635964;1,869380
846224;618_43AR_58.7;0,000000;0,087000;618_c;58,738371;58,827815
846225;618_17BV_58.8;0,055011;0,376000;618_b;51,595000;51,273710
846226;618_17BV_58.8;0,000000;0,055011;618_c;58,847626;58,900000
846227;618_17BL_58.8;0,000000;0,144000;618_c;58,847626;58,698937
846228;618_17AR_58.7;0,000000;0,102000;618_c;58,743468;58,847626
846229;476_89L_201.3;0,000000;0,367000;476_b;201,341868;201,522830
846230;115_25ApV_5.8;0,000000;0,032000;115_a;5,847756;5,880087
846231;115_27R_5.9;0,000000;0,032000;115_a;5,864310;5,832504
846232;112_467AR_67.1;0,000000;0,104000;112__;67,131909;67,235037
846291;626_35V_32.7;1,222597;3,122000;435__;1,400000;3,299016
846292;626_35V_32.7;1,122122;1,222597;626_a;1,300000;1,400000
846293;626_35V_32.7;0,000000;1,122122;626_c;32,667420;33,789440
846294;586_335BR_81.5;0,000000;0,048000;586__;81,523226;81,474033
846295;586_333AL_81.4;0,000000;0,045000;586__;81,402719;81,448865
846296;586_333BqV_81.5;0,000000;0,028000;586__;81,463215;81,434122
846297;586_333BpV_81.5;0,000000;0,028000;586__;81,463402;81,434533
846298;163_967V_44.4;0,000000;0,264000;163__;44,364371;44,625849
846299;163_955BV_44.3;0,000000;0,052000;163__;44,312959;44,364371
846300;163_953AL_43.9;0,000000;0,277000;163__;43,912021;44,189264
846301;163_955BL_44.3;0,000000;0,122000;163__;44,312959;44,189264
846302;163_957AL_44.2;0,000000;0,122000;163__;44,189264;44,312696
846303;163_1019L_43.5;0,000000;0,488000;163__;43,543118;44,029156
846304;163_1029AR_43.9;0,000000;0,045000;163__;43,933368;43,977308
846305;163_1031AqV_44.0;0,000000;0,031000;163__;43,961845;43,992900
846306;543_135AR_14.9;0,000000;0,056000;543_a;14,929849;14,985613
846307;543_137AR_44.7;0,000000;0,146000;543_c;44,731734;44,876357
846308;543_137AL_44.7;0,000000;0,111000;543_c;44,731734;44,841605
846309;203_431AR_66.0;0,000000;0,810000;203__;66,003068;66,810841
846310;203_395R_55.1;0,000000;0,037000;203__;55,103047;55,143909
846090;666_4223L_105.0;0,000000;0,094412;666_b;47,571209;47,665417
846091;666_411L_27.5;1,464470;1,485000;666_b;47,665457;47,685981
846092;527_57AR_16.9;0,000000;0,064000;527_c;16,854465;16,905265
846093;527_67BpV_17.0;0,000000;0,032000;527_c;16,988763;16,957247
846094;527_59BR_16.9;0,000000;0,064000;527_c;16,906300;16,854778
846095;527_61AR_16.9;0,000000;0,064000;527_c;16,854778;16,906132
846096;527_45AL_16.6;0,000000;0,090000;527_c;16,602885;16,692587
846097;013_233BV_88.5;0,000000;11,474917;013__;88,477392;99,899864
846098;950_97BV_41.6;0,000000;0,041000;950_b;41,615175;41,655267
846099;950_63R_40.9;0,000000;0,668000;950_b;40,856336;41,524538
846100;144_1985R_151.9;0,051120;0,873581;144_b;300,014179;300,833000
846101;144_1985R_151.9;0,000000;0,051120;144_a;151,862398;151,811596
846102;506_157AR_44.2;0,000000;0,093000;506_b;44,166971;44,263779
846152;501_181AL_81.0;0,000000;0,755451;501__;81,043727;81,799977
846153;002_347AL_50.6;0,000000;0,108000;002__;50,591930;50,699773
846154;586_261BV_81.1;0,000000;0,090000;586__;81,127417;81,213778
846155;586_261AL_81.1;0,000000;0,067000;586__;81,063446;81,127417
846156;534_1013BV_44.8;0,000000;0,154000;534_b;44,773301;44,926936
846157;163_271pV_44.5;0,000000;0,031000;163__;44,478544;44,510496
846158;163_1043AqV_44.4;0,000000;0,031000;163__;44,399176;44,430751
846159;163_1043AL_44.4;0,000000;0,052000;163__;44,415167;44,467055
846160;163_1043ApV_44.4;0,000000;0,031000;163__;44,399267;44,430812
846161;163_1039ApV_44.3;0,000000;0,031000;163__;44,314401;44,345362
846162;163_1039AqV_44.3;0,000000;0,031000;163__;44,314501;44,345461
846163;664_907BV_43.3;0,027964;1,111000;163__;43,300109;44,383132
846164;664_907BV_43.3;0,000000;0,027964;664_b;43,271867;43,299766
846165;586_255BL_81.1;0,000000;0,064000;586__;81,124927;81,062051
846166;586_277BL_81.3;0,000000;0,116000;586__;81,249772;81,135159
846167;586_279AR_81.1;0,000000;0,082000;586__;81,135159;81,213778
846168;586_255BV_81.1;0,000000;0,011000;586__;81,124927;81,135159
846169;017_43AR_69.5;0,000000;0,059000;017__;69,531117;69,590690
846170;017_43BV_69.6;0,000000;0,018000;017__;69,590690;69,608566
846171;015_1071L_100.2;0,000000;0,195000;015__;100,164469;100,360115
846172;015_87BR_100.3;0,000000;0,168000;015__;100,332673;100,164469
846173;586_319AR_81.3;0,000000;0,045000;586__;81,314497;81,359090
846174;950_1001pV_39.8;0,000000;0,034000;950_b;39,790648;39,820965
846175;950_1001qV_39.8;0,000000;0,034000;950_b;39,790711;39,820756
846176;950_1001L_39.8;0,000000;0,027000;950_b;39,804177;39,830499
846177;950_1007qV_39.8;0,000000;0,034000;950_b;39,828023;39,858370
846178;478_1023BpV_0.2;0,000000;0,034000;478_a;0,159130;0,125214
846179;950_1007pV_39.8;0,000000;0,034000;950_b;39,828232;39,858759
846233;112_461V_66.9;0,000000;0,223000;112__;66,890879;67,112950
846234;478_1141V_0.7;0,000000;0,029000;478_a;0,749009;0,720563
846235;478_1151V_0.7;0,000000;0,029000;478_a;0,749224;0,720475
846236;478_1175R_0.8;0,000000;0,064000;478_a;0,749563;0,686173
846237;950_91V_41.5;0,000000;0,041000;950_b;41,484064;41,524538
846238;950_55AR_40.7;0,000000;0,054000;950_b;40,712179;40,766167
846239;950_59AL_40.8;0,000000;0,049000;950_b;40,777850;40,826989
846240;950_55BpV_40.8;0,000000;0,031000;950_b;40,793597;40,762284
846241;950_77AL_41.0;0,000000;0,036000;950_b;41,021639;41,057315
846242;950_77AR_41.0;0,000000;0,064000;950_b;41,021639;41,085123
846243;950_73BV_41.0;0,000000;0,018000;950_b;41,003393;41,021639
846244;620_37BL_41.9;0,000000;0,303000;620__;41,926417;41,622489
846245;619_1263AL_34.8;0,000000;0,060000;619__;34,792484;34,852283
846246;619_1261AL_34.7;0,000000;0,069000;619__;34,723158;34,792484
846247;619_1257V_34.7;0,000000;0,062000;619__;34,661570;34,722477
846248;506_47AR_43.3;0,000000;0,076000;506_b;43,294985;43,371436
846249;506_47AL_43.3;0,000000;0,038000;506_b;43,294985;43,332882
846250;506_35L_43.2;0,000000;0,184000;506_b;43,192052;43,365471
846251;144_1985R_151.9;0,873581;1,472485;589_e;300,836256;301,435770
846252;506_61R_43.4;0,000000;0,459000;506_b;43,373301;43,836638
846253;586_331AR_81.4;0,000000;0,045000;586__;81,402614;81,448865
846254;586_331AL_81.4;0,000000;0,070000;586__;81,402614;81,474033
846255;586_277BV_81.3;0,000000;0,016000;586__;81,249772;81,266002
846256;586_281qV_81.2;0,000000;0,032000;586__;81,210436;81,180362
846257;586_283AL_81.2;0,000000;0,036000;586__;81,195658;81,230418
846258;012_361AR_33.3;0,000000;0,063000;012__;33,309225;33,372280
846259;012_313BqV_19.4;0,000000;0,032000;012__;19,428372;19,396299
846260;012_313BpV_19.4;0,000000;0,032000;012__;19,428411;19,396256
846356;602_221BV_77.4;0,338770;10,753000;013__;77,700019;88,058164
846357;534_1017AL_44.9;0,000000;0,133000;534_b;44,926936;45,059243
846358;589_969L_149.5;1,975999;1,976000;535_a;5,518743;5,518744
846359;589_969L_149.5;1,646244;1,975999;535_c;200,399527;200,078701
846360;589_969L_149.5;1,225191;1,646244;589_b;4,790657;5,191349
846361;024_203L_25.8;0,000000;0,799000;024__;25,809501;26,607385
846362;543_145pV_44.9;0,000000;0,031000;543_c;44,891288;44,860908
846363;543_137BpV_44.9;0,000000;0,032000;543_c;44,857908;44,826375
846364;543_135BV_15.0;0,014516;0,100000;543_c;44,759725;44,841605
846365;805_7109L_102.7;0,000000;0,385000;805_a;102,665652;103,049337
846366;524_245R_69.8;0,000000;0,357000;524_b;69,771838;70,126755
846367;506_103BR_44.1;0,000000;0,147000;506_b;44,113659;43,966325
846368;513_161AL_44.1;0,000000;0,083000;513_b;44,055929;43,973240
846369;513_137BV_26.2;0,071148;0,297000;513_b;44,199864;43,973240
846370;513_137BV_26.2;0,000000;0,071148;513_a;26,224705;26,296887
846103;900_578L_200.8;0,000000;0,531000;900__;200,764632;201,287546
846104;506_165AR_44.2;0,000000;0,052000;506_b;44,263779;44,315022
846105;900_581R_200.9;0,000000;0,437000;900__;200,881460;201,301742
846106;133_1181BqV_20.1;0,000000;0,032000;133__;20,090014;20,058918
846107;133_963R_20.6;0,000000;0,474000;133__;20,555370;20,074986
846108;002_345AL_50.5;0,000000;0,239000;002__;50,461311;50,699773
846109;534_1105AR_46.1;0,000000;0,266000;534_b;46,108884;46,375723
846110;534_1099BV_46.1;0,000000;0,024000;534_b;46,084347;46,108884
846111;586_143AL_80.8;0,000000;0,048000;586__;80,778445;80,826427
846112;506_621V_43.9;0,000000;0,027000;506_b;43,909231;43,935376
846113;506_622L_43.9;0,000000;0,154000;506_b;43,935376;43,834997
846114;506_614V_43.9;0,000000;0,027000;506_b;43,907266;43,932546
846115;506_609R_43.5;0,000000;0,426000;506_b;43,533013;43,907266
846116;527_187AL_18.1;0,000000;0,061000;527_c;18,065932;18,126629
846117;527_185BV_18.1;0,000000;0,008000;527_c;18,058025;18,065932
846118;527_55AL_16.9;0,000000;0,064000;527_c;16,854607;16,905270
846119;527_55AR_16.9;0,000000;0,064000;527_c;16,854607;16,905265
846120;527_55BR_16.9;0,000000;0,064000;527_c;16,905270;16,854465
846121;555_365L_84.2;0,000000;0,077000;555_b;84,229648;84,304085
846122;555_329R_84.1;0,000000;0,088000;555_b;84,061521;84,152225
846123;555_355pV_84.2;0,000000;0,042000;555_b;84,172972;84,132077
846124;015_1071V_100.2;0,000000;0,187000;015__;100,164469;99,976925
846125;013_233BV_88.5;11,474917;11,729000;502_b;99,900009;100,148140
846126;049_45V_32.0;2,713357;3,562000;756__;34,700026;35,548243
846180;950_1001R_39.8;0,000000;0,041000;950_b;39,804177;39,844811
846181;501_181AL_81.0;0,755451;1,413000;552_b;81,800000;82,457995
846182;617_1221R_40.7;0,000000;1,827000;617_a;40,735216;42,561163
846183;617_1253AR_42.2;0,000000;0,341000;617_a;42,220496;42,561163
846184;550_89L_25.7;0,000000;0,216000;550_b;25,728391;25,512587
846185;588_807L_1.7;0,000000;0,205000;588__;1,684150;1,886998
846186;588_802V_1.6;0,000000;0,011000;588__;1,613473;1,624723
846187;588_803R_1.6;0,000000;0,287000;588__;1,624723;1,910512
