ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
2114822;551_109BV_21.8;551_b;0;,009;2013-11-24
2114823;551_161BV_23.7;551_b;0;,302;2013-11-24
2114824;125_1001BV_29.9;125__;0;,031;2013-11-24
2114825;125_1001AL_29.8;125__;0;,06;2013-11-24
2114826;545_85BpV_22.4;545_b;0;,033;2013-11-24
2114827;545_87L_22.4;545_b;0;,195;2013-11-24
2114828;545_85BqV_22.4;545_b;0;,034;2013-11-24
2114829;618_855R_50.7;618_b;0;,042;2013-11-24
2114830;618_853V_50.6;618_b;0;,041;2013-11-24
2114831;618_75R_51.3;618_b;0;,701;2013-11-24
2114832;618_895V_50.6;618_b;0;,033;2013-11-24
2114833;618_75L_51.3;618_b;0;,701;2013-11-24
2114834;123_27V_11.5;123__;0;,017;2013-11-24
2114835;123_3AL_10.6;123__;0;,073;2013-11-24
2114836;073_1183L_20.9;073__;0;,127;2013-11-24
2114837;005_115R_126.6;005__;0;,345;2013-11-24
2114838;005_115L_126.6;005__;0;,345;2013-11-24
2114839;005_95L_114.9;005__;0;,186;2013-11-24
2114840;514_910V_18.0;514_a;0;,049;2013-11-24
2113286;049_9AR_25.8;049__;0;1,048;2013-11-24
2113287;603_181BpV_4.0;603_a;0;,034;2013-11-24
2113288;502_247L_100.3;502_b;0;,426;2013-11-24
2115273;924_351ApV_36.2;924_a;0;,032;2013-11-24
2115274;924_353AqV_36.2;924_a;0;,032;2013-11-24
2115275;924_353AR_36.2;924_a;0;,175;2013-11-24
2115276;531_171R_35.3;531_c;0;,528;2013-11-24
2115277;217_119R_49.5;217__;0;,367;2013-11-24
2115278;927_938R_906.1;927__;0;,359;2013-11-24
2115279;105_97R_23.5;105__;0;,972;2013-11-24
2115280;105_97L_23.5;105__;0;,973;2013-11-24
2115281;115_59V_12.0;115_a;0;,056;2013-11-24
2115282;115_57BR_11.9;115_a;0;,049;2013-11-24
2115283;115_57BV_11.9;115_a;0;,156;2013-11-24
2115284;078_209L_64.9;078__;0;,812;2013-11-24
2115285;132_942V_49.1;132__;0;,032;2013-11-24
2115286;132_953V_49.1;132__;0;,063;2013-11-24
2115287;132_960L_49.1;132__;0;,227;2013-11-24
2115288;823_24L_100.0;823_a;,000496;,238;2013-11-24
2115289;823_24L_100.0;823_b;0;,000496;2013-11-24
2115290;950_221L_17.2;950_a;,011556;,097;2013-11-24
2115291;950_221L_17.2;950_a;0;,011556;2013-11-24
2115292;510_401V_9.7;041__;1,449827;9,150866;2013-11-24
2115293;510_401V_9.7;510_b;0;1,449827;2013-11-24
2115294;099_1021BR_6.2;529_b;5,839954;5,96;2013-11-24
2115296;099_1021BR_6.2;529_a;5,759106;5,839954;2013-11-24
2115297;099_1021BR_6.2;099__;0;5,759106;2013-11-24
2115298;924_46-49R_35.3;924_a;0;1,042;2013-11-24
2115299;950_11L_6.4;950_a;0;,078;2013-11-24
2115300;950_133L_7.2;950_a;0;,137;2013-11-24
2115301;950_921BL_17.4;950_a;0;,214;2013-11-24
2115302;950_223V_7.6;950_a;0;,047;2013-11-24
2115303;950_912L_6.7;950_a;0;,141;2013-11-24
2115304;950_911V_6.6;950_a;0;,135;2013-11-24
2115305;950_918V_17.3;950_a;0;,032;2013-11-24
2115306;950_409R_26.9;950_a;0;,041;2013-11-24
2115307;950_407AL_26.8;950_a;0;,022;2013-11-24
2115308;950_1101BV_26.6;950_a;0;,044;2013-11-24
2115309;950_662L_7.3;950_a;0;,157;2013-11-24
2115310;950_207AR_7.8;950_a;0;,064;2013-11-24
2115311;950_207BL_7.9;950_a;0;,052;2013-11-24
2115312;950_207AL_7.8;950_a;0;,052;2013-11-24
2115313;950_209pV_7.8;950_a;0;,031;2013-11-24
2115314;950_301pV_16.2;950_a;0;,031;2013-11-24
2115315;950_301qV_16.2;950_a;0;,031;2013-11-24
2115316;008_1267L_37.2;008__;0;,375;2013-11-24
2115317;950_293R_15.4;950_a;,316687;,845;2013-11-24
2115318;950_293R_15.4;950_a;,061122;,316687;2013-11-24
2115320;950_293R_15.4;950_a;0;,061122;2013-11-24
2115321;084_3V_9.3;523_b;6,165067;6,392227;2013-11-24
2115323;084_3V_9.3;523_b;6,055208;6,165067;2013-11-24
2115324;084_3V_9.3;523_b;5,211847;6,055208;2013-11-24
2115325;084_3V_9.3;084__;0;5,211847;2013-11-24
2115326;084_5R_9.4;084__;0;,067;2013-11-24
2115327;084_7AL_9.4;084__;0;,058;2013-11-24
2115328;924_3275BV_34.3;924_a;0;,015;2013-11-24
2115329;924_3287L_34.3;924_a;0;,041;2013-11-24
2115330;924_3287R_34.3;924_a;0;,042;2013-11-24
2115331;117_1867V_8.0;117__;0;,96;2013-11-24
2115333;950_221R_17.2;950_a;,01158;,078;2013-11-24
2115334;950_221R_17.2;950_a;0;,01158;2013-11-24
2115336;116_1335AL_31.7;116__;0;,125;2013-11-24
2115337;116_1335AR_31.7;116__;0;,337;2013-11-24
2115338;513_141AL_26.2;513_b;,061682;,064;2013-11-24
2115339;513_141AL_26.2;513_a;0;,061682;2013-11-24
2115340;017_57AL_70.5;017__;0;,092;2013-11-24
2115341;087_45AR_22.6;087__;0;,271;2013-11-24
2115342;116_1347AR_31.9;116__;0;,128;2013-11-24
2115343;116_1369AL_32.8;116__;0;,106;2013-11-24
2115344;116_1363R_32.8;116__;0;,102;2013-11-24
2115345;116_1349AL_31.9;116__;0;,132;2013-11-24
2115346;116_1349AR_31.9;116__;0;,898;2013-11-24
2115347;116_1335BV_31.8;116__;0;,017;2013-11-24
2115348;116_1345R_31.8;116__;0;,067;2013-11-24
2115349;116_1345L_31.8;116__;0;,072;2013-11-24
2115350;817_909R_115.2;817_a;0;,051;2013-11-24
2115351;817_911L_115.1;817_a;0;,806;2013-11-24
2115352;817_46R_119.9;817_a;0;,279;2013-11-24
2115353;817_55V_402.2;817_i;0;,906;2013-11-24
2115354;520_145BpV_0.8;520_a;0;,032;2013-11-24
2115355;520_145BL_0.8;520_a;0;,041;2013-11-24
2115356;520_145BqV_0.8;520_a;0;,032;2013-11-24
2115357;560_51AL_24.9;560__;0;,052;2013-11-24
2115358;490_136V_302.8;490_h;0;,346;2013-11-24
2115359;525_477R_181.3;525_c;,519662;,697;2013-11-24
2115361;525_477R_181.3;525_c;,175953;,519662;2013-11-24
2117066;130_10V_61.6;130_a;0;,037;2013-11-24
2117067;132_538V_51.8;132__;0;,105;2013-11-24
2117068;606_99qV_0.9;606_a;0;,032;2013-11-24
2117069;817_50V_300.0;817_e;,00393;,498;2013-11-24
2117070;817_50V_300.0;817_g;0;,00393;2013-11-24
2117071;507_235AL_93.6;507_b;0;,092;2013-11-24
2117072;927_3031qV_905.1;927__;0;,032;2013-11-24
2117073;927_3031pV_905.1;927__;0;,032;2013-11-24
2117074;608_25R_87.7;608_b;0;,296;2013-11-24
2117075;608_25qV_87.7;608_b;0;,032;2013-11-24
2117076;536_329BV_62.0;536__;0;,413887;2013-11-24
2117077;940_391BqV_43.3;940__;0;,034;2013-11-24
2117078;940_391BpV_43.3;940__;0;,034;2013-11-24
2117079;900_25L_200.7;900__;0;,299;2013-11-24
2117080;506_570L_43.6;506_b;0;,499;2013-11-24
2117081;506_625V_44.1;506_b;0;,035;2013-11-24
2117082;506_653V_44.2;506_b;0;,097;2013-11-24
2117083;620_53V_42.1;620__;0;,035;2013-11-24
2117084;550_982V_25.6;550_b;0;,056;2013-11-24
2117085;550_981R_25.5;550_b;0;,062;2013-11-24
2117086;550_970L_25.4;550_b;0;,14;2013-11-24
2117087;603_1031AL_3.9;603_a;0;,198;2013-11-24
2117088;052_51R_62.4;052__;0;,85;2013-11-24
2117089;589_971AL_149.5;589_c;,386877;,406629;2013-11-24
2117091;589_971AL_149.5;589_c;,167739;,386877;2013-11-24
2117093;589_971AL_149.5;589_c;,166507;,167739;2013-11-24
2117094;589_971AL_149.5;589_c;0;,166507;2013-11-24
2117095;666_439V_29.0;666_g;0;,018;2013-11-24
2117096;666_411R_27.5;666_g;1,012499;1,487;2013-11-24
2117098;666_411R_27.5;666_f;,993124;1,012499;2013-11-24
2117099;666_411R_27.5;666_a;,612154;,993124;2013-11-24
2117100;666_411R_27.5;666_a;,593996;,612154;2013-11-24
2117102;666_411R_27.5;666_a;0;,593996;2013-11-24
2118807;550_935R_25.7;550_b;0;,066;2013-11-24
2118808;120_41BV_15.4;120__;0;,017;2013-11-24
2118809;927_3033L_905.0;927__;0;,145;2013-11-24
2118810;927_23R_904.5;927__;0;,543;2013-11-24
2118811;528_7R_28.1;528_b;0;,547;2013-11-24
2118812;524_253BV_70.4;524_b;0;,015;2013-11-24
2118813;524_251BL_70.5;524_b;0;,179;2013-11-24
2118814;514_155AR_16.5;514_a;0;,13;2013-11-24
2118815;514_161AR_16.4;514_a;0;,048;2013-11-24
2118816;513_99L_25.8;513_a;0;,217;2013-11-24
2118817;528_47R_28.8;528_b;0;,053;2013-11-24
2118818;528_57V_28.9;528_a;,004691;,032;2013-11-24
2118819;528_57V_28.9;528_b;0;,004691;2013-11-24
2118820;950_211L_11.8;950_a;0;,756;2013-11-24
2118821;513_121AL_26.0;513_a;0;,066;2013-11-24
2118822;513_121AR_26.0;513_a;0;,044;2013-11-24
2118823;510_403V_9.7;510_b;0;,074;2013-11-24
2118824;802_800V_100.6;098__;,609471;,906;2013-11-24
2118825;802_800V_100.6;802__;0;,609471;2013-11-24
2118826;823_15V_300.8;823_d;0;,348;2013-11-24
2118827;104_165BV_56.7;563_b;,028628;,106;2013-11-24
2118828;104_165BV_56.7;104__;0;,028628;2013-11-24
2118829;908_75AR_24.8;908__;0;,455;2013-11-24
2118830;555_207R_83.2;555_b;0;,436;2013-11-24
2118831;540_167BV_81.9;540_d;0;,018;2013-11-24
2118832;540_149AL_81.3;540_d;0;,61;2013-11-24
2118833;528_61BV_0.6;546_d;12,111291;12,116;2013-11-24
2118834;528_61BV_0.6;095__;,302779;12,111291;2013-11-24
2118835;528_61BV_0.6;528_a;0;,302779;2013-11-24
2118836;950_1003L_39.8;950_b;0;6,012;2013-11-24
2118837;940_75AR_43.7;940__;0;,065;2013-11-24
2118838;531_1409BL_34.8;531_c;0;,057;2013-11-24
2118839;531_1369AR_34.7;531_c;0;,045;2013-11-24
2118840;531_1363BqV_34.7;531_c;0;,031;2013-11-24
2118841;666_4243V_48.9;155_a;,192134;2,990717;2013-11-24
2118842;666_4243V_48.9;666_b;0;,192134;2013-11-24
2118843;031_265R_29.9;031_a;0;,8;2013-11-24
2118844;470_251V_100.5;950_a;,475986;,642;2013-11-24
2118845;470_251V_100.5;950_a;,41972;,475986;2013-11-24
2118847;470_251V_100.5;950_a;,413886;,41972;2013-11-24
2118848;470_251V_100.5;470_a;0;,413886;2013-11-24
2118849;520_145AL_0.7;520_a;0;,07;2013-11-24
2118850;478_1337AL_2.0;478_a;0;,053;2013-11-24
2118851;666_439R_29.0;666_e;,032766;,541999;2013-11-24
2118852;666_439R_29.0;666_g;0;,032766;2013-11-24
2118853;525_483R_79.0;917__;,04942;,423;2013-11-24
2118854;525_483R_79.0;525_c;,018723;,04942;2013-11-24
2118855;525_483R_79.0;525_b;0;,018723;2013-11-24
2118856;084_13AR_10.4;084__;0;,061;2013-11-24
2118857;525_483V_79.0;525_b;,036608;,133;2013-11-24
2118858;525_483V_79.0;917__;,001327;,036608;2013-11-24
2118859;525_483V_79.0;525_b;0;,001327;2013-11-24
2114841;514_915pV_18.0;514_a;0;,034;2013-11-24
2114842;514_19AL_17.7;514_a;0;,158;2013-11-24
2114843;950_W15-18V_9.2;950_a;0;,191;2013-11-24
2114844;217_131L_49.6;217__;0;,348;2013-11-24
2114845;217_131R_49.6;217__;0;,348;2013-11-24
2114846;217_127AL_49.5;217__;0;,089;2013-11-24
2114847;217_125qV_49.6;217__;0;,034;2013-11-24
2114848;073_1173V_13.0;073__;0;7,96;2013-11-24
2114849;073_1185L_21.0;073__;0;,161;2013-11-24
2114850;073_1185R_21.0;073__;0;,63;2013-11-24
2114851;468_85V_102.8;468_a;0;,22;2013-11-24
2114852;008_1231R_20.5;008__;0;,327;2013-11-24
2114853;008_1231L_20.5;008__;0;,328;2013-11-24
2114854;008_929V_22.2;008__;0;,071;2013-11-24
2114855;501_928V_80.6;501__;0;,026;2013-11-24
2114856;501_927L_80.6;501__;0;,21;2013-11-24
2114857;501_942R_80.6;501__;0;,215;2013-11-24
2114858;805_7121L_103.8;805_a;0;,097;2013-11-24
2114859;805_7117L_103.0;805_a;0;,762;2013-11-24
2114860;490_135L_302.7;490_h;0;,093;2013-11-24
2114861;490_134L_302.3;490_h;0;,377;2013-11-24
2118736;564_978L_24.1;564_b;0;,229;2013-11-24
2118737;119_121BV_21.3;119_a;0;,036;2013-11-24
2118738;119_123AR_21.3;119_a;0;,059;2013-11-24
2118739;564_971L_23.7;564_b;0;,322;2013-11-24
2118740;506_561L_43.6;506_b;0;,057;2013-11-24
2118741;614_213AL_48.2;614_c;0;,065;2013-11-24
2118677;485_51AqV_100.8;485_d;0;,032;2013-11-24
2118678;478_1145pV_0.7;478_a;0;,034;2013-11-24
2118742;609_85AL_27.9;609__;0;,048;2013-11-24
2118743;541_101V_15.8;087__;,613961;,803;2013-11-24
2118744;541_101V_15.8;541_b;0;,613961;2013-11-24
2118745;534_1041AL_45.5;534_b;0;,064;2013-11-24
2118746;527_75AL_17.1;527_c;0;,06;2013-11-24
2118747;527_931L_17.4;527_b;,049388;,393;2013-11-24
2118748;527_931L_17.4;527_c;0;,049388;2013-11-24
2118749;614_213AR_48.2;614_c;0;,258;2013-11-24
2118750;614_406L_48.2;614_c;0;,047;2013-11-24
2118751;514_49AL_65.2;514_b;0;,048;2013-11-24
2118752;514_49BqV_65.3;514_b;0;,031;2013-11-24
2118753;519_35R_46.2;519_a;0;,051;2013-11-24
2118754;127_393AL_48.5;127_a;0;,064;2013-11-24
2118755;127_391BL_48.6;127_a;0;,064;2013-11-24
2118756;550_935V_25.7;550_b;0;,071;2013-11-24
2118757;087_55AR_24.1;087__;0;1,861;2013-11-24
2118758;127_361R_37.5;127_a;0;,901;2013-11-24
2118759;555_501R_82.9;555_b;0;,036;2013-11-24
2118760;555_195L_83.2;555_b;0;,353;2013-11-24
2118761;555_511L_54.8;555_b;,017244;,027;2013-11-24
2118762;555_511L_54.8;555_a;0;,017244;2013-11-24
2118763;555_513L_82.8;555_b;0;,041;2013-11-24
2118764;950_803R_41.7;950_b;0;,582;2013-11-24
2118765;950_801R_41.6;950_b;0;,05;2013-11-24
2118766;950_801L_41.6;950_b;0;,036;2013-11-24
2118767;950_97AL_41.5;950_b;0;,076;2013-11-24
2118768;950_101V_41.7;950_b;0;,041;2013-11-24
2118769;950_79R_41.0;950_b;0;,883;2013-11-24
2118770;950_1007L_39.8;950_b;0;,038;2013-11-24
2118771;624_157R_31.9;624__;0;,053;2013-11-24
2118772;624_149AR_31.6;624__;0;,176;2013-11-24
2118773;624_149AR_31.6;105__;0;0;2013-11-24
2118774;624_145AR_31.6;624__;,00179;,071;2013-11-24
2118775;624_145AR_31.6;105__;0;,00179;2013-11-24
2118776;105_141BV_31.6;105__;0;,011;2013-11-24
2118777;613_173BV_75.3;613_b;0;,007;2013-11-24
2118778;211_23V_22.0;613_a;7,288294;7,3;2013-11-24
2118779;211_23V_22.0;211__;0;7,288294;2013-11-24
2118780;908_931L_24.8;908__;0;,121;2013-11-24
2118781;666_4243V_48.9;155_b;12,077529;15,353;2013-11-24
2118782;666_4243V_48.9;155_b;12,058796;12,077529;2013-11-24
2118784;666_4243V_48.9;155_b;6,572534;12,058796;2013-11-24
2118785;666_4243V_48.9;155_a;3,011626;6,572534;2013-11-24
2118786;666_4243V_48.9;155_a;2,990717;3,011626;2013-11-24
2118788;614_407BL_48.3;614_c;0;,219;2013-11-24
2118789;618_863V_50.5;618_b;0;,066;2013-11-24
2118790;618_863L_50.5;618_b;0;,066;2013-11-24
2118791;478_1301AR_602.1;478_b;0;,062;2013-11-24
2118792;478_1289V_602.1;478_b;0;,055;2013-11-24
2118793;478_1287R_1.9;478_b;,08809;,182;2013-11-24
2118794;478_1287R_1.9;478_a;0;,08809;2013-11-24
2118795;555_225AR_83.3;555_b;0;,052;2013-11-24
2118796;524_913R_70.4;524_b;0;,186;2013-11-24
2118797;503_930V_42.1;503_c;0;,344;2013-11-24
2118798;543_193L_45.5;543_c;0;,209;2013-11-24
2118799;817_40L_119.3;817_a;0;,513;2013-11-24
2115362;525_477R_181.3;525_c;0;,175953;2013-11-24
2115363;950_81BV_41.1;950_b;0;,826;2013-11-24
2115364;950_81AR_41.0;950_b;0;,052;2013-11-24
2115365;950_55BqV_40.8;950_b;0;,031;2013-11-24
2115366;603_79BqV_2.5;603_a;0;,032;2013-11-24
2115367;823_11V_3.9;625_b;14,718659;15,532;2013-11-24
2115368;823_11V_3.9;228__;3,81787;14,718659;2013-11-24
2115369;823_11V_3.9;823_a;0;3,81787;2013-11-24
2115370;036_211R_83.7;036__;0;,111;2013-11-24
2115371;586_91AqV_80.4;586__;0;,034;2013-11-24
2115372;586_133AL_80.7;586__;0;,059;2013-11-24
2115373;586_131BL_80.8;586__;0;,059;2013-11-24
2115374;586_131ApV_80.7;586__;0;,035;2013-11-24
2115375;586_131AqV_80.7;586__;0;,034;2013-11-24
2115376;586_2569AL_80.7;586__;0;,06;2013-11-24
2115377;586_2567AL_80.7;586__;0;,06;2013-11-24
2115378;924_981L_34.3;924_a;0;,035;2013-11-24
2115379;924_3637R_35.9;924_a;0;,799;2013-11-24
2115380;525_1309AR_180.5;525_c;0;,132;2013-11-24
2115381;950_293L_15.4;950_a;,38321;,918;2013-11-24
2115382;950_293L_15.4;950_a;,092389;,38321;2013-11-24
2115384;950_293L_15.4;950_a;0;,092389;2013-11-24
2115385;950_211AqV_7.8;950_a;0;,031;2013-11-24
2111102;469_52V_401.3;950_a;1,224696;1,29;2013-11-24
2111103;469_52V_401.3;469_d;0;1,224696;2013-11-24
2111104;089_295BV_46.6;505_a;,361378;,731;2013-11-24
2111105;089_295BV_46.6;505_a;,290558;,361378;2013-11-24
2111107;089_295BV_46.6;505_d;0;,290558;2013-11-24
2111108;924_367V_36.7;924_a;0;,211;2013-11-24
2111109;924_3757V_36.9;924_a;0;,038;2013-11-24
2111110;560_69BV_24.7;560__;0;,183427;2013-11-24
2111111;603_915R_3.3;603_a;0;,23;2013-11-24
2111112;143_911BL_17.8;922__;,06934;,082;2013-11-24
2111113;143_911BL_17.8;143__;0;,06934;2013-11-24
2111114;143_911BR_17.8;143__;0;,035;2013-11-24
2111115;143_911AL_17.9;143__;0;,047;2013-11-24
2111116;143_910V_17.8;143__;0;,017;2013-11-24
2111117;479_1707R_304.3;479_a;0;,084;2013-11-24
2111118;531_1329BV_34.8;531_c;0;,052;2013-11-24
2111119;531_1347BV_34.7;531_c;0;,004;2013-11-24
2111120;531_1357AR_34.6;531_c;0;,046;2013-11-24
2111121;531_1357AL_34.6;531_c;0;,045;2013-11-24
2111122;531_1253AL_34.5;531_c;0;,046;2013-11-24
2111123;531_1253BR_34.5;531_c;0;,041;2013-11-24
2111124;506_621L_43.9;506_b;0;,127;2013-11-24
2111125;478_1357V_3.0;478_a;0;,068;2013-11-24
2111126;857_21L_100.0;857_b;,011193;,463;2013-11-24
2111127;857_21L_100.0;857_a;0;,011193;2013-11-24
2111128;603_3079R_2.5;920__;,023031;,038;2013-11-24
2111129;603_3079R_2.5;603_a;0;,023031;2013-11-24
2111130;603_3173L_3.5;603_a;0;,089;2013-11-24
2111131;603_161L_3.7;603_a;0;,385;2013-11-24
2111132;560_1219AV_24.9;560__;0;,07;2013-11-24
2111133;564_215BV_59.9;536__;,468467;,648;2013-11-24
2111134;564_215BV_59.9;564_c;,15372;,468467;2013-11-24
2111136;564_215BV_59.9;564_c;,133884;,15372;2013-11-24
2111137;564_215BV_59.9;564_c;0;,133884;2013-11-24
2111138;536_229AL_60.6;536__;0;,041;2013-11-24
2111139;917_973L_78.5;917__;0;,442;2013-11-24
2111140;917_985V_78.1;917__;0;,036;2013-11-24
2111141;917_968R_78.5;917__;0;,266;2013-11-24
2111142;917_968L_78.5;917__;0;,266;2013-11-24
2111143;917_982ApV_78.2;917__;0;,033;2013-11-24
2111144;917_979V_78.2;917__;0;,017;2013-11-24
2111145;061_8V_95.1;061__;0;7,168;2013-11-24
2111146;059_241BV_80.8;059__;0;,862;2013-11-24
2111147;661_115L_21.6;661_b;0;,445;2013-11-24
2111148;661_127V_22.0;309__;,560528;5,032;2013-11-24
2111149;661_127V_22.0;661_a;,061763;,560528;2013-11-24
2111150;661_127V_22.0;661_b;0;,061763;2013-11-24
2111151;917_982AqV_78.2;917__;0;,034;2013-11-24
2111152;917_982BL_78.2;917__;0;,057;2013-11-24
2111153;543_171AR_45.2;543_c;0;,769;2013-11-24
2111154;506_201BV_44.6;506_b;0;,455;2013-11-24
2111155;531_1145L_33.7;531_c;,577242;,694;2013-11-24
2111157;531_1145L_33.7;531_c;,465697;,577242;2013-11-24
2111158;531_1145L_33.7;531_c;0;,465697;2013-11-24
2111159;544_1115BV_1.2;544_a;0;,022;2013-11-24
2111160;057_3R_5.6;057__;0;,041;2013-11-24
2111161;120_52AL_16.3;545_b;5,237138;5,927;2013-11-24
2111162;120_52AL_16.3;120__;0;5,237138;2013-11-24
2111163;516_919L_1.8;516_a;0;,324;2013-11-24
2111164;054_1301AL_46.9;054_a;0;,588;2013-11-24
2111165;054_1305BL_47.2;054_a;0;,123;2013-11-24
2111166;514_49AV_65.2;047__;,739062;12,997;2013-11-24
2118860;098_1V_29.6;098__;0;,378;2013-11-24
2118861;815_912AL_5.0;815_a;0;,073;2013-11-24
2118862;470_95V_202.6;470_e;0;,065;2013-11-24
2118863;470_98L_202.6;470_e;0;,519;2013-11-24
2118864;470_80L_202.0;470_e;0;,552;2013-11-24
2118865;609_123BV_27.2;609__;0;,549;2013-11-24
2118866;531_1249BV_34.7;531_c;0;,044;2013-11-24
2118867;531_1241AL_34.6;531_c;0;,069;2013-11-24
2118868;531_1249AL_34.6;531_c;0;,069;2013-11-24
2118869;950_61R_40.8;950_b;0;,727;2013-11-24
2118870;950_955R_40.8;950_b;0;,126;2013-11-24
2118871;474_960L_101.5;474_a;0;,105;2013-11-24
2118872;474_959R_101.1;474_a;0;,407;2013-11-24
2118873;474_959L_101.1;474_a;0;,512;2013-11-24
2118874;603_145AL_3.3;603_a;0;,051;2013-11-24
2118875;055_457BV_38.7;055__;0;,017;2013-11-24
2118876;055_459AL_38.7;055__;0;,065;2013-11-24
2118877;054_1375AL_54.3;054_a;0;,159;2013-11-24
2118878;054_1001AV_57.2;054_a;0;2,954;2013-11-24
2118879;524_253AR_70.3;524_b;0;,119;2013-11-24
2118880;524_261L_70.1;524_b;0;,55;2013-11-24
2118881;617_1197AL_40.1;617_a;0;,103;2013-11-24
2118882;617_1155AR_39.3;617_a;0;,194;2013-11-24
2118883;617_1115BV_39.1;617_a;0;,317;2013-11-24
2118884;614_217AL_48.3;614_c;0;,071;2013-11-24
2118885;614_19R_47.3;614_c;0;,213;2013-11-24
2118886;503_167AL_42.4;503_c;0;,058;2013-11-24
2118887;503_187BV_41.1;503_c;0;,151;2013-11-24
2118888;503_187AL_41.2;503_c;0;,242;2013-11-24
2118889;503_189L_40.9;024__;,368866;23,32;2013-11-24
2118890;503_189L_40.9;503_a;,170167;,368866;2013-11-24
2118891;503_189L_40.9;503_c;0;,170167;2013-11-24
2118892;501_133qV_80.7;501__;0;,032;2013-11-24
2118893;501_45R_80.3;501__;0;,33;2013-11-24
