ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
2266804;071_5BV_20.0;BAAN;Maastricht;0,000;7,905;2013-11-28
2266806;127_493AR_74.2;BVL;Goes;0,000;0,091;2013-11-28
2266810;127_493AR_74.2;BAAN;Goes;0,000;0,091;2013-11-28
2266812;127_471R_73.5;BASIS;Goes;0,000;0,680;2013-11-28
2266813;127_471R_73.5;BVL;Goes;0,000;0,680;2013-11-28
2266817;127_471R_73.5;BAAN;Goes;0,000;0,680;2013-11-28
2266819;118_93R_51.6;BASIS;Geldermalsen;0,000;0,767;2013-11-28
2266822;516_920V_1.8;BAAN;Venlo;0,000;0,222;2013-11-28
2266823;516_920V_1.8;BVL;Venlo;0,000;0,222;2013-11-28
2266824;516_920V_1.8;BASIS;Venlo;0,000;0,222;2013-11-28
2266829;516_922V_2.0;BAAN;Venlo;0,000;0,039;2013-11-28
2266830;516_922V_2.0;BVL;Venlo;0,000;0,039;2013-11-28
2266831;516_922V_2.0;BASIS;Venlo;0,000;0,039;2013-11-28
2266836;516_911V_2.1;BAAN;Venlo;0,000;0,015;2013-11-28
2266837;516_911V_2.1;BVL;Venlo;0,000;0,015;2013-11-28
2266838;516_911V_2.1;BASIS;Venlo;0,000;0,015;2013-11-28
2266843;516_912L_2.1;BAAN;Venlo;0,000;0,027;2013-11-28
2266844;516_912L_2.1;BVL;Venlo;0,000;0,027;2013-11-28
2266845;516_912L_2.1;BASIS;Venlo;0,000;0,027;2013-11-28
2266849;514_31V_17.6;BASIS;Maas en Waal;0,000;0,001;2013-11-28
2266725;504_71AR_18.3;BVL;Maastricht;0,000;0,064;2013-11-28
2267474;120_23AR_8.6;BVL;Roosendaal;0,000;6,702;2013-11-28
2267476;115_13AL_5.6;BAAN;Rotterdam;0,000;0,059;2013-11-28
2267477;115_13AL_5.6;BVL;Rotterdam;0,000;0,059;2013-11-28
2267481;115_13BV_5.7;BASIS;Rotterdam;0,000;0,170;2013-11-28
2267483;115_13BV_5.7;BAAN;Rotterdam;0,000;0,170;2013-11-28
2267484;115_13BV_5.7;BVL;Rotterdam;0,000;0,170;2013-11-28
2267488;115_911R_5.6;BASIS;Rotterdam;0,000;0,132;2013-11-28
2267490;115_911R_5.6;BAAN;Rotterdam;0,000;0,132;2013-11-28
2267491;115_911R_5.6;BVL;Rotterdam;0,000;0,132;2013-11-28
2267495;115_911L_5.6;BASIS;Rotterdam;0,000;0,057;2013-11-28
2267497;115_911L_5.6;BAAN;Rotterdam;0,000;0,057;2013-11-28
2267498;115_911L_5.6;BVL;Rotterdam;0,000;0,057;2013-11-28
2267502;115_909L_5.6;BASIS;Rotterdam;0,000;0,030;2013-11-28
2267504;115_909L_5.6;BAAN;Rotterdam;0,000;0,030;2013-11-28
2267505;115_909L_5.6;BVL;Rotterdam;0,000;0,030;2013-11-28
2267508;115_153BV_23.7;BAAN;Rotterdam;0,000;0,316;2013-11-28
2267509;115_153BV_23.7;BVL;Rotterdam;0,000;0,316;2013-11-28
2267513;115_151AL_23.5;BASIS;Rotterdam;0,000;0,060;2013-11-28
2267515;115_151AL_23.5;BAAN;Rotterdam;0,000;0,060;2013-11-28
2267516;115_151AL_23.5;BVL;Rotterdam;0,000;0,060;2013-11-28
2267520;115_9BR_5.5;BASIS;Rotterdam;0,000;0,091;2013-11-28
2267522;115_9BR_5.5;BAAN;Rotterdam;0,000;0,091;2013-11-28
2267523;115_9BR_5.5;BVL;Rotterdam;0,000;0,091;2013-11-28
2267527;527_35R_16.5;BASIS;Haarlem;0,000;0,126;2013-11-28
2267529;527_35R_16.5;BAAN;Haarlem;0,000;0,126;2013-11-28
2267531;527_35R_16.5;BVL;Haarlem;0,000;0,126;2013-11-28
2267534;586_57BL_80.4;BVL;Amsterdam;0,000;0,048;2013-11-28
2267539;527_57BV_16.9;BASIS;Haarlem;0,000;0,271;2013-11-28
2267541;527_57BV_16.9;BAAN;Haarlem;0,000;0,271;2013-11-28
2267543;527_57BV_16.9;BVL;Haarlem;0,000;0,271;2013-11-28
2267546;527_59AR_16.9;BASIS;Haarlem;0,000;0,064;2013-11-28
2267548;527_59AR_16.9;BAAN;Haarlem;0,000;0,064;2013-11-28
2267550;527_59AR_16.9;BVL;Haarlem;0,000;0,064;2013-11-28
2267553;507_239AL_93.7;BASIS;Achterhoek;0,000;0,106;2013-11-28
2267554;507_239AL_93.7;BAAN;Achterhoek;0,000;0,106;2013-11-28
2267555;507_239AL_93.7;BVL;Achterhoek;0,000;0,106;2013-11-28
2267563;128_23AL_12.4;BASIS;Weesp;0,000;0,187;2013-11-28
2267565;128_23AL_12.4;BVL;Weesp;0,000;0,187;2013-11-28
2267567;128_23AL_12.4;BAAN;Weesp;0,000;0,187;2013-11-28
2267573;129_36R_30.5;BASIS;Goes;0,000;0,287;2013-11-28
2267574;129_36R_30.5;BVL;Goes;0,000;0,287;2013-11-28
2267578;129_36R_30.5;BAAN;Goes;0,000;0,287;2013-11-28
2267580;129_58V_30.8;BASIS;Goes;0,000;0,045;2013-11-28
2267581;129_58V_30.8;BVL;Goes;0,000;0,045;2013-11-28
2248721;950_638R_7.1;BASIS;Europoort;0,000;0,403;2013-11-28
2248724;924_2331BV_35.1;BASIS;Europoort;0,000;0,018;2013-11-28
2248725;924_2331BV_35.1;BAAN;Europoort;0,000;0,018;2013-11-28
2248727;924_2331BV_35.1;BVL;Europoort;0,000;0,018;2013-11-28
2248731;924_2321AV_34.5;BASIS;Dordrecht;0,000;0,238;2013-11-28
2248733;924_2321AV_34.5;BAAN;Dordrecht;0,000;0,238;2013-11-28
2248734;924_2321AV_34.5;BVL;Dordrecht;0,000;0,238;2013-11-28
2248738;924_2353BV_35.7;BASIS;Europoort;0,000;0,020;2013-11-28
2248739;924_2353BV_35.7;BAAN;Europoort;0,000;0,020;2013-11-28
2248741;924_2353BV_35.7;BVL;Europoort;0,000;0,020;2013-11-28
2248745;924_2333AR_35.1;BASIS;Europoort;0,165;0,617;2013-11-28
2248746;924_2333AR_35.1;BAAN;Europoort;0,165;0,617;2013-11-28
2248751;950_633L_6.4;BASIS;Europoort;0,000;0,171;2013-11-28
2248752;950_633L_6.4;BAAN;Europoort;0,000;0,171;2013-11-28
2248754;950_633L_6.4;BVL;Europoort;0,000;0,171;2013-11-28
2248758;950_653R_7.2;BASIS;Europoort;0,000;0,562;2013-11-28
2248759;950_653R_7.2;BAAN;Europoort;0,000;0,562;2013-11-28
2248761;950_653R_7.2;BVL;Europoort;0,000;0,562;2013-11-28
2248765;950_403R_26.8;BASIS;Europoort;0,000;0,168;2013-11-28
2248766;950_403R_26.8;BAAN;Europoort;0,000;0,168;2013-11-28
2248769;924_3701V_36.5;BASIS;Dordrecht;0,000;0,029;2013-11-28
2248771;924_3701V_36.5;BAAN;Dordrecht;0,000;0,029;2013-11-28
2248772;924_3701V_36.5;BVL;Dordrecht;0,000;0,029;2013-11-28
2248776;924_3555L_35.5;BASIS;Dordrecht;0,000;0,991;2013-11-28
2248778;520_69BV_0.4;BVL;Maastricht;0,000;0,362;2013-11-28
2248782;057_1AL_5.5;BAAN;Eindhoven;0,000;0,920;2013-11-28
2248784;057_1AL_5.5;BASIS;Eindhoven;0,000;0,920;2013-11-28
2248785;057_1AL_5.5;BVL;Eindhoven;0,000;0,920;2013-11-28
2248789;523_5001BV_177.5;BASIS;Amsterdam;0,000;0,012;2013-11-28
2248790;523_5001BV_177.5;BAAN;Amsterdam;0,000;0,012;2013-11-28
2248791;523_5001BV_177.5;BVL;Amsterdam;0,000;0,012;2013-11-28
2248796;012_375BV_34.2;BASIS;Drenthe;0,000;14,635;2013-11-28
2248800;664_903R_43.0;BAAN;Dordrecht;2,420;2,520;2013-11-28
2248801;664_903R_43.0;BVL;Dordrecht;2,420;2,520;2013-11-28
2248812;664_903R_43.0;BASIS;Dordrecht;1,756;2,420;2013-11-28
2248814;664_903R_43.0;BAAN;Dordrecht;1,756;2,420;2013-11-28
2248815;664_903R_43.0;BVL;Dordrecht;1,756;2,420;2013-11-28
2248819;664_903R_43.0;BASIS;Europoort;1,755;1,756;2013-11-28
2248820;664_903R_43.0;BAAN;Europoort;1,755;1,756;2013-11-28
2248822;664_903R_43.0;BVL;Europoort;1,755;1,756;2013-11-28
2248826;523_5005BV_200.2;BASIS;Amsterdam;0,000;0,396;2013-11-28
2248827;523_5005BV_200.2;BAAN;Amsterdam;0,000;0,396;2013-11-28
2248828;523_5005BV_200.2;BVL;Amsterdam;0,000;0,396;2013-11-28
2248833;533_1103BV_15.2;BASIS;Woerden;0,000;0,024;2013-11-28
2248836;533_1103BV_15.2;BAAN;Woerden;0,000;0,024;2013-11-28
2248837;533_1103BV_15.2;BVL;Woerden;0,000;0,024;2013-11-28
2248840;514_141ApV_16.6;BASIS;Maas en Waal;0,000;0,031;2013-11-28
2248842;514_141ApV_16.6;BVL;Maas en Waal;0,000;0,031;2013-11-28
2248843;514_141ApV_16.6;BAAN;Maas en Waal;0,000;0,031;2013-11-28
2248847;514_141AR_16.6;BASIS;Maas en Waal;0,000;0,047;2013-11-28
2248849;514_141AR_16.6;BVL;Maas en Waal;0,000;0,047;2013-11-28
2248850;514_141AR_16.6;BAAN;Maas en Waal;0,000;0,047;2013-11-28
2248854;514_113BV_16.8;BASIS;Maas en Waal;0,000;0,222;2013-11-28
2248857;092_701R_42.5;BASIS;Amersfoort;0,000;0,290;2013-11-28
2248858;092_701R_42.5;BAAN;Amersfoort;0,000;0,290;2013-11-28
2248859;092_701R_42.5;BVL;Amersfoort;0,000;0,290;2013-11-28
2248865;514_107BL_17.0;BASIS;Maas en Waal;0,000;0,064;2013-11-28
2248867;514_107BL_17.0;BVL;Maas en Waal;0,000;0,064;2013-11-28
2248868;514_107BL_17.0;BAAN;Maas en Waal;0,000;0,064;2013-11-28
2248872;514_121AR_16.9;BASIS;Maas en Waal;0,000;0,063;2013-11-28
2248874;514_121AR_16.9;BVL;Maas en Waal;0,000;0,063;2013-11-28
2248875;514_121AR_16.9;BAAN;Maas en Waal;0,000;0,063;2013-11-28
2248879;514_109BV_17.0;BASIS;Maas en Waal;0,000;0,154;2013-11-28
2248881;664_903R_43.0;BASIS;Dordrecht;1,717;1,755;2013-11-28
2248883;664_903R_43.0;BAAN;Dordrecht;1,717;1,755;2013-11-28
2248884;664_903R_43.0;BVL;Dordrecht;1,717;1,755;2013-11-28
2248895;664_903R_43.0;BASIS;Dordrecht;0,000;1,717;2013-11-28
2248897;664_903R_43.0;BAAN;Dordrecht;0,000;1,717;2013-11-28
2248898;514_113BV_16.8;BVL;Maas en Waal;0,000;0,222;2013-11-28
2251160;603_111AL_2.9;BAAN;Overijssel;0,000;0,059;2013-11-28
2251161;603_111AL_2.9;BVL;Overijssel;0,000;0,059;2013-11-28
2251165;603_109BL_3.0;BASIS;Overijssel;0,000;0,059;2013-11-28
2251167;603_109BL_3.0;BAAN;Overijssel;0,000;0,059;2013-11-28
2251168;603_109BL_3.0;BVL;Overijssel;0,000;0,059;2013-11-28
2251171;555_215AL_83.3;BASIS;Rotterdam;0,000;0,064;2013-11-28
2251173;555_215AL_83.3;BAAN;Rotterdam;0,000;0,064;2013-11-28
2251174;555_215AL_83.3;BVL;Rotterdam;0,000;0,064;2013-11-28
2251178;542_1253AL_29.8;BASIS;Dordrecht;0,000;0,040;2013-11-28
2251180;542_1253AL_29.8;BAAN;Dordrecht;0,000;0,040;2013-11-28
2251181;542_1253AL_29.8;BVL;Dordrecht;0,000;0,040;2013-11-28
2251187;502_279R_101.2;BAAN;Drenthe;0,000;7,844;2013-11-28
2251188;502_279R_101.2;BVL;Drenthe;0,000;7,844;2013-11-28
2251189;124_901L_100.0;BASIS;Den Bosch;0,000;0,492;2013-11-28
2251190;124_901L_100.0;BAAN;Den Bosch;0,000;0,492;2013-11-28
2251191;124_901L_100.0;BVL;Den Bosch;0,000;0,492;2013-11-28
2251196;520_145AL_0.7;BASIS;Maastricht;0,000;0,070;2013-11-28
2251197;520_145AL_0.7;BAAN;Maastricht;0,000;0,070;2013-11-28
2251199;520_145AL_0.7;BVL;Maastricht;0,000;0,070;2013-11-28
2251203;476_52R_201.7;BAAN;Europoort;0,000;0,133;2013-11-28
2251205;476_52R_201.7;BVL;Europoort;0,000;0,133;2013-11-28
2251209;476_90R_201.7;BASIS;Europoort;0,000;0,033;2013-11-28
2251210;476_90R_201.7;BAAN;Europoort;0,000;0,033;2013-11-28
2251212;476_90R_201.7;BVL;Europoort;0,000;0,033;2013-11-28
2251216;476_90L_201.7;BASIS;Europoort;0,000;0,044;2013-11-28
2251217;476_90L_201.7;BAAN;Europoort;0,000;0,044;2013-11-28
2252338;950_55BqV_40.8;BASIS;Europoort;0,000;0,031;2013-11-28
2252339;950_55BqV_40.8;BAAN;Europoort;0,000;0,031;2013-11-28
2252341;950_55BqV_40.8;BVL;Europoort;0,000;0,031;2013-11-28
2252345;514_920L_17.9;BASIS;Maas en Waal;0,000;0,035;2013-11-28
2252347;514_920L_17.9;BVL;Maas en Waal;0,000;0,035;2013-11-28
2252348;514_920L_17.9;BAAN;Maas en Waal;0,000;0,035;2013-11-28
2252352;514_919L_17.9;BASIS;Maas en Waal;0,000;0,035;2013-11-28
2252355;586_2567AL_80.7;BASIS;Amsterdam;0,000;0,060;2013-11-28
2252356;586_2567AL_80.7;BAAN;Amsterdam;0,000;0,060;2013-11-28
2252357;586_2567AL_80.7;BVL;Amsterdam;0,000;0,060;2013-11-28
2252362;520_113BL_0.8;BASIS;Maastricht;0,000;0,064;2013-11-28
2252363;520_113BL_0.8;BAAN;Maastricht;0,000;0,064;2013-11-28
2252365;520_113BL_0.8;BVL;Maastricht;0,000;0,064;2013-11-28
2252369;520_153AR_0.8;BASIS;Maastricht;0,000;0,052;2013-11-28
2252370;520_153AR_0.8;BAAN;Maastricht;0,000;0,052;2013-11-28
2252372;520_153AR_0.8;BVL;Maastricht;0,000;0,052;2013-11-28
2252376;924_2331AL_35.0;BASIS;Europoort;0,000;0,065;2013-11-28
2252377;924_2331AL_35.0;BAAN;Europoort;0,000;0,065;2013-11-28
2252379;924_2331AL_35.0;BVL;Europoort;0,000;0,065;2013-11-28
2252383;924_971L_34.4;BASIS;Dordrecht;0,000;0,034;2013-11-28
2252385;924_971L_34.4;BAAN;Dordrecht;0,000;0,034;2013-11-28
2252386;120_9BL_7.7;BAAN;Roosendaal;6,482;6,560;2013-11-28
2252388;120_9BL_7.7;BVL;Roosendaal;6,482;6,560;2013-11-28
2252398;120_9BL_7.7;BASIS;Roosendaal;0,000;6,482;2013-11-28
2252402;036_213BV_83.8;BASIS;Gelderse Vallei;0,000;0,713;2013-11-28
2252403;036_213BV_83.8;BAAN;Gelderse Vallei;0,000;0,713;2013-11-28
2252405;036_213BV_83.8;BVL;Gelderse Vallei;0,000;0,713;2013-11-28
2252408;514_919L_17.9;BVL;Maas en Waal;0,000;0,035;2013-11-28
2252409;514_919L_17.9;BAAN;Maas en Waal;0,000;0,035;2013-11-28
2252413;514_907V_18.0;BASIS;Maas en Waal;0,000;0,100;2013-11-28
2252415;514_907V_18.0;BVL;Maas en Waal;0,000;0,100;2013-11-28
2252416;514_907V_18.0;BAAN;Maas en Waal;0,000;0,100;2013-11-28
2252420;514_915L_18.0;BASIS;Maas en Waal;0,000;0,052;2013-11-28
2252422;514_915L_18.0;BVL;Maas en Waal;0,000;0,052;2013-11-28
