ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
19219;Contractgebied;BVL;7;Alkmaar;VolkerRail;;2013-08-22
19227;Contractgebied;BVL;8;Haarlem;VolkerRail;;2013-08-19
19228;Contractgebied;BVL;82;Lisse;VolkerRail;;2013-08-19
19229;Contractgebied;BVL;11;Weesp;Strukton Rail;;2013-08-19
19230;Contractgebied;BASIS;29;Gelderse Vallei;VolkerRail;Veluwe;2013-08-02
19231;Contractgebied;BASIS;7;Alkmaar;VolkerRail;;2013-08-05
19232;Contractgebied;BAAN;8;Haarlem;VolkerRail;;2013-08-16
19233;Contractgebied;BAAN;82;Lisse;VolkerRail;;2013-08-16
19234;Contractgebied;BASIS;19;Roosendaal;VolkerRail;Zeeland;2013-08-08
19235;Contractgebied;BAAN;5;Dordrecht;Strukton Rail;;2013-08-15
19236;Contractgebied;BVL;5;Dordrecht;Strukton Rail;;2013-08-15
19237;Contractgebied;BASIS;34;Overijssel;Strukton Rail;Drenthe;2013-08-02
19238;Contractgebied;BASIS;33;Gelderland;VolkerRail;Veluwe;2013-08-02
19239;Contractgebied;BASIS;3;Rotterdam;BAM Rail;;2013-08-08
19240;Contractgebied;BASIS;18;Goes;VolkerRail;Zeeland;2013-08-08
19241;Contractgebied;BASIS;5;Dordrecht;Strukton Rail;;2013-08-08
19242;Contractgebied;BASIS;8;Haarlem;VolkerRail;;2013-08-08
19243;Contractgebied;BASIS;82;Lisse;VolkerRail;;2013-08-08
19244;Contractgebied;BASIS;2;Den Haag;BAM Rail;;2013-08-08
19245;Contractgebied;BVL;22;Geldermalsen;BAM Rail;Betuwe;2012-08-24
19246;Contractgebied;BVL;32;Twente;VolkerRail;;2013-05-13
19247;Contractgebied;BAAN;13;Utrecht;VolkerRail;;2013-08-01
19248;Contractgebied;BASIS;11;Weesp;Strukton Rail;;2013-08-02
19249;Contractgebied;BASIS;26;Maastricht;Strukton Rail;;2013-07-11
19250;Contractgebied;BAAN;26;Maastricht;Strukton Rail;;2013-07-11
19251;Contractgebied;BVL;26;Maastricht;Strukton Rail;;2013-07-11
19252;Contractgebied;BASIS;25;Roermond;Strukton Rail;;2013-07-11
19253;Contractgebied;BAAN;25;Roermond;Strukton Rail;;2013-07-11
19254;Contractgebied;BVL;25;Roermond;Strukton Rail;;2013-07-11
19255;Contractgebied;BASIS;13;Utrecht;VolkerRail;;2013-08-01
19256;Contractgebied;BAAN;14;Woerden;VolkerRail;;2012-08-17
19257;Contractgebied;BVL;14;Woerden;VolkerRail;;2012-08-17
19258;Contractgebied;BVL;13;Utrecht;VolkerRail;;2013-08-01
19259;Contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre;2012-09-20
19260;Contractgebied;BASIS;32;Twente;VolkerRail;;2013-05-13
19261;Contractgebied;BAAN;32;Twente;VolkerRail;;2013-05-13
19262;Contractgebied;BASIS;30;Achterhoek;ASSET Rail;Gelre;2013-06-17
19263;Contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;2013-06-17
19264;Contractgebied;BVL;30;Achterhoek;ASSET Rail;Gelre;2013-06-17
