ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG
2141045;614_171AR_47.8;173A/171B;W;0,035;0,052;2013-11-26;;
2141046;124_181L_3.2;181;W;0,000;0,048;2013-11-26;1:15;1,64
2141048;116_2395AL_37.5;2395A;W;0,000;0,049;2013-11-26;1:15;1,64
2141049;509_41AR_36.5;41B;W;0,090;0,119;2013-11-26;1:9;1,64
2141050;555_211BV_83.4;263A/293B;W;0,010;0,027;2013-11-26;;
2141051;508_2115R_91.6;2115;W;0,000;0,048;2013-11-26;1:15;1,64
2141053;756_53L_35.5;53;W;0,000;0,029;2013-11-26;1:9;1,64
2141054;132_477AL_47.9;477B;W;0,036;0,065;2013-11-26;1:9;1,64
2141056;478_1245R_1.8;1245/1227B;W;0,000;0,017;2013-11-26;;
2141057;924_3223AL_34.0;3243B;W;0,309;0,337;2013-11-26;1:9;1,64
2141058;950_407AL_26.8;407A/405;W;0,000;0,016;2013-11-26;;
2141060;950_1005R_39.8;1005;W;0,000;0,028;2013-11-26;1:9;1,64
2141061;609_81AR_27.9;83B;W;0,033;0,076;2013-11-26;1:15;1,64
2141062;950_111BqV_41.9;113A/111B;W;0,000;0,032;2013-11-26;;
2141063;519_85AR_47.0;85A/83B;W;0,000;0,017;2013-11-26;;
2141064;526_15BpV_4.2;17A/15B;W;0,000;0,034;2013-11-26;;
2141065;017_47R_69.7;47;W;0,000;0,029;2013-11-26;1:9;1,64
2141066;522_151R_57.4;151/149B;W;0,000;0,016;2013-11-26;;
2141068;520_49AR_28.4;49A/47B;W;0,000;0,017;2013-11-26;;
2141069;211_105AL_14.9;105B;W;0,071;0,097;2013-11-26;1:8;1,64
2141070;555_173AR_83.2;173A;W;0,000;0,029;2013-11-26;1:9;1,64
2141071;555_303AL_83.8;303A;W;0,000;0,028;2013-11-26;1:9;1,64
2141072;553_223R_21.3;227/225B;W;0,039;0,056;2013-11-26;;
2141073;054_9001L_54.0;9001;W;0,000;0,028;2013-11-26;1:9;1,64
2141074;517_183pV_0.1;199A/183;W;0,000;0,034;2013-11-26;;
2141076;586_131ApV_80.7;131A/2567B;W;0,000;0,035;2013-11-26;;
2141077;606_43BV_37.6;51A/49;W;0,013;0,030;2013-11-26;;
2141078;550_908R_25.7;908;W;0,000;0,027;2013-11-26;1:9;1,64
2141079;486_118R_204.8;118;W;0,000;0,029;2013-11-26;1:9;1,64
2141080;524_914R_70.4;914;W;0,000;0,027;2013-11-26;1:9;1,64
2141081;527_185AR_18.0;185A;W;0,000;0,028;2013-11-26;1:9;1,64
2141082;913_877R_69.4;877;W;0,000;0,024;2013-11-26;1:4.5 SYM;1,64
2141627;922_926L_18.1;926;W;0,000;0,027;2013-11-26;1:9;1,64
2141628;536_251BR_61.0;253/251B;W;0,000;0,017;2013-11-26;;
2141629;924_3551L_35.5;3549A/3551;W;0,000;0,015;2013-11-26;;
2141630;606_69R_0.2;69;W;0,000;0,048;2013-11-26;1:15;1,64
2141631;561_89AL_59.7;89B;W;0,035;0,064;2013-11-26;1:9;1,64
2141632;486_958R_74.9;958;W;0,000;0,029;2013-11-26;1:9;1,64
2141633;924_359BL_36.4;363;W;0,028;0,057;2013-11-26;1:9;1,64
2141634;603_1003L_3.6;1003;W;0,000;0,029;2013-11-26;1:9;1,64
2141635;520_115AL_0.4;115B;W;0,051;0,080;2013-11-26;1:9;1,64
2141636;828_XXXR_201.0;XXX;W;0,000;0,028;2013-11-26;1:9;1,64
2141637;586_57AR_80.3;57B;W;0,023;0,049;2013-11-26;1:8;1,64
2141638;586_7AL_80.2;7A;W;0,000;0,028;2013-11-26;1:9;1,64
2141639;087_23AR_21.9;23A/21B;W;0,000;0,017;2013-11-26;;
2141640;531_151BV_35.2;183B;W;0,219;0,248;2013-11-26;1:9;1,64
2141641;817_1239R_200.1;1239;W;0,000;0,029;2013-11-26;1:9;1,64
2141643;531_861R_33.6;861;W;0,000;0,029;2013-11-26;1:9;1,64
2141645;927_3071AL_905.4;3071A;W;0,000;0,027;2013-11-26;1:9;1,64
2141646;586_111AL_80.5;111A;W;0,000;0,028;2013-11-26;1:9;1,64
2141647;606_71BpV_0.3;73A/71B;W;0,000;0,034;2013-11-26;;
2141648;112_11AV_69.3;467A;W;2,087;2,134;2013-11-26;1:15;1,64
2141649;586_97AR_80.5;97A/95;W;0,000;0,016;2013-11-26;;
2141650;927_3081R_905.5;3083A/3085;W;0,215;0,232;2013-11-26;;
2141652;098_3803L_27.3;3803;W;0,000;0,048;2013-11-26;1:15;1,64
2141654;563_189L_57.4;191;W;0,303;0,351;2013-11-26;1:15;1,64
2141655;127_295AL_8.2;295A;W;0,000;0,048;2013-11-26;1:15;1,64
2141656;664_907AL_43.2;907A;W;0,000;0,048;2013-11-26;1:15;1,64
2141657;063_103AR_19.3;103A;W;0,000;0,028;2013-11-26;1:9;1,64
2141658;619_1259AL_34.6;1259B;W;0,065;0,113;2013-11-26;1:15;1,64
2141659;624_155BL_32.0;157;W;0,067;0,105;2013-11-26;1:12;1,64
2141660;506_171V_44.2;636B/636A;W;0,001;0,016;2013-11-26;;
2141662;087_23AR_21.9;39;W;0,430;0,478;2013-11-26;1:15;1,64
2141663;049_31R_30.9;31;W;0,000;0,038;2013-11-26;1:12;1,64
2139972;801_950L_8.2;950;W;0,000;0,029;2013-11-26;1:9;1,64
2139974;603_151AR_3.4;185/151B;W;0,024;0,041;2013-11-26;;
2139977;085_213AL_19.7;213A;W;0,000;0,028;2013-11-26;1:9;1,64
2140056;588_415AL_2.9;415A/411B;W;0,000;0,016;2013-11-26;;
2140058;517_89AR_69.4;95B;W;0,104;0,133;2013-11-26;1:9;1,64
2140059;545_91BqV_22.4;93A/91B;W;0,000;0,034;2013-11-26;;
2140060;203_367V_48.0;381;W;6,757;6,785;2013-11-26;1:9;1,64
2140061;545_918R_21.8;918;W;0,000;0,029;2013-11-26;1:9;1,64
2140062;545_901BR_22.2;901A/901B;W;0,000;0,017;2013-11-26;;
2140063;017_65AL_70.8;65A;W;0,000;0,027;2013-11-26;1:9;1,64
2140064;555_255BpV_83.5;257/255B;W;0,000;0,031;2013-11-26;;
2140065;924_347AqV_36.0;347A/347B;W;0,000;0,034;2013-11-26;;
2140066;503_907R_42.9;911;W;0,049;0,076;2013-11-26;1:9;1,64
2140067;517_163V_0.1;165;W;0,009;0,038;2013-11-26;1:9;1,64
2140068;502_243AL_100.1;243A;W;0,000;0,029;2013-11-26;1:9;1,64
2140069;531_1227AL_34.5;1227A/1253;W;0,000;0,017;2013-11-26;;
2140070;555_223ApV_83.3;223A/225B;W;0,000;0,032;2013-11-26;;
2140071;924_3271AL_34.2;3271A;W;0,000;0,027;2013-11-26;1:9;1,64
2140072;811_901L_101.0;901;W;0,000;0,029;2013-11-26;1:9;1,64
2140073;560_83AR_24.6;83A;W;0,000;0,028;2013-11-26;1:9;1,64
2140074;479_1853L_312.4;1853;W;0,000;0,028;2013-11-26;1:9;1,64
2140075;309_141R_5.3;153;W;0,506;0,538;2013-11-26;1:9;1,64
2140076;608_67L_88.9;67/65B;W;0,000;0,017;2013-11-26;;
2140077;924_3585AL_35.8;3585B;W;0,037;0,064;2013-11-26;1:9;1,64
2140078;002_385L_68.3;385;W;0,000;0,048;2013-11-26;1:15;1,64
2140080;217_69AR_35.1;69B;W;0,071;0,118;2013-11-26;1:15;1,64
2140081;470_206V_304.8;1104;W;1,320;1,349;2013-11-26;1:9;1,64
2140082;508_951pV_91.1;951/952;W;0,000;0,034;2013-11-26;;
2140083;102_1231L_1.4;1233;W;0,143;0,191;2013-11-26;1:15;1,64
2140085;664_873AR_41.8;875;W;0,041;0,070;2013-11-26;1:9;1,64
2140086;107_902L_22.9;1305/1307;W;0,593;0,610;2013-11-26;;
2140087;924_33-34L_35.3;33-34;W;0,000;0,029;2013-11-26;1:9;1,64
2140504;012_303AL_8.4;303A;W;0,000;0,047;2013-11-26;1:15;1,64
2140505;201_139BR_37.8;139B;W;0,000;0,027;2013-11-26;1:9;1,64
2140506;553_303V_22.3;313/311B;W;0,004;0,021;2013-11-26;;
2140507;203_343AR_34.5;345B;W;0,120;0,148;2013-11-26;1:9;1,64
2140508;517_79L_69.4;79;W;0,000;0,048;2013-11-26;1:15;1,64
2140509;588_353AL_1.2;353A/351B;W;0,000;0,017;2013-11-26;;
2140510;950_123R_7.1;123/121;W;0,000;0,015;2013-11-26;;
2140511;531_1329AR_34.7;1395A/1389;W;0,041;0,057;2013-11-26;;
2140512;127_475AR_73.6;475A;W;0,000;0,029;2013-11-26;1:9;1,64
2140513;817_1251V_200.1;1259A/1257;W;0,013;0,030;2013-11-26;;
2140514;926_2008L_1.6;2008;W;0,000;0,028;2013-11-26;1:9;1,64
2140515;501_177BqV_81.0;179/177B;W;0,000;0,033;2013-11-26;;
2140516;105_469R_29.5;471A;W;0,160;0,189;2013-11-26;1:9;1,64
2140518;614_5R_46.9;xxx;W;0,166;0,214;2013-11-26;1:15;1,64
2140520;470_1102L_302.8;1103;W;0,436;0,465;2013-11-26;1:9;1,64
2140521;545_203AqV_23.4;203A/205;W;0,000;0,034;2013-11-26;;
2140522;924_935R_35.9;935;W;0,000;0,028;2013-11-26;1:9;1,64
2140641;531_1205BV_34.6;1269A/1267;W;0,016;0,033;2013-11-26;;
2140642;135_203AL_11.6;203B;W;0,056;0,103;2013-11-26;1:15;1,64
2140643;926_31L_1.7;31;W;0,000;0,027;2013-11-26;1:8;1,64
2140644;606_101AR_0.8;103A/101B;W;0,019;0,036;2013-11-26;;
2140645;531_1241BL_34.7;1241B;W;0,000;0,027;2013-11-26;1:9;1,64
2140646;654_395R_48.8;395/391B;W;0,000;0,017;2013-11-26;;
2140647;542_1191AL_29.4;1193B;W;0,035;0,063;2013-11-26;1:9;1,64
2140649;534_1041AL_45.5;1041A;W;0,000;0,029;2013-11-26;1:9;1,64
2140650;531_1207AR_34.5;1207A/1275;W;0,000;0,017;2013-11-26;;
2140651;201_925AqV_37.7;925A/925B;W;0,000;0,034;2013-11-26;;
2140652;035_157AR_60.7;157A;W;0,000;0,046;2013-11-26;1:15;1,64
2140653;525_499AR_79.2;499A;W;0,000;0,043;2013-11-26;1:15 SYM;1,64
2140654;603_103AL_2.9;103A;W;0,000;0,027;2013-11-26;1:9;1,64
2140655;133_1083AR_15.1;1083A;W;0,000;0,048;2013-11-26;1:15;1,64
2140656;017_63AR_70.7;63A;W;0,000;0,029;2013-11-26;1:9;1,64
2141083;020_5L_60.3;5;W;0,000;0,029;2013-11-26;1:9;1,64
2141084;558_1005AR_58.5;1005A;W;0,000;0,048;2013-11-26;1:15;1,64
2141085;609_13AL_29.2;15;W;0,055;0,103;2013-11-26;1:15;1,64
2141086;558_1005AL_58.5;1021B;W;0,337;0,437;2013-11-26;1:34.7;2,84
2141087;094_1069AV_3.3;1081;W;0,409;0,456;2013-11-26;1:15;1,64
2141088;479_1707L_304.3;1843;W;7,829;7,861;2013-11-26;1:9;1,64
2141089;542_1277BpV_30.0;1281/1277B;W;0,000;0,031;2013-11-26;;
2141090;935_205AR_18.9;207B;W;0,299;0,326;2013-11-26;1:9;1,64
2141091;609_79BR_27.9;79B/81A;W;0,000;0,016;2013-11-26;;
2141093;201_85L_21.7;91;W;0,577;0,606;2013-11-26;1:9;1,64
2141094;586_365AR_81.1;365B;W;0,066;0,095;2013-11-26;1:9;1,64
2141096;586_145AL_80.8;145B;W;0,020;0,048;2013-11-26;1:9;1,64
2141098;093_72R_9.1;72;W;0,000;0,029;2013-11-26;1:9;1,64
2141099;917_971R_78.6;971;W;0,000;0,028;2013-11-26;1:9;1,64
2141100;803_54V_103.3;82A/83;W;0,419;0,436;2013-11-26;;
2141101;520_135BR_0.7;137/135B;W;0,000;0,017;2013-11-26;;
2141102;654_405AL_49.6;405B;W;0,024;0,053;2013-11-26;1:9;1,64
2141103;545_905R_22.0;905;W;0,000;0,027;2013-11-26;1:9;1,64
2141104;520_971L_0.6;972;W;0,336;0,365;2013-11-26;1:9;1,64
2141105;527_43AR_16.6;43A;W;0,000;0,028;2013-11-26;1:9;1,64
2141106;557_85L_500.2;85;W;0,000;0,025;2013-11-26;1:7;1,64
2141107;133_1111L_18.2;1113B;W;0,262;0,309;2013-11-26;1:15;1,64
2141108;504_85AR_18.7;85A;W;0,000;0,029;2013-11-26;1:9;1,64
2141226;087_55AR_24.1;83B;W;1,814;1,861;2013-11-26;1:15;1,64
2141229;079_169AR_14.4;169B;W;0,033;0,062;2013-11-26;1:9;1,64
2141230;073_1119AR_1.3;1119A;W;0,000;0,028;2013-11-26;1:9;1,64
2141231;924_05-07V_35.3;05-11;W;0,005;0,033;2013-11-26;1:9;1,64
2141232;527_35R_16.5;35;W;0,000;0,048;2013-11-26;1:15;1,64
2141233;028_1025R_52.8;1025;W;0,000;0,029;2013-11-26;1:9;1,64
2141234;603_902R_4.1;903A/903B;W;0,265;0,282;2013-11-26;;
2141235;924_05-07R_35.3;05-07;W;0,000;0,027;2013-11-26;1:9;1,64
2141236;586_277AR_81.2;277A/385B;W;0,000;0,016;2013-11-26;;
2141664;531_1253AL_34.5;1253A/1251;W;0,000;0,017;2013-11-26;;
2141665;203_391R_55.1;391;W;0,000;0,027;2013-11-26;1:9;1,64
2141667;520_153AL_0.8;259B;W;1,760;1,808;2013-11-26;1:15;1,64
2141668;478_1227BpV_1.8;1245/1227B;W;0,000;0,034;2013-11-26;;
2141671;664_897AR_42.8;897B;W;0,058;0,106;2013-11-26;1:15;1,64
2141672;132_293AL_40.2;293A;W;0,000;0,029;2013-11-26;1:9;1,64
2141673;588_824R_1.8;824;W;0,000;0,029;2013-11-26;1:9;1,64
2141674;133_1163BV_19.8;1165B;W;0,002;0,030;2013-11-26;1:9;1,64
2141675;625_269L_15.5;267B/269;W;0,000;0,017;2013-11-26;;
2141676;935_209R_19.3;209/217B;W;0,000;0,017;2013-11-26;;
2141677;543_175BpV_45.4;177A/175B;W;0,000;0,031;2013-11-26;;
2141678;534_1055AL_45.5;1055B;W;0,037;0,064;2013-11-26;1:9;1,64
2141679;543_165AR_45.1;165B;W;0,036;0,064;2013-11-26;1:9;1,64
2141680;950_W1-4V_9.0;803B;W;0,736;0,765;2013-11-26;1:9;1,64
2141681;543_209L_46.1;209;W;0,000;0,027;2013-11-26;1:9;1,64
2141682;035_131AL_52.0;145B;W;0,969;0,998;2013-11-26;1:9;1,64
2141683;501_75AR_80.4;75A;W;0,000;0,028;2013-11-26;1:9;1,64
2141684;087_1BL_21.1;1B;W;0,000;0,033;2013-11-26;1:9;1,64
2141685;618_191AR_50.8;191A;W;0,000;0,032;2013-11-26;1:9;1,64
2141686;666_4223L_105.0;4227;W;0,062;0,115;2013-11-26;1:18.5;1,12
2141687;552_227AV_82.5;229A;W;0,017;0,065;2013-11-26;1:15;1,64
2141688;468_482R_400.5;501;W;0,684;0,710;2013-11-26;1:7;1,64
2141689;545_181AR_23.3;217A/219;W;0,382;0,399;2013-11-26;;
2141690;508_2081R_91.3;2081;W;0,000;0,029;2013-11-26;1:9;1,64
2141691;017_63AL_70.7;63B;W;0,037;0,064;2013-11-26;1:9;1,64
2141692;950_133R_7.2;671;W;0,137;0,164;2013-11-26;1:9;1,64
2141693;608_21AR_87.6;21A;W;0,000;0,032;2013-11-26;1:9;1,64
2141694;562_161R_61.2;231B;W;5,441;5,489;2013-11-26;1:15;1,64
2141814;504_904R_17.5;909;W;0,563;0,590;2013-11-26;1:9;1,64
2141815;950_914R_17.2;914;W;0,000;0,029;2013-11-26;1:9;1,64
2141816;163_1043AL_44.4;1043A/1043;W;0,000;0,016;2013-11-26;;
2141817;517_41AL_69.0;41A/35B;W;0,000;0,017;2013-11-26;;
2140088;513_133AR_26.1;133A/123B;W;0,000;0,017;2013-11-26;;
2140089;506_569ApV_43.6;569A/569B;W;0,000;0,032;2013-11-26;;
2140091;485_52R_100.8;52;W;0,000;0,027;2013-11-26;1:9;1,64
2140092;517_225AR_0.3;225A/223;W;0,000;0,017;2013-11-26;;
2140093;479_1647L_300.6;1647;W;0,000;0,029;2013-11-26;1:9;1,64
2140094;654_405AL_49.6;405A/403B;W;;0,017;2013-11-26;;
2140252;514_15AR_18.1;17;W;0,123;0,170;2013-11-26;1:15;1,64
2140253;514_61AL_17.5;61A;W;0,000;0,032;2013-11-26;1:9;1,64
2140254;543_925R_45.5;925;W;0,000;0,027;2013-11-26;1:9;1,64
2140256;545_924L_22.3;927;W;0,094;0,123;2013-11-26;1:9;1,64
2140257;083_257AR_7.8;257A;W;0,000;0,028;2013-11-26;1:9;1,64
2140258;603_93L_2.6;93;W;0,000;0,029;2013-11-26;1:9;1,64
2140260;121_2359L_233.6;2359;W;0,000;0,099;2013-11-26;1:34.7;2,84
2140262;132_473pV_47.9;473/475A;W;0,000;0,032;2013-11-26;;
2140263;937_28R_68.5;28;W;0,000;0,029;2013-11-26;1:9;1,64
2140264;618_67L_51.5;903;W;1,039;1,066;2013-11-26;1:9;1,64
2140266;094_1067AL_3.4;1067B;W;0,055;0,102;2013-11-26;1:15;1,64
2140267;518_121L_63.6;125/127B;W;0,072;0,088;2013-11-26;;
2140268;119_233R_17.4;233;W;0,000;0,099;2013-11-26;1:34.7;2,84
2140269;614_213AR_48.2;229A/227B;W;0,242;0,258;2013-11-26;;
2140270;503_167AR_42.4;929B/929A;W;0,171;0,188;2013-11-26;;
2140271;105_485AR_30.0;485B;W;0,182;0,229;2013-11-26;1:15;1,64
2140272;950_351L_17.5;383;W;0,790;0,819;2013-11-26;1:9;1,64
2140273;525_497AR_79.2;497A;W;0,000;0,048;2013-11-26;1:15;1,64
2140274;543_906L_45.4;906;W;0,000;0,029;2013-11-26;1:9;1,64
2140275;666_4247V_49.0;4313;W;15,367;15,420;2013-11-26;1:18.5;1,12
2140277;531_1221AL_34.4;1223A/1221;W;0,028;0,045;2013-11-26;;
2140278;070_305AR_26.0;317B;W;0,901;0,928;2013-11-26;1:9;1,64
2140279;586_89AR_80.5;89B;W;0,022;0,050;2013-11-26;1:9;1,64
2140281;017_27R_61.4;27;W;0,000;0,029;2013-11-26;1:9;1,64
2140282;624_213AR_32.7;213B;W;0,031;0,060;2013-11-26;1:9;1,64
2140283;924_3569R_35.4;3573;W;0,310;0,338;2013-11-26;1:9;1,64
2140657;073_1103AR_0.7;1103B;W;0,035;0,063;2013-11-26;1:9;1,64
2140658;653_5L_101.9;27B;W;0,680;0,712;2013-11-26;1:9;1,64
2140660;467_5V_20.2;015;W;0,180;0,206;2013-11-26;1:9;1,64
2140661;626_15BR_32.3;17A/15B;W;0,000;0,016;2013-11-26;;
2140662;478_1243L_1.8;1243/1229;W;0,000;0,017;2013-11-26;;
2140663;107_133AL_12.0;133B;W;0,031;0,060;2013-11-26;1:9;1,64
2140664;614_223BpV_48.4;225A/223B;W;0,000;0,031;2013-11-26;;
2140665;514_107AL_17.1;107A;W;0,000;0,028;2013-11-26;1:9;1,64
2140666;586_265L_81.1;265;W;0,000;0,026;2013-11-26;1:9;1,64
2140667;531_1355ApV_34.6;1355A/1359;W;0,000;0,034;2013-11-26;;
2140668;938_4509qV_0.2;4511/4509;W;0,000;0,031;2013-11-26;;
2140669;620_53L_42.1;53;W;0,000;0,029;2013-11-26;1:9;1,64
2140670;924_2367AR_36.5;2367B;W;0,104;0,133;2013-11-26;1:9;1,64
2140671;927_3325BpV_904.8;3327A/3325;W;0,000;0,034;2013-11-26;;
2140673;513_141BR_26.3;141B;W;0,000;0,028;2013-11-26;1:9;1,64
2140674;531_1389AR_34.7;1395A/1389;W;0,037;0,053;2013-11-26;;
2140675;534_1015R_44.9;1015;W;0,000;0,047;2013-11-26;1:15;1,64
2140677;524_245L_69.8;245;W;0,000;0,043;2013-11-26;1:15 SYM;1,64
2140678;514_19BV_17.6;31;W;0,006;0,034;2013-11-26;1:9;1,64
2140679;560_79L_24.7;83B/65;W;0,129;0,145;2013-11-26;;
2140836;950_105pV_41.8;109A/105;W;0,000;0,032;2013-11-26;;
2140837;822_7207R_102.5;7211;W;0,341;0,369;2013-11-26;1:9;1,64
2140839;545_909R_21.8;909;W;0,000;0,029;2013-11-26;1:9;1,64
2140840;071_9L_19.6;9;W;0,000;0,028;2013-11-26;1:9;1,64
2140841;664_897BL_42.9;897B;W;0,000;0,048;2013-11-26;1:15;1,64
2140842;603_83L_2.5;83/81B;W;0,000;0,016;2013-11-26;;
2140843;611_3L_105.2;3;W;0,000;0,047;2013-11-26;1:15;1,64
2140844;506_113V_44.0;115;W;0,021;0,053;2013-11-26;1:9;1,64
2140845;504_905L_17.5;908;W;0,370;0,397;2013-11-26;1:9;1,64
2140846;528_37AL_28.7;37A;W;0,000;0,029;2013-11-26;1:9;1,64
2140847;094_1105AL_1.9;1105A;W;0,000;0,048;2013-11-26;1:15;1,64
2140848;009_115AR_148.1;131B;W;1,271;1,300;2013-11-26;1:9;1,64
2141237;476_93V_202.2;95;W;0,009;0,037;2013-11-26;1:9;1,64
2141239;564_1341L_23.7;1341/1343;W;0,000;0,017;2013-11-26;;
2141240;542_504R_29.6;504;W;0,000;0,029;2013-11-26;1:9;1,64
2141241;614_231BR_48.6;233A/197;W;0,117;0,134;2013-11-26;;
2141243;486_953L_75.1;953;W;0,000;0,029;2013-11-26;1:9;1,64
2141244;551_139V_22.6;141;W;0,016;0,044;2013-11-26;1:9;1,64
2141245;121_2357L_233.3;2357;W;0,000;0,137;2013-11-26;1:39.1;3,64
2141246;545_101AL_22.4;101A;W;0,000;0,048;2013-11-26;1:15;1,64
2141248;522_901L_57.3;901;W;0,000;0,029;2013-11-26;1:9;1,64
2141249;133_1163AL_19.7;1163A;W;0,000;0,029;2013-11-26;1:9;1,64
2141250;529_3647L_23.0;3647;W;0,000;0,048;2013-11-26;1:15;1,64
2141251;531_861L_33.6;861;W;0,000;0,029;2013-11-26;1:9;1,64
2141252;618_131AL_50.9;131B;W;0,041;0,073;2013-11-26;1:9;1,64
2141253;519_25L_46.1;77A/75;W;0,710;0,725;2013-11-26;;
2141255;545_91AR_22.3;109A/107B;W;0,311;0,328;2013-11-26;;
2141256;950_225L_7.7;225;W;0,000;0,029;2013-11-26;1:9;1,64
2141257;519_27AR_46.1;27B;W;0,033;0,058;2013-11-26;1:8 SYM;1,71
2141258;608_25R_87.7;27A/25;W;0,000;0,016;2013-11-26;;
2141259;950_610ApV_6.4;610A/610B;W;0,000;0,031;2013-11-26;;
2141260;950_925R_17.4;928;W;0,236;0,265;2013-11-26;1:9;1,64
2141261;490_333L_176.3;333;W;0,000;0,029;2013-11-26;1:9;1,64
2141263;115_53AR_11.5;53A;W;0,000;0,039;2013-11-26;1:12;1,64
2141264;512_4483V_89.4;4485;W;0,075;0,128;2013-11-26;1:18.5;1,12
2141421;116_1373AL_32.9;1373B;W;0,079;0,123;2013-11-26;1:15 SYM;1,64
2141422;083_253AR_7.5;253A;W;0,000;0,027;2013-11-26;1:9;1,64
2141423;624_189AL_32.3;207B;W;0,269;0,308;2013-11-26;1:12;1,64
2141424;950_323L_17.2;323;W;0,000;0,029;2013-11-26;1:9;1,64
2141425;564_969R_23.7;968/969;W;0,000;0,017;2013-11-26;;
2141426;502_251AL_100.4;275B;W;0,673;0,702;2013-11-26;1:9;1,64
2141428;009_145AL_154.1;145A;W;0,000;0,029;2013-11-26;1:9;1,64
2141429;073_1207AL_21.8;1215B;W;0,191;0,238;2013-11-26;1:15;1,64
2141430;531_831qV_33.6;831/835;W;0,000;0,033;2013-11-26;;
2141818;539_53AL_79.1;55A/53B;W;0,033;0,050;2013-11-26;;
2141820;116_1363L_32.8;1363;W;0,000;0,047;2013-11-26;1:15;1,64
2141821;560_1237AL_25.0;1237A;W;0,000;0,028;2013-11-26;1:9;1,64
2141822;536_299R_61.4;311B;W;0,081;0,113;2013-11-26;;
2141823;504_93R_18.7;93/91;W;0,000;0,018;2013-11-26;;
2141825;564_960V_24.2;961;W;0,013;0,040;2013-11-26;1:9;1,64
2141826;479_1633R_300.5;1633;W;0,000;0,028;2013-11-26;1:9;1,64
2141827;133_1103AL_18.3;1107B;W;0,086;0,132;2013-11-26;1:15;1,64
2141828;603_151BqV_3.4;185/151B;W;0,000;0,034;2013-11-26;;
2141829;913_857L_69.2;857;W;0,000;0,029;2013-11-26;1:9;1,64
2141830;614_225AR_48.4;225A/223B;W;0,000;0,016;2013-11-26;;
2141831;938_4507R_0.1;4511/4509;W;0,025;0,040;2013-11-26;;
2141832;667_1005R_402.4;2429;W;2,342;2,442;2013-11-26;;
2141833;902_916L_22.1;916;W;0,000;0,027;2013-11-26;1:9;1,64
2141836;135_914AL_45.7;914A/914B;W;0,000;0,015;2013-11-26;;
2141837;553_229AR_21.3;229A;W;0,000;0,029;2013-11-26;1:9;1,64
2141839;516_906R_1.9;906;W;0,000;0,028;2013-11-26;1:9 SYM;1,64
2141840;017_9BR_49.4;435A;W;8,515;8,563;2013-11-26;1:15;1,64
2141841;606_105AL_0.9;107B;W;0,025;0,052;2013-11-26;1:9;1,64
2141842;555_327R_84.2;365/363;W;0,053;0,075;2013-11-26;;
2141843;588_803R_1.6;803;W;0,000;0,027;2013-11-26;1:9;1,64
2141844;485_56L_150.0;56;W;0,000;0,029;2013-11-26;1:9;1,64
2141845;504_23AL_17.4;25/23B;W;0,035;0,051;2013-11-26;;
2141846;474_1L_200.5;1;W;0,000;0,025;2013-11-26;1:7;1,64
2141847;514_113AL_16.9;113A;W;0,000;0,028;2013-11-26;1:9;1,64
2141848;614_205BR_48.3;203/205B;W;0,000;0,017;2013-11-26;;
2141849;935_205BR_19.0;205B;W;0,000;0,029;2013-11-26;1:9;1,64
2141850;551_103AL_21.6;103B;W;0,031;0,060;2013-11-26;1:9;1,64
2141851;115_103AL_22.1;103A;W;0,000;0,048;2013-11-26;1:15;1,64
2142008;614_223BR_48.4;225A/223B;W;0,000;0,016;2013-11-26;;
2142010;586_295AR_81.2;295A;W;0,000;0,032;2013-11-26;;
2142011;588_825L_1.8;825;W;0,000;0,029;2013-11-26;1:9;1,64
2140285;586_153AL_80.8;153A/151B;W;0,000;0,015;2013-11-26;;
2140286;555_337BV_84.2;347;W;0,100;0,138;2013-11-26;1:12;1,64
2140287;924_3289L_34.3;3517;W;0,826;0,855;2013-11-26;1:9;1,64
2140288;133_1159AL_19.3;1159B;W;0,049;0,087;2013-11-26;1:12;1,64
2140289;115_11AL_5.5;11B;W;0,018;0,045;2013-11-26;1:9;1,64
2140290;940_377R_43.1;377;W;0,000;0,029;2013-11-26;1:9;1,64
2140291;129_9L_29.9;9;W;0,000;0,029;2013-11-26;1:9;1,64
2140292;542_1155AL_29.0;1155A;W;0,000;0,029;2013-11-26;1:9;1,64
2140293;084_29AL_15.1;29A;W;0,000;0,025;2013-11-26;1:7;1,64
2140294;553_237AL_21.4;237B;W;0,034;0,062;2013-11-26;1:9;1,64
2140295;585_1187L_8.3;1187;W;0,000;0,099;2013-11-26;1:34.7;2,84
2140296;518_103BR_63.3;105A;W;0,104;0,133;2013-11-26;1:9;1,64
2140297;467_018L_101.8;018;W;0,000;0,027;2013-11-26;1:9;1,64
2140298;046_201AR_34.6;201A;W;0,000;0,029;2013-11-26;1:9;1,64
2140299;514_141AR_16.6;143/141A;W;0,000;0,016;2013-11-26;;
2140301;620_57L_42.2;55A/57;W;0,000;0,017;2013-11-26;;
2140302;517_91BpV_69.5;95A/91B;W;0,000;0,034;2013-11-26;;
2140303;817_975V_200.3;1265/1259B;W;0,023;0,040;2013-11-26;;
2140304;609_239L_28.1;239;W;0,000;0,029;2013-11-26;1:9;1,64
