ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
139573663;161_2675L_31.7;BASIS;Gelderland;0,000;0,531;2018-06-09
139573664;161_2675L_31.7;BAAN;Gelderland;0,000;0,531;2018-06-09
139573668;161_2675L_31.7;BVL;Weesp;0,000;0,531;2018-06-09
139573229;924_2305BV_524.9;BASIS;Europoort;0,000;0,006;2018-06-09
139573230;924_2305BV_524.9;BAAN;Europoort;0,000;0,006;2018-06-09
139573223;100_2021AL_2.9;BASIS;Woerden;0,000;0,106;2018-06-09
139573224;100_2021AL_2.9;BAAN;Woerden;0,000;0,106;2018-06-09
139573232;924_2305BV_524.9;BVL;Europoort;0,000;0,006;2018-06-09
139573236;508_813V_90.9;BAAN;Achterhoek;0,000;0,039;2018-06-09
139573238;508_813V_90.9;BVL;Achterhoek;0,000;0,039;2018-06-09
139573242;508_813V_90.9;BASIS;Achterhoek;0,000;0,039;2018-06-09
139573243;508_859qV_91.1;BAAN;Achterhoek;0,000;0,034;2018-06-09
139573374;161_2675L_31.7;BVL;Gelderland;0,531;3,647;2018-06-09
139573670;074_1293AR_35.9;BVL;Heerhugowaard;0,000;0,083;2018-06-09
139573674;074_1293AR_35.9;BASIS;Heerhugowaard;0,000;0,083;2018-06-09
139573675;074_1293AL_35.9;BAAN;Heerhugowaard;0,190;0,193;2018-06-09
139573677;074_1293AL_35.9;BVL;Heerhugowaard;0,190;0,193;2018-06-09
139573681;074_1293AL_35.9;BASIS;Alkmaar;0,190;0,193;2018-06-09
139573682;074_1293AL_35.9;BAAN;Heerhugowaard;0,000;0,190;2018-06-09
139573684;074_1293AL_35.9;BVL;Heerhugowaard;0,000;0,190;2018-06-09
139573688;074_1293AL_35.9;BASIS;Heerhugowaard;0,000;0,190;2018-06-09
139573689;508_813R_90.9;BAAN;Achterhoek;0,000;0,347;2018-06-09
139573691;508_813R_90.9;BVL;Achterhoek;0,000;0,347;2018-06-09
139573669;950_931L_11.5;BASIS;Europoort;0,000;0,125;2018-06-09
139573249;508_803V_90.9;BASIS;Achterhoek;0,000;0,048;2018-06-09
139573245;508_859qV_91.1;BVL;Achterhoek;0,000;0,034;2018-06-09
139573250;508_821L_90.9;BAAN;Achterhoek;0,000;0,323;2018-06-09
139573252;508_821L_90.9;BVL;Achterhoek;0,000;0,323;2018-06-09
139573256;508_821L_90.9;BASIS;Achterhoek;0,000;0,323;2018-06-09
139573257;508_821V_90.9;BAAN;Achterhoek;0,000;0,044;2018-06-09
139574262;118_13L_84.5;BAAN;Dordrecht;0,000;0,983;2018-06-09
139574263;118_13L_84.5;BASIS;Dordrecht;0,000;0,983;2018-06-09
139574265;118_13L_84.5;BVL;Dordrecht;0,000;0,983;2018-06-09
139574269;118_13R_84.5;BAAN;Dordrecht;0,000;0,983;2018-06-09
139574270;118_13R_84.5;BASIS;Dordrecht;0,000;0,983;2018-06-09
139574439;479_1709V_304.4;BVL;Europoort;0,000;0,415;2018-06-09
139574443;478_1517L_0.8;BASIS;Europoort;0,000;0,910;2018-06-09
