ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
139982007;093_1003AR_6.2;1003A;W;0,000;0,048;2018-06-14;1:15;1,33;1003A;1003A;WISSEL;WISSEL
139982008;586_315V_81.3;325B;W;0,085;0,111;2018-06-14;1:8;1,33;325B;325B;WISSEL;WISSEL
139982010;540_151AR_81.4;151B;W;0,044;0,083;2018-06-14;1:12;1,33;151B;151B;WISSEL;WISSEL
139982011;927_3071AL_905.4;3073B;W;0,037;0,064;2018-06-14;1:9;1,33;3073B;3073B;WISSEL;WISSEL
139982012;950_101R_6.8;435;W;0,024;0,056;2018-06-14;1:9;1,33;435;435;WISSEL;WISSEL
139982013;468_482R_400.5;482;W;0,000;0,025;2018-06-14;1:7;1,33;482;482;WISSEL;WISSEL
139982014;539_55AL_79.1;57A/55B;W;0,031;0,049;2018-06-14;1:9;7,17;57A/55B;57A/55B;WISSEL;WISSEL
139982015;588_359R_1.2;359;W;0,000;0,039;2018-06-14;1:12;1,33;359;359;WISSEL;WISSEL
139982016;626_13AR_32.3;25A/13B;W;0,112;0,128;2018-06-14;1:9;7,17;25A/13B;25A/13B;WISSEL;WISSEL
139982017;522_173AL_57.7;173A;W;0,000;0,029;2018-06-14;1:9;1,33;173A;173A;WISSEL;WISSEL
139982018;531_2785L_35.8;2787;W;0,090;0,119;2018-06-14;1:9;1,33;2787;2787;WISSEL;WISSEL
139982019;035_117BV_46.8;131B;W;5,283;5,311;2018-06-14;1:9;1,33;131B;131B;WISSEL;WISSEL
139982020;924_972R_34.5;972;W;0,000;0,029;2018-06-14;1:7;1,33;972;972;WISSEL;WISSEL
139982021;508_853R_91.0;853/851;W;0,000;0,017;2018-06-14;1:9;7,17;853/851;853/851;WISSEL;WISSEL
139982022;924_06-07L_35.3;3317;W;0,908;0,937;2018-06-14;1:9;1,33;3317;3317;WISSEL;WISSEL
139982023;135_2067L_42.9;2067;W;0,000;0,048;2018-06-14;1:15;1,33;2067;2067;WISSEL;WISSEL
139982024;506_113V_44.0;115;W;0,021;0,053;2018-06-14;1:9;1,33;115;115;WISSEL;WISSEL
139982487;121_2345R_232.6;2345;W;0,000;0,029;2018-06-14;1:9;1,33;2345;2345;WISSEL;WISSEL
139982489;124_901V_100.0;903;W;0,008;0,036;2018-06-14;1:9;1,33;903;903;WISSEL;WISSEL
139982490;011_66V_69.0;329;W;0,323;0,352;2018-06-14;1:9;1,33;329;329;WISSEL;WISSEL
139982491;506_77AR_43.8;77A;W;0,000;0,027;2018-06-14;1:9;1,33;77A;77A;WISSEL;WISSEL
139982493;553_239L_21.3;245B;W;0,126;0,155;2018-06-14;1:9;1,33;245B;245B;WISSEL;WISSEL
139982498;950_663R_7.5;663;W;0,000;0,027;2018-06-14;1:9;1,33;663;663;WISSEL;WISSEL
139982499;128_55AR_13.2;55A;W;0,000;0,048;2018-06-14;1:15;1,33;55A;55A;WISSEL;WISSEL
139982501;520_1003L_36.7;1003;W;0,000;0,029;2018-06-14;1:9;1,33;1003;1003;WISSEL;WISSEL
139982502;486_912AR_75.8;944;W;0,153;0,181;2018-06-14;1:9;1,33;944;944;WISSEL;WISSEL
139982503;563_175AR_57.3;175A;W;0,000;0,029;2018-06-14;1:9;1,33;175A;175A;WISSEL;WISSEL
139982504;531_863pV_1.5;863/865;W;0,000;0,034;2018-06-14;1:9;7,17;863/865;863/865;WISSEL;WISSEL
139982506;531_883L_1.4;883;W;0,000;0,029;2018-06-14;1:9;1,33;883;883;WISSEL;WISSEL
139982507;437_957R_0.8;957;W;0,000;0,029;2018-06-14;1:9;1,33;957;957;WISSEL;WISSEL
139982509;555_523AqV_83.3;523B/523A;W;0,000;0,032;2018-06-14;1:9;7,17;523B/523A;523B/523A;WISSEL;WISSEL
139982510;805_515R_100.0;515;W;0,000;0,029;2018-06-14;1:9;1,33;515;515;WISSEL;WISSEL
139982511;470_185R_305.8;186;W;0,037;0,064;2018-06-14;1:9;1,33;186;186;WISSEL;WISSEL
139982512;070_307R_25.9;307;W;0,000;0,028;2018-06-14;1:9;1,33;307;307;WISSEL;WISSEL
139982513;653_905R_102.1;905;W;0,000;0,028;2018-06-14;1:9;1,33;905;905;WISSEL;WISSEL
139982514;563_167AL_56.8;167B;W;0,056;0,103;2018-06-14;1:15;1,33;167B;167B;WISSEL;WISSEL
139982515;520_115AR_0.4;207;W;0,628;0,656;2018-06-14;1:9;1,33;207;207;WISSEL;WISSEL
139982517;557_3AL_28.1;3A;W;0,000;0,029;2018-06-14;1:9;1,33;3A;3A;WISSEL;WISSEL
139982518;553_923R_21.5;923;W;0,000;0,026;2018-06-14;1:8;1,33;923;923;WISSEL;WISSEL
139982519;114_407AL_54.0;407A;W;0,000;0,039;2018-06-14;1:12;1,33;407A;407A;WISSEL;WISSEL
139982520;531_2591L_34.6;2593;W;0,040;0,069;2018-06-14;1:9;1,33;2593;2593;WISSEL;WISSEL
139982521;506_564R_43.6;564;W;0,000;0,029;2018-06-14;1:9;1,33;564;564;WISSEL;WISSEL
139982522;514_51AL_65.3;51A/49B;W;0,000;0,016;2018-06-14;1:9;7,17;51A/49B;51A/49B;WISSEL;WISSEL
139986516;544_1131AR_1.4;1131B;W;0,040;0,069;2018-06-14;1:9;1,33;1131B;1131B;WISSEL;WISSEL
139986517;586_377R_81.4;379A;W;0,032;0,064;2018-06-14;1:9;1,33;379A;379A;WISSEL;WISSEL
139986519;603_1014L_3.5;1014;W;0,000;0,029;2018-06-14;1:9;1,33;1014;1014;WISSEL;WISSEL
139986520;924_2331AL_35.0;2331B;W;0,039;0,067;2018-06-14;1:9;1,33;2331B;2331B;WISSEL;WISSEL
139986521;155_4453R_88.1;4631/4629;W;0,124;0,140;2018-06-14;1:9;7,17;4631/4629;4631/4629;WISSEL;WISSEL
139986522;503_193AL_40.8;193A;W;0,000;0,047;2018-06-14;1:15;1,33;193A;193A;WISSEL;WISSEL
139987107;924_37-38L_35.3;37-38;W;0,000;0,029;2018-06-14;1:9;1,33;37-38;37-38;WISSEL;WISSEL
139987108;127_393AL_48.5;393B;W;0,037;0,064;2018-06-14;1:9;1,33;393B;393B;WISSEL;WISSEL
139987109;534_1053BL_45.6;1053B;W;0,000;0,028;2018-06-14;1:9;1,33;1053B;1053B;WISSEL;WISSEL
139987110;924_44-45R_35.3;3445;W;0,965;0,994;2018-06-14;1:9;1,33;3445;3445;WISSEL;WISSEL
139987111;011_16L_68.0;16;W;0,000;0,027;2018-06-14;1:9;1,33;16;16;WISSEL;WISSEL
139987112;560_59AR_24.8;55B/59A;W;0,000;0,017;2018-06-14;1:9;7,17;55B/59A;55B/59A;WISSEL;WISSEL
139987113;950_901V_16.6;904;W;0,053;0,081;2018-06-14;1:9;1,33;904;904;WISSEL;WISSEL
139987114;107_171BR_18.7;173;W;0,125;0,173;2018-06-14;1:15;1,33;173;173;WISSEL;WISSEL
139987115;135_2065R_42.9;2069;W;0,087;0,135;2018-06-14;1:15;1,33;2069;2069;WISSEL;WISSEL
139987116;508_2049R_91.1;2049;W;0,000;0,029;2018-06-14;1:9;1,33;2049;2049;WISSEL;WISSEL
139987117;527_103R_17.3;103/101B;W;0,000;0,018;2018-06-14;1:10;1,33;103/101B;103/101B;WISSEL;WISSEL
139987118;586_155AR_80.7;155A;W;0,000;0,027;2018-06-14;1:9;1,33;155A;155A;WISSEL;WISSEL
139987119;924_912R_33.6;912;W;0,000;0,027;2018-06-14;1:9;1,33;912;912;WISSEL;WISSEL
139987120;055_459AL_38.7;459A;W;0,000;0,028;2018-06-14;1:9;1,33;459A;459A;WISSEL;WISSEL
139987121;531_2325R_1.1;2325;W;0,000;0,029;2018-06-14;1:9;1,33;2325;2325;WISSEL;WISSEL
139987122;508_2019L_90.4;2021;W;0,054;0,103;2018-06-14;1:15;1,33;2021;2021;WISSEL;WISSEL
139987123;054_1003AL_57.3;1007B;W;0,215;0,263;2018-06-14;1:15;1,33;1007B;1007B;WISSEL;WISSEL
139987124;047_35AL_41.9;35A;W;0,000;0,027;2018-06-14;1:9;1,33;35A;35A;WISSEL;WISSEL
139987125;603_167AL_3.8;167A/165;W;0,000;0,017;2018-06-14;1:9;7,17;167A/165;167A/165;WISSEL;WISSEL
139987126;588_353BL_1.3;355A;W;0,031;0,060;2018-06-14;1:9;1,33;355A;355A;WISSEL;WISSEL
139986025;857_14R_1.3;14;W;0,000;0,025;2018-06-14;1:7;1,33;14;14;WISSEL;WISSEL
139986027;514_77BV_17.3;87/85A;W;0,049;0,066;2018-06-14;1:9;7,17;87/85A;87/85A;WISSEL;WISSEL
139986028;026_231BpV_26.0;233A/231B;W;0,000;0,032;2018-06-14;1:9;7,17;233A/231B;233A/231B;WISSEL;WISSEL
139986031;073_1101AR_0.7;1101A;W;0,000;0,027;2018-06-14;1:9;1,33;1101A;1101A;WISSEL;WISSEL
139987226;516_941BR_75.1;941A/941B;W;0,000;0,016;2018-06-14;1:9;7,17;941A/941B;941A/941B;WISSEL;WISSEL
139987227;618_115AL_51.1;113/115A;W;0,000;0,017;2018-06-14;1:9;7,17;113/115A;113/115A;WISSEL;WISSEL
139987228;527_61BV_16.9;85B;W;0,281;0,309;2018-06-14;1:9;1,33;85B;85B;WISSEL;WISSEL
139987229;135_904AL_45.0;904A/904B;W;0,000;0,016;2018-06-14;1:9;7,17;904A/904B;904A/904B;WISSEL;WISSEL
139987230;478_1031L_0.3;1031;W;0,000;0,032;2018-06-14;1:9;1,33;1031;1031;WISSEL;WISSEL
139987231;503_133BL_42.9;133B/907;W;0,000;0,017;2018-06-14;1:9;7,17;133B/907;133B/907;WISSEL;WISSEL
139987232;520_215qV_1.2;217A/215;W;0,000;0,034;2018-06-14;1:9;7,17;217A/215;217A/215;WISSEL;WISSEL
139987233;586_381BpV_81.1;385A/381B;W;0,000;0,031;2018-06-14;1:9;7,17;385A/381B;385A/381B;WISSEL;WISSEL
139987234;517_45AR_69.1;45A;W;0,000;0,033;2018-06-14;1:9;1,33;45A;45A;WISSEL;WISSEL
139987235;924_913L_33.7;913;W;0,000;0,028;2018-06-14;1:9;1,33;913;913;WISSEL;WISSEL
139987236;542_1267AL_29.9;1277A/1267B;W;0,024;0,041;2018-06-14;1:9;7,17;1277A/1267B;1277A/1267B;WISSEL;WISSEL
139987237;514_101AR_17.1;101A;W;0,000;0,029;2018-06-14;1:9;1,33;101A;101A;WISSEL;WISSEL
139987238;564_1331L_23.6;1331;W;0,000;0,029;2018-06-14;1:9;1,33;1331;1331;WISSEL;WISSEL
139987239;478_1339BqV_2.1;1345/1339B;W;0,000;0,034;2018-06-14;1:9;7,17;1345/1339B;1345/1339B;WISSEL;WISSEL
139987240;534_1083AL_45.9;1083B;W;0,025;0,053;2018-06-14;1:9;1,33;1083B;1083B;WISSEL;WISSEL
139987241;128_5AR_12.2;5B;W;0,085;0,132;2018-06-14;1:15;1,33;5B;5B;WISSEL;WISSEL
139987242;514_91AR_17.3;85B/91A;W;0,000;0,017;2018-06-14;1:9;7,17;85B/91A;85B/91A;WISSEL;WISSEL
139987243;527_35R_16.5;35;W;0,000;0,048;2018-06-14;1:15;1,33;35;35;WISSEL;WISSEL
139987245;542_1253AL_29.8;1263A/1253B;W;0,025;0,040;2018-06-14;1:9;7,17;1263A/1253B;1263A/1253B;WISSEL;WISSEL
139987247;127_471R_73.5;471;W;0,000;0,027;2018-06-14;1:9;1,33;471;471;WISSEL;WISSEL
139987248;940_401R_43.4;401;W;0,000;0,029;2018-06-14;1:9;1,33;401;401;WISSEL;WISSEL
139986993;200_179R_12.7;185;W;0,367;0,396;2018-06-14;1:9;1,33;185;185;WISSEL;WISSEL
139986994;066_3R_25.8;3;W;0,000;0,029;2018-06-14;1:9;1,33;3;3;WISSEL;WISSEL
139986995;204_313R_22.9;313;W;0,000;0,028;2018-06-14;1:9;1,33;313;313;WISSEL;WISSEL
139986996;618_35AL_58.6;39/35B;W;0,037;0,053;2018-06-14;1:9;7,17;39/35B;39/35B;WISSEL;WISSEL
139986997;516_905L_2.0;905;W;0,000;0,029;2018-06-14;1:9;1,33;905;905;WISSEL;WISSEL
139986998;098_3831L_27.8;3867;W;1,074;1,122;2018-06-14;1:15;1,33;3867;3867;WISSEL;WISSEL
139987577;950_95qV_41.6;97A/95;W;0,000;0,032;2018-06-14;1:9;7,17;97A/95;97A/95;WISSEL;WISSEL
139987578;618_21BL_58.5;23A/21B;W;0,000;0,017;2018-06-14;1:9;7,17;23A/21B;23A/21B;WISSEL;WISSEL
139987579;626_45AL_32.9;45A;W;0,000;0,028;2018-06-14;1:9;1,33;45A;45A;WISSEL;WISSEL
139987580;503_83AL_14.0;83B;W;0,032;0,060;2018-06-14;1:9;1,33;83B;83B;WISSEL;WISSEL
139987581;664_131AV_42.9;223/123B;W;0,346;0,363;2018-06-14;1:9;7,17;223/123B;223/123B;WISSEL;WISSEL
139987582;625_293L_16.0;293;W;0,000;0,048;2018-06-14;1:15;1,33;293;293;WISSEL;WISSEL
139987583;544_1079AR_0.2;1079B;W;0,077;0,125;2018-06-14;1:15;1,33;1079B;1079B;WISSEL;WISSEL
139987586;924_3623L_35.9;3623;W;0,000;0,029;2018-06-14;1:9;1,33;3623;3623;WISSEL;WISSEL
139987587;551_109AR_21.8;109A;W;0,000;0,029;2018-06-14;1:9;1,33;109A;109A;WISSEL;WISSEL
139987588;478_1025R_0.1;1025;W;0,000;0,028;2018-06-14;1:9;1,33;1025;1025;WISSEL;WISSEL
139987590;555_291AR_83.6;291B;W;0,024;0,053;2018-06-14;1:9;1,33;291B;291B;WISSEL;WISSEL
139987591;950_223AR_17.2;223A;W;0,000;0,047;2018-06-14;1:15;1,33;223A;223A;WISSEL;WISSEL
139987592;564_971L_23.7;971/970;W;0,000;0,017;2018-06-14;1:9;7,17;971/970;971/970;WISSEL;WISSEL
139987593;478_1259AL_1.7;1259A/1261;W;0,000;0,017;2018-06-14;1:9;7,17;1259A/1261;1259A/1261;WISSEL;WISSEL
139987594;475_981V_1.2;983;W;0,410;0,439;2018-06-14;1:9;1,33;983;983;WISSEL;WISSEL
139987595;018_241R_52.5;257B;W;0,902;0,929;2018-06-14;1:9;1,33;257B;257B;WISSEL;WISSEL
139987596;534_1017AR_44.9;1019;W;0,087;0,115;2018-06-14;1:9;1,33;1019;1019;WISSEL;WISSEL
139987597;037_2163R_92.4;2169;W;0,098;0,126;2018-06-14;1:9;1,33;2169;2169;WISSEL;WISSEL
139987598;502_251BL_100.5;253/251B;W;0,000;0,017;2018-06-14;1:9;7,17;253/251B;253/251B;WISSEL;WISSEL
139987599;478_1513L_0.9;1559;W;0,877;0,905;2018-06-14;1:9;1,33;1559;1559;WISSEL;WISSEL
139987075;545_916AqV_21.9;916A/916B;W;0,000;0,034;2018-06-14;1:9;7,17;916A/916B;916A/916B;WISSEL;WISSEL
139987685;027_943AR_148.5;945;W;0,081;0,113;2018-06-14;1:9;1,33;945;945;WISSEL;WISSEL
139987686;542_1171AR_29.1;1171A/1167;W;0,000;0,017;2018-06-14;1:9;7,17;1171A/1167;1171A/1167;WISSEL;WISSEL
139987687;585_1185L_8.3;1235;W;1,943;2,043;2018-06-14;1:29;1,30;1235;1235;WISSEL;WISSEL
139987688;950_813L_41.7;813;W;0,000;0,027;2018-06-14;1:9;1,33;813;813;WISSEL;WISSEL
139987689;107_271AL_1.7;271A;W;0,000;0,048;2018-06-14;1:15;1,33;271A;271A;WISSEL;WISSEL
139987690;617_1151AqV_39.3;1151A/1153;W;0,000;0,032;2018-06-14;1:9;7,17;1151A/1153;1151A/1153;WISSEL;WISSEL
139987691;501_121qV_80.8;123A/121;W;0,000;0,033;2018-06-14;1:9;7,17;123A/121;123A/121;WISSEL;WISSEL
139986484;527_55AR_16.9;57B;W;0,036;0,064;2018-06-14;1:9;1,33;57B;57B;WISSEL;WISSEL
139986486;073_1163AR_12.3;1163A;W;0,000;0,048;2018-06-14;1:15;1,33;1163A;1163A;WISSEL;WISSEL
139986487;534_1037AR_45.1;1037A;W;0,000;0,047;2018-06-14;1:15;1,33;1037A;1037A;WISSEL;WISSEL
139986488;514_908pV_18.0;909/908;W;0,000;0,034;2018-06-14;1:9;7,17;909/908;909/908;WISSEL;WISSEL
139986489;588_805AL_1.6;805A/805B;W;0,000;0,017;2018-06-14;1:9;7,17;805A/805B;805A/805B;WISSEL;WISSEL
139986490;664_123AR_42.5;133/131B;W;0,454;0,470;2018-06-14;1:9;7,17;133/131B;133/131B;WISSEL;WISSEL
139986491;478_1581L_2.0;1581;W;0,000;0,029;2018-06-14;1:9;1,33;1581;1581;WISSEL;WISSEL
139986493;054_1271AL_43.1;1271A;W;0,000;0,047;2018-06-14;1:15;1,33;1271A;1271A;WISSEL;WISSEL
139986494;950_353BL_17.6;361A;W;0,076;0,105;2018-06-14;1:9;1,33;361A;361A;WISSEL;WISSEL
139986495;545_223AL_23.7;225A/223B;W;0,020;0,036;2018-06-14;1:9;7,17;225A/223B;225A/223B;WISSEL;WISSEL
139986496;073_1183R_20.9;1205B;W;0,817;0,864;2018-06-14;1:15;1,33;1205B;1205B;WISSEL;WISSEL
139986498;525_1303AR_180.4;1303A;W;0,000;0,048;2018-06-14;1:15;1,33;1303A;1303A;WISSEL;WISSEL
139986499;564_425R_23.5;425;W;0,000;0,029;2018-06-14;1:9;1,33;425;425;WISSEL;WISSEL
139986500;479_1673R_301.9;1705;W;2,356;2,395;2018-06-14;1:12;1,33;1705;1705;WISSEL;WISSEL
139986501;501_147R_80.7;149A/147;W;0,000;0,017;2018-06-14;1:9;7,17;149A/147;149A/147;WISSEL;WISSEL
139986502;536_251AL_61.0;251A;W;0,000;0,029;2018-06-14;1:9;1,33;251A;251A;WISSEL;WISSEL
139986503;531_521BV_36.1;527;W;0,009;0,038;2018-06-14;1:9;1,33;527;527;WISSEL;WISSEL
139986247;035_133BL_52.2;133B;W;0,000;0,030;2018-06-14;1:9;1,33;133B;133B;WISSEL;WISSEL
139986248;532_1067AR_11.9;1067A;W;0,000;0,099;2018-06-14;1:34.7;2,53;1067A;1067A;WISSEL;WISSEL
139987963;524_904L_70.3;904;W;0,000;0,048;2018-06-14;1:15;1,33;904;904;WISSEL;WISSEL
139987964;478_1143V_0.7;1147/1145;W;0,012;0,028;2018-06-14;1:9;7,17;1147/1145;1147/1145;WISSEL;WISSEL
139987966;950_960R_12.5;960;W;0,000;0,029;2018-06-14;1:9;1,33;960;960;WISSEL;WISSEL
139987967;163_919AR_43.3;919A;W;0,000;0,099;2018-06-14;1:34.7;2,53;919A;919A;WISSEL;WISSEL
139987968;625_275R_15.5;301;W;0,836;0,863;2018-06-14;1:9;1,33;301;301;WISSEL;WISSEL
139987969;536_243BpV_60.7;245A/243B;W;0,000;0,031;2018-06-14;1:9;7,17;245A/243B;245A/243B;WISSEL;WISSEL
139987970;551_107R_21.8;107/105B;W;0,000;0,017;2018-06-14;1:9;7,17;107/105B;107/105B;WISSEL;WISSEL
139987971;801_953V_8.0;956;W;0,129;0,158;2018-06-14;1:9;1,33;956;956;WISSEL;WISSEL
139987972;950_803AL_9.7;803A;W;0,000;0,029;2018-06-14;1:9;1,33;803A;803A;WISSEL;WISSEL
139987973;531_2325L_1.1;2325;W;0,000;0,029;2018-06-14;1:9;1,33;2325;2325;WISSEL;WISSEL
139987974;514_53L_65.3;97B;W;0,408;0,437;2018-06-14;1:9;1,33;97B;97B;WISSEL;WISSEL
139987976;486_907L_75.3;907;W;0,000;0,029;2018-06-14;1:9;1,33;907;907;WISSEL;WISSEL
139987977;950_956L_40.9;956;W;0,000;0,027;2018-06-14;1:9;1,33;956;956;WISSEL;WISSEL
139987978;201_137AR_37.3;137A;W;0,000;0,028;2018-06-14;1:9;1,33;137A;137A;WISSEL;WISSEL
139987979;503_181BqV_42.1;181B/183A;W;0,000;0,034;2018-06-14;1:9;7,17;181B/183A;181B/183A;WISSEL;WISSEL
139987980;507_237R_93.7;237;W;0,000;0,034;2018-06-14;1:9;7,17;237;237;WISSEL;WISSEL
139987981;664_911AL_43.2;915/913B;W;0,049;0,066;2018-06-14;1:9;7,17;915/913B;915/913B;WISSEL;WISSEL
139987982;805_7117R_103.0;7117;W;0,000;0,029;2018-06-14;1:9;1,33;7117;7117;WISSEL;WISSEL
139987983;940_371BL_43.3;389A/387;W;0,035;0,052;2018-06-14;1:9;7,17;389A/387;389A/387;WISSEL;WISSEL
139985653;605_25AR_34.1;25A;W;0,000;0,029;2018-06-14;1:9;1,33;25A;25A;WISSEL;WISSEL
139985654;508_2135V_92.2;2155;W;0,010;0,049;2018-06-14;1:12;1,33;2155;2155;WISSEL;WISSEL
139985655;553_235AL_21.3;235A/233;W;0,000;0,016;2018-06-14;1:9;7,17;235A/233;235A/233;WISSEL;WISSEL
139985656;588_389L_2.6;389;W;0,000;0,028;2018-06-14;1:9;1,33;389;389;WISSEL;WISSEL
139985657;924_3599AL_35.8;3599A;W;0,000;0,032;2018-06-14;1:9;1,33;3599A;3599A;WISSEL;WISSEL
139982025;133_1133AL_19.7;1133B;W;0,128;0,228;2018-06-14;1:34.7;2,53;1133B;1133B;WISSEL;WISSEL
139982026;525_972R_78.5;987;W;0,507;0,535;2018-06-14;1:9;1,33;987;987;WISSEL;WISSEL
139982027;514_19AL_17.7;33B;W;0,132;0,158;2018-06-14;1:9;1,33;33B;33B;WISSEL;WISSEL
139982028;560_1237AL_25.0;1237B/1281A;W;0,036;0,052;2018-06-14;1:9;7,17;1237B/1281A;1237B/1281A;WISSEL;WISSEL
139982030;550_910AL_25.8;912A/912B;W;0,022;0,038;2018-06-14;1:9;7,17;912A/912B;912A/912B;WISSEL;WISSEL
139982031;305_49AL_19.1;49B;W;0,037;0,069;2018-06-14;1:9;1,33;49B;49B;WISSEL;WISSEL
139982032;654_423L_50.3;425;W;0,062;0,110;2018-06-14;1:15;1,33;425;425;WISSEL;WISSEL
139982033;485_123BL_201.7;123A/123B;W;0,000;0,017;2018-06-14;1:9;7,17;123A/123B;123A/123B;WISSEL;WISSEL
139982034;664_101AV_41.9;313;W;1,699;1,747;2018-06-14;1:15;1,33;313;313;WISSEL;WISSEL
139982035;052_73L_68.5;87;W;0,838;0,870;2018-06-14;1:9;1,33;87;87;WISSEL;WISSEL
139982037;052_51L_62.4;51;W;0,000;0,028;2018-06-14;1:9;1,33;51;51;WISSEL;WISSEL
139982038;556_1405L_5.4;1405;W;0,000;0,029;2018-06-14;1:9;1,33;1405;1405;WISSEL;WISSEL
139982040;588_805AR_1.6;805A/805B;W;0,000;0,016;2018-06-14;1:9;7,17;805A/805B;805A/805B;WISSEL;WISSEL
139982041;550_97BR_25.9;99A/93B;W;0,029;0,046;2018-06-14;1:9;7,17;99A/93B;99A/93B;WISSEL;WISSEL
139982042;131_10R_17.0;12/13;W;0,305;0,321;2018-06-14;1:9;7,17;12/13;12/13;WISSEL;WISSEL
139982043;305_39V_17.0;51;W;1,157;1,190;2018-06-14;1:9;1,33;51;51;WISSEL;WISSEL
