ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_VAN;SPOORTAK_TOT;DATUM_VERWERKING;DATUM_METING;BOOGSTRAAL_VAN;BOOGSTRAAL_TOT;ELEMENTTYPE;BOOG_ID
99;078_205AV_64.8;0,622;0,772;01-03-2016;01-03-2016;25000;25000;BOOG;078_w205Av-sWA_64.948
100;078_205AV_64.8;0,929;1,043;01-03-2016;01-03-2016;938;938;BOOG;078_w205Av-sWA_64.912
101;078_205AV_64.8;1,205;1,241;01-03-2016;01-03-2016;20000;20000;BOOG;078_w205Av-sWA_64.834
102;078_205AV_64.8;1,241;1,592;01-03-2016;01-03-2016;-20000;-20000;BOOG;078_w205Av-sWA_65.149
103;078_205AV_64.8;1,603;2,013;01-03-2016;01-03-2016;-30000;-30000;BOOG;078_w205Av-sWA_65.208
104;078_205AV_64.8;2,013;2,19;01-02-2016;01-02-2016;-30000;-30000;BOOG;078_w205Av-sWA_64.975
105;078_205AV_64.8;2,736;2,876;01-02-2016;01-02-2016;-980;-980;BOOG;078_w205Av-sWA_64.938
106;078_205AV_64.8;3,089;3,397;01-02-2016;01-02-2016;-25000;-25000;BOOG;078_w205Av-sWA_65.106
107;078_205AV_64.8;3,415;3,516;01-02-2016;01-02-2016;-25000;-25000;BOOG;078_w205Av-sWA_64.899
108;078_205AV_64.8;3,534;3,8;01-02-2016;01-02-2016;25000;25000;BOOG;078_w205Av-sWA_65.064
109;078_205AV_64.8;3,803;4,699;01-02-2016;01-02-2016;25000;25000;BOOG;078_w205Av-sWA_65.694
110;078_205AV_64.8;4,706;5,584;01-02-2016;01-02-2016;-25000;-25000;BOOG;078_w205Av-sWA_65.676
111;078_205AV_64.8;5,591;6,117;01-02-2016;01-02-2016;25000;25000;BOOG;078_w205Av-sWA_65.324
112;078_205AV_64.8;6,134;6,262;01-05-2012;01-05-2012;25000;25000;BOOG;078_w205Av-sWA_64.926
113;078_205AV_64.8;6,382;6,403;01-05-2012;01-05-2012;10000;10000;BOOG;078_WA_64.819
114;078_205BR_64.9;0,636;0,825;01-03-2016;01-03-2016;-30000;-30000;BOOG;078_w205Br-sWN_65.049
115;078_205BR_64.9;1,004;1,096;01-03-2016;01-03-2016;950;950;BOOG;078_w205Br-sWN_64.952
116;078_205BR_64.9;1,152;1,228;01-03-2016;01-03-2016;-10000;-10000;BOOG;078_w205Br-sWN_64.936
117;078_205BR_64.9;1,254;1,3;01-03-2016;01-03-2016;30000;30000;BOOG;078_w205Br-sWN_64.906
118;078_205BR_64.9;1,331;1,637;01-03-2016;01-03-2016;-30000;-30000;BOOG;078_w205Br-sWN_65.166
119;078_205BR_64.9;1,702;1,735;01-03-2016;01-03-2016;-1368;-1368;BOOG;078_w205Br-sWN_64.893
120;078_205BR_64.9;1,735;1,785;01-03-2016;01-03-2016;-1723;-1723;BOOG;078_w205Br-sWN_64.91
121;078_205BR_64.9;1,877;1,972;01-02-2016;01-02-2016;1550;1550;BOOG;078_w205Br-sWN_64.955
122;078_205BR_64.9;1,972;2,028;01-02-2016;01-02-2016;2720;2720;BOOG;078_w205Br-sWN_64.916
123;078_205BR_64.9;2,028;2,078;01-02-2016;01-02-2016;1385;1385;BOOG;078_w205Br-sWN_64.91
124;078_205BR_64.9;2,171;2,221;01-02-2016;01-02-2016;-1330;-1330;BOOG;078_w205Br-sWN_64.91
125;078_205BR_64.9;2,792;2,94;01-02-2016;01-02-2016;-976;-976;BOOG;078_w205Br-sWN_65.008
126;078_205BR_64.9;3,068;3,417;01-02-2016;01-02-2016;25000;25000;BOOG;078_w205Br-sWN_65.209
127;078_205BR_64.9;3,422;3,619;01-02-2016;01-02-2016;-25000;-25000;BOOG;078_w205Br-sWN_65.057
128;078_205BR_64.9;3,625;3,767;01-02-2016;01-02-2016;-25000;-25000;BOOG;078_w205Br-sWN_65.002
129;078_205BR_64.9;3,773;5,546;01-02-2016;01-02-2016;25000;25000;BOOG;078_w205Br-sWN_66.633
130;078_205BR_64.9;5,548;6,215;01-02-2016;01-02-2016;25000;25000;BOOG;078_w205Br-sWN_65.527
131;078_205BR_64.9;6,226;6,298;01-05-2012;01-05-2012;-10000;-10000;BOOG;078_w205Br-sWN_64.932
132;078_205BR_64.9;6,32;6,321;01-05-2012;01-05-2012;30000;30000;BOOG;078_w205Br-sWN_64.861
133;078_205BR_64.9;6,425;6,427;01-05-2012;01-05-2012;10000;10000;BOOG;078_WN_64.862
134;078_207L_64.9;0,042;0,082;01-02-2016;01-02-2016;330;330;BOOG;078_w207l-s451a_64.968
135;078_207L_64.9;0,178;0,255;01-02-2016;01-02-2016;3750;3750;BOOG;078_451a_65.005
136;078_207L_64.9;0,255;0,316;01-02-2016;01-02-2016;800;800;BOOG;078_451a_64.989
137;078_207L_64.9;0,316;0,406;01-02-2016;01-02-2016;1100;1100;BOOG;078_451a_65.018
138;078_207L_64.9;0,406;0,474;01-02-2016;01-02-2016;1850;1850;BOOG;078_451a_64.996
139;078_207L_64.9;0,474;0,51;01-02-2016;01-02-2016;1050;1050;BOOG;078_451a_64.964
140;078_207L_64.9;0,51;0,594;01-02-2016;01-02-2016;1450;1450;BOOG;078_451a_65.012
141;078_207L_64.9;0,594;0,735;01-02-2016;01-02-2016;1100;1100;BOOG;078_451a_65.069
142;078_207L_64.9;0,755;0,815;01-02-2016;01-02-2016;820;820;BOOG;078_451b_64.988
143;078_207L_64.9;0,825;0,875;01-02-2016;01-02-2016;10000;10000;BOOG;078_451b_64.978
144;078_207L_64.9;0,94;0,983;01-02-2016;01-02-2016;460;460;BOOG;078_451b_64.971
145;078_207L_64.9;0,983;1,01;01-02-2016;01-02-2016;1246;1246;BOOG;078_451b_64.955
146;078_207L_64.9;1,01;1,016;01-02-2016;01-02-2016;1246;1246;BOOG;078_451b_64.934
147;078_207L_64.9;1,016;1,037;01-02-2016;01-02-2016;-1300;-1300;BOOG;078_451b_64.949
148;078_207L_64.9;1,037;1,058;01-02-2016;01-02-2016;1246;1246;BOOG;078_451b_64.949
149;078_207R_64.9;0,252;0,437;01-02-2016;01-02-2016;1042;1042;BOOG;078_452_65.113
150;078_207R_64.9;0,437;0,591;01-02-2016;01-02-2016;1688;1688;BOOG;078_452_65.082
151;078_207R_64.9;0,591;0,823;01-02-2016;01-02-2016;1050;1050;BOOG;078_452_65.16
152;078_207R_64.9;0,823;0,942;01-02-2016;01-02-2016;1315;1315;BOOG;078_452_65.047
153;078_207R_64.9;0,994;1,007;01-02-2016;01-02-2016;1213;1213;BOOG;078_229_64.941
154;078_207R_64.9;1,007;1,033;01-02-2016;01-02-2016;1246;1246;BOOG;078_229_64.954
155;078_207R_64.9;1,033;1,055;01-02-2016;01-02-2016;1246;1246;BOOG;078_229_64.95
156;078_209L_64.9;0,125;0,175;01-02-2016;01-02-2016;-1625;-1625;BOOG;078_453a_64.982
157;078_209L_64.9;0,292;0,444;01-02-2016;01-02-2016;858;858;BOOG;078_453a_65.084
158;078_209L_64.9;0,5;0,552;01-02-2016;01-02-2016;1750;1750;BOOG;078_453a_64.984
159;078_209L_64.9;0,592;0,699;01-02-2016;01-02-2016;1070;1070;BOOG;078_s453a-w227r_65.039
160;078_209L_64.9;0,699;0,733;01-02-2016;01-02-2016;1005;1005;BOOG;078_s453a-w227r_64.966
161;078_209L_64.9;0,733;0,764;01-02-2016;01-02-2016;1005;1005;BOOG;078_s453a-w227r_64.963
162;078_209R_64.9;0,065;0,096;01-02-2016;01-02-2016;-725;-725;BOOG;078_w209r-s454_64.963
163;078_209R_64.9;0,123;0,181;01-02-2016;01-02-2016;-1620;-1620;BOOG;078_454_64.99
164;078_209R_64.9;0,232;0,261;01-02-2016;01-02-2016;5500;5500;BOOG;078_454_64.961
165;078_209R_64.9;0,301;0,38;01-02-2016;01-02-2016;665;665;BOOG;078_454_65.011
166;078_209R_64.9;0,38;0,47;01-02-2016;01-02-2016;1112;1112;BOOG;078_454_65.022
167;078_209R_64.9;0,47;0,541;01-02-2016;01-02-2016;1730;1730;BOOG;078_454_65.003
168;078_209R_64.9;0,541;0,62;01-02-2016;01-02-2016;940;940;BOOG;078_454_65.011
169;011_81R_69.1;0,086;0,105;01-07-2017;01-07-2017;30000;30000;BOOG;011_w81r-s308_69.072
170;011_81R_69.1;0,657;0,673;01-07-2017;01-07-2017;25000;25000;BOOG;011_308_69.069
171;011_81R_69.1;0,689;0,703;01-07-2017;01-07-2017;-8000;-8000;BOOG;011_s308-w313r_69.067
172;011_820V_68.7;0;0,005;01-07-2016;01-07-2016;15000;15000;BOOG;011_w820v-w821r_68.738
173;011_821L_68.8;0,002;0,009;01-07-2016;01-07-2016;250;250;BOOG;011_821_68.776
174;011_821L_68.8;0,009;0,021;01-07-2016;01-07-2016;190;190;BOOG;011_821_68.781
175;011_821L_68.8;0,021;0,026;01-07-2016;01-07-2016;200;200;BOOG;011_821_68.774
176;011_821V_68.8;0,016;0,047;01-07-2016;01-07-2016;-275;-275;BOOG;011_w821v-w840A/840Bv_68.8
177;011_822V_68.7;0;0,011;01-07-2016;01-07-2016;-8000;-8000;BOOG;011_w822v-w823r_68.699
178;011_822V_68.7;0,018;0,03;01-07-2016;01-07-2016;-200;-200;BOOG;011_823_68.7
179;011_822V_68.7;0,03;0,037;01-07-2016;01-07-2016;-190;-190;BOOG;011_823_68.695
180;011_822V_68.7;0,037;0,038;01-07-2016;01-07-2016;-250;-250;BOOG;011_823_68.689
181;011_82R_69.1;0,002;0,004;01-06-2017;01-06-2017;250;250;BOOG;011_82_69.094
182;011_82R_69.1;0,004;0,022;01-06-2017;01-06-2017;200;200;BOOG;011_82_69.11
183;011_82R_69.1;0,037;0,049;01-06-2017;01-06-2017;-30000;-30000;BOOG;011_w82r-s307_69.104
184;011_82R_69.1;0,654;0,667;01-06-2017;01-06-2017;-380;-380;BOOG;011_307_69.105
185;011_82R_69.1;0,667;0,715;01-06-2017;01-06-2017;-600;-600;BOOG;011_307_69.14
186;011_82R_69.1;0,715;0,728;01-06-2017;01-06-2017;3890;3890;BOOG;011_307_69.105
187;011_840AR_68.8;0,028;0,065;01-07-2016;01-07-2016;395;395;BOOG;011_w840A/840Bv-w842v_68.868
188;011_840ApV_68.8;0,007;0,008;01-07-2016;01-07-2016;250;250;BOOG;011_840A/840B_68.816
189;011_840ApV_68.8;0,008;0,024;01-07-2016;01-07-2016;190;190;BOOG;011_840A/840B_68.831
190;011_840ApV_68.8;0,024;0,025;01-07-2016;01-07-2016;250;250;BOOG;011_840A/840B_68.816
191;011_840AqV_68.8;0,007;0,008;01-07-2016;01-07-2016;-250;-250;BOOG;011_840A/840B_68.816
192;011_840AqV_68.8;0,008;0,024;01-07-2016;01-07-2016;-190;-190;BOOG;011_840A/840B_68.831
193;011_840AqV_68.8;0,024;0,025;01-07-2016;01-07-2016;-250;-250;BOOG;011_840A/840B_68.816
194;011_841R_68.8;0,003;0,004;01-07-2016;01-07-2016;250;250;BOOG;011_841_68.781
195;011_841R_68.8;0,004;0,011;01-07-2016;01-07-2016;190;190;BOOG;011_841_68.787
196;011_841R_68.8;0,011;0,023;01-07-2016;01-07-2016;200;200;BOOG;011_841_68.792
197;011_841R_68.8;0,061;0,127;01-07-2016;01-07-2016;500;500;BOOG;011_w841r-w843l_68.846
198;011_86L_69.1;0,039;0,066;01-06-2017;01-06-2017;250;250;BOOG;011_w86l-s305_69.161
199;011_86L_69.1;0,408;0,413;01-06-2017;01-06-2017;-30000;-30000;BOOG;011_305_69.139
200;011_86L_69.1;0,561;0,574;01-06-2017;01-06-2017;10000;10000;BOOG;011_305_69.147
201;011_86R_69.1;0,034;0,047;01-07-2017;01-07-2017;-13000;-13000;BOOG;011_w86r-s306_69.147
202;011_86R_69.1;0,069;0,082;01-07-2017;01-07-2017;20000;20000;BOOG;011_306_69.147
203;011_86R_69.1;0,429;0,444;01-07-2017;01-07-2017;20000;20000;BOOG;011_306_69.149
204;011_86R_69.1;0,567;0,593;01-07-2017;01-07-2017;-230;-230;BOOG;011_s306-w309l_69.16
205;011_8L_67.8;0,002;0,003;01-07-2017;01-07-2017;-250;-250;BOOG;011_8_67.85
206;011_8L_67.8;0,003;0,01;01-07-2017;01-07-2017;-190;-190;BOOG;011_8_67.856
207;011_8L_67.8;0,01;0,022;01-07-2017;01-07-2017;-200;-200;BOOG;011_8_67.861
208;011_8L_67.8;0,03;0,071;01-07-2017;01-07-2017;400;400;BOOG;011_401a_67.89
209;011_8L_67.8;0,113;0,149;01-07-2017;01-07-2017;540;540;BOOG;011_401a_67.885
210;011_8L_67.8;0,149;0,162;01-07-2017;01-07-2017;260;260;BOOG;011_401a_67.862
211;011_8L_67.8;0,162;0,183;01-07-2017;01-07-2017;550;550;BOOG;011_401a_67.87
212;011_8L_67.8;0,239;0,27;01-07-2017;01-07-2017;-2000;-2000;BOOG;011_401a_67.88
213;011_8L_67.8;0,27;0,45;01-07-2017;01-07-2017;-1500;-1500;BOOG;011_401a_68.029
214;011_8L_67.8;0,45;0,489;01-07-2017;01-07-2017;-1350;-1350;BOOG;011_401a_67.888
215;011_8L_67.8;0,489;0,573;01-07-2017;01-07-2017;-1650;-1650;BOOG;011_401a_67.933
216;011_8R_67.8;0,032;0,041;01-07-2017;01-07-2017;2950;2950;BOOG;011_w8r-w10v_67.858
217;012_303AL_8.4;0,061;0,076;01-02-2013;01-02-2013;30000;30000;BOOG;012_w303Al-sPB_8.424
218;012_303AL_8.4;0,183;0,228;01-02-2013;01-02-2013;-7000;-7000;BOOG;012_w303Al-sPB_8.454
219;012_303AL_8.4;0,245;0,3;01-02-2013;01-02-2013;-9000;-9000;BOOG;012_PB_8.464
220;012_303AL_8.4;0,374;0,552;01-02-2013;01-02-2013;17000;17000;BOOG;012_PB_8.587
221;012_303AL_8.4;1,142;1,162;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.429
222;012_303AL_8.4;1,83;1,92;01-02-2013;01-02-2013;-1713;-1713;BOOG;012_PB_8.499
223;012_303AL_8.4;1,92;2,038;01-02-2013;01-02-2013;-2100;-2100;BOOG;012_PB_8.527
224;012_303AL_8.4;2,038;2,246;01-02-2013;01-02-2013;-1940;-1940;BOOG;012_PB_8.617
225;012_303AL_8.4;2,688;2,695;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.416
226;012_303AL_8.4;4,046;4,048;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.411
227;012_303AL_8.4;4,583;4,584;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.41
228;012_303AL_8.4;5,583;5,622;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.448
229;012_303AL_8.4;6,158;6,236;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.487
230;012_303AL_8.4;6,755;6,791;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.445
231;012_303AL_8.4;8,042;8,045;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.412
232;012_303AL_8.4;8,922;8,927;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_PB_8.414
233;012_303AL_8.4;9,525;9,534;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.418
234;012_303AL_8.4;10,233;10,236;01-02-2013;01-02-2013;30000;30000;BOOG;012_PB_8.412
235;012_303AL_8.4;10,739;10,957;01-08-2016;01-08-2016;-690;-690;BOOG;012_sPB-w315/313Bv_8.627
236;012_303BV_8.5;0,024;0,062;01-02-2013;01-02-2013;-2400;-2400;BOOG;012_w303Bv-sOB_8.579
237;012_303BV_8.5;0,113;0,133;01-02-2013;01-02-2013;-10000;-10000;BOOG;012_w303Bv-sOB_8.561
238;012_303BV_8.5;0,207;0,434;01-02-2013;01-02-2013;14300;14300;BOOG;012_OB_8.768
239;012_303BV_8.5;1,239;1,258;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.56
240;012_303BV_8.5;1,701;1,802;01-02-2013;01-02-2013;-1700;-1700;BOOG;012_OB_8.642
241;012_303BV_8.5;1,802;1,879;01-02-2013;01-02-2013;-2190;-2190;BOOG;012_OB_8.618
242;012_303BV_8.5;1,879;2,134;01-02-2013;01-02-2013;-1980;-1980;BOOG;012_OB_8.796
243;012_303BV_8.5;2,405;2,414;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.55
244;012_303BV_8.5;2,827;2,83;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.544
245;012_303BV_8.5;3,969;3,971;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.543
246;012_303BV_8.5;4,633;4,634;01-02-2013;01-02-2013;-30000;-30000;BOOG;012_OB_8.542
247;012_303BV_8.5;5,447;5,48;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.574
248;012_303BV_8.5;5,641;5,68;01-02-2013;01-02-2013;30000;30000;BOOG;012_OB_8.58
