ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
68;133_1021L_8.8;Onbekend;1,234;2,88;14-06-2018
69;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,128;14-06-2018
70;047_41L_42.5;Clipped Tuned, type Corus 54E1;0,128;1,92;14-06-2018
71;531_2677L_34.7;Clipped Tuned, type Corus 54E1;1,437;1,666;14-06-2018
72;531_2677L_34.7;Clipped Tuned, type Corus 54E1;0,847;1,301;14-06-2018
73;531_2677L_34.7;Onbekend;0,037;1,821;14-06-2018
74;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,029;0,991;14-06-2018
75;555_381V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,251;3,978;14-06-2018
76;555_379V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,239;3,924;14-06-2018
77;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;14-06-2018
78;555_383V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,892;14-06-2018
79;135_273BV_22.2;Onbekend;0,003;17,209;14-06-2018
80;135_275BV_22.2;Onbekend;0,003;17,202;14-06-2018
81;079_171BV_14.2;Onbekend;0;10,86;14-06-2018
82;079_171AR_14.3;Onbekend;0,029;10,921;14-06-2018
83;079_163AL_15.0;Onbekend;0,028;0,596;14-06-2018
84;163_961V_44.4;Onbekend;0,017;0,217;14-06-2018
85;163_967V_44.4;Onbekend;0,036;0,236;14-06-2018
86;163_969V_44.4;Onbekend;0,035;0,235;14-06-2018
87;520_31AL_27.9;Schrey & Veit, VICON-AMSA 54VS;0,312;0,376;14-06-2018
88;520_31BV_28.0;Schrey & Veit, VICON-AMSA 54VS;0,23;0,256;14-06-2018
89;520_45AR_28.3;Schrey & Veit, VICON-AMSA 54VS;0,037;0,08;14-06-2018
90;520_45BV_28.3;Schrey & Veit, VICON-AMSA 54VS;0,003;0,007;14-06-2018
91;526_15AV_4.1;Onbekend;0;0,644;14-06-2018
92;927_9AV_904.3;Onbekend;0,087;0,738;14-06-2018
93;526_433BV_3.5;Onbekend;0;0,571;14-06-2018
94;526_437R_3.5;Onbekend;0,039;0,568;14-06-2018
95;526_437L_3.5;Onbekend;0,037;0,508;14-06-2018
96;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,812;14-06-2018
97;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,541;14-06-2018
98;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,955;2,189;14-06-2018
99;588_351AL_1.2;Clipped Tuned, type Corus 54E1;2,009;2,195;14-06-2018
100;588_417BV_2.9;Onbekend;0,26;0,521;14-06-2018
101;526_435R_3.5;Onbekend;0,035;0,455;14-06-2018
102;588_415BV_2.9;Onbekend;0;0,26;14-06-2018
103;588_417BV_2.9;Onbekend;0;0,26;14-06-2018
104;588_353AL_1.2;Onbekend;1,438;1,937;14-06-2018
105;588_351AL_1.2;Onbekend;1,486;2,009;14-06-2018
106;588_415AR_2.9;Onbekend;0,017;0,315;14-06-2018
107;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;4,402;4,805;14-06-2018
108;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;3,142;3,195;14-06-2018
109;206_123V_18.2;Schrey & Veit, VICON-AMSA 54VS;0,119;0,169;14-06-2018
110;605_1AV_33.4;Schrey & Veit, VICON-AMSA 54VS;5,339;5,384;14-06-2018
111;009_115AR_148.1;Onbekend;0,031;1,26;14-06-2018
112;009_117R_148.2;Onbekend;0,033;0,656;14-06-2018
113;009_129V_148.9;Onbekend;0,002;0,463;14-06-2018
114;009_131AL_149.4;Onbekend;0,03;4,609;14-06-2018
115;009_131BV_149.4;Onbekend;0,002;4,581;14-06-2018
116;950_475BV_8.3;Onbekend;0,003;2,298;14-06-2018
117;950_475AR_8.2;Onbekend;0,059;2,465;14-06-2018
118;021_37AL_67.0;Onbekend;0,048;1,368;14-06-2018
119;021_39L_67.2;Onbekend;0,048;1,142;14-06-2018
120;017_11AL_49.5;Onbekend;0,029;12;14-06-2018
121;017_11BV_49.5;Onbekend;0;11,882;14-06-2018
122;017_27R_61.4;Clipped Tuned, type Corus 54E1;0,006;0,381;14-06-2018
123;017_29AL_61.5;Onbekend;0,028;0,648;14-06-2018
124;017_29BV_61.5;Onbekend;0;0,557;14-06-2018
125;610_151AR_14.0;Onbekend;0,061;13,705;14-06-2018
126;610_151BV_13.9;Onbekend;0,002;13,649;14-06-2018
127;609_7L_29.7;Onbekend;0,231;10,931;14-06-2018
128;609_5L_29.7;Onbekend;0,231;10,931;14-06-2018
129;119_121AV_21.3;Onbekend;0;6,754;14-06-2018
130;119_121BR_21.3;Onbekend;0,03;6,814;14-06-2018
131;132_295AL_40.4;Onbekend;0,265;7,5;14-06-2018
132;132_295BV_40.4;Onbekend;0,205;6,699;14-06-2018
133;542_1267AR_29.9;Onbekend;0,017;0,673;14-06-2018
134;542_1271AL_29.9;Onbekend;0,017;0,673;14-06-2018
135;542_1271BV_30.0;Onbekend;0;0,621;14-06-2018
136;542_1277AR_30.0;Onbekend;0,017;0,514;14-06-2018
137;563_187AL_57.4;Onbekend;0,436;2,391;14-06-2018
138;561_89BV_59.6;Onbekend;0;1,864;14-06-2018
139;563_189R_57.4;Onbekend;0,444;2,444;14-06-2018
140;123_61AL_19.8;Glued Tuned, type Corus 54E1;1,652;1,813;14-06-2018
141;123_63AL_19.9;Onbekend;0,036;1,577;14-06-2018
142;551_143AL_22.7;Onbekend;0,032;1,316;14-06-2018
143;551_145BV_22.9;Glued Tuned, type Corus 54E1;0,002;0,718;14-06-2018
144;551_145AL_22.8;Glued Tuned, type Corus 54E1;0,03;0,828;14-06-2018
145;515_307BV_51.2;Onbekend;4,032;8,222;14-06-2018
146;515_307AR_51.1;Onbekend;0,32;4,13;14-06-2018
147;063_31AV_13.7;Onbekend;0;10,99;14-06-2018
148;518_193BV_64.8;Onbekend;0,3;15,976;14-06-2018
149;518_191BV_64.9;Onbekend;0,246;15,886;14-06-2018
150;046_255AR_41.4;Onbekend;0,211;5,256;14-06-2018
151;054_1273AR_43.1;Onbekend;0,132;9,985;14-06-2018
152;054_1275AR_43.6;Onbekend;0,053;9,355;14-06-2018
153;054_1001AV_57.2;Onbekend;0,001;2,893;14-06-2018
154;054_1001BR_57.4;Onbekend;0,054;2,825;14-06-2018
155;054_1005AV_57.3;Onbekend;0,001;2,655;14-06-2018
156;054_1003AV_57.3;Onbekend;0,001;2,553;14-06-2018
157;544_1075R_0.2;Onbekend;0,058;0,636;14-06-2018
158;509_1107R_35.1;Onbekend;0,036;1,337;14-06-2018
159;509_1103R_35.1;Onbekend;0,029;1,433;14-06-2018
160;608_67L_88.9;Onbekend;0,228;13,118;14-06-2018
161;608_65AL_88.8;Onbekend;0,313;13,213;14-06-2018
162;127_323V_13.1;Schrey & Veit, VICON-AMSA 5RQ;0;0,112;14-06-2018
163;127_325AL_13.2;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,125;14-06-2018
164;127_351AL_27.9;Schrey & Veit, VICON-AMSA 5RQ;0,029;9,561;14-06-2018
165;127_329AR_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,033;14,515;14-06-2018
166;127_327V_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,01;14-06-2018
167;127_351BV_27.9;Schrey & Veit, VICON-AMSA 5RQ;0;9,532;14-06-2018
168;127_329BV_13.3;Schrey & Veit, VICON-AMSA 5RQ;0;14,487;14-06-2018
169;545_225AR_23.7;Schrey & Veit, VICON-AMSA 5RQ;0,825;8,383;14-06-2018
170;127_295AR_8.2;Schrey & Veit, VICON-AMSA 5RQ;3,734;3,928;14-06-2018
171;127_303V_11.2;Schrey & Veit, VICON-AMSA 5RQ;0,78;0,974;14-06-2018
172;127_309BV_12.3;Schrey & Veit, VICON-AMSA 5RQ;0;0,013;14-06-2018
173;127_311R_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,031;0,773;14-06-2018
174;127_349AR_27.8;Schrey & Veit, VICON-AMSA 5RQ;0,096;0,114;14-06-2018
175;127_359AL_37.4;Schrey & Veit, VICON-AMSA 5RQ;0,198;0,248;14-06-2018
176;127_361L_37.5;Schrey & Veit, VICON-AMSA 5RQ;0,03;0,871;14-06-2018
177;127_435AR_54.0;Schrey & Veit, VICON-AMSA 5RQ;0,027;7,643;14-06-2018
178;127_435BV_54.0;Schrey & Veit, VICON-AMSA 5RQ;0;7,628;14-06-2018
179;127_375BV_38.5;Clipped Tuned, type Corus 54E1;0,001;9,967;14-06-2018
180;127_375AR_38.5;Clipped Tuned, type Corus 54E1;0,028;10,025;14-06-2018
181;618_273BV_49.5;Glued Tuned, type Corus 54E1;6,982;7,352;14-06-2018
182;618_273AR_49.5;Glued Tuned, type Corus 54E1;7,044;7,415;14-06-2018
183;123_61AL_19.8;Onbekend;0,029;1,651;14-06-2018
184;544_1075L_0.2;Onbekend;0,058;0,636;14-06-2018
185;544_1071BV_0.2;Glued Tuned, type Corus 54E1;0,604;0,776;14-06-2018
186;544_1079BV_0.3;Onbekend;0,002;0,691;14-06-2018
187;544_1077BV_0.3;Glued Tuned, type Corus 54E1;0,002;0,603;14-06-2018
188;117_1843L_6.3;Onbekend;0,048;3,493;14-06-2018
189;046_227AL_36.0;Onbekend;0,029;5,278;14-06-2018
190;046_227BV_36.1;Onbekend;0;5,283;14-06-2018
191;047_3AV_40.9;Onbekend;0;16,764;14-06-2018
192;047_3BL_41.0;Onbekend;0,03;16,769;14-06-2018
193;545_75BL_22.3;Onbekend;2,446;20,078;14-06-2018
194;122_65L_2.8;Onbekend;1,009;18,5;14-06-2018
195;124_195L_4.5;Onbekend;0,039;13,792;14-06-2018
196;124_197V_4.6;Onbekend;0;13,657;14-06-2018
197;544_1135BV_1.4;Onbekend;0,001;0,837;14-06-2018
198;544_1135AR_1.3;Onbekend;0,061;0,906;14-06-2018
199;123_21R_9.7;Onbekend;7,099;8,277;14-06-2018
200;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,413;5,893;14-06-2018
201;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,353;5,833;14-06-2018
202;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,873;7,533;14-06-2018
203;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,813;7,473;14-06-2018
204;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,914;10,535;14-06-2018
205;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,174;9,905;14-06-2018
206;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,112;9,842;14-06-2018
207;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,914;9,16;14-06-2018
208;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,852;9,097;14-06-2018
209;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,454;8,795;14-06-2018
210;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,392;8,732;14-06-2018
211;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,744;7,105;14-06-2018
212;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,682;7,042;14-06-2018
213;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,674;3,035;14-06-2018
214;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,612;2,972;14-06-2018
215;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,374;2,685;14-06-2018
216;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,312;2,622;14-06-2018
217;122_65V_2.8;Schrey & Veit, VICON-AMSA 5RQ;0;0,692;14-06-2018
218;545_75BL_22.3;Schrey & Veit, VICON-AMSA 5RQ;0,746;1,231;14-06-2018
219;123_1BR_10.6;Onbekend;0,034;8,035;14-06-2018
220;123_21R_9.7;Onbekend;0,037;7,099;14-06-2018
221;519_97BV_47.4;Onbekend;0,37;5,753;14-06-2018
222;519_95BV_47.3;Onbekend;0,438;5,845;14-06-2018
223;087_47BV_22.8;Onbekend;0;1,308;14-06-2018
224;087_7L_21.1;Onbekend;0,044;0,831;14-06-2018
225;087_7R_21.1;Onbekend;0,044;0,798;14-06-2018
226;087_3L_21.1;Onbekend;0,044;0,699;14-06-2018
227;087_21AR_21.8;Onbekend;0,049;0,675;14-06-2018
228;089_261BV_45.7;Onbekend;0;0,623;14-06-2018
229;089_261AL_45.6;Onbekend;0,039;0,673;14-06-2018
230;506_259AR_45.5;Onbekend;0,043;0,565;14-06-2018
231;089_259BV_45.6;Onbekend;0,003;0,599;14-06-2018
232;089_271R_46.0;Onbekend;0,1;0,48;14-06-2018
233;089_273AL_46.2;Onbekend;0,1;0,446;14-06-2018
234;089_293BV_46.6;Onbekend;0;0,039;14-06-2018
235;612_7BL_60.6;Onbekend;13,977;14,089;14-06-2018
236;101_1067BV_12.3;Onbekend;0;2,517;14-06-2018
237;532_1067AR_11.9;Onbekend;0,158;2,858;14-06-2018
238;532_1061BV_12.0;Onbekend;0,088;2,788;14-06-2018
239;101_1063V_12.3;Onbekend;0;2,515;14-06-2018
240;128_35BV_12.8;Onbekend;0;0,348;14-06-2018
241;128_35AL_12.7;Onbekend;0,047;0,586;14-06-2018
242;128_25AR_12.6;Onbekend;0,047;0,674;14-06-2018
243;128_25BV_12.8;Onbekend;0;0,4;14-06-2018
244;128_27L_12.7;Onbekend;0,043;0,579;14-06-2018
245;528_9R_28.1;Onbekend;0,048;0,525;14-06-2018
246;528_9L_28.1;Onbekend;0,048;0,559;14-06-2018
247;528_5L_28.0;Onbekend;0,048;0,654;14-06-2018
248;528_7R_28.1;Onbekend;0,042;0,525;14-06-2018
249;528_7L_28.1;Onbekend;0,038;0,452;14-06-2018
250;620_97AR_42.6;Onbekend;0,115;14,561;14-06-2018
251;546_1063BR_3.6;Onbekend;0,047;2,739;14-06-2018
252;093_1005L_6.2;Onbekend;1,572;2,535;14-06-2018
253;094_1091AV_2.5;Onbekend;0;1,644;14-06-2018
254;094_1065R_3.5;Clipped Tuned, type Corus 54E1;0,1;0,874;14-06-2018
255;093_1007R_5.8;Onbekend;1,184;2,181;14-06-2018
256;094_1091BL_2.7;Onbekend;0,923;1,808;14-06-2018
257;094_1069AV_3.3;Clipped Tuned, type Corus 54E1;0;0,408;14-06-2018
258;094_1067BR_3.5;Clipped Tuned, type Corus 54E1;0,048;0,176;14-06-2018
259;094_1065L_3.5;Clipped Tuned, type Corus 54E1;0,1;0,621;14-06-2018
260;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0;0,284;14-06-2018
261;094_1079BL_2.8;Onbekend;1,098;1,923;14-06-2018
262;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,047;0,518;14-06-2018
263;094_1067AV_3.4;Clipped Tuned, type Corus 54E1;0;0,019;14-06-2018
264;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,284;0,462;14-06-2018
265;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,001;0,284;14-06-2018
266;531_2327R_33.9;Onbekend;0,991;4,322;14-06-2018
267;532_1061BV_12.0;Onbekend;2,789;3,209;14-06-2018
268;101_1063V_12.3;Onbekend;2,516;2,81;14-06-2018
269;101_1067BV_12.3;Onbekend;2,517;2,866;14-06-2018
270;532_1067AR_11.9;Onbekend;2,859;3,407;14-06-2018
271;533_1131AL_15.9;Onbekend;0,034;0,219;14-06-2018
272;533_1159BV_16.1;Onbekend;0;1,474;14-06-2018
273;533_1139AR_15.9;Onbekend;0,032;0,117;14-06-2018
274;533_1151BV_16.1;Onbekend;0;1,496;14-06-2018
275;533_1117AR_15.3;Onbekend;0,048;2,082;14-06-2018
276;533_1117BV_15.5;Onbekend;0;0,477;14-06-2018
277;533_1159AR_16.0;Onbekend;0,034;1,415;14-06-2018
278;533_1113AL_15.3;Onbekend;0,048;2,082;14-06-2018
279;533_1113BV_15.5;Onbekend;0;0,495;14-06-2018
280;533_1151AL_16.0;Onbekend;0,033;1,402;14-06-2018
281;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;9,714;9,886;14-06-2018
282;105_91BR_23.1;Onbekend;0,028;4,681;14-06-2018
283;105_91AV_23.1;Onbekend;0;4,673;14-06-2018
284;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;9,813;9,988;14-06-2018
285;013_233AL_88.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;11,481;14-06-2018
286;013_233BV_88.5;Schrey & Veit, VICON-AMSA 5RQ;0;11,423;14-06-2018
287;017_353AL_32.0;Onbekend;0,049;7,503;14-06-2018
288;017_353BV_32.1;Onbekend;0;7,345;14-06-2018
289;017_61BV_71.0;Onbekend;0;11,833;14-06-2018
290;017_65AR_70.8;Onbekend;0,027;12,041;14-06-2018
291;609_135AL_26.6;Onbekend;1,152;11,609;14-06-2018
292;609_135BV_26.5;Onbekend;1,05;11,509;14-06-2018
293;047_71R_52.2;Onbekend;0,057;4,375;14-06-2018
294;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;0,137;0,335;14-06-2018
295;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;0,237;0,434;14-06-2018
296;503_189L_40.9;Onbekend;0,369;23,315;14-06-2018
297;503_191L_40.9;Onbekend;0,36;23,338;14-06-2018
298;605_3AL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;0,516;14-06-2018
299;605_1BL_33.4;Onbekend;0,215;6,745;14-06-2018
300;605_3BL_33.5;Onbekend;0,308;6,868;14-06-2018
301;605_3BV_33.5;Onbekend;0;0,459;14-06-2018
302;605_25BV_34.1;Onbekend;0;0,083;14-06-2018
303;620_3AV_41.6;Onbekend;0,295;5,01;14-06-2018
304;620_1AV_41.6;Onbekend;0,295;5,012;14-06-2018
305;620_97BV_42.7;Onbekend;0,034;14,421;14-06-2018
306;084_7BV_9.5;Onbekend;0;0,562;14-06-2018
307;084_7AR_9.4;Onbekend;0,027;0,556;14-06-2018
308;532_1061BR_12.0;Onbekend;1,204;3,972;14-06-2018
309;101_1063L_12.3;Onbekend;1,485;4,317;14-06-2018
310;101_1067BR_12.3;Onbekend;1,485;4,552;14-06-2018
311;532_1037R_11.2;Onbekend;0,448;3,46;14-06-2018
312;117_1BL_15.5;Onbekend;0,048;5,625;14-06-2018
313;035_145BV_53.0;Onbekend;0;7,558;14-06-2018
314;035_145AR_52.9;Onbekend;0,027;7,672;14-06-2018
315;604_13AR_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,202;0,637;14-06-2018
316;605_25BV_34.1;Schrey & Veit, VICON-AMSA 5RQ;0,084;3,084;14-06-2018
317;020_5V_60.3;Onbekend;0;11,331;14-06-2018
318;612_7BL_60.6;Onbekend;0,391;11,641;14-06-2018
319;507_231AV_93.6;Onbekend;0,05;1,107;14-06-2018
320;507_231BL_93.6;Onbekend;0,117;1,14;14-06-2018
321;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,829;14-06-2018
322;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,782;1,199;14-06-2018
323;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,062;10,774;14-06-2018
324;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,844;1,262;14-06-2018
325;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,823;14-06-2018
326;605_25AL_34.1;Onbekend;0,029;0,143;14-06-2018
327;605_25AL_34.1;Onbekend;0,143;3,143;14-06-2018
328;078_207R_64.9;Onbekend;0,026;1,003;14-06-2018
329;078_227V_65.7;Schrey & Veit, VICON-AMSA 5RQ;0;0,324;14-06-2018
330;078_231AL_66.0;Onbekend;0,031;3,613;14-06-2018
331;078_231BV_66.0;Onbekend;0,003;3,552;14-06-2018
332;017_27R_61.4;Onbekend;0,028;0,736;14-06-2018
333;050_463AR_4.2;Onbekend;2,175;3,568;14-06-2018
334;587_481R_7.0;Onbekend;0,028;0,834;14-06-2018
335;050_465R_4.3;Onbekend;0,027;2,096;14-06-2018
336;050_465R_4.3;Clipped Tuned, type Corus 54E1;2,097;2,556;14-06-2018
337;614_2123V_47.5;Onbekend;0,002;0,398;14-06-2018
338;046_255BV_41.6;Onbekend;0,081;5,126;14-06-2018
339;614_2131V_47.6;Onbekend;0,001;0,29;14-06-2018
340;614_2129R_47.5;Onbekend;0,033;0,354;14-06-2018
341;161_2221V_9.4;Onbekend;0,002;10,76;14-06-2018
342;161_2223V_9.4;Onbekend;0;10,707;14-06-2018
343;161_2519R_20.4;Onbekend;0,062;0,49;14-06-2018
344;161_2521L_20.4;Onbekend;0,062;0,49;14-06-2018
345;161_2539L_21.2;Onbekend;0,053;10,2;14-06-2018
346;161_2541V_21.3;Onbekend;0,002;10,094;14-06-2018
347;161_2677V_31.9;Onbekend;0;3,426;14-06-2018
348;161_2675L_31.7;Onbekend;0,048;3,59;14-06-2018
349;603_179AL_3.9;Clipped Tuned, type Corus 54E1;0,344;0,401;14-06-2018
350;038_285AL_95.9;Onbekend;0,047;9,084;14-06-2018
351;038_285BV_96.0;Onbekend;0;8,982;14-06-2018
