ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
139893155;082_137BV_1.5;T;0,299;0,300;100;2018-06-12
139893156;082_137BV_1.5;T;0,300;3,888;100;2018-06-12
139893157;527_932L_0.6;T;0,000;0,322;40;2018-06-12
139893158;527_932R_0.6;T;0,000;0,318;40;2018-06-12
139893159;556_1405L_5.4;T;0,000;0,060;40;2018-06-12
139893160;556_1405R_5.4;T;0,000;0,693;100;2018-06-12
139893152;082_137AL_1.5;T;0,915;4,007;100;2018-06-12
139893161;556_1407V_5.5;T;0,000;0,016;100;2018-06-12
139893162;556_1409L_5.5;T;0,000;0,264;80;2018-06-12
139893163;556_1409L_5.5;T;0,264;0,448;80;2018-06-12
139893153;082_137AR_1.5;T;0,000;0,059;40;2018-06-12
139893154;082_137BV_1.5;T;0,000;0,299;70;2018-06-12
139893164;556_1409L_5.5;T;0,448;0,549;60;2018-06-12
139893165;556_1409R_5.5;T;0,000;0,549;100;2018-06-12
139893166;556_1423V_6.1;T;0,000;0,006;100;2018-06-12
139892991;501_902L_79.6;T;0,000;0,110;40;2018-06-12
139892992;501_902R_79.6;T;0,000;0,125;40;2018-06-12
139892993;501_902V_79.6;T;0,000;0,372;40;2018-06-12
139892994;501_903L_79.7;T;0,000;0,036;40;2018-06-12
139892995;501_903R_79.7;T;0,000;0,222;40;2018-06-12
139892996;501_904R_79.7;T;0,000;0,185;40;2018-06-12
139892997;653_905R_102.1;T;0,000;0,029;40;2018-06-12
139892998;653_905V_102.1;T;0,000;0,082;40;2018-06-12
139892999;550_906L_25.6;T;0,000;0,038;40;2018-06-12
139893000;550_906R_25.6;T;0,000;0,210;>=40;2018-06-12
139893001;550_906V_25.6;T;0,000;0,110;40;2018-06-12
139893002;550_907L_25.7;T;0,000;0,027;40;2018-06-12
139892989;002_405R_75.4;T;0,093;0,603;40;2018-06-12
139892990;002_405R_75.4;T;0,603;0,689;100;2018-06-12
139892985;002_405L_75.4;T;0,000;0,093;60;2018-06-12
139893184;076_1615R_11.5;T;0,000;0,468;80;2018-06-12
139893185;076_1615R_11.5;T;0,468;0,700;130;2018-06-12
139893186;076_1617R_11.6;T;0,000;0,040;40;2018-06-12
139893187;076_1617pV_11.6;T;0,000;0,034;40;2018-06-12
139893188;076_1619L_11.6;T;0,000;0,048;40;2018-06-12
139893189;076_1619R_11.6;T;0,000;0,703;40;2018-06-12
139893192;076_1625pV_11.6;T;0,000;0,034;40;2018-06-12
139893193;076_1627L_11.5;T;0,000;0,048;40;2018-06-12
139893194;076_1631BR_11.8;T;0,000;0,240;40;2018-06-12
139893195;076_1631BV_11.8;T;0,000;0,076;40;2018-06-12
139893196;076_1633BR_11.9;T;0,000;0,240;40;2018-06-12
139893197;076_1633BV_11.9;T;0,000;0,372;40;2018-06-12
139893198;076_1639V_12.0;T;0,000;0,012;80;2018-06-12
139893199;076_1641L_12.0;T;0,000;0,143;60;2018-06-12
139893200;076_1641R_12.0;T;0,000;0,120;80;2018-06-12
139893201;076_1641R_12.0;T;0,120;0,432;130;2018-06-12
139893202;076_1643V_12.2;T;0,000;0,018;130;2018-06-12
139893203;076_1651L_12.2;T;0,000;0,090;60;2018-06-12
139893190;076_1621R_11.6;T;0,000;0,040;40;2018-06-12
139893191;076_1621V_11.6;T;0,000;0,177;40;2018-06-12
139893204;076_1651R_12.2;T;0,000;0,165;130;2018-06-12
139893205;076_1653V_12.3;T;0,000;0,022;60;2018-06-12
139893206;076_1655L_12.2;T;0,000;0,171;40;2018-06-12
139893207;076_1655R_12.2;T;0,000;0,052;40;2018-06-12
139893208;076_1657pV_12.3;T;0,000;0,034;40;2018-06-12
139893209;076_1659L_12.3;T;0,000;0,029;60;2018-06-12
139893210;076_1659R_12.3;T;0,000;0,053;40;2018-06-12
139893211;076_1661V_12.4;T;0,000;0,020;130;2018-06-12
139893212;076_1667R_12.4;T;0,000;0,086;40;2018-06-12
139893213;076_1675L_12.3;T;0,000;0,090;60;2018-06-12
