ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
4451;940_399R_43.3;940__;0,000;0,360;2018-06-14
14112;603_179BpV_4.0;603_a;0,000;0,034;2018-06-14
7574;517_91AR_69.4;517_b;0,000;0,040;2018-06-14
4802;556_1425L_6.1;076__;0,542;5,433;2018-06-14
478;503_87BR_43.9;503_c;0,000;0,064;2018-06-14
7415;501_173AR_81.0;501__;0,000;0,060;2018-06-14
13879;609_121AR_27.3;609__;0,000;0,064;2018-06-14
12763;133_1079V_14.6;133_a;0,000;0,581;2018-06-14
3873;533_1117BV_15.5;533__;0,000;0,508;2018-06-14
11192;624_165AL_32.2;624__;0,000;0,064;2018-06-14
5554;618_907R_50.4;618_b;0,000;0,336;2018-06-14
9404;514_919L_17.9;514_a;0,000;0,035;2018-06-14
1666;531_2321V_33.6;531_c;0,000;0,714;2018-06-14
8714;047_2007V_24.0;614_a;0,398;0,497;2018-06-14
8494;123_87AL_20.7;123__;0,000;0,046;2018-06-14
10925;950_59AL_40.8;950_a;0,000;0,049;2018-06-14
1663;485_10L_76.9;485_c;0,000;0,094;2018-06-14
12570;163_919BV_43.6;163__;0,000;0,734;2018-06-14
45;469_336BR_601.9;469_g;0,000;0,049;2018-06-14
1461;524_257AR_70.4;524_b;0,000;0,863;2018-06-14
12183;133_1083BV_15.2;133_a;0,000;2,912;2018-06-14
7575;517_73L_69.3;517_a;0,632;0,764;2018-06-14
8577;664_875L_41.9;664_b;0,000;0,564;2018-06-14
11198;550_911L_25.9;550__;0,000;0,170;2018-06-14
7256;555_375V_84.3;555__;0,000;0,041;2018-06-14
2122;545_908R_21.8;545_b;0,000;0,061;2018-06-14
10959;502_257L_100.7;502_b;0,000;0,253;2018-06-14
15282;520_971L_0.6;520_a;0,000;0,365;2018-06-14
8907;027_943BV_148.6;027__;0,000;0,452;2018-06-14
16298;517_47L_69.1;517_a;0,814;0,848;2018-06-14
6782;618_793V_50.4;618_b;0,000;0,047;2018-06-14
14523;133_1159BV_19.4;133_a;0,000;0,307;2018-06-14
2175;654_427R_50.4;654__;0,000;0,110;2018-06-14
11833;506_101R_44.0;506_b;0,000;0,056;2018-06-14
11509;817_51R_300.5;817_g;0,000;0,029;2018-06-14
16378;517_77AL_69.4;517_b;0,000;0,563;2018-06-14
