ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
3;2020-12-10;16;NEWTOP;;;;;;;;;;;513_525V_24.7;323
4;2020-12-10;16;NEWTOP;;;;;;;;;;;604_2821V_45.9;1426
5;2020-12-10;16;NEWTOP;;;;;;;;;;;926_4063R_0.8;53
6;2020-12-10;16;NEWTOP;;;;;;;;;;;666_411V_27.5;1329
7;2020-12-10;16;NEWTOP;;;;;;;;;;;501_29L_80.2;511
8;2020-12-10;16;NEWTOP;;;;;;;;;;;501_141AR_80.6;77
9;2020-12-10;16;NEWTOP;;;;;;;;;;;004_3L_101.7;15183
10;2020-12-10;16;NEWTOP;;;;;;;;;;;501_29R_80.2;457
11;2020-12-10;16;NEWTOP;;;;;;;;;;;098_3885R_29.2;314
12;2020-12-10;16;NEWTOP;;;;;;;;;;;603_41V_48.2;623
13;2020-12-10;16;NEWTOP;;;;;;;;;;;043_361L_37.0;7315
14;2020-12-10;16;NEWTOP;;;;;;;;;;;666_405V_27.2;979
15;2020-12-10;16;NEWTOP;;;;;;;;;;;549_283L_70.9;3018
16;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2203V_73.9;20
17;2020-12-10;16;NEWTOP;;;;;;;;;;;513_531L_25.0;943
18;2020-12-10;16;NEWTOP;;;;;;;;;;;513_533V_25.1;109
19;2020-12-10;16;NEWTOP;;;;;;;;;;;550_157R_26.7;325
20;2020-12-10;16;NEWTOP;;;;;;;;;;;513_539R_25.3;850
21;2020-12-10;16;NEWTOP;;;;;;;;;;;011_297AV_70.1;4279
22;2020-12-10;16;NEWTOP;;;;;;;;;;;043_361R_37.0;7524
23;2020-12-10;16;NEWTOP;;;;;;;;;;;004_1L_101.6;858
24;2020-12-10;16;NEWTOP;;;;;;;;;;;653_25L_102.5;187
25;2020-12-10;16;NEWTOP;;;;;;;;;;;604_4089R_47.4;72
26;2020-12-10;16;NEWTOP;;;;;;;;;;;513_541R_25.4;559
27;2020-12-10;16;NEWTOP;;;;;;;;;;;513_547L_25.4;704
28;2020-12-10;16;NEWTOP;;;;;;;;;;;550_157V_26.7;9117
29;2020-12-10;16;NEWTOP;;;;;;;;;;;513_537R_25.2;408
30;2020-12-10;16;NEWTOP;;;;;;;;;;;926_4085L_1.0;64
31;2020-12-10;16;NEWTOP;;;;;;;;;;;002_395V_69.0;7890
32;2020-12-10;16;NEWTOP;;;;;;;;;;;513_545V_25.6;598
33;2020-12-10;16;NEWTOP;;;;;;;;;;;011_293BL_70.2;3823
34;2020-12-10;16;NEWTOP;;;;;;;;;;;002_385L_68.2;657
35;2020-12-10;16;NEWTOP;;;;;;;;;;;926_4091V_1.1;648
36;2020-12-10;16;NEWTOP;;;;;;;;;;;004_3V_101.7;140
37;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2163V_83.0;326
38;2020-12-10;16;NEWTOP;;;;;;;;;;;653_31R_102.6;2691
39;2020-12-10;16;NEWTOP;;;;;;;;;;;603_167BR_3.8;19
40;2020-12-10;16;NEWTOP;;;;;;;;;;;603_153BR_3.4;552
41;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2115V_82.3;362
42;2020-12-10;16;NEWTOP;;;;;;;;;;;603_69AV_2.4;1301
43;2020-12-10;16;NEWTOP;;;;;;;;;;;664_161BV_43.3;13
44;2020-12-10;16;NEWTOP;;;;;;;;;;;546_1053R_13.9;855
45;2020-12-10;16;NEWTOP;;;;;;;;;;;603_155R_3.4;384
46;2020-12-10;16;NEWTOP;;;;;;;;;;;926_4131L_1.7;106
47;2020-12-10;16;NEWTOP;;;;;;;;;;;002_393L_68.9;7949
48;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2183L_83.2;169
49;2020-12-10;16;NEWTOP;;;;;;;;;;;926_4131R_1.7;524
50;2020-12-10;16;NEWTOP;;;;;;;;;;;548_373BR_86.5;3538
51;2020-12-10;16;NEWTOP;;;;;;;;;;;664_105L_42.0;1639
52;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2181L_83.2;217
53;2020-12-10;16;NEWTOP;;;;;;;;;;;604_4081R_47.4;62
54;2020-12-10;16;NEWTOP;;;;;;;;;;;624_191R_32.4;256
55;2020-12-10;16;NEWTOP;;;;;;;;;;;604_4081L_47.4;192
56;2020-12-10;16;NEWTOP;;;;;;;;;;;501_129R_80.8;387
57;2020-12-10;16;NEWTOP;;;;;;;;;;;604_4093L_47.5;62
58;2020-12-10;16;NEWTOP;;;;;;;;;;;664_107BL_42.1;2028
59;2020-12-10;16;NEWTOP;;;;;;;;;;;604_4089L_47.4;57
60;2020-12-10;16;NEWTOP;;;;;;;;;;;513_549V_25.6;500
61;2020-12-10;16;NEWTOP;;;;;;;;;;;604_4083V_47.4;12
62;2020-12-10;16;NEWTOP;;;;;;;;;;;664_221R_42.5;34
63;2020-12-10;16;NEWTOP;;;;;;;;;;;653_33V_102.7;6867
64;2020-12-10;16;NEWTOP;;;;;;;;;;;486_939AL_;64
65;2020-12-10;16;NEWTOP;;;;;;;;;;;653_31L_102.6;69
66;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2183R_83.2;135
67;2020-12-10;16;NEWTOP;;;;;;;;;;;653_27V_102.6;11
68;2020-12-10;16;NEWTOP;;;;;;;;;;;002_385R_68.2;729
69;2020-12-10;16;NEWTOP;;;;;;;;;;;513_531R_25.0;60
70;2020-12-10;16;NEWTOP;;;;;;;;;;;604_2825V_45.9;1492
71;2020-12-10;16;NEWTOP;;;;;;;;;;;513_523R_24.6;491
72;2020-12-10;16;NEWTOP;;;;;;;;;;;552_2133V_82.6;298
73;2020-12-10;16;NEWTOP;;;;;;;;;;;513_523L_24.6;108
