ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
1;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0,063;0,284;10-12-2020
2;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0;0,064;10-12-2020
3;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,465;0,518;10-12-2020
4;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,163;0,465;10-12-2020
5;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,047;0,163;10-12-2020
6;094_1067AV_3.4;Clipped Tuned, type Corus 54E1;0;0,019;10-12-2020
7;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,364;0,462;10-12-2020
8;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,284;0,364;10-12-2020
9;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,065;0,284;10-12-2020
10;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,001;0,065;10-12-2020
11;531_2327R_33.9;Clipped Tuned, type Corus 54E1;1,76;1,946;10-12-2020
12;531_2327R_33.9;Clipped Tuned, type Corus 54E1;1,616;1,76;10-12-2020
13;532_1061BV_12.0;Clipped Tuned, type Corus 54E1;2,814;2,889;10-12-2020
14;532_1061BV_12.0;Clipped Tuned, type Corus 54E1;2,889;3,164;10-12-2020
15;101_1063V_12.3;Clipped Tuned, type Corus 54E1;2,541;2,616;10-12-2020
16;101_1063V_12.3;Clipped Tuned, type Corus 54E1;2,616;2,81;10-12-2020
17;101_1067BV_12.3;Clipped Tuned, type Corus 54E1;2,542;2,617;10-12-2020
18;101_1067BV_12.3;Clipped Tuned, type Corus 54E1;2,617;2,866;10-12-2020
19;532_1067AR_11.9;Clipped Tuned, type Corus 54E1;2,884;2,959;10-12-2020
20;532_1067AR_11.9;Clipped Tuned, type Corus 54E1;2,959;3,234;10-12-2020
21;533_1131AL_15.9;Clipped Tuned, type Corus 54E1;0,078;0,219;10-12-2020
22;533_1159BV_16.1;Clipped Tuned, type Corus 54E1;0;0,2;10-12-2020
23;533_1139AR_15.9;Clipped Tuned, type Corus 54E1;0,033;0,117;10-12-2020
24;533_1151BV_16.1;Clipped Tuned, type Corus 54E1;0;0,229;10-12-2020
25;533_1117AR_15.3;Clipped Tuned, type Corus 54E1;0,602;0,977;10-12-2020
26;533_1117BV_15.5;Clipped Tuned, type Corus 54E1;0,462;0,476;10-12-2020
27;533_1159AR_16.0;Clipped Tuned, type Corus 54E1;0,035;0,31;10-12-2020
28;533_1113AL_15.3;Clipped Tuned, type Corus 54E1;0,602;0,977;10-12-2020
29;533_1113BV_15.5;Clipped Tuned, type Corus 54E1;0,461;0,495;10-12-2020
30;533_1151AL_16.0;Clipped Tuned, type Corus 54E1;0,034;0,297;10-12-2020
31;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;9,714;9,886;10-12-2020
32;105_91BR_23.1;Schrey & Veit, VICON-AMSA 5RQ;1,945;2,407;10-12-2020
33;105_91AV_23.1;Schrey & Veit, VICON-AMSA 5RQ;1,879;2,345;10-12-2020
34;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;9,813;9,988;10-12-2020
35;013_233AL_88.4;Schrey & Veit, VICON-AMSA 5RQ;6,706;7,549;10-12-2020
36;013_233AL_88.4;Schrey & Veit, VICON-AMSA 5RQ;10,606;10,803;10-12-2020
37;013_233BV_88.5;Schrey & Veit, VICON-AMSA 5RQ;6,648;7,502;10-12-2020
38;013_233BV_88.5;Schrey & Veit, VICON-AMSA 5RQ;10,548;10,745;10-12-2020
39;017_353AL_32.0;Schrey & Veit, VICON-AMSA 5RQ;5,785;6,084;10-12-2020
40;017_353AL_32.0;Schrey & Veit, VICON-AMSA 5RQ;7,06;7,359;10-12-2020
41;017_353BV_32.1;Schrey & Veit, VICON-AMSA 5RQ;5,68;5,977;10-12-2020
42;017_353BV_32.1;Schrey & Veit, VICON-AMSA 5RQ;6,956;7,255;10-12-2020
43;017_61BV_71.0;Schrey & Veit, VICON-AMSA 5RQ;9,558;9,881;10-12-2020
44;017_61BV_71.0;Schrey & Veit, VICON-AMSA 5RQ;10,133;10,324;10-12-2020
45;017_61BV_71.0;Schrey & Veit, VICON-AMSA 5RQ;10,658;10,942;10-12-2020
46;017_65AR_70.8;Schrey & Veit, VICON-AMSA 5RQ;9,766;10,089;10-12-2020
47;017_65AR_70.8;Schrey & Veit, VICON-AMSA 5RQ;10,341;10,542;10-12-2020
48;017_65AR_70.8;Schrey & Veit, VICON-AMSA 5RQ;10,866;11,146;10-12-2020
49;609_135AL_26.6;Clipped Tuned, type Corus 54E1;10,773;10,903;10-12-2020
50;609_135AL_26.6;Clipped Tuned, type Corus 54E1;10,405;10,578;10-12-2020
51;609_135AL_26.6;Clipped Tuned, type Corus 54E1;10,336;10,438;10-12-2020
52;609_135AL_26.6;Clipped Tuned, type Corus 54E1;9,712;9,885;10-12-2020
53;609_135AL_26.6;Clipped Tuned, type Corus 54E1;8,695;8,86;10-12-2020
54;609_135AL_26.6;Clipped Tuned, type Corus 54E1;8,196;8,269;10-12-2020
