ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
187510177;433_61V_4.7;T;0,759;4,692;40;2020-12-09
187510178;433_64L_4.7;T;0;0,686;40;2020-12-09
187510179;433_64R_4.7;T;0;0,684;40;2020-12-09
187510180;433_80L_5.5;T;0;0,333;>=40;2020-12-09
187510181;433_80R_5.5;T;0;0,332;>=40;2020-12-09
187510182;433_80V_5.5;T;0;0,039;40;2020-12-09
187510183;433_81V_5.5;T;0;0,057;40;2020-12-09
187510184;066_1AL_25.7;T;0;0,064;40;2020-12-09
187510185;066_1AR_25.7;T;0;0,801;80;2020-12-09
187510511;124_904L_3.5;T;0;0,034;40;2020-12-09
187510512;124_904R_3.5;T;0;0,041;40;2020-12-09
187510513;124_905L_3.4;T;0;0,542;40;2020-12-09
187510956;093_1003AR_6.2;T;0;0,103;80;2020-12-09
187508449;801_910L_102.4;T;0;0,303;40;2020-12-09
187508450;801_910R_102.4;T;0;0,306;40;2020-12-09
187508451;801_910V_102.4;T;0;0,462;40;2020-12-09
187508452;801_913L_102.7;T;0;0,049;40;2020-12-09
187508453;801_914L_102.7;T;0;0,334;40;2020-12-09
187508454;801_914R_102.7;T;0;0,334;40;2020-12-09
187508455;801_915V_103.1;T;0;0,067;40;2020-12-09
187508456;801_918L_101.9;T;0;0,71;40;2020-12-09
187508457;801_918V_101.9;T;0;0,827;40;2020-12-09
187508458;801_920R_100.9;T;0;0,166;40;2020-12-09
187508459;801_920V_100.9;T;0;0,08;40;2020-12-09
187508460;801_959L_100.5;T;0;0,306;40;2020-12-09
187508448;801_932V_302.1;T;0;0,044;40;2020-12-09
187508461;801_959R_100.5;T;0;0,242;40;2020-12-09
187508462;801_960L_100.8;T;0;0,064;40;2020-12-09
187508463;801_960R_100.8;T;0;0,31;40;2020-12-09
187502992;506_656AL_44.3;T;0;0,018;40;2020-12-09
187502993;506_656AR_44.3;T;0;0,154;40;2020-12-09
187502994;506_656AqV_44.3;T;0;0,024;40;2020-12-09
187503279;133_1107AL_18.3;T;0;0,132;80;2020-12-09
187503280;133_1107BV_18.4;T;0;0,025;130;2020-12-09
187503281;133_1109L_18.2;T;0;0,943;130;2020-12-09
187503282;133_1109R_18.2;T;0;0,329;130;2020-12-09
187503283;133_1111L_18.2;T;0;0,309;130;2020-12-09
187501192;531_2341L_34.1;T;0;0,064;40;2020-12-09
187502279;612_7BL_60.6;T;0;12,236;130;2020-12-09
187502280;612_7BL_60.6;T;12,236;12,28;130;2020-12-09
187502281;612_7BL_60.6;T;12,28;14,19;120;2020-12-09
187502282;612_7BV_60.6;T;0;0,009;130;2020-12-09
187502283;528_9L_28.1;T;0;0,099;80;2020-12-09
187502284;528_9L_28.1;T;0,099;0,545;80;2020-12-09
187502344;608_21AL_87.6;T;0;0,088;40;2020-12-09
187502345;608_21AR_87.6;T;0;0,032;60;2020-12-09
187502346;128_21BV_12.5;T;0;0,194;130;2020-12-09
187502347;608_21BV_87.7;T;0;0,029;60;2020-12-09
187502348;927_23L_904.5;T;0;0,507;40;2020-12-09
187502349;927_23L_904.5;T;0,507;0,585;40;2020-12-09
187502350;927_23R_904.5;T;0;0,49;40;2020-12-09
187501446;084_13BV_10.4;T;5,154;5,864;80;2020-12-09
187501447;084_13BV_10.4;T;5,864;5,939;80;2020-12-09
187501448;084_13BV_10.4;T;5,939;5,979;60;2020-12-09
187501449;085_28AL_36.2;T;0;0,064;40;2020-12-09
187501456;527_31AL_16.4;T;0;0,054;60;2020-12-09
