ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
378932;--VERVALLEN--;610_141AR_14.7;610;;Dieren;14,67;141A;R;610;;Dieren;14,583;141B;RE;;0,072;2015-01-09;ProRail;0,071756
378933;--VERVALLEN--;555_273BV_83.6;555;;Rotterdam Centraal;83,622;273B;V;555;;Rotterdam Centraal;84,126;323;L;;0,49;2015-01-09;ProRail;0,490413
378934;--VERVALLEN--;555_297R_83.7;555;;Rotterdam Centraal;83,685;297;R;555;;Rotterdam Centraal;83,479;SJ_297R;V;;0,191;2015-01-09;ProRail;0,191058
378935;--VERVALLEN--;550_43BpV_25.4;550;;Leeuwarden;25,382;43B;L+R;550;;Leeuwarden;25,348;47;L+R;p;0,034;2015-01-09;ProRail;0,033711
378936;--VERVALLEN--;550_47L_25.3;550;;Leeuwarden;25,348;47;LE;550;;Leeuwarden;25,395;59;V;;0,029;2015-01-09;ProRail;0,029412
378937;--VERVALLEN--;550_51R_25.5;550;;Leeuwarden;25,486;51;R;550;;Leeuwarden;25,371;53A;R;;0,115;2015-01-09;ProRail;0,114924
378930;--VERVALLEN--;618_47BpV_58.9;618;c;Eindhoven;58,868;47B;L+R;618;c;Eindhoven;58,835;57A;L+R;p;0,034;2015-01-09;ProRail;0,03367
378931;--VERVALLEN--;618_47BqV_58.9;618;c;Eindhoven;58,869;47B;L+R;618;c;Eindhoven;58,835;57A;L+R;q;0,034;2015-01-09;ProRail;0,033691
378938;--VERVALLEN--;550_53AL_25.4;550;;Leeuwarden;25,371;53A;L;550;;Leeuwarden;25,489;53B;L;;0,118;2015-01-09;ProRail;0,117588
378939;--VERVALLEN--;514_963V_17.1;514;a;Nijmegen;17,112;963;V;514;a;Nijmegen;17,085;964;R;;0,027;2015-01-09;ProRail;0,026992
378940;--VERVALLEN--;514_961V_17.2;514;a;Nijmegen;17,155;961;V;514;a;Nijmegen;17,117;962;R;;0,038;2015-01-09;ProRail;0,037528
378941;--VERVALLEN--;514_960V_17.2;514;a;Nijmegen;17,188;960;V;514;a;Nijmegen;17,155;961;R;;0,034;2015-01-09;ProRail;0,033642
378942;--VERVALLEN--;226_425R_8.2;226;;Gouda - Alphen a/d Rijn;8,173;425;R;226;;Gouda - Alphen a/d Rijn;7,604;435;L;;0,571;2015-01-09;ProRail;0,570685
378943;--VERVALLEN--;226_425L_8.2;226;;Gouda - Alphen a/d Rijn;8,173;425;L;226;;Gouda - Alphen a/d Rijn;7,604;435;R;;0,571;2015-01-09;ProRail;0,571249
378944;--VERVALLEN--;516_283V_2.3;516;a;Blerick;2,281;283;V;516;a;Blerick;2,292;285A;V;;0,011;2015-01-09;ProRail;0,011009
378945;--VERVALLEN--;527_67BqV_17.0;527;c;Haarlem;16,989;67B;L+R;527;c;Haarlem;16,957;69;L+R;q;0,032;2015-01-09;ProRail;0,031899
378946;--VERVALLEN--;087_900R_25.1;087;;Weesp Aansl. - Hilversum;25,074;900;R;087;;Weesp Aansl. - Hilversum;24,912;932B;RE;;0,148;2015-01-09;ProRail;0,148257
379158;--VERVALLEN--;437_9002V_0.2;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,205;9002;V;437;a;Arnhem Goederenstation - Velperbroek Aansl.;0,154;SJ_9002V;V;;0,051;2015-01-09;ProRail;0,051256
379159;--VERVALLEN--;133_1201R_20.9;133;a;Amsterdam Riekerpolder - Warmond;20,936;1201;R;133;a;Amsterdam Riekerpolder - Warmond;21,038;1203;R;;0,103;2019-01-15;ProRail;0,102528
379160;--VERVALLEN--;133_1197R_20.7;133;a;Amsterdam Riekerpolder - Warmond;20,66;1197;R;133;a;Amsterdam Riekerpolder - Warmond;21,038;1203;L;;0,379;2019-01-15;ProRail;0,378792
379161;--VERVALLEN--;133_1197L_20.7;133;a;Amsterdam Riekerpolder - Warmond;20,66;1197;L;133;a;Amsterdam Riekerpolder - Warmond;20,762;1199;L;;0,103;2019-01-15;ProRail;0,102525
379162;--VERVALLEN--;817_60R_204.8;817;e;Vlissingen Sloehaven;204,755;60;R;817;j;Vlissingen Sloehaven;501,513;61;V;;1,527;2015-01-09;ProRail;1,526596
379163;--VERVALLEN--;520_1009L_36.8;520;c;Maastricht;36,751;1009;L;520;c;Maastricht;36,966;SJ_1009L;V;;0,344;2015-01-09;ProRail;0,344162
379164;--VERVALLEN--;520_1009R_36.8;520;c;Maastricht;36,751;1009;R;520;c;Maastricht;36,966;SJ_1009R;V;;0,344;2015-01-09;ProRail;0,343777
379165;--VERVALLEN--;803_37R_102.6;803;h;Delfzijl Stamlijn Havenschap;102,566;37;R;803;h;Delfzijl Stamlijn Havenschap;103,143;49A;V;;0,577;2015-01-09;ProRail;0,577297
379166;--VERVALLEN--;128_65AR_13.3;128;;Diemen Aansl. - Weesp Aansl.;13,313;65A;R;128;;Diemen Aansl. - Weesp Aansl.;13,417;65B;R;;0,102;2015-01-09;ProRail;0,102477
379167;--VERVALLEN--;128_61BV_13.3;128;;Diemen Aansl. - Weesp Aansl.;13,288;61B;V;128;;Diemen Aansl. - Weesp Aansl.;13,313;65A;V;;0,025;2015-01-09;ProRail;0,024848
379168;--VERVALLEN--;135_2061R_42.7;135;;Weesp Aansl. - Lelystad Industrieterrein;42,651;2061;R;135;;Weesp Aansl. - Lelystad Industrieterrein;42,757;2063;R;;0,106;2015-01-09;ProRail;0,106157
379169;--VERVALLEN--;135_2063V_42.8;135;;Weesp Aansl. - Lelystad Industrieterrein;42,757;2063;V;135;;Weesp Aansl. - Lelystad Industrieterrein;42,88;2067;V;;0,124;2015-01-09;ProRail;0,123842
379170;--VERVALLEN--;135_2061L_42.7;135;;Weesp Aansl. - Lelystad Industrieterrein;42,651;2061;L;135;;Weesp Aansl. - Lelystad Industrieterrein;42,851;2065;V;;0,201;2015-01-09;ProRail;0,200642
