ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
4179;contractgebied;BAAN;8;Haarlem;Strukton Rail;Kennemerland;2020-09-08
4180;contractgebied;BASIS;31;IJsselstreek;Strukton Rail;Veluwe;2020-09-08
4181;contractgebied;BASIS;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2020-09-08
4182;contractgebied;BAAN;36;Friesland;Strukton Rail;Wadden;2020-09-08
4183;contractgebied;BASIS;10;Duivendrecht;Strukton Rail;Amstelsepoort;2020-09-08
4184;contractgebied;BAAN;4;Europoort;VolkerRail;Zee-Zevenaar;2020-09-08
4271;contractgebied;BVL;14;Woerden;ASSET Rail;Neerlands Midden;2020-09-08
4272;contractgebied;BAAN;15;Driebergen;ASSET Rail;Neerlands Midden;2020-09-08
4273;contractgebied;BVL;15;Driebergen;ASSET Rail;Neerlands Midden;2020-09-08
4274;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2020-09-08
4275;contractgebied;BASIS;11;Weesp;Strukton Rail;Amstelsepoort;2020-09-08
4276;contractgebied;BVL;34;Overijssel;ASSET Rail;Drenthe;2020-09-08
4277;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;2020-09-08
4278;contractgebied;BASIS;34;Overijssel;ASSET Rail;Drenthe;2020-09-08
4279;contractgebied;BAAN;11;Weesp;Strukton Rail;Amstelsepoort;2020-09-08
4280;contractgebied;BASIS;30;Achterhoek;ASSET Rail;Gelre;2020-09-08
4188;contractgebied;BASIS;19;Roosendaal;Strukton Rail;Zeeland;2020-09-08
4185;contractgebied;BVL;31;IJsselstreek;Strukton Rail;Veluwe;2020-09-08
4186;contractgebied;BAAN;24;Eindhoven;ASSET Rail;De Peel;2020-09-08
4187;contractgebied;BVL;36;Friesland;Strukton Rail;Wadden;2020-09-08
4284;contractgebied;BASIS;14;Woerden;ASSET Rail;Neerlands Midden;2020-09-08
4281;contractgebied;BVL;30;Achterhoek;ASSET Rail;Gelre;2020-09-08
4282;contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;2020-09-08
4283;contractgebied;BAAN;71;A15trace;VolkerRail;Zee-Zevenaar;2020-09-08
4285;contractgebied;BVL;11;Weesp;Strukton Rail;Amstelsepoort;2020-09-08
4286;contractgebied;BASIS;71;A15trace;VolkerRail;Zee-Zevenaar;2020-09-08
4287;contractgebied;BVL;71;A15trace;VolkerRail;Zee-Zevenaar;2020-09-08
