ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
1;128_1235L_10.3;BASIS;Weesp;0;0,215;2020-12-09
2;129_55L_30.8;BAAN;Goes;0;0,093;2020-12-09
3;555_263AqV_83.4;BVL;Rotterdam;0;0,032;2020-12-09
4;555_263AqV_83.4;BAAN;Rotterdam;0;0,032;2020-12-09
5;555_263AqV_83.4;BASIS;Rotterdam;0;0,032;2020-12-09
6;555_251AR_83.5;BVL;Rotterdam;0;0,06;2020-12-09
7;555_251AR_83.5;BAAN;Rotterdam;0;0,06;2020-12-09
8;555_251AR_83.5;BASIS;Rotterdam;0;0,06;2020-12-09
9;534_1107R_46.4;BASIS;Leiden;0;0,132;2020-12-09
10;534_1107R_46.4;BAAN;Leiden;0;0,132;2020-12-09
11;534_1107R_46.4;BVL;Leiden;0;0,132;2020-12-09
12;534_1103AL_46.1;BASIS;Leiden;0;0,266;2020-12-09
13;519_67V_47.0;BVL;Roermond;0;0,02;2020-12-09
14;002_325L_40.0;BVL;Groningen;0;10,49;2020-12-09
15;133_1163BV_19.8;BVL;Haarlem;0;0,03;2020-12-09
16;133_1165BR_19.8;BAAN;Haarlem;0;0,129;2020-12-09
17;133_1165BR_19.8;BASIS;Haarlem;0;0,129;2020-12-09
18;514_31V_17.6;BASIS;Maas en Waal;0;0,001;2020-12-09
19;514_31V_17.6;BAAN;Maas en Waal;0;0,001;2020-12-09
20;514_31V_17.6;BVL;Maas en Waal;0;0,001;2020-12-09
21;514_33AR_17.6;BASIS;Maas en Waal;0;0,051;2020-12-09
22;514_33AR_17.6;BAAN;Maas en Waal;0;0,051;2020-12-09
23;514_33AR_17.6;BVL;Maas en Waal;0;0,051;2020-12-09
24;514_33AL_17.6;BASIS;Maas en Waal;0;0,062;2020-12-09
25;514_33AL_17.6;BAAN;Maas en Waal;0;0,062;2020-12-09
26;514_33AL_17.6;BVL;Maas en Waal;0;0,062;2020-12-09
27;525_429AR_77.8;BASIS;Amsterdam;0;0,105;2020-12-09
28;525_429AR_77.8;BVL;Amsterdam;0;0,105;2020-12-09
29;525_429AR_77.8;BAAN;Amsterdam;0;0,105;2020-12-09
30;548_371V_86.4;BVL;Drenthe;0;0,017;2020-12-09
31;555_251AL_83.5;BVL;Rotterdam;0;0,048;2020-12-09
32;555_251AL_83.5;BAAN;Rotterdam;0;0,048;2020-12-09
33;555_251AL_83.5;BASIS;Rotterdam;0;0,048;2020-12-09
34;555_249pV_83.5;BVL;Rotterdam;0;0,031;2020-12-09
35;555_249pV_83.5;BAAN;Rotterdam;0;0,031;2020-12-09
36;555_249pV_83.5;BASIS;Rotterdam;0;0,031;2020-12-09
37;555_253V_83.4;BVL;Rotterdam;0;0,064;2020-12-09
38;555_253V_83.4;BAAN;Rotterdam;0;0,064;2020-12-09
39;555_253V_83.4;BASIS;Rotterdam;0;0,064;2020-12-09
40;555_251AV_83.5;BVL;Rotterdam;0;0,099;2020-12-09
41;059_241L_80.7;BASIS;Roermond;0;0,986;2020-12-09
42;059_241L_80.7;BVL;Roermond;0;0,986;2020-12-09
43;548_371V_86.4;BAAN;Drenthe;0;0,017;2020-12-09
44;548_371V_86.4;BASIS;Drenthe;0;0,017;2020-12-09
45;548_373AR_86.4;BVL;Drenthe;0;0,145;2020-12-09
46;548_373AR_86.4;BAAN;Drenthe;0;0,145;2020-12-09
