ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
1;112_351AL_62.5;112__;0;4,43;2020-12-10
2;201_71V_15.3;201__;0;6,349;2020-12-10
5;950_970L_41.1;950_a;0;0,064;2020-12-10
7;124_906R_3.1;124_a;0;0,352;2020-12-10
8;145_957BV_56.6;133_a;1,941;2,071;2020-12-10
9;145_957BV_56.6;558_a;0,506;1,941;2020-12-10
12;145_957BV_56.6;145__;0;0,506;2020-12-10
13;524_305V_71.6;139__;0,002;3,558;2020-12-10
14;524_305V_71.6;524_b;0;0,002;2020-12-10
15;124_906L_3.1;124_a;0;0,352;2020-12-10
16;124_207V_3.7;124_a;0;0,72;2020-12-10
17;124_213qV_4.4;124_a;0;0,034;2020-12-10
18;124_203V_3.6;124_a;0;0,008;2020-12-10
19;124_201L_3.6;124_a;0;0,064;2020-12-10
22;525_485R_79.1;525_c;0,8;0,958;2020-12-10
23;525_485R_79.1;525_b;0;0,8;2020-12-10
24;603_175BV_3.9;602_b;2,508;2,582;2020-12-10
25;603_175BV_3.9;014__;0,389;2,508;2020-12-10
26;603_175BV_3.9;603_a;0;0,389;2020-12-10
27;144_783AV_153.7;144_a;0;1,981;2020-12-10
34;664_107BL_42.1;663_a;0,845;2,028;2020-12-10
35;664_107BL_42.1;664_b;0;0,845;2020-12-10
36;531_2427V_1.7;531_c;0,696;1,276;2020-12-10
37;531_2427V_1.7;531_d;0;0,696;2020-12-10
38;542_1271BV_30.0;116_a;0,622;2,927;2020-12-10
39;542_1271BV_30.0;542_a;0;0,622;2020-12-10
40;614_2161L_48.0;614_c;0;0,076;2020-12-10
41;614_2159L_47.9;614_c;0;0,076;2020-12-10
42;614_2165V_48.0;614_c;0;0,347;2020-12-10
43;614_2163L_47.9;614_c;0;0,076;2020-12-10
44;614_2111L_47.3;614_c;0;0,141;2020-12-10
45;614_2105L_47.3;614_c;0;0,118;2020-12-10
46;614_2111R_47.3;614_c;0;0,064;2020-12-10
47;127_295AR_8.2;127_a;0;4,003;2020-12-10
48;950_273AR_13.8;469_g;0,492;0,953;2020-12-10
49;950_273AR_13.8;950_a;0;0,492;2020-12-10
53;541_101R_15.8;541_a;1,409;1,429;2020-12-10
54;541_101R_15.8;541_c;0,03;1,409;2020-12-10
58;541_101R_15.8;541_b;0;0,03;2020-12-10
61;927_937V_906.0;927__;0;0,054;2020-12-10
62;534_1047BV_45.6;534_b;0;0,507;2020-12-10
63;087_117AL_16.5;087__;0;0,103;2020-12-10
64;128_65AL_13.3;087__;3,066;3,094;2020-12-10
65;128_65AL_13.3;541_b;0,285;3,066;2020-12-10
71;128_65AL_13.3;128__;0;0,285;2020-12-10
73;100_2101AV_7.7;531_d;5,68;5,995;2020-12-10
74;100_2101AV_7.7;100__;0;5,68;2020-12-10
75;124_211R_3.9;124_a;0;0,553;2020-12-10
79;451_101L_74.4;203__;0,44;1,543;2020-12-10
80;451_101L_74.4;451_b;0;0,44;2020-12-10
81;926_4131R_1.7;603_a;0,328;0,524;2020-12-10
82;926_4131R_1.7;926__;0;0,328;2020-12-10
83;087_117AR_16.5;087__;0;0,223;2020-12-10
84;087_115V_16.4;087__;0;0,058;2020-12-10
85;087_1349V_25.8;087__;0;0,04;2020-12-10
86;087_1321R_24.1;087__;0;1,904;2020-12-10
87;519_61V_46.8;519_a;0;0,045;2020-12-10
88;042_323V_21.2;043__;0,277;11,563;2020-12-10
95;042_323V_21.2;042__;0;0,277;2020-12-10
98;478_1517L_0.8;478_a;0;0,91;2020-12-10
99;478_1517R_0.8;478_a;0;0,909;2020-12-10
100;478_1557V_1.8;478_a;0;0,041;2020-12-10
101;502_283R_101.3;012__;0,271;7,875;2020-12-10
102;502_283R_101.3;502_a;0,07;0,271;2020-12-10
103;502_283R_101.3;502_b;0;0,07;2020-12-10
104;127_351BV_27.9;127_a;0;9,573;2020-12-10
105;046_201BR_34.7;666_a;3,752;4,09;2020-12-10
106;046_201BR_34.7;046__;0;3,752;2020-12-10
107;478_1595L_1.9;478_a;0;0,064;2020-12-10
108;478_1591L_1.9;478_a;0;0,064;2020-12-10
109;478_1597V_1.9;478_a;0;0,131;2020-12-10
110;478_1591R_1.9;478_a;0;0,064;2020-12-10
111;614_2105R_47.3;614_c;0;0,167;2020-12-10
112;614_2117V_47.4;614_c;0;0,008;2020-12-10
113;614_2125L_47.5;614_c;0;0,038;2020-12-10
114;614_2125R_47.5;614_c;0;0,076;2020-12-10
115;468_50V_100.6;950_a;0,578;0,603;2020-12-10
