ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
187498760;503_131L_43.1;w131l-s312;S;0,029;0,071;2020-12-09;;;131;144;WISSEL;BED_SEIN
187498761;121_2361V_233.9;w2361v-w2363v;S;0;0,174;2020-12-09;;;2361;2363;WISSEL;WISSEL
187498766;503_908L_42.9;w908l-w909v;S;0,027;0,036;2020-12-09;;;908;909;WISSEL;WISSEL
187498767;503_133BL_42.9;w133B/907v-w901v;S;0,017;0,089;2020-12-09;;;133B/907;901;WISSEL;WISSEL
187498768;542_505L_29.6;w505l-w509v;S;0,029;0,057;2020-12-09;;;505;509;WISSEL;WISSEL
187498769;542_1145BV_28.9;w1145Bv-w1155Av;S;0;0,036;2020-12-09;;;1145B;1155A;WISSEL;WISSEL
187498770;938_4535L_1.3;w4535l-w4543/4541v;S;0,029;0,036;2020-12-09;;;4535;4543/4541;WISSEL;WISSEL
187498771;625_275R_15.5;s907-w301r;S;0,804;0,836;2020-12-09;;;346;301;BED_SEIN;WISSEL
187498772;625_275R_15.5;w275r-s907;S;0,028;0,059;2020-12-09;;;275;286;WISSEL;BED_SEIN
187498773;057_57L_12.3;sFC-w81v;S;7,241;7,42;2020-12-09;;;80;81;BED_SEIN;WISSEL
187498774;057_57L_12.3;w57l-sFC;S;0,029;0,437;2020-12-09;;;57;64;WISSEL;BED_SEIN
187498550;525_429BV_77.9;w429Bv-w431Bl;S;0;0,008;2020-12-09;;;429B;431B;WISSEL;WISSEL
187498551;478_1517L_0.8;s828-w1557r;S;0,854;0,881;2020-12-09;;;1556;1557;BED_SEIN;WISSEL
187498552;478_1517L_0.8;w1517l-s828;S;0,029;0,063;2020-12-09;;;1517;1518;WISSEL;BED_SEIN
187498553;135_2245R_15.5;w2245/2241v-w2249r;S;0,017;0,024;2020-12-09;;;2245/2241;2249;WISSEL;WISSEL
187498554;485_42V_101.1;w42v-w43v;S;0;0,004;2020-12-09;;;42;43;WISSEL;WISSEL
187498555;553_301V_22.3;w301v-w303r;S;0;0,004;2020-12-09;;;301;303;WISSEL;WISSEL
187498556;135_2229L_15.4;w2229l-w2237/2233v;S;0,029;0,036;2020-12-09;;;2229;2237/2233;WISSEL;WISSEL
187498557;940_365L_43.1;w365l-s205;S;0,029;0,06;2020-12-09;;;365;368;WISSEL;BED_SEIN
187498558;501_15L_80.0;w15l-w19Av;S;0,031;0,156;2020-12-09;;;15;19A;WISSEL;WISSEL
187498559;087_1325L_24.2;w1325l-s1303;S;0,026;0,087;2020-12-09;;;1325;1332;WISSEL;BED_SEIN
187498561;532_1061BR_12.0;s691-w2115Bv;S;3,566;3,972;2020-12-09;;;2116;2115B;BED_SEIN;WISSEL
187497216;486_36BR_0.8;w36B/36Av-sj;S;0,018;0,724;2020-12-09;;;36B/36A;SJ_36BR;WISSEL;STOOTJUK
187497217;161_2221V_9.4;sGD8-sGD9;S;10,46;10,48;2020-12-09;;;2502;2508;BED_SEIN;BED_SEIN
187497218;161_2221V_9.4;sGD7-sGD8;S;9,117;9,563;2020-12-09;;;2370;2376;BED_SEIN;BED_SEIN
187497219;161_2221V_9.4;sGD6-sGD7;S;7,773;8,219;2020-12-09;;;2360;2366;BED_SEIN;BED_SEIN
187497220;161_2221V_9.4;sGD5-sGD6;S;6,228;6,475;2020-12-09;;;2350;2356;BED_SEIN;BED_SEIN
187497221;161_2221V_9.4;sGD4-sGD5;S;4,466;4,711;2020-12-09;;;2340;2346;BED_SEIN;BED_SEIN
187497222;161_2221V_9.4;sGD3-sGD4;S;2,673;2,926;2020-12-09;;;2330;2336;BED_SEIN;BED_SEIN
187497223;161_2221V_9.4;sGD2-sGD3;S;1,357;1,377;2020-12-09;;;2320;2326;BED_SEIN;BED_SEIN
187497224;161_2221V_9.4;w2221v-sGD1;S;0;0,047;2020-12-09;;;2221;2232;WISSEL;BED_SEIN
187497225;508_2053L_91.2;w2053l-w2059l;S;0,029;0,046;2020-12-09;;;2053;2059;WISSEL;WISSEL
187497226;624_189AL_32.3;w189Al-w207Br;S;0,048;0,269;2020-12-09;;;189A;207B;WISSEL;WISSEL
187497227;486_907R_75.3;w907r-w908r;S;0,028;0,038;2020-12-09;;;907;908;WISSEL;WISSEL
187497228;100_2101BV_7.8;w2101Bv-w2115Av;S;0;0,128;2020-12-09;;;2101B;2115A;WISSEL;WISSEL
187497229;605_25AR_34.1;w25Ar-w25Br;S;0,029;0,031;2020-12-09;;;25A;25B;WISSEL;WISSEL
187497231;522_149AR_57.3;w149Ar-w151/149Bv;S;0,029;0,037;2020-12-09;;;149A;151/149B;WISSEL;WISSEL
187497233;518_117L_63.5;w119/117v-s624;S;0,016;0,05;2020-12-09;;;119/117;112;WISSEL;BED_SEIN
187497234;560_21BR_25.0;w21B/1233v-s8;S;0,016;0,039;2020-12-09;;;21B/1233;18;WISSEL;BED_SEIN
187497236;664_1005R_43.0;w1005r-w1007v;S;0,029;0,041;2020-12-09;;;1005;1007;WISSEL;WISSEL
187497238;527_117L_0.5;s127-w137Bl;S;0,98;1,024;2020-12-09;;;130;137B;BED_SEIN;WISSEL
187497324;503_87AL_44.0;kK_87AL-89AR-w87Bl;S;0,053;0,084;2020-12-09;;;K_87AL-89AR;87B;KRUISING;WISSEL
187497325;503_87AL_44.0;w87Al-kK_87AL-89AR;S;0,029;0,034;2020-12-09;;;87A;K_87AL-89AR;WISSEL;KRUISING
187497326;815_243L_4.5;w243l-w251/253v;S;0,027;0,544;2020-12-09;;;243;251/253;WISSEL;WISSEL
187497441;135_275BV_22.2;w275Bv-sFG;S;0;0,172;2020-12-09;;;275B;278;WISSEL;BED_SEIN
187497442;564_435BV_23.7;w435Bv-w441Av;S;0;0,053;2020-12-09;;;435B;441A;WISSEL;WISSEL
187497443;536_225BL_60.7;w233A/225Bv-w231A/229Bv;S;0,016;0,025;2020-12-09;;;233A/225B;231A/229B;WISSEL;WISSEL
187497444;531_2785L_35.8;kK_2781-2785-w2787l;S;0,053;0,09;2020-12-09;;;K_2781-2785;2787;KRUISING;WISSEL
187497239;527_117L_0.5;w117l-s127;S;0,028;0,108;2020-12-09;;;117;120;WISSEL;BED_SEIN
187497671;131_4V_19.1;w4v-w15v;S;0;1,73;2020-12-09;;;4;15;WISSEL;WISSEL
187497676;479_1703R_304.2;w1703r-w1705r;S;0,039;0,05;2020-12-09;;;1703;1705;WISSEL;WISSEL
187497677;486_911R_75.9;w911r-w914B/914Av;S;0,029;0,036;2020-12-09;;;911;914B/914A;WISSEL;WISSEL
187497679;005_55R_109.5;s512-w65l;S;0,486;0,543;2020-12-09;;;64;65;BED_SEIN;WISSEL
187497680;005_55R_109.5;w55r-s512;S;0,039;0,136;2020-12-09;;;55;56;WISSEL;BED_SEIN
187497681;525_1303BL_180.5;w1303Bl-w1305Al;S;0,048;0,054;2020-12-09;;;1303B;1305A;WISSEL;WISSEL
187497686;552_2181R_83.2;w2183/2185r-w2185re;S;0,048;0,048;2020-12-09;;;2183/2185;2185;WISSEL;WISSEL
187497687;552_2181R_83.2;w2181r-w2183/2185re;S;0,029;0,031;2020-12-09;;;2181;2183/2185;WISSEL;WISSEL
187497688;525_965L_78.6;w965l-w967v;S;0,029;0,051;2020-12-09;;;965;967;WISSEL;WISSEL
187497689;927_21L_904.5;w21l-w25v;S;0,029;0,034;2020-12-09;;;21;25;WISSEL;WISSEL
187497690;603_3081R_2.6;s11-w3143v;S;0,348;0,361;2020-12-09;;;3142;3143;BED_SEIN;WISSEL
187497691;603_3081R_2.6;w3081r-s11;S;0,032;0,076;2020-12-09;;;3081;3078;WISSEL;BED_SEIN
187498562;532_1061BR_12.0;sKA-s691;S;2,042;2,897;2020-12-09;;;1016;1000;BED_SEIN;BED_SEIN
187498563;532_1061BR_12.0;sKC-sKA;S;0,707;1,226;2020-12-09;;;1058;1030;BED_SEIN;BED_SEIN
187498564;532_1061BR_12.0;w1061Br-sKC;S;0,099;0,237;2020-12-09;;;1061B;1060;WISSEL;BED_SEIN
187498565;804_43BV_0.3;s72-w1627/1625v;S;0,163;0,265;2020-12-09;;;1604;1627/1625;BED_SEIN;WISSEL
187498566;804_43BV_0.3;w43Bv-s72;S;0;0,019;2020-12-09;;;43B;548;WISSEL;BED_SEIN
187498567;609_217L_28.8;s512-w235r;S;0,644;0,678;2020-12-09;;;234;235;BED_SEIN;WISSEL
187498568;609_217L_28.8;w217l-s512;S;0,028;0,063;2020-12-09;;;217;222;WISSEL;BED_SEIN
187498569;614_2201V_48.3;w2201v-w2203v;S;0;0,017;2020-12-09;;;2201;2203;WISSEL;WISSEL
187498570;609_281L_27.6;w281l-w283v;S;0,029;0,044;2020-12-09;;;281;283;WISSEL;WISSEL
187498571;609_281R_27.6;w281r-s7;S;0,029;0,054;2020-12-09;;;281;280;WISSEL;BED_SEIN
187498572;531_2777V_35.9;s243-w2833l;S;0,962;1,182;2020-12-09;;;2830;2833;BED_SEIN;WISSEL
187498573;531_2777V_35.9;w2777v-s243;S;0;0,09;2020-12-09;;;2777;2784;WISSEL;BED_SEIN
187498574;047_35BV_42.0;s200-w41v;S;0,515;0,546;2020-12-09;;;42;41;BED_SEIN;WISSEL
187498575;047_35BV_42.0;w35Bv-s200;S;0;0,293;2020-12-09;;;35B;40;WISSEL;BED_SEIN
187498576;609_283L_27.6;w283l-s505a;S;0,029;0,054;2020-12-09;;;283;284;WISSEL;BED_SEIN
187497212;666_4223L_47.6;w4223l-w4227l;S;0,053;0,062;2020-12-09;;;4223;4227;WISSEL;WISSEL
187497213;508_803V_90.9;w803v-w805r;S;0;0,019;2020-12-09;;;803;805;WISSEL;WISSEL
187498138;478_1551V_1.8;w1551v-w1553r;S;0;0,012;2020-12-09;;;1551;1553;WISSEL;WISSEL
187498139;478_1523L_0.9;s831-w1551r;S;0,896;0,936;2020-12-09;;;1550;1551;BED_SEIN;WISSEL
187498140;478_1523L_0.9;w1523l-s831;S;0,029;0,104;2020-12-09;;;1523;1524;WISSEL;BED_SEIN
187498141;478_1521L_0.9;s830-w1551l;S;0,856;0,896;2020-12-09;;;1552;1551;BED_SEIN;WISSEL
187498142;478_1521L_0.9;w1521l-s830;S;0,029;0,063;2020-12-09;;;1521;1522;WISSEL;BED_SEIN
187498143;478_1545L_1.9;w1545l-w1547v;S;0,029;0,036;2020-12-09;;;1545;1547;WISSEL;WISSEL
187498164;519_13R_45.7;w13r-w21l;S;0,048;0,267;2020-12-09;;;13;21;WISSEL;WISSEL
187498169;028_1023R_52.8;w1023r-s405b;S;0,029;0,058;2020-12-09;;;1023;1018;WISSEL;BED_SEIN
187498577;560_1239V_25.0;w1239v-s6;S;0;0,003;2020-12-09;;;1239;1242;WISSEL;BED_SEIN
187498578;531_2607L_34.6;w2607l-w2673r;S;0,048;0,249;2020-12-09;;;2607;2673;WISSEL;WISSEL
187498579;560_57AV_24.9;w57Av-s3;S;0;0,021;2020-12-09;;;57A;48;WISSEL;BED_SEIN
187498580;560_61L_24.8;w61/63Av-s4;S;0,017;0,052;2020-12-09;;;61/63A;46;WISSEL;BED_SEIN
187498581;135_205AL_11.7;sFP-w2201v;S;2,963;2,972;2020-12-09;;;2202;2201;BED_SEIN;WISSEL
187498582;135_205AL_11.7;w205Al-sFP;S;0,047;0,223;2020-12-09;;;205A;208;WISSEL;BED_SEIN
187498583;507_235AR_93.6;w235Ar-w239Av;S;0,048;0,06;2020-12-09;;;235A;239A;WISSEL;WISSEL
187498584;564_954L_23.7;w954l-w957v;S;0,029;0,041;2020-12-09;;;954;957;WISSEL;WISSEL
187498585;555_387V_84.4;sHE-w991v;S;3,83;3,884;2020-12-09;;;986;991;BED_SEIN;WISSEL
187498586;555_387V_84.4;sHD-sHE;S;2,782;3,342;2020-12-09;;;616;600;BED_SEIN;BED_SEIN
187498587;555_387V_84.4;sHC-sHD;S;1,921;2,733;2020-12-09;;;636;620;BED_SEIN;BED_SEIN
187498588;555_387V_84.4;sHA-sHB;S;0,32;1,053;2020-12-09;;;666;650;BED_SEIN;BED_SEIN
187498589;555_387V_84.4;w387v-sHA;S;0;0,037;2020-12-09;;;387;380;WISSEL;BED_SEIN
187498590;817_HHHV_210.8;wHHHv-w77r;S;0;0,769;2020-12-09;;;HHH;77;WISSEL;WISSEL
187498591;609_283R_27.6;w283r-s6;S;0,029;0,054;2020-12-09;;;283;282;WISSEL;BED_SEIN
187498592;539_45BL_79.3;w47A/45Bv-w57A/55Bv;S;0,015;0,024;2020-12-09;;;47A/45B;57A/55B;WISSEL;WISSEL
187497692;047_43BV_42.7;sGO-w61l;S;7,409;7,743;2020-12-09;;;62;61;BED_SEIN;WISSEL
187497693;047_43BV_42.7;w43Bv-sGO;S;0;0,211;2020-12-09;;;43B;50;WISSEL;BED_SEIN
187497694;047_61V_50.5;sRT-w71v;S;1,668;1,734;2020-12-09;;;70;71;BED_SEIN;WISSEL
187497695;047_61V_50.5;w61v-sRT;S;0;0,041;2020-12-09;;;61;64;WISSEL;BED_SEIN
187498594;614_2107V_47.4;w2107v-w2115v;S;0;0,008;2020-12-09;;;2107;2115;WISSEL;WISSEL
187498595;528_3AL_27.9;w3Al-w3Bl;S;0,032;0,033;2020-12-09;;;3A;3B;WISSEL;WISSEL
187498596;537_251AL_34.6;sHX-w271Av;S;1,737;2,018;2020-12-09;;;272;271A;BED_SEIN;WISSEL
187498597;537_251AL_34.6;w251Al-sHX;S;0,048;0,506;2020-12-09;;;251A;256;WISSEL;BED_SEIN
187498599;586_263AR_81.1;w263Are-w263Br;S;0,032;0,039;2020-12-09;;;263A;263B;WISSEL;WISSEL
187498600;112_351BV_62.6;sKC-w463l;S;3,941;4,202;2020-12-09;;;466;463;BED_SEIN;WISSEL
187498601;112_351BV_62.6;w351Bv-sKC;S;0;0,029;2020-12-09;;;351B;366;WISSEL;BED_SEIN
187498602;588_411BR_2.9;w415A/411Bv-w413Ar;S;0,016;0,018;2020-12-09;;;415A/411B;413A;WISSEL;WISSEL
187497240;518_127R_63.7;w125/127v-w129r;S;0,016;0,025;2020-12-09;;;125/127;129;WISSEL;WISSEL
187497244;501_179R_81.0;w179/177Bv-sj;S;0,017;0,249;2020-12-09;;;179/177B;SJ_179R;WISSEL;STOOTJUK
187497245;624_191R_32.4;w191r-w209l;S;0,038;0,217;2020-12-09;;;191;209;WISSEL;WISSEL
187497246;163_973V_44.7;w973v-w985v;S;0;0,018;2020-12-09;;;973;985;WISSEL;WISSEL
187497247;163_973R_44.7;w973r-w975r;S;0,048;0,055;2020-12-09;;;973;975;WISSEL;WISSEL
187497248;163_977R_44.8;w977r-w979r;S;0,048;0,085;2020-12-09;;;977;979;WISSEL;WISSEL
187497249;163_975L_44.6;w975l-w977l;S;0,048;0,085;2020-12-09;;;975;977;WISSEL;WISSEL
187497251;478_1133V_0.6;w1133v-s855;S;0;0,003;2020-12-09;;;1133;1132;WISSEL;BED_SEIN
187497253;664_229R_42.6;s72-w241l;S;0,554;0,594;2020-12-09;;;242;241;BED_SEIN;WISSEL
187497254;664_229R_42.6;w229r-s72;S;0,029;0,071;2020-12-09;;;229;228;WISSEL;BED_SEIN
187498144;564_1363R_23.7;w1363r-w1365v;S;0,029;0,043;2020-12-09;;;1363;1365;WISSEL;WISSEL
187498145;144_1505R_151.8;s503-w1525l;S;1,144;1,385;2020-12-09;;;1522;1525;BED_SEIN;WISSEL
