ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
57;551_161AR_23.6;Onbekend;4,675;6,221;14-12-2017
58;135_253V_21.5;Onbekend;0;5,989;14-12-2017
59;135_255V_21.5;Onbekend;0;5,99;14-12-2017
60;055_399AR_19.6;Onbekend;0,044;8,433;14-12-2017
61;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;0,04;0,319;14-12-2017
62;055_399BV_19.7;Onbekend;0;8,328;14-12-2017
63;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;0,083;0,379;14-12-2017
64;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;0,023;0,319;14-12-2017
65;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,433;9,408;14-12-2017
66;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;8,328;9,287;14-12-2017
67;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;5,094;5,177;14-12-2017
68;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;5,154;5,237;14-12-2017
69;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;7,507;7,715;14-12-2017
70;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;7,555;7,775;14-12-2017
71;618_273BV_49.5;Schrey & Veit, VICON-AMSA 54VS;8,113;8,37;14-12-2017
72;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;8,175;8,446;14-12-2017
73;618_273BV_49.5;Schrey & Veit, VICON-AMSA 54VS;7,672;7,762;14-12-2017
74;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;7,734;7,825;14-12-2017
75;027_955BV_149.2;Onbekend;0,319;0,527;14-12-2017
76;133_1019R_8.7;Onbekend;1,135;6,864;14-12-2017
77;133_1021L_8.8;Onbekend;1,234;2,88;14-12-2017
78;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,128;14-12-2017
79;047_41L_42.5;Clipped Tuned, type Corus 54E1;0,128;1,92;14-12-2017
80;531_2677L_34.7;Clipped Tuned, type Corus 54E1;1,437;1,666;14-12-2017
81;531_2677L_34.7;Clipped Tuned, type Corus 54E1;0,847;1,301;14-12-2017
82;531_2677L_34.7;Onbekend;0,037;1,821;14-12-2017
83;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,029;0,991;14-12-2017
84;555_381V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,251;3,978;14-12-2017
85;555_379V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,239;3,924;14-12-2017
86;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;14-12-2017
87;555_383V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,892;14-12-2017
88;135_273BV_22.2;Onbekend;0,003;17,209;14-12-2017
89;135_275BV_22.2;Onbekend;0,003;17,202;14-12-2017
90;135_2029V_40.4;Onbekend;0,003;2,277;14-12-2017
91;079_171BV_14.2;Onbekend;0;10,86;14-12-2017
92;079_171AR_14.3;Onbekend;0,029;10,921;14-12-2017
93;079_163AL_15.0;Onbekend;0,028;0,596;14-12-2017
94;163_961V_44.4;Onbekend;0,017;0,217;14-12-2017
95;163_967V_44.4;Onbekend;0,036;0,236;14-12-2017
96;163_969V_44.4;Onbekend;0,035;0,235;14-12-2017
97;520_31AL_27.9;Schrey & Veit, VICON-AMSA 54VS;0,312;0,376;14-12-2017
98;520_31BV_28.0;Schrey & Veit, VICON-AMSA 54VS;0,23;0,256;14-12-2017
99;520_45AR_28.3;Schrey & Veit, VICON-AMSA 54VS;0,037;0,08;14-12-2017
100;520_45BV_28.3;Schrey & Veit, VICON-AMSA 54VS;0,003;0,007;14-12-2017
101;526_15AV_4.1;Onbekend;0;0,644;14-12-2017
102;927_9AV_904.3;Onbekend;0,087;0,738;14-12-2017
103;526_433BV_3.5;Onbekend;0;0,571;14-12-2017
104;526_437L_3.5;Onbekend;0,037;0,508;14-12-2017
105;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,812;14-12-2017
106;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,541;14-12-2017
107;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,955;2,189;14-12-2017
108;588_351AL_1.2;Clipped Tuned, type Corus 54E1;2,009;2,195;14-12-2017
109;588_417BV_2.9;Onbekend;0,26;0,521;14-12-2017
110;526_435R_3.5;Onbekend;0,035;0,455;14-12-2017
111;588_415BV_2.9;Onbekend;0;0,26;14-12-2017
112;588_417BV_2.9;Onbekend;0;0,26;14-12-2017
113;588_353AL_1.2;Onbekend;1,438;1,937;14-12-2017
114;588_351AL_1.2;Onbekend;1,486;2,009;14-12-2017
115;588_415AR_2.9;Onbekend;0,017;0,315;14-12-2017
116;021_37AL_67.0;Onbekend;0,048;1,368;14-12-2017
117;021_39L_67.2;Onbekend;0,048;1,142;14-12-2017
118;017_11AL_49.5;Onbekend;0,029;12;14-12-2017
119;017_11BV_49.5;Onbekend;0;11,882;14-12-2017
120;017_27R_61.4;Clipped Tuned, type Corus 54E1;0,006;0,381;14-12-2017
121;017_29AL_61.5;Onbekend;0,028;0,648;14-12-2017
122;017_29BV_61.5;Onbekend;0;0,557;14-12-2017
123;610_151AR_14.0;Onbekend;0,061;13,705;14-12-2017
124;610_151BV_13.9;Onbekend;0,002;13,649;14-12-2017
125;609_7L_29.7;Onbekend;0,231;10,931;14-12-2017
126;609_5L_29.7;Onbekend;0,231;10,931;14-12-2017
127;119_121AV_21.3;Onbekend;0;6,754;14-12-2017
128;119_121BR_21.3;Onbekend;0,03;6,814;14-12-2017
129;132_295AL_40.4;Onbekend;0,265;7,5;14-12-2017
130;132_295BV_40.4;Onbekend;0,205;6,699;14-12-2017
131;542_1267AR_29.9;Onbekend;0,017;0,673;14-12-2017
132;542_1271AL_29.9;Onbekend;0,017;0,673;14-12-2017
133;542_1271BV_30.0;Onbekend;0;0,621;14-12-2017
134;542_1277AR_30.0;Onbekend;0,017;0,514;14-12-2017
135;563_187AL_57.4;Onbekend;0,436;2,339;14-12-2017
136;561_89BV_59.6;Onbekend;0;1,864;14-12-2017
137;563_189R_57.4;Onbekend;0,444;2,444;14-12-2017
138;123_61AL_19.8;Glued Tuned, type Corus 54E1;1,652;1,815;14-12-2017
139;123_63AL_19.9;Onbekend;0,029;1,577;14-12-2017
140;551_143AL_22.7;Onbekend;0,029;1,316;14-12-2017
141;551_145BV_22.9;Glued Tuned, type Corus 54E1;0,003;0,719;14-12-2017
142;551_145AL_22.8;Glued Tuned, type Corus 54E1;0,03;0,827;14-12-2017
143;515_307BV_51.2;Onbekend;4,032;8,222;14-12-2017
144;515_307AR_51.1;Onbekend;0,32;4,13;14-12-2017
145;057_1BL_5.6;Clipped Tuned, type Corus 54E1;0,534;0,832;14-12-2017
146;057_1AV_5.5;Clipped Tuned, type Corus 54E1;0,458;0,759;14-12-2017
147;063_31AV_13.7;Onbekend;0;10,99;14-12-2017
148;518_193BV_64.8;Onbekend;0,3;15,976;14-12-2017
149;518_191BV_64.9;Onbekend;0,246;15,886;14-12-2017
150;046_255AR_41.4;Onbekend;0,211;5,256;14-12-2017
151;054_1273AR_43.1;Onbekend;0,099;9,988;14-12-2017
152;054_1275AR_43.6;Onbekend;0,047;9,36;14-12-2017
153;054_1001AV_57.2;Onbekend;0;2,907;14-12-2017
154;054_1001BR_57.4;Onbekend;0,048;2,831;14-12-2017
155;054_1005AV_57.3;Onbekend;0;2,666;14-12-2017
156;054_1003AV_57.3;Onbekend;0;2,555;14-12-2017
157;544_1075R_0.2;Clipped Tuned, type Corus 54E1;0,064;0,594;14-12-2017
158;509_14AR_35.1;Onbekend;0,036;1,337;14-12-2017
159;509_9AR_35.1;Onbekend;0,029;1,433;14-12-2017
160;608_67L_88.9;Onbekend;0,228;13,118;14-12-2017
161;608_65AL_88.8;Onbekend;0,313;13,213;14-12-2017
162;127_323V_13.1;Schrey & Veit, VICON-AMSA 5RQ;0;0,112;14-12-2017
163;127_325AL_13.2;Schrey & Veit, VICON-AMSA 5RQ;0,029;0,125;14-12-2017
164;127_351AL_27.9;Schrey & Veit, VICON-AMSA 5RQ;0,029;9,561;14-12-2017
165;127_329AR_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,033;14,515;14-12-2017
166;127_327V_13.3;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,01;14-12-2017
167;127_351BV_27.9;Schrey & Veit, VICON-AMSA 5RQ;0;9,532;14-12-2017
168;127_329BV_13.3;Schrey & Veit, VICON-AMSA 5RQ;0;14,487;14-12-2017
169;545_225AR_23.7;Schrey & Veit, VICON-AMSA 5RQ;0,825;8,383;14-12-2017
170;127_295AR_8.2;Schrey & Veit, VICON-AMSA 5RQ;3,734;3,928;14-12-2017
171;127_303V_11.2;Schrey & Veit, VICON-AMSA 5RQ;0,78;0,974;14-12-2017
172;127_309BV_12.3;Schrey & Veit, VICON-AMSA 5RQ;0;0,013;14-12-2017
173;127_311R_12.3;Schrey & Veit, VICON-AMSA 5RQ;0,031;0,773;14-12-2017
174;127_349AR_27.8;Schrey & Veit, VICON-AMSA 5RQ;0,096;0,114;14-12-2017
175;127_359AL_37.4;Schrey & Veit, VICON-AMSA 5RQ;0,198;0,248;14-12-2017
176;127_361L_37.5;Schrey & Veit, VICON-AMSA 5RQ;0,03;0,871;14-12-2017
177;127_435AR_54.0;Schrey & Veit, VICON-AMSA 5RQ;0,027;7,643;14-12-2017
178;127_435BV_54.0;Schrey & Veit, VICON-AMSA 5RQ;0;7,628;14-12-2017
179;127_375BV_38.5;Clipped Tuned, type Corus 54E1;0,001;9,967;14-12-2017
180;127_375AR_38.5;Clipped Tuned, type Corus 54E1;0,028;10,025;14-12-2017
181;618_273BV_49.5;Glued Tuned, type Corus 54E1;6,982;7,352;14-12-2017
182;618_273AR_49.5;Glued Tuned, type Corus 54E1;7,044;7,415;14-12-2017
183;123_61AL_19.8;Onbekend;0,029;1,651;14-12-2017
184;544_1075L_0.2;Glued Tuned, type Corus 54E1;0,564;0,648;14-12-2017
185;544_1071BV_0.2;Glued Tuned, type Corus 54E1;0,604;0,776;14-12-2017
186;544_1079BV_0.3;Onbekend;0;0,696;14-12-2017
187;544_1077BV_0.3;Onbekend;0;0,61;14-12-2017
188;117_1843L_6.3;Onbekend;0,048;3,493;14-12-2017
189;046_227AL_36.0;Onbekend;0,029;5,278;14-12-2017
190;046_227BV_36.1;Onbekend;0;5,283;14-12-2017
191;047_3AV_40.9;Onbekend;0;16,764;14-12-2017
192;047_3BL_41.0;Onbekend;0,03;16,769;14-12-2017
193;545_75BL_22.3;Schrey & Veit, VICON-AMSA 5RQ;5,571;5,871;14-12-2017
194;124_195L_4.5;Onbekend;0,039;13,792;14-12-2017
195;124_197V_4.6;Onbekend;0;13,657;14-12-2017
196;544_1135AR_1.3;Onbekend;0,047;0,909;14-12-2017
197;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,413;5,893;14-12-2017
198;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,353;5,833;14-12-2017
199;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,873;7,533;14-12-2017
200;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,813;7,473;14-12-2017
201;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,914;10,535;14-12-2017
202;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,174;9,905;14-12-2017
203;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,112;9,842;14-12-2017
204;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,914;9,16;14-12-2017
205;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,852;9,097;14-12-2017
206;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,454;8,795;14-12-2017
207;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,392;8,732;14-12-2017
208;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,744;7,105;14-12-2017
209;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,682;7,042;14-12-2017
210;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,674;3,035;14-12-2017
211;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,612;2,972;14-12-2017
212;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,374;2,685;14-12-2017
213;618_273BV_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,312;2,622;14-12-2017
214;122_65V_2.8;Schrey & Veit, VICON-AMSA 5RQ;0;0,692;14-12-2017
215;545_75BL_22.3;Schrey & Veit, VICON-AMSA 5RQ;0,746;1,231;14-12-2017
216;123_1BR_10.6;Onbekend;0,03;8,035;14-12-2017
217;123_21R_9.7;Onbekend;0,028;7,099;14-12-2017
218;057_1AV_5.5;Onbekend;3,509;3,719;14-12-2017
219;519_97BV_47.4;Onbekend;0,37;5,753;14-12-2017
220;519_95BV_47.3;Onbekend;0,438;5,845;14-12-2017
221;087_47BV_22.8;Onbekend;0;1,308;14-12-2017
222;087_7L_21.1;Onbekend;0,044;0,831;14-12-2017
223;087_7R_21.1;Onbekend;0,044;0,798;14-12-2017
224;087_3L_21.1;Onbekend;0,044;0,699;14-12-2017
225;087_21AR_21.8;Onbekend;0,049;0,675;14-12-2017
226;089_261BV_45.7;Onbekend;0;0,623;14-12-2017
227;089_261AL_45.6;Onbekend;0,039;0,673;14-12-2017
228;506_259AR_45.5;Onbekend;0,043;0,565;14-12-2017
229;089_271R_46.0;Onbekend;0,1;0,48;14-12-2017
230;089_273AL_46.2;Onbekend;0,1;0,446;14-12-2017
231;089_293BV_46.6;Onbekend;0;0,039;14-12-2017
232;612_7BL_60.6;Onbekend;13,977;14,089;14-12-2017
233;101_1067BV_12.3;Onbekend;0;2,517;14-12-2017
234;532_1067AR_11.9;Onbekend;0,158;2,858;14-12-2017
235;532_1061BV_12.0;Onbekend;0,088;2,788;14-12-2017
236;101_1063V_12.3;Onbekend;0;2,515;14-12-2017
237;128_35BV_12.8;Onbekend;0;0,348;14-12-2017
238;128_35AL_12.7;Onbekend;0,047;0,586;14-12-2017
239;128_25AR_12.6;Onbekend;0,047;0,674;14-12-2017
240;128_25BV_12.8;Onbekend;0;0,4;14-12-2017
241;128_27L_12.7;Onbekend;0,043;0,579;14-12-2017
242;528_9R_28.1;Onbekend;0,048;0,525;14-12-2017
243;528_9L_28.1;Onbekend;0,048;0,559;14-12-2017
244;528_5L_28.0;Onbekend;0,048;0,654;14-12-2017
245;528_7R_28.1;Onbekend;0,042;0,525;14-12-2017
246;528_7L_28.1;Onbekend;0,038;0,452;14-12-2017
247;620_97AR_42.6;Onbekend;0,115;14,561;14-12-2017
248;546_1063BR_3.6;Onbekend;0,047;2,739;14-12-2017
249;093_1005L_6.2;Onbekend;1,572;2,535;14-12-2017
250;094_1091AV_2.5;Onbekend;0;1,644;14-12-2017
251;094_1065R_3.5;Clipped Tuned, type Corus 54E1;0,1;0,874;14-12-2017
252;093_1007R_5.8;Onbekend;1,184;2,181;14-12-2017
253;094_1091BL_2.7;Onbekend;0,923;1,808;14-12-2017
254;094_1069AV_3.3;Clipped Tuned, type Corus 54E1;0;0,408;14-12-2017
255;094_1067BR_3.5;Clipped Tuned, type Corus 54E1;0,048;0,176;14-12-2017
256;094_1065L_3.5;Clipped Tuned, type Corus 54E1;0,1;0,621;14-12-2017
257;546_1049V_3.9;Clipped Tuned, type Corus 54E1;0;0,284;14-12-2017
258;094_1079BL_2.8;Onbekend;1,098;1,923;14-12-2017
259;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0,047;0,518;14-12-2017
260;094_1067AV_3.4;Clipped Tuned, type Corus 54E1;0;0,019;14-12-2017
261;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,284;0,462;14-12-2017
262;546_1047AV_3.9;Clipped Tuned, type Corus 54E1;0,001;0,284;14-12-2017
263;531_2327R_33.9;Onbekend;0,991;4,322;14-12-2017
264;532_1061BV_12.0;Onbekend;2,789;3,209;14-12-2017
265;101_1063V_12.3;Onbekend;2,516;2,81;14-12-2017
266;101_1067BV_12.3;Onbekend;2,517;2,866;14-12-2017
267;532_1067AR_11.9;Onbekend;2,859;3,407;14-12-2017
268;533_1131AL_15.9;Onbekend;0,034;0,219;14-12-2017
269;533_1159BV_16.1;Onbekend;0;1,474;14-12-2017
270;533_1139AR_15.9;Onbekend;0,032;0,117;14-12-2017
271;533_1151BV_16.1;Onbekend;0;1,496;14-12-2017
272;533_1117AR_15.3;Onbekend;0,048;2,082;14-12-2017
273;533_1117BV_15.5;Onbekend;0;0,477;14-12-2017
274;533_1159AR_16.0;Onbekend;0,034;1,415;14-12-2017
275;533_1113AL_15.3;Onbekend;0,048;2,082;14-12-2017
276;533_1113BV_15.5;Onbekend;0;0,495;14-12-2017
277;533_1151AL_16.0;Onbekend;0,033;1,402;14-12-2017
278;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;9,714;9,886;14-12-2017
279;105_91BR_23.1;Onbekend;0,028;4,681;14-12-2017
280;105_91AV_23.1;Onbekend;0;4,673;14-12-2017
281;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;9,813;9,988;14-12-2017
282;013_233AL_88.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;11,481;14-12-2017
283;013_233BV_88.5;Schrey & Veit, VICON-AMSA 5RQ;0;11,423;14-12-2017
284;017_353AL_32.0;Onbekend;0,049;7,503;14-12-2017
285;017_353BV_32.1;Onbekend;0;7,345;14-12-2017
286;017_61BV_71.0;Onbekend;0;11,833;14-12-2017
287;017_65AR_70.8;Onbekend;0,027;12,041;14-12-2017
288;609_135AL_26.6;Onbekend;1,152;11,609;14-12-2017
289;609_135BV_26.5;Onbekend;1,05;11,509;14-12-2017
290;047_71R_52.2;Onbekend;0,057;4,375;14-12-2017
291;602_221BV_77.4;Schrey & Veit, VICON-AMSA 5RQ;0,137;0,335;14-12-2017
292;602_221AR_77.3;Schrey & Veit, VICON-AMSA 5RQ;0,237;0,434;14-12-2017
293;503_189L_40.9;Onbekend;0,369;23,315;14-12-2017
294;503_191L_40.9;Onbekend;0,36;23,338;14-12-2017
295;605_3AL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,027;0,516;14-12-2017
296;605_1BL_33.4;Onbekend;0,215;6,745;14-12-2017
297;605_3BL_33.5;Onbekend;0,308;6,868;14-12-2017
298;605_3BV_33.5;Onbekend;0;0,459;14-12-2017
299;605_25BV_34.1;Onbekend;0;0,083;14-12-2017
300;620_3AV_41.6;Onbekend;0,295;5,01;14-12-2017
301;620_1AV_41.6;Onbekend;0,295;5,012;14-12-2017
302;620_97BV_42.7;Onbekend;0,034;14,421;14-12-2017
303;084_7BV_9.5;Onbekend;0;0,562;14-12-2017
304;084_7AR_9.4;Onbekend;0,027;0,556;14-12-2017
305;532_1061BR_12.0;Onbekend;1,204;3,972;14-12-2017
306;101_1063L_12.3;Onbekend;1,485;4,317;14-12-2017
307;101_1067BR_12.3;Onbekend;1,485;4,552;14-12-2017
308;532_1037R_11.2;Onbekend;0,448;3,46;14-12-2017
309;117_1BL_15.5;Onbekend;0,048;5,625;14-12-2017
310;035_145BV_53.0;Onbekend;0;7,558;14-12-2017
311;035_145AR_52.9;Onbekend;0,027;7,672;14-12-2017
312;604_13AR_47.5;Schrey & Veit, VICON-AMSA 5RQ;0,202;0,637;14-12-2017
313;605_25BV_34.1;Schrey & Veit, VICON-AMSA 5RQ;0,084;3,084;14-12-2017
314;020_5V_60.3;Onbekend;0,046;11,331;14-12-2017
315;612_7BL_60.6;Onbekend;0,391;11,641;14-12-2017
316;507_231AV_93.6;Onbekend;0,05;1,107;14-12-2017
317;507_231BL_93.6;Onbekend;0,117;1,14;14-12-2017
318;057_1BL_5.6;Clipped Tuned, type Corus 54E1;3,272;3,582;14-12-2017
319;057_1BL_5.6;Clipped Tuned, type Corus 54E1;2,384;3,209;14-12-2017
320;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,829;14-12-2017
321;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,782;1,199;14-12-2017
322;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,062;10,774;14-12-2017
323;057_1AV_5.5;Clipped Tuned, type Corus 54E1;3,184;3,509;14-12-2017
324;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,844;1,262;14-12-2017
325;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,823;14-12-2017
326;605_25AL_34.1;Onbekend;0,029;0,143;14-12-2017
327;605_25AL_34.1;Onbekend;0,143;3,143;14-12-2017
328;078_207R_64.9;Onbekend;0,026;1,003;14-12-2017
329;078_227V_65.7;Schrey & Veit, VICON-AMSA 5RQ;0;0,324;14-12-2017
330;078_231AL_66.0;Onbekend;0,031;3,613;14-12-2017
331;078_231BV_66.0;Onbekend;0,003;3,552;14-12-2017
332;017_27R_61.4;Onbekend;0,028;0,736;14-12-2017
333;050_463AR_4.2;Onbekend;2,175;3,568;14-12-2017
334;587_481R_7.0;Onbekend;0,028;0,834;14-12-2017
335;050_465R_4.3;Onbekend;0,027;2,096;14-12-2017
336;050_465R_4.3;Clipped Tuned, type Corus 54E1;2,097;2,556;14-12-2017
337;545_75BL_22.3;Onbekend;18,146;18,491;14-12-2017
338;614_2123V_47.5;Onbekend;0,002;0,398;14-12-2017
339;046_255BV_41.6;Onbekend;0,081;5,126;14-12-2017
340;089_259BV_45.6;Onbekend;0,003;0,599;14-12-2017
341;614_2131V_47.6;Onbekend;0,001;0,29;14-12-2017
342;614_2129R_47.5;Onbekend;0,033;0,354;14-12-2017
343;161_2221V_9.4;Onbekend;0,002;10,76;14-12-2017
344;161_2223V_9.4;Onbekend;0;10,707;14-12-2017
345;161_2519R_20.4;Onbekend;0,062;0,49;14-12-2017
346;161_2521L_20.4;Onbekend;0,062;0,49;14-12-2017
347;161_2539L_21.2;Onbekend;0,053;10,2;14-12-2017
