ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_VAN;SPOORTAK_TOT;DATUM_VERWERKING;DATUM_METING;BOOGSTRAAL_VAN;BOOGSTRAAL_TOT;ELEMENTTYPE;BOOG_ID
93;817_60R_204.8;0,197;0,216;01-07-2016;01-07-2016;-10000;-10000;BOOG;817_w60r-s53_500.019
94;817_60R_204.8;0,296;0,316;01-07-2016;01-07-2016;-30000;-30000;BOOG;817_53_500.02
95;817_60R_204.8;0,546;0,55;01-07-2016;01-07-2016;30000;30000;BOOG;817_53_500.004
96;817_60R_204.8;0,82;0,824;01-07-2016;01-07-2016;-30000;-30000;BOOG;817_53_500.004
97;817_60R_204.8;1,274;1,286;01-07-2016;01-07-2016;30000;30000;BOOG;817_53_500.012
98;817_60R_204.8;1,456;1,47;01-07-2016;01-07-2016;500;500;BOOG;817_s53-w61v_500.014
99;817_60R_204.8;1,47;1,516;01-07-2016;01-07-2016;190;190;BOOG;817_s53-w61v_500.046
100;817_60V_204.8;0,126;0,22;01-07-2016;01-07-2016;-1260;-1260;BOOG;817_VS_204.849
101;817_60V_204.8;0,22;0,365;01-07-2016;01-07-2016;-1380;-1380;BOOG;817_VS_204.9
102;817_60V_204.8;0,365;0,465;01-07-2016;01-07-2016;-1300;-1300;BOOG;817_VS_204.855
103;817_60V_204.8;0,465;0,495;01-07-2016;01-07-2016;-1380;-1380;BOOG;817_VS_204.785
104;817_60V_204.8;0,495;0,56;01-07-2016;01-07-2016;-1150;-1150;BOOG;817_VS_204.82
105;817_60V_204.8;0,56;0,63;01-07-2016;01-07-2016;-1340;-1340;BOOG;817_VS_204.825
106;817_60V_204.8;0,63;0,669;01-07-2016;01-07-2016;-496;-496;BOOG;817_VS_204.794
107;817_60V_204.8;0,669;1,031;01-07-2016;01-07-2016;630;630;BOOG;817_VS_205.117
108;817_60V_204.8;1,031;1,111;01-07-2016;01-07-2016;-1316;-1316;BOOG;817_VS_204.835
109;817_60V_204.8;1,111;1,276;01-07-2016;01-07-2016;-1350;-1350;BOOG;817_VS_204.92
110;817_60V_204.8;1,276;1,351;01-07-2016;01-07-2016;-1310;-1310;BOOG;817_VS_204.83
111;817_60V_204.8;1,351;1,391;01-07-2016;01-07-2016;-1350;-1350;BOOG;817_VS_204.795
112;817_60V_204.8;1,391;1,506;01-07-2016;01-07-2016;-1200;-1200;BOOG;817_VS_204.87
113;817_60V_204.8;1,506;1,706;01-07-2016;01-07-2016;-1352;-1352;BOOG;817_VS_204.955
114;817_60V_204.8;1,706;1,736;01-07-2016;01-07-2016;-1330;-1330;BOOG;817_VS_204.785
115;817_60V_204.8;1,736;1,745;01-07-2016;01-07-2016;-750;-750;BOOG;817_VS_204.764
116;817_667L_700.5;0,055;0,221;01-07-2016;01-07-2016;-3000;-3000;BOOG;817_551_700.646
117;817_667L_700.5;0,588;0,828;01-07-2016;01-07-2016;-3550;-3550;BOOG;817_551_700.72
118;817_667R_700.5;0,034;0,071;01-07-2016;01-07-2016;-315;-315;BOOG;817_552_700.517
119;817_667R_700.5;0,071;0,222;01-07-2016;01-07-2016;-3005;-3005;BOOG;817_552_700.631
120;817_667R_700.5;0,59;0,81;01-07-2016;01-07-2016;-3525;-3525;BOOG;817_552_700.7
121;817_667R_700.5;0,81;0,846;01-07-2016;01-07-2016;-315;-315;BOOG;817_552_700.516
122;817_683V_701.4;0,012;0,238;01-07-2016;01-07-2016;-450;-450;BOOG;817_w683v-sSC_701.586
123;817_683V_701.4;0,308;0,524;01-07-2016;01-07-2016;3500;3500;BOOG;817_SC_701.576
124;817_683V_701.4;1,117;1,233;01-07-2016;01-07-2016;-350;-350;BOOG;817_SC_701.476
125;817_683V_701.4;1,233;1,353;01-07-2016;01-07-2016;-1500;-1500;BOOG;817_SC_701.48
126;817_683V_701.4;1,353;1,668;01-07-2016;01-07-2016;-350;-350;BOOG;817_SC_701.675
127;817_683V_701.4;1,668;1,699;01-07-2016;01-07-2016;-335;-335;BOOG;817_SC_701.391
128;817_683V_701.4;1,722;1,976;01-07-2016;01-07-2016;1327;1327;BOOG;817_SC_204.311
129;817_683V_701.4;1,976;2,005;01-07-2016;01-07-2016;1220;1220;BOOG;817_SC_204.086
130;817_683V_701.4;2,005;2,055;01-07-2016;01-07-2016;1400;1400;BOOG;817_SC_204.107
131;817_683V_701.4;2,055;2,165;01-07-2016;01-07-2016;1310;1310;BOOG;817_SC_204.167
132;817_683V_701.4;2,165;2,24;01-07-2016;01-07-2016;1370;1370;BOOG;817_SC_204.132
133;817_683V_701.4;2,24;2,3;01-07-2016;01-07-2016;1250;1250;BOOG;817_SC_204.117
134;817_683V_701.4;2,3;2,355;01-07-2016;01-07-2016;1400;1400;BOOG;817_SC_204.112
135;817_683V_701.4;2,355;2,398;01-07-2016;01-07-2016;1250;1250;BOOG;817_SC_204.1
136;817_683V_701.4;2,398;2,443;01-07-2016;01-07-2016;1375;1375;BOOG;817_SC_204.102
137;817_683V_701.4;2,443;2,563;01-07-2016;01-07-2016;1300;1300;BOOG;817_SC_204.177
138;817_683V_701.4;2,563;2,714;01-07-2016;01-07-2016;1380;1380;BOOG;817_SC_204.208
139;817_683V_701.4;2,714;2,789;01-07-2016;01-07-2016;1230;1230;BOOG;817_SC_204.132
140;817_683V_701.4;2,789;2,854;01-07-2016;01-07-2016;1570;1570;BOOG;817_SC_204.122
141;817_683V_701.4;2,854;2,904;01-07-2016;01-07-2016;1100;1100;BOOG;817_SC_204.107
142;817_683V_701.4;2,904;3,004;01-07-2016;01-07-2016;1500;1500;BOOG;817_SC_204.157
143;817_683V_701.4;3,004;3,055;01-07-2016;01-07-2016;2500;2500;BOOG;817_SC_204.108
144;817_683V_701.4;3,31;3,354;01-07-2016;01-07-2016;1500;1500;BOOG;817_SC_204.101
145;817_683V_701.4;3,354;3,47;01-07-2016;01-07-2016;1025;1025;BOOG;817_SC_204.173
146;817_683V_701.4;3,47;3,517;01-07-2016;01-07-2016;1390;1390;BOOG;817_SC_204.104
147;817_683V_701.4;4,316;4,331;01-07-2016;01-07-2016;30000;30000;BOOG;817_SC_204.072
148;817_683V_701.4;4,436;4,492;01-07-2016;01-07-2016;-2300;-2300;BOOG;817_SC_204.113
149;817_683V_701.4;4,492;4,503;01-07-2016;01-07-2016;-800;-800;BOOG;817_SC_204.068
150;817_683V_701.4;4,503;4,583;01-07-2016;01-07-2016;-1400;-1400;BOOG;817_SC_204.137
151;817_683V_701.4;4,643;4,943;01-07-2016;01-07-2016;-521;-521;BOOG;817_SC_204.357
152;817_70L_205.1;0,029;0,034;01-09-2016;01-09-2016;-500;-500;BOOG;817_w70l-w72v_205.082
153;817_70L_205.1;0,034;0,039;01-09-2016;01-09-2016;500;500;BOOG;817_w70l-w72v_205.082
154;817_71L_205.1;0,204;0,224;01-09-2016;01-09-2016;30000;30000;BOOG;817_33_205.138
155;817_71L_205.1;0,431;0,469;01-09-2016;01-09-2016;-30000;-30000;BOOG;817_33_205.156
156;817_72R_205.1;0,073;0,088;01-09-2016;01-09-2016;30000;30000;BOOG;817_32b_205.133
157;817_73L_205.2;0,042;0,063;01-09-2016;01-09-2016;190;190;BOOG;817_30b_205.18
158;817_73R_205.2;0,152;0,16;01-09-2016;01-09-2016;30000;30000;BOOG;817_31b_205.167
159;817_74L_205.2;0,098;0,101;01-09-2016;01-09-2016;-30000;-30000;BOOG;817_34_205.164
160;817_74L_205.2;0,248;0,266;01-09-2016;01-09-2016;-30000;-30000;BOOG;817_34_205.179
161;817_74L_205.2;0,354;0,386;01-09-2016;01-09-2016;30000;30000;BOOG;817_34_205.193
162;817_74R_205.2;0,041;0,065;01-09-2016;01-09-2016;-220;-220;BOOG;817_35_205.185
163;817_74R_205.2;0,361;0,385;01-09-2016;01-09-2016;-220;-220;BOOG;817_35_205.185
164;817_75V_205.6;0,005;0,01;01-09-2016;01-09-2016;-5000;-5000;BOOG;817_w75v-w76l_205.591
165;817_77L_205.6;0,052;0,074;01-09-2016;01-09-2016;-200;-200;BOOG;817_w77l-w78A/78Bv_205.648
166;817_78AL_205.7;0,021;0,022;01-09-2016;01-09-2016;-5000;-5000;BOOG;817_w78A/78Bv-w79l_205.731
167;817_903L_600.0;0,039;0,059;01-09-2016;01-09-2016;10000;10000;BOOG;817_522_600.04
168;817_903L_600.0;0,145;0,267;01-09-2016;01-09-2016;176;176;BOOG;817_522_116.052
169;817_903L_600.0;0,267;0,294;01-09-2016;01-09-2016;193;193;BOOG;817_522_115.957
170;817_903L_600.0;0,294;0,316;01-09-2016;01-09-2016;-3000;-3000;BOOG;817_522_115.952
171;926_2058V_0.9;0,004;0,007;01-04-2017;01-04-2017;225;225;BOOG;926_w2058v-w2059l_0.861
172;926_2060R_0.9;0,07;0,08;01-04-2017;01-04-2017;330;330;BOOG;926_w2060r-w2061v_0.937
173;926_2061L_0.8;0,045;0,082;01-04-2017;01-04-2017;-5000;-5000;BOOG;926_w2061l-w2081r_0.886
174;926_2061L_0.8;0,116;0,13;01-04-2017;01-04-2017;-650;-650;BOOG;926_w2061l-w2081r_0.863
175;926_2061L_0.8;0,13;0,161;01-04-2017;01-04-2017;-190;-190;BOOG;926_w2061l-w2081r_0.88
176;926_2061L_0.8;0,161;0,167;01-04-2017;01-04-2017;-245;-245;BOOG;926_w2061l-w2081r_0.855
177;926_2064L_0.8;0,049;0,079;01-04-2017;01-04-2017;-250;-250;BOOG;926_w2064l-w2081l_0.811
178;926_2064R_0.8;0,031;0,082;01-04-2017;01-04-2017;-190;-190;BOOG;926_C7_0.832
179;926_2064R_0.8;0,192;0,317;01-04-2017;01-04-2017;-425;-425;BOOG;926_C7_0.906
180;926_2069BL_0.8;0,014;0,016;01-04-2017;01-04-2017;-500;-500;BOOG;926_w2069A/2069Bv-w2071v_0.782
181;926_2070L_0.8;0,025;0,029;01-04-2017;01-04-2017;1500;1500;BOOG;926_w2070l-w2073v_0.77
182;926_2070R_0.8;0,025;0,026;01-04-2017;01-04-2017;100;100;BOOG;926_2070_0.767
183;926_2071L_0.8;0,041;0,068;01-04-2017;01-04-2017;200;200;BOOG;926_w2071l-w2074l_0.792
184;926_2071R_0.8;0,029;0,038;01-04-2017;01-04-2017;300;300;BOOG;926_E8_0.774
185;926_2071R_0.8;0,038;0,062;01-04-2017;01-04-2017;-500;-500;BOOG;926_E8_0.789
186;926_2071R_0.8;0,062;0,077;01-04-2017;01-04-2017;500;500;BOOG;926_E8_0.78
187;926_2071R_0.8;0,077;0,107;01-04-2017;01-04-2017;800;800;BOOG;926_E8_0.795
188;926_2071R_0.8;0,107;0,142;01-04-2017;01-04-2017;420;420;BOOG;926_E8_0.8
189;926_2071R_0.8;0,142;0,234;01-04-2017;01-04-2017;490;490;BOOG;926_E8_0.857
190;926_2071R_0.8;0,234;0,265;01-04-2017;01-04-2017;350;350;BOOG;926_E8_0.796
191;926_2072L_0.7;0,032;0,034;01-04-2017;01-04-2017;800;800;BOOG;926_w2072l-w2077v_0.743
192;926_2072R_0.7;0,026;0,031;01-04-2017;01-04-2017;800;800;BOOG;926_w2072r-w2078v_0.746
193;926_2073R_0.7;0,026;0,035;01-04-2017;01-04-2017;1500;1500;BOOG;926_E5_0.744
194;926_2073R_0.7;0,049;0,057;01-04-2017;01-04-2017;-1500;-1500;BOOG;926_E5_0.743
195;926_2073R_0.7;0,106;0,182;01-04-2017;01-04-2017;530;530;BOOG;926_E5_0.811
196;926_2073R_0.7;0,182;0,22;01-04-2017;01-04-2017;480;480;BOOG;926_E5_0.773
197;926_2073R_0.7;0,22;0,26;01-04-2017;01-04-2017;900;900;BOOG;926_E5_0.775
198;926_2075V_0.7;0,04;0,137;01-04-2017;01-04-2017;385;385;BOOG;926_E9_0.748
199;926_2076L_0.7;0,027;0,058;01-04-2017;01-04-2017;339;339;BOOG;926_E7_0.733
200;926_2076L_0.7;0,058;0,099;01-04-2017;01-04-2017;700;700;BOOG;926_E7_0.743
201;926_2076L_0.7;0,099;0,131;01-04-2017;01-04-2017;350;350;BOOG;926_E7_0.734
202;926_2076L_0.7;0,131;0,161;01-04-2017;01-04-2017;700;700;BOOG;926_E7_0.732
203;926_2076L_0.7;0,161;0,199;01-04-2017;01-04-2017;350;350;BOOG;926_E7_0.74
204;926_2076R_0.7;0,027;0,032;01-04-2017;01-04-2017;500;500;BOOG;926_E6_0.707
205;926_2076R_0.7;0,085;0,167;01-04-2017;01-04-2017;400;400;BOOG;926_E6_0.784
206;926_2076R_0.7;0,167;0,22;01-04-2017;01-04-2017;800;800;BOOG;926_E6_0.755
207;926_2077R_0.7;0,026;0,032;01-04-2017;01-04-2017;500;500;BOOG;926_E2_0.715
208;926_2077R_0.7;0,032;0,112;01-04-2017;01-04-2017;-2000;-2000;BOOG;926_E2_0.789
209;926_2077R_0.7;0,152;0,217;01-04-2017;01-04-2017;420;420;BOOG;926_E2_0.774
210;926_2078L_0.7;0,026;0,029;01-04-2017;01-04-2017;-300;-300;BOOG;926_E1_0.715
211;926_2078L_0.7;0,029;0,062;01-04-2017;01-04-2017;-3000;-3000;BOOG;926_E1_0.745
212;926_2078L_0.7;0,062;0,092;01-04-2017;01-04-2017;-1500;-1500;BOOG;926_E1_0.742
213;926_2078L_0.7;0,156;0,195;01-04-2017;01-04-2017;280;280;BOOG;926_E1_0.751
214;926_2078L_0.7;0,195;0,227;01-04-2017;01-04-2017;1000;1000;BOOG;926_E1_0.744
215;926_2078R_0.7;0,028;0,035;01-04-2017;01-04-2017;-350;-350;BOOG;926_w2078r-w2080r_0.719
216;926_2079L_0.7;0,029;0,128;01-04-2017;01-04-2017;665;665;BOOG;926_E4_0.778
217;926_2079L_0.7;0,128;0,189;01-04-2017;01-04-2017;500;500;BOOG;926_E4_0.74
218;926_2079R_0.7;0,035;0,053;01-04-2017;01-04-2017;-500;-500;BOOG;926_E3_0.697
219;926_2079R_0.7;0,13;0,168;01-04-2017;01-04-2017;430;430;BOOG;926_E3_0.717
220;926_2080V_0.7;0,074;0,11;01-04-2017;01-04-2017;705;705;BOOG;926_M4_0.691
221;926_2080V_0.7;0,11;0,15;01-04-2017;01-04-2017;320;320;BOOG;926_M4_0.695
222;926_2081V_0.7;0,001;0,044;01-04-2017;01-04-2017;900;900;BOOG;926_M1_0.708
223;926_2081V_0.7;0,044;0,071;01-04-2017;01-04-2017;300;300;BOOG;926_M1_0.692
224;926_31L_1.7;0,051;0,08;01-04-2017;01-04-2017;5000;5000;BOOG;926_36_1.742
225;926_35V_1.8;0,001;0,114;01-04-2017;01-04-2017;310;310;BOOG;926_s103-w43v_1.894
226;926_43L_1.9;0,029;0,038;01-04-2017;01-04-2017;270;270;BOOG;603_41_2.009
227;926_43L_1.9;0,038;0,084;01-04-2017;01-04-2017;360;360;BOOG;603_41_2.046
228;926_43L_1.9;0,084;0,138;01-07-2009;01-07-2009;420;420;BOOG;603_41_2.054
229;926_43L_1.9;0,138;0,283;01-06-2009;01-06-2009;395;395;BOOG;603_41_2.145
230;926_43L_1.9;0,283;0,345;01-06-2009;01-06-2009;720;720;BOOG;603_41_2.062
231;926_43L_1.9;0,345;0,396;01-06-2009;01-06-2009;198;198;BOOG;603_41_2.051
232;926_43L_1.9;0,396;0,399;01-06-2009;01-06-2009;1000;1000;BOOG;603_41_2.003
233;926_43L_1.9;0,399;0,415;01-06-2009;01-06-2009;1000;1000;BOOG;603_41_2.016
234;926_43L_1.9;0,415;0,426;01-06-2009;01-06-2009;1000;1000;BOOG;603_41_2.011
235;926_43L_1.9;0,436;0,472;01-06-2009;01-06-2009;190;190;BOOG;603_s41-w71Av_2.036
236;926_43R_1.9;0,028;0,103;01-04-2017;01-04-2017;915;915;BOOG;603_40_2.075
237;926_43R_1.9;0,103;0,173;01-04-2017;01-04-2017;915;915;BOOG;603_40_2.07
238;926_43R_1.9;0,173;0,22;01-06-2009;01-06-2009;430;430;BOOG;603_40_2.047
239;926_43R_1.9;0,22;0,259;01-06-2009;01-06-2009;270;270;BOOG;603_40_2.039
240;926_43R_1.9;0,259;0,291;01-06-2009;01-06-2009;1000;1000;BOOG;603_40_2.032
241;926_43R_1.9;0,291;0,321;01-06-2009;01-06-2009;205;205;BOOG;603_40_2.03
242;926_9BL_1.1;0,03;0,042;01-04-2017;01-04-2017;-200;-200;BOOG;926_w11/9Bv-sj_1.084
243;927_11AR_904.4;0,028;0,046;01-03-2017;01-03-2017;-10000;-10000;BOOG;927_w11Ar-w19v_904.39
244;927_11AR_904.4;0,046;0,063;01-03-2017;01-03-2017;10000;10000;BOOG;927_w11Ar-w19v_904.389
245;927_13V_904.4;0,001;0,018;01-03-2017;01-03-2017;-1000;-1000;BOOG;927_w13v-sC15_904.38
246;927_13V_904.4;0,042;0,058;01-03-2017;01-03-2017;1000;1000;BOOG;927_C15_904.379
247;927_13V_904.4;0,129;0,174;01-03-2017;01-03-2017;-500;-500;BOOG;927_C15_904.408
248;927_13V_904.4;0,174;0,218;01-03-2017;01-03-2017;500;500;BOOG;927_C15_904.407
249;927_13V_904.4;0,593;0,615;01-03-2017;01-03-2017;-200;-200;BOOG;927_C35_904.385
250;927_19R_904.4;0,028;0,037;01-03-2017;01-03-2017;-12500;-12500;BOOG;927_w19r-w23v_904.438
251;927_21R_904.5;0,034;0,041;01-02-2017;01-02-2017;5000;5000;BOOG;927_w21r-w27v_904.466
252;927_23L_904.5;0,045;0,075;01-03-2017;01-03-2017;30000;30000;BOOG;927_w23l-sC13_904.488
