ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT
1180765;501_927L_80.6;0,000;0,210;501__;80,557;80,350
1180766;518_175AL_64.6;0,000;0,073;518__;64,572;64,645
1180767;518_175ApV_64.6;0,000;0,034;518__;64,555;64,589
1180768;518_175AqV_64.6;0,000;0,034;518__;64,555;64,589
1180769;518_177L_64.6;0,000;0,027;518__;64,572;64,545
1180770;518_175AR_64.6;0,000;0,095;518__;64,572;64,668
1180771;550_981R_25.5;0,000;0,062;550__;25,521;25,583
1180772;161_2223V_9.4;0,000;10,708;161__;9,424;20,131
1180773;512_4481R_89.3;0,000;0,141;512_b;89,256;89,396
1180774;508_803L_90.9;0,000;0,237;508__;90,873;90,651
1180775;508_833L_90.9;0,000;0,067;508__;90,923;90,989
1181083;536_251BR_61.0;0,000;0,103;536__;61,016;60,915
1181084;536_251BqV_61.0;0,000;0,034;536__;61,033;61,000
1181085;612_9R_60.6;0,585;2,887;211__;12,300;14,599
1181086;612_9R_60.6;0,185;0,585;612_a;11,900;12,300
1181087;564_1335pV_23.6;0,000;0,034;564_b;23,644;23,678
1181088;589_971AR_149.5;0,000;0,103;589_c;149,542;149,645
1181089;589_969R_149.5;0,021;0,063;589_c;149,500;149,542
1181090;589_969R_149.5;0,000;0,021;027__;149,479;149,500
1181091;166_2147L_135.2;0,000;0,595;166__;135,209;135,804
1181092;560_69AR_24.8;0,000;0,053;560_a;24,738;24,686
1181093;950_817L_10.6;0,000;1,225;950_a;10,566;11,791
1181094;506_99BR_44.1;0,000;0,016;506_b;44,035;44,018
1181095;506_103AR_44.0;0,000;0,042;506_b;44,035;44,077
1181096;950_803AL_9.7;0,000;0,062;950_a;9,681;9,743
1181097;950_801V_9.4;0,000;0,319;950_a;9,363;9,681
1181098;039_5135V_109.0;0,000;0,501;039__;108,983;109,484
1181099;924_3555L_35.5;0,000;0,991;924_a;35,537;36,531
1180239;017_9BR_49.4;0,000;8,563;017__;49,373;40,813
1180240;531_2587L_34.6;0,000;0,057;531_c;34,635;34,692
1180241;817_935R_114.3;0,000;0,120;817_a;114,336;114,208
1180242;817_935R_114.3;0,120;0,221;817_e;200,100;200,202
1180243;114_411AR_53.8;0,000;0,095;114_a;53,752;53,657
1180244;114_407AR_54.0;0,000;0,318;114_a;53,978;53,657
1180245;143_918R_17.8;0,000;0,035;143__;17,796;17,828
1180246;143_912AL_17.9;0,000;0,047;143__;17,871;17,828
1180247;486_20V_0.4;0,355;0,355;486_b;75,798;75,799
1180248;801_910R_102.4;0,000;0,306;801_b;102,372;102,680
1180249;501_927V_80.6;0,000;0,025;501__;80,557;80,581
1180250;924_2333BV_35.2;0,000;0,029;924_a;35,234;35,262
1180251;924_3547BpV_35.6;0,000;0,032;924_a;35,553;35,522
1180252;924_3351R_34.4;0,000;0,040;924_a;34,399;34,439
1180253;924_2353BV_35.7;0,000;0,020;924_a;35,727;35,748
1180254;924_2333AR_35.1;0,000;0,617;924_a;35,108;35,727
1180510;049_9AV_25.8;0,000;7,232;049__;25,848;18,600
1180511;049_9AV_25.8;7,232;7,845;514_a;18,600;17,987
1180512;924_3349R_34.3;0,000;0,073;924_a;34,325;34,399
1180513;924_2301AL_525.1;0,000;0,123;924_b;525,080;524,957
1180514;924_2301AR_525.1;0,000;0,100;924_b;525,080;524,980
1180515;924_06-07L_35.3;0,000;0,937;924_a;35,306;34,379
1180516;924_971R_34.4;0,000;0,043;924_a;34,425;34,468
1180517;924_345AR_36.0;0,000;0,170;924_a;36,032;36,202
1180518;924_349AqV_36.2;0,000;0,031;924_a;36,186;36,218
1180519;924_3243AR_34.1;0,000;0,105;924_a;34,103;34,208
1180520;055_319AR_11.8;0,000;0,060;055__;11,773;11,832
1180521;508_819L_90.9;0,000;0,282;508__;90,886;90,611
1180522;508_821V_90.9;0,000;0,044;508__;90,926;90,970
1180523;508_821L_90.9;0,000;0,323;508__;90,926;90,610
1180776;508_855R_91.0;0,000;0,051;508__;90,989;91,042
1180777;076_79V_11.4;0,000;0,036;076__;11,423;11,459
1180778;588_844V_2.1;0,000;0,039;588__;2,094;2,137
1180779;531_2413L_34.1;0,000;0,530;531_c;34,073;34,573
1180780;050_463AL_4.2;0,000;0,062;050__;4,226;4,288
1180781;050_463BV_4.3;0,000;0,016;050__;4,288;4,304
1180782;531_2585pV_34.7;0,000;0,034;531_c;34,652;34,619
1180783;531_2715pV_35.6;0,000;0,034;531_c;35,562;35,528
1180784;531_2717L_35.5;0,000;0,016;531_c;35,545;35,562
1180785;531_2715qV_35.6;0,000;0,033;531_c;35,561;35,528
1180786;203_397R_55.1;0,000;0,466;203__;55,144;55,608
1180787;161_2515R_20.3;0,000;0,106;161__;20,261;20,368
1180788;161_2517V_20.4;0,000;0,024;161__;20,368;20,392
1180789;161_2519R_20.4;0,000;0,552;161__;20,392;20,944
1180790;620_35AL_41.8;0,000;0,323;620__;41,835;42,157
1180791;105_1201AR_18.2;0,000;0,103;105__;18,222;18,325
1180792;132_437BV_51.7;0,000;0,013;132__;51,724;51,711
1180793;950_335BV_17.4;0,000;0,029;950_a;17,386;17,415
1180794;950_435AV_27.8;0,000;0,017;950_a;27,831;27,814
1180795;950_131L_7.1;0,000;0,052;950_a;7,140;7,192
1180796;950_321R_17.1;0,000;0,101;950_a;17,070;17,172
1180797;950_925R_6.6;0,000;0,062;950_a;6,581;6,645
1180798;950_649L_7.1;0,000;0,475;950_a;7,053;6,580
1180799;924_08-11R_35.3;0,000;0,033;924_a;35,336;35,303
1180800;924_05-11R_35.4;0,000;0,028;924_a;35,362;35,336
1180801;924_3315L_34.4;0,000;0,036;924_a;34,357;34,392
1180802;924_3311L_34.3;0,000;0,039;924_a;34,319;34,357
1181100;924_3557R_35.5;0,000;0,967;924_a;35,562;36,531
1181101;950_353AR_17.6;0,000;0,052;950_a;17,577;17,630
1181102;950_341R_17.4;0,000;0,041;950_a;17,415;17,456
1181103;144_1507L_151.9;0,000;0,861;144_a;151,858;151,000
1181104;144_1507L_151.9;0,861;1,469;589_c;151,000;150,409
1181105;523_913V_53.9;0,000;0,103;523_a;53,850;53,951
1181106;525_1311AR_180.5;0,000;0,102;525_c;180,542;180,644
1181107;490_110V_7.5;0,000;0,311;490_b;7,495;7,805
1181108;135_269AL_22.0;0,000;0,069;135__;22,017;22,086
1181109;135_271BV_22.1;0,000;0,010;135__;22,086;22,096
1181110;564_1341L_23.7;0,000;0,118;564_b;23,700;23,821
1181111;564_435AL_23.6;0,000;0,058;564_b;23,634;23,691
1181112;564_970R_23.7;0,000;0,052;564_b;23,719;23,666
1181113;526_15BL_4.2;0,000;0,632;526_a;4,142;3,488
1181114;522_155R_57.4;0,000;0,511;522_b;57,448;57,954
1181115;522_155L_57.4;0,000;0,510;522_b;57,448;57,954
1181116;619_1273AR_35.5;0,000;0,101;619__;35,498;35,599
1181117;524_904L_70.3;0,000;0,248;524_b;70,312;70,560
1181118;526_433BL_3.5;0,000;0,083;526_a;3,544;3,461
1181119;588_355AR_1.3;0,000;0,060;588__;1,284;1,344
1180255;924_2321AL_34.5;0,000;0,724;924_a;34,511;35,234
1180256;039_5133R_108.5;0,000;0,489;039__;108,494;108,983
1180257;950_359AR_17.5;0,000;0,041;950_a;17,484;17,525
1180258;950_353BV_17.6;0,000;0,807;950_a;17,630;18,443
1180259;049_9BR_25.9;7,296;7,798;514_a;18,600;18,097
1180260;107_183BL_19.4;0,000;0,091;107__;19,351;19,260
1180261;031_1R_3.3;0,000;0,920;031_a;3,319;2,400
1180262;161_2705R_35.4;0,000;0,106;161__;35,428;35,535
1180263;132_477AL_47.9;0,000;0,065;132__;47,881;47,817
1180264;132_477BR_47.8;0,000;0,084;132__;47,817;47,900
1180265;132_283AL_36.1;0,000;0,099;132__;36,071;36,170
1180266;132_961V_48.9;0,000;0,024;132__;48,905;48,881
1180267;132_962ApV_48.9;0,000;0,034;132__;48,898;48,865
1180268;132_962AR_48.9;0,000;0,116;132__;48,881;48,766
1180269;132_962AqV_48.9;0,000;0,034;132__;48,898;48,865
1180270;132_295AR_40.4;0,000;0,060;132__;40,353;40,413
1180271;532_1067AR_11.9;0,158;2,859;101__;12,100;14,800
1180272;532_1067AR_11.9;0,000;0,158;532__;11,942;12,100
1180273;532_1067AR_11.9;2,859;3,407;533__;14,800;15,348
1180274;533_1117BR_15.5;0,000;0,269;533__;15,488;15,220
1180275;950_405R_26.9;0,000;0,251;950_a;26,861;26,612
1180276;517_227AR_0.3;0,000;0,100;517_a;0,323;0,424
1180524;161_2221V_9.4;0,000;10,815;161__;9,424;20,238
1180525;437_263BR_1.2;0,000;0,214;437_a;1,160;0,945
1180526;531_2587R_34.6;0,000;0,045;531_c;34,635;34,681
1180527;950_65L_40.9;0,000;0,279;950_a;40,896;41,175
1180528;477_41L_200.3;0,000;0,208;477_b;200,306;200,470
1180529;081_975L_74.5;0,000;0,174;081__;74,538;74,365
1180530;205_403L_5.6;0,000;0,631;205__;5,579;6,208
1180531;205_403R_5.6;0,000;0,631;205__;5,579;6,208
1180532;485_2V_100.3;0,000;0,028;485_d;100,293;100,321
1180533;485_3L_100.3;0,000;0,270;485_d;100,321;100,591
1180803;132_459R_48.7;0,000;0,773;132__;48,724;47,950
1180804;950_927R_17.5;0,000;0,220;950_a;17,522;17,739
1180805;950_1101AL_26.5;0,000;1,705;950_a;26,460;28,165
1180806;950_1123AL_28.0;0,000;0,119;950_a;28,046;28,165
1180807;950_632L_6.4;0,000;0,041;950_a;6,356;6,397
1180808;950_631V_6.3;0,000;0,014;950_a;6,311;6,300
1180809;950_631R_6.3;0,000;0,040;950_a;6,311;6,350
1180810;950_631L_6.3;0,000;0,265;950_a;6,311;6,584
1180811;950_125L_7.1;0,000;0,055;950_a;7,122;7,066
1180812;950_331V_17.3;0,000;0,016;950_a;17,306;17,322
1180813;950_337AR_17.3;0,000;0,052;950_a;17,322;17,374
1180814;950_201V_7.7;0,000;0,041;950_a;7,693;7,735
1180815;924_3443R_34.3;0,000;0,041;924_a;34,305;34,345
1180816;924_3441L_34.3;0,000;0,040;924_a;34,269;34,305
1180817;924_349AR_36.2;0,000;0,046;924_a;36,202;36,247
1180818;924_3237BL_34.2;0,000;0,041;924_a;34,152;34,112
1180819;109_233BV_32.2;0,000;1,191;109__;32,240;31,046
1180820;109_241AL_31.1;0,000;0,069;109__;31,115;31,046
1180821;109_231AR_32.5;0,000;0,103;109__;32,512;32,409
1180822;305_61AR_15.4;0,000;0,516;305__;15,439;14,921
1180823;560_51AV_24.9;0,000;0,376;560_a;24,911;25,286
1180824;550_71BV_25.8;0,000;0,280;550__;25,752;26,027
1180825;544_1081L_0.1;0,000;0,870;544_a;0,139;0,998
1180826;560_1215BR_24.7;0,000;0,028;560_a;24,714;24,742
1180277;517_227AL_0.3;0,000;0,083;517_a;0,323;0,407
1180278;517_211V_0.3;0,000;0,034;517_a;0,289;0,323
1180279;517_225BV_0.4;0,000;0,053;517_a;0,354;0,407
1180280;009_45AR_126.7;0,000;1,048;009__;126,735;127,781
1180281;543_213AR_46.2;0,000;0,527;543_c;46,173;46,700
1180282;924_17-18L_35.3;0,000;0,915;924_a;35,300;34,389
1180283;924_15-18R_35.3;0,000;0,031;924_a;35,330;35,300
1180284;924_913L_33.7;0,000;0,226;924_a;33,679;33,903
1180285;924_912L_33.6;0,000;0,266;924_a;33,639;33,903
1180286;924_3263AL_34.2;0,000;0,025;924_a;34,192;34,216
1180287;950_435L_6.8;0,000;0,065;950_a;6,752;6,817
1180288;950_431BV_6.7;0,000;0,012;950_a;6,739;6,752
1180289;950_337BpV_17.4;0,000;0,034;950_a;17,391;17,357
1180290;950_924L_6.5;0,000;0,040;950_a;6,536;6,581
1180291;950_123L_7.1;0,000;0,614;950_a;7,081;7,700
1180292;550_101AL_25.9;0,000;0,055;550__;25,896;25,950
1180293;094_1079BL_2.8;0,000;1,923;094__;2,836;0,901
1180534;017_11BV_49.5;0,000;11,890;017__;49,512;61,394
1180535;467_018L_101.8;0,000;0,314;467_c;101,821;102,083
1180536;467_018L_101.8;0,314;0,344;467_b;20,200;20,229
1180537;017_351BR_31.9;0,000;5,095;017__;31,890;26,800
1180538;531_2667V_34.8;0,000;0,597;531_c;34,831;35,426
1180827;517_87qV_69.4;0,000;0,034;517_b;69,435;69,402
1180828;517_89AL_69.4;0,000;0,040;517_b;69,419;69,458
1180829;517_87pV_69.4;0,000;0,034;517_b;69,435;69,402
1180830;517_89BR_69.5;0,000;0,112;517_b;69,458;69,349
1180831;817_1209V_115.7;0,000;0,311;817_a;115,652;115,348
1180832;555_211AV_83.3;1,240;1,262;114_a;54,000;53,978
1180833;526_15AV_4.1;0,000;0,682;526_a;4,091;3,386
1180834;950_403AL_205.7;0,420;1,018;950_a;6,100;6,683
1180835;950_403AL_205.7;0,000;0,420;950_d;205,695;206,115
1180836;031_1R_3.3;0,920;1,107;609__;29,855;29,669
1180837;486_22R_0.8;0,000;0,393;486_a;0,785;0,392
1180838;161_2519L_20.4;0,000;0,553;161__;20,392;20,944
1180839;161_2521L_20.4;0,000;0,553;161__;20,392;20,944
1180840;161_2521R_20.4;0,000;0,553;161__;20,392;20,944
1180841;924_3237BpV_34.2;0,000;0,032;924_a;34,168;34,136
1180842;502_279L_101.2;0,000;0,107;502_b;101,213;101,320
1180843;485_12R_77.4;0,000;0,050;485_c;77,374;77,324
1180844;950_211ApV_7.8;0,000;0,031;950_a;7,785;7,816
1180845;950_213R_7.8;0,000;0,059;950_a;7,801;7,740
1180846;950_117R_7.1;0,000;0,550;950_a;7,088;7,644
1180847;950_115L_7.1;0,000;0,038;950_a;7,050;7,088
1180848;950_227AV_17.6;0,000;0,056;950_a;17,627;17,571
1180294;094_1079BL_2.8;1,923;2,119;531_a;0,900;0,700
1180295;094_1079BL_2.8;2,119;2,333;531_c;34,320;34,502
1180296;564_1341qV_23.7;0,000;0,034;564_b;23,684;23,717
1180297;564_1341R_23.7;0,000;0,026;564_b;23,700;23,726
1180298;564_1341pV_23.7;0,000;0,034;564_b;23,685;23,717
1180299;613_187qV_76.1;0,000;0,034;613__;76,138;76,105
1180300;613_187L_76.1;0,000;0,024;613__;76,122;76,098
1180301;107_901V_22.8;0,000;0,033;107__;22,849;22,817
1180302;107_183AL_19.3;0,000;0,091;107__;19,260;19,351
1180303;107_187AL_19.3;0,000;0,092;107__;19,260;19,351
1180304;049_9BR_25.9;0,000;7,296;049__;25,907;18,600
1180305;534_1085AL_45.8;0,000;0,052;534_b;45,842;45,895
1180306;924_3291R_34.3;0,000;0,846;924_a;34,314;35,149
1180307;950_922V_17.4;0,000;0,309;950_a;17,389;17,698
1180308;950_925R_17.4;0,000;0,265;950_a;17,437;17,698
1180309;924_3583BpV_35.8;0,000;0,031;924_a;35,828;35,799
1180539;021_15AR_86.6;0,394;1,022;608_b;87,000;87,629
1180540;021_15AR_86.6;0,000;0,394;021__;86,606;87,000
1180541;021_15AL_86.6;0,000;0,105;021__;86,606;86,712
1180542;924_21-22L_35.3;0,000;0,830;924_a;35,298;34,471
1180543;924_353AL_36.2;0,000;0,175;924_a;36,247;36,421
1180544;924_3603L_35.8;0,000;0,893;924_a;35,813;36,694
1180545;950_303AR_16.2;0,000;0,055;950_a;16,201;16,255
1180546;950_301pV_16.2;0,000;0,031;950_a;16,217;16,185
1180547;950_209pV_7.8;0,000;0,031;950_a;7,825;7,856
1180548;950_207AL_7.8;0,000;0,052;950_a;7,789;7,841
1180549;950_207BL_7.9;0,000;0,052;950_a;7,852;7,801
1180550;950_207AR_7.8;0,000;0,064;950_a;7,789;7,852
1180551;950_952V_27.8;0,000;0,046;950_a;27,768;27,814
1180552;950_115V_7.1;0,000;0,024;950_a;7,050;7,026
1180553;011_72V_68.9;0,000;0,027;011__;68,918;68,945
1180554;011_73R_68.9;0,000;0,064;011__;68,881;68,945
1180555;107_171BR_18.7;0,000;0,173;107__;18,738;18,565
1180556;107_171AL_18.6;0,000;0,103;107__;18,635;18,738
1180557;021_15BV_86.7;0,000;0,289;021__;86,712;87,000
1180558;533_1131AR_15.9;0,000;0,126;533__;15,872;15,996
1180559;950_926L_6.6;0,000;0,031;950_a;6,580;6,620
1180560;950_926R_6.6;0,000;0,576;950_a;6,580;7,171
1180561;950_924R_6.5;0,000;0,040;950_a;6,536;6,580
1180562;950_105BpV_6.9;0,000;0,031;950_a;6,864;6,833
1180563;950_913R_6.5;0,000;0,283;950_a;6,507;6,800
1180564;950_263L_19.0;0,000;0,112;950_a;18,973;19,085
1180849;950_337BqV_17.4;0,000;0,034;950_a;17,391;17,357
1180850;950_339R_17.4;0,000;0,063;950_a;17,374;17,437
1180851;132_459L_48.7;0,000;0,702;132__;48,724;48,022
1180852;950_965L_12.6;0,000;0,027;950_a;12,662;12,687
1180853;950_968R_12.7;0,064;0,135;469_d;400,001;400,080
1180854;950_968R_12.7;0,000;0,064;950_a;12,727;12,791
1180855;924_367V_36.7;0,000;0,211;924_a;36,691;36,900
1180856;924_353ApV_36.2;0,000;0,031;924_a;36,232;36,263
1180857;950_273AL_13.8;0,000;0,106;950_a;13,813;13,919
1180858;107_135AL_12.1;0,000;6,515;107__;12,051;18,565
1180859;564_952R_23.6;0,000;0,063;564_b;23,571;23,635
1180860;564_972V_23.7;0,000;0,031;564_b;23,666;23,635
1180861;513_161AL_44.1;0,000;0,083;513_b;44,056;43,973
1180862;513_141BV_26.3;0,000;0,141;513_b;44,198;44,056
1180863;139_5011R_177.2;0,000;0,092;139__;177,174;177,264
1180864;139_5011L_177.2;0,000;0,129;139__;177,174;177,302
1180865;133_950L_20.9;0,000;0,239;133_a;20,871;21,109
1180866;161_2535L_21.1;0,000;0,106;161__;21,060;21,166
1180867;161_2537V_21.2;0,000;0,034;161__;21,166;21,200
1180868;801_901L_7.6;0,001;0,535;801_b;100,000;100,535
1180869;801_910V_102.4;0,457;0,462;801_k;775,005;775,000
1180870;801_910V_102.4;0,000;0,457;801_b;102,372;101,913
1181164;085_205BR_19.0;0,000;0,120;085__;18,991;18,872
1181165;523_933AL_54.0;0,149;0,201;145__;54,100;54,152
1181166;523_933AL_54.0;0,000;0,149;523_a;53,951;54,100
1181167;490_147V_6.0;0,000;0,009;490_b;6,011;6,020
1181168;161_2211L_8.3;0,000;1,153;161__;8,271;9,424
1181169;161_2211R_8.3;0,000;1,153;161__;8,271;9,424
1181170;017_353AL_32.0;0,000;7,554;017__;32,037;39,588
1181171;305_49BV_19.0;0,000;0,802;305__;18,993;18,190
1181172;305_49BR_19.0;0,000;0,048;305__;18,993;19,042
1181173;001_1107V_1.4;0,000;8,023;001_a;1,356;9,368
1181174;950_65R_40.9;0,000;0,215;950_a;40,896;41,112
1181175;133_950R_20.9;0,000;0,078;133_a;20,871;20,949
1181176;135_2067R_42.9;0,000;0,320;135__;42,880;43,199
1180310;950_1101AR_26.5;0,000;0,108;950_a;26,460;26,568
1180311;950_359AL_17.5;0,000;0,052;950_a;17,484;17,537
1180312;950_917L_6.5;0,000;0,041;950_a;6,535;6,579
1180313;924_3603R_35.8;0,000;0,892;924_a;35,813;36,694
1180314;924_3735V_36.7;0,000;0,041;924_a;36,694;36,734
1180315;924_355AL_36.2;0,000;0,176;924_a;36,247;36,421
1180316;924_12-18V_35.4;0,000;0,078;924_a;35,358;35,435
1180317;924_46-49R_35.3;0,000;1,042;924_a;35,332;34,305
1180318;950_916L_6.5;0,000;0,041;950_a;6,485;6,535
1180319;950_353AL_17.6;0,000;0,778;950_a;17,577;18,360
1180320;950_383V_18.4;0,000;0,041;950_a;18,360;18,402
1180321;950_351L_17.5;0,000;0,819;950_a;17,537;18,360
1180322;950_303BV_16.3;0,000;0,795;950_a;16,274;17,070
1180323;950_823AL_10.7;0,000;0,133;950_a;10,705;10,839
1180324;120_9BL_7.7;6,651;7,053;625_b;13,864;14,264
1180325;120_9BL_7.7;6,151;6,651;625_a;1,500;1,000
1180565;924_23-24L_35.3;0,000;0,805;924_a;35,297;34,495
1180566;539_45AV_79.2;0,159;6,291;112__;79,000;72,872
1180567;539_45AV_79.2;0,000;0,159;539__;79,160;79,000
1180568;950_209qV_7.8;0,000;0,031;950_a;7,825;7,856
1180569;950_RSC3V_8.0;0,000;0,118;950_a;7,956;7,841
1180570;950_353BL_17.6;0,000;0,105;950_a;17,630;17,525
1180571;021_11AR_86.5;0,000;0,105;021__;86,483;86,588
1180572;021_11BV_86.6;0,000;0,018;021__;86,588;86,606
1180573;927_953AR_905.7;0,000;0,039;927__;905,685;905,723
1180574;485_3R_100.3;0,000;0,122;485_d;100,321;100,442
1180575;485_3R_100.3;0,122;0,143;485_m;300,021;300,000
1180576;485_5L_100.6;0,000;0,090;485_d;100,591;100,500
1180577;143_912AqV_17.9;0,000;0,034;143__;17,886;17,856
1180578;524_251AR_70.4;0,000;0,121;524_b;70,368;70,489
1180579;524_904R_70.3;0,000;0,248;524_b;70,312;70,559
1180580;588_357BL_1.3;0,000;0,082;588__;1,285;1,202
1180581;588_357AR_1.2;0,000;0,067;588__;1,218;1,285
1180582;588_347BV_1.2;0,000;0,044;588__;1,158;1,202
1180583;588_351AR_1.2;0,000;0,048;588__;1,215;1,263
1180584;588_351BpV_1.3;0,000;0,034;588__;1,279;1,246
1180585;035_91AR_45.8;0,000;0,924;035__;45,834;46,758
1180586;612_9R_60.6;0,000;0,185;612_b;60,609;60,794
1180587;625_345AL_14.8;0,000;0,271;625_b;14,772;14,501
1180871;437_951V_1.0;0,000;0,062;437_a;1,027;0,966
1180872;564_1339R_23.6;0,000;0,064;564_b;23,649;23,712
1180873;564_1335qV_23.6;0,000;0,034;564_b;23,644;23,678
1180874;564_1335R_23.6;0,000;0,052;564_b;23,661;23,712
1180875;564_1335L_23.6;0,000;0,041;564_b;23,661;23,700
1180876;588_349AL_1.1;0,000;0,123;588__;1,140;1,263
1180877;588_345AL_1.1;0,000;0,134;588__;1,097;1,232
1180878;588_349AR_1.1;0,000;0,092;588__;1,140;1,232
1180879;588_343L_1.1;0,000;0,086;588__;1,072;1,158
1180880;508_819V_90.9;0,000;0,041;508__;90,886;90,926
1180881;076_1617pV_11.6;0,000;0,034;076__;11,615;11,583
1180882;555_211AV_83.3;0,650;1,240;540_c;54,600;54,000
1180883;501_173BL_81.0;0,000;0,060;501__;81,039;80,979
1180884;501_173AR_81.0;0,000;0,060;501__;80,979;81,039
1180885;501_173AL_81.0;0,000;0,060;501__;80,979;81,039
1180886;501_175AL_81.0;0,000;0,060;501__;80,979;81,039
1180887;011_36V_68.7;0,000;0,018;011__;68,653;68,671
1180888;087_117BV_16.6;0,000;0,017;087__;16,589;16,606
1180889;112_349BV_62.4;0,000;0,029;112__;62,440;62,470
1180890;950_W15-18V_9.2;0,000;0,191;950_a;9,177;9,363
1180891;950_945R_12.7;0,000;0,059;950_a;12,734;12,794
1180892;950_945R_12.7;0,059;0,139;469_d;400,000;400,088
1180893;200_179L_12.7;0,000;0,396;200__;12,721;13,115
1180894;552_227AR_82.5;0,000;0,761;552_b;82,537;83,294
1180895;552_227AR_82.5;3,363;3,963;549_b;71,400;70,800
1180326;120_9BL_7.7;0,000;6,151;120_a;7,733;1,500
1180327;519_83BqV_47.0;0,000;0,034;519_a;47,048;47,014
1180328;055_411BV_29.5;0,000;0,067;055__;29,520;29,587
1180329;055_413AR_29.6;0,000;0,060;055__;29,587;29,647
1180330;143_71V_17.1;0,000;0,041;143__;17,123;17,163
1180331;564_1333L_23.6;0,000;0,052;564_b;23,609;23,661
1180332;564_1331L_23.6;0,230;0,695;107__;23,400;22,936
