ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
149639;--VERVALLEN--;617_1101BV_38.7;617;a;Boxtel;38,735;1101B;V;617;a;Boxtel;38,758;1107;V;;0,023;2015-01-09;ProRail;0,023391
149640;--VERVALLEN--;751_331R_33.8;751;;Mariënberg;33,794;331;R;751;;Mariënberg;34,466;341;R;;0,674;2016-08-04;ProRail;0,673539
149641;--VERVALLEN--;503_183AR_42.2;503;c;Deventer;42,180;183A;RE;503;c;Deventer;41,068;187B;L;;1,097;2015-01-09;ProRail;1,096981
149642;--VERVALLEN--;503_187AR_41.2;503;c;Deventer;41,169;187A;R;503;c;Deventer;41,068;187B;R;;0,103;2015-01-09;ProRail;0,102582
149643;--VERVALLEN--;927_3021L_905.2;927;;Watergraafsmeer;905,225;3021;L;927;;Watergraafsmeer;905,123;3023;V;;0,084;2015-01-09;ProRail;0,084336
149644;--VERVALLEN--;128_25AL_12.6;128;;Diemen Aansl. - Weesp Aansl.;12,616;25A;L;128;;Diemen Aansl. - Weesp Aansl.;12,789;25B;L;;0,183;2015-01-09;ProRail;0,182827
149645;--VERVALLEN--;128_25AR_12.6;128;;Diemen Aansl. - Weesp Aansl.;12,616;25A;R;128;;Diemen Aansl. - Weesp Aansl.;13,334;55B;L;;0,727;2015-01-09;ProRail;0,727259
149646;--VERVALLEN--;663_311AV_40.0;663;a;Rotterdam Barendrecht;39,969;311A;V;116;a;Dordrecht - Rotterdam Barendrecht;37,727;2399A;R;;2,245;2015-01-09;ProRail;2,244788
149647;--VERVALLEN--;116_2395BV_37.6;116;a;Dordrecht - Rotterdam Barendrecht;37,629;2395B;V;116;a;Dordrecht - Rotterdam Barendrecht;37,727;2399A;V;;0,096;2015-01-09;ProRail;0,095654
149648;--VERVALLEN--;116_1355AR_32.7;116;a;Dordrecht - Rotterdam Barendrecht;32,710;1355A;R;116;a;Dordrecht - Rotterdam Barendrecht;32,818;1361;R;;0,106;2015-01-09;ProRail;0,106365
149649;--VERVALLEN--;116_1355AL_32.7;116;a;Dordrecht - Rotterdam Barendrecht;32,710;1355A;L;116;a;Dordrecht - Rotterdam Barendrecht;32,818;1355B;L;;0,106;2015-01-09;ProRail;0,106246
149816;--VERVALLEN--;047_2007V_24.0;047;;s Hertogenbosch - Nijmegen;24,000;2007;V;614;c;s Hertogenbosch;47,321;2103;L;;1,109;2015-11-23;ProRail;1,109359
149817;--VERVALLEN--;531_1459L_1.2;531;d;Utrecht Centraal;1,181;1459;L;531;d;Utrecht Centraal;1,209;1461;V;;0,029;2015-01-09;ProRail;0,028548
149818;--VERVALLEN--;531_1459V_1.2;531;d;Utrecht Centraal;1,181;1459;V;531;d;Utrecht Centraal;1,156;1469;L;;0,028;2015-01-09;ProRail;0,028294
149819;--VERVALLEN--;531_1467pV_1.1;531;d;Utrecht Centraal;1,126;1467;L+R;531;d;Utrecht Centraal;1,155;1471;L+R;p;0,034;2015-01-09;ProRail;0,033618
149820;--VERVALLEN--;080_3295R_7.9;080;;Amsterdam Bijlmer - Nieuwersluis=Loenen;7,930;3295;R;080;;Amsterdam Bijlmer - Nieuwersluis=Loenen;8,154;3299;L;;0,223;2015-01-09;ProRail;0,223342
149821;--VERVALLEN--;525_431AL_77.9;525;b;Amsterdam Singelgracht Aansl.;77,864;431A;L;525;b;Amsterdam Singelgracht Aansl.;78,027;435B;R;;0,171;2015-01-09;ProRail;0,170970
149822;--VERVALLEN--;052_64V_63.2;052;;Beugen - Blerick;63,234;64;V;052;;Beugen - Blerick;68,479;73;V;;5,259;2015-01-09;ProRail;5,258529
149823;--VERVALLEN--;950_349R_17.5;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17,481;349;RE;950;a;Barendrecht Vork - Rotterdam Maasvlakte;17,552;359B;RE;;0,041;2015-01-09;ProRail;0,040744
