ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
10073;524_267BV_70.7;524_b;0,000;0,746;2017-12-14
2880;926_2013L_1.5;926__;0,000;0,056;2017-12-14
2625;926_2047R_1.0;926__;0,000;0,242;2017-12-14
14869;588_415AR_2.9;588__;0,000;0,316;2017-12-14
9190;503_921V_42.5;503_c;0,000;0,027;2017-12-14
4532;513_133AR_26.1;513_a;0,000;0,066;2017-12-14
12313;522_207BV_58.1;076__;0,272;5,407;2017-12-14
10445;519_5L_45.9;519_a;0,000;0,170;2017-12-14
774;135_2071R_43.1;135__;0,000;0,060;2017-12-14
12426;117_1849R_6.4;531_c;4,448;5,805;2017-12-14
11066;120_23AR_8.6;120_a;0,000;6,702;2017-12-14
13351;542_1241L_29.8;542_a;0,000;0,217;2017-12-14
11909;524_295BV_71.4;524_b;0,000;0,047;2017-12-14
10649;900_680V_201.3;900__;0,000;0,027;2017-12-14
11848;486_907L_75.3;486_d;0,012;1,428;2017-12-14
4371;131_1V_16.4;789__;0,803;2,009;2017-12-14
6929;116_1349AL_31.9;116_a;0,000;0,132;2017-12-14
2503;924_10-11L_35.3;924_a;0,000;0,884;2017-12-14
9077;618_21BL_58.5;618_c;0,000;0,716;2017-12-14
740;525_1311AR_180.5;525_c;0,000;0,102;2017-12-14
32;623_363V_17.0;226__;0,685;5,142;2017-12-14
7455;950_67R_40.8;950_a;0,000;0,041;2017-12-14
12402;084_3V_9.3;525_c;7,761;8,177;2017-12-14
856;608_21AR_87.6;608_b;0,000;0,032;2017-12-14
10778;163_953BV_44.0;163__;0,000;0,374;2017-12-14
16574;620_908qV_42.4;620__;0,000;0,034;2017-12-14
10334;624_159BL_32.1;624__;0,000;0,062;2017-12-14
11714;540_165AR_81.7;555__;0,764;1,636;2017-12-14
5767;618_125L_51.0;618_b;0,000;0,068;2017-12-14
14997;116_1331R_31.7;822_a;0,735;2,698;2017-12-14
12704;618_57BqV_58.9;618_c;0,014;0,034;2017-12-14
4039;066_1BR_25.8;066_b;0,183;0,439;2017-12-14
7665;478_1171R_0.8;478_a;0,000;0,857;2017-12-14
