ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG
26288426;525_441AL_49.9;w441A-spSP;S;0,029;0,069;2015-06-02;;
26288427;514_33BV_17.5;wl33BV-w41/39A;S;0,000;0,001;2015-06-02;;
26288428;851_911R_120.5;w911-ti911R;S;0,022;0,149;2015-06-02;;
26288429;614_2103V_47.3;wl2103V-wl2111V;S;0,000;0,009;2015-06-02;;
26288431;560_79L_24.7;w79-w83B/65;S;0,029;0,129;2015-06-02;;
26288432;503_113AR_43.2;w113A-wl125AV;S;0,029;0,036;2015-06-02;;
26288434;603_105BL_2.9;w105B-w107A;S;0,028;0,036;2015-06-02;;
26288435;507_231BV_93.6;wl231BV-wl235AV;S;0,000;0,020;2015-06-02;;
26288436;135_255L_21.5;w255-wl259AV;S;0,032;0,090;2015-06-02;;
26288437;528_37AL_28.7;w37A-w45B;S;0,029;0,097;2015-06-02;;
26288438;073_1163BV_12.5;sp406-w1173;S;0,407;0,459;2015-06-02;;
26289838;477_41L_200.3;w41-wlXXXV;S;0,029;0,229;2015-06-02;;
26289839;078_209R_64.9;sp454-w227;S;0,597;0,731;2015-06-02;;
26289840;078_209R_64.9;w209-sp454;S;0,048;0,089;2015-06-02;;
26289841;624_265R_32.4;wl265R-sp9;S;0,017;0,050;2015-06-02;;
26289842;523_913V_53.9;sp593-wl933AV;S;0,094;0,103;2015-06-02;;
26289843;523_913V_53.9;wl913V-sp593;S;0,000;0,007;2015-06-02;;
26289844;553_247AR_21.5;sp101a-wl277AV;S;0,281;0,297;2015-06-02;;
26289845;553_247AR_21.5;w247A-sp101a;S;0,039;0,111;2015-06-02;;
26289846;203_363AR_47.2;w363A-w365B;S;0,029;0,138;2015-06-02;;
26290355;817_36L_160.6;w36-w37;S;0,029;0,095;2015-06-02;;
26290356;009_45BV_126.8;wl45BV-wl47V;S;0,000;0,073;2015-06-02;;
26290357;073_1103BV_0.7;sp601-w1113;S;0,254;0,298;2015-06-02;;
26290739;803_45L_102.9;w45-w46;S;0,026;0,036;2015-06-02;;
26288713;152_4065R_15.2;w4065-spZC1;S;0,053;1,248;2015-06-02;;
26288714;017_29AL_61.5;w29A-w31B;S;0,029;0,647;2015-06-02;;
26288716;516_923V_2.1;wl923V-w924;S;0,000;0,029;2015-06-02;;
26288717;603_81AR_2.5;w81A/79B-w83/81B;S;0,016;0,021;2015-06-02;;
26288332;851_913L_100.9;sp50-wl916V;S;0,743;0,788;2015-06-02;;
26288333;851_913L_100.9;w913-sp50;S;0,028;0,268;2015-06-02;;
26288334;504_41V_18.1;wl41V-w43;S;0,000;0,013;2015-06-02;;
26288335;606_81BL_0.7;w81B-w83A;S;0,029;0,035;2015-06-02;;
26288336;501_25R_80.1;w25/19B-sp5a;S;0,017;0,046;2015-06-02;;
26288337;586_49R_80.4;w57A/49-wl2519BV;S;0,014;0,064;2015-06-02;;
26288338;525_497AR_79.2;w497A-w497B;S;0,048;0,084;2015-06-02;;
26288339;950_914V_17.2;wl914V-w915;S;0,000;0,012;2015-06-02;;
26288340;135_269BV_22.1;wl269BV-wl275AV;S;0,000;0,012;2015-06-02;;
26289774;534_1033BL_45.2;w1033B-w1035;S;0,047;0,077;2015-06-02;;
26289775;017_65AL_70.8;w65A-w65B;S;0,027;0,031;2015-06-02;;
26289776;485_139L_202.6;sp6468-ti139L;S;0,152;0,348;2015-06-02;;
26289778;606_41AR_37.5;w41A-wl67AV;S;0,028;0,288;2015-06-02;;
26289779;506_137AR_44.0;sp3a-w181B;S;0,241;0,274;2015-06-02;;
26289780;506_137AR_44.0;w137A-sp3a;S;0,029;0,105;2015-06-02;;
26289782;501_923V_80.5;wl923V-w926;S;0,000;0,069;2015-06-02;;
26289784;924_19-20L_35.3;sp119-w3341;S;0,815;0,902;2015-06-02;;
26289785;801_901V_7.6;wl901V-sp1021a;S;0,000;0,022;2015-06-02;;
26288366;163_161AR_43.5;w161A/261-w163A/161B;S;0,016;0,038;2015-06-02;;
26288367;950_610AR_6.4;w610A/610B-wl924V;S;0,016;0,066;2015-06-02;;
26288368;017_423R_39.9;sp403-w433;S;0,742;0,774;2015-06-02;;
26288369;017_423R_39.9;w423-sp403;S;0,027;0,061;2015-06-02;;
26288370;543_149AL_44.9;sp304a-wl167AV;S;0,220;0,232;2015-06-02;;
26288371;543_149AL_44.9;w149A-sp304a;S;0,027;0,060;2015-06-02;;
26288372;560_57AV_24.9;wl57AV-sp3;S;0,000;0,021;2015-06-02;;
26289802;555_303BV_83.9;wl303BV-sp1b;S;0,000;0,010;2015-06-02;;
26289803;528_43AL_28.7;w43A/41B-w47/43B;S;0,017;0,019;2015-06-02;;
26289804;513_93BV_25.8;sp502b-w131B;S;0,195;0,282;2015-06-02;;
26289805;513_93BV_25.8;wl93BV-sp502b;S;0,000;0,024;2015-06-02;;
26289808;550_107L_26.0;w107/105-sp51;S;0,016;0,055;2015-06-02;;
26289809;534_1085BR_45.9;w1083A/1085B-sp502;S;0,016;0,036;2015-06-02;;
26289810;124_201L_3.6;w201-w203;S;0,028;0,036;2015-06-02;;
26289811;751_331R_33.8;w331-w333B;S;0,043;0,068;2015-06-02;;
26289812;163_251R_43.3;w251-wl253AV;S;0,029;0,031;2015-06-02;;
26289813;550_71BV_25.8;sp16b-w939;S;0,207;0,252;2015-06-02;;
26289814;545_203AL_23.4;w203A/205-w203B;S;0,017;0,053;2015-06-02;;
26289816;519_27BL_46.2;w27B-sp313;S;0,025;0,062;2015-06-02;;
26289817;130_10V_61.6;wl10V-w11;S;0,000;0,008;2015-06-02;;
26289818;618_897V_50.5;wl897V-w899;S;0,000;0,070;2015-06-02;;
26289819;924_3283R_34.3;w3283-wl3285V;S;0,029;0,041;2015-06-02;;
26289821;522_153R_57.4;w153-wl155V;S;0,027;0,040;2015-06-02;;
26289822;055_425BV_37.5;wl425BV-wl427AV;S;0,000;0,024;2015-06-02;;
26289823;545_924L_22.3;w924-w927;S;0,027;0,094;2015-06-02;;
26289824;057_81BV_19.8;wl81BV-wl83AV;S;0,000;0,059;2015-06-02;;
26288867;520_93BV_0.3;sp4b-w141A/139;S;0,371;0,401;2015-06-02;;
26288868;520_93BV_0.3;wl93BV-sp4b;S;0,000;0,002;2015-06-02;;
26288871;009_65V_127.7;wl65V-wl67AV;S;0,000;0,012;2015-06-02;;
26290633;206_143L_29.8;w143-sp632a;S;0,048;0,209;2015-06-02;;
26290634;508_2089L_91.3;w2089-w2097;S;0,048;0,133;2015-06-02;;
26290635;525_495AL_79.2;w495A-w497B;S;0,047;0,054;2015-06-02;;
26290636;924_3597BV_35.9;sp210-w3721;S;0,792;0,838;2015-06-02;;
26290637;924_3597BV_35.9;wl3597BV-sp210;S;0,000;0,012;2015-06-02;;
26290638;531_1407R_34.9;w1407-ti1407R;S;0,029;0,063;2015-06-02;;
26290639;042_739AL_20.3;kK_EO-739AL-w739B;S;0,107;0,127;2015-06-02;;
26290640;042_739AL_20.3;kK_ED-739AL-kK_EO-73;S;0,070;0,075;2015-06-02;;
26290641;042_739AL_20.3;w739A-kK_ED-739AL;S;0,027;0,038;2015-06-02;;
26290642;817_70L_205.1;w70-wl72V;S;0,029;0,040;2015-06-02;;
26290643;120_9BL_7.7;spZA-wl311BV;S;6,885;7,053;2015-06-02;;
26290644;120_9BL_7.7;w9B-spZA;S;0,029;0,059;2015-06-02;;
26290645;098_3831R_27.8;w3831-w3833;S;0,048;0,095;2015-06-02;;
26290648;107_133AL_12.0;w133A-w133B;S;0,029;0,031;2015-06-02;;
26290649;810_7003R_1.6;w7003-w7005;S;0,029;0,036;2015-06-02;;
26291060;852_23HL_156.9;w23H-ti23HL;S;0,028;0,488;2015-06-02;;
26291061;666_4245L_48.8;w4245-sj4245L;S;0,053;0,119;2015-06-02;;
26291062;618_905V_50.4;wl905V-wl907V;S;0,000;0,006;2015-06-02;;
26291063;545_153AR_23.0;w153A/151B-w157A/155;S;0,017;0,024;2015-06-02;;
26291064;924_2333AL_35.1;w2333A-w2333B;S;0,027;0,101;2015-06-02;;
26291065;564_976V_24.0;wl976V-w977;S;0,000;0,012;2015-06-02;;
26291066;618_57AR_58.8;w57A/47B-w61/57B;S;0,017;0,026;2015-06-02;;
26291067;950_933R_11.6;w933-wl934V;S;0,028;0,064;2015-06-02;;
26291068;625_291AV_14.6;wl291AV-wl339BV;S;0,000;0,020;2015-06-02;;
26291069;057_83AL_19.9;w83A-w83B;S;0,048;0,054;2015-06-02;;
