ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
20742;contractgebied;BVL;15;Driebergen;VolkerRail;;2012-04-13
20743;contractgebied;BASIS;31;IJsselstreek;VolkerRail;Veluwe;2012-06-26
20744;contractgebied;BAAN;23;Boxtel;BAM Rail;;2012-06-26
20745;contractgebied;BAAN;27;Venlo;Strukton Rail;De Peel;2012-06-26
20746;contractgebied;BAAN;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2012-06-26
20839;contractgebied;BASIS;1;Leiden;Strukton Rail;Rijn en Gouwe;2013-12-16
20840;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2013-12-16
20841;contractgebied;BASIS;12;Amersfoort;ASSET Rail;Eemland;2013-12-16
20842;contractgebied;BASIS;70;HSL;Infraspeed;;2013-12-16
20843;contractgebied;BASIS;20;Breda;BAM Rail;;2013-12-16
20844;contractgebied;BASIS;71;A15trace;VolkerRail;;2013-12-16
20845;contractgebied;BASIS;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2013-12-16
20846;contractgebied;BASIS;14;Woerden;VolkerRail;;2013-12-16
20847;contractgebied;BASIS;15;Driebergen;VolkerRail;;2013-12-16
20848;contractgebied;BASIS;21;Den Bosch;BAM Rail;Betuwe;2013-12-16
20849;contractgebied;BVL;33;Gelderland;VolkerRail;Veluwe;2013-08-19
20850;contractgebied;BVL;20;Breda;BAM Rail;;2013-12-09
20851;contractgebied;BASIS;23;Boxtel;BAM Rail;;2013-12-16
20852;contractgebied;BVL;28;Maas en Waal;ASSET Rail;Gelre 2;2015-05-18
20853;contractgebied;BASIS;28;Maas en Waal;ASSET Rail;Gelre 2;2015-05-18
20854;contractgebied;BASIS;19;Roosendaal;VolkerRail;Zeeland;2014-10-17
20855;contractgebied;BASIS;18;Goes;VolkerRail;Zeeland;2014-10-17
20747;contractgebied;BAAN;35;Drenthe;Strukton Rail;Drenthe;2012-07-20
20748;contractgebied;BVL;35;Drenthe;Strukton Rail;Drenthe;2012-07-23
20749;contractgebied;BAAN;31;IJsselstreek;VolkerRail;Veluwe;2012-07-26
20750;contractgebied;BAAN;24;Eindhoven;Strukton Rail;De Peel;2012-08-09
20751;contractgebied;BASIS;24;Eindhoven;Strukton Rail;De Peel;2012-08-09
20752;contractgebied;BVL;23;Boxtel;BAM Rail;;2012-08-09
20753;contractgebied;BVL;24;Eindhoven;Strukton Rail;De Peel;2012-08-09
20754;contractgebied;BASIS;29;Gelderse Vallei;VolkerRail;Veluwe;2013-08-02
20755;contractgebied;BVL;11;Weesp;Strukton Rail;;2013-08-19
20756;contractgebied;BVL;18;Goes;VolkerRail;Zeeland;2013-08-22
20757;contractgebied;BVL;70;HSL;Infraspeed;;2014-01-09
20758;contractgebied;BASIS;32;Twente;VolkerRail;Twente;2014-07-31
20759;contractgebied;BAAN;32;Twente;VolkerRail;Twente;2014-07-31
20760;contractgebied;BVL;32;Twente;VolkerRail;Twente;2014-07-31
20761;contractgebied;BVL;31;IJsselstreek;VolkerRail;Veluwe;2012-07-30
20762;contractgebied;BVL;27;Venlo;Strukton Rail;De Peel;2012-08-09
20763;contractgebied;BASIS;27;Venlo;Strukton Rail;De Peel;2012-08-09
20764;contractgebied;BVL;81;Rijn en Gouwe;Strukton Rail;Rijn en Gouwe;2012-08-17
20765;contractgebied;BAAN;21;Den Bosch;BAM Rail;Betuwe;2012-08-09
20766;contractgebied;BVL;21;Den Bosch;BAM Rail;Betuwe;2012-08-09
20767;contractgebied;BAAN;10;Duivendrecht;Strukton Rail;;2012-08-16
20768;contractgebied;BVL;10;Duivendrecht;Strukton Rail;;2012-08-16
20769;contractgebied;BAAN;22;Geldermalsen;BAM Rail;Betuwe;2012-08-24
20770;contractgebied;BAAN;15;Driebergen;VolkerRail;;2012-08-17
20771;contractgebied;BAAN;14;Woerden;VolkerRail;;2012-08-17
20772;contractgebied;BVL;14;Woerden;VolkerRail;;2012-08-17
20773;contractgebied;BVL;13;Utrecht;VolkerRail;;2013-08-01
20774;contractgebied;BVL;26;Maastricht;Strukton Rail;;2013-07-11
20775;contractgebied;BVL;25;Roermond;Strukton Rail;;2013-07-11
20776;contractgebied;BVL;22;Geldermalsen;BAM Rail;Betuwe;2012-08-24
