ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
26471801;950_77AL_41.0;BAAN;Europoort;0,000;0,036;2015-06-04
26471789;817_35L_117.6;BASIS;Goes;0,000;1,794;2015-06-04
26471790;817_35L_117.6;BAAN;Goes;0,000;1,794;2015-06-04
26471802;950_77AL_41.0;BVL;Europoort;0,000;0,036;2015-06-04
26471806;586_373R_81.2;BAAN;Amsterdam;0,000;0,256;2015-06-04
26471231;083_253AR_7.5;BASIS;Haarlem;0,000;0,033;2015-06-04
26471233;083_253AR_7.5;BAAN;Haarlem;0,000;0,033;2015-06-04
26471234;083_253AR_7.5;BVL;Haarlem;0,000;0,033;2015-06-04
26471238;083_251BV_7.4;BASIS;Haarlem;0,000;0,039;2015-06-04
26471240;083_251BV_7.4;BAAN;Haarlem;0,000;0,039;2015-06-04
26471241;083_251BV_7.4;BVL;Haarlem;0,000;0,039;2015-06-04
26471245;083_257AR_7.8;BASIS;Haarlem;0,000;0,120;2015-06-04
26471247;083_257AR_7.8;BAAN;Haarlem;0,000;0,120;2015-06-04
26471248;083_257AR_7.8;BVL;Haarlem;0,000;0,120;2015-06-04
26471250;623_335qV_17.7;BAAN;Rijn en Gouwe;0,000;0,033;2015-06-04
26471251;623_335qV_17.7;BVL;Rijn en Gouwe;0,000;0,033;2015-06-04
26471256;623_335qV_17.7;BASIS;Rijn en Gouwe;0,000;0,033;2015-06-04
26471566;624_147BV_31.8;BAAN;Rijn en Gouwe;0,000;0,072;2015-06-04
26471567;624_147BV_31.8;BVL;Rijn en Gouwe;0,000;0,072;2015-06-04
26471565;624_155AL_31.9;BASIS;Rijn en Gouwe;0,000;0,604;2015-06-04
26471572;624_147BV_31.8;BASIS;Rijn en Gouwe;0,000;0,072;2015-06-04
26471573;564_1319R_23.6;BASIS;Den Haag;0,000;0,430;2015-06-04
26471574;564_1319R_23.6;BAAN;Den Haag;0,000;0,430;2015-06-04
26471576;564_1319R_23.6;BVL;Den Haag;0,000;0,430;2015-06-04
26465474;485_59AR_100.9;BVL;Amsterdam;0,000;0,274;2015-06-04
26465476;485_59AqV_100.9;BASIS;Amsterdam;0,000;0,032;2015-06-04
26465479;485_59AqV_100.9;BAAN;Amsterdam;0,000;0,032;2015-06-04
26465481;485_59AqV_100.9;BVL;Amsterdam;0,000;0,032;2015-06-04
26465654;563_167AR_56.8;BASIS;Den Haag;0,535;0,536;2015-06-04
26465655;563_167AR_56.8;BAAN;Den Haag;0,535;0,536;2015-06-04
26465657;563_167AR_56.8;BVL;Den Haag;0,535;0,536;2015-06-04
26465661;563_167AR_56.8;BASIS;Den Haag;0,181;0,535;2015-06-04
26465662;563_167AR_56.8;BAAN;Den Haag;0,181;0,535;2015-06-04
26465664;563_167AR_56.8;BVL;Den Haag;0,181;0,535;2015-06-04
26465909;924_2329AR_34.8;BVL;Dordrecht;0,395;0,424;2015-06-04
26465911;924_2329AR_34.8;BASIS;Dordrecht;0,395;0,424;2015-06-04
26465914;924_2329AR_34.8;BAAN;Dordrecht;0,119;0,395;2015-06-04
26465916;924_2329AR_34.8;BVL;Dordrecht;0,119;0,395;2015-06-04
26465918;924_2329AR_34.8;BASIS;Dordrecht;0,119;0,395;2015-06-04
26465920;924_2329AR_34.8;BAAN;Dordrecht;0,072;0,119;2015-06-04
26465923;924_2329AR_34.8;BASIS;Europoort;0,072;0,119;2015-06-04
26466102;050_465R_4.3;BAAN;Weesp;0,000;2,615;2015-06-04
26466097;553_309AL_22.2;BAAN;Roermond;0,000;0,095;2015-06-04
26465483;486_100L_204.4;BASIS;Amsterdam;0,000;0,310;2015-06-04
26465486;486_100L_204.4;BAAN;Amsterdam;0,000;0,310;2015-06-04
26465488;486_100L_204.4;BVL;Amsterdam;0,000;0,310;2015-06-04
26465490;012_303BV_8.5;BVL;Drenthe;0,000;10,859;2015-06-04
26465677;563_167AR_56.8;BAAN;Den Haag;0,000;0,181;2015-06-04
26465676;563_167AR_56.8;BASIS;Den Haag;0,000;0,181;2015-06-04
26465681;563_167AR_56.8;BVL;Leiden;0,000;0,181;2015-06-04
26465685;082_137AL_1.5;BASIS;Alkmaar;0,365;4,007;2015-06-04
26465924;503_83AR_14.0;BASIS;IJsselstreek;0,000;0,358;2015-06-04
26465925;503_83AR_14.0;BAAN;IJsselstreek;0,000;0,358;2015-06-04
26465929;503_83AR_14.0;BVL;IJsselstreek;0,000;0,358;2015-06-04
26465933;163_1047R_44.6;BASIS;Europoort;0,000;0,278;2015-06-04
26465934;163_1047R_44.6;BAAN;Europoort;0,000;0,278;2015-06-04
26465935;163_1047R_44.6;BVL;Europoort;0,000;0,278;2015-06-04
26466105;135_910L_45.1;BASIS;Weesp;0,000;0,615;2015-06-04
26466107;135_909AL_45.1;BVL;Weesp;0,000;0,582;2015-06-04
26466110;135_909AL_45.1;BAAN;Weesp;0,000;0,582;2015-06-04
26466112;135_909AL_45.1;BASIS;Weesp;0,000;0,582;2015-06-04
26465493;508_2041R_90.9;BAAN;Achterhoek;0,000;0,233;2015-06-04
26465495;508_2041R_90.9;BVL;Achterhoek;0,000;0,233;2015-06-04
26465501;950_201R_11.7;BASIS;Europoort;0,000;0,055;2015-06-04
26465502;950_201R_11.7;BAAN;Europoort;0,000;0,055;2015-06-04
26465688;012_303AL_8.4;BASIS;Drenthe;0,000;11,024;2015-06-04
26465690;588_355BV_1.3;BASIS;Amsterdam;0,000;0,394;2015-06-04
26465693;588_355BV_1.3;BAAN;Amsterdam;0,000;0,394;2015-06-04
26465695;588_355BV_1.3;BVL;Amsterdam;0,000;0,394;2015-06-04
26465696;588_417BV_2.9;BAAN;Duivendrecht;0,176;0,521;2015-06-04
