ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT;RICHTING_VOLGENS_GEOCODEKM
1422386;531_873L_1.6;0,000;0,029;531_d;1,561;1,587;MEE
1422387;531_869L_1.5;0,000;0,029;531_d;1,534;1,561;MEE
1422388;531_863pV_1.5;0,000;0,034;531_d;1,498;1,534;MEE
1422402;552_229BV_82.6;0,000;0,723;552_b;82,576;83,294;MEE
1422661;610_141BpV_14.6;0,000;0,034;610__;14,583;14,616;MEE
1422662;610_141BqV_14.6;0,000;0,034;610__;14,583;14,616;MEE
1422663;803_0V_150.1;0,063;0,071;803_h;105,766;105,758;TEGEN
1422664;803_0V_150.1;0,000;0,063;803_l;150,063;150,000;TEGEN
1422665;514_97BV_17.1;0,000;0,171;514_a;17,061;16,890;TEGEN
1422666;803_70V_106.2;0,000;0,409;803_h;106,165;105,758;TEGEN
1422667;653_33AL_102.6;0,000;0,069;653_a;102,642;102,711;MEE
1422668;653_31V_102.6;0,000;0,011;653_a;102,630;102,642;MEE
1422669;653_27AL_102.5;0,000;0,185;653_a;102,525;102,711;MEE
1422670;803_70BR_80.3;0,271;0,273;803_h;103,800;103,798;TEGEN
1422671;803_70BR_80.3;0,000;0,271;803_f;80,264;80,000;TEGEN
1422672;618_119AL_51.1;0,000;0,045;618_b;51,037;50,994;TEGEN
1422673;618_115AR_51.1;0,000;0,041;618_b;51,077;51,038;TEGEN
1422674;618_115BqV_51.0;0,000;0,034;618_b;51,021;51,054;MEE
1422675;032_3V_15.8;0,000;1,788;032__;15,793;14,000;TEGEN
1422676;032_3V_15.8;1,788;1,879;546_c;14,000;13,908;TEGEN
1422677;924_42-49R_35.4;0,000;0,032;924_a;35,362;35,332;TEGEN
1422678;924_42-45V_35.3;0,000;0,028;924_a;35,336;35,362;MEE
1422679;924_42-45R_35.3;0,000;0,031;924_a;35,336;35,306;TEGEN
1422680;801_901V_7.6;0,000;0,033;801_a;7,640;7,673;MEE
1422681;801_957AR_7.8;0,000;0,062;801_a;7,775;7,714;TEGEN
1422682;801_954R_7.9;0,000;0,161;801_a;7,874;7,714;TEGEN
1422683;801_957ApV_7.8;0,000;0,034;801_g;600,024;600,058;MEE
1422684;801_957AqV_7.8;0,000;0,034;801_a;7,792;7,759;TEGEN
1422685;801_956V_7.8;0,035;0,038;801_a;7,778;7,775;TEGEN
1422686;801_956V_7.8;0,000;0,035;801_g;600,003;600,038;MEE
1422982;664_873BR_41.9;0,585;2,088;663_a;41,300;39,800;TEGEN
1422983;664_873BR_41.9;2,088;8,923;116_a;39,800;32,967;TEGEN
1422984;163_959AR_44.2;0,000;0,160;163__;44,224;44,383;MEE
1422985;545_223BqV_23.8;0,000;0,034;545_b;23,771;23,738;TEGEN
1422986;089_261BV_45.7;0,000;0,653;089__;45,713;46,366;MEE
1422987;924_992R_34.3;0,000;0,032;924_a;34,331;34,363;MEE
1422988;469_332R_601.5;0,000;0,035;469_g;601,519;601,553;MEE
1422989;469_331R_601.5;0,000;0,034;469_g;601,486;601,519;MEE
1422990;476_92L_201.8;0,000;0,444;476_b;201,785;202,234;MEE
1422991;545_107BpV_22.7;0,000;0,034;545_b;22,706;22,672;TEGEN
1422992;924_2325BL_34.8;0,000;0,126;924_a;34,836;34,711;TEGEN
1422993;924_44-45R_35.3;0,000;0,994;924_a;35,306;34,320;TEGEN
1422994;117_1895V_9.2;0,000;0,607;117__;9,213;9,820;MEE
1423370;073_1173V_13.0;0,000;7,960;073__;12,951;20,890;MEE
1423371;005_93V_115.0;0,000;0,041;005__;114,956;114,997;MEE
1423372;005_115L_126.6;0,000;0,345;005__;126,624;126,969;MEE
1423373;005_115R_126.6;0,000;0,345;005__;126,624;126,969;MEE
1423374;514_909L_18.0;0,000;0,302;514_a;18,030;18,329;MEE
1423375;514_906V_18.0;0,000;0,290;514_a;18,040;18,324;MEE
1423376;514_941qV_18.1;0,000;0,034;514_a;18,069;18,035;TEGEN
1423377;514_941pV_18.1;0,000;0,034;514_a;18,069;18,035;TEGEN
1423378;073_1105AV_1.0;0,000;0,356;073__;0,984;0,629;TEGEN
1423379;073_1111V_1.2;0,000;0,142;073__;1,155;1,301;MEE
1423380;131_1V_16.4;0,803;2,009;789__;15,585;14,379;TEGEN
1423381;073_1203V_21.8;0,000;0,025;073__;21,760;21,785;MEE
1423382;073_1153R_11.9;0,000;0,549;073__;11,908;12,456;MEE
1423383;517_141BV_69.8;0,000;0,131;517_b;69,825;69,950;MEE
1423384;517_141BV_69.8;0,131;0,189;517_a;0,001;0,066;MEE
1423385;618_853V_50.6;0,000;0,041;618_b;50,628;50,669;MEE
1423386;618_855R_50.7;0,000;0,042;618_b;50,669;50,626;TEGEN
1423387;618_191AR_50.8;0,000;0,116;618_b;50,786;50,669;TEGEN
1418634;618_39R_58.7;0,000;0,054;618_c;58,677;58,731;MEE
1418635;618_21BqV_58.5;0,000;0,034;618_c;58,539;58,505;TEGEN
1418636;618_23AR_58.5;0,000;0,041;618_c;58,522;58,562;MEE
1418637;485_45L_101.0;0,000;0,085;485_d;101,017;100,933;TEGEN
1418638;130_7L_60.9;0,000;0,756;130_a;60,860;61,614;MEE
1418639;618_25BpV_58.6;0,000;0,034;618_c;58,575;58,541;TEGEN
1418640;618_27AL_58.5;0,000;0,045;618_c;58,558;58,603;MEE
1418641;618_25BqV_58.6;0,000;0,034;618_c;58,575;58,541;TEGEN
1418642;506_181AL_44.3;0,000;0,064;506_b;44,277;44,342;MEE
1418643;506_135AL_44.0;0,000;0,229;506_b;44,050;44,277;MEE
1418644;506_137AR_44.0;0,000;0,301;506_b;44,040;44,342;MEE
1418645;618_47AR_58.8;0,000;0,085;618_c;58,767;58,852;MEE
1418646;618_27BpV_58.6;0,000;0,034;618_c;58,619;58,586;TEGEN
1418647;506_223AL_45.0;0,000;0,109;506_b;45,016;45,124;MEE
1418648;506_159AL_44.2;0,000;0,078;506_b;44,183;44,264;MEE
1418649;586_89AR_80.5;0,000;0,050;586__;80,501;80,551;MEE
1418650;586_87BqV_80.5;0,000;0,031;586__;80,517;80,487;TEGEN
1418651;586_211AL_80.9;0,000;0,060;586__;80,926;80,985;MEE
1418652;586_211AR_80.9;0,000;0,072;586__;80,926;80,996;MEE
1418653;506_95AR_43.9;0,000;0,047;506_b;43,950;43,996;MEE
1418654;803_59V_102.1;0,000;0,027;803_h;102,082;102,109;MEE
1418655;803_56L_101.5;0,000;0,616;803_h;101,462;102,082;MEE
1418656;133_1063AL_13.8;0,000;0,871;133_a;13,769;14,645;MEE
1418657;133_1129BV_19.2;0,000;0,038;133_a;19,218;19,256;MEE
1418658;133_1155AR_19.3;0,000;0,470;133_a;19,256;19,724;MEE
1418974;586_2567BL_80.8;0,000;0,048;586__;80,736;80,688;TEGEN
1418975;550_47R_25.3;0,000;0,267;550__;25,365;25,633;MEE
1418976;550_911L_25.9;0,000;0,170;550__;25,851;26,019;MEE
1418977;550_911R_25.9;0,000;0,171;550__;25,851;26,019;MEE
1418978;563_169AL_56.8;0,000;0,506;563__;56,843;57,347;MEE
1418979;563_169AR_56.8;0,000;0,103;563__;56,843;56,943;MEE
1418980;563_169BV_56.9;0,000;0,344;563__;56,943;57,288;MEE
1418981;119_121BV_21.3;0,000;0,036;119_a;21,288;21,253;TEGEN
1418982;544_1075L_0.2;0,000;0,674;544_a;0,236;0,911;MEE
1418983;950_931V_17.8;0,280;0,549;470_e;200,000;200,268;MEE
1418972;586_133AL_80.7;0,000;0,059;586__;80,724;80,783;MEE
1418973;586_131BL_80.8;0,000;0,059;586__;80,783;80,724;TEGEN
1418984;950_931V_17.8;0,000;0,280;950_a;17,821;18,107;MEE
1418985;506_658L_44.4;0,000;0,030;506_b;44,408;44,437;MEE
1418986;605_25BV_34.1;3,083;3,410;606_b;37,200;37,527;MEE
1418987;605_25BV_34.1;0,000;0,084;605__;34,117;34,200;MEE
1418988;545_89L_22.4;0,000;0,092;545_b;22,418;22,510;MEE
1418989;545_221AR_23.7;0,000;0,109;545_b;23,722;23,832;MEE
1418990;545_221AL_23.7;0,000;0,071;545_b;23,722;23,794;MEE
1418991;545_217AR_23.7;0,000;0,047;545_b;23,676;23,722;MEE
1418992;550_935L_25.7;0,000;0,218;550__;25,730;25,946;MEE
1418993;550_143BL_26.3;0,000;0,063;550__;26,265;26,205;TEGEN
1418994;550_109BV_26.0;0,000;0,176;550__;26,020;26,205;MEE
1419314;524_295AR_71.3;0,000;0,335;524_b;71,262;71,598;MEE
1419315;506_33L_43.2;0,000;0,235;506_b;43,138;42,904;TEGEN
1419316;550_89V_25.7;0,000;0,026;550__;25,728;25,754;MEE
1419317;550_908R_25.7;0,000;0,258;550__;25,691;25,944;MEE
1419318;550_908L_25.7;0,000;0,138;550__;25,691;25,825;MEE
1419319;550_907L_25.7;0,000;0,027;550__;25,662;25,691;MEE
1419320;550_943L_25.5;0,000;0,119;550__;25,545;25,426;TEGEN
1419321;586_2525BL_80.3;0,000;0,041;586__;80,299;80,259;TEGEN
1419322;514_49BR_65.3;0,000;0,784;514_b;65,284;64,500;TEGEN
1419323;514_951V_65.3;0,115;0,353;514_a;17,400;17,188;TEGEN
1419324;514_951L_65.3;0,000;0,113;514_b;65,285;65,172;TEGEN
1419325;514_951R_65.3;0,000;0,113;514_b;65,285;65,172;TEGEN
1419326;805_7109R_102.7;0,011;0,228;805_c;400,000;400,215;MEE
1419327;586_57AR_80.3;0,000;0,049;586__;80,359;80,407;MEE
1419328;519_77AL_46.8;0,000;0,057;519_a;46,835;46,894;MEE
1419329;519_77AR_46.8;0,000;0,061;519_a;46,835;46,897;MEE
1419330;519_81V_46.9;0,000;0,082;519_a;46,897;46,978;MEE
1419331;519_79R_47.0;0,000;0,110;519_a;46,995;46,886;TEGEN
1419332;519_79V_47.0;0,000;0,036;519_a;46,995;47,031;MEE
1419333;619_1263AL_34.8;0,000;0,060;619__;34,792;34,852;MEE
1419334;620_37BL_41.9;0,000;0,303;620__;41,926;41,622;TEGEN
1419335;620_37AR_41.9;0,000;0,051;620__;41,876;41,926;MEE
1419622;467_010R_102.0;0,000;0,044;467_c;102,003;101,959;TEGEN
1419623;831_902R_101.9;0,000;0,429;831_a;101,947;102,376;MEE
1419624;831_902L_101.9;0,000;0,429;831_a;101,947;102,376;MEE
1419625;831_903V_102.4;0,000;0,033;831_a;102,376;102,410;MEE
1419626;618_903V_50.4;0,000;0,040;618_b;50,406;50,364;TEGEN
1419627;586_337BV_81.5;0,000;0,173;586__;81,526;81,699;MEE
1419628;108_169AL_74.9;0,000;0,012;108__;74,888;74,900;MEE
1419629;626_9R_32.5;0,000;0,077;626_c;32,496;32,572;MEE
1419630;054_1371AL_54.0;0,000;0,078;054_a;54,001;54,079;MEE
1419631;101_1067BV_12.3;0,000;2,517;101__;12,283;14,800;MEE
1419632;101_1067BV_12.3;2,517;2,913;533__;14,800;15,196;MEE
1419633;533_1103AR_15.1;0,000;0,102;533__;15,094;15,196;MEE
1419634;533_1113AV_15.3;0,000;0,129;533__;15,348;15,220;TEGEN
1419635;533_1115AL_15.2;0,000;0,103;533__;15,220;15,322;MEE
1419636;514_49AR_65.2;0,000;0,131;514_b;65,236;65,367;MEE
1419637;514_49BpV_65.3;0,000;0,031;514_b;65,299;65,268;TEGEN
1419638;514_51AL_65.3;0,000;0,047;514_b;65,284;65,331;MEE
1419639;514_51AR_65.3;0,000;0,061;514_b;65,284;65,345;MEE
1419640;609_97AL_27.6;0,000;0,064;609__;27,579;27,516;TEGEN
1419641;609_95BL_27.5;0,000;0,064;609__;27,516;27,579;MEE
1419642;609_83BV_27.8;0,000;0,230;609__;27,810;27,579;TEGEN
1419643;063_31BL_13.8;0,000;0,059;063__;13,751;13,691;TEGEN
1419644;506_241V_45.1;0,000;0,035;506_b;45,090;45,127;MEE
1419645;506_175AR_44.3;0,000;0,097;506_b;44,288;44,384;MEE
1419646;133_1073BV_14.6;0,000;0,370;133_a;14,609;14,980;MEE
1419962;663_311AV_40.0;0,169;2,245;116_a;39,800;37,727;TEGEN
1419963;116_2395BV_37.6;0,000;0,096;116_a;37,629;37,727;MEE
1419964;116_1355AR_32.7;0,000;0,106;116_a;32,710;32,818;MEE
1419965;514_49BqV_65.3;0,000;0,031;514_b;65,299;65,268;TEGEN
1419966;514_49AL_65.2;0,000;0,048;514_b;65,236;65,284;MEE
1419967;803_101R_160.4;0,012;0,099;803_n;170,000;170,088;MEE
1419968;803_101R_160.4;0,000;0,012;803_m;160,401;160,413;MEE
1419969;504_53AL_18.2;0,000;0,053;504_b;18,177;18,229;MEE
1419970;543_221BV_16.0;0,088;9,953;026__;16,100;25,938;MEE
1419971;543_221BV_16.0;0,000;0,088;543_b;16,012;16,100;MEE
1419972;055_399BV_19.7;0,000;9,796;055__;19,672;29,461;MEE
1419973;055_407R_29.5;0,000;0,405;055__;29,461;29,056;TEGEN
1419974;534_1041AL_45.5;0,000;0,064;534_b;45,513;45,578;MEE
1420253;217_91V_43.1;0,000;3,098;217__;43,125;46,220;MEE
1420254;217_69AR_35.1;0,000;0,118;217__;35,133;35,250;MEE
1420255;217_69BV_35.3;0,000;0,083;217__;35,250;35,333;MEE
1420256;553_277BV_21.9;0,000;0,629;553_c;21,860;22,479;MEE
1420257;553_275BV_21.9;0,000;0,631;553_c;21,860;22,479;MEE
1420258;553_259AL_21.7;0,000;0,069;553_c;21,698;21,766;MEE
1420259;080_3403V_9.8;0,000;1,330;080__;9,824;11,151;MEE
1420260;098_3803L_27.3;0,000;1,755;098__;27,338;29,092;MEE
1420261;098_3803R_27.3;0,000;0,106;098__;27,338;27,444;MEE
1420262;555_381V_84.4;0,000;0,051;555__;84,374;84,425;MEE
1420263;478_1031R_0.3;0,000;0,374;478_a;0,292;0,663;MEE
1420264;552_257AL_83.1;0,000;0,648;552_b;83,152;83,800;MEE
1420265;552_257AL_83.1;0,648;1,094;003__;83,800;84,245;MEE
1420266;520_153AR_0.8;0,000;0,052;520_a;0,770;0,822;MEE
1420267;040_1V_45.8;0,000;0,046;040__;45,792;45,746;TEGEN
1420268;927_946L_905.7;0,000;0,038;927__;905,731;905,769;MEE
1420534;119_123AL_21.3;0,000;3,630;119_a;21,253;17,594;TEGEN
1420535;119_123AR_21.3;0,000;0,059;119_a;21,253;21,194;TEGEN
1420536;128_21AR_12.4;0,000;0,059;128__;12,371;12,429;MEE
1420537;520_153AL_0.8;0,000;0,845;520_a;0,770;1,600;MEE
1420538;470_95V_202.6;0,000;0,065;470_e;202,618;202,554;TEGEN
1420539;603_141R_3.3;0,000;0,162;603_a;3,253;3,415;MEE
1420813;478_1267R_1.8;0,000;0,123;478_a;1,823;1,945;MEE
1420814;823_15V_4.7;0,000;0,348;823_a;4,717;5,065;MEE
1420815;478_1259AqV_1.7;0,000;0,034;478_a;1,693;1,726;MEE
1420816;032_7R_16.0;0,000;0,364;032__;16,020;16,381;MEE
1420817;950_7L_6.4;0,000;0,123;950_a;6,363;6,250;TEGEN
1420818;503_95R_43.9;0,000;0,280;503_c;43,938;44,217;MEE
1420819;950_662R_7.3;0,000;0,325;950_a;7,347;7,690;MEE
1420820;469_204L_201.1;0,000;0,028;469_b;201,120;201,148;MEE
1420821;009_45AR_126.7;0,000;1,048;009__;126,735;127,781;MEE
1420822;517_37AL_69.0;0,000;0,096;517_b;68,975;69,070;MEE
1420823;803_53AR_103.3;0,000;0,049;803_h;103,271;103,319;MEE
1420824;803_50AR_103.2;0,000;0,120;803_h;103,201;103,319;MEE
1420825;052_26R_55.5;0,000;1,172;052__;55,481;56,650;MEE
1420826;052_26L_55.5;0,000;0,185;052__;55,481;55,666;MEE
1420827;098_3807L_27.3;0,000;0,106;098__;27,339;27,445;MEE
1420828;098_3809V_27.4;0,000;0,423;098__;27,445;27,867;MEE
1420829;122_1001BV_21.5;0,000;0,018;122__;21,483;21,500;MEE
1420830;527_49R_16.6;0,000;0,559;527_c;16,607;17,127;MEE
1420831;817_78AqV_205.7;0,000;0,034;817_e;205,713;205,747;MEE
1420832;817_71R_205.1;0,000;0,042;817_e;205,118;205,161;MEE
1421136;478_921V_101.6;1,615;2,398;478_a;5,146;4,363;TEGEN
1421137;478_922V_102.1;0,000;0,353;478_c;102,052;102,405;MEE
1421138;521_351BV_22.2;0,000;0,003;521_b;22,162;22,159;TEGEN
1421139;544_1141AL_2.2;0,000;0,103;544_a;2,212;2,315;MEE
1421140;486_915BR_76.0;0,000;0,041;486_b;75,991;76,032;MEE
1421141;549_283V_70.9;0,098;0,663;011__;70,800;70,234;TEGEN
1421142;011_303L_69.9;0,000;0,027;011__;69,906;69,879;TEGEN
1421143;052_1V_48.1;0,000;5,909;052__;48,118;42,223;TEGEN
1421144;531_1471L_1.2;0,000;0,165;531_d;1,141;1,000;TEGEN
1421145;543_918L_45.7;0,000;0,224;543_c;45,700;45,478;TEGEN
1421146;618_41BV_58.7;0,000;0,166;618_c;58,731;58,900;MEE
1421147;087_77BL_25.1;0,000;0,300;087__;25,146;25,447;MEE
1421148;084_13BV_10.4;0,000;4,817;084__;10,431;15,246;MEE
1421149;084_29AL_15.1;0,000;0,108;084__;15,138;15,246;MEE
1421150;047_2007V_24.0;0,497;1,109;614_c;46,723;47,321;MEE
1421151;586_2503BL_80.2;0,000;0,052;586__;80,218;80,167;TEGEN
1421152;128_25AL_12.6;0,000;0,183;128__;12,616;12,789;MEE
1421447;609_87AL_27.9;0,000;0,110;609__;27,884;27,777;TEGEN
1421448;609_61AR_28.1;0,000;0,060;609__;28,082;28,023;TEGEN
1421449;531_853pV_1.3;0,000;0,034;531_d;1,324;1,353;MEE
1421450;531_855L_1.4;0,000;0,396;531_d;1,340;1,000;TEGEN
1421451;625_315AR_14.4;0,000;0,953;625_b;14,350;13,400;TEGEN
1421452;625_315AR_14.4;0,953;4,957;121_a;13,400;9,399;TEGEN
1421453;121_503V_9.4;0,000;0,963;121_a;9,399;8,437;TEGEN
1421454;501_922R_80.4;0,000;0,064;501__;80,401;80,464;MEE
1421455;501_922L_80.4;0,000;0,153;501__;80,401;80,555;MEE
1421456;515_307BV_51.2;8,221;8,398;617_b;59,400;59,576;MEE
1421457;027_957AR_149.2;0,000;0,292;027__;149,208;149,500;MEE
1421458;027_957AR_149.2;0,292;0,437;589_c;149,500;149,645;MEE
1421459;540_391V_101.8;0,000;0,125;540_g;101,768;101,893;MEE
1421460;516_275L_1.5;0,000;0,738;516_a;1,544;2,281;MEE
1421461;545_925L_22.3;0,000;0,077;545_b;22,257;22,180;TEGEN
1421462;200_233L_26.7;0,000;0,084;200__;26,659;26,743;MEE
1421463;485_139L_202.6;0,012;0,341;485_a;0,000;0,328;MEE
1421464;817_75V_206.6;0,000;0,319;817_e;206,591;206,906;MEE
1421465;817_78AL_205.7;0,000;0,053;817_e;205,730;205,783;MEE
1421466;817_78ApV_205.7;0,000;0,034;817_e;205,714;205,747;MEE
1421753;560_57BV_24.8;0,000;0,069;560_a;24,807;24,738;TEGEN
1421754;560_67AR_24.8;0,000;0,058;560_a;24,796;24,738;TEGEN
1421755;560_57AR_24.9;0,000;0,064;560_a;24,873;24,807;TEGEN
1421756;560_1239L_25.0;0,000;0,157;560_a;24,989;24,832;TEGEN
1421757;560_21AR_25.1;0,000;0,028;560_a;25,065;25,037;TEGEN
1421758;560_21AL_25.1;0,000;0,048;560_a;25,065;25,017;TEGEN
1421759;560_21AV_25.1;0,000;0,280;560_a;25,065;25,345;MEE
1421760;560_23L_25.0;0,000;0,153;560_a;25,037;24,885;TEGEN
1421761;517_41BV_69.1;0,000;0,013;517_b;69,087;69,100;MEE
1421762;517_55AR_69.1;0,000;0,096;517_b;69,085;69,180;MEE
1421763;517_53BL_69.2;0,000;0,095;517_b;69,179;69,085;TEGEN
1421764;123_61AL_19.8;1,652;1,843;551_b;21,500;21,691;MEE
1421765;517_933AR_69.3;0,000;0,024;517_b;69,344;69,365;MEE
1421766;517_35BR_69.1;0,000;0,432;517_b;69,033;68,600;TEGEN
1421767;517_35BR_69.1;0,432;3,125;060__;68,600;65,912;TEGEN
1421768;517_935R_69.4;0,000;0,132;517_b;69,365;69,492;MEE
1421769;517_935L_69.4;0,000;0,132;517_b;69,365;69,493;MEE
1421770;517_67BpV_69.3;0,000;0,034;517_b;69,330;69,292;TEGEN
1421771;536_349AL_62.3;0,100;4,594;112__;62,400;66,891;MEE
1422088;950_655R_7.1;0,000;0,221;950_a;7,137;7,353;MEE
1422089;468_59L_101.0;0,000;0,549;468_a;101,004;101,557;MEE
1422090;468_60V_101.2;0,000;0,332;468_a;101,224;101,557;MEE
1422091;620_75BL_42.3;0,000;0,060;620__;42,264;42,207;TEGEN
1422092;620_75AR_42.2;0,000;0,060;620__;42,207;42,264;MEE
1422093;620_59V_42.2;0,000;0,051;620__;42,157;42,207;MEE
1422094;620_55BV_42.2;0,000;0,014;620__;42,196;42,207;MEE
1422095;087_21BpV_22.0;0,000;0,034;087__;21,958;21,925;TEGEN
1422096;516_903L_1.9;0,000;0,036;516_a;1,880;1,914;MEE
1422097;516_904R_1.9;0,000;0,031;516_a;1,914;1,945;MEE
1422098;516_904L_1.9;0,000;0,054;516_a;1,914;1,967;MEE
1422099;516_287BV_2.5;0,000;0,029;516_a;2,471;2,500;MEE
1422100;470_201L_305.3;0,014;0,196;470_k;375,000;375,181;MEE
1422101;470_201L_305.3;0,000;0,014;470_g;305,296;305,310;MEE
1422102;667_2429V_243.8;0,292;9,053;164__;244,100;252,862;MEE
1422103;667_2429V_243.8;0,000;0,292;667_a;243,808;244,100;MEE
1422403;437_968R_0.8;0,000;0,666;437_a;0,824;0,156;TEGEN
1422404;437_968L_0.8;0,000;0,666;437_a;0,824;0,156;TEGEN
1422405;437_9002V_0.2;0,000;0,051;437_a;0,205;0,154;TEGEN
1422406;133_1201R_20.9;0,000;0,103;133_a;20,936;21,038;MEE
1422407;133_1197R_20.7;0,000;0,379;133_a;20,660;21,038;MEE
1422408;133_1197L_20.7;0,000;0,103;133_a;20,660;20,762;MEE
1422409;940_399L_43.3;0,000;0,056;940__;43,344;43,395;MEE
1422410;090_11V_19.1;0,000;0,010;090__;19,148;19,158;MEE
1422411;550_43BpV_25.4;0,000;0,034;550__;25,382;25,348;TEGEN
1422412;550_47L_25.3;0,000;0,029;550__;25,365;25,395;MEE
1422413;087_115L_16.4;2,269;2,290;541_a;2,206;2,227;MEE
1422414;950_473R_8.0;3,684;4,864;950_d;204,279;203,118;TEGEN
1422415;163_1019R_43.5;0,000;0,065;163__;43,543;43,609;MEE
1422416;163_1021L_43.6;0,000;0,181;163__;43,609;43,427;TEGEN
1422417;814_966L_101.9;0,000;0,359;814_a;101,945;102,305;MEE
1422418;814_966R_101.9;0,000;0,026;814_a;101,945;101,972;MEE
1422419;609_81BqV_27.8;0,000;0,034;609__;27,824;27,857;MEE
1422420;609_81BpV_27.8;0,000;0,034;609__;27,824;27,858;MEE
1422421;950_347L_17.4;0,000;0,818;950_a;17,456;18,277;MEE
1422422;950_377V_18.3;0,000;0,029;950_a;18,277;18,306;MEE
1422423;950_1951L_26.6;0,000;0,162;950_a;26,648;26,487;TEGEN
1422424;924_19-22V_35.3;0,000;0,033;924_a;35,326;35,358;MEE
1422687;801_955V_7.8;0,000;0,026;801_a;7,801;7,775;TEGEN
1422688;924_27-56R_35.5;0,000;0,107;924_a;35,463;35,362;TEGEN
1422689;545_81BR_22.4;0,000;0,041;545_b;22,361;22,320;TEGEN
1422690;545_81BpV_22.4;0,000;0,034;545_b;22,378;22,344;TEGEN
1422691;545_91AR_22.3;0,000;0,328;545_b;22,361;22,689;MEE
1422692;924_15-16R_35.3;0,000;0,915;924_a;35,298;34,389;TEGEN
1422693;124_181R_3.2;0,000;1,363;124_a;3,230;4,591;MEE
1422694;545_964L_22.7;0,000;0,036;545_b;22,740;22,776;MEE
1422695;545_964R_22.7;0,000;0,031;545_b;22,740;22,770;MEE
1422696;545_963R_22.7;0,000;0,041;545_b;22,741;22,782;MEE
1422697;545_967L_22.8;0,000;0,043;545_b;22,770;22,812;MEE
1422698;545_967R_22.8;0,000;0,055;545_b;22,770;22,822;MEE
1422699;515_303AL_50.9;0,000;0,261;515_b;50,918;51,178;MEE
1422700;515_303AR_50.9;0,000;0,098;515_b;50,918;51,015;MEE
1422701;510_419V_10.4;0,000;0,025;510_b;10,375;10,399;MEE
1422702;516_948V_74.6;0,000;0,195;516_b;74,594;74,400;TEGEN
1422703;516_948V_74.6;0,195;0,255;052__;74,400;74,340;TEGEN
1422704;516_947V_74.6;0,000;0,045;516_b;74,638;74,594;TEGEN
1422705;201_61R_14.7;0,000;0,617;201__;14,691;15,309;MEE
1422706;044_461AL_12.3;0,000;0,094;044__;12,334;12,428;MEE
1422707;044_461AR_12.3;0,000;0,092;044__;12,334;12,426;MEE
1422708;049_9R_25.8;0,000;1,048;049__;25,848;26,893;MEE
1422709;201_925AqV_37.7;0,000;0,034;201__;37,709;37,742;MEE
1422710;201_925ApV_37.7;0,000;0,034;201__;37,709;37,742;MEE
1422711;618_137AR_51.0;0,000;0,178;618_b;50,968;50,791;TEGEN
1422712;803_70L_106.2;0,000;0,012;803_h;106,165;106,177;MEE
1422995;117_1865L_7.8;0,000;1,368;117__;7,844;9,213;MEE
1422996;550_99BqV_25.9;0,000;0,034;550__;25,908;25,875;TEGEN
1422997;550_101BR_26.0;0,000;0,060;550__;25,950;25,891;TEGEN
1422998;550_109AR_26.0;0,000;0,291;550__;25,958;26,254;MEE
1422999;555_211AR_83.3;0,000;0,122;555__;83,254;83,377;MEE
1423000;555_199L_83.3;0,000;0,067;555__;83,320;83,254;TEGEN
1423001;555_231L_83.5;0,000;0,340;555__;83,494;83,154;TEGEN
1423002;950_211R_11.8;0,000;0,756;950_a;11,833;12,589;MEE
1423003;950_211L_11.8;0,000;0,756;950_a;11,833;12,589;MEE
1423004;620_1AV_41.6;0,295;5,544;074__;41,300;36,059;TEGEN
1423005;517_63pV_69.3;0,000;0,034;517_b;69,331;69,293;TEGEN
1423006;618_137BV_50.8;0,000;0,691;618_b;50,791;50,102;TEGEN
1423007;618_57AR_58.8;0,000;0,043;618_c;58,852;58,894;MEE
1423008;528_55AL_29.0;0,230;6,047;088__;29,200;35,000;MEE
1423410;545_109AR_22.7;0,000;0,237;545_b;22,689;22,927;MEE
1423411;751_339V_34.1;0,367;5,745;205__;0,200;5,579;MEE
1423412;751_339V_34.1;0,000;0,367;751__;34,085;33,719;TEGEN
1423413;087_57R_24.2;0,000;1,645;087__;24,174;25,817;MEE
1423414;531_831qV_1.4;0,000;0,034;531_d;1,392;1,424;MEE
1423415;531_847R_1.5;0,000;0,029;531_d;1,453;1,481;MEE
1423416;531_841R_1.4;0,000;0,028;531_d;1,424;1,453;MEE
1423417;517_89BR_69.5;0,000;0,112;517_b;69,458;69,349;TEGEN
1423418;817_1209V_115.7;0,000;0,311;817_a;115,652;115,348;TEGEN
1423419;028_1007V_52.7;0,000;0,064;028__;52,683;52,748;MEE
1423420;028_1003pV_52.6;0,000;0,032;028__;52,646;52,614;TEGEN
1423421;049_11V_25.9;0,000;0,989;049__;25,907;26,893;MEE
1423422;618_123R_51.0;0,000;0,025;618_b;50,994;50,969;TEGEN
1423423;618_119AR_51.1;0,000;0,060;618_b;51,037;50,978;TEGEN
1423424;618_119BqV_51.0;0,000;0,034;618_b;50,977;51,010;MEE
1423425;618_119BR_51.0;0,000;0,129;618_b;50,994;51,121;MEE
1423426;618_119BpV_51.0;0,000;0,034;618_b;50,977;51,010;MEE
1423427;514_149AR_16.6;0,000;0,065;514_a;16,587;16,523;TEGEN
1423428;514_141BV_16.6;0,000;0,055;514_a;16,577;16,523;TEGEN
