ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
2;13-6-2019;13;NEWTOP;;;;;;;;;;;049_33R_31.0;848
3;13-6-2019;13;NEWTOP;;;;;;;;;;;049_11V_25.9;989
4;13-6-2019;13;NEWTOP;;;;;;;;;;;049_43V_31.9;101
5;13-6-2019;13;NEWTOP;;;;;;;;;;;052_75L_41.3;849
6;13-6-2019;13;NEWTOP;;;;;;;;;;;052_39V_56.6;101
7;13-6-2019;13;NEWTOP;;;;;;;;;;;052_75R_41.3;851
8;13-6-2019;13;NEWTOP;;;;;;;;;;;144_785AV_153.7;1944
9;13-6-2019;13;NEWTOP;;;;;;;;;;;144_783BV_153.5;1677
10;13-6-2019;13;NEWTOP;;;;;;;;;;;534_1047AR_45.5;874
11;13-6-2019;13;NEWTOP;;;;;;;;;;;049_9R_25.8;1048
12;13-6-2019;13;NEWTOP;;;;;;;;;;;950_293L_15.3;927
13;13-6-2019;13;NEWTOP;;;;;;;;;;;950_293R_15.3;854
14;13-6-2019;13;NEWTOP;;;;;;;;;;;144_783AV_153.7;1981
15;13-6-2019;13;NEWTOP;;;;;;;;;;;144_783AL_153.7;93
16;13-6-2019;13;NEWTOP;;;;;;;;;;;534_1031R_45.1;439
17;13-6-2019;13;NEWTOP;;;;;;;;;;;534_1033R_45.1;527
18;13-6-2019;13;NEWTOP;;;;;;;;;;;144_785BV_153.6;1741
19;13-6-2019;13;NEWTOP;;;;;;;;;;;534_1033L_45.1;450
20;13-6-2019;13;NEWTOP;;;;;;;;;;;534_1031L_45.1;517
21;13-6-2019;13;NEWTOP;;;;;;;;;;;534_1023AL_44.9;133
22;13-6-2019;13;NEWTOP;;;;;;;;;;;049_11R_25.9;7798
23;13-6-2019;13;NEWTOP;;;;;;;;;;;049_9V_25.8;7845
24;13-6-2019;13;NEWTOP;;;;;;;;;;;049_9L_25.8;59
25;13-6-2019;13;NEWTOP;;;;;;;;;;;052_69L_41.1;1133
26;13-6-2019;13;NEWTOP;;;;;;;;;;;049_33L_31.0;846
27;13-6-2019;13;NEWTOP;;;;;;;;;;;052_69R_41.1;157
89;13-6-2019;13;NEWTOP;;;;;;;;;;;133_1135BV_19.8;996
90;13-6-2019;13;NEWTOP;;;;;;;;;;;133_1133BV_20.0;711
91;13-6-2019;13;NEWTOP;;;;;;;;;;;552_2305R_83.4;30
92;13-6-2019;13;NEWTOP;;;;;;;;;;;055_341R_8.3;1327
93;13-6-2019;13;NEWTOP;;;;;;;;;;;144_783AR_153.7;135
94;13-6-2019;13;NEWTOP;;;;;;;;;;;144_783BL_153.5;165
95;13-6-2019;13;NEWTOP;;;;;;;;;;;144_785AL_153.7;124
96;13-6-2019;13;NEWTOP;;;;;;;;;;;055_343V_8.4;10
97;13-6-2019;13;NEWTOP;;;;;;;;;;;548_371R_86.4;3018
98;13-6-2019;13;NEWTOP;;;;;;;;;;;055_345V_8.4;38
99;13-6-2019;13;NEWTOP;;;;;;;;;;;133_1199V_20.8;174
100;13-6-2019;13;NEWTOP;;;;;;;;;;;552_2303V_83.4;10
101;13-6-2019;13;NEWTOP;;;;;;;;;;;055_331L_7.0;1205
102;13-6-2019;13;NEWTOP;;;;;;;;;;;055_339V_8.2;58
103;13-6-2019;13;NEWTOP;;;;;;;;;;;055_347L_8.4;69
104;13-6-2019;13;NEWTOP;;;;;;;;;;;055_341L_8.3;92
105;13-6-2019;13;NEWTOP;;;;;;;;;;;055_353R_8.5;928
106;13-6-2019;13;NEWTOP;;;;;;;;;;;055_343R_8.4;132
107;13-6-2019;13;NEWTOP;;;;;;;;;;;552_2303R_83.4;30
108;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1853L_312.4;69
109;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1859L_312.5;937
110;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1853R_312.4;69
111;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1859R_312.5;41
112;13-6-2019;13;NEWTOP;;;;;;;;;;;055_345L_8.4;69
113;13-6-2019;13;NEWTOP;;;;;;;;;;;055_357V_9.4;12
114;13-6-2019;13;NEWTOP;;;;;;;;;;;055_355V_9.4;49
115;13-6-2019;13;NEWTOP;;;;;;;;;;;055_359R_9.5;157
116;13-6-2019;13;NEWTOP;;;;;;;;;;;055_305BR_10.8;1144
117;13-6-2019;13;NEWTOP;;;;;;;;;;;055_305AV_10.8;962
118;13-6-2019;13;NEWTOP;;;;;;;;;;;055_369V_9.6;76
119;13-6-2019;13;NEWTOP;;;;;;;;;;;055_371R_9.7;122
120;13-6-2019;13;NEWTOP;;;;;;;;;;;055_331R_7.0;2787
121;13-6-2019;13;NEWTOP;;;;;;;;;;;055_359L_9.5;153
122;13-6-2019;13;NEWTOP;;;;;;;;;;;055_349V_8.5;987
123;13-6-2019;13;NEWTOP;;;;;;;;;;;055_353L_8.5;929
124;13-6-2019;13;NEWTOP;;;;;;;;;;;055_351V_8.5;10
125;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1861R_312.5;897
126;13-6-2019;13;NEWTOP;;;;;;;;;;;133_1201R_20.9;103
127;13-6-2019;13;NEWTOP;;;;;;;;;;;133_1197R_20.7;379
128;13-6-2019;13;NEWTOP;;;;;;;;;;;133_1197L_20.7;103
129;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1851R_312.4;54
130;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1851L_312.4;1093
131;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1857L_312.5;897
132;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1857R_312.5;897
133;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1855L_312.5;41
134;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1855R_312.5;937
135;13-6-2019;13;NEWTOP;;;;;;;;;;;479_1861L_312.5;897
136;13-6-2019;13;NEWTOP;;;;;;;;;;;055_347R_8.4;69
137;13-6-2019;13;NEWTOP;;;;;;;;;;;055_345R_8.4;69
1;13-6-2019;13;EDITCORR;950_273BV_13.9;2;;-1;;;;;;;;
65;13-6-2019;13;EDITREAL;606_73AL_0.3;84;;-1;;;;;;;;
66;13-6-2019;13;EDITREAL;534_1049BV_45.6;68;;-1;;;;;;;;
68;13-6-2019;13;EDITREAL;514_15AR_18.1;310;;-1;;;;;;;;
69;13-6-2019;13;EDITREAL;534_1017AR_44.9;21;;-1;;;;;;;;
70;13-6-2019;13;EDITREAL;534_1025R_44.9;39;;-1;;;;;;;;
71;13-6-2019;13;EDITREAL;009_5AL_114.1;371;;-1;;;;;;;;
72;13-6-2019;13;EDITREAL;534_1017BV_45.1;433;;-1;;;;;;;;
73;13-6-2019;13;EDITREAL;534_1049AL_45.5;784;;-1;;;;;;;;
75;13-6-2019;13;EDITREAL;534_1015L_44.9;267;;-1;;;;;;;;
76;13-6-2019;13;EDITREAL;534_1023BV_45.1;438;;-1;;;;;;;;
77;13-6-2019;13;EDITREAL;534_1099BV_46.1;266;;-1;;;;;;;;
78;13-6-2019;13;EDITREAL;534_1097V_46.1;24;;-1;;;;;;;;
80;13-6-2019;13;EDITREAL;624_199R_32.5;29;;-1;;;;;;;;
81;13-6-2019;13;EDITREAL;009_25AV_165.8;4679;;-1;;;;;;;;
83;13-6-2019;13;EDITREAL;009_25BR_165.9;4797;;-1;;;;;;;;
85;13-6-2019;13;EDITREAL;534_1047BV_45.6;67;;-1;;;;;;;;
86;13-6-2019;13;EDITREAL;009_5BV_114.1;39;;-1;;;;;;;;
28;13-6-2019;13;ASSIGN;534_1045BV_45.6;-279;;0;NEW;534_1047AR_45.5;90;369;;;;
29;13-6-2019;13;ASSIGN;534_1045BL_45.6;-24;;0;NEW;534_1047AR_45.5;90;66;;;;
30;13-6-2019;13;ASSIGN;534_1045BL_45.6;-3;;29;NEW;534_1047AR_45.5;61;58;;;;
31;13-6-2019;13;ASSIGN;534_1045BL_45.6;-30;;-1;NEW;534_1047AR_45.5;30;0;;;;
32;13-6-2019;13;ASSIGN;144_1413V_155.7;-1622;;-1;NEW;144_783BV_153.5;55;1677;;;;
33;13-6-2019;13;ASSIGN;144_1413V_155.7;-1916;;0;NEW;144_785AV_153.7;1944;28;;;;
34;13-6-2019;13;ASSIGN;049_34L_31.0;-846;-1;;DEL;049_33L_31.0;0;846;;;;
35;13-6-2019;13;ASSIGN;049_34R_31.0;-848;-1;;DEL;049_33R_31.0;0;848;;;;
36;13-6-2019;13;ASSIGN;049_44V_31.9;-101;-1;;DEL;049_43V_31.9;0;101;;;;
37;13-6-2019;13;ASSIGN;052_40V_56.6;-101;-1;;DEL;052_39V_56.6;0;101;;;;
38;13-6-2019;13;ASSIGN;052_68L_41.1;-1133;-1;;DEL;052_69L_41.1;0;1133;;;;
39;13-6-2019;13;ASSIGN;049_9BV_25.9;-989;-1;;DEL;049_11V_25.9;0;989;;;;
40;13-6-2019;13;ASSIGN;052_70R_41.3;-851;-1;;DEL;052_75R_41.3;0;851;;;;
