ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
250;609_127V_27.2;Onbekend;0;0,447;13-06-2019
251;123_3AR_10.6;Onbekend;0,028;0,865;13-06-2019
252;609_123BV_27.2;Onbekend;0;0,502;13-06-2019
253;510_401V_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,003;1,45;13-06-2019
254;510_403L_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,036;1,51;13-06-2019
255;055_423BV_37.4;Onbekend;0,002;1,243;13-06-2019
256;055_427AR_37.6;Onbekend;0,031;1,067;13-06-2019
257;546_1015R_4.5;Onbekend;0,246;0,525;13-06-2019
258;528_55AL_29.0;Onbekend;0,23;6,03;13-06-2019
259;528_55BV_29.0;Onbekend;0,168;5,968;13-06-2019
260;024_203L_25.8;Onbekend;0,027;0,77;13-06-2019
261;024_201AL_25.7;Onbekend;0,028;0,898;13-06-2019
262;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,001;0,062;13-06-2019
263;618_273AR_49.5;Onbekend;0,029;0,124;13-06-2019
264;050_463AR_4.2;Onbekend;0,028;2,174;13-06-2019
265;605_1BL_33.4;Onbekend;0,029;0,215;13-06-2019
266;605_3BL_33.5;Onbekend;0,109;0,308;13-06-2019
267;562_159R_60.9;Onbekend;6,305;13,993;13-06-2019
268;562_161L_61.2;Onbekend;6,006;13,682;13-06-2019
269;551_163R_24.0;Onbekend;4,272;5,848;13-06-2019
270;551_161AR_23.6;Onbekend;4,675;6,219;13-06-2019
271;135_253V_21.5;Schrey & Veit, VICON-AMSA 54VS;0,003;5,989;13-06-2019
272;135_255V_21.5;Schrey & Veit, VICON-AMSA 54VS;0;5,99;13-06-2019
273;055_399AR_19.6;Onbekend;0,052;8,433;13-06-2019
274;055_399BV_19.7;Onbekend;0,002;8,328;13-06-2019
275;055_413BV_29.6;Onbekend;0,002;7,747;13-06-2019
276;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,433;9,892;13-06-2019
277;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;8,328;9,761;13-06-2019
278;618_273AR_49.5;Onbekend;0,124;10,8;13-06-2019
279;027_955BV_149.2;Onbekend;0,319;0,527;13-06-2019
280;552_227AR_82.5;Onbekend;3,963;4,561;13-06-2019
281;552_229BV_82.6;Onbekend;3,922;4,578;13-06-2019
282;550_41AV_25.3;Onbekend;1,461;8,46;13-06-2019
283;133_1019R_8.7;Onbekend;1,135;6,864;13-06-2019
284;133_1021L_8.8;Onbekend;1,234;2,88;13-06-2019
285;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,128;13-06-2019
286;531_2677L_34.7;Onbekend;1,158;1,821;13-06-2019
287;531_2323R_33.8;Clipped Tuned, type Corus 54E1;0,532;0,732;13-06-2019
288;531_2323R_33.8;Clipped Tuned, type Corus 54E1;0,067;0,107;13-06-2019
289;531_2321V_33.6;Clipped Tuned, type Corus 54E1;0,195;0,714;13-06-2019
290;531_2677L_34.7;Onbekend;0,027;1,187;13-06-2019
291;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,029;0,991;13-06-2019
292;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;13-06-2019
293;135_273BV_22.2;Onbekend;0,003;17,209;13-06-2019
294;135_275BV_22.2;Onbekend;0,003;17,202;13-06-2019
295;135_2035V_40.5;Onbekend;0;2,149;13-06-2019
296;135_2029V_40.4;Onbekend;0,003;2,277;13-06-2019
297;079_171BV_14.2;Onbekend;0;10,86;13-06-2019
298;079_171AR_14.3;Onbekend;0,029;10,921;13-06-2019
299;079_169BV_14.3;Clipped Tuned, type Corus 54E1;0;0,033;13-06-2019
300;079_169AL_14.4;Clipped Tuned, type Corus 54E1;0,029;0,129;13-06-2019
301;079_163AL_15.0;Onbekend;0,028;0,596;13-06-2019
302;079_163BV_14.9;Onbekend;0;0,567;13-06-2019
303;163_961V_44.4;Onbekend;0;0,24;13-06-2019
304;163_965V_44.4;Onbekend;0;0,186;13-06-2019
305;163_967V_44.4;Onbekend;0;0,262;13-06-2019
306;163_969V_44.4;Onbekend;0;0,258;13-06-2019
307;520_31AL_27.9;Onbekend;0,038;0,387;13-06-2019
308;520_31BV_28.0;Onbekend;0;0,256;13-06-2019
309;520_45AR_28.3;Onbekend;0,028;0,155;13-06-2019
310;520_45BV_28.3;Onbekend;0;0,045;13-06-2019
311;588_411AR_2.8;Onbekend;0,837;1,537;13-06-2019
312;588_411AR_2.8;Onbekend;0,032;0,365;13-06-2019
313;526_15AV_4.1;Onbekend;0;0,644;13-06-2019
314;927_9AV_904.3;Onbekend;0,087;0,738;13-06-2019
315;526_433BV_3.5;Onbekend;0;0,571;13-06-2019
316;526_437R_3.5;Onbekend;0,039;0,568;13-06-2019
317;526_437L_3.5;Onbekend;0,037;0,508;13-06-2019
318;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,812;13-06-2019
319;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,541;13-06-2019
320;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,955;2,189;13-06-2019
321;588_351AL_1.2;Clipped Tuned, type Corus 54E1;2,009;2,195;13-06-2019
322;588_417BV_2.9;Onbekend;0,26;0,521;13-06-2019
323;526_435R_3.5;Onbekend;0,035;0,455;13-06-2019
324;588_415BV_2.9;Onbekend;0;0,26;13-06-2019
325;588_417BV_2.9;Onbekend;0;0,26;13-06-2019
326;588_353AL_1.2;Onbekend;1,438;1,937;13-06-2019
327;588_351AL_1.2;Onbekend;1,486;2,009;13-06-2019
328;588_415AR_2.9;Onbekend;0,017;0,315;13-06-2019
329;206_101V_12.2;Onbekend;0;10,556;13-06-2019
330;206_123V_18.2;Onbekend;0;11,612;13-06-2019
331;605_1AV_33.4;Onbekend;0,129;7,503;13-06-2019
332;009_115AR_148.1;Onbekend;0,031;1,26;13-06-2019
333;009_117R_148.2;Onbekend;0,033;0,656;13-06-2019
334;009_129V_148.9;Onbekend;0,002;0,463;13-06-2019
335;950_475BV_8.3;Onbekend;0,003;2,298;13-06-2019
336;950_475AR_8.2;Onbekend;0,059;2,465;13-06-2019
337;112_6123V_67.9;Onbekend;0,003;4,726;13-06-2019
338;112_467BV_67.2;Onbekend;0,003;5,453;13-06-2019
339;514_49BR_65.3;Onbekend;0,784;8,651;13-06-2019
340;514_49AV_65.2;Onbekend;0,739;8,583;13-06-2019
341;508_2057R_91.1;Onbekend;0,059;0,941;13-06-2019
342;508_2109R_91.5;Onbekend;0,057;0,593;13-06-2019
343;664_107BV_42.1;Glued Tuned, type Corus 54E1;0,003;0,286;13-06-2019
344;664_123AR_42.5;Glued Tuned, type Corus 54E1;0,035;0,445;13-06-2019
345;664_107AL_42.0;Glued Tuned, type Corus 54E1;0,062;0,443;13-06-2019
346;664_131AV_42.9;Glued Tuned, type Corus 54E1;0,002;0,34;13-06-2019
347;664_133R_42.9;Glued Tuned, type Corus 54E1;0,016;0,076;13-06-2019
348;664_131AL_42.9;Glued Tuned, type Corus 54E1;0,036;0,26;13-06-2019
349;664_141AR_43.1;Glued Tuned, type Corus 54E1;0,035;0,213;13-06-2019
350;664_143AR_43.1;Glued Tuned, type Corus 54E1;0,023;0,155;13-06-2019
351;664_255R_43.2;Glued Tuned, type Corus 54E1;0,024;0,115;13-06-2019
352;664_135L_43.0;Glued Tuned, type Corus 54E1;0,032;0,053;13-06-2019
353;163_165AR_43.6;Glued Tuned, type Corus 54E1;0,038;0,648;13-06-2019
354;163_163BV_43.7;Glued Tuned, type Corus 54E1;0,002;0,566;13-06-2019
355;163_959BV_44.3;Glued Tuned, type Corus 54E1;0,003;0,166;13-06-2019
356;555_387V_84.4;Onbekend;0,022;3,809;13-06-2019
357;555_383V_84.4;Onbekend;0,022;3,816;13-06-2019
358;555_381V_84.4;Onbekend;0,051;3,852;13-06-2019
359;555_379V_84.4;Onbekend;0,039;3,849;13-06-2019
360;603_183BV_4.1;Onbekend;0,865;18,891;13-06-2019
361;603_181BV_4.0;Onbekend;0,945;18,942;13-06-2019
362;664_101AV_41.9;Onbekend;0,003;0,564;13-06-2019
363;543_213AR_46.2;Onbekend;0,527;6,405;13-06-2019
364;543_213BV_46.2;Onbekend;0;0,479;13-06-2019
365;606_111V_1.0;Onbekend;0,082;13,882;13-06-2019
366;606_109V_1.0;Onbekend;0,066;13,866;13-06-2019
367;543_213BV_46.2;Onbekend;0,479;6,393;13-06-2019
368;609_135AL_26.6;Onbekend;11,609;11,939;13-06-2019
369;563_189R_57.4;Clipped Tuned, type Corus 54E1;0,059;0,443;13-06-2019
370;563_187AL_57.4;Clipped Tuned, type Corus 54E1;0,056;0,435;13-06-2019
371;778_12R_56.3;Onbekend;2,721;8,908;13-06-2019
372;100_2105BL_7.8;Schrey & Veit, VICON-AMSA 54VS;4,732;5,786;13-06-2019
373;100_2105AV_7.7;Schrey & Veit, VICON-AMSA 54VS;4,626;5,68;13-06-2019
374;563_167AR_56.8;Onbekend;0,06;0,532;13-06-2019
375;563_167BV_56.9;Onbekend;0,009;0,409;13-06-2019
376;563_169AL_56.8;Onbekend;0,055;0,468;13-06-2019
377;563_169BV_56.9;Onbekend;0,003;0,342;13-06-2019
378;563_175AL_57.3;Onbekend;0,037;0,356;13-06-2019
379;563_185AR_57.3;Onbekend;0,037;0,117;13-06-2019
380;613_905R_75.8;Clipped Tuned, type Corus 54E1;0,017;0,242;13-06-2019
