ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
363217;--VERVALLEN--;520_65L_0.2;520;a;Maastricht;0,195;65;L;520;a;Maastricht;0,220;67;V;;0,028;2015-01-09;ProRail;0,027724
363218;--VERVALLEN--;520_67R_0.2;520;a;Maastricht;0,220;67;R;520;a;Maastricht;1,038;205;R;;0,796;2015-01-09;ProRail;0,795741
363219;--VERVALLEN--;788_21BUV_75.2;788;;Roosendaal Grens - Essen (B);75,226;21BU;V;545;b;Roosendaal;23,839;227B;V;;7,311;2016-12-07;ProRail;7,311414
363220;--VERVALLEN--;145_957AR_56.5;145;;Amsterdam Sloterdijk - Amsterdam Riekerpolder;56,492;957A;R;133;a;Amsterdam Riekerpolder - Warmond;8,505;1011;V;;2,003;2016-09-01;ProRail;2,003004
363221;--VERVALLEN--;468_50L_100.6;468;a;Rotterdam Eemhaven;100,596;50;L;468;a;Rotterdam Eemhaven;101,188;506;V;;0,589;2017-01-02;ProRail;0,588530
363222;--VERVALLEN--;589_971AL_149.5;589;c;Duivendrecht;149,542;971A;L;589;c;Duivendrecht;150,409;1523;V;;0,869;2015-05-12;ProRail;0,868972
363223;--VERVALLEN--;124_185L_3.4;124;a;Tilburg - Vught Aansl.;3,353;185;L;124;a;Tilburg - Vught Aansl.;3,566;201;V;;0,214;2016-02-09;ProRail;0,214478
363375;--VERVALLEN--;531_501L_35.6;531;c;Utrecht Centraal;35,579;501;L;531;c;Utrecht Centraal;35,378;SJ_501L;V;;0,198;2018-06-25;ProRail;0,198289
363376;--VERVALLEN--;503_113BqV_43.2;503;c;Deventer;43,166;113B;L+R;503;c;Deventer;43,199;115A;L+R;q;0,034;2015-01-09;ProRail;0,033637
363377;--VERVALLEN--;503_93R_43.9;503;c;Deventer;43,860;93;RE;503;c;Deventer;43,194;127;V;;0,657;2015-01-09;ProRail;0,657307
363378;--VERVALLEN--;503_113AR_43.2;503;c;Deventer;43,230;113A;R;503;c;Deventer;43,195;125A;V;;0,036;2015-01-09;ProRail;0,035765
363379;--VERVALLEN--;503_105R_43.6;503;c;Deventer;43,633;105;RE;503;c;Deventer;43,238;111;R;;0,377;2015-01-09;ProRail;0,376661
363380;--VERVALLEN--;017_33V_62.2;017;;Amersfoort Aansl. - Hattemerbroek;62,158;33;V;017;;Amersfoort Aansl. - Hattemerbroek;69,591;43B;L;;7,436;2015-10-28;ProRail;7,436356
363381;--VERVALLEN--;470_961R_400.2;470;l;Botlek;400,224;961;R;470;l;Botlek;400,251;962;V;;0,027;2015-12-21;ProRail;0,026772
363382;--VERVALLEN--;531_2341R_34.1;531;c;Utrecht Centraal;34,142;2341;R;531;c;Utrecht Centraal;34,178;2345;V;;0,037;2016-03-02;ProRail;0,036661
363383;--VERVALLEN--;664_229R_42.6;664;b;Rotterdam Lombardijen;42,564;229;R;664;b;Rotterdam Lombardijen;43,170;241;L;;0,622;2015-01-09;ProRail;0,622446
363384;--VERVALLEN--;817_1263AR_200.2;817;e;Vlissingen Sloehaven;200,217;1263A;RE;817;e;Vlissingen Sloehaven;200,326;1263B;R;;0,094;2015-01-09;ProRail;0,093984
363385;--VERVALLEN--;817_1259AL_200.2;817;e;Vlissingen Sloehaven;200,153;1259A;LE;817;e;Vlissingen Sloehaven;200,199;1261;V;;0,029;2015-01-09;ProRail;0,029019
363386;--VERVALLEN--;817_1257pV_200.2;817;e;Vlissingen Sloehaven;200,186;1257;L+R;817;e;Vlissingen Sloehaven;200,153;1259A;L+R;p;0,033;2015-01-09;ProRail;0,033460
363606;--VERVALLEN--;144_1403V_156.0;144;a;Duivendrecht - Amsterdam Riekerpolder;155,954;1403;V;144;a;Duivendrecht - Amsterdam Riekerpolder;155,775;1411;V;;0,180;2016-10-31;ProRail;0,179613
363607;--VERVALLEN--;211_21L_21.6;211;;Barneveld Noord - Ede=Wageningen;21,625;21;L;211;;Barneveld Noord - Ede=Wageningen;22,012;23;R;;0,387;2016-10-27;ProRail;0,387322
363608;--VERVALLEN--;163_977R_44.8;163;;Rotterdam Lombardijen - Rotterdam Centraal;44,764;977;R;163;;Rotterdam Lombardijen - Rotterdam Centraal;44,626;979;R;;0,133;2015-01-09;ProRail;0,132761
363609;--VERVALLEN--;163_975L_44.6;163;;Rotterdam Lombardijen - Rotterdam Centraal;44,626;975;L;163;;Rotterdam Lombardijen - Rotterdam Centraal;44,764;977;L;;0,133;2015-01-09;ProRail;0,132798
363610;--VERVALLEN--;522_183BL_57.8;522;b;Uitgeest;57,778;183B;L;522;b;Uitgeest;57,715;185A;R;;0,064;2015-01-09;ProRail;0,063982
363611;--VERVALLEN--;522_183AR_57.7;522;b;Uitgeest;57,715;183A;R;522;b;Uitgeest;57,778;183B;R;;0,064;2015-01-09;ProRail;0,064144
363612;--VERVALLEN--;522_183AL_57.7;522;b;Uitgeest;57,715;183A;L;522;b;Uitgeest;57,778;185B;R;;0,064;2015-01-09;ProRail;0,063956
363613;--VERVALLEN--;522_185AL_57.7;522;b;Uitgeest;57,715;185A;L;522;b;Uitgeest;57,778;185B;L;;0,064;2015-01-09;ProRail;0,064125
363614;--VERVALLEN--;603_169AR_3.8;603;a;Zwolle;3,801;169A;RE;603;a;Zwolle;3,875;169B;RE;;0,040;2015-01-09;ProRail;0,040166
363615;--VERVALLEN--;603_167BpV_3.8;603;a;Zwolle;3,835;167B;L+R;603;a;Zwolle;3,801;169A;L+R;p;0,034;2015-01-09;ProRail;0,033707
363616;--VERVALLEN--;603_169AL_3.8;603;a;Zwolle;3,801;169A;LE;603;a;Zwolle;3,864;1030;V;;0,046;2015-01-09;ProRail;0,045535
363617;--VERVALLEN--;603_171V_3.9;603;a;Zwolle;3,853;171;V;603;a;Zwolle;3,933;1031B;RE;;0,063;2015-01-09;ProRail;0,063392
363618;--VERVALLEN--;603_169BpV_3.9;603;a;Zwolle;3,875;169B;L+R;603;a;Zwolle;3,841;173A;L+R;p;0,034;2015-01-09;ProRail;0,033670
363619;--VERVALLEN--;603_173AL_3.8;603;a;Zwolle;3,841;173A;LE;603;a;Zwolle;3,911;175B;R;;0,053;2015-01-09;ProRail;0,052807
363620;--VERVALLEN--;603_169BqV_3.9;603;a;Zwolle;3,875;169B;L+R;603;a;Zwolle;3,841;173A;L+R;q;0,034;2015-01-09;ProRail;0,033601
363621;--VERVALLEN--;603_173AR_3.8;603;a;Zwolle;3,841;173A;RE;603;a;Zwolle;3,916;173B;RE;;0,041;2015-01-09;ProRail;0,041054
363622;--VERVALLEN--;603_918R_3.2;603;a;Zwolle;3,168;918;R;603;a;Zwolle;3,105;919;R;;0,061;2015-01-09;ProRail;0,061301
363726;--VERVALLEN--;035_111L_46.9;035;;Lunetten - De Haar Aansl.;46,852;111;L;035;;Lunetten - De Haar Aansl.;38,606;2889;V;;8,257;2018-08-23;ProRail;8,257064
363727;--VERVALLEN--;028_1013R_52.9;028;;Hengelo - Enschede Grens;52,853;1013;R;028;;Hengelo - Enschede Grens;52,972;1015;R;;0,121;2015-01-09;ProRail;0,121484
363728;--VERVALLEN--;028_1019R_52.8;028;;Hengelo - Enschede Grens;52,847;1019;R;028;;Hengelo - Enschede Grens;53,066;1033;L;;0,222;2015-01-09;ProRail;0,222154
363729;--VERVALLEN--;028_1017L_52.9;028;;Hengelo - Enschede Grens;52,935;1017;L;028;;Hengelo - Enschede Grens;52,847;1019;L;;0,089;2015-01-09;ProRail;0,088994
363730;--VERVALLEN--;028_1015L_53.0;028;;Hengelo - Enschede Grens;52,972;1015;L;028;;Hengelo - Enschede Grens;52,935;1017;V;;0,038;2015-01-09;ProRail;0,037836
363731;--VERVALLEN--;028_1015V_53.0;028;;Hengelo - Enschede Grens;52,972;1015;V;028;;Hengelo - Enschede Grens;52,978;1031;V;;0,006;2015-01-09;ProRail;0,006325
363732;--VERVALLEN--;028_1031L_53.0;028;;Hengelo - Enschede Grens;52,978;1031;L;028;;Hengelo - Enschede Grens;53,027;1035;V;;0,049;2015-01-09;ProRail;0,049000
363733;--VERVALLEN--;094_1091BL_2.7;094;;Utrecht Centraal - Blauwkapel;2,716;1091B;L;531;c;Utrecht Centraal;34,450;2563;V;;2,164;2017-07-13;ProRail;2,164092
363888;--VERVALLEN--;528_61BV_0.6;528;a;Hilversum;0,598;61B;V;546;c;Blauwkapel;12,705;1031;V;;12,116;2017-02-13;ProRail;12,116047
363889;--VERVALLEN--;112_6119V_67.8;112;;Den Haag HS - Schiedam Centrum;67,794;6119;V;112;;Den Haag HS - Schiedam Centrum;67,691;SJ_6119V;V;;0,103;2016-03-10;ProRail;0,103313
363890;--VERVALLEN--;112_6119L_67.8;112;;Den Haag HS - Schiedam Centrum;67,794;6119;L;112;;Den Haag HS - Schiedam Centrum;67,839;TI_6119L;V;;0,047;2016-03-10;ProRail;0,046934
363891;--VERVALLEN--;085_973V_19.8;085;;Haarlem - Warmond;19,849;973;V;085;;Haarlem - Warmond;20,054;SJ_973V;V;;0,205;2016-03-10;ProRail;0,205219
363892;--VERVALLEN--;509_1145V_36.5;509;a;Baarn;36,531;1145;V;509;a;Baarn;36,532;1147;V;;0,001;2015-11-24;ProRail;0,001000
363893;--VERVALLEN--;005_75R_114.2;005;;Zuidbroek - Nieuweschans Grens;114,191;75;R;005;;Zuidbroek - Nieuweschans Grens;114,997;97;L;;0,807;2016-09-26;ProRail;0,807446
364057;--VERVALLEN--;127_329AR_13.3;127;a;Roosendaal - Vlissingen;13,289;329A;R;127;a;Roosendaal - Vlissingen;27,804;349A;V;;14,533;2016-03-09;ProRail;14,532838
364058;--VERVALLEN--;011_82R_69.1;011;;Assen - Haren;69,092;82;R;011;;Assen - Haren;69,879;305;R;;0,789;2015-11-09;ProRail;0,788501
364059;--VERVALLEN--;516_913R_2.2;516;a;Blerick;2,167;913;R;516;a;Blerick;2,309;SJ_913R;V;;0,148;2017-01-30;ProRail;0,147792
364060;--VERVALLEN--;516_912R_2.1;516;a;Blerick;2,133;912;R;516;a;Blerick;2,220;SJ_912R;V;;0,090;2017-01-30;ProRail;0,089914
364061;--VERVALLEN--;517_177V_0.2;517;a;Venlo;0,235;177;V;517;a;Venlo;0,261;179;R;;0,029;2017-01-30;ProRail;0,029061
364062;--VERVALLEN--;517_175V_0.2;517;a;Venlo;0,203;175;V;517;a;Venlo;0,235;177;L;;0,035;2017-01-30;ProRail;0,034557
364063;--VERVALLEN--;517_165V_0.2;517;a;Venlo;0,175;165;V;517;a;Venlo;0,235;177;R;;0,069;2017-01-30;ProRail;0,069080
364064;--VERVALLEN--;517_173V_0.2;517;a;Venlo;0,165;173;V;517;a;Venlo;0,203;175;R;;0,043;2017-01-30;ProRail;0,043357
364195;--VERVALLEN--;938_4535R_1.3;938;;CUP Valburg;1,260;4535;R;938;;CUP Valburg;1,325;4539;R;;0,065;2015-01-09;ProRail;0,064573
364196;--VERVALLEN--;155_4439R_84.3;155;b;Meteren Aansl. - Ressen = Bemmel;84,270;4439;R;155;b;Meteren Aansl. - Ressen = Bemmel;88,040;4451;R;;3,755;2015-01-09;ProRail;3,755009
364197;--VERVALLEN--;555_367pV_84.3;555;;Rotterdam Centraal;84,330;367;L+R;555;;Rotterdam Centraal;84,289;369;L+R;p;0,042;2015-01-09;ProRail;0,041719
364198;--VERVALLEN--;555_365R_84.2;555;;Rotterdam Centraal;84,209;365;RE;555;;Rotterdam Centraal;84,330;367;RE;;0,083;2015-01-09;ProRail;0,082689
364199;--VERVALLEN--;555_369L_84.3;555;;Rotterdam Centraal;84,289;369;LE;555;;Rotterdam Centraal;84,386;379;L;;0,077;2015-01-09;ProRail;0,077089
364200;--VERVALLEN--;555_349pV_84.3;555;;Rotterdam Centraal;84,306;349;L+R;555;;Rotterdam Centraal;84,265;377;L+R;p;0,042;2015-01-09;ProRail;0,041721
364201;--VERVALLEN--;618_25AV_58.5;618;c;Eindhoven;58,511;25A;V;054;a;Boxtel - Eindhoven;57,600;1015;R;;0,920;2015-01-09;ProRail;0,919911
364355;--VERVALLEN--;839_912L_100.5;839;a;Tilburg de Loven;100,517;912;L;839;a;Tilburg de Loven;100,544;913;V;;0,027;2015-01-09;ProRail;0,026940
364356;--VERVALLEN--;839_913R_100.5;839;a;Tilburg de Loven;100,544;913;R;839;a;Tilburg de Loven;100,684;TI_913R;V;;0,149;2015-01-09;ProRail;0,149106
364357;--VERVALLEN--;507_235AR_93.6;507;b;Velperbroek Aansl.;93,638;235A;R;507;b;Velperbroek Aansl.;93,698;239A;V;;0,060;2015-01-09;ProRail;0,060304
364358;--VERVALLEN--;613_185BqV_75.8;613;;Ede=Wageningen;75,808;185B;L+R;613;;Ede=Wageningen;75,774;905;L+R;q;0,034;2015-01-09;ProRail;0,033670
