ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
16936;009_25AV_165.8;009__;0,000;16,470;2019-06-13
13217;607_906V_44.0;607_b;0,000;0,260;2019-06-13
3829;924_3349R_34.3;924_a;0,000;0,073;2019-06-13
13952;155_4435L_84.1;155_b;0,000;0,204;2019-06-13
13093;054_1343AL_52.9;054_a;0,000;1,703;2019-06-13
6250;073_1183R_20.9;073__;0,000;0,864;2019-06-13
16949;144_785AV_153.7;144_a;0,000;1,944;2019-06-13
15026;617_1103R_38.6;617_b;0,000;0,021;2019-06-13
15532;603_3079R_2.5;603_a;0,000;0,038;2019-06-13
12630;545_103L_22.5;545_b;0,000;0,438;2019-06-13
16225;553_303V_22.3;553_c;0,000;0,020;2019-06-13
9216;603_183BV_4.1;603_b;0,065;0,165;2019-06-13
7257;618_895V_50.6;618_b;0,000;0,033;2019-06-13
9118;543_221BV_16.0;543_b;0,000;0,088;2019-06-13
12837;900_577R_200.7;900__;0,000;0,041;2019-06-13
16817;522_161R_57.5;522_b;0,000;0,261;2019-06-13
8733;087_77AR_25.2;087__;0,000;0,064;2019-06-13
16876;520_129AR_0.6;520_a;0,000;0,120;2019-06-13
13940;128_902L_12.4;128__;0,000;0,274;2019-06-13
12843;506_569AqV_43.6;506_b;0,000;0,032;2019-06-13
14671;128_33L_12.8;128__;0,000;0,443;2019-06-13
2076;508_2081R_91.3;508__;0,000;0,080;2019-06-13
6900;851_910L_100.5;851_a;0,000;0,013;2019-06-13
8312;817_76V_205.6;817_e;0,000;0,000;2019-06-13
12707;553_305V_22.2;553_c;0,000;0,038;2019-06-13
12652;544_1119AL_1.0;544_a;0,000;0,115;2019-06-13
4933;950_333L_17.4;950_a;0,000;0,043;2019-06-13
8765;478_1267R_1.8;478_a;0,000;0,123;2019-06-13
11924;163_1031AR_44.0;163__;0,000;0,053;2019-06-13
1822;135_909AqV_45.1;135__;0,000;0,034;2019-06-13
7491;560_1217AR_24.9;560_a;0,000;0,139;2019-06-13
9233;092_701L_42.5;092__;0,000;0,289;2019-06-13
3905;924_17-18L_35.3;924_a;0,000;0,915;2019-06-13
9286;116_1363R_32.8;116_a;0,000;0,102;2019-06-13
13173;950_1009L_39.9;950_a;0,000;6,163;2019-06-13
12613;527_73L_17.1;527_c;0,000;0,205;2019-06-13
10896;522_231AL_58.2;522_b;0,000;0,168;2019-06-13
16442;663_325V_41.1;664_b;0,157;0,929;2019-06-13
15533;588_343R_1.1;588__;0,000;1,695;2019-06-13
10246;586_231AL_81.0;586__;0,000;0,066;2019-06-13
16132;531_2775R_35.7;531_c;0,000;1,471;2019-06-13
10116;543_165AL_45.1;543_c;0,000;0,064;2019-06-13
82;552_255pV_83.2;552_b;0,000;0,034;2019-06-13
11205;163_1039AL_44.3;163__;0,000;0,138;2019-06-13
2376;531_509BpV_35.8;531_c;0,000;0,034;2019-06-13
5808;924_39-40L_35.3;924_a;0,000;0,905;2019-06-13
10318;586_337AR_81.5;586__;0,000;0,062;2019-06-13
4140;603_1032V_4.1;603_a;0,000;0,036;2019-06-13
5519;531_2585qV_34.7;531_c;0,000;0,034;2019-06-13
