SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
603_87BpV_2.7;;;;;;;;;;;;;;
618_187AR_50.9;;;;;;;;;;;;;;
520_47BqV_28.4;;;;;;;;;;;;;;
603_904AqV_3.7;;;;;;;;;;;;;;
817_975V_200.3;;;;;;;;;;;;;;
028_1025R_52.8;;;;;;;;;;;;;;
485_97AqV_101.1;;;;;;;;;;;;;;
614_2117V_47.4;;;;;;;;;;;;;;
606_101BpV_0.9;;;;;;;;;;;;;;
950_405R_26.9;;;;;;;;;;;;;;
542_1247AR_29.8;;;;;;;;;;;;;;
470_260V_101.0;;;;;;;;;;;;;;
516_289R_2.4;;;;;;;;;;;;;;
550_908R_25.7;;;;;;;;;;;;;;
664_221L_42.5;;;;;;;;;;;;;;
545_217AL_23.7;;;;;;;;;;;;;;
478_AV_200.3;;;;;;;;;;;;;;
517_93AL_69.4;;;;;;;;;;;;;;
486_70V_202.4;;;;;;;;;;;;;;
606_69L_0.2;;;;;;;;;;;;;;
166_2147R_135.2;;;;;;;;;;;;;;
544_1065BV_23.4;;;;;;;;;;;;;;
924_23-26R_35.3;;;;;;;;;;;;;;
950_901L_16.6;;;;;;;;;;;;;;
664_143AL_43.1;;;;;;;;;;;;;;
514_97BV_17.1;;;;;;;;;;;;;;
478_1593L_1.9;;;;;;;;;;;;;;
851_86L_100.3;;;;;;;;;;;;;;
550_968L_25.4;;;;;;;;;;;;;;
163_983R_44.9;;;;;;;;;;;;;;
555_253L_83.4;;;;;;;;;;;;;;
613_187L_76.1;;;;;;;;;;;;;;
536_307BqV_61.5;;;;;;;;;;;;;;
437_964L_0.9;;;;;;;;;;;;;;
588_822R_1.7;;;;;;;;;;;;;;
924_12-18R_35.4;;;;;;;;;;;;;;
081_961V_74.4;;;;;;;;;;;;;;
525_443L_78.1;;;;;;;;;;;;;;
620_907L_42.4;;;;;;;;;;;;;;
602_221AL_77.3;;;;;;;;;;;;;;
586_331AL_81.4;;;;;;;;;;;;;;
525_985V_78.1;;;;;;;;;;;;;;
161_2705R_35.4;;;;;;;;;;;;;;
950_998R_28.1;;;;;;;;;;;;;;
506_97pV_44.0;;;;;;;;;;;;;;
927_3323L_904.6;;;;;;;;;;;;;;
478_1125ApV_0.6;;;;;;;;;;;;;;
618_119BpV_51.0;;;;;;;;;;;;;;
476_85R_200.9;;;;;;;;;;;;;;
802_801R_100.6;;;;;;;;;;;;;;
927_971L_906.0;;;;;;;;;;;;;;
588_828L_1.8;;;;;;;;;;;;;;
470_1103V_303.3;;;;;;;;;;;;;;
803_50BV_103.3;;;;;;;;;;;;;;
518_113V_63.3;;;;;;;;;;;;;;
606_51BV_0.1;;;;;;;;;;;;;;
823_14L_4.6;;;;;;;;;;;;;;
553_251R_21.4;;;;;;;;;;;;;;
513_53BV_25.1;;;;;;;;;;;;;;
817_933L_114.4;;;;;;;;;;;;;;
514_49BpV_65.3;;;;;;;;;;;;;;
076_1615L_11.5;;;;;;;;;;;;;;
514_954V_17.3;;;;;;;;;;;;;;
478_1153qV_0.7;;;;;;;;;;;;;;
514_967R_17.0;;;;;;;;;;;;;;
608_37BqV_88.1;;;;;;;;;;;;;;
522_151L_57.4;;;;;;;;;;;;;;
950_630L_6.2;;;;;;;;;;;;;;
564_961R_24.3;;;;;;;;;;;;;;
039_5153R_110.0;;;;;;;;;;;;;;
017_11AR_49.5;;;;;;;;;;;;;;
609_83BV_27.8;;;;;;;;;;;;;;
586_61AL_80.3;;;;;;;;;;;;;;
802_809L_101.8;;;;;;;;;;;;;;
924_3757V_36.9;;;;;;;;;;;;;;
536_243BqV_60.7;;;;;;;;;;;;;;
609_123BR_27.2;;;;;;;;;;;;;;
938_4621R_3.5;;;;;;;;;;;;;;
128_55AL_13.2;;;;;;;;;;;;;;
078_231AR_66.0;;;;;;;;;;;;;;
555_273AR_83.6;;;;;;;;;;;;;;
478_1333V_2.1;;;;;;;;;;;;;;
608_25pV_87.7;;;;;;;;;;;;;;
012_301AL_8.3;;;;;;;;;;;;;;
073_1103BV_0.7;;;;;;;;;;;;;;
545_151AR_22.9;;;;;;;;;;;;;;
624_213AL_32.7;;;;;;;;;;;;;;
564_1315R_23.5;;;;;;;;;;;;;;
163_1017L_43.5;;;;;;;;;;;;;;
531_2551R_34.5;;;;;;;;;;;;;;
076_1655R_12.2;;;;;;;;;;;;;;
506_633V_44.2;;;;;;;;;;;;;;
553_913L_21.5;;;;;;;;;;;;;;
433_57V_4.8;;;;;;;;;;;;;;
560_21AL_25.1;;;;;;;;;;;;;;
550_974R_25.6;;;;;;;;;;;;;;
478_1267R_1.8;;;;;;;;;;;;;;
606_906L_0.2;;;;;;;;;;;;;;
543_135AL_14.9;;;;;;;;;;;;;;
506_552L_43.5;;;;;;;;;;;;;;
586_323AR_81.3;;;;;;;;;;;;;;
924_915V_33.9;;;;;;;;;;;;;;
924_3237BpV_34.2;;;;;;;;;;;;;;
801_952L_8.0;;;;;;;;;;;;;;
116_1333AR_31.7;;;;;;;;;;;;;;
522_215AL_58.0;;;;;;;;;;;;;;
803_27R_100.7;;;;;;;;;;;;;;
950_341L_17.4;;;;;;;;;;;;;;
534_1091AR_46.0;;;;;;;;;;;;;;
514_31V_17.6;;;;;;;;;;;;;;
586_381BpV_81.1;;;;;;;;;;;;;;
543_183BqV_45.4;;;;;;;;;;;;;;
506_656AqV_44.3;;;;;;;;;;;;;;
606_87AL_0.6;;;;;;;;;;;;;;
514_149AR_16.6;;;;;;;;;;;;;;
550_962R_25.2;;;;;;;;;;;;;;
478_1159V_0.8;;;;;;;;;;;;;;
116_1377AL_33.0;;;;;;;;;;;;;;
545_189AL_23.4;;;;;;;;;;;;;;
564_1315qV_23.5;;;;;;;;;;;;;;
133_1123BpV_19.3;;;;;;;;;;;;;;
128_902L_12.4;;;;;;;;;;;;;;
520_59R_0.1;;;;;;;;;;;;;;
542_1291AL_30.1;;;;;;;;;;;;;;
542_1251qV_29.9;;;;;;;;;;;;;;
545_221BR_23.8;;;;;;;;;;;;;;
055_349V_8.5;;;;;;;;;;;;;;
618_53BpV_58.9;;;;;;;;;;;;;;
555_522R_83.3;;;;;;;;;;;;;;
517_73L_69.3;;;;;;;;;;;;;;
924_361BL_36.4;;;;;;;;;;;;;;
133_1127AL_19.2;;;;;;;;;;;;;;
544_1059BV_23.3;;;;;;;;;;;;;;
517_201BV_0.1;;;;;;;;;;;;;;
128_35BV_12.8;;;;;;;;;;;;;;
801_928L_300.9;;;;;;;;;;;;;;
503_115BV_43.1;;;;;;;;;;;;;;
940_75AR_43.7;;;;;;;;;;;;;;
544_1057BV_23.3;;;;;;;;;;;;;;
950_211AqV_7.8;;;;;;;;;;;;;;
950_205L_11.7;;;;;;;;;;;;;;
564_1301R_23.4;;;;;;;;;;;;;;
557_94R_300.2;;;;;;;;;;;;;;
534_1009BV_44.8;;;;;;;;;;;;;;
550_83BpV_25.7;;;;;;;;;;;;;;
504_53BpV_18.2;;;;;;;;;;;;;;
531_863L_1.5;;;;;;;;;;;;;;
588_411AL_2.8;;;;;;;;;;;;;;
217_119pV_49.5;;;;;;;;;;;;;;
805_514L_100.0;;;;;;;;;;;;;;
163_1031AR_44.0;;;;;;;;;;;;;;
073_1205AR_21.6;;;;;;;;;;;;;;
927_944ApV_905.7;;;;;;;;;;;;;;
606_71AR_0.2;;;;;;;;;;;;;;
517_919R_69.0;;;;;;;;;;;;;;
938_4535R_1.3;;;;;;;;;;;;;;
950_925R_6.6;;;;;;;;;;;;;;
608_37BpV_88.1;;;;;;;;;;;;;;
607_71V_43.7;;;;;;;;;;;;;;
801_957AR_7.8;;;;;;;;;;;;;;
527_49R_16.6;;;;;;;;;;;;;;
508_2041L_90.9;;;;;;;;;;;;;;
586_2509AL_80.2;;;;;;;;;;;;;;
517_59R_69.2;;;;;;;;;;;;;;
614_2219L_48.3;;;;;;;;;;;;;;
618_43AL_58.7;;;;;;;;;;;;;;
109_243BV_31.0;;;;;;;;;;;;;;
506_113V_44.0;;;;;;;;;;;;;;
528_9L_28.1;;;;;;;;;;;;;;
536_225AL_60.6;;;;;;;;;;;;;;
470_1102V_302.8;;;;;;;;;;;;;;
133_1187L_20.2;;;;;;;;;;;;;;
924_3263BpV_34.3;;;;;;;;;;;;;;
542_1191AL_29.4;;;;;;;;;;;;;;
564_1363R_23.7;;;;;;;;;;;;;;
531_845L_1.5;;;;;;;;;;;;;;
526_15BpV_4.2;;;;;;;;;;;;;;
508_863V_91.1;;;;;;;;;;;;;;
560_1279AL_24.9;;;;;;;;;;;;;;
618_19V_58.7;;;;;;;;;;;;;;
545_929R_22.2;;;;;;;;;;;;;;
531_829L_1.3;;;;;;;;;;;;;;
132_457L_48.8;;;;;;;;;;;;;;
038_283AL_95.8;;;;;;;;;;;;;;
478_841L_0.6;;;;;;;;;;;;;;
076_1667R_12.4;;;;;;;;;;;;;;
305_14V_15.2;;;;;;;;;;;;;;
614_2205V_48.4;;;;;;;;;;;;;;
011_37BL_68.7;;;;;;;;;;;;;;
508_851qV_91.0;;;;;;;;;;;;;;
531_2619R_34.6;;;;;;;;;;;;;;
543_211BqV_46.2;;;;;;;;;;;;;;
035_123L_47.9;;;;;;;;;;;;;;
536_231AL_60.6;;;;;;;;;;;;;;
623_335pV_17.7;;;;;;;;;;;;;;
924_06-07R_35.3;;;;;;;;;;;;;;
520_113AR_0.6;;;;;;;;;;;;;;
139_5005AL_177.4;;;;;;;;;;;;;;
517_67BqV_69.3;;;;;;;;;;;;;;
531_853qV_1.3;;;;;;;;;;;;;;
132_473qV_47.9;;;;;;;;;;;;;;
504_29AR_17.4;;;;;;;;;;;;;;
514_912R_18.0;;;;;;;;;;;;;;
618_273AL_49.5;;;;;;;;;;;;;;
508_861R_91.0;;;;;;;;;;;;;;
478_1571L_1.8;;;;;;;;;;;;;;
027_943AL_148.5;;;;;;;;;;;;;;
135_2009L_39.7;;;;;;;;;;;;;;
618_865L_50.5;;;;;;;;;;;;;;
503_91AL_43.9;;;;;;;;;;;;;;
506_117AL_44.1;;;;;;;;;;;;;;
557_90L_27.5;;;;;;;;;;;;;;
564_219AV_100.6;;;;;;;;;;;;;;
545_135BR_23.0;;;;;;;;;;;;;;
950_640V_7.2;;;;;;;;;;;;;;
950_656R_7.2;;;;;;;;;;;;;;
620_31V_41.8;;;;;;;;;;;;;;
588_821L_1.7;;;;;;;;;;;;;;
520_123BV_0.6;;;;;;;;;;;;;;
506_571BR_43.7;;;;;;;;;;;;;;
664_107AR_42.0;;;;;;;;;;;;;;
506_181AR_44.3;;;;;;;;;;;;;;
131_12qV_17.3;;;;;;;;;;;;;;
520_217AL_1.1;;;;;;;;;;;;;;
557_2L_27.4;;;;;;;;;;;;;;
517_153BL_69.9;;;;;;;;;;;;;;
950_357AL_17.4;;;;;;;;;;;;;;
524_267AR_70.5;;;;;;;;;;;;;;
517_157BR_70.0;;;;;;;;;;;;;;
620_903L_41.9;;;;;;;;;;;;;;
508_857V_91.1;;;;;;;;;;;;;;
543_189L_45.5;;;;;;;;;;;;;;
112_6119R_67.8;;;;;;;;;;;;;;
518_129L_63.6;;;;;;;;;;;;;;
924_3283L_34.3;;;;;;;;;;;;;;
620_79BV_42.3;;;;;;;;;;;;;;
514_107BV_17.0;;;;;;;;;;;;;;
525_437AR_77.9;;;;;;;;;;;;;;
130_6L_60.9;;;;;;;;;;;;;;
400_912R_75.9;;;;;;;;;;;;;;
011_62L_69.0;;;;;;;;;;;;;;
603_1010R_3.6;;;;;;;;;;;;;;
501_127R_80.8;;;;;;;;;;;;;;
478_1553V_1.9;;;;;;;;;;;;;;
545_905R_22.0;;;;;;;;;;;;;;
545_916ApV_21.9;;;;;;;;;;;;;;
805_515L_100.0;;;;;;;;;;;;;;
551_107L_21.8;;;;;;;;;;;;;;
542_1159L_29.0;;;;;;;;;;;;;;
924_3253AL_34.1;;;;;;;;;;;;;;
617_1113AR_38.9;;;;;;;;;;;;;;
163_1029AL_43.9;;;;;;;;;;;;;;
531_507BqV_35.7;;;;;;;;;;;;;;
527_35R_16.5;;;;;;;;;;;;;;
817_HHHV_210.8;;;;;;;;;;;;;;
478_1245R_1.8;;;;;;;;;;;;;;
531_2567L_34.5;;;;;;;;;;;;;;
514_85BqV_17.2;;;;;;;;;;;;;;
513_59L_25.2;;;;;;;;;;;;;;
517_43R_69.1;;;;;;;;;;;;;;
011_303R_69.9;;;;;;;;;;;;;;
603_185L_3.4;;;;;;;;;;;;;;
542_1175L_29.1;;;;;;;;;;;;;;
927_3053AR_905.3;;;;;;;;;;;;;;
817_1257qV_200.2;;;;;;;;;;;;;;
924_3729V_36.8;;;;;;;;;;;;;;
124_904L_3.5;;;;;;;;;;;;;;
802_801L_100.6;;;;;;;;;;;;;;
024_201AR_25.7;;;;;;;;;;;;;;
534_1047AR_45.5;;;;;;;;;;;;;;
927_947R_905.8;;;;;;;;;;;;;;
609_61AL_28.1;;;;;;;;;;;;;;
553_235BqV_21.4;;;;;;;;;;;;;;
514_161AR_16.4;;;;;;;;;;;;;;
924_13-14L_35.3;;;;;;;;;;;;;;
817_961R_200.2;;;;;;;;;;;;;;
163_1025L_43.8;;;;;;;;;;;;;;
609_247L_28.0;;;;;;;;;;;;;;
133_2101L_20.3;;;;;;;;;;;;;;
545_907L_21.9;;;;;;;;;;;;;;
586_157BV_80.8;;;;;;;;;;;;;;
924_2355AR_35.7;;;;;;;;;;;;;;
801_926L_300.6;;;;;;;;;;;;;;
586_2519BL_80.3;;;;;;;;;;;;;;
122_6V_3.2;;;;;;;;;;;;;;
520_971L_0.6;;;;;;;;;;;;;;
586_143AL_80.8;;;;;;;;;;;;;;
503_133AL_43.0;;;;;;;;;;;;;;
607_69R_43.5;;;;;;;;;;;;;;
478_1259AL_1.7;;;;;;;;;;;;;;
542_1267BqV_30.0;;;;;;;;;;;;;;
618_855R_50.7;;;;;;;;;;;;;;
531_1459R_1.2;;;;;;;;;;;;;;
501_75AL_80.4;;;;;;;;;;;;;;
563_167AL_56.8;;;;;;;;;;;;;;
626_45AR_32.9;;;;;;;;;;;;;;
504_55BpV_18.3;;;;;;;;;;;;;;
545_909L_21.8;;;;;;;;;;;;;;
531_509BpV_35.8;;;;;;;;;;;;;;
817_74BL_206.2;;;;;;;;;;;;;;
517_157AR_69.9;;;;;;;;;;;;;;
121_2347V_232.9;;;;;;;;;;;;;;
950_363R_17.4;;;;;;;;;;;;;;
028_1035R_53.0;;;;;;;;;;;;;;
801_927R_300.8;;;;;;;;;;;;;;
508_807L_91.0;;;;;;;;;;;;;;
557_94L_300.2;;;;;;;;;;;;;;
517_121R_69.4;;;;;;;;;;;;;;
543_173AL_45.3;;;;;;;;;;;;;;
950_931L_6.8;;;;;;;;;;;;;;
603_161V_3.7;;;;;;;;;;;;;;
514_57L_65.4;;;;;;;;;;;;;;
470_180R_305.4;;;;;;;;;;;;;;
625_281L_15.4;;;;;;;;;;;;;;
586_361AV_81.1;;;;;;;;;;;;;;
514_103AL_17.1;;;;;;;;;;;;;;
468_59L_101.0;;;;;;;;;;;;;;
927_3071AR_905.4;;;;;;;;;;;;;;
950_651qV_7.2;;;;;;;;;;;;;;
501_173AV_81.0;;;;;;;;;;;;;;
950_345AR_17.4;;;;;;;;;;;;;;
586_279AR_81.1;;;;;;;;;;;;;;
609_93AL_27.6;;;;;;;;;;;;;;
103_601L_18.3;;;;;;;;;;;;;;
474_958L_101.0;;;;;;;;;;;;;;
606_55BqV_0.2;;;;;;;;;;;;;;
555_249pV_83.5;;;;;;;;;;;;;;
555_197V_83.3;;;;;;;;;;;;;;
817_1277AL_200.6;;;;;;;;;;;;;;
545_203AL_23.4;;;;;;;;;;;;;;
503_171BR_42.2;;;;;;;;;;;;;;
603_87BL_2.7;;;;;;;;;;;;;;
851_11V_100.2;;;;;;;;;;;;;;
531_501L_35.6;;;;;;;;;;;;;;
506_109V_44.0;;;;;;;;;;;;;;
527_185AL_18.0;;;;;;;;;;;;;;
542_1151qV_29.0;;;;;;;;;;;;;;
938_4503L_0.1;;;;;;;;;;;;;;
557_81R_101.1;;;;;;;;;;;;;;
508_2101L_91.4;;;;;;;;;;;;;;
560_1217AR_24.9;;;;;;;;;;;;;;
545_960AqV_22.7;;;;;;;;;;;;;;
609_79BqV_27.9;;;;;;;;;;;;;;
107_902R_22.9;;;;;;;;;;;;;;
517_93BV_69.5;;;;;;;;;;;;;;
614_405R_48.3;;;;;;;;;;;;;;
924_3351R_34.4;;;;;;;;;;;;;;
139_5007L_177.3;;;;;;;;;;;;;;
624_155BV_32.0;;;;;;;;;;;;;;
602_217AR_77.1;;;;;;;;;;;;;;
433_7V_6.2;;;;;;;;;;;;;;
603_83R_2.5;;;;;;;;;;;;;;
531_2607L_34.6;;;;;;;;;;;;;;
478_1507R_0.9;;;;;;;;;;;;;;
586_239BL_81.1;;;;;;;;;;;;;;
950_17R_6.4;;;;;;;;;;;;;;
081_963L_74.7;;;;;;;;;;;;;;
055_357V_9.4;;;;;;;;;;;;;;
545_73qV_22.3;;;;;;;;;;;;;;
054_1367BL_53.7;;;;;;;;;;;;;;
586_211AL_80.9;;;;;;;;;;;;;;
940_373L_43.2;;;;;;;;;;;;;;
545_964L_22.7;;;;;;;;;;;;;;
506_503V_42.8;;;;;;;;;;;;;;
522_207AL_58.0;;;;;;;;;;;;;;
501_913BL_80.4;;;;;;;;;;;;;;
664_123BqV_42.6;;;;;;;;;;;;;;
503_183BV_42.1;;;;;;;;;;;;;;
586_87BpV_80.5;;;;;;;;;;;;;;
506_123AR_43.9;;;;;;;;;;;;;;
606_103BqV_0.9;;;;;;;;;;;;;;
038_285AR_95.9;;;;;;;;;;;;;;
508_2083L_91.4;;;;;;;;;;;;;;
938_4623L_3.5;;;;;;;;;;;;;;
163_1027AL_43.9;;;;;;;;;;;;;;
618_25AR_58.5;;;;;;;;;;;;;;
518_165R_63.7;;;;;;;;;;;;;;
927_936V_906.0;;;;;;;;;;;;;;
950_823AR_10.7;;;;;;;;;;;;;;
437_978L_0.4;;;;;;;;;;;;;;
517_155BqV_69.9;;;;;;;;;;;;;;
618_107BqV_51.1;;;;;;;;;;;;;;
564_1303V_23.5;;;;;;;;;;;;;;
501_935R_80.5;;;;;;;;;;;;;;
664_227R_42.5;;;;;;;;;;;;;;
129_24L_30.2;;;;;;;;;;;;;;
814_980R_201.1;;;;;;;;;;;;;;
614_404L_48.4;;;;;;;;;;;;;;
653_23L_102.4;;;;;;;;;;;;;;
514_29R_17.6;;;;;;;;;;;;;;
011_71L_68.9;;;;;;;;;;;;;;
143_910V_17.8;;;;;;;;;;;;;;
433_80R_5.5;;;;;;;;;;;;;;
603_145AR_3.3;;;;;;;;;;;;;;
011_31V_68.6;;;;;;;;;;;;;;
900_580L_200.8;;;;;;;;;;;;;;
506_165BR_44.4;;;;;;;;;;;;;;
513_161AL_44.1;;;;;;;;;;;;;;
527_912L_500.8;;;;;;;;;;;;;;
135_2235R_15.4;;;;;;;;;;;;;;
503_95V_43.9;;;;;;;;;;;;;;
924_3603R_35.8;;;;;;;;;;;;;;
924_357AqV_36.4;;;;;;;;;;;;;;
618_897V_50.5;;;;;;;;;;;;;;
437_982R_0.6;;;;;;;;;;;;;;
817_73L_205.2;;;;;;;;;;;;;;
950_379pV_18.3;;;;;;;;;;;;;;
940_367L_43.2;;;;;;;;;;;;;;
506_562L_43.6;;;;;;;;;;;;;;
564_970qV_23.7;;;;;;;;;;;;;;
513_93AL_25.7;;;;;;;;;;;;;;
054_1001AL_57.2;;;;;;;;;;;;;;
017_435AR_40.8;;;;;;;;;;;;;;
603_93R_2.6;;;;;;;;;;;;;;
531_505R_35.7;;;;;;;;;;;;;;
553_207R_21.1;;;;;;;;;;;;;;
618_119BqV_51.0;;;;;;;;;;;;;;
531_841R_1.4;;;;;;;;;;;;;;
517_67BpV_69.3;;;;;;;;;;;;;;
924_3277R_34.2;;;;;;;;;;;;;;
527_99BpV_17.3;;;;;;;;;;;;;;
586_331BqV_81.5;;;;;;;;;;;;;;
050_463BV_4.3;;;;;;;;;;;;;;
517_53AR_69.1;;;;;;;;;;;;;;
486_920V_76.2;;;;;;;;;;;;;;
536_229AL_60.6;;;;;;;;;;;;;;
514_77AR_17.4;;;;;;;;;;;;;;
565_65R_16.6;;;;;;;;;;;;;;
517_115R_69.4;;;;;;;;;;;;;;
544_1061AL_23.3;;;;;;;;;;;;;;
525_967R_78.5;;;;;;;;;;;;;;
506_131AR_44.0;;;;;;;;;;;;;;
531_2671L_34.7;;;;;;;;;;;;;;
470_180L_305.4;;;;;;;;;;;;;;
490_109V_6.6;;;;;;;;;;;;;;
666_4231R_47.7;;;;;;;;;;;;;;
527_41BV_16.6;;;;;;;;;;;;;;
545_99R_22.5;;;;;;;;;;;;;;
624_149AL_31.6;;;;;;;;;;;;;;
553_921L_21.6;;;;;;;;;;;;;;
545_155AR_23.0;;;;;;;;;;;;;;
618_33BqV_58.7;;;;;;;;;;;;;;
924_3547BqV_35.6;;;;;;;;;;;;;;
517_71L_69.3;;;;;;;;;;;;;;
525_431BV_77.9;;;;;;;;;;;;;;
545_975R_23.5;;;;;;;;;;;;;;
940_369pV_43.2;;;;;;;;;;;;;;
586_99L_80.5;;;;;;;;;;;;;;
950_965R_12.6;;;;;;;;;;;;;;
588_842AR_2.1;;;;;;;;;;;;;;
486_87R_204.8;;;;;;;;;;;;;;
555_285AR_83.6;;;;;;;;;;;;;;
550_61L_25.4;;;;;;;;;;;;;;
506_119BV_44.2;;;;;;;;;;;;;;
927_3321L_904.4;;;;;;;;;;;;;;
503_167AR_42.4;;;;;;;;;;;;;;
508_2075L_91.3;;;;;;;;;;;;;;
076_81V_11.5;;;;;;;;;;;;;;
927_943R_905.6;;;;;;;;;;;;;;
560_71BV_24.7;;;;;;;;;;;;;;
823_21AqV_5.7;;;;;;;;;;;;;;
534_1025R_44.9;;;;;;;;;;;;;;
011_806R_68.2;;;;;;;;;;;;;;
135_269AR_22.0;;;;;;;;;;;;;;
534_1117AR_46.5;;;;;;;;;;;;;;
560_55BpV_24.8;;;;;;;;;;;;;;
486_916L_76.2;;;;;;;;;;;;;;
531_507BpV_35.7;;;;;;;;;;;;;;
625_279R_15.4;;;;;;;;;;;;;;
586_2557R_80.4;;;;;;;;;;;;;;
609_43R_28.8;;;;;;;;;;;;;;
520_149BqV_0.8;;;;;;;;;;;;;;
924_3223AL_34.0;;;;;;;;;;;;;;
624_209V_32.6;;;;;;;;;;;;;;
520_985V_1.3;;;;;;;;;;;;;;
950_TRV_39.2;;;;;;;;;;;;;;
517_231R_0.4;;;;;;;;;;;;;;
950_669ApV_7.4;;;;;;;;;;;;;;
534_1101V_46.1;;;;;;;;;;;;;;
129_55R_30.8;;;;;;;;;;;;;;
042_759AL_21.1;;;;;;;;;;;;;;
603_71AR_2.4;;;;;;;;;;;;;;
950_55AV_40.7;;;;;;;;;;;;;;
520_115AR_0.4;;;;;;;;;;;;;;
950_119R_7.0;;;;;;;;;;;;;;
553_231BV_21.3;;;;;;;;;;;;;;
924_25-26R_35.3;;;;;;;;;;;;;;
163_963AL_44.5;;;;;;;;;;;;;;
560_1275AqV_24.9;;;;;;;;;;;;;;
135_912L_45.7;;;;;;;;;;;;;;
586_111BV_80.6;;;;;;;;;;;;;;
534_1047AL_45.5;;;;;;;;;;;;;;
519_45V_46.4;;;;;;;;;;;;;;
543_161BV_45.2;;;;;;;;;;;;;;
542_1201R_29.7;;;;;;;;;;;;;;
070_305AL_26.0;;;;;;;;;;;;;;
950_669BR_7.4;;;;;;;;;;;;;;
529_3655R_22.8;;;;;;;;;;;;;;
508_869L_91.1;;;;;;;;;;;;;;
588_413BqV_2.9;;;;;;;;;;;;;;
504_911V_18.1;;;;;;;;;;;;;;
519_67V_47.0;;;;;;;;;;;;;;
527_75AL_17.1;;;;;;;;;;;;;;
133_1113AL_18.4;;;;;;;;;;;;;;
525_489AR_79.1;;;;;;;;;;;;;;
479_1859R_312.5;;;;;;;;;;;;;;
011_7R_67.8;;;;;;;;;;;;;;
519_43R_46.4;;;;;;;;;;;;;;
555_201L_83.3;;;;;;;;;;;;;;
519_81V_47.2;;;;;;;;;;;;;;
540_151AR_81.4;;;;;;;;;;;;;;
470_201V_305.3;;;;;;;;;;;;;;
555_195V_83.2;;;;;;;;;;;;;;
519_13L_45.7;;;;;;;;;;;;;;
502_251AR_100.4;;;;;;;;;;;;;;
555_369R_84.3;;;;;;;;;;;;;;
563_175AR_57.3;;;;;;;;;;;;;;
851_11R_100.2;;;;;;;;;;;;;;
305_51L_18.2;;;;;;;;;;;;;;
519_75R_47.0;;;;;;;;;;;;;;
560_81R_24.6;;;;;;;;;;;;;;
519_73V_47.1;;;;;;;;;;;;;;
545_974L_22.8;;;;;;;;;;;;;;
035_103R_46.7;;;;;;;;;;;;;;
506_85qV_43.9;;;;;;;;;;;;;;
506_557R_43.6;;;;;;;;;;;;;;
620_909R_42.5;;;;;;;;;;;;;;
519_31V_46.1;;;;;;;;;;;;;;
506_161AR_44.2;;;;;;;;;;;;;;
514_77BV_17.3;;;;;;;;;;;;;;
009_83AR_137.6;;;;;;;;;;;;;;
011_72L_68.9;;;;;;;;;;;;;;
519_41R_46.4;;;;;;;;;;;;;;
054_1377AL_54.5;;;;;;;;;;;;;;
520_127AR_0.6;;;;;;;;;;;;;;
560_53AV_24.9;;;;;;;;;;;;;;
486_411AL_77.5;;;;;;;;;;;;;;
545_995L_23.7;;;;;;;;;;;;;;
555_245R_83.6;;;;;;;;;;;;;;
586_111BpV_80.6;;;;;;;;;;;;;;
801_905V_8.3;;;;;;;;;;;;;;
555_293AR_83.3;;;;;;;;;;;;;;
817_905R_115.3;;;;;;;;;;;;;;
817_55V_402.2;;;;;;;;;;;;;;
132_948V_49.1;;;;;;;;;;;;;;
586_235BV_81.0;;;;;;;;;;;;;;
514_907L_18.0;;;;;;;;;;;;;;
940_365L_43.1;;;;;;;;;;;;;;
506_161AL_44.2;;;;;;;;;;;;;;
950_201pV_11.7;;;;;;;;;;;;;;
924_31-32V_35.3;;;;;;;;;;;;;;
544_1071AL_0.1;;;;;;;;;;;;;;
605_3AR_33.4;;;;;;;;;;;;;;
664_223L_42.5;;;;;;;;;;;;;;
517_33L_69.0;;;;;;;;;;;;;;
501_23R_80.1;;;;;;;;;;;;;;
485_123AR_201.7;;;;;;;;;;;;;;
950_233BqV_12.6;;;;;;;;;;;;;;
501_29BpV_80.3;;;;;;;;;;;;;;
545_95L_22.4;;;;;;;;;;;;;;
560_1239L_25.0;;;;;;;;;;;;;;
542_1171BqV_29.2;;;;;;;;;;;;;;
517_933AR_69.3;;;;;;;;;;;;;;
527_49L_16.6;;;;;;;;;;;;;;
508_2151L_92.1;;;;;;;;;;;;;;
514_961L_17.2;;;;;;;;;;;;;;
504_55BqV_18.3;;;;;;;;;;;;;;
564_972V_23.7;;;;;;;;;;;;;;
011_13R_67.9;;;;;;;;;;;;;;
119_231BV_17.5;;;;;;;;;;;;;;
553_201R_21.0;;;;;;;;;;;;;;
514_920R_17.9;;;;;;;;;;;;;;
924_3237AV_34.1;;;;;;;;;;;;;;
586_63AL_80.4;;;;;;;;;;;;;;
950_353ApV_17.6;;;;;;;;;;;;;;
520_141BL_0.7;;;;;;;;;;;;;;
531_873R_1.6;;;;;;;;;;;;;;
534_1031L_45.1;;;;;;;;;;;;;;
586_2521L_80.2;;;;;;;;;;;;;;
054_1003BL_57.4;;;;;;;;;;;;;;
