SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
543_181BL_45.3;;;;;;;;;;;;;;
823_25R_5.7;;;;;;;;;;;;;;
490_143R_5.1;;;;;;;;;;;;;;
144_1401L_156.0;;;;;;;;;;;;;;
536_249AL_60.8;;;;;;;;;;;;;;
531_501R_35.6;;;;;;;;;;;;;;
503_83AL_14.0;;;;;;;;;;;;;;
545_153AR_23.0;;;;;;;;;;;;;;
817_1211R_115.3;;;;;;;;;;;;;;
534_1023BL_45.1;;;;;;;;;;;;;;
517_85BqV_69.5;;;;;;;;;;;;;;
817_961L_200.2;;;;;;;;;;;;;;
011_307L_69.8;;;;;;;;;;;;;;
506_41AR_43.2;;;;;;;;;;;;;;
542_501R_29.7;;;;;;;;;;;;;;
516_901L_1.8;;;;;;;;;;;;;;
560_1235BpV_24.9;;;;;;;;;;;;;;
609_81BR_27.8;;;;;;;;;;;;;;
626_37R_32.7;;;;;;;;;;;;;;
166_2195R_144.4;;;;;;;;;;;;;;
514_159BpV_16.4;;;;;;;;;;;;;;
506_245V_45.2;;;;;;;;;;;;;;
924_3591BpV_35.8;;;;;;;;;;;;;;
586_385AL_81.1;;;;;;;;;;;;;;
501_912V_80.4;;;;;;;;;;;;;;
468_0219L_102.3;;;;;;;;;;;;;;
531_2613R_34.5;;;;;;;;;;;;;;
520_57R_0.1;;;;;;;;;;;;;;
618_35BR_58.7;;;;;;;;;;;;;;
618_857R_50.6;;;;;;;;;;;;;;
478_1167V_0.8;;;;;;;;;;;;;;
851_86R_100.3;;;;;;;;;;;;;;
810_7003L_1.6;;;;;;;;;;;;;;
550_906V_25.6;;;;;;;;;;;;;;
620_3BpV_41.7;;;;;;;;;;;;;;
011_297AL_70.1;;;;;;;;;;;;;;
127_453AR_68.4;;;;;;;;;;;;;;
924_2353AV_35.6;;;;;;;;;;;;;;
927_7AR_904.2;;;;;;;;;;;;;;
600_1027AL_11.1;;;;;;;;;;;;;;
613_173BV_75.3;;;;;;;;;;;;;;
553_911R_21.4;;;;;;;;;;;;;;
927_3051BR_905.4;;;;;;;;;;;;;;
542_1233BL_29.8;;;;;;;;;;;;;;
555_257R_83.4;;;;;;;;;;;;;;
107_191AR_19.9;;;;;;;;;;;;;;
054_1371BV_54.1;;;;;;;;;;;;;;
490_109L_6.6;;;;;;;;;;;;;;
545_197L_23.4;;;;;;;;;;;;;;
531_2587L_34.6;;;;;;;;;;;;;;
603_159AV_3.6;;;;;;;;;;;;;;
801_918V_101.9;;;;;;;;;;;;;;
817_975L_200.3;;;;;;;;;;;;;;
924_3311R_34.3;;;;;;;;;;;;;;
517_91BpV_69.5;;;;;;;;;;;;;;
618_791V_50.6;;;;;;;;;;;;;;
504_71AV_18.3;;;;;;;;;;;;;;
503_93L_43.9;;;;;;;;;;;;;;
924_42-43V_35.3;;;;;;;;;;;;;;
011_34V_68.6;;;;;;;;;;;;;;
602_217BV_77.2;;;;;;;;;;;;;;
618_33BR_58.7;;;;;;;;;;;;;;
129_44V_30.6;;;;;;;;;;;;;;
550_145AL_26.2;;;;;;;;;;;;;;
823_7V_101.0;;;;;;;;;;;;;;
161_2701L_35.3;;;;;;;;;;;;;;
485_58AqV_100.9;;;;;;;;;;;;;;
620_37AR_41.9;;;;;;;;;;;;;;
542_1193BV_29.5;;;;;;;;;;;;;;
540_147AR_81.2;;;;;;;;;;;;;;
524_915L_70.5;;;;;;;;;;;;;;
132_942R_49.1;;;;;;;;;;;;;;
626_23BV_32.4;;;;;;;;;;;;;;
517_89BqV_69.5;;;;;;;;;;;;;;
531_2863L_37.1;;;;;;;;;;;;;;
614_2115L_47.4;;;;;;;;;;;;;;
857_14R_1.3;;;;;;;;;;;;;;
524_257AL_70.4;;;;;;;;;;;;;;
502_263BV_100.7;;;;;;;;;;;;;;
603_904BL_3.8;;;;;;;;;;;;;;
924_3597AL_35.8;;;;;;;;;;;;;;
603_3217AL_3.7;;;;;;;;;;;;;;
543_155BqV_45.0;;;;;;;;;;;;;;
542_510L_30.2;;;;;;;;;;;;;;
536_251BR_61.0;;;;;;;;;;;;;;
163_1043AqV_44.4;;;;;;;;;;;;;;
468_506L_101.2;;;;;;;;;;;;;;
551_107R_21.8;;;;;;;;;;;;;;
520_115AL_0.4;;;;;;;;;;;;;;
803_54V_103.3;;;;;;;;;;;;;;
900_25L_200.7;;;;;;;;;;;;;;
540_149AR_81.3;;;;;;;;;;;;;;
163_951AR_43.9;;;;;;;;;;;;;;
485_11R_76.9;;;;;;;;;;;;;;
817_52BR_300.8;;;;;;;;;;;;;;
626_910AL_32.6;;;;;;;;;;;;;;
517_157BV_70.0;;;;;;;;;;;;;;
478_1249V_1.6;;;;;;;;;;;;;;
054_1009AL_57.5;;;;;;;;;;;;;;
506_522V_43.3;;;;;;;;;;;;;;
553_955R_22.2;;;;;;;;;;;;;;
504_927L_17.4;;;;;;;;;;;;;;
555_265BpV_83.5;;;;;;;;;;;;;;
625_339AL_14.7;;;;;;;;;;;;;;
924_2369AR_36.7;;;;;;;;;;;;;;
564_1323R_23.6;;;;;;;;;;;;;;
478_1023BpV_0.2;;;;;;;;;;;;;;
536_307AL_61.4;;;;;;;;;;;;;;
128_33L_12.8;;;;;;;;;;;;;;
516_275R_1.5;;;;;;;;;;;;;;
555_511V_82.8;;;;;;;;;;;;;;
555_255BR_83.5;;;;;;;;;;;;;;
506_201AL_44.5;;;;;;;;;;;;;;
950_653V_7.2;;;;;;;;;;;;;;
504_83V_18.7;;;;;;;;;;;;;;
586_57AR_80.3;;;;;;;;;;;;;;
555_221BV_83.5;;;;;;;;;;;;;;
506_553AR_43.5;;;;;;;;;;;;;;
503_905L_43.1;;;;;;;;;;;;;;
508_2109L_91.5;;;;;;;;;;;;;;
517_79R_69.4;;;;;;;;;;;;;;
543_139AL_44.8;;;;;;;;;;;;;;
586_373L_81.2;;;;;;;;;;;;;;
508_803R_90.9;;;;;;;;;;;;;;
062_451AL_39.0;;;;;;;;;;;;;;
525_961BL_78.6;;;;;;;;;;;;;;
533_1111BL_15.4;;;;;;;;;;;;;;
950_917V_17.3;;;;;;;;;;;;;;
927_954BR_905.7;;;;;;;;;;;;;;
588_828R_1.8;;;;;;;;;;;;;;
514_51BR_65.3;;;;;;;;;;;;;;
924_3273AR_34.2;;;;;;;;;;;;;;
009_21AR_114.7;;;;;;;;;;;;;;
478_1035L_0.4;;;;;;;;;;;;;;
514_85ApV_17.3;;;;;;;;;;;;;;
555_367qV_84.3;;;;;;;;;;;;;;
950_231V_12.6;;;;;;;;;;;;;;
520_157BR_36.6;;;;;;;;;;;;;;
506_658L_44.4;;;;;;;;;;;;;;
588_815AL_1.9;;;;;;;;;;;;;;
437_953L_0.9;;;;;;;;;;;;;;
564_431BR_23.6;;;;;;;;;;;;;;
586_2525AR_80.2;;;;;;;;;;;;;;
586_381BqV_81.1;;;;;;;;;;;;;;
926_4053L_0.8;;;;;;;;;;;;;;
478_1653pV_2.2;;;;;;;;;;;;;;
552_2305R_83.4;;;;;;;;;;;;;;
513_129R_26.0;;;;;;;;;;;;;;
564_966R_23.7;;;;;;;;;;;;;;
545_261BL_22.6;;;;;;;;;;;;;;
805_514R_100.0;;;;;;;;;;;;;;
564_954R_23.7;;;;;;;;;;;;;;
518_117L_63.5;;;;;;;;;;;;;;
527_931L_0.6;;;;;;;;;;;;;;
544_1059AL_23.2;;;;;;;;;;;;;;
163_271L_44.5;;;;;;;;;;;;;;
586_2511BpV_80.3;;;;;;;;;;;;;;
603_147AL_3.3;;;;;;;;;;;;;;
525_431AR_77.9;;;;;;;;;;;;;;
517_181L_0.1;;;;;;;;;;;;;;
520_163R_36.6;;;;;;;;;;;;;;
817_961V_200.2;;;;;;;;;;;;;;
475_985R_0.9;;;;;;;;;;;;;;
517_189ApV_0.1;;;;;;;;;;;;;;
127_461BpV_73.2;;;;;;;;;;;;;;
506_621V_43.9;;;;;;;;;;;;;;
801_951R_8.2;;;;;;;;;;;;;;
555_249R_83.5;;;;;;;;;;;;;;
502_263AL_100.6;;;;;;;;;;;;;;
588_363AL_1.8;;;;;;;;;;;;;;
664_123BpV_42.6;;;;;;;;;;;;;;
803_92R_104.0;;;;;;;;;;;;;;
127_661AL_61.6;;;;;;;;;;;;;;
135_909AL_45.1;;;;;;;;;;;;;;
143_852V_17.6;;;;;;;;;;;;;;
534_1081AV_45.9;;;;;;;;;;;;;;
478_1503L_0.9;;;;;;;;;;;;;;
950_115V_7.1;;;;;;;;;;;;;;
543_165AL_45.1;;;;;;;;;;;;;;
508_813R_90.9;;;;;;;;;;;;;;
666_4213L_47.3;;;;;;;;;;;;;;
505_315AL_23.8;;;;;;;;;;;;;;
564_977V_24.0;;;;;;;;;;;;;;
517_75R_69.3;;;;;;;;;;;;;;
116_1331R_31.7;;;;;;;;;;;;;;
560_65pV_24.6;;;;;;;;;;;;;;
536_315AL_61.5;;;;;;;;;;;;;;
486_940AqV_76.0;;;;;;;;;;;;;;
555_291AL_83.6;;;;;;;;;;;;;;
052_39V_56.6;;;;;;;;;;;;;;
478_1649qV_2.2;;;;;;;;;;;;;;
516_904L_1.9;;;;;;;;;;;;;;
516_925V_2.2;;;;;;;;;;;;;;
950_652V_7.1;;;;;;;;;;;;;;
116_1379L_33.0;;;;;;;;;;;;;;
950_81BL_41.1;;;;;;;;;;;;;;
470_1105L_300.6;;;;;;;;;;;;;;
614_23V_47.4;;;;;;;;;;;;;;
603_1030R_3.9;;;;;;;;;;;;;;
012_313BqV_19.4;;;;;;;;;;;;;;
543_135AR_14.9;;;;;;;;;;;;;;
563_185AL_57.3;;;;;;;;;;;;;;
135_911V_45.7;;;;;;;;;;;;;;
519_25R_46.0;;;;;;;;;;;;;;
617_1115AR_38.9;;;;;;;;;;;;;;
617_1115BV_39.1;;;;;;;;;;;;;;
534_1043BV_45.6;;;;;;;;;;;;;;
519_63V_46.9;;;;;;;;;;;;;;
135_907L_45.2;;;;;;;;;;;;;;
035_117V_46.9;;;;;;;;;;;;;;
534_1009AL_44.7;;;;;;;;;;;;;;
534_1087BL_46.0;;;;;;;;;;;;;;
839_912V_100.5;;;;;;;;;;;;;;
501_949L_80.6;;;;;;;;;;;;;;
626_37qV_32.7;;;;;;;;;;;;;;
516_913L_2.2;;;;;;;;;;;;;;
550_954R_25.0;;;;;;;;;;;;;;
924_12-14R_35.3;;;;;;;;;;;;;;
927_947L_905.8;;;;;;;;;;;;;;
486_806V_77.1;;;;;;;;;;;;;;
517_117L_69.3;;;;;;;;;;;;;;
517_75L_69.3;;;;;;;;;;;;;;
603_1012R_3.5;;;;;;;;;;;;;;
553_315V_22.4;;;;;;;;;;;;;;
521_403R_22.2;;;;;;;;;;;;;;
545_201V_23.4;;;;;;;;;;;;;;
551_135AL_22.6;;;;;;;;;;;;;;
523_5001BV_177.5;;;;;;;;;;;;;;
528_39BqV_28.8;;;;;;;;;;;;;;
133_962V_20.6;;;;;;;;;;;;;;
508_819V_90.9;;;;;;;;;;;;;;
506_193BV_44.6;;;;;;;;;;;;;;
550_937L_25.9;;;;;;;;;;;;;;
305_55L_17.9;;;;;;;;;;;;;;
606_99pV_0.9;;;;;;;;;;;;;;
478_1155R_0.7;;;;;;;;;;;;;;
950_337AR_17.3;;;;;;;;;;;;;;
542_1247BpV_29.9;;;;;;;;;;;;;;
539_55BqV_79.2;;;;;;;;;;;;;;
135_909AR_45.1;;;;;;;;;;;;;;
504_35AL_17.6;;;;;;;;;;;;;;
950_610BR_6.5;;;;;;;;;;;;;;
924_3223BV_34.1;;;;;;;;;;;;;;
133_1083AR_15.1;;;;;;;;;;;;;;
517_141BL_69.8;;;;;;;;;;;;;;
605_21AL_34.0;;;;;;;;;;;;;;
801_959L_100.5;;;;;;;;;;;;;;
543_173BpV_45.3;;;;;;;;;;;;;;
433_58L_4.8;;;;;;;;;;;;;;
950_1007qV_39.8;;;;;;;;;;;;;;
517_207V_0.2;;;;;;;;;;;;;;
624_267L_32.7;;;;;;;;;;;;;;
608_903L_88.0;;;;;;;;;;;;;;
066_1BV_25.8;;;;;;;;;;;;;;
506_127AL_44.0;;;;;;;;;;;;;;
604_9AR_47.4;;;;;;;;;;;;;;
517_931V_69.3;;;;;;;;;;;;;;
586_2507BL_80.2;;;;;;;;;;;;;;
555_329R_84.1;;;;;;;;;;;;;;
603_69AR_2.4;;;;;;;;;;;;;;
618_911V_50.3;;;;;;;;;;;;;;
478_1031L_0.3;;;;;;;;;;;;;;
524_255R_70.3;;;;;;;;;;;;;;
950_293R_15.3;;;;;;;;;;;;;;
024_215AL_26.6;;;;;;;;;;;;;;
133_1183BpV_20.1;;;;;;;;;;;;;;
433_36BR_5.8;;;;;;;;;;;;;;
035_904L_51.4;;;;;;;;;;;;;;
012_343BL_24.3;;;;;;;;;;;;;;
950_644R_7.2;;;;;;;;;;;;;;
517_115L_69.4;;;;;;;;;;;;;;
035_907R_51.5;;;;;;;;;;;;;;
478_1151R_0.7;;;;;;;;;;;;;;
815_913L_6.7;;;;;;;;;;;;;;
098_3875R_29.0;;;;;;;;;;;;;;
517_221AL_0.2;;;;;;;;;;;;;;
531_839R_1.5;;;;;;;;;;;;;;
664_239V_43.1;;;;;;;;;;;;;;
517_209AL_0.2;;;;;;;;;;;;;;
047_317L_56.5;;;;;;;;;;;;;;
940_385V_43.2;;;;;;;;;;;;;;
478_1355V_3.0;;;;;;;;;;;;;;
543_161BL_45.2;;;;;;;;;;;;;;
924_3731V_36.8;;;;;;;;;;;;;;
817_909L_115.2;;;;;;;;;;;;;;
924_2305BV_524.9;;;;;;;;;;;;;;
516_903R_1.9;;;;;;;;;;;;;;
506_622L_43.9;;;;;;;;;;;;;;
516_906L_1.9;;;;;;;;;;;;;;
514_19BV_17.6;;;;;;;;;;;;;;
553_275BV_21.9;;;;;;;;;;;;;;
520_143BqV_0.7;;;;;;;;;;;;;;
626_902L_32.4;;;;;;;;;;;;;;
664_913AL_43.2;;;;;;;;;;;;;;
586_295BpV_81.3;;;;;;;;;;;;;;
620_908L_42.4;;;;;;;;;;;;;;
502_245R_100.2;;;;;;;;;;;;;;
618_191AR_50.8;;;;;;;;;;;;;;
527_31BV_16.5;;;;;;;;;;;;;;
555_223ApV_83.3;;;;;;;;;;;;;;
531_849R_1.5;;;;;;;;;;;;;;
608_915R_88.4;;;;;;;;;;;;;;
927_5L_904.3;;;;;;;;;;;;;;
545_71AR_22.2;;;;;;;;;;;;;;
543_177BqV_45.5;;;;;;;;;;;;;;
924_3611R_35.8;;;;;;;;;;;;;;
531_2753L_35.6;;;;;;;;;;;;;;
501_75AR_80.4;;;;;;;;;;;;;;
564_1309R_23.5;;;;;;;;;;;;;;
501_932BR_80.4;;;;;;;;;;;;;;
474_3V_200.3;;;;;;;;;;;;;;
924_3723V_36.8;;;;;;;;;;;;;;
139_5005AR_177.4;;;;;;;;;;;;;;
503_183AL_42.2;;;;;;;;;;;;;;
924_27-30V_35.3;;;;;;;;;;;;;;
475_983R_0.7;;;;;;;;;;;;;;
938_4623R_3.5;;;;;;;;;;;;;;
508_855R_91.0;;;;;;;;;;;;;;
603_143qV_3.3;;;;;;;;;;;;;;
801_920V_100.9;;;;;;;;;;;;;;
478_1259BpV_1.8;;;;;;;;;;;;;;
624_145BV_31.7;;;;;;;;;;;;;;
135_916AR_45.8;;;;;;;;;;;;;;
586_2539AL_80.3;;;;;;;;;;;;;;
127_395BR_48.7;;;;;;;;;;;;;;
127_393AL_48.5;;;;;;;;;;;;;;
924_12-26R_35.4;;;;;;;;;;;;;;
433_61L_4.7;;;;;;;;;;;;;;
924_3767qV_37.0;;;;;;;;;;;;;;
055_345R_8.4;;;;;;;;;;;;;;
098_3803R_27.3;;;;;;;;;;;;;;
531_2553L_34.5;;;;;;;;;;;;;;
626_25AR_32.4;;;;;;;;;;;;;;
555_367pV_84.3;;;;;;;;;;;;;;
049_9L_25.8;;;;;;;;;;;;;;
555_251BL_83.6;;;;;;;;;;;;;;
625_343R_14.7;;;;;;;;;;;;;;
950_351L_17.5;;;;;;;;;;;;;;
527_103R_17.3;;;;;;;;;;;;;;
950_293L_15.3;;;;;;;;;;;;;;
133_1123AR_19.2;;;;;;;;;;;;;;
817_933R_114.4;;;;;;;;;;;;;;
609_91AL_27.6;;;;;;;;;;;;;;
624_207AL_32.5;;;;;;;;;;;;;;
508_2143L_92.2;;;;;;;;;;;;;;
437_263AR_1.1;;;;;;;;;;;;;;
605_21BV_34.0;;;;;;;;;;;;;;
531_853pV_1.3;;;;;;;;;;;;;;
620_81BqV_42.3;;;;;;;;;;;;;;
054_1367AR_53.6;;;;;;;;;;;;;;
553_319V_22.5;;;;;;;;;;;;;;
501_921R_80.4;;;;;;;;;;;;;;
606_85BV_0.7;;;;;;;;;;;;;;
486_411BpV_77.5;;;;;;;;;;;;;;
817_911L_115.1;;;;;;;;;;;;;;
626_35R_32.7;;;;;;;;;;;;;;
433_64L_4.7;;;;;;;;;;;;;;
618_193AR_50.7;;;;;;;;;;;;;;
518_163L_63.6;;;;;;;;;;;;;;
536_289V_61.4;;;;;;;;;;;;;;
553_915L_21.5;;;;;;;;;;;;;;
123_67L_20.0;;;;;;;;;;;;;;
924_3333L_34.3;;;;;;;;;;;;;;
924_3617L_35.8;;;;;;;;;;;;;;
128_35AL_12.7;;;;;;;;;;;;;;
506_117BV_44.2;;;;;;;;;;;;;;
555_237V_83.4;;;;;;;;;;;;;;
514_101BL_17.0;;;;;;;;;;;;;;
924_3623L_35.9;;;;;;;;;;;;;;
503_107AL_43.6;;;;;;;;;;;;;;
516_904R_1.9;;;;;;;;;;;;;;
469_902V_101.1;;;;;;;;;;;;;;
805_511R_100.0;;;;;;;;;;;;;;
485_58ApV_100.9;;;;;;;;;;;;;;
506_127BV_44.1;;;;;;;;;;;;;;
950_904V_16.5;;;;;;;;;;;;;;
528_35AR_28.6;;;;;;;;;;;;;;
527_45AR_16.6;;;;;;;;;;;;;;
514_145AR_16.6;;;;;;;;;;;;;;
486_958R_74.9;;;;;;;;;;;;;;
618_257BV_1.7;;;;;;;;;;;;;;
618_271V_49.5;;;;;;;;;;;;;;
525_971L_78.6;;;;;;;;;;;;;;
081_980V_74.4;;;;;;;;;;;;;;
550_906R_25.6;;;;;;;;;;;;;;
514_71L_65.4;;;;;;;;;;;;;;
503_91BpV_43.8;;;;;;;;;;;;;;
513_133AL_26.1;;;;;;;;;;;;;;
503_193AL_40.8;;;;;;;;;;;;;;
504_61BpV_18.3;;;;;;;;;;;;;;
614_2225L_48.4;;;;;;;;;;;;;;
814_980V_201.1;;;;;;;;;;;;;;
618_133L_50.9;;;;;;;;;;;;;;
614_401AV_48.6;;;;;;;;;;;;;;
506_571BL_43.7;;;;;;;;;;;;;;
950_445L_7.1;;;;;;;;;;;;;;
553_277BV_21.9;;;;;;;;;;;;;;
586_111AR_80.5;;;;;;;;;;;;;;
606_47L_0.0;;;;;;;;;;;;;;
613_173AL_75.2;;;;;;;;;;;;;;
506_141BpV_44.1;;;;;;;;;;;;;;
501_145AR_80.7;;;;;;;;;;;;;;
924_3593BqV_35.8;;;;;;;;;;;;;;
606_97V_0.8;;;;;;;;;;;;;;
555_281BpV_83.6;;;;;;;;;;;;;;
502_263AR_100.6;;;;;;;;;;;;;;
166_2181L_143.8;;;;;;;;;;;;;;
924_05-11R_35.4;;;;;;;;;;;;;;
603_1021L_3.7;;;;;;;;;;;;;;
613_907AR_76.0;;;;;;;;;;;;;;
950_353AqV_17.6;;;;;;;;;;;;;;
801_914L_102.7;;;;;;;;;;;;;;
478_1023BL_0.2;;;;;;;;;;;;;;
513_131BV_26.1;;;;;;;;;;;;;;
520_63L_0.2;;;;;;;;;;;;;;
926_4053V_0.8;;;;;;;;;;;;;;
624_155AL_31.9;;;;;;;;;;;;;;
519_23R_46.0;;;;;;;;;;;;;;
817_53V_301.5;;;;;;;;;;;;;;
519_79R_47.1;;;;;;;;;;;;;;
542_1173BV_29.2;;;;;;;;;;;;;;
135_920R_45.1;;;;;;;;;;;;;;
542_1201L_29.7;;;;;;;;;;;;;;
586_239AL_81.0;;;;;;;;;;;;;;
506_568V_43.7;;;;;;;;;;;;;;
831_901R_101.9;;;;;;;;;;;;;;
478_1141V_0.7;;;;;;;;;;;;;;
135_2025L_40.4;;;;;;;;;;;;;;
857_14V_1.3;;;;;;;;;;;;;;
503_183AR_42.2;;;;;;;;;;;;;;
514_49AR_65.2;;;;;;;;;;;;;;
550_51R_25.5;;;;;;;;;;;;;;
132_942V_49.1;;;;;;;;;;;;;;
478_1341V_2.1;;;;;;;;;;;;;;
803_49BpV_103.2;;;;;;;;;;;;;;
588_846V_2.2;;;;;;;;;;;;;;
553_217AL_21.2;;;;;;;;;;;;;;
506_79R_43.9;;;;;;;;;;;;;;
555_231L_83.5;;;;;;;;;;;;;;
666_4213R_47.3;;;;;;;;;;;;;;
135_2227R_15.4;;;;;;;;;;;;;;
606_45BV_37.6;;;;;;;;;;;;;;
550_957ApV_25.2;;;;;;;;;;;;;;
553_215AL_21.2;;;;;;;;;;;;;;
528_41BqV_28.8;;;;;;;;;;;;;;
502_253L_100.5;;;;;;;;;;;;;;
950_918L_6.5;;;;;;;;;;;;;;
522_215BqV_58.1;;;;;;;;;;;;;;
545_153BV_23.0;;;;;;;;;;;;;;
470_206L_304.8;;;;;;;;;;;;;;
514_49AL_65.2;;;;;;;;;;;;;;
900_577R_200.7;;;;;;;;;;;;;;
503_187AR_41.2;;;;;;;;;;;;;;
531_2773V_35.7;;;;;;;;;;;;;;
611_2331L_106.1;;;;;;;;;;;;;;
543_161AL_45.1;;;;;;;;;;;;;;
514_51AL_65.3;;;;;;;;;;;;;;
054_1007AL_57.5;;;;;;;;;;;;;;
927_3001V_905.2;;;;;;;;;;;;;;
606_61L_0.2;;;;;;;;;;;;;;
490_145V_6.0;;;;;;;;;;;;;;
543_153R_44.9;;;;;;;;;;;;;;
950_5R_6.1;;;;;;;;;;;;;;
477_40V_201.0;;;;;;;;;;;;;;
625_275L_15.5;;;;;;;;;;;;;;
011_443R_67.2;;;;;;;;;;;;;;
135_905R_45.1;;;;;;;;;;;;;;
504_45V_18.1;;;;;;;;;;;;;;
825_5R_100.5;;;;;;;;;;;;;;
525_982BR_78.2;;;;;;;;;;;;;;
542_1243BqV_29.8;;;;;;;;;;;;;;
664_911AR_43.2;;;;;;;;;;;;;;
501_31BV_80.3;;;;;;;;;;;;;;
927_3221L_904.3;;;;;;;;;;;;;;
163_1019R_43.5;;;;;;;;;;;;;;
516_289L_2.4;;;;;;;;;;;;;;
560_59AR_24.8;;;;;;;;;;;;;;
606_71BqV_0.3;;;;;;;;;;;;;;
525_971R_78.6;;;;;;;;;;;;;;
011_15R_68.0;;;;;;;;;;;;;;
527_107AL_17.4;;;;;;;;;;;;;;
478_1611V_2.9;;;;;;;;;;;;;;
514_29L_17.6;;;;;;;;;;;;;;
924_2325BL_34.8;;;;;;;;;;;;;;
531_861R_1.4;;;;;;;;;;;;;;
522_231AR_58.2;;;;;;;;;;;;;;
950_91R_41.5;;;;;;;;;;;;;;
503_115AR_43.2;;;;;;;;;;;;;;
551_111L_21.8;;;;;;;;;;;;;;
035_127R_48.0;;;;;;;;;;;;;;
543_217BV_15.9;;;;;;;;;;;;;;
527_910R_500.7;;;;;;;;;;;;;;
544_1077AL_0.2;;;;;;;;;;;;;;
527_83V_17.2;;;;;;;;;;;;;;
508_853L_91.0;;;;;;;;;;;;;;
927_3221R_904.3;;;;;;;;;;;;;;
531_2665L_34.7;;;;;;;;;;;;;;
517_83L_69.4;;;;;;;;;;;;;;
608_21AL_87.6;;;;;;;;;;;;;;
524_903L_70.2;;;;;;;;;;;;;;
501_45L_80.3;;;;;;;;;;;;;;
478_1113AL_0.6;;;;;;;;;;;;;;
123_61AR_19.8;;;;;;;;;;;;;;
485_6R_100.5;;;;;;;;;;;;;;
544_1107L_1.0;;;;;;;;;;;;;;
555_295AL_83.5;;;;;;;;;;;;;;
545_925L_22.3;;;;;;;;;;;;;;
560_1275ApV_24.9;;;;;;;;;;;;;;
506_241V_45.1;;;;;;;;;;;;;;
504_934L_17.9;;;;;;;;;;;;;;
508_2073V_91.2;;;;;;;;;;;;;;
545_217BqV_23.7;;;;;;;;;;;;;;
516_913R_2.2;;;;;;;;;;;;;;
817_935L_114.3;;;;;;;;;;;;;;
506_617L_44.0;;;;;;;;;;;;;;
522_155L_57.4;;;;;;;;;;;;;;
950_805L_41.7;;;;;;;;;;;;;;
506_525V_43.6;;;;;;;;;;;;;;
803_37V_102.6;;;;;;;;;;;;;;
073_1103AV_0.7;;;;;;;;;;;;;;
520_1009L_36.8;;;;;;;;;;;;;;
950_918V_17.3;;;;;;;;;;;;;;
603_1011L_3.6;;;;;;;;;;;;;;
924_3725V_36.7;;;;;;;;;;;;;;
924_3291R_34.3;;;;;;;;;;;;;;
803_82AqV_103.7;;;;;;;;;;;;;;
011_7L_67.8;;;;;;;;;;;;;;
544_1051AR_23.1;;;;;;;;;;;;;;
545_77qV_22.3;;;;;;;;;;;;;;
437_960L_0.7;;;;;;;;;;;;;;
950_915V_17.2;;;;;;;;;;;;;;
528_120L_28.8;;;;;;;;;;;;;;
817_1263BV_200.3;;;;;;;;;;;;;;
588_862V_2.2;;;;;;;;;;;;;;
531_2713R_35.5;;;;;;;;;;;;;;
550_71AR_25.7;;;;;;;;;;;;;;
163_927AL_43.6;;;;;;;;;;;;;;
553_209BpV_21.3;;;;;;;;;;;;;;
614_2219R_48.3;;;;;;;;;;;;;;
437_983L_0.6;;;;;;;;;;;;;;
938_4591V_2.4;;;;;;;;;;;;;;
501_143L_80.7;;;;;;;;;;;;;;
305_52L_18.0;;;;;;;;;;;;;;
550_985V_25.6;;;;;;;;;;;;;;
586_2509BqV_80.2;;;;;;;;;;;;;;
527_61AR_16.9;;;;;;;;;;;;;;
536_253L_61.0;;;;;;;;;;;;;;
950_95pV_41.6;;;;;;;;;;;;;;
924_2327R_34.7;;;;;;;;;;;;;;
851_911V_120.5;;;;;;;;;;;;;;
485_139V_202.6;;;;;;;;;;;;;;
517_935R_69.4;;;;;;;;;;;;;;
543_919R_45.4;;;;;;;;;;;;;;
011_66V_69.0;;;;;;;;;;;;;;
531_2581pV_34.6;;;;;;;;;;;;;;
490_109R_6.6;;;;;;;;;;;;;;
135_2007V_39.7;;;;;;;;;;;;;;
536_245BV_60.7;;;;;;;;;;;;;;
608_33R_87.9;;;;;;;;;;;;;;
950_960R_12.5;;;;;;;;;;;;;;
617_1195AL_40.0;;;;;;;;;;;;;;
517_45AR_69.1;;;;;;;;;;;;;;
938_4589V_2.4;;;;;;;;;;;;;;
028_1021L_52.8;;;;;;;;;;;;;;
617_1151AR_39.3;;;;;;;;;;;;;;
008_931R_22.4;;;;;;;;;;;;;;
927_970R_906.1;;;;;;;;;;;;;;
514_107AR_17.1;;;;;;;;;;;;;;
555_520L_83.3;;;;;;;;;;;;;;
478_1657pV_2.1;;;;;;;;;;;;;;
508_2137L_92.0;;;;;;;;;;;;;;
135_904AR_45.0;;;;;;;;;;;;;;
950_921AL_17.3;;;;;;;;;;;;;;
163_931BV_43.7;;;;;;;;;;;;;;
588_824R_1.8;;;;;;;;;;;;;;
924_46-47V_35.3;;;;;;;;;;;;;;
517_127L_69.4;;;;;;;;;;;;;;
564_1325L_23.6;;;;;;;;;;;;;;
525_965L_78.6;;;;;;;;;;;;;;
526_429BqV_3.5;;;;;;;;;;;;;;
