ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_VAN;SPOORTAK_TOT;DATUM_VERWERKING;DATUM_METING;BOOGSTRAAL_VAN;BOOGSTRAAL_TOT;ELEMENTTYPE;BOOG_ID
46;017_351AV_31.8;2,362;2,626;01-05-2019;01-05-2019;4640;4640;BOOG;017_VG_32.051
47;017_351AV_31.8;2,626;2,712;01-05-2019;01-05-2019;4975;4975;BOOG;017_VG_31.873
48;017_351AV_31.8;2,712;3,132;01-05-2019;01-05-2019;4380;4380;BOOG;017_VG_32.207
49;017_351AV_31.8;3,132;3,304;01-05-2019;01-05-2019;5110;5110;BOOG;017_VG_31.959
50;017_351AV_31.8;3,304;3,378;01-05-2019;01-05-2019;4670;4670;BOOG;017_VG_31.861
51;017_351AV_31.8;4,002;4,871;01-05-2019;01-05-2019;30000;30000;BOOG;017_VG_32.656
52;017_351AV_31.8;4,873;4,965;01-05-2019;01-05-2019;-30000;-30000;BOOG;017_sVG-w1021Ar_31.879
53;017_351BR_31.9;0,698;0,773;01-06-2019;01-06-2019;-1905;-1905;BOOG;017_HG_31.965
54;017_351BR_31.9;0,773;1,024;01-06-2019;01-06-2019;-1700;-1700;BOOG;017_HG_32.141
55;017_351BR_31.9;1,024;1,167;01-06-2019;01-06-2019;-2030;-2030;BOOG;017_HG_32.033
56;017_351BR_31.9;1,837;1,978;01-05-2019;01-05-2019;-30000;-30000;BOOG;017_HG_32.031
57;017_351BR_31.9;2,111;2,208;01-05-2019;01-05-2019;4400;4400;BOOG;017_HG_31.987
58;017_351BR_31.9;2,208;2,268;01-05-2019;01-05-2019;5950;5950;BOOG;017_HG_31.95
59;017_351BR_31.9;2,268;2,553;01-05-2019;01-05-2019;4100;4100;BOOG;017_HG_32.175
60;017_351BR_31.9;2,553;2,737;01-05-2019;01-05-2019;4800;4800;BOOG;017_HG_32.074
61;017_351BR_31.9;2,737;2,846;01-05-2019;01-05-2019;5000;5000;BOOG;017_HG_31.999
62;017_351BR_31.9;2,846;2,966;01-05-2019;01-05-2019;4300;4300;BOOG;017_HG_32.01
63;017_351BR_31.9;2,966;3,045;01-05-2019;01-05-2019;6110;6110;BOOG;017_HG_31.969
64;017_351BR_31.9;3,045;3,161;01-05-2019;01-05-2019;4380;4380;BOOG;017_HG_32.006
65;017_351BR_31.9;3,161;3,267;01-05-2019;01-05-2019;5250;5250;BOOG;017_HG_31.996
66;017_351BR_31.9;3,267;3,409;01-05-2019;01-05-2019;4950;4950;BOOG;017_HG_32.032
67;017_351BR_31.9;3,409;3,487;01-05-2019;01-05-2019;4745;4745;BOOG;017_HG_31.968
68;017_351BR_31.9;4,447;4,497;01-05-2019;01-05-2019;-3600;-3600;BOOG;017_HG_31.94
69;017_351BR_31.9;4,889;4,96;01-05-2019;01-05-2019;2800;2800;BOOG;017_HG_31.961
70;017_351BV_31.9;0,019;0,056;01-06-2019;01-06-2019;30000;30000;BOOG;017_w351Bv-w353Av_31.927
71;017_351BV_31.9;0,056;0,09;01-06-2019;01-06-2019;-30000;-30000;BOOG;017_w351Bv-w353Av_31.924
72;017_353AL_32.0;0,122;0,185;01-06-2019;01-06-2019;30000;30000;BOOG;017_w353Al-sLE_32.1
73;017_353AL_32.0;0,185;0,229;01-06-2019;01-06-2019;-30000;-30000;BOOG;017_w353Al-sLE_32.081
74;017_353AL_32.0;0,28;0,311;01-06-2019;01-06-2019;30000;30000;BOOG;017_LE_32.068
75;017_353AL_32.0;0,438;0,443;01-06-2019;01-06-2019;30000;30000;BOOG;017_LE_32.042
76;017_353AL_32.0;0,755;0,802;01-06-2019;01-06-2019;4400;4400;BOOG;017_LE_32.084
77;017_353AL_32.0;0,897;0,979;01-06-2019;01-06-2019;-5000;-5000;BOOG;017_LE_32.119
78;017_353AL_32.0;1,448;1,684;01-06-2019;01-06-2019;1953;1953;BOOG;017_LE_32.273
79;017_353AL_32.0;1,684;1,936;01-06-2019;01-06-2019;1860;1860;BOOG;017_LE_32.289
80;017_353AL_32.0;2,276;2,322;01-06-2019;01-06-2019;30000;30000;BOOG;017_LE_32.083
81;017_353AL_32.0;2,322;2,363;01-06-2019;01-06-2019;-30000;-30000;BOOG;017_LE_32.078
82;017_353AL_32.0;3,383;3,388;01-06-2019;01-06-2019;-30000;-30000;BOOG;017_LE_32.042
83;017_353AL_32.0;3,962;3,971;01-06-2019;01-06-2019;30000;30000;BOOG;017_LE_32.046
84;017_353AL_32.0;4,33;4,343;01-06-2019;01-06-2019;30000;30000;BOOG;017_LE_32.05
85;046_203L_34.7;1,215;1,223;01-10-2019;01-10-2019;5000;5000;BOOG;046_s703b-w225Av_34.673
86;046_203L_34.7;1,223;1,235;01-10-2019;01-10-2019;-5000;-5000;BOOG;046_s703b-w225Av_34.677
87;046_203R_34.7;0,113;0,187;01-10-2019;01-10-2019;-4700;-4700;BOOG;046_702_34.739
88;046_203R_34.7;0,239;0,346;01-10-2019;01-10-2019;5500;5500;BOOG;046_702_34.772
89;046_203R_34.7;0,519;0,577;01-10-2019;01-10-2019;4700;4700;BOOG;046_702_34.723
90;046_203R_34.7;0,629;0,763;01-10-2019;01-10-2019;-7000;-7000;BOOG;046_702_34.799
91;046_203R_34.7;0,839;0,899;01-10-2019;01-10-2019;10000;10000;BOOG;046_702_34.725
92;046_203R_34.7;0,972;1,022;01-10-2019;01-10-2019;-10000;-10000;BOOG;046_702_34.715
93;046_203R_34.7;1,187;1,196;01-10-2019;01-10-2019;-10000;-10000;BOOG;046_s702-w225Bl_34.674
94;046_225AR_35.9;0,002;0,005;01-10-2019;01-10-2019;250;250;BOOG;046_225A_35.908
95;046_225AR_35.9;0,005;0,023;01-10-2019;01-10-2019;195;195;BOOG;046_225A_35.923
96;046_225AR_35.9;0,032;0,033;01-10-2019;01-10-2019;2000;2000;BOOG;046_w225Ar-w225Br_35.906
97;046_225AR_35.9;0,042;0,06;01-10-2019;01-10-2019;-195;-195;BOOG;046_225B_35.923
98;046_225AR_35.9;0,06;0,062;01-10-2019;01-10-2019;-250;-250;BOOG;046_225B_35.907
99;046_225BV_36.0;0,005;0,019;01-10-2019;01-10-2019;7000;7000;BOOG;046_w225Bv-w227Av_35.984
100;046_227AL_36.0;0,217;0,25;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_CH_36.05
101;046_227AL_36.0;1,433;1,443;01-10-2019;01-10-2019;30000;30000;BOOG;046_CH_36.027
102;046_227AL_36.0;1,516;1,528;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_CH_36.029
103;046_227AL_36.0;1,941;1,944;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_CH_36.02
104;046_227AL_36.0;2,576;2,579;01-10-2019;01-10-2019;30000;30000;BOOG;046_CH_36.02
105;046_227AL_36.0;3,503;3,541;01-10-2019;01-10-2019;2600;2600;BOOG;046_CH_36.055
106;046_227AL_36.0;4,146;4,154;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_CH_36.025
107;046_227AL_36.0;4,361;4,484;01-10-2019;01-10-2019;-21000;-21000;BOOG;046_CH_36.14
108;046_227AL_36.0;4,504;4,551;01-10-2019;01-10-2019;7200;7200;BOOG;046_CH_36.064
109;046_227AL_36.0;4,688;4,709;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_CH_36.038
110;046_227AR_36.0;0,003;0,005;01-10-2019;01-10-2019;250;250;BOOG;046_227A_36.019
111;046_227AR_36.0;0,005;0,023;01-10-2019;01-10-2019;195;195;BOOG;046_227A_36.035
112;046_227AR_36.0;0,039;0,057;01-10-2019;01-10-2019;-195;-195;BOOG;046_227B_36.035
113;046_227AR_36.0;0,057;0,059;01-10-2019;01-10-2019;-250;-250;BOOG;046_227B_36.019
114;046_227BV_36.1;0,02;0,093;01-10-2019;01-10-2019;-10000;-10000;BOOG;046_BH_36.151
115;046_227BV_36.1;0,093;0,154;01-10-2019;01-10-2019;10000;10000;BOOG;046_BH_36.139
116;046_227BV_36.1;0,39;0,402;01-10-2019;01-10-2019;30000;30000;BOOG;046_BH_36.09
117;046_227BV_36.1;0,473;0,484;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_BH_36.089
118;046_227BV_36.1;1,57;1,583;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_BH_36.091
119;046_227BV_36.1;1,67;1,686;01-10-2019;01-10-2019;10000;10000;BOOG;046_BH_36.094
120;046_227BV_36.1;1,758;1,786;01-10-2019;01-10-2019;-25000;-25000;BOOG;046_BH_36.106
121;046_227BV_36.1;3,437;3,48;01-10-2019;01-10-2019;2600;2600;BOOG;046_BH_36.121
122;046_227BV_36.1;4,104;4,114;01-10-2019;01-10-2019;30000;30000;BOOG;046_BH_36.088
123;046_227BV_36.1;4,218;4,232;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_BH_36.092
124;046_227BV_36.1;4,497;4,509;01-10-2019;01-10-2019;30000;30000;BOOG;046_BH_36.09
125;046_227BV_36.1;5,219;5,266;01-10-2019;01-10-2019;9000;9000;BOOG;046_sBH-w251Bl_36.125
126;046_227BV_36.1;5,266;5,271;01-10-2019;01-10-2019;9000;9000;BOOG;046_sBH-w251Bl_36.083
127;046_251AL_41.3;0,087;0,16;01-10-2019;01-10-2019;-15000;-15000;BOOG;046_w251Al-w255Br_41.368
128;046_251AR_41.3;0,003;0,045;01-10-2019;01-10-2019;725;725;BOOG;046_251A_41.337
129;046_251AR_41.3;0,049;0,054;01-10-2019;01-10-2019;1000;1000;BOOG;046_w251Ar-w251Br_41.3
130;046_251AR_41.3;0,067;0,11;01-10-2019;01-10-2019;-725;-725;BOOG;046_251B_41.338
131;046_255AL_41.4;0,002;0,045;01-10-2019;01-10-2019;-725;-725;BOOG;046_255A_41.487
132;046_255AL_41.4;0,049;0,062;01-10-2019;01-10-2019;-1000;-1000;BOOG;046_w255Al-w255Bl_41.457
133;046_255AL_41.4;0,062;0,064;01-10-2019;01-10-2019;-1000;-1000;BOOG;046_w255Al-w255Bl_41.446
134;046_255AL_41.4;0,073;0,081;01-10-2019;01-10-2019;2000;2000;BOOG;046_w255Al-w255Bl_41.452
135;046_255AL_41.4;0,085;0,128;01-10-2019;01-10-2019;725;725;BOOG;046_255B_41.487
136;046_255AR_41.4;0,161;0,221;01-10-2019;01-10-2019;-10000;-10000;BOOG;046_w255Ar-sBG_41.504
137;046_255AR_41.4;0,474;0,504;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_BG_41.474
138;046_255AR_41.4;0,504;0,566;01-10-2019;01-10-2019;30000;30000;BOOG;046_BG_41.506
139;046_255AR_41.4;0,566;0,608;01-10-2019;01-10-2019;-30000;-30000;BOOG;046_BG_41.486
140;046_255AR_41.4;0,754;0,928;01-10-2019;01-10-2019;-1426;-1426;BOOG;046_BG_41.618
141;046_255AR_41.4;0,928;1,172;01-10-2019;01-10-2019;-1400;-1400;BOOG;046_BG_41.688
142;046_255AR_41.4;2,178;2,19;01-11-2019;01-11-2019;-30000;-30000;BOOG;046_BG_41.456
143;046_255AR_41.4;2,82;2,847;01-02-2020;01-02-2020;30000;30000;BOOG;046_BG_41.471
144;046_255AR_41.4;2,847;2,875;01-02-2020;01-02-2020;-30000;-30000;BOOG;046_BG_41.472
145;046_255AR_41.4;3,804;3,815;01-02-2020;01-02-2020;30000;30000;BOOG;046_BG_41.455
146;046_255AR_41.4;3,815;3,853;01-02-2020;01-02-2020;-30000;-30000;BOOG;046_BG_41.482
147;046_255AR_41.4;3,965;4,003;01-02-2020;01-02-2020;26000;26000;BOOG;046_BG_41.482
148;046_255AR_41.4;4,377;4,476;01-02-2020;01-02-2020;1490;1490;BOOG;046_BG_41.543
149;046_255AR_41.4;4,496;4,694;01-02-2020;01-02-2020;1425;1425;BOOG;046_BG_41.642
150;046_255AR_41.4;4,694;4,923;01-02-2020;01-02-2020;1575;1575;BOOG;046_BG_41.673
151;046_255AR_41.4;4,923;4,938;01-02-2020;01-02-2020;1600;1600;BOOG;046_BG_41.459
152;046_255AR_41.4;4,954;5,089;01-02-2020;01-02-2020;1343;1343;BOOG;046_BG_41.579
153;046_255AR_41.4;5,144;5,163;01-02-2020;01-02-2020;1985;1985;BOOG;046_BG_41.463
154;046_255AR_41.4;5,253;5,373;01-02-2020;01-02-2020;700;700;BOOG;614_BG_46.82
155;046_255AR_41.4;5,744;5,794;01-11-2019;01-11-2019;-625;-625;BOOG;614_BG_46.75
156;046_255BV_41.6;0,032;0,078;01-10-2019;01-10-2019;10000;10000;BOOG;046_w255Bv-sCG_41.62
157;046_255BV_41.6;0,649;0,694;01-10-2019;01-10-2019;-1495;-1495;BOOG;046_CG_41.619
158;046_255BV_41.6;0,694;1,055;01-10-2019;01-10-2019;-1375;-1375;BOOG;046_CG_41.935
159;046_255BV_41.6;1,421;1,437;01-11-2019;01-11-2019;-30000;-30000;BOOG;046_CG_41.59
160;046_255BV_41.6;1,726;1,729;01-11-2019;01-11-2019;-30000;-30000;BOOG;046_CG_41.577
161;046_255BV_41.6;2,23;2,24;01-11-2019;01-11-2019;-30000;-30000;BOOG;046_CG_41.584
162;046_255BV_41.6;3,083;3,109;01-02-2020;01-02-2020;-30000;-30000;BOOG;046_CG_41.6
163;046_255BV_41.6;3,109;3,144;01-02-2020;01-02-2020;30000;30000;BOOG;046_CG_41.609
164;046_255BV_41.6;3,357;3,403;01-02-2020;01-02-2020;30000;30000;BOOG;046_CG_41.62
165;046_255BV_41.6;3,403;3,436;01-02-2020;01-02-2020;-30000;-30000;BOOG;046_CG_41.607
166;046_255BV_41.6;3,671;3,713;01-02-2020;01-02-2020;-30000;-30000;BOOG;046_CG_41.616
167;046_255BV_41.6;3,713;3,807;01-02-2020;01-02-2020;30000;30000;BOOG;046_CG_41.668
168;046_255BV_41.6;3,807;3,829;01-02-2020;01-02-2020;-8000;-8000;BOOG;046_CG_41.596
169;057_85R_19.9;4,716;4,725;01-01-2020;01-01-2020;-30000;-30000;BOOG;057_ED_19.868
170;057_85R_19.9;4,785;4,795;01-01-2020;01-01-2020;30000;30000;BOOG;057_ED_19.869
171;057_85R_19.9;5,636;5,64;01-01-2020;01-01-2020;30000;30000;BOOG;057_ED_19.863
172;057_85R_19.9;5,849;5,857;01-01-2020;01-01-2020;30000;30000;BOOG;057_ED_19.867
173;057_85R_19.9;6,437;6,664;01-01-2020;01-01-2020;-1105;-1105;BOOG;057_ED_20.086
174;057_85R_19.9;6,664;6,741;01-01-2020;01-01-2020;-1025;-1025;BOOG;057_ED_19.936
175;057_85R_19.9;6,741;7,064;01-01-2020;01-01-2020;-1120;-1120;BOOG;057_ED_20.182
176;057_85R_19.9;7,064;7,326;01-05-2020;01-05-2020;-1130;-1130;BOOG;057_ED_20.121
177;057_85R_19.9;7,326;7,422;01-05-2020;01-05-2020;-953;-953;BOOG;057_ED_19.955
178;057_85R_19.9;7,422;7,435;01-05-2020;01-05-2020;-953;-953;BOOG;057_ED_19.872
179;057_85R_19.9;7,435;7,439;01-05-2020;01-05-2020;-1200;-1200;BOOG;057_ED_19.863
180;057_85R_19.9;7,443;7,477;01-05-2020;01-05-2020;-1200;-1200;BOOG;518_101_62.611
181;057_87V_20.0;0,2;0,203;01-04-2020;01-04-2020;30000;30000;BOOG;057_FD_19.964
182;057_87V_20.0;0,803;0,81;01-04-2020;01-04-2020;-30000;-30000;BOOG;057_FD_19.968
183;057_87V_20.0;0,971;0,975;01-04-2020;01-04-2020;30000;30000;BOOG;057_FD_19.965
184;057_87V_20.0;1,645;1,657;01-04-2020;01-04-2020;-30000;-30000;BOOG;057_FD_19.973
185;057_87V_20.0;1,86;1,87;01-04-2020;01-04-2020;30000;30000;BOOG;057_FD_19.971
186;057_87V_20.0;2,97;2,973;01-04-2020;01-04-2020;-30000;-30000;BOOG;057_FD_19.964
187;057_87V_20.0;3,778;3,782;01-04-2020;01-04-2020;-30000;-30000;BOOG;057_FD_19.965
188;057_87V_20.0;3,98;3,983;01-01-2020;01-01-2020;30000;30000;BOOG;057_FD_19.964
189;057_87V_20.0;5,474;5,479;01-01-2020;01-01-2020;30000;30000;BOOG;057_FD_19.966
190;057_87V_20.0;5,911;5,923;01-01-2020;01-01-2020;30000;30000;BOOG;057_FD_19.973
191;057_87V_20.0;6,333;6,609;01-01-2020;01-01-2020;-1100;-1100;BOOG;057_FD_20.237
192;057_87V_20.0;6,609;6,647;01-01-2020;01-01-2020;-965;-965;BOOG;057_FD_19.999
193;057_87V_20.0;6,647;6,982;01-01-2020;01-01-2020;-1116;-1116;BOOG;057_FD_20.296
194;057_87V_20.0;6,982;7,313;01-01-2020;01-01-2020;-1060;-1060;BOOG;057_FD_20.292
195;057_87V_20.0;7,481;7,497;01-01-2020;01-01-2020;-30000;-30000;BOOG;518_FD_62.594
196;057_87V_20.0;7,584;7,791;01-01-2020;01-01-2020;-9500;-9500;BOOG;518_FD_62.785
197;057_87V_20.0;7,84;7,855;01-01-2020;01-01-2020;-10000;-10000;BOOG;518_FD_62.593
198;058_1L_55.4;0,032;0,035;01-10-2016;01-10-2016;2500;2500;BOOG;058_QM_55.444
199;058_1L_55.4;0,035;0,1;01-10-2016;01-10-2016;2500;2500;BOOG;058_QM_55.506
200;058_1L_55.4;0,1;0,231;01-10-2016;01-10-2016;-4250;-4250;BOOG;058_QM_55.572
201;058_1L_55.4;1,074;1,084;01-10-2016;01-10-2016;-30000;-30000;BOOG;058_QM_55.451
202;058_1L_55.4;1,326;1,344;01-10-2016;01-10-2016;30000;30000;BOOG;058_QM_55.459
203;058_1L_55.4;1,77;1,783;01-10-2016;01-10-2016;-30000;-30000;BOOG;058_QM_55.454
204;058_1L_55.4;1,908;1,914;01-10-2016;01-10-2016;30000;30000;BOOG;058_QM_55.447
205;058_1L_55.4;3,939;3,945;01-10-2016;01-10-2016;30000;30000;BOOG;058_QM_55.447
206;058_1L_55.4;4,277;4,286;01-10-2016;01-10-2016;-30000;-30000;BOOG;058_QM_55.45
207;058_1L_55.4;5,719;5,727;01-10-2016;01-10-2016;30000;30000;BOOG;058_QM_55.449
208;058_1L_55.4;6,708;6,937;01-10-2016;01-10-2016;3700;3700;BOOG;058_QM_55.67
209;058_1L_55.4;7,096;7,106;01-10-2016;01-10-2016;-30000;-30000;BOOG;518_sQM-w101l_62.51
210;058_1L_55.4;7,194;7,222;01-06-2020;01-06-2020;790;790;BOOG;518_sQM-w101l_62.528
211;058_1L_55.4;7,222;7,233;01-06-2020;01-06-2020;790;790;BOOG;518_sQM-w101l_62.511
212;058_1L_55.4;7,244;7,278;01-05-2020;01-05-2020;1200;1200;BOOG;518_101_62.534
213;058_1R_55.4;0,003;0,005;01-10-2016;01-10-2016;250;250;BOOG;058_1_55.443
214;058_1R_55.4;0,005;0,023;01-10-2016;01-10-2016;195;195;BOOG;058_1_55.459
215;058_1V_55.4;0,011;0,028;01-10-2016;01-10-2016;-10000;-10000;BOOG;058_B2_55.458
216;058_1V_55.4;0,217;0,261;01-10-2016;01-10-2016;30000;30000;BOOG;058_B2_55.485
217;058_1V_55.4;0,343;0,361;01-10-2016;01-10-2016;-30000;-30000;BOOG;058_B2_55.459
218;058_1V_55.4;0,455;0,479;01-10-2016;01-10-2016;30000;30000;BOOG;058_B2_55.465
219;058_1V_55.4;0,512;0,53;01-10-2016;01-10-2016;-10000;-10000;BOOG;058_B2_55.459
220;058_1V_55.4;0,735;0,745;01-10-2016;01-10-2016;-2500;-2500;BOOG;058_B2_55.451
221;058_1V_55.4;0,758;0,765;01-10-2016;01-10-2016;2500;2500;BOOG;058_B2_55.448
222;058_1V_55.4;0,836;0,888;01-10-2016;01-10-2016;-15000;-15000;BOOG;058_B2_55.493
223;058_1V_55.4;1,264;1,442;01-10-2016;01-10-2016;-3800;-3800;BOOG;058_B2_55.619
224;059_241L_80.7;0,167;0,304;01-12-2012;01-12-2012;-10000;-10000;BOOG;059_352_80.878
225;059_241L_80.7;0,317;0,464;01-12-2012;01-12-2012;13000;13000;BOOG;059_352_80.888
226;059_241L_80.7;0,608;0,613;01-12-2012;01-12-2012;25000;25000;BOOG;059_352_80.746
227;059_241L_80.7;0,831;0,838;01-12-2012;01-12-2012;10000;10000;BOOG;059_s352-w267r_80.748
228;059_241L_80.7;0,894;0,897;01-12-2012;01-12-2012;10000;10000;BOOG;059_s352-w267r_80.744
229;059_243V_80.8;0,113;0,122;01-12-2012;01-12-2012;-10000;-10000;BOOG;059_353_80.813
230;059_243V_80.8;0,408;0,411;01-12-2012;01-12-2012;-25000;-25000;BOOG;059_353_80.807
231;059_243V_80.8;0,467;0,545;01-12-2012;01-12-2012;-7000;-7000;BOOG;059_353_80.882
232;059_243V_80.8;0,67;0,695;01-12-2012;01-12-2012;5000;5000;BOOG;059_353_80.829
233;059_243V_80.8;0,792;0,81;01-12-2012;01-12-2012;10000;10000;BOOG;059_s353-w265v_80.822
234;060_1405L_50.6;0,22;0,267;01-08-2010;01-08-2010;2250;2250;BOOG;060_362a_50.662
235;060_1405L_50.6;0,267;0,766;01-08-2010;01-08-2010;2100;2100;BOOG;060_362a_51.114
236;060_1405L_50.6;0,766;0,873;01-08-2010;01-08-2010;2115;2115;BOOG;060_362a_50.722
237;060_1405L_50.6;0,933;1,523;01-08-2010;01-08-2010;5205;5205;BOOG;060_s362b-w1415r_51.205
238;060_1405L_50.6;1,523;1,729;01-08-2010;01-08-2010;5310;5310;BOOG;060_s362b-w1415r_50.821
239;060_1405R_50.6;0,001;0,045;01-08-2010;01-08-2010;725;725;BOOG;060_1405_50.659
240;060_1405R_50.6;0,051;0,062;01-08-2010;01-08-2010;-1020;-1020;BOOG;060_w1405r-s361a_50.626
241;060_1405R_50.6;0,062;0,115;01-08-2010;01-08-2010;-1020;-1020;BOOG;060_w1405r-s361a_50.668
242;060_1405R_50.6;0,184;0,215;01-08-2010;01-08-2010;2800;2800;BOOG;060_361a_50.646
243;060_1405R_50.6;0,215;0,612;01-08-2010;01-08-2010;2095;2095;BOOG;060_361a_51.012
244;060_1405R_50.6;0,612;0,881;01-08-2010;01-08-2010;2100;2100;BOOG;060_361a_50.884
245;060_1405R_50.6;0,901;0,968;01-08-2010;01-08-2010;3900;3900;BOOG;060_361b_50.682
246;060_1405R_50.6;0,968;1,114;01-08-2010;01-08-2010;5800;5800;BOOG;060_361b_50.761
247;060_1405R_50.6;1,114;1,501;01-08-2010;01-08-2010;5130;5130;BOOG;060_361b_51.002
248;060_1405R_50.6;1,501;1,735;01-08-2010;01-08-2010;5300;5300;BOOG;060_361b_50.849
