ID;OBJECTTYPE;CG_TYPE;NUMMER;CG_NAAM;PCA;PGO_GEBIED;OBEGINTIJD
3537;contractgebied;BASIS;26;Maastricht;Strukton Rail;Limburg;2020-06-08
3538;contractgebied;BASIS;25;Roermond;Strukton Rail;Limburg;2020-06-08
3536;contractgebied;BAAN;28;Maas en Waal;ASSET Rail;Gelre;2020-06-08
3539;contractgebied;BAAN;23;Boxtel;ASSET Rail;Brabant;2020-06-08
3540;contractgebied;BASIS;23;Boxtel;ASSET Rail;Brabant;2020-06-08
3541;contractgebied;BASIS;20;Breda;ASSET Rail;Brabant;2020-06-08
3542;contractgebied;BVL;20;Breda;ASSET Rail;Brabant;2020-06-08
3543;contractgebied;BAAN;20;Breda;ASSET Rail;Brabant;2020-06-08
3544;contractgebied;BAAN;33;Gelderland;Strukton Rail;Veluwe;2020-06-08
3549;contractgebied;BAAN;25;Roermond;Strukton Rail;Limburg;2020-06-08
3550;contractgebied;BAAN;26;Maastricht;Strukton Rail;Limburg;2020-06-08
3545;contractgebied;BVL;33;Gelderland;Strukton Rail;Veluwe;2020-06-08
3546;contractgebied;BASIS;33;Gelderland;Strukton Rail;Veluwe;2020-06-08
3547;contractgebied;BVL;11;Weesp;Strukton Rail;Amstelsepoort;2020-06-08
3548;contractgebied;BVL;26;Maastricht;Strukton Rail;Limburg;2020-06-08
3551;contractgebied;BVL;25;Roermond;Strukton Rail;Limburg;2020-06-08
3552;contractgebied;BVL;22;Geldermalsen;Strukton Rail;Betuwe;2020-06-08
3553;contractgebied;BASIS;5;Dordrecht;ASSET Rail;Dordrecht;2020-06-08
3554;contractgebied;BAAN;5;Dordrecht;ASSET Rail;Dordrecht;2020-06-08
3555;contractgebied;BASIS;11;Weesp;Strukton Rail;Amstelsepoort;2020-06-08
3556;contractgebied;BVL;34;Overijssel;ASSET Rail;Drenthe;2020-06-08
3560;contractgebied;BASIS;30;Achterhoek;ASSET Rail;Gelre;2020-06-08
3557;contractgebied;BAAN;34;Overijssel;ASSET Rail;Drenthe;2020-06-08
3558;contractgebied;BASIS;34;Overijssel;ASSET Rail;Drenthe;2020-06-08
3559;contractgebied;BAAN;11;Weesp;Strukton Rail;Amstelsepoort;2020-06-08
3561;contractgebied;BVL;30;Achterhoek;ASSET Rail;Gelre;2020-06-08
3562;contractgebied;BAAN;30;Achterhoek;ASSET Rail;Gelre;2020-06-08
3563;contractgebied;BAAN;71;A15trace;VolkerRail;Zee-Zevenaar;2020-06-08
3564;contractgebied;BASIS;71;A15trace;VolkerRail;Zee-Zevenaar;2020-06-08
3565;contractgebied;BVL;71;A15trace;VolkerRail;Zee-Zevenaar;2020-06-08
3566;contractgebied;BAAN;15;Driebergen;VolkerRail;;2020-06-08
3567;contractgebied;BASIS;7;Alkmaar;VolkerRail;Hollands Noorderkwartier;2020-06-08
3568;contractgebied;BASIS;21;Den Bosch;Strukton Rail;Betuwe;2020-06-08
3569;contractgebied;BVL;19;Roosendaal;Strukton Rail;Zeeland;2020-06-08
3460;contractgebied;BASIS;81;Rijn en Gouwe;BAM Rail;Rijn en Gouwe;2020-06-08
3570;contractgebied;BVL;37;Groningen;Strukton Rail;Wadden;2020-06-08
3571;contractgebied;BVL;23;Boxtel;ASSET Rail;Brabant;2020-06-08
3572;contractgebied;BASIS;37;Groningen;Strukton Rail;Wadden;2020-06-08
3573;contractgebied;BVL;35;Drenthe;ASSET Rail;Drenthe;2020-06-08
3574;contractgebied;BAAN;35;Drenthe;ASSET Rail;Drenthe;2020-06-08
3458;contractgebied;BVL;3;Rotterdam;VolkerRail;Rotterdam;2020-06-08
3459;contractgebied;BASIS;31;IJsselstreek;Strukton Rail;Veluwe;2020-06-08
3461;contractgebied;BAAN;36;Friesland;Strukton Rail;Wadden;2020-06-08
3462;contractgebied;BVL;12;Amersfoort;ASSET Rail;Eemland;2020-06-08
3463;contractgebied;BAAN;13;Utrecht;VolkerRail;;2020-06-08
3457;contractgebied;BASIS;15;Driebergen;VolkerRail;;2020-06-08
3464;contractgebied;BASIS;9;Amsterdam;VolkerRail;Amsterdam;2020-06-08
3465;contractgebied;BASIS;70;HSL;Infraspeed;;2020-06-08
3466;contractgebied;BAAN;70;HSL;Infraspeed;;2020-06-08
3467;contractgebied;BVL;70;HSL;Infraspeed;;2020-06-08
3471;contractgebied;BAAN;14;Woerden;VolkerRail;;2020-06-08
3575;contractgebied;BASIS;35;Drenthe;ASSET Rail;Drenthe;2020-06-08
3576;contractgebied;BAAN;37;Groningen;Strukton Rail;Wadden;2020-06-08
3468;contractgebied;BAAN;8;Haarlem;Strukton Rail;Kennemerland;2020-06-08
3469;contractgebied;BAAN;4;Europoort;VolkerRail;Zee-Zevenaar;2020-06-08
3470;contractgebied;BVL;31;IJsselstreek;Strukton Rail;Veluwe;2020-06-08
3472;contractgebied;BASIS;10;Duivendrecht;Strukton Rail;Amstelsepoort;2020-06-08
3473;contractgebied;BAAN;24;Eindhoven;ASSET Rail;De Peel;2020-06-08
3474;contractgebied;BVL;36;Friesland;Strukton Rail;Wadden;2020-06-08
3475;contractgebied;BASIS;36;Friesland;Strukton Rail;Wadden;2020-06-08
3479;contractgebied;BVL;18;Goes;Strukton Rail;Zeeland;2020-06-08
3476;contractgebied;BVL;21;Den Bosch;Strukton Rail;Betuwe;2020-06-08
3477;contractgebied;BASIS;4;Europoort;VolkerRail;Zee-Zevenaar;2020-06-08
3478;contractgebied;BVL;10;Duivendrecht;Strukton Rail;Amstelsepoort;2020-06-08
3480;contractgebied;BAAN;32;Twente;VolkerRail;Twente;2020-06-08
3481;contractgebied;BASIS;16;Maarn;ASSET Rail;Eemland;2020-06-08
3482;contractgebied;BAAN;12;Amersfoort;ASSET Rail;Eemland;2020-06-08
