ID;INVOERDATUM;VERSIE_NUMMER;ACTION;MODFWE;ELONG;TOSTARTAT;TOENDAT;SRCACTION;DASSIGNNAME;DASSIGNFROM;DASSIGNTO;DNAME;DLENGTH;FWENAME;FWELENGTH
2;2020-06-11;15;NEWTOP;;;;;;;;;;;519_15R_45.8;110
3;2020-06-11;15;NEWTOP;;;;;;;;;;;519_75L_47.0;83
4;2020-06-11;15;NEWTOP;;;;;;;;;;;534_1087AL_46.0;67
5;2020-06-11;15;NEWTOP;;;;;;;;;;;519_67V_47.0;20
6;2020-06-11;15;NEWTOP;;;;;;;;;;;534_1081BV_46.0;8
7;2020-06-11;15;NEWTOP;;;;;;;;;;;534_1087BL_46.0;67
8;2020-06-11;15;NEWTOP;;;;;;;;;;;519_75R_47.0;203
9;2020-06-11;15;NEWTOP;;;;;;;;;;;519_27L_46.1;752
10;2020-06-11;15;NEWTOP;;;;;;;;;;;519_13R_45.7;315
11;2020-06-11;15;NEWTOP;;;;;;;;;;;534_1089BV_46.0;1383
12;2020-06-11;15;NEWTOP;;;;;;;;;;;519_61V_46.8;45
13;2020-06-11;15;NEWTOP;;;;;;;;;;;469_233V_201.7;1769
14;2020-06-11;15;NEWTOP;;;;;;;;;;;201_139R_37.3;752
15;2020-06-11;15;NEWTOP;;;;;;;;;;;201_137R_37.3;115
16;2020-06-11;15;NEWTOP;;;;;;;;;;;520_31BL_28.0;11093
17;2020-06-11;15;NEWTOP;;;;;;;;;;;519_27R_46.1;752
18;2020-06-11;15;NEWTOP;;;;;;;;;;;071_29L_27.9;10928
19;2020-06-11;15;NEWTOP;;;;;;;;;;;035_101V_46.1;7532
20;2020-06-11;15;NEWTOP;;;;;;;;;;;035_97L_46.1;642
21;2020-06-11;15;NEWTOP;;;;;;;;;;;035_97R_46.1;752
22;2020-06-11;15;NEWTOP;;;;;;;;;;;201_139L_37.3;752
23;2020-06-11;15;NEWTOP;;;;;;;;;;;519_43R_46.4;64
