ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG;BEGRENZERNAAM_BEGIN;BEGRENZERNAAM_EIND;BEGRENZERTYPE_BEGIN;BEGRENZERTYPE_EIND
183024798;001_1103L_1.0;1103;W;0;0,029;2020-06-11;1:9;1,33;1103;1103;WISSEL;WISSEL
183060760;001_1103L_1.0;w1103l-s611;S;0,029;0,102;2020-06-11;;;1103;1104;WISSEL;BED_SEIN
183038401;001_1103L_1.0;611;S;0,102;0,287;2020-06-11;;;1104;1106;BED_SEIN;BED_SEIN
183060759;001_1103L_1.0;s611-w1107r;S;0,287;0,378;2020-06-11;;;1106;1107;BED_SEIN;WISSEL
183022859;001_1103L_1.0;1107;W;0,378;0,406;2020-06-11;1:9;1,33;1107;1107;WISSEL;WISSEL
183033565;001_1103R_1.0;1103;W;0;0,029;2020-06-11;1:9;1,33;1103;1103;WISSEL;WISSEL
183060795;001_1103R_1.0;w1103r-s612;S;0,029;0,074;2020-06-11;;;1103;1102;WISSEL;BED_SEIN
183039079;001_1103R_1.0;612;S;0,074;0,281;2020-06-11;;;1102;1108;BED_SEIN;BED_SEIN
183060794;001_1103R_1.0;s612-w1107l;S;0,281;0,378;2020-06-11;;;1108;1107;BED_SEIN;WISSEL
183032615;001_1103R_1.0;1107;W;0,378;0,407;2020-06-11;1:9;1,33;1107;1107;WISSEL;WISSEL
183047304;001_1103V_1.0;w1103v-sRF;S;0;0,279;2020-06-11;;;1103;1100;WISSEL;BED_SEIN
183041121;001_1103V_1.0;RF;S;0,279;0,918;2020-06-11;;;1100;1098;BED_SEIN;BED_SEIN
183039258;001_1103V_1.0;601;S;0,918;1,076;2020-06-11;;;1098;SJ_1103V;BED_SEIN;STOOTJUK
183056957;001_1107V_1.4;w1107v-sRE;S;0;0,765;2020-06-11;;;1107;1110;WISSEL;BED_SEIN
183040046;001_1107V_1.4;RE;S;0,765;8,023;2020-06-11;;;1110;1125;BED_SEIN;WISSEL
183031126;001_1125L_9.4;1125;W;0;0,029;2020-06-11;1:9;1,33;1125;1125;WISSEL;WISSEL
183049263;001_1125L_9.4;w1125l-s621;S;0,029;0,247;2020-06-11;;;1125;1126;WISSEL;BED_SEIN
183042022;001_1125L_9.4;621;S;0,247;0,496;2020-06-11;;;1126;1129;BED_SEIN;WISSEL
183021392;001_1125L_9.4;1129;W;0,496;0,535;2020-06-11;1:12;1,33;1129;1129;WISSEL;WISSEL
183022952;001_1125R_9.4;1125;W;0;0,029;2020-06-11;1:9;1,33;1125;1125;WISSEL;WISSEL
