ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
182707513;001_1103L_1.0;BAAN;Friesland;0;0,406;2020-06-06
182707512;001_1103L_1.0;BASIS;Friesland;0;0,406;2020-06-06
182707511;001_1103L_1.0;BVL;Friesland;0;0,406;2020-06-06
182707457;001_1103R_1.0;BAAN;Friesland;0;0,407;2020-06-06
182707456;001_1103R_1.0;BASIS;Friesland;0;0,407;2020-06-06
182707373;001_1103R_1.0;BVL;Friesland;0;0,407;2020-06-06
182698285;001_1103V_1.0;BAAN;Friesland;0;1,076;2020-06-06
182698264;001_1103V_1.0;BASIS;Friesland;0;1,076;2020-06-06
182698263;001_1103V_1.0;BVL;Friesland;0;1,076;2020-06-06
182705183;001_1107V_1.4;BAAN;Friesland;0;8,023;2020-06-06
182705090;001_1107V_1.4;BASIS;Friesland;0;8,023;2020-06-06
182705089;001_1107V_1.4;BVL;Friesland;0;8,023;2020-06-06
182734935;001_1125L_9.4;BAAN;Friesland;0;0,535;2020-06-06
182734934;001_1125L_9.4;BASIS;Friesland;0;0,535;2020-06-06
182734933;001_1125L_9.4;BVL;Friesland;0;0,535;2020-06-06
182734885;001_1125R_9.4;BAAN;Friesland;0;0,533;2020-06-06
182734884;001_1125R_9.4;BASIS;Friesland;0;0,533;2020-06-06
182734883;001_1125R_9.4;BVL;Friesland;0;0,533;2020-06-06
182735604;001_1129V_9.9;BAAN;Friesland;0;5,448;2020-06-06
182735924;001_1129V_9.9;BASIS;Friesland;0;5,448;2020-06-06
182735923;001_1129V_9.9;BVL;Friesland;0;5,448;2020-06-06
182732092;001_1145L_15.3;BAAN;Friesland;0;0,537;2020-06-06
182732091;001_1145L_15.3;BASIS;Friesland;0;0,537;2020-06-06
182732090;001_1145L_15.3;BVL;Friesland;0;0,537;2020-06-06
182732763;001_1145R_15.3;BAAN;Friesland;0;0,537;2020-06-06
182732762;001_1145R_15.3;BASIS;Friesland;0;0,537;2020-06-06
182732761;001_1145R_15.3;BVL;Friesland;0;0,537;2020-06-06
182750704;002_305L_35.8;BAAN;Groningen;0;0,652;2020-06-06
182750706;002_305L_35.8;BASIS;Groningen;0;0,652;2020-06-06
182750709;002_305L_35.8;BVL;Groningen;0;0,652;2020-06-06
182750697;002_305R_35.8;BAAN;Groningen;0;0,652;2020-06-06
182750699;002_305R_35.8;BASIS;Groningen;0;0,652;2020-06-06
182750702;002_305R_35.8;BVL;Groningen;0;0,652;2020-06-06
182750345;002_313V_36.4;BAAN;Groningen;0;3,571;2020-06-06
182750347;002_313V_36.4;BASIS;Groningen;0;3,571;2020-06-06
182750350;002_313V_36.4;BVL;Groningen;0;3,571;2020-06-06
182760888;002_325L_40.0;BAAN;Groningen;0;10,49;2020-06-06
182760890;002_325L_40.0;BASIS;Groningen;0;10,49;2020-06-06
182759591;002_325L_40.0;BVL;Groningen;0;10,49;2020-06-06
182747709;002_325R_40.0;BAAN;Groningen;0;10,593;2020-06-06
182747711;002_325R_40.0;BASIS;Groningen;0;10,593;2020-06-06
182747001;002_325R_40.0;BVL;Groningen;0;10,593;2020-06-06
182706389;002_345AL_50.5;BAAN;Groningen;0;0,239;2020-06-06
182706391;002_345AL_50.5;BASIS;Groningen;0;0,239;2020-06-06
182704947;002_345AL_50.5;BVL;Groningen;0;0,239;2020-06-06
182755760;002_345AR_50.5;BAAN;Groningen;0;0,105;2020-06-06
182755762;002_345AR_50.5;BASIS;Groningen;0;0,105;2020-06-06
182755839;002_345AR_50.5;BVL;Groningen;0;0,105;2020-06-06
182765332;002_345BV_50.6;BAAN;Groningen;0;0,025;2020-06-06
182765334;002_345BV_50.6;BASIS;Groningen;0;0,025;2020-06-06
182765337;002_345BV_50.6;BVL;Groningen;0;0,025;2020-06-06
182701092;002_347AL_50.6;BAAN;Groningen;0;0,108;2020-06-06
182701094;002_347AL_50.6;BASIS;Groningen;0;0,108;2020-06-06
182701097;002_347AL_50.6;BVL;Groningen;0;0,108;2020-06-06
182749595;002_347AR_50.6;BAAN;Groningen;0;0,797;2020-06-06
182749597;002_347AR_50.6;BASIS;Groningen;0;0,797;2020-06-06
182749600;002_347AR_50.6;BVL;Groningen;0;0,797;2020-06-06
182682281;002_347BV_50.7;BAAN;Groningen;0;0,79;2020-06-06
182682283;002_347BV_50.7;BASIS;Groningen;0;0,79;2020-06-06
182682310;002_347BV_50.7;BVL;Groningen;0;0,79;2020-06-06
182750255;002_355AL_51.4;BAAN;Groningen;0;0,101;2020-06-06
182750257;002_355AL_51.4;BASIS;Groningen;0;0,101;2020-06-06
182750343;002_355AL_51.4;BVL;Groningen;0;0,101;2020-06-06
182749588;002_355AR_51.4;BAAN;Groningen;0;0,248;2020-06-06
182749590;002_355AR_51.4;BASIS;Groningen;0;0,248;2020-06-06
182749593;002_355AR_51.4;BVL;Groningen;0;0,248;2020-06-06
182749581;002_355BV_51.5;BAAN;Groningen;0;0,046;2020-06-06
182749583;002_355BV_51.5;BASIS;Groningen;0;0,046;2020-06-06
182749586;002_355BV_51.5;BVL;Groningen;0;0,046;2020-06-06
182750366;002_357AL_51.5;BAAN;Groningen;0;12,167;2020-06-06
182750428;002_357AL_51.5;BASIS;Groningen;0;12,167;2020-06-06
182750466;002_357AL_51.5;BVL;Groningen;0;12,167;2020-06-06
182748850;002_357AR_51.5;BAAN;Groningen;0;0,101;2020-06-06
182748852;002_357AR_51.5;BASIS;Groningen;0;0,101;2020-06-06
182748855;002_357AR_51.5;BVL;Groningen;0;0,101;2020-06-06
182740128;002_357BV_51.6;BAAN;Groningen;0;12,065;2020-06-06
182739796;002_357BV_51.6;BASIS;Groningen;0;12,065;2020-06-06
182739996;002_357BV_51.6;BVL;Groningen;0;12,065;2020-06-06
182751090;002_373V_63.7;BAAN;Groningen;0;4,616;2020-06-06
182751092;002_373V_63.7;BASIS;Groningen;0;4,616;2020-06-06
182751143;002_373V_63.7;BVL;Groningen;0;4,616;2020-06-06
182734347;002_385L_68.3;BAAN;Groningen;0;0,743;2020-06-06
182734349;002_385L_68.3;BASIS;Groningen;0;0,743;2020-06-06
182734352;002_385L_68.3;BVL;Groningen;0;0,743;2020-06-06
182734294;002_385R_68.3;BAAN;Groningen;0;0,743;2020-06-06
182734342;002_385R_68.3;BASIS;Groningen;0;0,743;2020-06-06
182734345;002_385R_68.3;BVL;Groningen;0;0,743;2020-06-06
182736175;002_393V_69.0;BAAN;Groningen;0;6,416;2020-06-06
182736177;002_393V_69.0;BASIS;Groningen;0;6,416;2020-06-06
182736227;002_393V_69.0;BVL;Groningen;0;6,416;2020-06-06
182681111;002_405L_75.4;BAAN;Groningen;0;1,37;2020-06-06
182681113;002_405L_75.4;BASIS;Groningen;0;1,37;2020-06-06
182681116;002_405L_75.4;BVL;Groningen;0;1,37;2020-06-06
182680867;002_405R_75.4;BAAN;Groningen;0;1,37;2020-06-06
182680869;002_405R_75.4;BASIS;Groningen;0;1,37;2020-06-06
182680872;002_405R_75.4;BVL;Groningen;0;1,37;2020-06-06
182723609;004_3AL_101.8;BAAN;Drenthe;0;0,773;2020-06-06
182723606;004_3AL_101.8;BASIS;Drenthe;0;0,773;2020-06-06
182723608;004_3AL_101.8;BVL;Drenthe;0;0,773;2020-06-06
182738545;004_3AR_101.8;BAAN;Drenthe;0;0,056;2020-06-06
182738542;004_3AR_101.8;BASIS;Drenthe;0;0,056;2020-06-06
182738544;004_3AR_101.8;BVL;Drenthe;0;0,056;2020-06-06
182690163;004_3AV_101.8;BAAN;Drenthe;0;15,247;2020-06-06
182690757;004_3AV_101.8;BASIS;Drenthe;0;15,247;2020-06-06
182690095;004_3AV_101.8;BVL;Drenthe;0;15,247;2020-06-06
182716532;004_3BL_101.8;BAAN;Drenthe;0;15,247;2020-06-06
182716503;004_3BL_101.8;BASIS;Drenthe;0;15,247;2020-06-06
182716531;004_3BL_101.8;BVL;Drenthe;0;15,247;2020-06-06
182738834;004_3BV_101.8;BAAN;Drenthe;0;0,075;2020-06-06
182738831;004_3BV_101.8;BASIS;Drenthe;0;0,075;2020-06-06
182738833;004_3BV_101.8;BVL;Drenthe;0;0,075;2020-06-06
182730861;005_115L_126.6;BAAN;Drenthe;0;0,345;2020-06-06
182730858;005_115L_126.6;BASIS;Drenthe;0;0,345;2020-06-06
182730860;005_115L_126.6;BVL;Drenthe;0;0,345;2020-06-06
182730854;005_115R_126.6;BAAN;Drenthe;0;0,345;2020-06-06
182730851;005_115R_126.6;BASIS;Drenthe;0;0,345;2020-06-06
182730853;005_115R_126.6;BVL;Drenthe;0;0,345;2020-06-06
182683509;005_55L_109.5;BAAN;Drenthe;0;0,582;2020-06-06
182683506;005_55L_109.5;BASIS;Drenthe;0;0,582;2020-06-06
182683508;005_55L_109.5;BVL;Drenthe;0;0,582;2020-06-06
182683680;005_55R_109.5;BAAN;Drenthe;0;0,582;2020-06-06
