ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
48;038_285AL_95.9;Schrey & Veit, VICON-AMSA 54VS;5,964;6,052;11-06-2020
49;038_285AL_95.9;Schrey & Veit, VICON-AMSA 54VS;6,236;6,317;11-06-2020
50;038_285AL_95.9;Schrey & Veit, VICON-AMSA 54VS;7,162;8,074;11-06-2020
51;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;3,17;3,254;11-06-2020
52;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;3,392;3,482;11-06-2020
53;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;4,25;4,504;11-06-2020
54;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;5,862;5,95;11-06-2020
55;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;6,134;6,215;11-06-2020
56;038_285BV_96.0;Schrey & Veit, VICON-AMSA 54VS;7,06;7,972;11-06-2020
57;085_215BV_19.9;Schrey & Veit, VICON-AMSA 5RQ;6,668;6,787;11-06-2020
58;085_215BV_19.9;Schrey & Veit, VICON-AMSA 5RQ;7,102;7,277;11-06-2020
59;085_215BV_19.9;Schrey & Veit, VICON-AMSA 5RQ;7,697;8,076;11-06-2020
60;085_215BV_19.9;Schrey & Veit, VICON-AMSA 5RQ;8,342;9,016;11-06-2020
61;085_215BV_19.9;Schrey & Veit, VICON-AMSA 5RQ;10,339;10,569;11-06-2020
62;057_43R_11.2;Clipped Tuned, type Corus 54E1;8,899;9,226;11-06-2020
63;057_43R_11.2;Schrey & Veit, VICON-AMSA 54VS;8,028;8,848;11-06-2020
64;057_43R_11.2;Schrey & Veit, VICON-AMSA 54VS;7,727;7,978;11-06-2020
65;057_43R_11.2;Clipped Tuned, type Corus 54E1;6,173;6,476;11-06-2020
66;027_945V_148.6;Glued Tuned, type Corus 54E1;0;0,021;11-06-2020
67;027_945V_148.6;Clipped Tuned, type Corus 54E1;0,021;0,023;11-06-2020
68;027_945V_148.6;Clipped Tuned, type Corus 54E1;0,023;0,489;11-06-2020
69;027_945V_148.6;Clipped Tuned, type Corus 54E1;0,489;0,579;11-06-2020
70;027_957AR_149.2;Clipped Tuned, type Corus 54E1;0,047;0,292;11-06-2020
71;027_931R_147.6;Clipped Tuned, type Corus 54E1;0,064;0,074;11-06-2020
72;027_931R_147.6;Glued Tuned, type Corus 54E1;0,048;0,063;11-06-2020
73;589_969L_149.5;Schrey & Veit, VICON-AMSA 5RQ;0,45;1,646;11-06-2020
74;027_955BV_149.2;Glued Tuned, type Corus 54E1;0;0,018;11-06-2020
75;027_955BV_149.2;Clipped Tuned, type Corus 54E1;0,018;0,318;11-06-2020
76;027_955AR_149.1;Clipped Tuned, type Corus 54E1;0,047;0,276;11-06-2020
77;027_943BV_148.6;Glued Tuned, type Corus 54E1;0;0,025;11-06-2020
78;027_943BV_148.6;Glued Tuned, type Corus 54E1;0,025;0,429;11-06-2020
79;027_943BV_148.6;Glued Tuned, type Corus 54E1;0,429;0,452;11-06-2020
80;027_943AL_148.5;Clipped Tuned, type Corus 54E1;0,029;0,085;11-06-2020
81;027_943AV_148.5;Clipped Tuned, type Corus 54E1;0,014;0,292;11-06-2020
82;027_943AV_148.5;Clipped Tuned, type Corus 54E1;0;0,016;11-06-2020
83;027_933R_147.6;Clipped Tuned, type Corus 54E1;0,046;0,14;11-06-2020
84;027_933R_147.6;Clipped Tuned, type Corus 54E1;0,14;0,885;11-06-2020
85;027_933R_147.6;Clipped Tuned, type Corus 54E1;0,885;0,997;11-06-2020
86;027_941R_148.6;Clipped Tuned, type Corus 54E1;0,14;1,074;11-06-2020
87;027_941R_148.6;Clipped Tuned, type Corus 54E1;0,062;0,145;11-06-2020
88;027_941R_148.6;Glued Tuned, type Corus 54E1;0,047;0,067;11-06-2020
89;589_971BV_149.6;Schrey & Veit, VICON-AMSA 54VS;0;0,131;11-06-2020
90;589_971BV_149.6;Schrey & Veit, VICON-AMSA 54VS;0,131;0,755;11-06-2020
91;589_971BV_149.6;Schrey & Veit, VICON-AMSA 54VS;0,755;0,765;11-06-2020
92;047_71L_52.2;Schrey & Veit, VICON-AMSA 5RQ;4,173;4,334;11-06-2020
93;552_229BV_82.6;Clipped Tuned, type Corus 54E1;3,853;3,922;11-06-2020
94;552_227AR_82.5;Clipped Tuned, type Corus 54E1;3,893;3,963;11-06-2020
95;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,043;0,098;11-06-2020
96;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,027;0,043;11-06-2020
97;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,515;0,663;11-06-2020
98;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,485;0,5;11-06-2020
99;549_283V_70.9;Clipped Tuned, type Corus 54E1;0,099;0,484;11-06-2020
100;011_299BV_70.0;Clipped Tuned, type Corus 54E1;2,567;2,589;11-06-2020
101;011_299BV_70.0;Clipped Tuned, type Corus 54E1;2,344;2,56;11-06-2020
102;011_301AR_70.0;Clipped Tuned, type Corus 54E1;2,369;2,541;11-06-2020
103;011_73V_68.9;Clipped Tuned, type Corus 54E1;1,41;1,453;11-06-2020
104;011_73V_68.9;Clipped Tuned, type Corus 54E1;1,257;1,407;11-06-2020
105;654_427L_50.4;Clipped Tuned, type Corus 54E1;15,677;15,734;11-06-2020
106;654_427L_50.4;Clipped Tuned, type Corus 54E1;15,75;16,052;11-06-2020
107;654_427L_50.4;Clipped Tuned, type Corus 54E1;16,059;16,626;11-06-2020
108;654_427L_50.4;Clipped Tuned, type Corus 54E1;16,626;16,733;11-06-2020
109;654_429V_50.5;Clipped Tuned, type Corus 54E1;15,567;15,623;11-06-2020
110;654_429V_50.5;Clipped Tuned, type Corus 54E1;15,638;15,942;11-06-2020
111;654_429V_50.5;Clipped Tuned, type Corus 54E1;15,949;16,516;11-06-2020
112;654_429V_50.5;Clipped Tuned, type Corus 54E1;16,516;16,592;11-06-2020
113;103_303V_28.8;Clipped Tuned, type Corus 54E1;0,493;0,893;11-06-2020
114;609_127V_27.2;Clipped Tuned, type Corus 54E1;0,21;0,371;11-06-2020
115;609_123BV_27.2;Clipped Tuned, type Corus 54E1;0,21;0,371;11-06-2020
116;510_401V_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,232;1,45;11-06-2020
117;510_401V_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,232;11-06-2020
118;510_403L_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,292;1,51;11-06-2020
119;510_403L_9.7;Schrey & Veit, VICON-AMSA 5RQ;0,036;0,292;11-06-2020
120;055_423BV_37.4;Schrey & Veit, VICON-AMSA 54VS;0,186;0,336;11-06-2020
121;055_423BV_37.4;Schrey & Veit, VICON-AMSA 54VS;0,413;0,596;11-06-2020
122;055_423BV_37.4;Schrey & Veit, VICON-AMSA 54VS;0,386;0,413;11-06-2020
123;055_427AR_37.6;Schrey & Veit, VICON-AMSA 54VS;0,052;0,222;11-06-2020
124;055_427AR_37.6;Schrey & Veit, VICON-AMSA 54VS;0,26;0,462;11-06-2020
125;055_427AR_37.6;Schrey & Veit, VICON-AMSA 54VS;0,252;0,26;11-06-2020
126;546_1015R_4.5;Clipped Tuned, type Corus 54E1;0,411;0,525;11-06-2020
127;546_1015R_4.5;Clipped Tuned, type Corus 54E1;0,256;0,409;11-06-2020
128;528_55AL_29.0;Schrey & Veit, VICON-AMSA 54VS;0,507;1,06;11-06-2020
129;528_55BV_29.0;Schrey & Veit, VICON-AMSA 54VS;0,445;0,998;11-06-2020
130;024_203L_25.8;Schrey & Veit, VICON-AMSA 54VS;0,027;0,198;11-06-2020
131;024_203L_25.8;Schrey & Veit, VICON-AMSA 54VS;0,198;0,29;11-06-2020
132;024_201AL_25.7;Schrey & Veit, VICON-AMSA 54VS;0,028;0,261;11-06-2020
133;024_201AL_25.7;Schrey & Veit, VICON-AMSA 54VS;0,261;0,354;11-06-2020
134;618_273BV_49.5;Clipped Tuned, type Corus 54E1;0,001;0,062;11-06-2020
135;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,039;0,124;11-06-2020
136;050_463AR_4.2;Clipped Tuned, type Corus 54E1;1,984;2,174;11-06-2020
137;605_1BL_33.4;Schrey & Veit, VICON-AMSA 5RQ;0,15;0,215;11-06-2020
138;605_3BL_33.5;Schrey & Veit, VICON-AMSA 5RQ;0,126;0,308;11-06-2020
139;562_159R_60.9;Schrey & Veit, VICON-AMSA 54VS;12,623;13,678;11-06-2020
140;562_161L_61.2;Schrey & Veit, VICON-AMSA 54VS;12,324;13,379;11-06-2020
141;551_163R_24.0;Onbekend;4,273;4,355;11-06-2020
142;551_163R_24.0;Onbekend;4,385;4,517;11-06-2020
143;551_163R_24.0;Onbekend;5,135;5,252;11-06-2020
144;551_163R_24.0;Onbekend;5,291;5,391;11-06-2020
145;551_163R_24.0;Schrey & Veit, VICON-AMSA 54VS;5,391;5,517;11-06-2020
146;551_163R_24.0;Schrey & Veit, VICON-AMSA 54VS;5,556;5,802;11-06-2020
147;551_163R_24.0;Onbekend;6,169;6,296;11-06-2020
148;551_163R_24.0;Onbekend;9,818;10,033;11-06-2020
149;551_161AR_23.6;Onbekend;4,675;4,76;11-06-2020
150;551_161AR_23.6;Onbekend;4,79;4,919;11-06-2020
151;551_161AR_23.6;Onbekend;5,537;5,653;11-06-2020
152;551_161AR_23.6;Onbekend;5,693;5,793;11-06-2020
153;551_161AR_23.6;Schrey & Veit, VICON-AMSA 54VS;5,793;5,917;11-06-2020
154;551_161AR_23.6;Schrey & Veit, VICON-AMSA 5RQ;5,917;6,219;11-06-2020
155;551_161AR_23.6;Onbekend;6,571;6,622;11-06-2020
156;551_161AR_23.6;Onbekend;6,662;6,698;11-06-2020
157;551_161AR_23.6;Onbekend;10,22;10,435;11-06-2020
158;135_253V_21.5;Schrey & Veit, VICON-AMSA 54VS;1,35;1,48;11-06-2020
159;135_255V_21.5;Schrey & Veit, VICON-AMSA 54VS;1,35;1,481;11-06-2020
160;055_399AR_19.6;Onbekend;2,501;2,633;11-06-2020
161;055_399AR_19.6;Schrey & Veit, VICON-AMSA 5RQ;2,633;2,933;11-06-2020
162;055_399AR_19.6;Onbekend;2,933;3,232;11-06-2020
163;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;5,345;5,441;11-06-2020
164;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;6,083;6,607;11-06-2020
165;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;6,616;6,891;11-06-2020
166;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;7,243;7,389;11-06-2020
167;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;7,639;7,71;11-06-2020
168;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;7,719;8,409;11-06-2020
169;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;8,414;8,433;11-06-2020
170;055_399BV_19.7;Onbekend;2,396;2,528;11-06-2020
171;055_399BV_19.7;Schrey & Veit, VICON-AMSA 5RQ;2,528;2,828;11-06-2020
172;055_399BV_19.7;Onbekend;2,828;3,127;11-06-2020
173;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;3,618;3,746;11-06-2020
174;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;5,24;5,336;11-06-2020
175;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;5,978;6,088;11-06-2020
176;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;6,174;6,499;11-06-2020
177;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;6,508;6,782;11-06-2020
178;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;7,138;7,605;11-06-2020
179;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;7,614;8,304;11-06-2020
180;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;8,309;8,328;11-06-2020
181;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;0,083;0,379;11-06-2020
182;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;0,023;0,319;11-06-2020
183;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;5,094;5,177;11-06-2020
184;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,353;5,833;11-06-2020
185;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,813;7,444;11-06-2020
186;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;7,444;7,473;11-06-2020
187;055_413BV_29.6;Schrey & Veit, VICON-AMSA 54VS;7,507;7,715;11-06-2020
188;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;9,412;9,729;11-06-2020
189;055_399AR_19.6;Schrey & Veit, VICON-AMSA 54VS;9,729;9,892;11-06-2020
190;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;9,29;9,624;11-06-2020
191;055_399BV_19.7;Schrey & Veit, VICON-AMSA 54VS;9,624;9,761;11-06-2020
192;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;5,154;5,237;11-06-2020
193;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;7,505;7,533;11-06-2020
194;055_413AL_29.6;Schrey & Veit, VICON-AMSA 54VS;7,555;7,775;11-06-2020
195;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;10,35;10,535;11-06-2020
196;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,914;10,361;11-06-2020
197;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;9,174;9,905;11-06-2020
198;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,914;9,16;11-06-2020
199;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;8,454;8,795;11-06-2020
200;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;8,175;8,446;11-06-2020
201;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;7,753;7,825;11-06-2020
202;618_273AR_49.5;Schrey & Veit, VICON-AMSA 54VS;7,734;7,756;11-06-2020
203;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;5,744;7,415;11-06-2020
204;618_273AR_49.5;Schrey & Veit, VICON-AMSA 5RQ;2,374;3,035;11-06-2020
205;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,844;1,262;11-06-2020
206;618_273AR_49.5;Clipped Tuned, type Corus 54E1;0,463;0,823;11-06-2020
207;552_227AR_82.5;Clipped Tuned, type Corus 54E1;4,527;4,561;11-06-2020
208;552_227AR_82.5;Clipped Tuned, type Corus 54E1;4,38;4,527;11-06-2020
209;552_227AR_82.5;Clipped Tuned, type Corus 54E1;3,964;4,366;11-06-2020
210;552_229BV_82.6;Clipped Tuned, type Corus 54E1;4,308;4,325;11-06-2020
211;552_229BV_82.6;Clipped Tuned, type Corus 54E1;3,923;4,308;11-06-2020
212;654_427L_50.4;Clipped Tuned, type Corus 54E1;16,231;16,626;11-06-2020
213;654_427L_50.4;Clipped Tuned, type Corus 54E1;16,626;16,665;11-06-2020
214;550_41AV_25.3;Schrey & Veit, VICON-AMSA 54VS;3,531;3,542;11-06-2020
215;550_41AV_25.3;Schrey & Veit, VICON-AMSA 54VS;3,547;3,591;11-06-2020
216;133_1019R_8.7;Schrey & Veit, VICON-AMSA 54VS;2,585;2,772;11-06-2020
217;133_1019R_8.7;Schrey & Veit, VICON-AMSA 54VS;2,538;2,56;11-06-2020
218;133_1021L_8.8;Schrey & Veit, VICON-AMSA 54VS;2,734;2,762;11-06-2020
219;133_1021L_8.8;Schrey & Veit, VICON-AMSA 54VS;2,684;2,732;11-06-2020
220;133_1021L_8.8;Schrey & Veit, VICON-AMSA 54VS;2,637;2,67;11-06-2020
221;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,046;0,07;11-06-2020
222;047_41L_42.5;Schrey & Veit, VICON-AMSA 54VS;0,07;0,128;11-06-2020
223;531_2677L_34.7;Clipped Tuned, type Corus 54E1;1,437;1,666;11-06-2020
224;531_2677L_34.7;Clipped Tuned, type Corus 54E1;1,158;1,301;11-06-2020
225;531_2323R_33.8;Clipped Tuned, type Corus 54E1;0,57;0,732;11-06-2020
226;531_2323R_33.8;Clipped Tuned, type Corus 54E1;0,532;0,57;11-06-2020
227;531_2323R_33.8;Clipped Tuned, type Corus 54E1;0,048;0,107;11-06-2020
228;531_2321V_33.6;Clipped Tuned, type Corus 54E1;0,195;0,714;11-06-2020
229;531_2677L_34.7;Clipped Tuned, type Corus 54E1;0,847;1,187;11-06-2020
230;531_2677L_34.7;Glued Tuned, type Corus 54E1;0,282;0,371;11-06-2020
231;531_2327R_33.9;Clipped Tuned, type Corus 54E1;0,358;0,991;11-06-2020
232;555_387V_84.4;Schrey & Veit, VICON-AMSA 54VS;3,792;3,884;11-06-2020
233;135_273BV_22.2;Schrey & Veit, VICON-AMSA 54VS;16,02;16,816;11-06-2020
234;135_275BV_22.2;Schrey & Veit, VICON-AMSA 54VS;16,04;16,836;11-06-2020
235;135_2035V_40.5;Schrey & Veit, VICON-AMSA 54VS;1,011;1,277;11-06-2020
236;135_2035V_40.5;Schrey & Veit, VICON-AMSA 54VS;1,277;1,56;11-06-2020
237;135_2035V_40.5;Schrey & Veit, VICON-AMSA 54VS;1,56;1,921;11-06-2020
238;135_2035V_40.5;Schrey & Veit, VICON-AMSA 54VS;1,921;1,931;11-06-2020
239;135_2029V_40.4;Schrey & Veit, VICON-AMSA 54VS;1,093;1,358;11-06-2020
240;135_2029V_40.4;Schrey & Veit, VICON-AMSA 54VS;1,358;1,641;11-06-2020
241;135_2029V_40.4;Schrey & Veit, VICON-AMSA 54VS;1,641;2,003;11-06-2020
242;135_2029V_40.4;Schrey & Veit, VICON-AMSA 54VS;2,003;2,013;11-06-2020
243;079_171BV_14.2;Clipped Tuned, type Corus 54E1;0,117;0,705;11-06-2020
244;079_171BV_14.2;Clipped Tuned, type Corus 54E1;0;0,116;11-06-2020
245;079_171AR_14.3;Clipped Tuned, type Corus 54E1;0,178;0,766;11-06-2020
246;079_171AR_14.3;Clipped Tuned, type Corus 54E1;0,029;0,176;11-06-2020
247;079_169BV_14.3;Clipped Tuned, type Corus 54E1;0;0,033;11-06-2020
248;079_169AL_14.4;Clipped Tuned, type Corus 54E1;0,029;0,129;11-06-2020
249;079_163AL_15.0;Clipped Tuned, type Corus 54E1;0,558;0,596;11-06-2020
250;079_163BV_14.9;Clipped Tuned, type Corus 54E1;0,497;0,567;11-06-2020
251;163_959BV_44.3;Glued Tuned, type Corus 54E1;0,01;0,107;11-06-2020
252;520_31AL_27.9;Schrey & Veit, VICON-AMSA 54VS;0,312;0,376;11-06-2020
253;520_31BV_28.0;Schrey & Veit, VICON-AMSA 54VS;0,23;0,256;11-06-2020
254;520_45AR_28.3;Schrey & Veit, VICON-AMSA 54VS;0,037;0,08;11-06-2020
255;520_45BV_28.3;Schrey & Veit, VICON-AMSA 54VS;0,003;0,007;11-06-2020
256;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,837;0,912;11-06-2020
257;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,24;0,307;11-06-2020
258;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,307;0,365;11-06-2020
259;526_15AV_4.1;Clipped Tuned, type Corus 54E1;0,391;0,644;11-06-2020
260;526_15BL_4.2;Clipped Tuned, type Corus 54E1;0,536;0,587;11-06-2020
261;526_15BL_4.2;Clipped Tuned, type Corus 54E1;0,442;0,514;11-06-2020
262;927_9AV_904.3;Clipped Tuned, type Corus 54E1;0,587;0,738;11-06-2020
263;526_433BV_3.5;Clipped Tuned, type Corus 54E1;0;0,062;11-06-2020
264;526_433BV_3.5;Clipped Tuned, type Corus 54E1;0,062;0,156;11-06-2020
265;526_437R_3.5;Clipped Tuned, type Corus 54E1;0,039;0,095;11-06-2020
266;526_437R_3.5;Clipped Tuned, type Corus 54E1;0,095;0,22;11-06-2020
267;526_437L_3.5;Clipped Tuned, type Corus 54E1;0,037;0,096;11-06-2020
268;526_437L_3.5;Clipped Tuned, type Corus 54E1;0,096;0,22;11-06-2020
269;588_411AR_2.8;Clipped Tuned, type Corus 54E1;0,367;0,812;11-06-2020
270;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,261;0,541;11-06-2020
271;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,955;2,189;11-06-2020
272;588_351AL_1.2;Clipped Tuned, type Corus 54E1;2,009;2,195;11-06-2020
273;588_417BV_2.9;Clipped Tuned, type Corus 54E1;0,26;0,476;11-06-2020
274;526_435R_3.5;Clipped Tuned, type Corus 54E1;0,035;0,146;11-06-2020
275;526_435R_3.5;Clipped Tuned, type Corus 54E1;0,146;0,239;11-06-2020
276;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,135;0,226;11-06-2020
277;588_415BV_2.9;Clipped Tuned, type Corus 54E1;0,226;0,26;11-06-2020
278;588_417BV_2.9;Clipped Tuned, type Corus 54E1;0,135;0,227;11-06-2020
279;588_417BV_2.9;Clipped Tuned, type Corus 54E1;0,227;0,26;11-06-2020
280;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,812;1,904;11-06-2020
281;588_353AL_1.2;Clipped Tuned, type Corus 54E1;1,904;1,937;11-06-2020
282;588_351AL_1.2;Clipped Tuned, type Corus 54E1;1,86;1,952;11-06-2020
283;588_351AL_1.2;Clipped Tuned, type Corus 54E1;1,952;2,009;11-06-2020
284;588_415AR_2.9;Clipped Tuned, type Corus 54E1;0,19;0,257;11-06-2020
285;588_415AR_2.9;Clipped Tuned, type Corus 54E1;0,257;0,315;11-06-2020
286;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;4,402;4,805;11-06-2020
287;206_101V_12.2;Schrey & Veit, VICON-AMSA 54VS;3,142;3,195;11-06-2020
288;206_123V_18.2;Schrey & Veit, VICON-AMSA 54VS;0,119;0,169;11-06-2020
289;605_1AV_33.4;Schrey & Veit, VICON-AMSA 54VS;5,339;5,384;11-06-2020
290;009_115AR_148.1;Clipped Tuned, type Corus 54E1;0,601;0,697;11-06-2020
291;009_115AR_148.1;Clipped Tuned, type Corus 54E1;0,697;0,979;11-06-2020
292;009_115AR_148.1;Clipped Tuned, type Corus 54E1;1,158;1,253;11-06-2020
293;009_117R_148.2;Clipped Tuned, type Corus 54E1;0,53;0,602;11-06-2020
294;009_117R_148.2;Clipped Tuned, type Corus 54E1;0,602;0,656;11-06-2020
295;009_129V_148.9;Clipped Tuned, type Corus 54E1;0,004;0,215;11-06-2020
296;009_129V_148.9;Clipped Tuned, type Corus 54E1;0,382;0,463;11-06-2020
297;009_25BR_165.9;Clipped Tuned, type Corus 54E1;16,178;16,545;11-06-2020
298;009_25BR_165.9;Clipped Tuned, type Corus 54E1;16,147;16,284;11-06-2020
299;009_25AV_165.8;Clipped Tuned, type Corus 54E1;16,13;16,467;11-06-2020
300;009_25AV_165.8;Clipped Tuned, type Corus 54E1;16,101;16,231;11-06-2020
