ID;OBJECTTYPE;SPOORTAK_IDENTIFICATIE;GEOCODE_BEGIN;SUBCODE_BEGIN;NAAM_GEOCODE_BEGIN;KM_BEGIN;NR_BEGIN;KANTCODE_BEGIN;GEOCODE_EIND;SUBCODE_EIND;NAAM_GEOCODE_EIND;KM_EIND;NR_EIND;KANTCODE_EIND;NR_SUB;LENGTE;OBEGINTIJD;BEHEERDER;LENGTE_GEOM
312206;--VERVALLEN--;817_1247pV_200.2;817;e;Vlissingen Sloehaven;200,168;1247;L+R;817;e;Vlissingen Sloehaven;200,134;1249;L+R;p;0,034;2015-01-09;ProRail;0,033622
312207;--VERVALLEN--;817_1245V_200.1;817;e;Vlissingen Sloehaven;200,123;1245;V;817;e;Vlissingen Sloehaven;200,167;1247;LE;;0,028;2015-01-09;ProRail;0,027678
312208;--VERVALLEN--;508_2053L_91.2;508;;Arnhem;91,152;2053;L;508;;Arnhem;91,232;2059;L;;0,084;2015-01-09;ProRail;0,084175
312209;--VERVALLEN--;508_2053R_91.2;508;;Arnhem;91,152;2053;R;508;;Arnhem;91,213;2055;R;;0,064;2015-01-09;ProRail;0,064176
312210;--VERVALLEN--;508_2055L_91.2;508;;Arnhem;91,213;2055;L;508;;Arnhem;91,109;2057;L;;0,109;2015-01-09;ProRail;0,108904
312211;--VERVALLEN--;508_2057R_91.1;508;;Arnhem;91,109;2057;R;508;;Arnhem;92,113;2145;L;;1,006;2015-01-09;ProRail;1,006464
312212;--VERVALLEN--;536_221BpV_60.6;536;;Den Haag HS;60,597;221B;L+R;536;;Den Haag HS;60,567;223A;L+R;p;0,031;2015-01-09;ProRail;0,031162
312213;--VERVALLEN--;536_223AL_60.6;536;;Den Haag HS;60,567;223A;LE;536;;Den Haag HS;60,712;243B;RE;;0,114;2015-01-09;ProRail;0,114143
312214;--VERVALLEN--;536_309BqV_61.5;536;;Den Haag HS;61,529;309B;L+R;536;;Den Haag HS;61,498;311A;L+R;q;0,031;2015-01-09;ProRail;0,031387
312215;--VERVALLEN--;531_2425R_1.8;531;d;Utrecht Centraal;1,792;2425;R;531;d;Utrecht Centraal;1,685;2427;R;;0,106;2018-10-29;ProRail;0,106281
312216;--VERVALLEN--;822_7207R_102.5;822;a;Zwijndrecht Groote Lindt;102,472;7207;R;822;a;Zwijndrecht Groote Lindt;102,837;7211;L;;0,37;2015-01-09;ProRail;0,370151
312217;--VERVALLEN--;133_1155AL_19.3;133;a;Amsterdam Riekerpolder - Warmond;19,256;1155A;L;133;a;Amsterdam Riekerpolder - Warmond;19,302;1159A;V;;0,047;2015-03-30;ProRail;0,047319
312218;--VERVALLEN--;817_975V_200.3;817;e;Vlissingen Sloehaven;200,31;975;V;817;e;Vlissingen Sloehaven;200,253;1265;LE;;0,04;2015-01-09;ProRail;0,039846
312219;--VERVALLEN--;477_41R_200.3;477;b;Rotterdam Europoort 3;200,306;41;R;477;b;Rotterdam Europoort 3;200,574;42;V;;0,268;2015-01-09;ProRail;0,268495
312220;--VERVALLEN--;478_1163pV_0.7;478;a;Rotterdam Europoort 4;0,732;1163;L+R;478;a;Rotterdam Europoort 4;0,766;1165;L+R;p;0,034;2015-01-09;ProRail;0,033639
309826;--VERVALLEN--;119_121BR_21.3;119;a;Lage Zwaluwe - Dordrecht;21,288;121B;R;119;a;Lage Zwaluwe - Dordrecht;28,09;1113A;V;;6,814;2015-01-09;ProRail;6,814313
309827;--VERVALLEN--;516_901R_1.8;516;a;Blerick;1,807;901;R;516;a;Blerick;2,123;911;R;;0,327;2015-01-09;ProRail;0,327029
309828;--VERVALLEN--;516_279L_1.7;516;a;Blerick;1,735;279;L;516;a;Blerick;1,807;901;V;;0,074;2015-01-09;ProRail;0,074036
309829;--VERVALLEN--;924_3633L_35.9;924;a;Kijfhoek;35,922;3633;L;924;a;Kijfhoek;36,682;3725;R;;0,769;2015-01-09;ProRail;0,768588
309830;--VERVALLEN--;924_3633R_35.9;924;a;Kijfhoek;35,922;3633;R;924;a;Kijfhoek;36,682;3725;L;;0,767;2015-01-09;ProRail;0,767442
309831;--VERVALLEN--;810_7001AR_1.2;810;a;Dordrecht Industrieterrein Aansl. De Staart;1,238;7001A;RE;810;a;Dordrecht Industrieterrein Aansl. De Staart;1,632;7005;L;;0,377;2015-01-09;ProRail;0,377023
309832;--VERVALLEN--;541_141AL_2.2;541;a;Weesp Aansl.;2,213;141A;L;541;a;Weesp Aansl.;2,315;141B;L;;0,103;2015-01-09;ProRail;0,102557
309833;--VERVALLEN--;017_47L_69.7;017;;Amersfoort Aansl. - Hattemerbroek;69,686;47;L;017;;Amersfoort Aansl. - Hattemerbroek;70,609;57B;R;;0,925;2015-01-09;ProRail;0,924966
309834;--VERVALLEN--;608_67R_88.9;608;b;Apeldoorn;88,9;67;RE;208;;Apeldoorn - Zutphen;96,363;185;V;;7,451;2015-01-09;ProRail;7,451261
310035;--VERVALLEN--;203_363AR_47.2;203;;Mariënberg - Emmen;47,215;363A;R;203;;Mariënberg - Emmen;47,381;365B;L;;0,166;2015-01-09;ProRail;0,166112
310036;--VERVALLEN--;203_363AL_47.2;203;;Mariënberg - Emmen;47,215;363A;L;203;;Mariënberg - Emmen;47,274;363B;L;;0,059;2015-01-09;ProRail;0,059487
310037;--VERVALLEN--;203_363BV_47.3;203;;Mariënberg - Emmen;47,274;363B;V;203;;Mariënberg - Emmen;47,321;365A;V;;0,047;2015-01-09;ProRail;0,047286
310038;--VERVALLEN--;518_183pV_64.6;518;;Weert;64,589;183;L+R;518;;Weert;64,555;185;L+R;p;0,034;2015-01-09;ProRail;0,03367
310039;--VERVALLEN--;518_183qV_64.6;518;;Weert;64,589;183;L+R;518;;Weert;64,555;185;L+R;q;0,034;2015-01-09;ProRail;0,033666
310040;--VERVALLEN--;518_181V_64.5;518;;Weert;64,545;181;V;518;;Weert;64,589;183;LE;;0,027;2015-01-09;ProRail;0,026636
310041;--VERVALLEN--;518_185R_64.6;518;;Weert;64,555;185;RE;518;;Weert;64,668;SJ_185R;V;;0,095;2015-01-09;ProRail;0,095336
310042;--VERVALLEN--;518_131R_63.6;518;;Weert;63,614;131;R;518;;Weert;64,245;147;V;;0,634;2015-01-09;ProRail;0,633745
310043;--VERVALLEN--;518_147L_64.2;518;;Weert;64,245;147;L;518;;Weert;64,308;149;L;;0,064;2015-01-09;ProRail;0,064239
310044;--VERVALLEN--;803_84AqV_103.8;803;h;Delfzijl Stamlijn Havenschap;103,78;84A;L+R;803;h;Delfzijl Stamlijn Havenschap;103,815;84B;L+R;q;0,034;2015-01-09;ProRail;0,03367
310045;--VERVALLEN--;550_97AR_25.8;550;;Leeuwarden;25,837;97A;R;550;;Leeuwarden;25,931;SJ_97AR;V;;0,094;2015-01-09;ProRail;0,09408
310046;--VERVALLEN--;011_72V_68.9;011;;Assen - Haren;68,918;72;V;011;;Assen - Haren;68,945;74;L;;0,027;2015-01-09;ProRail;0,0272
310047;--VERVALLEN--;011_73R_68.9;011;;Assen - Haren;68,881;73;R;011;;Assen - Haren;68,945;74;R;;0,064;2015-01-09;ProRail;0,06388
310048;--VERVALLEN--;011_68ApV_69.0;011;;Assen - Haren;69,007;68A;L+R;011;;Assen - Haren;69,041;68B;L+R;p;0,034;2015-01-09;ProRail;0,034151
310049;--VERVALLEN--;518_133R_63.6;518;;Weert;63,61;133;R;518;;Weert;63,667;135;V;;0,057;2015-01-09;ProRail;0,057061
310050;--VERVALLEN--;518_111V_63.3;518;;Weert;63,336;111;V;518;;Weert;63,61;133;V;;0,276;2015-01-09;ProRail;0,276018
310051;--VERVALLEN--;143_912BR_17.9;143;;Leidschenveen - Leidschendam Lijnwerkplaats;17,856;912B;RE;922;;Leidschendam Lijnwerkplaats;17,932;913;V;;0,064;2015-01-09;ProRail;0,064227
310052;--VERVALLEN--;922_915L_18.0;922;;Leidschendam Lijnwerkplaats;18,021;915;L;922;;Leidschendam Lijnwerkplaats;18,061;916;V;;0,041;2015-01-09;ProRail;0,040721
310238;--VERVALLEN--;927_3083AR_905.7;927;;Watergraafsmeer;905,693;3083A;RE;927;;Watergraafsmeer;905,791;3083B;R;;0,084;2015-01-09;ProRail;0,084161
310239;--VERVALLEN--;927_936L_906.0;927;;Watergraafsmeer;906,022;936;L;927;;Watergraafsmeer;905,791;3083B;V;;0,233;2015-01-09;ProRail;0,23338
310240;--VERVALLEN--;940_369qV_43.2;940;;Amersfoort Bokkeduinen;43,242;369;L+R;940;;Amersfoort Bokkeduinen;43,208;371A;L+R;q;0,034;2015-01-09;ProRail;0,033699
310241;--VERVALLEN--;940_367V_43.2;940;;Amersfoort Bokkeduinen;43,196;367;V;940;;Amersfoort Bokkeduinen;43,242;369;LE;;0,029;2015-01-09;ProRail;0,029077
310242;--VERVALLEN--;940_361BV_43.2;940;;Amersfoort Bokkeduinen;43,197;361B;V;940;;Amersfoort Bokkeduinen;43,242;369;RE;;0,029;2015-01-09;ProRail;0,02885
310243;--VERVALLEN--;950_914L_7.2;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,221;914;L;950;a;Barendrecht Vork - Rotterdam Maasvlakte;7,351;SJ_914L;V;;0,133;2015-01-09;ProRail;0,132855
310244;--VERVALLEN--;017_51AL_70.0;017;;Amersfoort Aansl. - Hattemerbroek;69,993;51A;L;017;;Amersfoort Aansl. - Hattemerbroek;70,057;51B;L;;0,065;2015-01-09;ProRail;0,064673
310245;--VERVALLEN--;017_51BR_70.1;017;;Amersfoort Aansl. - Hattemerbroek;70,057;51B;R;017;;Amersfoort Aansl. - Hattemerbroek;69,864;SJ_51BR;V;;0,193;2015-01-09;ProRail;0,193416
310246;--VERVALLEN--;486_93V_203.8;486;c;Amsterdam Westhaven (gebied);203,8;93;V;486;c;Amsterdam Westhaven (gebied);204,421;100;V;;0,622;2015-01-09;ProRail;0,621825
310247;--VERVALLEN--;607_904R_43.4;607;b;Winterswijk;43,409;904;R;607;b;Winterswijk;43,448;905;V;;0,039;2015-01-09;ProRail;0,038836
310248;--VERVALLEN--;305_49AL_19.1;305;;Stadskanaal Hoofdstation - Zuidbroek;19,063;49A;L;305;;Stadskanaal Hoofdstation - Zuidbroek;18,993;49B;L;;0,069;2015-01-09;ProRail;0,069022
310249;--VERVALLEN--;305_49BV_19.0;305;;Stadskanaal Hoofdstation - Zuidbroek;18,993;49B;V;305;;Stadskanaal Hoofdstation - Zuidbroek;18,19;51;V;;0,802;2015-01-09;ProRail;0,802018
310250;--VERVALLEN--;107_271AR_1.7;107;;Moordrecht Aansl. - Den Haag Binckhorst;1,67;271A;R;107;;Moordrecht Aansl. - Den Haag Binckhorst;1,892;273B;L;;0,223;2015-01-09;ProRail;0,22331
310251;--VERVALLEN--;107_273AR_1.8;107;;Moordrecht Aansl. - Den Haag Binckhorst;1,79;273A;R;107;;Moordrecht Aansl. - Den Haag Binckhorst;1,892;273B;R;;0,103;2015-01-09;ProRail;0,102971
310415;--VERVALLEN--;166_2147R_135.2;166;;Rotterdam Westelijke Splitsing - Nieuw Vennep;135,209;2147;R;166;;Rotterdam Westelijke Splitsing - Nieuw Vennep;135,456;2149;R;;0,247;2015-01-09;ProRail;0,246755
310416;--VERVALLEN--;166_2149V_135.5;166;;Rotterdam Westelijke Splitsing - Nieuw Vennep;135,456;2149;V;166;;Rotterdam Westelijke Splitsing - Nieuw Vennep;135,557;2153;V;;0,101;2015-01-09;ProRail;0,101113
310417;--VERVALLEN--;109_241AL_31.1;109;;Rhenen - De Haar Aansl.;31,115;241A;L;109;;Rhenen - De Haar Aansl.;31,046;241B;L;;0,069;2015-01-09;ProRail;0,068783
310418;--VERVALLEN--;109_231AR_32.5;109;;Rhenen - De Haar Aansl.;32,512;231A;R;109;;Rhenen - De Haar Aansl.;32,409;231B;R;;0,103;2015-01-09;ProRail;0,102632
310419;--VERVALLEN--;109_231AL_32.5;109;;Rhenen - De Haar Aansl.;32,512;231A;L;109;;Rhenen - De Haar Aansl.;32,24;233B;R;;0,271;2015-01-09;ProRail;0,271122
310420;--VERVALLEN--;506_73L_43.3;506;b;Amersfoort;43,297;73;L;506;b;Amersfoort;43,711;565;L;;0,377;2015-01-09;ProRail;0,377179
