ID;SPOORTAK_IDENTIFICATIE;RAILDEMPER_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
44;050_463AR_4.2;Clipped Tuned, type Corus 54E1;1,984;2,464;22-6-2015
45;050_465R_4.3;Clipped Tuned, type Corus 54E1;0,027;2,096;22-6-2015
46;051_299V_50.6;Schrey & Veit, VICON-AMSA 5RQ;1,25;1,428;22-6-2015
47;054_1001AV_57.2;Clipped Tuned, type Corus 54E1;0,299;0,674;22-6-2015
48;054_1001BR_57.4;Clipped Tuned, type Corus 54E1;0,406;0,781;22-6-2015
49;054_1003AV_57.3;Clipped Tuned, type Corus 54E1;0,37;0,745;22-6-2015
50;054_1005AV_57.3;Clipped Tuned, type Corus 54E1;0,37;0,745;22-6-2015
51;054_1275AR_43.6;Clipped Tuned, type Corus 54E1;3,59;6,928;22-6-2015
52;054_1273AR_43.1;Clipped Tuned, type Corus 54E1;6,525;7,375;22-6-2015
53;054_1315AR_47.4;Clipped Tuned, type Corus 54E1;2,36;3,21;22-6-2015
54;054_1315BV_47.5;Clipped Tuned, type Corus 54E1;2,253;3,103;22-6-2015
55;055_399AR_19.6;Schrey & Veit, VICON-AMSA 5RQ;2,633;2,933;22-6-2015
56;055_399BV_19.7;Schrey & Veit, VICON-AMSA 5RQ;2,528;2,828;22-6-2015
57;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,413;5,893;22-6-2015
58;055_413AL_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,873;7,53;22-6-2015
59;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;5,353;5,833;22-6-2015
60;055_413BV_29.6;Schrey & Veit, VICON-AMSA 5RQ;6,813;7,473;22-6-2015
61;057_1AV_5.5;Clipped Tuned, type Corus 54E1;3,184;3,508;22-6-2015
62;057_1AV_5.5;Schrey & Veit, VICON-AMSA 54VS;2,313;3,13;22-6-2015
63;057_1AV_5.5;Schrey & Veit, VICON-AMSA 54VS;2,012;2,26;22-6-2015
64;057_1AV_5.5;Clipped Tuned, type Corus 54E1;0,458;0,758;22-6-2015
65;057_1BL_5.6;Clipped Tuned, type Corus 54E1;3,272;3,584;22-6-2015
66;057_1BL_5.6;Clipped Tuned, type Corus 54E1;2,384;3,211;22-6-2015
67;057_1BL_5.6;Clipped Tuned, type Corus 54E1;0,534;0,834;22-6-2015
68;063_31AV_13.7;Clipped Tuned, type Corus 54E1;3,355;3,726;22-6-2015
69;063_31AV_13.7;Clipped Tuned, type Corus 54E1;6,576;6,926;22-6-2015
70;078_207R_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,372;1,003;22-6-2015
71;078_209L_64.9;Schrey & Veit, VICON-AMSA 5RQ;0,368;0,765;22-6-2015
72;078_231AL_66.0;Schrey & Veit, VICON-AMSA 5RQ;0,031;0,513;22-6-2015
73;078_231BV_66.0;Schrey & Veit, VICON-AMSA 5RQ;0,003;0,452;22-6-2015
74;084_7AR_9.4;Schrey & Veit, VICON-AMSA 5RQ;0;0,391;22-6-2015
75;084_7BV_9.5;Schrey & Veit, VICON-AMSA 5RQ;0;0,393;22-6-2015
76;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;6,736;6,856;22-6-2015
77;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;7,171;7,346;22-6-2015
78;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;7,766;8,146;22-6-2015
79;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;8,411;9,086;22-6-2015
80;085_215AL_19.8;Schrey & Veit, VICON-AMSA 54VS;10,411;10,641;22-6-2015
81;085_215BV_19.9;Schrey & Veit, VICON-AMSA 54VS;6,672;6,792;22-6-2015
82;085_215BV_19.9;Schrey & Veit, VICON-AMSA 54VS;7,107;7,282;22-6-2015
83;085_215BV_19.9;Schrey & Veit, VICON-AMSA 54VS;7,702;8,082;22-6-2015
84;085_215BV_19.9;Schrey & Veit, VICON-AMSA 54VS;8,347;9,022;22-6-2015
85;085_215BV_19.9;Schrey & Veit, VICON-AMSA 54VS;10,447;10,577;22-6-2015
86;087_21AR_21.8;Clipped Tuned, type Corus 54E1;0,481;0,704;22-6-2015
87;087_3L_21.1;Clipped Tuned, type Corus 54E1;0,571;0,699;22-6-2015
88;087_7L_21.1;Clipped Tuned, type Corus 54E1;0,572;0,787;22-6-2015
89;087_7R_21.1;Clipped Tuned, type Corus 54E1;0,572;0,787;22-6-2015
90;089_259BV_45.6;Clipped Tuned, type Corus 54E1;0,245;0,445;22-6-2015
91;089_261AL_45.6;Clipped Tuned, type Corus 54E1;0,17;0,37;22-6-2015
92;089_261BV_45.7;Clipped Tuned, type Corus 54E1;0,087;0,287;22-6-2015
93;089_271R_46.0;Clipped Tuned, type Corus 54E1;0,267;0,527;22-6-2015
94;089_273AL_46.2;Clipped Tuned, type Corus 54E1;0,146;0,421;22-6-2015
95;093_1005L_6.2;Clipped Tuned, type Corus 54E1;2,153;2,534;22-6-2015
96;093_1007R_5.8;Clipped Tuned, type Corus 54E1;1,766;2,181;22-6-2015
97;094_1065L_3.5;Clipped Tuned, type Corus 54E1;0,1;0,622;22-6-2015
98;094_1065R_3.5;Clipped Tuned, type Corus 54E1;0;0,874;22-6-2015
99;094_1069AV_3.3;Clipped Tuned, type Corus 54E1;0,046;0,456;22-6-2015
100;094_1069BL_3.4;Clipped Tuned, type Corus 54E1;0;0,471;22-6-2015
101;094_1079BL_2.8;Clipped Tuned, type Corus 54E1;0,047;1,051;22-6-2015
102;094_1091AV_2.5;Clipped Tuned, type Corus 54E1;0;0,615;22-6-2015
103;094_1091BL_2.7;Clipped Tuned, type Corus 54E1;0,047;0,873;22-6-2015
