ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
52998235;822_7211V_102.8;T;0,000000;0,189000;40;2016-01-06
52998241;531_1395BL_34.8;T;0,000000;0,077000;onbekend;2016-01-06
52998243;531_151BR_35.2;T;0,000000;0,270000;onbekend;2016-01-06
52998244;555_355pV_84.2;T;0,000000;0,042000;60;2016-01-06
52998245;058_1V_55.4;T;0,000000;2,169000;onbekend;2016-01-06
52998248;555_363qV_84.3;T;0,000000;0,042000;60;2016-01-06
52998249;133_1015V_8.7;T;0,000000;0,034000;onbekend;2016-01-06
52998031;543_149BL_45.0;T;0,000000;0,085000;40;2016-01-06
52998032;543_149BpV_45.0;T;0,000000;0,031000;40;2016-01-06
52998299;503_189L_40.9;T;0,000000;0,357000;onbekend;2016-01-06
52998300;828_969L_101.0;T;0,000000;1,027000;onbekend;2016-01-06
52998301;555_525AqV_83.2;T;0,000000;0,031000;40;2016-01-06
52998302;555_265BpV_83.5;T;0,000000;0,032000;40;2016-01-06
52998303;555_249qV_83.5;T;0,000000;0,031000;40;2016-01-06
52998304;555_367qV_84.3;T;0,000000;0,042000;60;2016-01-06
52998305;555_349qV_84.3;T;0,000000;0,042000;60;2016-01-06
52998306;127_461BqV_73.2;T;0,000000;0,031000;80;2016-01-06
52998307;129_24L_30.2;T;0,000000;0,506000;onbekend;2016-01-06
52998308;531_1311AL_34.6;T;0,000000;0,039000;onbekend;2016-01-06
52998309;531_1369AR_34.7;T;0,000000;0,045000;onbekend;2016-01-06
52998310;531_1409BL_34.8;T;0,000000;0,018000;onbekend;2016-01-06
52993765;553_259AR_21.7;T;0,000000;0,316000;40;2016-01-06
52993766;063_259BV_2.6;T;0,000000;0,009000;130;2016-01-06
52993767;553_259BR_21.8;T;0,000000;0,160000;40;2016-01-06
52993768;553_259BV_21.8;T;0,000000;0,248000;40;2016-01-06
52993769;063_261AL_2.6;T;0,000000;0,103000;80;2016-01-06
52993770;063_261BV_2.7;T;0,000000;0,007000;130;2016-01-06
52993830;060_425V_57.9;T;0,071000;5,422000;100;2016-01-06
52993831;062_431L_38.1;T;0,000000;0,107000;60;2016-01-06
52993832;062_431R_38.1;T;0,000000;1,045000;130;2016-01-06
52993833;062_433AL_38.1;T;0,000000;0,968000;130;2016-01-06
52993834;062_433AR_38.1;T;0,000000;0,060000;40;2016-01-06
52993835;062_433BV_38.2;T;0,000000;0,845000;40;2016-01-06
52993836;060_435V_58.2;T;0,000000;0,025000;100;2016-01-06
52993837;060_435V_58.2;T;0,025000;6,713000;100;2016-01-06
52993838;060_445L_64.9;T;0,000000;0,892000;100;2016-01-06
52993839;060_445L_64.9;T;0,892000;0,966000;100;2016-01-06
52995325;515_309BV_51.0;T;0,000000;0,758000;80;2016-01-06
52995326;614_401AL_48.6;T;0,000000;0,084000;40;2016-01-06
52995327;614_401AR_48.6;T;0,000000;0,069000;40;2016-01-06
52995328;614_401AV_48.6;T;0,000000;0,183000;40;2016-01-06
52995329;614_401BL_48.7;T;0,000000;0,305000;40;2016-01-06
52995330;614_401BV_48.7;T;0,000000;0,022000;40;2016-01-06
52995331;614_402L_48.5;T;0,000000;0,053000;40;2016-01-06
52995332;614_402R_48.5;T;0,000000;0,121000;40;2016-01-06
52995333;614_403AL_48.4;T;0,000000;0,051000;40;2016-01-06
52995334;614_403AL_48.4;T;0,051000;0,127000;60;2016-01-06
52995335;614_403AR_48.4;T;0,000000;0,029000;40;2016-01-06
52995336;614_403ApV_48.4;T;0,000000;0,031000;40;2016-01-06
52995337;614_404L_48.4;T;0,000000;0,232000;40;2016-01-06
52995338;614_404R_48.4;T;0,000000;0,041000;40;2016-01-06
52995559;530_113AL_12.3;T;0,000000;0,083000;60;2016-01-06
52995560;530_113AR_12.3;T;0,000000;0,227000;130;2016-01-06
52995561;530_113BV_12.3;T;0,000000;0,017000;130;2016-01-06
52995122;124_211R_3.9;T;0,000000;0,553000;40;2016-01-06
52995123;124_213pV_4.4;T;0,000000;0,034000;40;2016-01-06
52995124;124_215L_4.4;T;0,000000;0,099000;40;2016-01-06
52995125;124_311AL_18.4;T;0,000000;0,103000;80;2016-01-06
52995126;047_317L_56.5;T;0,000000;0,085000;40;2016-01-06
52995127;047_317R_56.5;T;0,000000;0,108000;40;2016-01-06
52995128;047_317V_56.5;T;0,000000;0,205000;40;2016-01-06
52993801;553_313R_22.3;T;0,000000;0,017000;40;2016-01-06
52993802;553_315V_22.4;T;0,000000;0,047000;70;2016-01-06
52993803;553_317AL_22.3;T;0,000000;0,228000;40;2016-01-06
52993804;553_317AR_22.3;T;0,000000;0,081000;40;2016-01-06
52993805;553_317BV_22.4;T;0,000000;0,056000;70;2016-01-06
52993806;553_319V_22.5;T;0,000000;0,024000;80;2016-01-06
52993807;553_321V_22.5;T;0,000000;0,127000;80;2016-01-06
52993808;553_323AL_22.5;T;0,000000;0,238000;80;2016-01-06
52993809;553_323AR_22.5;T;0,000000;0,110000;80;2016-01-06
52993810;553_323BV_22.6;T;0,000000;0,018000;80;2016-01-06
52993811;553_325AL_22.6;T;0,000000;0,110000;80;2016-01-06
52993812;553_325AR_22.6;T;0,000000;0,165000;80;2016-01-06
52993813;553_325AR_22.6;T;0,165000;0,200000;130;2016-01-06
52993565;519_97BV_47.4;T;0,014000;5,693000;130;2016-01-06
52993566;519_97BV_47.4;T;5,693000;5,753000;130;2016-01-06
52993567;517_99AL_69.4;T;0,000000;0,120000;40;2016-01-06
52993568;517_99AR_69.4;T;0,000000;0,137000;40;2016-01-06
52998311;531_505BpV_35.7;T;0,000000;0,031000;40;2016-01-06
52998313;531_1203BpV_34.5;T;0,000000;0,031000;40;2016-01-06
52998314;531_1273BpV_34.5;T;0,000000;0,031000;40;2016-01-06
52998315;531_1311AR_34.6;T;0,000000;0,102000;onbekend;2016-01-06
52998318;603_129AV_3.2;T;0,000000;0,026000;onbekend;2016-01-06
52994347;127_419AL_49.6;T;0,216000;4,484000;140;2016-01-06
52994348;127_419AR_49.6;T;0,000000;0,064000;40;2016-01-06
52994349;127_419BV_49.6;T;0,000000;0,055000;80;2016-01-06
52994350;127_421L_49.7;T;0,000000;0,062000;80;2016-01-06
52994351;127_421L_49.7;T;0,062000;0,097000;140;2016-01-06
52993753;063_257AR_2.3;T;0,000000;8,305000;100;2016-01-06
52993754;063_257AR_2.3;T;8,305000;8,369000;100;2016-01-06
52993840;060_445R_64.9;T;0,000000;0,965000;40;2016-01-06
52993841;062_451AL_39.0;T;0,000000;0,064000;40;2016-01-06
52997361;926_35V_1.8;T;0,000000;0,118000;40;2016-01-06
52997362;603_41L_48.2;T;0,000000;0,642000;40;2016-01-06
52997363;603_41R_48.2;T;0,000000;0,437000;60;2016-01-06
52997364;603_41R_48.2;T;0,437000;0,606000;60;2016-01-06
52997365;603_41R_48.2;T;0,606000;0,710000;40;2016-01-06
52997366;926_43L_1.9;T;0,000000;0,487000;40;2016-01-06
52997367;926_43R_1.9;T;0,000000;0,066000;40;2016-01-06
52997368;926_43R_1.9;T;0,066000;0,316000;40;2016-01-06
52997369;926_43R_1.9;T;0,316000;0,353000;>=0;2016-01-06
52997370;603_65V_2.4;T;0,000000;0,017000;40;2016-01-06
52997371;603_67L_2.4;T;0,000000;0,097000;40;2016-01-06
52997372;603_67R_2.4;T;0,000000;0,038000;40;2016-01-06
52997373;603_69AL_2.4;T;0,000000;0,087000;40;2016-01-06
52997374;603_69AR_2.4;T;0,000000;0,094000;40;2016-01-06
52997375;603_69BV_2.4;T;0,000000;0,024000;40;2016-01-06
52995129;124_901L_100.0;T;0,000000;0,200000;40;2016-01-06
52995130;124_901R_100.0;T;0,000000;0,176000;40;2016-01-06
52995131;124_901V_100.0;T;0,000000;0,036000;40;2016-01-06
52995132;124_902L_3.5;T;0,000000;0,195000;40;2016-01-06
52995133;124_902V_3.5;T;0,000000;0,035000;40;2016-01-06
52995134;124_903V_3.5;T;0,000000;0,007000;40;2016-01-06
52995135;124_904L_3.5;T;0,000000;0,034000;40;2016-01-06
52995136;124_904R_3.5;T;0,000000;0,041000;40;2016-01-06
52995137;124_905L_3.4;T;0,000000;0,542000;40;2016-01-06
52995138;124_905R_3.4;T;0,000000;0,581000;40;2016-01-06
52995139;124_906L_3.1;T;0,000000;0,352000;40;2016-01-06
52995140;124_906R_3.1;T;0,000000;0,352000;40;2016-01-06
52995141;124_906V_3.1;T;0,000000;0,197000;40;2016-01-06
52995142;124_907V_2.9;T;0,000000;0,039000;40;2016-01-06
52995143;124_908V_2.8;T;0,000000;0,037000;40;2016-01-06
52994971;200_171V_8.4;T;0,205000;4,356000;80;2016-01-06
52994972;200_171V_8.4;T;4,356000;4,365000;80;2016-01-06
52995186;117_1BL_15.5;T;5,505000;5,625000;140;2016-01-06
52993569;517_99BV_69.6;T;0,000000;0,204000;40;2016-01-06
52993570;063_101BV_19.2;T;0,000000;0,053000;130;2016-01-06
52993571;063_103AL_19.3;T;0,000000;0,093000;130;2016-01-06
52993572;063_103AL_19.3;T;0,093000;1,478000;130;2016-01-06
52993573;063_103AL_19.3;T;1,478000;1,518000;130;2016-01-06
52993574;063_103AR_19.3;T;0,000000;0,057000;40;2016-01-06
