ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
53102149;950_97AR_41.5;BVL;Europoort;0,000;0,060;2016-01-07
53102154;950_97BV_41.6;BASIS;Europoort;0,000;0,041;2016-01-07
53102155;950_97BV_41.6;BAAN;Europoort;0,000;0,041;2016-01-07
53102156;950_97BV_41.6;BVL;Europoort;0,000;0,041;2016-01-07
53102138;544_1129AL_1.2;BASIS;Breda;0,000;0,094;2016-01-07
53102139;089_259BV_45.6;BVL;Amersfoort;0,000;0,600;2016-01-07
53102161;586_231BV_81.0;BAAN;Amsterdam;0,000;0,024;2016-01-07
53102163;586_231BV_81.0;BASIS;Amsterdam;0,000;0,024;2016-01-07
53102165;586_231BV_81.0;BVL;Amsterdam;0,000;0,024;2016-01-07
53101366;666_4243V_48.9;BVL;A15trace;0,000;2,981;2016-01-07
53101370;617_1113AR_38.9;BAAN;Boxtel;0,000;0,642;2016-01-07
53101372;617_1113AR_38.9;BVL;Boxtel;0,000;0,642;2016-01-07
53101373;617_1113AR_38.9;BASIS;Boxtel;0,000;0,642;2016-01-07
53101605;553_253L_21.4;BASIS;Roermond;0,000;0,242;2016-01-07
53101608;524_253AR_70.3;BAAN;Alkmaar;0,000;0,119;2016-01-07
53101610;524_253AR_70.3;BASIS;Alkmaar;0,000;0,119;2016-01-07
53101612;524_253AR_70.3;BVL;Alkmaar;0,000;0,119;2016-01-07
53101602;553_253L_21.4;BAAN;Roermond;0,000;0,242;2016-01-07
53101614;624_221BR_32.9;BVL;Rijn en Gouwe;0,000;0,037;2016-01-07
53101616;624_221BR_32.9;BASIS;Rijn en Gouwe;0,000;0,037;2016-01-07
53101617;624_221BR_32.9;BAAN;Rijn en Gouwe;0,000;0,037;2016-01-07
53101620;152_4121L_30.5;BASIS;A15trace;0,000;16,049;2016-01-07
53101621;666_4207V_247.5;BVL;A15trace;0,000;0,083;2016-01-07
53101622;666_4207V_247.5;BAAN;A15trace;0,000;0,083;2016-01-07
53101627;666_4207V_247.5;BASIS;A15trace;0,000;0,083;2016-01-07
53101925;510_417L_10.3;BASIS;Maas en Waal;0,000;0,111;2016-01-07
53101926;510_417L_10.3;BAAN;Maas en Waal;0,000;0,111;2016-01-07
53101927;510_417L_10.3;BVL;Maas en Waal;0,000;0,111;2016-01-07
