ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT
1059224;503_133BqV_42.9;0,000000;0,034000;503_c;42,901000;42,933000
1059225;517_67BpV_69.3;0,000000;0,034000;517_b;69,330000;69,292000
1059226;527_119AR_17.4;0,000000;0,048000;527_c;17,374000;17,423000
1059227;132_960R_49.1;0,000000;0,150000;132__;49,055000;48,905000
1059228;550_101BV_26.0;0,000000;0,296000;550__;25,950000;26,250000
1059229;517_37BpV_69.1;0,000000;0,034000;517_b;69,087000;69,053000
1059230;522_207BV_58.1;0,000000;0,172000;522_b;58,108000;58,279000
1059231;603_183BV_4.1;0,065000;0,165000;603_b;72,200000;72,100000
1059232;924_10-11L_35.3;0,000000;0,884000;924_a;35,303000;34,424000
1059233;093_73BV_9.2;0,000000;1,867000;093__;9,233000;11,100000
1059234;950_65R_40.9;0,000000;0,215000;950_a;40,897000;41,112000
1059235;552_227AR_82.5;3,363000;3,963000;549_b;71,400000;70,800000
1059236;950_819AL_10.5;0,000000;0,110000;950_a;10,509000;10,618000
1059237;519_95BV_47.3;0,438000;5,873000;059__;87,100000;81,666000
1059238;094_1079AR_2.7;0,000000;0,102000;094__;2,735000;2,836000
1059239;135_917ApV_45.8;0,000000;0,032000;135__;45,770000;45,801000
1059240;517_67AL_69.3;0,000000;0,055000;517_b;69,250000;69,313000
1059241;516_923V_2.1;0,000000;0,058000;516_a;2,062000;2,122000
1059242;087_57R_24.2;0,000000;1,645000;087__;24,174000;25,817000
1059243;479_1617V_300.3;0,000000;0,314000;479_a;300,288000;300,597000
1059244;049_9BR_25.9;0,000000;7,296000;049__;25,907000;18,600000
1059245;524_267AL_70.5;0,000000;0,136000;524_b;70,505000;70,641000
1059246;504_31R_17.5;0,000000;0,040000;504_b;17,512000;17,552000
1059247;506_87AR_43.9;0,000000;0,044000;506_b;43,869000;43,892000
1059248;534_1105BV_46.2;0,000000;0,024000;534_b;46,220000;46,243000
1059249;305_52R_18.0;0,000000;0,804000;305__;18,038000;17,248000
1059250;115_33AR_6.1;0,000000;0,048000;115_a;6,106000;6,154000
1059251;618_255V_50.0;0,000000;0,105000;618_b;50,019000;49,913000
1059252;005_65V_110.1;0,000000;4,085000;005__;110,124000;114,190000
1059253;950_69R_40.9;0,000000;0,041000;950_a;40,851000;40,892000
1059254;510_415R_10.3;0,000000;0,111000;510_b;10,264000;10,375000
1059255;614_407AqV_48.3;0,000000;0,032000;614_c;48,270000;48,301000
1059256;586_2519AR_80.2;0,000000;0,077000;586__;80,219000;80,296000
1059257;823_22R_6.3;0,000000;0,002000;823_c;200,001000;200,000000
1059258;479_2007R_300.8;0,000000;0,962000;479_a;300,776000;301,730000
1059259;950_955L_40.8;0,000000;0,175000;950_a;40,766000;40,940000
1059260;553_921L_21.6;0,000000;0,100000;553_c;21,609000;21,713000
1059261;618_61R_58.9;0,000000;0,003000;618_c;58,894000;58,897000
1059262;057_1AL_5.5;0,000000;0,920000;057__;5,508000;6,425000
1059263;606_49pV_0.1;0,000000;0,034000;606_a;0,054000;0,020000
1059264;564_1323L_23.6;0,000000;0,042000;564_b;23,571000;23,613000
1059265;133_1065R_13.9;0,000000;0,097000;133__;13,937000;14,033000
1059266;469_233R_201.7;0,000000;0,244000;469_b;201,657000;201,906000
1059267;654_983V_49.6;0,000000;0,100000;654__;49,631000;49,730000
1059268;506_201BR_44.6;0,000000;0,064000;506_b;44,580000;44,516000
1059269;539_53BpV_79.2;0,000000;0,033000;539__;79,182000;79,149000
1059270;609_123ApV_27.3;0,000000;0,031000;609__;27,292000;27,260000
1059271;517_67BqV_69.3;0,000000;0,034000;517_b;69,329000;69,291000
1059272;625_291AV_14.6;0,000000;0,020000;625_b;14,618000;14,638000
1059273;510_415L_10.3;1,338000;2,166000;044__;11,600000;12,428000
1059274;437_951V_1.0;0,000000;0,062000;437_a;1,027000;0,966000
1059275;543_179L_45.4;0,074000;0,298000;543_b;15,700000;15,914000
1059276;614_2217V_48.3;0,000000;0,006000;614_c;48,339000;48,345000
1059277;478_1245R_1.8;0,000000;0,160000;478_a;1,783000;1,935000
1059278;527_75AR_17.1;0,000000;0,087000;527_c;17,088000;17,174000
1059279;531_1349BpV_34.7;0,000000;0,034000;531_c;34,743000;34,710000
1059280;123_3BV_10.7;0,000000;0,834000;123__;10,714000;11,538000
1059281;519_27AR_46.1;0,000000;0,058000;519_a;46,133000;46,190000
1059282;017_353AL_32.0;0,000000;7,554000;017__;32,037000;39,588000
1059283;603_77AV_2.4;0,000000;0,056000;603_a;2,425000;2,372000
1059284;510_417L_10.3;0,000000;0,111000;510_b;10,264000;10,375000
1059285;155_4455L_88.3;0,000000;0,143000;155_d;88,282000;88,139000
1059286;087_931L_24.8;0,000000;0,121000;087__;24,808000;24,928000
1059287;525_973R_78.5;0,000000;0,440000;525_b;78,495000;78,071000
1059288;166_2153L_135.6;0,000000;0,247000;166__;135,557000;135,804000
1059289;603_131BpV_3.2;0,000000;0,034000;603_a;3,245000;3,211000
1059290;119_1111L_28.1;0,000000;0,408000;119_a;28,090000;28,500000
1059291;128_25AR_12.6;0,000000;0,727000;128__;12,616000;13,334000
1059292;603_143BpV_3.3;0,000000;0,034000;603_a;3,321000;3,287000
1059293;817_975R_200.3;0,000000;0,096000;817_e;200,310000;200,404000
1055438;021_11AL_86.5;0,000000;0,123000;021__;86,483000;86,606000
1055439;614_2225R_48.4;0,000000;0,064000;614_c;48,409000;48,474000
1055440;517_121L_69.4;0,000000;0,521000;517_b;69,432000;69,950000
1055441;437_978R_0.4;0,000000;0,236000;437_a;0,402000;0,166000
1055442;520_165R_0.9;4,000000;4,335000;785__;12,751000;12,416000
1055443;534_1083BV_45.9;0,189000;0,488000;534_a;31,800000;31,500000
1055444;513_47BV_24.7;0,000000;0,323000;513_a;24,720000;25,042000
1055445;133_1113BV_18.5;0,000000;0,576000;133__;18,536000;19,106000
1055446;120_9BL_7.7;6,651000;7,053000;625_b;13,864000;14,264000
1055447;527_121R_17.4;0,000000;0,072000;527_c;17,423000;17,496000
1055448;805_7127L_105.3;0,000000;0,136000;805_a;105,282000;105,418000
1055449;116_2255R_39.5;16,203000;18,484000;119_b;225,910000;228,191000
1055450;084_5R_9.4;0,000000;0,067000;084__;9,412000;9,479000
1055451;469_204V_201.1;0,000000;1,122000;469_b;201,120000;200,000000
1055452;533_1111AL_15.3;0,000000;0,140000;533__;15,348000;15,489000
1055453;143_912BL_17.9;0,033000;0,104000;922__;17,900000;17,969000
1055454;127_489R_74.0;0,000000;0,336000;127_a;73,976000;74,313000
1055455;950_656R_7.2;0,000000;0,573000;950_a;7,238000;6,662000
1055456;437_955R_0.9;0,000000;0,299000;437_a;0,903000;0,605000
1055457;588_349AL_1.1;0,000000;0,123000;588__;1,140000;1,263000
1055458;924_3239BqV_34.2;0,000000;0,032000;924_a;34,168000;34,136000
1055459;132_293BV_40.2;0,000000;0,107000;132__;40,246000;40,353000
1055460;614_2215R_48.3;0,000000;0,067000;614_c;48,273000;48,339000
1055461;654_409BV_49.7;0,000000;0,864000;654__;49,742000;50,600000
1055462;664_255R_43.2;0,115000;0,364000;163__;43,301000;43,550000
1055463;588_357BV_1.3;0,000000;0,264000;588__;1,285000;1,550000
1055464;545_101AR_22.4;0,000000;0,160000;545_b;22,436000;22,596000
1055465;555_173AL_83.2;0,000000;0,094000;555__;83,217000;83,308000
1055466;603_85R_2.5;0,000000;0,028000;603_a;2,529000;2,558000
1055467;115_31AL_6.0;0,000000;0,597000;115_a;6,045000;6,635000
1055468;490_105R_105.5;0,000000;0,133000;490_c;105,457000;105,324000
1055469;940_389BqV_43.3;0,000000;0,034000;940__;43,282000;43,248000
1055470;609_129AL_26.8;0,000000;0,222000;609__;26,784000;26,563000
1055471;522_217BpV_58.1;0,000000;0,034000;522_b;58,112000;58,079000
1055472;586_2519BL_80.3;0,000000;0,203000;586__;80,296000;80,092000
1055473;534_1027R_45.1;0,000000;0,146000;534_b;45,083000;45,229000
1055474;664_901AV_42.8;0,000000;1,487000;664_b;42,788000;41,300000
1055475;203_343AL_34.5;0,007000;0,059000;203__;34,500000;34,553000
1055476;107_195V_20.1;3,344000;3,471000;564_b;23,400000;23,527000
1055477;517_91AL_69.4;0,000000;0,052000;517_b;69,458000;69,509000
1055478;823_18BL_301.1;0,000000;0,217000;823_d;301,113000;300,896000
1055479;851_11L_100.2;0,000000;0,036000;851_a;100,160000;100,124000
1055480;478_1249V_1.6;0,000000;0,046000;478_a;1,639000;1,685000
1055481;520_970R_0.6;0,000000;0,037000;520_a;0,573000;0,610000
1055482;485_40V_100.9;0,000000;0,201000;485_d;100,945000;101,146000
1055483;564_101L_24.4;0,000000;0,129000;564_b;24,372000;24,500000
1055484;527_105BV_17.4;0,000000;0,024000;527_c;17,387000;17,411000
1055485;522_231BV_58.3;0,000000;0,030000;522_b;58,340000;58,370000
1055486;527_903V_17.1;0,000000;0,089000;527_c;17,148000;17,237000
1055487;083_251AL_7.4;0,000000;0,223000;083__;7,356000;7,578000
1055488;476_80L_103.0;0,000000;0,311000;476_a;102,991000;103,307000
1055489;613_179L_75.2;0,000000;0,012000;613_a;29,392000;29,400000
1055490;618_115AL_51.1;0,000000;0,041000;618_b;51,077000;51,037000
1055491;522_203BqV_58.1;0,000000;0,034000;522_b;58,072000;58,039000
1055492;073_1103AR_0.7;0,000000;0,063000;073__;0,671000;0,734000
1055493;603_3079L_2.5;0,000000;0,424000;603_a;2,525000;2,949000
1055494;618_791V_50.6;0,000000;0,210000;618_b;50,609000;50,399000
1055495;514_149ApV_16.6;0,000000;0,033000;514_a;16,587000;16,554000
1055496;082_137BV_1.5;3,559000;3,888000;556__;5,100000;5,428000
1055497;520_69BL_0.4;0,000000;0,050000;520_a;0,388000;0,338000
1055498;087_5R_21.2;0,000000;0,836000;087__;21,239000;22,079000
1055499;525_481L_79.0;0,674000;0,958000;525_c;180,700000;180,416000
1055500;060_1405L_50.6;0,000000;1,867000;060__;50,615000;52,470000
1055501;028_1037L_53.1;0,000000;0,112000;028__;53,079000;53,191000
1055502;620_83AR_42.3;0,000000;0,384000;620__;42,288000;42,666000
1055503;517_79L_69.4;0,000000;0,355000;517_b;69,398000;69,755000
1055504;107_903R_22.9;0,000000;0,470000;107_a;22,931000;23,400000
1055505;047_3AR_40.9;0,000000;0,065000;047__;40,925000;40,990000
1055506;206_143R_29.8;0,000000;2,231000;206__;29,793000;32,021000
1055507;504_19V_17.2;0,000000;0,249000;504_b;17,197000;17,447000
1055508;926_2061R_0.8;0,000000;0,062000;926__;0,849000;0,790000
1055509;087_901L_24.3;0,000000;0,158000;087__;24,259000;24,416000
1055510;823_6V_100.6;0,000000;0,514000;823_b;100,636000;100,121000
1055511;087_117AR_16.5;0,000000;0,223000;087__;16,486000;16,709000
1055512;506_49L_43.4;0,000000;0,068000;506_b;43,384000;43,452000
1055513;127_395AR_48.6;0,000000;0,917000;127_a;48,595000;49,513000
1055514;531_195BpV_35.5;0,000000;0,034000;531_c;35,479000;35,446000
1055515;135_271BV_22.1;0,000000;0,010000;135__;22,086000;22,096000
1055516;520_165R_0.9;0,000000;0,023000;520_a;0,866000;0,884000
1055517;120_10L_7.8;0,000000;0,794000;120__;7,790000;8,586000
1055518;803_53AL_103.3;0,000000;0,213000;803_h;103,271000;103,485000
1055519;485_48V_150.6;0,297000;0,300000;485_l;450,003000;450,000000
1056670;046_255AL_41.4;0,000000;0,130000;046__;41,444000;41,574000
1056671;560_53AV_24.9;0,000000;0,377000;560__;24,912000;25,288000
1056672;751_331L_33.8;0,000000;0,707000;751__;33,794000;34,500000
1056673;503_95V_43.9;0,000000;0,013000;503_c;43,938000;43,925000
1056674;009_131BV_149.4;0,000000;4,641000;009__;149,437000;154,047000
1056675;609_217V_28.8;0,000000;0,044000;609__;28,754000;28,798000
1056676;624_145AR_31.6;0,002000;0,071000;624__;31,600000;31,669000
1056677;924_3731V_36.8;0,000000;0,116000;924_a;36,804000;36,919000
1056678;087_47AR_22.8;0,000000;1,326000;087__;22,780000;24,102000
1056679;603_159AV_3.6;0,000000;0,283000;603_a;3,555000;3,271000
1056680;586_365AR_81.1;0,000000;0,095000;586__;81,115000;81,207000
1056681;664_227R_42.5;0,000000;0,685000;664_b;42,537000;43,204000
1056682;050_465R_4.3;2,097000;2,615000;587_a;6,400000;6,919000
1056683;531_215AL_35.6;0,000000;0,073000;531_c;35,622000;35,695000
1056684;609_131AL_26.7;0,000000;0,102000;609__;26,665000;26,563000
1056685;155_4403L_83.0;0,000000;0,954000;155_d;83,019000;83,970000
1056686;517_157AL_69.9;0,000000;0,051000;517_b;69,904000;69,950000
1056687;823_12L_300.3;0,000000;0,358000;823_d;300,338000;300,695000
1056688;161_2213L_8.3;0,000000;1,153000;161__;8,271000;9,424000
1056689;080_3423V_11.3;6,944000;8,148000;621__;18,200000;19,400000
1056690;490_107R_104.8;0,456000;0,469000;490_b;4,816000;4,828000
1056691;545_267L_22.6;0,000000;0,072000;545_b;22,600000;22,672000
1056692;603_159AL_3.6;0,000000;0,073000;603_a;3,555000;3,627000
1056693;506_31AqV_43.1;0,000000;0,031000;506_b;43,122000;43,153000
1056694;055_399BV_19.7;0,000000;9,796000;055__;19,672000;29,461000
1056695;486_36BL_0.8;0,000000;0,130000;486_a;0,813000;0,944000
1056696;035_904V_51.4;0,000000;0,101000;035__;51,445000;51,343000
1056697;664_911BL_43.3;0,000000;0,078000;664_b;43,279000;43,201000
1056698;127_307AL_12.2;0,000000;0,064000;127_a;12,207000;12,271000
1056699;531_1269AR_34.6;0,000000;0,045000;531_c;34,591000;34,635000
1056700;606_35L_37.4;1,124000;1,156000;820_b;200,000000;200,032000
1056701;508_912R_90.9;0,000000;0,252000;508__;90,854000;90,611000
1056702;011_81R_69.1;0,000000;0,733000;011__;69,053000;69,786000
1056703;801_932L_302.1;0,000000;0,553000;801_d;302,149000;302,702000
1056704;517_155BpV_69.9;0,000000;0,034000;517_b;69,920000;69,888000
1056705;127_479AL_73.8;0,000000;0,071000;127_a;73,768000;73,839000
1056706;127_443BL_67.7;0,000000;0,065000;127_a;67,747000;67,683000
1056707;011_801L_68.0;0,000000;0,141000;011__;67,977000;68,116000
1056708;516_918V_1.7;0,000000;0,092000;516_a;1,717000;1,630000
1056709;121_2347V_232.9;0,000000;0,061000;121_b;232,944000;233,006000
1056710;015_21R_88.9;0,000000;0,067000;015__;88,918000;88,985000
1056711;090_11R_19.1;5,847000;6,668000;530_b;13,300000;12,480000
1056712;536_221BpV_60.6;0,000000;0,031000;536__;60,597000;60,567000
1056713;620_79AL_42.2;0,000000;0,036000;620__;42,253000;42,288000
1056714;478_1611L_2.9;0,265000;0,802000;479_a;300,000000;300,534000
1056715;603_3081L_2.6;0,000000;0,442000;603_a;2,564000;3,002000
1056716;557_4V_28.1;0,000000;0,007000;557_a;28,062000;28,055000
1056717;512_4473V_88.6;0,000000;0,296000;512_b;88,555000;88,852000
1056718;158_4741R_101.7;0,000000;0,119000;158__;101,657000;101,776000
1056719;663_311AR_40.0;0,000000;0,155000;663_a;39,969000;40,124000
1056720;163_963AR_44.5;0,000000;0,133000;163__;44,537000;44,669000
1056721;081_961R_74.4;0,000000;0,035000;081__;74,399000;74,434000
1056722;133_1129BV_19.2;0,000000;0,038000;133__;19,218000;19,256000
1056723;469_52V_401.3;0,000000;1,225000;469_d;401,282000;400,001000
1056724;950_1003R_7.2;0,000000;0,041000;950_a;7,159000;7,199000
1056725;519_83AR_47.0;0,000000;0,375000;519_a;46,978000;47,353000
1056726;586_2511BL_80.3;0,000000;0,040000;586__;80,258000;80,218000
1056727;618_51AL_58.7;0,000000;0,098000;618_c;58,711000;58,809000
1056728;516_267qV_1.5;0,000000;0,034000;516_a;1,498000;1,464000
1056729;950_127L_7.1;0,000000;0,027000;950_a;7,122000;7,149000
1056730;468_50V_100.6;0,000000;0,445000;468_a;100,596000;100,135000
1056731;814_952L_100.7;0,120000;1,149000;814_b;200,100000;201,128000
1056732;927_3081R_905.5;0,000000;0,232000;927__;905,480000;905,708000
1056733;927_3007AL_905.3;0,000000;0,064000;927__;905,290000;905,348000
1056734;543_181AL_45.2;0,000000;0,827000;543_c;45,223000;46,049000
1056735;143_912BR_17.9;0,000000;0,032000;143__;17,871000;17,899000
1056736;501_11AV_79.9;0,000000;0,602000;501__;79,943000;79,342000
1056737;536_309AR_61.5;0,000000;0,936000;536__;61,471000;62,400000
1056738;507_233R_93.6;0,000000;0,058000;507_b;93,639000;93,696000
1056739;144_1347L_155.0;0,000000;1,090000;144_a;154,998000;156,084000
1056740;128_21BV_12.5;0,000000;0,194000;128__;12,500000;12,695000
1056741;938_4627R_3.5;0,000000;0,041000;938__;3,559000;3,600000
1056742;478_1111R_0.7;0,000000;0,117000;478_a;0,663000;0,553000
1056743;163_1027AqV_43.9;0,000000;0,031000;163__;43,877000;43,909000
1056744;017_45L_69.6;0,000000;1,135000;017__;69,609000;70,742000
1056745;926_2015L_1.5;0,000000;0,666000;926__;1,455000;0,797000
1056746;542_1171BqV_29.2;0,000000;0,034000;542_a;29,150000;29,117000
1056747;508_2009V_90.3;0,000000;0,028000;508__;90,252000;90,279000
1056748;586_367AL_81.1;0,000000;0,097000;586__;81,115000;81,211000
1056749;503_83AR_14.0;0,310000;0,358000;503_c;44,016000;43,970000
1056750;531_1397AR_34.7;0,000000;0,045000;531_c;34,748000;34,792000
1056751;517_159L_69.9;0,000000;0,060000;517_b;69,895000;69,950000
1057982;550_972L_25.6;0,000000;0,070000;550__;25,566000;25,636000
1057983;135_914AR_45.7;0,000000;0,055000;135__;45,732000;45,786000
1057984;927_19R_904.4;0,000000;0,040000;927__;904,429000;904,458000
1057985;119_121AL_21.3;0,000000;0,060000;119_a;21,348000;21,288000
1057986;531_1169R_101.5;0,746000;1,136000;531_c;34,180000;34,581000
1057987;166_2147L_135.2;0,000000;0,595000;166__;135,209000;135,804000
1057988;145_957AR_56.5;1,758000;2,003000;558_b;158,257000;158,500000
1057989;052_27L_55.7;0,000000;0,879000;052__;55,666000;56,550000
1057990;063_257AL_2.3;0,000000;0,103000;063__;2,263000;2,365000
1057991;664_141AL_43.1;0,000000;0,059000;664_b;43,088000;43,145000
1057992;486_415AL_77.5;0,000000;0,065000;486_b;77,504000;77,569000
1057993;478_1115AqV_0.6;0,000000;0,034000;478_a;0,646000;0,680000
1057994;100_2115AL_7.9;0,000000;0,106000;100__;7,916000;8,022000
1057995;201_929L_37.8;0,000000;0,234000;201__;37,848000;38,080000
1057996;479_2003L_300.7;0,000000;0,035000;479_a;300,742000;300,776000
1057997;586_297BV_81.3;0,000000;0,001000;586__;81,314000;81,315000
1057998;522_231AL_58.2;0,168000;0,205000;078__;58,400000;58,438000
1057999;203_473BV_75.5;0,000000;0,251000;203__;75,453000;75,707000
1058000;625_261AR_15.8;0,000000;1,046000;625_b;15,798000;14,762000
1058001;161_2673V_31.7;0,000000;0,045000;161__;31,700000;31,745000
1058002;618_257AL_49.9;0,040000;0,067000;618_a;1,700000;1,727000
1058003;550_71AV_25.7;0,000000;0,031000;550__;25,690000;25,656000
1058004;588_411AR_2.8;3,100000;5,443000;096_a;1,458000;3,800000
1058005;612_9R_60.6;0,585000;2,887000;211__;12,300000;14,599000
1058006;525_970R_78.6;0,000000;0,062000;525_b;78,554000;78,495000
1058007;586_239AR_81.0;0,000000;0,063000;586__;81,032000;81,093000
1058008;017_423R_39.9;0,000000;0,802000;017__;39,930000;40,730000
1058009;501_127L_80.8;0,000000;0,347000;501__;80,771000;80,425000
1058010;008_1245L_21.4;0,000000;0,543000;008__;21,389000;21,932000
1058011;805_7117R_103.0;0,000000;0,011000;805_a;103,049000;103,060000
1058012;040_11L_46.7;0,000000;0,146000;040__;46,678000;46,535000
1058013;823_13L_300.6;0,000000;0,328000;823_d;300,619000;300,288000
1058014;517_35AR_69.0;0,000000;0,111000;517_b;68,974000;69,085000
1058015;608_35L_87.9;0,000000;0,652000;608_b;87,919000;88,570000
1058016;606_43AL_37.6;0,000000;0,045000;606_b;37,579000;37,623000
1058017;588_363AL_1.8;0,000000;0,102000;588__;1,768000;1,869000
1058018;586_239BL_81.1;0,000000;0,062000;586__;81,093000;81,032000
1058019;617_1101BL_38.7;0,000000;0,109000;617_a;38,735000;38,624000
1058020;524_301V_71.6;0,000000;3,413000;139__;171,614000;175,027000
1058021;506_163L_44.2;0,000000;0,026000;506_b;44,227000;44,253000
1058022;927_3051AL_905.3;0,000000;0,053000;927__;905,337000;905,387000
