ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG
52865418;062_351BV_28.2;s402b-w395Av;S;2,093;2,494;2016-01-05;;
52865419;062_351BV_28.2;s402a-s402b;S;0,909;1,448;2016-01-05;;
52865420;062_351BV_28.2;w351Bv-s402a;S;0,000;0,290;2016-01-05;;
52865421;079_163AR_15.0;w163Ar-w163Br;S;0,029;0,033;2016-01-05;;
52865422;531_511AR_35.7;w511A/509Br-w513/511;S;0,017;0,024;2016-01-05;;
52865423;618_127L_51.0;w127l-w131Av;S;0,033;0,046;2016-01-05;;
52865424;478_1611L_2.9;s936-w1633v;S;0,750;0,802;2016-01-05;;
52865425;478_1611L_2.9;w1611l-s936;S;0,029;0,683;2016-01-05;;
52865426;587_1139V_906.9;s345-s344;S;0,725;0,735;2016-01-05;;
52865427;587_1139V_906.9;w1139v-s345;S;0,000;0,226;2016-01-05;;
52865428;503_129V_43.1;w129v-w131v;S;0,000;0,034;2016-01-05;;
52865429;545_107AR_22.6;s3b-w131Av;S;0,285;0,289;2016-01-05;;
52865430;545_107AR_22.6;w107Ar-s3b;S;0,027;0,064;2016-01-05;;
52865431;555_229BL_83.6;w291A/229Bl-w233v;S;0,017;0,026;2016-01-05;;
52865433;508_2011L_90.2;w2011l-w2013/2015l;S;0,039;0,083;2016-01-05;;
52864662;011_841R_68.8;w841r-w843l;S;0,027;0,146;2016-01-05;;
52864663;164_2483V_253.1;w2483v-w2485v;S;0,000;0,310;2016-01-05;;
52866193;017_1023AR_26.8;w1023Ar-w1023Br;S;0,039;0,073;2016-01-05;;
52866195;203_431AL_66.0;w431Al-w433/431Bl;S;0,027;0,051;2016-01-05;;
52866196;552_225AR_82.4;w225Ar-w229Bl;S;0,043;0,171;2016-01-05;;
52866197;531_1369BL_34.8;w1397A/1369Bl-w1373l;S;0,017;0,028;2016-01-05;;
52866198;124_209R_3.8;w209r-w211v;S;0,039;0,051;2016-01-05;;
52865216;478_1155R_0.7;w1153/1155r-sj1155R;S;0,017;0,060;2016-01-05;;
52865217;469_233R_201.7;w233r-wXXXv;S;0,028;0,244;2016-01-05;;
52865218;950_225R_17.3;w225r-w341/343r;S;0,029;0,051;2016-01-05;;
52865219;002_347AL_50.6;w347Al-w347Bl;S;0,047;0,061;2016-01-05;;
52865220;486_36BR_0.8;w36Br-sj36BR;S;0,018;0,724;2016-01-05;;
52865221;555_381V_84.4;sKE-w985l;S;3,873;3,982;2016-01-05;;
52865222;555_381V_84.4;sKD-sKE;S;2,823;3,385;2016-01-05;;
52865223;555_381V_84.4;sKC-sKD;S;1,960;2,773;2016-01-05;;
52865224;555_381V_84.4;sKA-sKB;S;0,356;1,094;2016-01-05;;
52865225;555_381V_84.4;w381v-sKA;S;0,000;0,064;2016-01-05;;
52865227;555_327L_84.2;w327l-w371r;S;0,038;0,113;2016-01-05;;
52865228;603_3079R_2.5;w3079r-w3081v;S;0,032;0,038;2016-01-05;;
52865229;564_954L_23.7;w954l-w957v;S;0,029;0,041;2016-01-05;;
52865230;475_2V_100.9;s796-s894;S;0,349;0,396;2016-01-05;;
52865231;520_213L_1.1;w213l-s52;S;0,027;0,060;2016-01-05;;
52865232;127_445AV_67.7;sVL2-w661Ar;S;5,517;6,039;2016-01-05;;
52865233;127_445AV_67.7;w445Av-sVL2;S;0,000;0,409;2016-01-05;;
52865234;586_283AL_81.2;w283A/281l-w285A/283;S;0,016;0,020;2016-01-05;;
52865236;543_149BL_45.0;w155A/149Bl-w153l;S;0,016;0,058;2016-01-05;;
52865237;124_181R_3.2;s200-w197l;S;1,044;1,324;2016-01-05;;
52865238;124_181R_3.2;w181r-s200;S;0,048;0,309;2016-01-05;;
52865239;478_1557V_1.8;w1557v-w1559r;S;0,000;0,012;2016-01-05;;
52865240;817_963V_200.3;w963v-w1263Bl;S;0,000;0,023;2016-01-05;;
52865241;163_1047L_44.6;w1047l-w1049v;S;0,028;0,045;2016-01-05;;
52864718;950_960L_12.5;w960l-w961l;S;0,029;0,035;2016-01-05;;
52862822;139_321AR_175.2;w321Ar-w323v;S;0,048;0,058;2016-01-05;;
52862824;046_201BV_34.7;w201Bv-w203v;S;0,000;0,012;2016-01-05;;
52862825;618_869AL_50.5;w869Al-w869Bl;S;0,029;0,077;2016-01-05;;
52862826;815_916V_7.2;w916v-sj916V;S;0,000;0,167;2016-01-05;;
52862827;517_171V_0.2;w171v-w179l;S;0,000;0,012;2016-01-05;;
52862828;478_1111R_0.7;w1113A/1111r-s853;S;0,017;0,056;2016-01-05;;
52862829;822_50V_104.3;w50v-w7215v;S;0,000;1,245;2016-01-05;;
52862830;617_1197AR_40.1;sDD-w1253Av;S;1,776;2,091;2016-01-05;;
52862831;617_1197AR_40.1;w1197Ar-sDD;S;0,047;0,143;2016-01-05;;
52862832;132_493AL_47.2;w493Al-w493Bl;S;0,028;0,036;2016-01-05;;
52862833;543_209V_46.1;w209v-w211Av;S;0,000;0,019;2016-01-05;;
52861709;607_73L_43.8;w73l-w75l;S;0,027;0,095;2016-01-05;;
52861710;618_121AL_51.1;kK_64-257BR-w271r;S;0,982;1,465;2016-01-05;;
52861711;618_121AL_51.1;s64-kK_64-257BR;S;0,905;0,963;2016-01-05;;
52861712;618_121AL_51.1;w115B/121Al-s64;S;0,017;0,210;2016-01-05;;
52863797;787_5WL_68.0;sB55-sTZ2;S;14,002;14,061;2016-01-05;;
52863798;787_5WL_68.0;sB53-sB55;S;12,381;12,440;2016-01-05;;
52863799;787_5WL_68.0;sB51-sB53;S;10,735;10,794;2016-01-05;;
52863800;787_5WL_68.0;sB49-sB51;S;9,125;9,184;2016-01-05;;
52863801;787_5WL_68.0;sB47-sB49;S;7,476;7,541;2016-01-05;;
52863802;787_5WL_68.0;sB45-sB47;S;5,852;5,911;2016-01-05;;
52863803;787_5WL_68.0;sB43-sB45;S;4,222;4,281;2016-01-05;;
52863804;787_5WL_68.0;sB41-sB43;S;2,592;2,651;2016-01-05;;
52865074;512_4481L_89.3;sKJ3-sKJ4;S;6,737;8,105;2016-01-05;;
52865075;512_4481L_89.3;sKJ2-sKJ3;S;4,340;5,738;2016-01-05;;
52865076;512_4481L_89.3;sKJ1-sKJ2;S;1,775;3,475;2016-01-05;;
52865077;512_4481L_89.3;w4481l-sKJ1;S;0,053;0,478;2016-01-05;;
52865078;822_28V_300.8;w28v-w29v;S;0,000;0,133;2016-01-05;;
52865079;545_964R_22.7;w964r-w967v;S;0,028;0,031;2016-01-05;;
52865080;525_1309BL_180.7;w1309Bl-w1311Al;S;0,048;0,133;2016-01-05;;
52865081;094_1067BR_3.5;w1067Br-w1069Al;S;0,047;0,176;2016-01-05;;
52865082;479_1671V_301.9;w1671v-w1673v;S;0,000;0,011;2016-01-05;;
52865083;544_1119AV_1.0;w1119Av-w1123v;S;0,000;0,042;2016-01-05;;
52865084;801_903V_8.4;s1031-s1032;S;0,487;0,534;2016-01-05;;
52865622;002_325L_40.0;w325l-sLF;S;0,058;0,232;2016-01-05;;
52865623;927_3073BV_905.5;w3073Bv-w3079Br;S;0,000;0,180;2016-01-05;;
52865624;553_305V_22.2;w305v-w307l;S;0,000;0,011;2016-01-05;;
52864720;135_2035V_40.5;sFT3-w2061v;S;1,919;2,150;2016-01-05;;
52864721;135_2035V_40.5;sFT2-sFT3;S;1,275;1,558;2016-01-05;;
52864722;135_2035V_40.5;sFT1-sFT2;S;0,282;0,598;2016-01-05;;
52864723;135_2035V_40.5;w2035v-sFT1;S;0,000;0,194;2016-01-05;;
52864725;607_71L_43.7;w71l-s864a;S;0,028;0,074;2016-01-05;;
52866113;626_11AR_32.2;w11Ar-w13Av;S;0,039;0,053;2016-01-05;;
52866114;544_1117AR_1.1;w1117Ar-w1129Av;S;0,048;0,161;2016-01-05;;
52866115;522_147BV_57.4;s1a-w173Av;S;0,274;0,283;2016-01-05;;
52866116;522_147BV_57.4;w147Bv-s1a;S;0,000;0,004;2016-01-05;;
52866117;163_977R_44.8;w977r-w979r;S;0,048;0,085;2016-01-05;;
52866118;663_325R_41.1;w325r-w3023r;S;0,048;1,818;2016-01-05;;
52866119;504_63BL_18.3;w69A/63Bl-w65A/61Br;S;0,016;0,025;2016-01-05;;
52866120;516_271R_1.5;w271r-w279v;S;0,029;0,228;2016-01-05;;
52866122;531_1343BL_34.7;w1353A/1343Bl-w1345A;S;0,017;0,029;2016-01-05;;
52866123;938_4501L_0.1;w4501l-w4515r;S;0,029;0,129;2016-01-05;;
52866124;506_245V_45.2;w245v-w247Bl;S;0,000;0,021;2016-01-05;;
52865576;027_931R_147.6;w931r-sDB;S;0,048;0,427;2016-01-05;;
52864798;586_61BR_80.4;w65/61Br-w67Al;S;0,016;0,025;2016-01-05;;
52864799;553_235AR_21.3;w235A/233r-w245Av;S;0,017;0,024;2016-01-05;;
52864800;603_157L_3.5;s19-w163l;S;0,214;0,246;2016-01-05;;
52864801;603_157L_3.5;w157/155Bl-s19;S;0,017;0,044;2016-01-05;;
52864802;606_95V_0.8;w95v-w97l;S;0,000;0,008;2016-01-05;;
52863805;787_5WL_68.0;w5Wl-sB41;S;0,120;1,066;2016-01-05;;
52863807;614_2211R_48.3;w2211r-w2223r;S;0,029;0,135;2016-01-05;;
52863809;817_1253L_200.1;w1253l-w1255v;S;0,029;0,038;2016-01-05;;
52863810;534_1085AR_45.8;w1085Ar-w1087Bl;S;0,028;0,118;2016-01-05;;
52863811;817_1V_120.8;w1v-w45v;S;0,000;0,527;2016-01-05;;
52863812;586_69R_80.4;w69/63Br-w87Av;S;0,016;0,029;2016-01-05;;
52863813;550_71AV_25.7;w71Av-w975B/975Ar;S;0,000;0,015;2016-01-05;;
52864279;513_161BV_44.0;sEA-w361r;S;6,666;6,929;2016-01-05;;
52864280;513_161BV_44.0;w161Bv-sEA;S;0,000;0,010;2016-01-05;;
52864281;063_103AR_19.3;w103Ar-w103Br;S;0,028;0,029;2016-01-05;;
52864282;032_32V_16.5;w32v-s6;S;0,000;0,032;2016-01-05;;
52864283;501_33L_80.2;s8a-w77Av;S;0,183;0,188;2016-01-05;;
52864284;501_33L_80.2;w33/29Bl-s8a;S;0,017;0,047;2016-01-05;;
52864285;555_271L_83.5;w271l-w277Av;S;0,039;0,072;2016-01-05;;
52864286;839_913R_100.5;w913r-ti913R;S;0,029;0,149;2016-01-05;;
52864287;614_2107L_47.4;w2107l-w2109l;S;0,029;0,036;2016-01-05;;
52864288;545_181AL_23.3;w181Al-w181Bl;S;0,029;0,034;2016-01-05;;
52864289;028_1035L_53.0;w1035l-w1037v;S;0,039;0,053;2016-01-05;;
52863027;924_3623R_35.9;s212-w3723r;S;0,823;0,863;2016-01-05;;
52863028;924_3623R_35.9;w3623r-s212;S;0,029;0,055;2016-01-05;;
52863029;478_1287L_1.9;w1287l-s872;S;0,028;0,064;2016-01-05;;
52863478;135_2029V_40.4;sFH3-w2063l;S;1,999;2,287;2016-01-05;;
52863479;135_2029V_40.4;sFH2-sFH3;S;1,355;1,638;2016-01-05;;
52863480;135_2029V_40.4;sFH1-sFH2;S;0,363;0,681;2016-01-05;;
52863481;135_2029V_40.4;w2029v-sFH1;S;0,000;0,275;2016-01-05;;
52865625;551_908R_22.2;w908r-ti908R;S;0,029;0,035;2016-01-05;;
52865626;545_915L_22.0;w915l-w916A/916Bl;S;0,028;0,079;2016-01-05;;
52865627;586_2515AL_80.2;w2515A/2503Bl-w2527A;S;0,017;0,024;2016-01-05;;
52865628;006_1017BV_10.2;s111-w1025Av;S;0,887;0,912;2016-01-05;;
52865629;006_1017BV_10.2;w1017Bv-s111;S;0,000;0,145;2016-01-05;;
52865631;542_1191AL_29.4;w1191Al-w1193Br;S;0,029;0,035;2016-01-05;;
52865632;664_901AR_42.8;w901Ar-w901Br;S;0,099;0,122;2016-01-05;;
52865633;139_317BV_175.3;sTB-w5001Bl;S;1,693;2,177;2016-01-05;;
52865634;139_317BV_175.3;w317Bv-sTB;S;0,000;0,112;2016-01-05;;
52865635;817_1215R_115.2;s531-w1255l;S;0,987;1,011;2016-01-05;;
52865636;817_1215R_115.2;w1215r-s531;S;0,029;0,189;2016-01-05;;
52865637;132_437AV_51.8;w437Av-s150a;S;0,000;0,038;2016-01-05;;
52865638;118_1115BV_92.8;s31a-w1145Bl;S;0,708;0,813;2016-01-05;;
52864858;603_181BV_4.0;w181Bv-sOW;S;0,000;0,227;2016-01-05;;
52864859;817_53V_301.5;s46-ti53V;S;0,185;0,369;2016-01-05;;
52864860;545_217AL_23.7;w217A/219l-w223A/217;S;0,017;0,026;2016-01-05;;
52864861;950_109BV_6.9;w109Bv-w119/113r;S;0,000;0,062;2016-01-05;;
52864862;009_7BV_114.2;w7Bv-s412b;S;0,000;0,349;2016-01-05;;
52864863;618_15L_58.4;s39-w1007Bv;S;0,623;0,805;2016-01-05;;
52864864;618_15L_58.4;w15l-s39;S;0,029;0,053;2016-01-05;;
52864865;478_1529V_0.9;w1529v-w1531r;S;0,000;0,009;2016-01-05;;
52864664;478_1125BV_0.7;w1125Bv-w1153/1155l;S;0,000;0,018;2016-01-05;;
52864665;433_36BL_5.8;w36A/36Bl-w48l;S;0,015;0,193;2016-01-05;;
52864803;144_1333V_155.0;s423-w1357r;S;0,539;0,628;2016-01-05;;
52864804;144_1333V_155.0;w1333v-s423;S;0,000;0,087;2016-01-05;;
52864805;553_275BV_21.9;s101b-w321l;S;0,521;0,584;2016-01-05;;
52864806;553_275BV_21.9;w275Bv-s101b;S;0,000;0,022;2016-01-05;;
52864808;607_69R_43.5;w69r-w71r;S;0,029;0,170;2016-01-05;;
52864809;474_959L_101.1;s6641-w961r;S;0,445;0,485;2016-01-05;;
52864810;666_4215V_47.5;w4215v-w4225l;S;0,000;0,212;2016-01-05;;
52864812;503_133AR_43.0;w133Ar-w133B/907r;S;0,029;0,049;2016-01-05;;
52864813;117_1849V_6.4;s362-w1867l;S;1,326;1,538;2016-01-05;;
52864814;117_1849V_6.4;w1849v-s362;S;0,000;0,779;2016-01-05;;
52864815;026_233AR_26.0;w233A/231Br-w235/233;S;0,016;0,019;2016-01-05;;
52864816;501_19BL_80.2;w25/19Bl-w21l;S;0,017;0,019;2016-01-05;;
52864817;161_2703V_35.4;w2703v-w2705v;S;0,000;0,045;2016-01-05;;
52864818;950_211L_11.8;s404-w231r;S;0,694;0,728;2016-01-05;;
52864819;950_211L_11.8;w211l-s404;S;0,028;0,070;2016-01-05;;
52864820;539_49AR_79.3;w49A/47Br-w49Br;S;0,017;0,023;2016-01-05;;
52864821;950_383V_18.4;w383v-w385l;S;0,000;0,013;2016-01-05;;
52865242;546_1031L_12.7;kK_1051R-1053L-w1053;S;1,177;1,182;2016-01-05;;
52865243;546_1031L_12.7;sLO-kK_1051R-1053L;S;1,107;1,146;2016-01-05;;
52865244;546_1031L_12.7;k2526-sLO;S;0,472;0,574;2016-01-05;;
52865245;546_1031L_12.7;k2526-k2526;S;0,468;0,469;2016-01-05;;
52865670;011_802V_68.1;w802v-w804v;S;0,000;0,071;2016-01-05;;
52865671;502_243BV_100.2;w243Bv-w247v;S;0,000;0,058;2016-01-05;;
52865672;128_25AR_12.6;s4-w55Bl;S;0,549;0,679;2016-01-05;;
52865673;128_25AR_12.6;w25Ar-s4;S;0,047;0,212;2016-01-05;;
52865674;035_93R_46.1;s802-w115Bl;S;0,477;0,555;2016-01-05;;
52863482;470_95V_202.6;w95v-w98v;S;0,000;0,065;2016-01-05;;
52863483;613_907AL_76.0;w907A/907Bl-w908l;S;0,017;0,021;2016-01-05;;
52863484;814_950R_100.5;w950r-w951v;S;0,028;0,041;2016-01-05;;
52863485;614_2141R_47.6;s702a-w2147v;S;0,258;0,272;2016-01-05;;
52863486;614_2141R_47.6;w2141r-s702a;S;0,029;0,096;2016-01-05;;
52863487;009_21BV_114.7;s414-w25l;S;0,163;0,200;2016-01-05;;
52863488;927_3053BV_905.4;w3053Bv-w3077Av;S;0,000;0,044;2016-01-05;;
52863489;054_1005AR_57.3;w1005Ar-w1005Br;S;0,047;0,085;2016-01-05;;
52863490;517_157AR_69.9;s2b-w205l;S;0,172;0,209;2016-01-05;;
52863491;517_157AR_69.9;w157A/155Br-s2b;S;0,017;0,070;2016-01-05;;
52863492;506_551L_43.4;w551l-w569A/569Br;S;0,029;0,227;2016-01-05;;
52863493;508_2047V_91.2;w2047v-w2077l;S;0,000;0,115;2016-01-05;;
52863494;534_1013AR_44.7;s513-w1021Av;S;0,273;0,276;2016-01-05;;
52863495;534_1013AR_44.7;w1013Ar-s513;S;0,032;0,056;2016-01-05;;
52863496;017_351BV_31.9;w351Bv-w353Av;S;0,000;0,147;2016-01-05;;
52863497;552_227BV_82.6;sAC-w261v;S;0,531;0,573;2016-01-05;;
52863498;552_227BV_82.6;w227Bv-sAC;S;0,000;0,008;2016-01-05;;
52863499;950_849V_11.9;w849v-w851Bl;S;0,000;0,167;2016-01-05;;
52863500;553_243V_21.4;w243v-w247Av;S;0,000;0,082;2016-01-05;;
52863501;132_293AL_40.2;w293Al-w293Bl;S;0,029;0,031;2016-01-05;;
52863502;552_253V_83.1;w253v-w257A/255r;S;0,000;0,009;2016-01-05;;
52863503;553_317AR_22.3;w317Ar-w317Br;S;0,027;0,049;2016-01-05;;
52863504;305_49BV_19.0;s40-w51v;S;0,746;0,802;2016-01-05;;
52865596;105_97R_23.5;w97r-s103;S;0,048;0,107;2016-01-05;;
52865597;501_914V_80.3;w914v-w916r;S;0,000;0,054;2016-01-05;;
52865598;539_47BL_79.3;w49A/47Bl-w55A/53Br;S;0,017;0,120;2016-01-05;;
52865599;533_1159AL_16.0;w1159Al-w1159Bl;S;0,033;0,074;2016-01-05;;
52865600;508_2137L_92.0;w2137l-w2139l;S;0,039;0,050;2016-01-05;;
52864666;127_313L_12.3;s302-w325Bl;S;0,731;0,941;2016-01-05;;
52864667;127_313L_12.3;w313l-s302;S;0,029;0,227;2016-01-05;;
52864668;502_281AL_101.2;w281Al-w285Br;S;0,048;0,215;2016-01-05;;
52864669;531_1347BV_34.7;w1347Bv-w1389Av;S;0,000;0,004;2016-01-05;;
52864671;607_77V_44.0;s861c-sWA;S;0,321;0,371;2016-01-05;;
52864672;607_77V_44.0;w77v-s861c;S;0,000;0,272;2016-01-05;;
52864673;817_1259AR_200.2;w1259A/1257r-w1265/1;S;0,017;0,084;2016-01-05;;
52864674;534_1061L_45.3;w1061l-s511;S;0,032;0,070;2016-01-05;;
52864676;817_1277BV_200.6;w1277Bv-w1279Av;S;0,000;0,012;2016-01-05;;
52864677;586_7AL_80.2;w7Al-w7Bl;S;0,028;0,045;2016-01-05;;
52864678;618_195AR_50.9;w187B/195Ar-w195B/18;S;0,017;0,029;2016-01-05;;
52864679;211_103R_15.0;w103r-w105Ar;S;0,039;0,044;2016-01-05;;
52864681;603_911L_3.6;w911l-w912v;S;0,028;0,043;2016-01-05;;
52864682;071_29V_27.9;w29v-w31Av;S;0,000;0,025;2016-01-05;;
52864683;625_283R_15.3;s911-w347r;S;0,548;0,577;2016-01-05;;
52864684;625_283R_15.3;w283r-s911;S;0,029;0,057;2016-01-05;;
52864685;531_173BL_35.4;w173Bl-w1383Bv;S;0,017;0,533;2016-01-05;;
52864686;531_173BL_35.4;w173Bl-w1383Bv;S;0,017;0,533;2016-01-05;;
52864687;531_173BL_35.4;w173Bl-w1383Bv;S;0,017;0,533;2016-01-05;;
52864688;620_71AL_42.2;w71Al-w85/83Br;S;0,028;0,108;2016-01-05;;
52864689;143_75V_17.2;w75v-w77v;S;0,000;0,048;2016-01-05;;
52864690;614_2229L_48.4;w2229l-s740;S;0,029;0,068;2016-01-05;;
52864691;528_37BV_28.7;w37Bv-w45A/39Br;S;0,000;0,001;2016-01-05;;
52864692;544_1051AR_23.1;w1051Ar-w1051Br;S;0,029;0,031;2016-01-05;;
52865086;927_3027V_905.2;w3027v-w3037r;S;0,000;0,021;2016-01-05;;
52865088;544_1111BV_1.1;w1111Bv-w1117Br;S;0,000;0,078;2016-01-05;;
52865089;510_407L_9.9;w407l-s72;S;0,032;0,259;2016-01-05;;
52865090;609_217L_28.8;s512-w235r;S;0,644;0,678;2016-01-05;;
52865601;525_1303BV_180.5;w1303Bv-w1311Av;S;0,000;0,023;2016-01-05;;
52865602;094_1065R_3.5;sBC-w1091Al;S;0,702;0,874;2016-01-05;;
52865603;094_1065R_3.5;w1065r-sBC;S;0,099;0,325;2016-01-05;;
52865604;531_211L_35.6;s102a-w533A/531l;S;0,262;0,282;2016-01-05;;
52865605;531_211L_35.6;w211l-s102a;S;0,029;0,052;2016-01-05;;
52865606;478_1659L_2.1;w1659/1657l-w1649/16;S;0,017;0,043;2016-01-05;;
52865607;545_131AR_22.9;w131Ar-w133Bl;S;0,029;0,034;2016-01-05;;
52864825;121_2363R_234.1;sSQ-sSR;S;6,014;6,084;2016-01-05;;
52864826;121_2363R_234.1;sSP-sSQ;S;3,556;3,616;2016-01-05;;
52864827;121_2363R_234.1;sSN-sSP;S;1,084;1,149;2016-01-05;;
52864830;950_1203AR_32.7;w1203Ar-w1203Br;S;0,047;0,059;2016-01-05;;
52864831;158_4745L_101.8;w4745l-w4747l;S;0,053;0,066;2016-01-05;;
52864832;531_1197BV_34.2;s28-s39;S;0,218;0,219;2016-01-05;;
52864833;531_193AR_35.4;w193A/191r-w195A/193;S;0,017;0,018;2016-01-05;;
52864834;924_2303AL_525.0;w2303Al-w3239A/2303B;S;0,038;0,247;2016-01-05;;
52864838;506_49L_43.4;w49l-s33;S;0,027;0,064;2016-01-05;;
52864839;513_129R_26.0;w129r-kK_127AL-129R;S;0,033;0,114;2016-01-05;;
52864840;508_924R_91.0;w924/923r-w943r;S;0,017;0,062;2016-01-05;;
52864841;555_339BV_84.2;w339Bv-w351l;S;0,000;0,060;2016-01-05;;
52864842;503_901R_43.0;w901r-w905v;S;0,029;0,061;2016-01-05;;
52864943;514_39AR_17.5;w41/39Ar-w39Br;S;0,017;0,030;2016-01-05;;
52864944;002_373V_63.7;sLC-w385v;S;4,205;4,613;2016-01-05;;
52864945;002_373V_63.7;w373v-sLC;S;0,000;0,078;2016-01-05;;
52864946;534_1109BV_46.4;w1109Bv-w1115v;S;0,000;0,041;2016-01-05;;
52864947;012_301AL_8.3;w301Al-w301Bl;S;0,047;0,086;2016-01-05;;
52864948;519_97BV_47.4;sFG-w267Bv;S;5,377;5,753;2016-01-05;;
52865091;609_217L_28.8;w217l-s512;S;0,028;0,063;2016-01-05;;
52865519;203_473AL_75.4;w473Al-s575;S;0,029;0,054;2016-01-05;;
52865522;514_29L_17.6;w29l-s160;S;0,028;0,051;2016-01-05;;
52865523;801_903L_8.4;w903l-w904l;S;0,028;0,071;2016-01-05;;
52865524;011_301AR_70.0;sOG-w445l;S;2,512;2,566;2016-01-05;;
52865525;011_301AR_70.0;w301Ar-sOG;S;0,029;0,102;2016-01-05;;
52865527;527_75BV_17.1;w75Bv-w85Av;S;0,000;0,001;2016-01-05;;
52865528;924_3769L_36.9;w3769l-w3785Br;S;0,027;0,176;2016-01-05;;
52865530;588_351AR_1.2;w351Ar-w353A/351Br;S;0,029;0,031;2016-01-05;;
52865531;504_29BL_17.5;w29Bl-s51;S;0,027;0,061;2016-01-05;;
52865532;550_109AV_26.0;w109Av-w913v;S;0,000;0,015;2016-01-05;;
52865533;520_159L_0.8;w159/157Bl-w165v;S;0,017;0,023;2016-01-05;;
52865534;555_501L_82.9;w501l-w503v;S;0,033;0,074;2016-01-05;;
52865535;073_1101AR_0.7;s604-w1105Br;S;0,313;0,356;2016-01-05;;
52865536;664_229L_42.6;w229l-s73;S;0,029;0,069;2016-01-05;;
52865537;128_35AL_12.7;s3-w61Br;S;0,511;0,596;2016-01-05;;
52865538;128_35AL_12.7;w35Al-s3;S;0,048;0,182;2016-01-05;;
52865539;801_904V_8.3;w904v-w905l;S;0,000;0,011;2016-01-05;;
52865540;625_263AR_15.7;s902-w339Br;S;0,849;1,049;2016-01-05;;
52865541;625_263AR_15.7;w263Ar-s902;S;0,029;0,339;2016-01-05;;
52864866;618_17BV_58.8;s6-w101Av;S;0,372;0,376;2016-01-05;;
52864867;618_17BV_58.8;w17Bv-s6;S;0,000;0,006;2016-01-05;;
52864868;517_41AL_69.0;w41A/35Bl-w41Bl;S;0,017;0,021;2016-01-05;;
52864869;089_271R_46.0;s113-w293Br;S;0,423;0,479;2016-01-05;;
52864870;089_271R_46.0;w271r-s113;S;0,100;0,209;2016-01-05;;
52864871;555_369R_84.3;w369/367r-w381r;S;0,020;0,027;2016-01-05;;
52864872;127_391AL_48.5;w391Al-w393Br;S;0,027;0,037;2016-01-05;;
52864874;054_1347BL_53.3;w1347Bl-s411;S;0,048;0,206;2016-01-05;;
52864949;519_97BV_47.4;w97Bv-sFG;S;0,000;0,037;2016-01-05;;
52865474;057_83BV_20.0;sFE-w105Av;S;7,826;7,865;2016-01-05;;
52865475;057_83BV_20.0;w83Bv-sFE;S;0,000;0,054;2016-01-05;;
52865476;534_1081BL_46.0;w1087A/1081Bl-w1083A;S;0,016;0,025;2016-01-05;;
