ID;SPOORTAK_IDENTIFICATIE;OBJECT_NAAM;OBJECT_TYPE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING;HOEKVERHOUDING;AFSTAND_VOORLAS_WISSELTONG
52835528;555_213BpV_83.3;215A/213B;W;0,000;0,032;2016-01-05;;
52835529;664_107AL_42.0;221/121B;W;0,450;0,464;2016-01-05;;
52835530;545_75BpV_22.3;83A/75B;W;0,000;0,034;2016-01-05;;
52835532;470_1116R_301.7;1116;W;0,000;0,029;2016-01-05;1:9;1,33
52835533;123_83V_20.7;87A/85;W;0,010;0,024;2016-01-05;;
52835535;530_95BV_11.6;113B;W;0,710;0,751;2016-01-05;1:12;1,33
52835536;555_271R_83.5;271;W;0,000;0,039;2016-01-05;1:12;1,33
52843752;522_207AR_58.0;207B;W;0,020;0,053;2016-01-05;1:9;1,33
52843753;926_2015L_1.5;2055;W;0,640;0,666;2016-01-05;1:8;1,33
52843754;950_1103L_26.6;1103;W;0,000;0,027;2016-01-05;1:9;1,33
52844635;133_1011R_8.5;1011;W;0,000;0,048;2016-01-05;1:15;1,33
52844637;608_37AL_88.0;57B;W;0,490;0,516;2016-01-05;1:9;1,33
52844638;950_117L_7.1;215;W;0,620;0,648;2016-01-05;1:9;1,33
52844158;927_33R_904.5;33;W;0,000;0,029;2016-01-05;1:9;1,33
52844159;161_2675R_31.7;2675;W;0,000;0,048;2016-01-05;1:15;1,33
52844160;618_101AL_51.3;111B;W;0,220;0,252;2016-01-05;1:9;1,33
52844161;614_2219L_48.3;2231;W;0,120;0,172;2016-01-05;1:15;1,33
52844162;664_121BqV_42.5;221/121B;W;0,000;0,031;2016-01-05;;
52844163;503_97L_43.9;97;W;0,000;0,029;2016-01-05;1:9;1,33
52844164;608_59BqV_88.6;61A/59B;W;0,000;0,034;2016-01-05;;
52844165;115_7AR_4.9;33B;W;1,240;1,273;2016-01-05;1:9;1,33
52844166;950_107V_6.9;109A/105B;W;0,020;0,034;2016-01-05;;
52844167;501_43R_80.3;43;W;0,000;0,027;2016-01-05;1:9;1,33
52844168;027_933L_147.6;933;W;0,000;0,047;2016-01-05;1:15;1,33
52844169;617_1253AR_42.2;1253A;W;0,000;0,099;2016-01-05;1:34.7;2,53
52844170;509_9AL_35.1;9B;W;0,030;0,062;2016-01-05;1:9;1,33
52844171;553_247AL_21.5;247B;W;0,050;0,094;2016-01-05;1:15;1,33
52844172;478_1583qV_1.9;1583/1585;W;0,000;0,034;2016-01-05;;
52844173;620_1BL_41.7;3A;W;0,030;0,060;2016-01-05;1:9;1,33
52844175;506_564R_43.6;632;W;0,550;0,578;2016-01-05;1:9;1,33
52842962;085_209R_19.3;211;W;0,290;0,313;2016-01-05;1:9;1,33
52842963;588_807R_1.7;807;W;0,000;0,028;2016-01-05;1:9;1,33
52842964;950_1123AL_28.0;1123B;W;0,070;0,119;2016-01-05;1:15;1,33
52842965;924_3597AR_35.8;3597B;W;0,020;0,053;2016-01-05;1:9;1,33
52842966;501_935L_80.5;935;W;0,000;0,026;2016-01-05;1:8;1,33
52842967;531_1203AR_0.5;1209A/1207B;W;0,130;0,147;2016-01-05;;
52842968;093_55AR_8.4;55B;W;0,070;0,096;2016-01-05;1:9;1,33
52842970;508_935L_90.9;936;W;0,060;0,092;2016-01-05;1:9;1,33
52842971;011_86L_69.1;309;W;0,600;0,630;2016-01-05;1:9;1,33
52842972;606_101AL_0.8;101A/99;W;0,000;0,015;2016-01-05;;
52842973;564_431AR_23.5;431A;W;0,000;0,029;2016-01-05;1:9;1,33
52842974;536_239R_60.7;239/235B;W;0,000;0,016;2016-01-05;;
52848124;135_2067R_42.9;GM4;S;4,042;4,975;2016-01-05;;
52848125;514_912R_18.0;10r;S;0,028;0,327;2016-01-05;;
52848126;550_71BV_25.8;16b;S;0,000;0,207;2016-01-05;;
52848354;145_935BV_54.8;RF;S;0,054;1,368;2016-01-05;;
52848355;555_201L_83.3;17m;S;0,064;0,376;2016-01-05;;
52848356;817_975L_200.3;585;S;0,029;0,096;2016-01-05;;
52848357;924_2301BL_525.0;KA5;S;0,804;1,728;2016-01-05;;
52848358;603_912R_3.6;94;S;0,026;0,319;2016-01-05;;
52848359;603_41L_48.2;42;S;0,103;0,582;2016-01-05;;
52848360;950_953R_27.8;606;S;0,027;0,815;2016-01-05;;
52848361;506_25AR_43.0;27b;S;0,274;0,651;2016-01-05;;
52848658;801_954R_7.9;1022a;S;0,029;0,132;2016-01-05;;
52848659;209_1R_19.0;AV;S;0,675;2,392;2016-01-05;;
52848141;057_43R_11.4;662;S;0,113;0,774;2016-01-05;;
52848142;132_477BV_47.8;101;S;0,010;0,632;2016-01-05;;
52848143;586_7AV_80.2;SA;S;0,012;0,732;2016-01-05;;
52848366;606_931L_0.4;28;S;0,027;0,186;2016-01-05;;
52848367;924_2301BL_525.0;KA7;S;6,695;7,217;2016-01-05;;
52848368;514_93AR_17.2;106a;S;0,053;0,672;2016-01-05;;
52848369;514_961L_17.2;88;S;0,029;0,498;2016-01-05;;
52848370;049_9AR_25.8;301;S;0,674;0,869;2016-01-05;;
52848371;664_1011R_42.9;81;S;0,029;0,232;2016-01-05;;
52848674;130_7R_60.9;2;S;0,027;0,763;2016-01-05;;
52849002;519_39AR_46.0;302;S;0,119;0,747;2016-01-05;;
52849004;490_149R_6.0;5164;S;0,098;0,149;2016-01-05;;
52849005;309_8303V_5.9;8303;S;0,000;0,030;2016-01-05;;
52849006;001_1103R_1.0;2;S;0,029;0,281;2016-01-05;;
52849007;135_916AL_45.8;23;S;0,015;0,356;2016-01-05;;
52849008;555_387V_84.4;HD;S;2,733;2,782;2016-01-05;;
52849009;504_29BL_17.5;51;S;0,061;0,138;2016-01-05;;
52849010;617_1109R_38.8;508a;S;0,211;0,486;2016-01-05;;
52849011;135_259BV_21.7;912;S;0,006;0,314;2016-01-05;;
52842358;938_4533L_1.2;4533;W;0,000;0,029;2016-01-05;1:9;1,33
52842359;542_1247AL_29.8;1247A/1243B;W;0,000;0,016;2016-01-05;;
52842361;478_1333L_2.1;1333;W;0,000;0,029;2016-01-05;1:9;1,33
52842362;514_19AR_17.7;19B;W;0,030;0,061;2016-01-05;1:9;1,33
52842364;624_195AL_32.4;195A;W;0,000;0,048;2016-01-05;1:15;1,33
52842365;509_9AR_35.1;9A;W;0,000;0,029;2016-01-05;1:9;1,33
52842366;534_1027R_45.1;1027;W;0,000;0,047;2016-01-05;1:15;1,33
52842367;586_241BV_81.1;283A/281;W;0,090;0,110;2016-01-05;;
52842368;524_255R_70.3;269;W;0,340;0,384;2016-01-05;1:15 SYM;1,33
52842369;133_1065L_13.9;1071;W;0,630;0,672;2016-01-05;1:12;1,33
52842370;608_903R_88.0;903/37B;W;0,000;0,017;2016-01-05;;
52842371;525_1305BL_180.5;1305B;W;0,000;0,048;2016-01-05;1:15;1,33
52842372;524_299AR_71.4;299B;W;0,080;0,126;2016-01-05;1:15;1,33
52842373;560_1235AR_25.0;1235B/1277A;W;0,030;0,049;2016-01-05;;
52842374;545_75AR_22.3;75A/73;W;0,000;0,016;2016-01-05;;
52840459;524_293AR_71.3;293A;W;0,000;0,047;2016-01-05;1:15;1,33
52840460;565_65R_16.6;71;W;0,470;0,503;2016-01-05;1:9;1,33
52840461;520_63L_0.2;63;W;0,000;0,027;2016-01-05;1:9;1,33
52841797;618_193AL_50.7;193B;W;0,040;0,069;2016-01-05;1:9;1,33
52841798;613_902L_75.7;902;W;0,000;0,029;2016-01-05;1:9;1,33
52841799;501_127L_80.8;127;W;0,000;0,028;2016-01-05;1:9;1,33
52841800;531_1175R_100.9;1175;W;0,000;0,038;2016-01-05;1:12;1,33
52841801;608_63AR_88.8;63A;W;0,000;0,029;2016-01-05;1:9;1,33
52841802;012_361AL_33.3;361A;W;0,000;0,027;2016-01-05;1:9;1,33
52841803;545_906AR_21.9;906A/906B;W;0,000;0,017;2016-01-05;;
52841804;950_1007R_39.8;1007/1009;W;0,000;0,017;2016-01-05;;
52841806;924_353AL_36.2;357B/357A;W;0,160;0,175;2016-01-05;;
52841807;152_4111R_29.2;4111;W;0,000;0,053;2016-01-05;1:18.5;0,81
52841808;125_1003L_29.9;1003;W;0,000;0,029;2016-01-05;1:9;1,33
52841810;618_131AR_50.9;131A;W;0,000;0,032;2016-01-05;1:9;1,33
52841812;586_157AL_80.8;161A/159B;W;0,020;0,036;2016-01-05;;
52841813;525_481V_79.0;483;W;0,020;0,065;2016-01-05;1:15;1,33
52848340;129_55R_30.8;18c;S;0,027;0,141;2016-01-05;;
52848343;924_3637L_35.9;204;S;0,072;0,741;2016-01-05;;
52848345;924_2301BL_525.0;KA4;S;0,039;0,804;2016-01-05;;
52848346;478_1587L_2.0;880;S;0,052;0,120;2016-01-05;;
52848347;618_109AR_51.3;18b;S;0,084;0,394;2016-01-05;;
52848348;522_215AR_58.0;6c;S;0,052;0,115;2016-01-05;;
52848349;115_129BV_22.5;463;S;0,011;0,530;2016-01-05;;
52848350;486_954L_75.1;2165;S;0,029;0,398;2016-01-05;;
52848351;486_916R_76.2;1202;S;0,028;0,174;2016-01-05;;
52847544;115_127AL_22.3;465;S;0,061;0,527;2016-01-05;;
52847545;514_906V_18.0;13r;S;0,000;0,290;2016-01-05;;
52847546;613_902R_75.7;6a;S;0,029;0,171;2016-01-05;;
52847547;201_85L_21.7;412;S;0,065;0,539;2016-01-05;;
52847548;585_1185L_8.3;651;S;0,225;0,566;2016-01-05;;
52847549;940_381R_43.1;213;S;0,049;0,346;2016-01-05;;
52847550;163_1019L_43.5;91;S;0,029;0,460;2016-01-05;;
52847551;924_3603L_35.8;209;S;0,062;0,819;2016-01-05;;
52847552;305_52R_18.0;44;S;0,028;0,804;2016-01-05;;
52847555;011_70L_68.8;413a;S;0,027;0,232;2016-01-05;;
52848868;152_4123V_30.7;ZD1;S;0,039;1,429;2016-01-05;;
52848869;503_97L_43.9;305a;S;0,064;0,248;2016-01-05;;
52848870;534_1089L_46.1;651;S;0,082;0,220;2016-01-05;;
52848871;012_361AL_33.3;321;S;0,081;0,451;2016-01-05;;
52848872;550_143BV_26.3;56b;S;0,008;0,171;2016-01-05;;
52848873;114_393BV_102.0;FM;S;21,426;23,845;2016-01-05;;
52848874;927_938R_906.1;330;S;0,029;0,330;2016-01-05;;
52848875;152_4123V_30.7;ZD2;S;3,049;4,419;2016-01-05;;
52848876;516_917L_2.1;55;S;0,029;0,173;2016-01-05;;
52848877;523_911L_53.9;582;S;0,523;0,843;2016-01-05;;
52848711;519_37AL_46.3;310;S;0,061;0,397;2016-01-05;;
52848712;803_40R_102.7;4912;S;0,029;0,243;2016-01-05;;
52848713;560_1273AL_24.9;26;S;0,046;0,239;2016-01-05;;
52849012;614_17R_47.3;717;S;0,028;0,160;2016-01-05;;
52849013;521_403R_22.2;101;S;0,029;0,335;2016-01-05;;
52849014;654_397R_49.0;332;S;0,066;0,422;2016-01-05;;
52849015;555_387V_84.4;HE;S;3,342;3,830;2016-01-05;;
52849016;620_908L_42.4;20;S;0,018;0,109;2016-01-05;;
52849017;486_118R_204.8;w118r-wXXXv;S;0,029;0,765;2016-01-05;;
52849018;503_123L_43.1;309;S;0,066;0,830;2016-01-05;;
52849019;161_2213L_8.3;2201;S;0,188;0,965;2016-01-05;;
52849020;118_1093R_90.6;QL;S;1,254;2,056;2016-01-05;;
52849021;127_361R_37.5;403;S;0,288;0,832;2016-01-05;;
52848726;777_40V_14.5;OS;S;0,301;13,723;2016-01-05;;
52841814;927_956L_905.8;992;W;0,660;0,691;2016-01-05;1:9;1,33
52841815;528_37AR_28.7;37B;W;0,030;0,060;2016-01-05;1:9;1,33
52841816;624_155BL_32.0;155B;W;0,000;0,043;2016-01-05;1:15 SYM;1,33
52841817;506_251AR_45.3;251A;W;0,000;0,029;2016-01-05;1:9;1,33
52841818;527_55AR_16.9;55A;W;0,000;0,028;2016-01-05;1:9;1,33
52841819;519_77AL_46.8;77A/75;W;0,000;0,017;2016-01-05;;
52841820;950_211ApV_7.8;211A/213;W;0,000;0,031;2016-01-05;;
52841821;468_58L_100.9;58;W;0,000;0,029;2016-01-05;1:9;1,33
52841822;476_84R_104.1;84;W;0,000;0,027;2016-01-05;1:9;1,33
52841823;036_221AR_84.5;223;W;0,070;0,095;2016-01-05;1:9;1,33
52841825;514_141AqV_16.6;143/141A;W;0,000;0,031;2016-01-05;;
52841826;603_145AL_3.3;147B;W;0,020;0,051;2016-01-05;1:9;1,33
52841827;518_103AL_63.2;103B;W;0,110;0,134;2016-01-05;1:9;1,33
52841828;508_2089R_91.3;2105;W;0,180;0,232;2016-01-05;1:15;1,33
52842454;805_7103L_102.0;7103;W;0,000;0,029;2016-01-05;1:9;1,33
52842455;817_1215L_115.2;1215;W;0,000;0,028;2016-01-05;1:9;1,33
52842456;606_99qV_0.9;101A/99;W;0,000;0,032;2016-01-05;;
52846183;787_6WV_68.3;SZ2;S;13,970;15,749;2016-01-05;;
52845808;536_327AR_61.9;KW_327AR-329AL;K;0,029;0,034;2016-01-05;;
52845809;522_183AR_57.7;KW_183AR-185AL;K;0,029;0,036;2016-01-05;;
52845810;545_261AR_22.6;KW_261AR-265AL;K;0,029;0,034;2016-01-05;;
52845811;517_63R_69.3;KW_63R-67BL;K;0,017;0,024;2016-01-05;;
52845813;603_105AR_2.9;KW_105AR-107AL;K;0,027;0,036;2016-01-05;;
52845814;478_1259AL_1.7;KW_1253AR-1259AL;K;0,017;0,024;2016-01-05;;
52845815;503_191L_40.9;K_189R-191L;K;0,050;0,085;2016-01-05;;
52845816;519_51AR_46.4;KW_51AR-53AL;K;0,029;0,036;2016-01-05;;
52845817;514_109AL_17.1;KW_107AR-109AL;K;0,027;0,036;2016-01-05;;
52845818;542_1197AL_29.4;KW_1195AR-1197AL;K;0,029;0,034;2016-01-05;;
52845819;564_1335L_23.6;KW_1345R-1335L;K;0,017;0,024;2016-01-05;;
52847556;474_958R_101.0;w958r-sj958R;S;0,025;0,876;2016-01-05;;
52847557;479_1675V_302.0;944;S;1,721;2,168;2016-01-05;;
52847558;603_141AL_3.3;18b;S;0,067;0,177;2016-01-05;;
52847750;514_35R_17.5;162;S;0,054;0,269;2016-01-05;;
52847751;486_36BR_0.8;w36Br-sj36BR;S;0,018;0,724;2016-01-05;;
52848698;613_902L_75.7;7a;S;0,029;0,178;2016-01-05;;
52848699;564_1303L_23.5;42;S;0,061;0,306;2016-01-05;;
52848700;550_967L_25.3;74;S;0,029;0,277;2016-01-05;;
52848701;504_29AL_17.4;222;S;0,097;0,570;2016-01-05;;
52848702;550_63L_25.5;17a;S;0,067;0,277;2016-01-05;;
52848703;588_389V_2.6;MB;S;0,000;0,162;2016-01-05;;
52848704;666_441R_29.0;93;S;0,286;1,143;2016-01-05;;
52848706;553_259BR_21.8;110a;S;0,061;0,160;2016-01-05;;
52848707;610_143R_14.6;603;S;0,099;0,361;2016-01-05;;
52848947;618_875V_50.1;157c;S;0,000;0,086;2016-01-05;;
52848948;587_481L_7.0;GL;S;0,079;0,590;2016-01-05;;
52848949;501_917R_80.4;45;S;0,027;0,235;2016-01-05;;
52848715;924_17-18L_35.3;117;S;0,027;0,796;2016-01-05;;
52848716;927_37R_904.5;C26;S;0,576;0,593;2016-01-05;;
52848717;469_336BL_601.9;w336Bl-sj336BL;S;0,015;0,192;2016-01-05;;
52848718;122_1001BV_21.5;BC;S;1,296;1,601;2016-01-05;;
52848719;021_39R_67.2;703;S;0,122;0,906;2016-01-05;;
52848720;486_909R_75.5;1108;S;0,029;0,333;2016-01-05;;
52848721;506_609R_43.5;37;S;0,029;0,398;2016-01-05;;
52848722;087_33R_22.1;6;S;0,046;0,164;2016-01-05;;
52848723;805_512R_100.0;48;S;0,029;0,192;2016-01-05;;
52848724;047_35AR_41.9;205;S;0,358;0,579;2016-01-05;;
52848884;114_393BV_102.0;FN;S;23,895;26,313;2016-01-05;;
52848885;950_934L_11.7;473;S;0,027;0,150;2016-01-05;;
52848727;039_5135V_109.0;822;S;0,055;0,380;2016-01-05;;
52848728;032_32V_16.5;6;S;0,032;0,162;2016-01-05;;
52848729;163_953AL_43.9;203b;S;0,055;0,270;2016-01-05;;
52848730;620_31L_41.8;6;S;0,061;0,177;2016-01-05;;
52848731;543_933V_45.7;25;S;0,000;0,050;2016-01-05;;
52848732;506_33R_43.2;88;S;0,052;0,072;2016-01-05;;
52848733;015_1071L_100.2;7;S;0,027;0,195;2016-01-05;;
52848734;661_115L_21.6;912;S;0,083;0,367;2016-01-05;;
52848735;026_235L_26.0;503b;S;0,049;0,862;2016-01-05;;
52848737;950_19L_6.5;330;S;0,069;0,538;2016-01-05;;
52848587;555_179AV_83.1;10w;S;0,028;0,364;2016-01-05;;
52848588;614_18L_47.4;820;S;0,028;0,273;2016-01-05;;
52848589;926_2071R_0.8;E8;S;0,029;0,463;2016-01-05;;
52848779;200_185V_13.1;GF;S;0,082;2,694;2016-01-05;;
52848780;021_39L_67.2;702;S;0,118;0,896;2016-01-05;;
52848781;133_1077BV_14.6;123;S;0,019;0,267;2016-01-05;;
52848782;546_1049V_3.9;BG;S;0,064;0,365;2016-01-05;;
52848784;527_922L_17.6;26;S;0,029;0,129;2016-01-05;;
52848785;486_921L_76.2;1208;S;0,029;0,164;2016-01-05;;
52845821;603_147AL_3.3;KW_145AR-147AL;K;0,029;0,035;2016-01-05;;
52845822;560_1279AR_24.9;KW_1279AR-1281AL;K;0,029;0,032;2016-01-05;;
52845823;546_1031L_12.7;2526;K;0,469;0,472;2016-01-05;;
52845824;514_907L_18.0;KW_906R-908L;K;0,029;0,036;2016-01-05;;
52845825;555_279AR_83.7;KW__279AR-283AL;K;0,027;0,037;2016-01-05;;
52845826;527_121L_17.4;K_129-121R;K;0,383;0,386;2016-01-05;;
52845827;536_231AL_60.6;KW_231AL-225AR;K;0,016;0,025;2016-01-05;;
52845828;603_175AL_3.8;KW_173AR-175AL;K;0,029;0,036;2016-01-05;;
52845830;603_173AR_3.8;KW_173AR-175AL;K;0,017;0,024;2016-01-05;;
52845831;478_1591R_1.9;KW_1595-1597;K;0,029;0,036;2016-01-05;;
52845832;586_2525AR_80.2;KW_2525AR-2527AL;K;0,017;0,024;2016-01-05;;
52845833;504_51AR_18.2;KW_51AR-53AL;K;0,017;0,025;2016-01-05;;
52845834;924_3275AL_34.2;KW_3273AR-3275AL;K;0,029;0,035;2016-01-05;;
52845835;586_2567AR_80.7;KW_2567AR-2569AL;K;0,029;0,031;2016-01-05;;
52840944;485_97AqV_101.1;97A/97B;W;0,000;0,034;2016-01-05;;
52840945;514_75L_17.4;77B;W;0,030;0,060;2016-01-05;1:9;1,33
52840946;801_902L_7.7;903;W;0,720;0,743;2016-01-05;1:9;1,33
52840947;054_1351AR_53.3;1351A;W;0,000;0,029;2016-01-05;1:9;1,33
52840948;550_47R_25.3;47/43B;W;0,000;0,017;2016-01-05;;
52840949;560_1217AL_24.9;1241;W;0,020;0,052;2016-01-05;1:9;1,33
52840952;802_800R_100.6;800;W;0,000;0,028;2016-01-05;1:9;1,33
52840953;135_271AL_22.0;271B;W;0,040;0,069;2016-01-05;1:9;1,33
52840955;163_165AR_43.6;165A;W;0,000;0,028;2016-01-05;1:9;1,33
52840956;115_101AL_21.9;119/117B;W;0,410;0,426;2016-01-05;;
52840958;506_95AR_43.9;141A/97;W;0,030;0,047;2016-01-05;;
52840959;486_901BR_75.4;908;W;0,100;0,127;2016-01-05;1:9 SYM;1,33
52840962;555_237AL_83.4;237A;W;0,000;0,029;2016-01-05;1:9;1,33
52840963;486_86L_205.3;86;W;0,000;0,028;2016-01-05;1:9;1,33
52840964;042_739BR_20.5;739B;W;0,000;0,028;2016-01-05;1:9 SYM;1,33
52840965;536_253L_61.0;253/251B;W;0,000;0,017;2016-01-05;;
52848950;520_135BR_0.7;1;S;0,045;0,351;2016-01-05;;
52848951;545_917L_21.8;117;S;0,074;0,172;2016-01-05;;
52848952;924_3731V_36.8;332;S;0,073;0,103;2016-01-05;;
52848546;054_1347AL_53.2;404;S;0,204;0,924;2016-01-05;;
52848547;478_1611V_2.9;931;S;0,038;0,601;2016-01-05;;
52848548;513_91BV_25.7;504b;S;0,000;0,282;2016-01-05;;
52848549;588_830L_1.8;86;S;0,029;0,301;2016-01-05;;
52848550;787_6WV_68.3;B56;S;12,325;13,910;2016-01-05;;
52848551;617_701R_38.9;511;S;0,029;0,292;2016-01-05;;
52848760;084_13AL_10.4;SM;S;0,328;5,203;2016-01-05;;
52848762;950_35R_6.2;306;S;0,065;0,782;2016-01-05;;
52848763;950_950V_40.2;745;S;0,000;0,123;2016-01-05;;
52848764;524_259BV_70.7;401;S;0,202;0,627;2016-01-05;;
52848765;011_86R_69.1;306;S;0,068;0,568;2016-01-05;;
52848766;539_57BV_79.3;DD;S;1,436;1,848;2016-01-05;;
52848768;073_1139V_3.5;HF;S;0,244;8,306;2016-01-05;;
52848769;618_75L_51.3;11;S;0,049;0,274;2016-01-05;;
52848770;531_885L_33.6;95;S;0,029;0,221;2016-01-05;;
52848771;517_189AR_0.1;85;S;0,046;0,089;2016-01-05;;
52848772;470_80R_202.0;4309;S;0,029;0,034;2016-01-05;;
52848773;539_57BV_79.3;DE;S;0,725;1,170;2016-01-05;;
52848774;103_303L_28.8;LG;S;0,375;3,952;2016-01-05;;
52848775;080_3403V_9.8;672;S;0,017;1,252;2016-01-05;;
52848776;542_1173AL_29.1;3b;S;0,110;0,272;2016-01-05;;
52848777;490_136V_302.8;5382;S;0,000;0,346;2016-01-05;;
52848787;514_954L_17.3;84;S;0,029;0,305;2016-01-05;;
52848788;618_129R_50.9;42a;S;0,053;0,248;2016-01-05;;
52848789;054_1345AL_53.0;403;S;0,326;1,111;2016-01-05;;
52848372;550_97AR_25.8;25b;S;0,053;0,094;2016-01-05;;
52848373;035_933R_52.7;7;S;0,027;0,461;2016-01-05;;
52848374;021_11BL_86.6;SA;S;0,161;18,114;2016-01-05;;
52848375;486_411AV_77.5;81;S;0,033;0,337;2016-01-05;;
52848376;617_1151AR_39.3;510b;S;0,045;0,079;2016-01-05;;
52848377;803_45R_102.9;4922;S;0,026;0,271;2016-01-05;;
52847936;437_967R_0.8;32;S;0,029;0,396;2016-01-05;;
52840966;520_49AR_28.4;49A/47B;W;0,000;0,017;2016-01-05;;
52841554;531_1353BL_34.7;1369A/1353B;W;0,000;0,016;2016-01-05;;
52841555;618_57AL_58.8;57A/47B;W;0,000;0,017;2016-01-05;;
52841556;924_357BL_36.4;357B/357A;W;0,000;0,017;2016-01-05;;
52841557;531_531R_35.9;533A/531;W;0,000;0,017;2016-01-05;;
52841558;543_221AR_16.0;221A;W;0,000;0,029;2016-01-05;1:9;1,33
52841559;128_55AL_13.2;55A;W;0,000;0,048;2016-01-05;1:15;1,33
52841560;517_225AR_0.3;225A/223;W;0,000;0,017;2016-01-05;;
52841561;950_335AL_17.3;335B;W;0,020;0,052;2016-01-05;1:9;1,33
52841562;011_73R_68.9;73;W;0,000;0,029;2016-01-05;1:9;1,33
52841563;525_445BV_78.1;485;W;0,920;0,970;2016-01-05;1:15;1,33
52841564;506_571ApV_43.7;571B/571A;W;0,000;0,031;2016-01-05;;
52841565;586_235AL_81.0;235B;W;0,030;0,060;2016-01-05;1:9;1,33
52840462;586_61AL_80.3;61A;W;0,000;0,027;2016-01-05;1:9;1,33
52840463;543_171AL_45.2;173A/171B;W;0,030;0,041;2016-01-05;;
52840464;040_2R_46.0;11;W;0,620;0,653;2016-01-05;1:9;1,33
52840466;009_87R_137.9;87;W;0,000;0,027;2016-01-05;1:9;1,33
52840467;586_335AR_81.4;335A/333B;W;0,000;0,014;2016-01-05;;
52840469;203_431BqV_66.1;433/431B;W;0,000;0,031;2016-01-05;;
52840471;851_916R_130.8;916;W;0,000;0,029;2016-01-05;1:9;1,33
52840472;469_331L_601.5;331;W;0,000;0,026;2016-01-05;1:7;1,33
52840473;221_XXXL_13.7;XXX;W;0,000;0,018;2016-01-05;1:7;1,33
52840474;475_985L_0.9;985;W;0,000;0,028;2016-01-05;1:9;1,33
52840475;085_203L_18.9;203;W;0,000;0,029;2016-01-05;1:9;1,33
52840476;012_375AR_34.1;375A;W;0,000;0,027;2016-01-05;1:9;1,33
52840477;557_2L_27.4;2;W;0,000;0,029;2016-01-05;1:9;1,33
52840478;470_202L_375.2;202;W;0,000;0,029;2016-01-05;1:9;1,33
52840479;490_115R_104.9;115;W;0,000;0,032;2016-01-05;1:9;1,33
52840480;506_638V_44.3;655;W;0,030;0,059;2016-01-05;1:9;1,33
52840482;802_802L_100.7;802;W;0,000;0,029;2016-01-05;1:9;1,33
52840483;531_1399AR_34.8;1399A;W;0,000;0,029;2016-01-05;1:9;1,33
52840484;139_311AL_175.0;311A;W;0,000;0,048;2016-01-05;1:15;1,33
52848352;486_942L_76.1;502;S;0,198;2,191;2016-01-05;;
52848353;609_83BV_27.8;504b;S;0,019;0,214;2016-01-05;;
52848608;211_21V_21.6;KB;S;0,000;5,323;2016-01-05;;
52848609;008_1245L_21.4;1;S;0,091;0,510;2016-01-05;;
52848610;614_2169V_48.0;708b;S;0,013;0,250;2016-01-05;;
52848611;478_1033L_0.4;GG;S;0,217;0,290;2016-01-05;;
52848612;815_912AL_5.0;900b;S;0,016;0,073;2016-01-05;;
52848613;664_875V_41.9;KH;S;0,176;0,740;2016-01-05;;
52848614;531_829V_33.6;90;S;0,000;0,003;2016-01-05;;
52848615;664_903R_43.0;BG;S;1,576;2,870;2016-01-05;;
52848362;133_1045BL_13.6;RB1;S;0,261;3,333;2016-01-05;;
52848363;924_2301BL_525.0;KA6;S;3,151;4,201;2016-01-05;;
52848364;525_497AL_79.2;SC;S;0,239;0,959;2016-01-05;;
52848365;469_233R_201.7;w233r-wXXXv;S;0,028;0,244;2016-01-05;;
52848619;079_183AR_3.0;PC;S;0,170;2,331;2016-01-05;;
52848620;501_135L_80.7;27;S;0,058;0,072;2016-01-05;;
52848621;614_406L_48.2;832;S;0,032;0,047;2016-01-05;;
52848622;036_213BV_83.8;832;S;0,145;0,693;2016-01-05;;
52848623;803_95V_105.8;5031;S;0,757;1,551;2016-01-05;;
52848209;161_2675L_31.7;GG10;S;1,960;3,114;2016-01-05;;
52848738;035_133BV_52.2;813b;S;0,015;0,661;2016-01-05;;
52848917;144_983BR_153.5;DE;S;0,252;1,604;2016-01-05;;
52848918;501_941L_80.5;30;S;0,029;0,168;2016-01-05;;
52848919;114_393BV_102.0;FQ;S;28,584;30,445;2016-01-05;;
52848920;514_913L_18.0;7r;S;0,028;0,385;2016-01-05;;
52848922;152_4123V_30.7;ZD6;S;14,733;16,127;2016-01-05;;
52848923;588_847L_2.2;104;S;0,028;0,182;2016-01-05;;
52848925;586_133AV_80.7;11a;S;0,012;0,330;2016-01-05;;
52848926;801_918L_101.9;1011;S;0,029;0,710;2016-01-05;;
52848927;101_1063L_12.3;KP;S;1,548;2,328;2016-01-05;;
52840485;026_243AR_26.0;253B;W;0,910;0,940;2016-01-05;1:9;1,33
52840486;551_135AL_22.6;135A;W;0,000;0,048;2016-01-05;1:15;1,33
52840487;520_57L_0.1;57;W;0,000;0,029;2016-01-05;1:9;1,33
52840488;557_4L_28.1;4;W;0,000;0,029;2016-01-05;1:9;1,33
52840490;305_51L_18.2;51;W;0,000;0,032;2016-01-05;1:9;1,33
52840492;514_911V_18.1;912;W;0,010;0,036;2016-01-05;1:9;1,33
52840493;530_95AL_11.4;95A;W;0,000;0,039;2016-01-05;1:12;1,33
52840494;603_173AR_3.8;173A/169B;W;0,000;0,017;2016-01-05;;
52840495;087_47AL_22.8;47A;W;0,000;0,027;2016-01-05;1:9;1,33
52840497;817_1207AL_115.7;1207A;W;0,000;0,029;2016-01-05;1:9;1,33
