ID;SPOORTAK_IDENTIFICATIE;CG_TYPE;CG_NAAM;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
149891876;479_2005L_300.8;BASIS;Europoort;0,000;0,965;2018-12-08
149891878;479_2005L_300.8;BVL;Europoort;0,000;0,965;2018-12-08
149892130;606_83AL_0.6;BAAN;Twente;0,000;0,064;2018-12-08
149892132;606_83AL_0.6;BASIS;Twente;0,000;0,064;2018-12-08
149892135;606_83AL_0.6;BVL;Twente;0,000;0,064;2018-12-08
149892137;606_81AL_0.6;BAAN;Twente;0,000;0,064;2018-12-08
149892139;606_81AL_0.6;BASIS;Twente;0,000;0,064;2018-12-08
149892142;606_81AL_0.6;BVL;Twente;0,000;0,064;2018-12-08
149892144;606_81AR_0.6;BAAN;Twente;0,000;0,064;2018-12-08
149892146;606_81AR_0.6;BASIS;Twente;0,000;0,064;2018-12-08
149892149;606_81AR_0.6;BVL;Twente;0,000;0,064;2018-12-08
149892151;520_217BpV_1.3;BVL;Maastricht;0,000;0,034;2018-12-08
149892153;520_217BpV_1.3;BASIS;Maastricht;0,000;0,034;2018-12-08
149892157;520_217BpV_1.3;BAAN;Maastricht;0,000;0,034;2018-12-08
149892158;520_213L_1.1;BVL;Maastricht;0,000;0,138;2018-12-08
149892401;664_133L_42.9;BASIS;Europoort;0,000;0,203;2018-12-08
149892403;664_133L_42.9;BVL;Europoort;0,000;0,203;2018-12-08
149892406;664_141BpV_43.2;BAAN;Europoort;0,000;0,032;2018-12-08
149892408;664_141BpV_43.2;BASIS;Europoort;0,000;0,032;2018-12-08
149892410;664_141BpV_43.2;BVL;Europoort;0,000;0,032;2018-12-08
149892413;664_141AL_43.1;BAAN;Europoort;0,000;0,059;2018-12-08
149892415;664_141AL_43.1;BASIS;Europoort;0,000;0,059;2018-12-08
149892417;664_141AL_43.1;BVL;Europoort;0,000;0,059;2018-12-08
149892423;536_325V_61.9;BVL;Den Haag;0,000;0,012;2018-12-08
149892424;536_325V_61.9;BASIS;Den Haag;0,000;0,012;2018-12-08
149892425;536_325V_61.9;BAAN;Den Haag;0,000;0,012;2018-12-08
149892629;609_23L_28.9;BASIS;IJsselstreek;0,000;0,947;2018-12-08
149892631;609_23L_28.9;BVL;IJsselstreek;0,000;0,947;2018-12-08
149892627;609_19BL_28.8;BAAN;IJsselstreek;0,000;0,389;2018-12-08
149892634;609_23L_28.9;BAAN;IJsselstreek;0,000;0,947;2018-12-08
149892636;814_980V_201.1;BAAN;Maastricht;0,000;0,423;2018-12-08
149892638;950_205R_11.7;BAAN;Europoort;0,000;0,027;2018-12-08
149892640;950_205R_11.7;BASIS;Europoort;0,000;0,027;2018-12-08
149892642;950_205R_11.7;BVL;Europoort;0,000;0,027;2018-12-08
149892645;950_205L_11.7;BAAN;Europoort;0,000;0,041;2018-12-08
149892647;950_205L_11.7;BASIS;Europoort;0,000;0,041;2018-12-08
149892649;950_205L_11.7;BVL;Europoort;0,000;0,041;2018-12-08
149891882;486_68L_202.2;BVL;Amsterdam;0,000;0,183;2018-12-08
149891884;486_68L_202.2;BAAN;Amsterdam;0,000;0,183;2018-12-08
