ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT;RICHTING_VOLGENS_GEOCODEKM
1222771;803_24L_100.4;0,014;0,258;803_a;10,002;10,239;MEE
1222772;803_24L_100.4;0,012;0,014;803_h;100,400;100,402;MEE
1222773;803_24L_100.4;0,000;0,012;201__;38,234;38,245;MEE
1223146;081_963V_74.7;0,000;0,147;081__;74,684;74,538;TEGEN
1223147;564_961R_24.3;0,000;0,634;564_b;24,257;23,623;TEGEN
1223148;564_961V_24.3;0,000;0,062;564_b;24,257;24,320;MEE
1223149;560_65L_24.6;0,050;0,178;564_b;24,500;24,372;TEGEN
1223150;560_65L_24.6;0,000;0,050;560_a;24,551;24,500;TEGEN
1223151;564_101L_24.4;0,000;0,129;564_b;24,372;24,500;MEE
1223152;564_101L_24.4;0,129;0,198;560_a;24,500;24,570;MEE
1223153;585_1163AR_8.3;0,000;0,222;585__;8,260;8,481;MEE
1223154;585_1163AL_8.3;0,000;0,102;585__;8,260;8,363;MEE
1223155;585_1163BV_8.4;0,000;0,019;585__;8,363;8,382;MEE
1223156;527_115R_17.4;0,000;0,004;527_c;17,384;17,388;MEE
1223157;531_2777V_35.9;0,000;1,230;531_c;35,851;37,069;MEE
1223158;047_35BV_42.0;0,000;0,546;047__;41,994;42,540;MEE
1223159;089_295BV_46.6;0,423;0,731;505_a;23,500;23,810;MEE
1223160;089_295BV_46.6;0,000;0,423;505_b;46,608;47,030;MEE
1223161;560_1239V_25.0;0,000;0,336;560_a;24,989;25,325;MEE
1223162;560_45AV_24.9;0,000;0,390;560_a;24,936;25,325;MEE
1223163;560_57AV_24.9;0,000;0,433;560_a;24,873;25,305;MEE
1223164;560_61L_24.8;0,000;0,485;560_a;24,820;25,305;MEE
1223165;526_437L_3.5;0,000;0,540;526_a;3,480;4,012;MEE
1223166;527_45AR_16.6;0,000;0,266;527_c;16,603;16,855;MEE
1222774;486_922L_76.3;0,000;0,119;486_b;76,261;76,143;TEGEN
1222775;486_926L_76.3;0,000;0,069;486_b;76,328;76,396;MEE
1222776;486_925V_76.4;0,000;0,045;486_b;76,352;76,396;MEE
1222777;486_801V_76.6;0,000;0,187;486_b;76,583;76,396;TEGEN
1222778;486_924V_76.3;0,000;0,042;486_b;76,310;76,352;MEE
1222779;927_981V_906.4;0,000;0,039;927__;906,392;906,430;MEE
1222780;802_801L_100.6;0,000;0,709;802__;100,637;101,345;MEE
1222781;155_4311L_64.4;0,000;0,279;155_b;64,379;64,658;MEE
1222782;155_4311R_64.4;0,000;0,119;155_b;64,379;64,498;MEE
1222783;155_4313V_64.5;0,000;0,041;155_b;64,498;64,539;MEE
1222784;164_2483V_253.1;0,000;0,310;164__;253,091;253,401;MEE
1222785;121_2353V_233.1;0,000;0,086;121_b;233,142;233,228;MEE
1222786;121_2355V_233.2;0,000;0,099;121_b;233,228;233,328;MEE
1222787;531_839R_1.5;0,000;0,323;531_d;1,510;1,831;MEE
1222788;531_863R_1.5;0,000;0,037;531_d;1,518;1,554;MEE
1222789;564_219BV_100.6;0,016;0,143;536__;60,410;60,531;MEE
1222790;564_219BV_100.6;0,000;0,016;564_d;100,637;100,654;MEE
1222791;531_881R_1.6;0,000;0,217;531_d;1,620;1,830;MEE
1222792;654_393V_48.6;0,000;0,117;654__;48,641;48,758;MEE
1222793;531_2707V_35.4;0,000;0,048;531_c;35,426;35,473;MEE
1222794;531_2705V_35.4;0,000;0,051;531_c;35,423;35,473;MEE
1222795;586_263BV_81.2;0,000;0,033;586__;81,162;81,194;MEE
1223167;527_45AL_16.6;0,000;0,090;527_c;16,603;16,693;MEE
1223168;527_37BV_16.6;0,000;0,012;527_c;16,591;16,603;MEE
1223169;027_933L_147.6;0,000;0,974;027__;147,600;148,569;MEE
1223170;613_175BL_75.4;0,000;0,052;613__;75,407;75,355;TEGEN
1223171;613_175AR_75.3;0,000;0,061;613__;75,347;75,407;MEE
1223172;017_423R_39.9;0,000;0,802;017__;39,930;40,730;MEE
1223173;017_401AR_39.5;0,000;0,444;017__;39,486;39,930;MEE
1223174;527_61AR_16.9;0,000;0,064;527_c;16,855;16,906;MEE
1223175;527_59BR_16.9;0,000;0,064;527_c;16,906;16,855;TEGEN
1223176;527_45BV_16.7;0,000;0,175;527_c;16,693;16,855;MEE
1223177;517_115L_69.4;0,000;0,560;517_b;69,391;69,950;MEE
1223178;517_125L_69.4;0,547;0,697;517_a;0,004;0,175;MEE
1223179;517_125L_69.4;0,000;0,547;517_b;69,409;69,950;MEE
1223180;468_50L_100.6;0,000;0,589;468_a;100,596;101,188;MEE
1223181;589_971AL_149.5;0,000;0,869;589_c;149,542;150,409;MEE
1223182;555_253V_83.4;0,000;0,064;555__;83,395;83,328;TEGEN
1223183;555_249pV_83.5;0,000;0,031;555__;83,528;83,559;MEE
1223184;527_49L_16.6;0,000;0,268;527_c;16,607;16,855;MEE
1223185;527_187AL_18.1;0,000;0,062;527_c;18,066;18,128;MEE
1223186;527_185BV_18.1;0,000;0,008;527_c;18,058;18,066;MEE
1222796;166_2155V_135.8;0,000;8,280;166__;135,804;144,084;MEE
1222797;166_2153R_135.6;0,000;8,279;166__;135,557;143,837;MEE
1222798;518_125qV_63.6;0,000;0,031;518__;63,622;63,654;MEE
1222799;518_125pV_63.6;0,000;0,031;518__;63,622;63,654;MEE
1222800;518_127R_63.7;0,000;0,053;518__;63,638;63,585;TEGEN
1222801;518_125R_63.6;0,000;0,912;518__;63,638;64,545;MEE
1223024;927_947R_905.8;0,000;0,708;927__;905,769;906,469;MEE
1223025;112_351BV_62.6;0,000;4,301;112__;62,606;66,893;MEE
1223026;788_21BUV_75.2;0,010;0,356;126_b;75,236;75,582;MEE
1223027;788_21BUV_75.2;0,000;0,010;788__;75,226;75,236;MEE
1223028;788_21BUV_75.2;6,553;7,311;545_b;24,600;23,839;TEGEN
1223029;788_21BUV_75.2;0,356;6,553;126_a;30,800;24,600;TEGEN
1223030;474_961V_101.6;0,000;0,640;474_a;101,611;102,251;MEE
1223031;506_143V_44.2;0,000;0,922;506_b;44,170;45,049;MEE
1223022;804_43AL_0.4;0,286;0,387;076__;11,508;11,606;MEE
1223023;603_922V_3.0;0,000;0,116;603_a;3,035;2,919;TEGEN
1222802;503_83BV_14.0;0,000;0,252;503_b;14,049;14,300;MEE
1222803;503_83BV_14.0;0,252;0,303;503_c;44,018;43,970;TEGEN
1222804;503_115BV_43.1;0,000;1,014;503_c;43,131;42,116;TEGEN
1222805;503_183AL_42.2;0,000;0,048;503_c;42,163;42,116;TEGEN
1222806;531_501L_35.6;0,000;0,198;531_c;35,579;35,378;TEGEN
1222807;520_151AL_0.8;0,000;0,481;520_a;0,769;1,242;MEE
1222808;520_149AR_0.7;0,000;0,040;520_a;0,730;0,769;MEE
1222809;520_149BqV_0.8;0,000;0,034;520_a;0,786;0,752;TEGEN
1222810;520_129AR_0.6;0,000;0,120;520_a;0,650;0,769;MEE
1222811;520_151AR_0.8;0,000;0,053;520_a;0,769;0,822;MEE
1222812;082_137BV_1.5;0,000;3,559;082__;1,545;5,100;MEE
1222813;082_137BV_1.5;3,559;3,888;556__;5,100;5,428;MEE
1222814;606_43BV_37.6;0,000;0,030;606_a;0,007;0,037;MEE
1222815;019_951V_36.3;0,000;0,185;820__;200,032;200,217;MEE
1222816;019_950R_36.4;0,083;0,300;820__;200,000;200,217;MEE
1222817;019_950R_36.4;0,000;0,083;019__;36,382;36,300;TEGEN
1223050;082_137AL_1.5;3,618;4,007;556__;5,100;5,488;MEE
1223051;166_2193L_144.2;0,000;0,172;166__;144,237;144,408;MEE
1223052;478_1589L_1.9;0,000;0,124;478_a;1,945;2,062;MEE
1223053;478_1583L_1.9;0,000;0,083;478_a;1,945;2,017;MEE
1223054;589_3201V_4.9;0,000;0,024;589_b;4,886;4,910;MEE
1223055;477_40R_201.0;0,000;0,209;477_b;201,012;201,223;MEE
1223056;509_1147R_36.5;0,000;0,118;509_a;36,532;36,649;MEE
1223057;534_1017AL_44.9;0,000;0,133;534_b;44,927;45,059;MEE
1223058;534_1017AR_44.9;0,000;0,115;534_b;44,927;45,042;MEE
1223059;534_1015R_44.9;0,000;0,146;534_b;44,914;45,059;MEE
1223060;534_1015L_44.9;0,000;0,336;534_b;44,914;45,250;MEE
1223061;534_1023BV_45.1;0,000;0,026;534_b;45,050;45,076;MEE
1223062;527_67BpV_17.0;0,000;0,032;527_c;16,989;16,957;TEGEN
1223063;527_911L_500.7;0,000;0,067;527_f;500,709;500,774;MEE
1223064;112_351AR_62.5;0,000;0,137;112__;62,470;62,606;MEE
1223065;054_1005BV_57.4;0,000;0,024;054_a;57,448;57,472;MEE
1223066;555_387V_84.4;0,000;0,022;555__;84,403;84,425;MEE
1223067;555_387V_84.4;0,022;3,884;163__;48,700;44,854;TEGEN
1223068;531_2679L_34.7;0,000;0,945;531_c;34,702;35,642;MEE
1223078;211_21V_21.6;0,000;6,673;211__;21,625;14,955;TEGEN
1223079;525_431BV_77.9;0,000;0,009;525_b;77,922;77,931;MEE
1223080;563_175AL_57.3;0,000;0,422;563__;57,284;57,698;MEE
1223081;135_2235R_15.4;0,000;0,054;135__;15,432;15,486;MEE
1223082;135_2231pV_15.4;0,000;0,034;135__;15,449;15,416;TEGEN
1222818;076_1641R_12.0;0,000;0,432;076__;12,038;12,457;MEE
1222819;520_201AR_0.8;0,000;0,550;520_a;0,750;1,334;MEE
1222820;520_69AL_0.3;0,000;0,585;520_a;0,323;0,924;MEE
1222821;520_201BV_0.9;0,000;0,074;520_a;0,924;1,011;MEE
1222822;520_203V_1.0;0,000;0,028;520_a;1,011;1,038;MEE
1222823;606_35V_37.4;0,000;0,149;606_b;37,418;37,566;MEE
1222824;606_41BpV_37.6;0,000;0,034;606_b;37,595;37,562;TEGEN
1222825;606_43AL_37.6;0,000;0,045;606_b;37,579;37,623;MEE
1222826;606_43AL_37.6;0,045;0,052;606_a;0,000;0,007;MEE
1222827;606_41BqV_37.6;0,000;0,034;606_b;37,595;37,561;TEGEN
1222828;606_43AR_37.6;0,045;0,052;606_a;0,000;0,007;MEE
1222829;606_43AR_37.6;0,000;0,045;606_b;37,579;37,623;MEE
1222830;606_51BR_0.1;0,089;0,162;606_b;37,623;37,551;TEGEN
1222831;606_51BR_0.1;0,000;0,089;606_a;0,089;0,000;TEGEN
1222832;606_51AL_0.0;0,000;0,053;606_a;0,037;0,089;MEE
1222833;564_215AR_59.8;0,000;0,116;564_c;59,815;59,931;MEE
1222834;520_205V_1.0;0,000;0,036;520_a;1,038;1,076;MEE
1222835;520_207V_1.1;0,000;0,087;520_a;1,076;1,163;MEE
1222836;520_821L_0.9;0,000;0,113;520_a;0,923;1,022;MEE
1222837;085_28AV_36.2;0,000;3,392;085__;36,201;32,814;TEGEN
1222838;606_73AL_0.3;0,000;0,237;606_a;0,314;0,550;MEE
1222839;606_71BqV_0.3;0,000;0,034;606_a;0,331;0,297;TEGEN
1222840;606_73AR_0.3;0,000;0,091;606_a;0,314;0,404;MEE
1223069;305_1V_14.8;0,000;2,513;305__;14,803;12,289;TEGEN
1223070;055_427BV_37.6;0,000;1,032;055__;37,625;38,661;MEE
1223071;133_1021V_8.8;0,000;1,081;133_a;8,835;9,917;MEE
1223072;531_2577R_34.5;0,000;0,239;531_c;34,528;34,330;TEGEN
1223073;531_2577R_34.5;0,239;0,418;531_a;0,700;0,892;MEE
1223074;927_937R_906.0;0,000;0,463;927__;906,049;905,588;TEGEN
1223075;927_957V_905.6;0,000;0,069;927__;905,550;905,480;TEGEN
1223076;485_10L_76.9;0,000;0,094;485_c;76,863;76,774;TEGEN
1223077;485_10L_76.9;0,094;0,250;486_b;76,773;76,621;TEGEN
1223107;135_2211V_14.9;0,000;0,494;135__;14,939;15,432;MEE
1223108;135_2227L_15.4;0,000;0,159;135__;15,380;15,538;MEE
1223109;135_2243L_15.5;0,000;0,052;135__;15,486;15,538;MEE
1223110;513_61AR_25.3;0,000;0,814;513_a;25,310;26,124;MEE
1223111;525_491R_79.2;0,000;0,312;525_b;79,152;78,841;TEGEN
1223112;127_1V_49.7;0,000;0,200;127_a;49,689;49,489;TEGEN
1223113;035_125V_48.0;0,000;0,020;035__;47,982;48,002;MEE
1223114;035_123R_47.9;0,000;0,240;035__;47,872;48,111;MEE
1223115;555_267BqV_83.6;0,000;0,032;555__;83,574;83,541;TEGEN
1223116;506_247AL_45.1;0,000;0,106;506_b;45,137;45,243;MEE
1223117;526_433BV_3.5;0,000;0,612;526_a;3,544;4,163;MEE
1223118;526_453AL_3.9;0,000;0,243;526_a;3,920;4,163;MEE
1223119;526_457V_4.2;0,037;0,124;050__;4,200;4,288;MEE
1223120;526_457V_4.2;0,000;0,037;526_a;4,163;4,200;MEE
1223121;927_9BV_904.4;0,000;0,022;927__;904,351;904,372;MEE
1223122;927_9AL_904.3;0,000;0,064;927__;904,286;904,351;MEE
1223123;927_7AR_904.2;0,000;0,116;927__;904,234;904,351;MEE
1223124;927_43L_904.6;0,000;0,041;927__;904,628;904,681;MEE
1223125;522_201BL_58.0;0,000;0,120;522_b;58,021;57,901;TEGEN
1223126;076_1621V_11.6;0,000;0,177;076__;11,647;11,819;MEE
1223127;058_1L_55.4;7,067;7,280;518__;62,500;62,712;MEE
1223128;555_253L_83.4;0,000;0,143;555__;83,395;83,539;MEE
1223129;555_251AV_83.5;0,000;0,099;555__;83,493;83,395;TEGEN
1222841;606_69L_0.2;0,000;0,170;606_a;0,235;0,404;MEE
1222842;503_907L_42.9;0,000;0,017;503_c;42,917;42,901;TEGEN
1222843;503_131R_43.1;0,000;0,087;503_c;43,062;42,979;TEGEN
1222844;062_451AR_39.0;0,000;0,094;062__;39,028;39,121;MEE
1222845;564_85L_59.8;0,010;0,140;564_c;59,800;59,931;MEE
1222846;564_85L_59.8;0,000;0,010;561__;59,790;59,800;MEE
1222847;606_49pV_0.1;0,000;0,034;606_a;0,054;0,020;TEGEN
1222848;519_83AR_47.0;0,000;0,375;519_a;46,978;47,353;MEE
1222849;519_83AL_47.0;0,000;0,053;519_a;46,978;47,031;MEE
1222850;519_37BL_46.4;0,000;0,055;519_a;46,353;46,297;TEGEN
1222851;606_71AL_0.2;0,000;0,365;606_a;0,242;0,605;MEE
1222852;606_71AR_0.2;0,000;0,073;606_a;0,242;0,314;MEE
1222853;606_67BV_0.3;0,000;0,020;606_a;0,294;0,314;MEE
1222854;606_67BR_0.3;0,000;0,148;606_a;0,294;0,146;TEGEN
1222855;606_71BpV_0.3;0,000;0,034;606_a;0,330;0,297;TEGEN
1222856;851_911V_120.5;0,000;0,310;851_c;120,452;120,142;TEGEN
1222857;508_2143V_92.2;0,000;0,054;508__;92,162;92,215;MEE
1222858;508_2151R_92.1;0,000;0,083;508__;92,133;92,215;MEE
1222859;508_2153V_92.2;0,092;0,137;037__;92,300;92,345;MEE
1222860;508_2153V_92.2;0,000;0,092;508__;92,215;92,300;MEE
1222861;508_2151L_92.1;0,000;0,124;508__;92,133;92,254;MEE
1222862;564_978L_24.1;0,000;0,229;564_b;24,079;23,851;TEGEN
1222863;564_958L_24.1;0,000;0,057;564_b;24,135;24,079;TEGEN
1222864;076_1667R_12.4;0,000;0,086;076__;12,371;12,457;MEE
1222865;520_149BpV_0.8;0,000;0,034;520_a;0,786;0,752;TEGEN
1222866;564_977V_24.0;0,000;0,040;564_b;24,039;24,079;MEE
1222867;518_121L_63.6;0,000;0,088;518__;63,551;63,638;MEE
1222868;518_121R_63.6;0,000;0,040;518__;63,551;63,591;MEE
1223083;618_273BV_49.5;0,062;10,803;055__;49,400;38,669;TEGEN
1223084;618_273BV_49.5;0,000;0,062;618_b;49,462;49,400;TEGEN
1223085;135_2233qV_15.4;0,000;0,034;135__;15,449;15,416;TEGEN
1223086;135_2237R_15.4;0,000;0,054;135__;15,432;15,486;MEE
1223087;135_2235L_15.4;0,000;0,054;135__;15,432;15,486;MEE
1223088;145_957AR_56.5;0,608;2,003;558_a;57,100;58,500;MEE
1223089;145_957AR_56.5;0,000;0,608;145__;56,492;57,100;MEE
1223090;468_0219L_102.3;0,000;0,553;468_a;102,347;102,906;MEE
1223091;468_0219L_102.3;0,553;0,825;468_c;110,100;110,382;MEE
1223092;204_311L_22.6;0,000;0,649;204__;22,585;23,234;MEE
1223093;531_2775R_35.7;1,471;2,458;547_c;37,201;38,200;MEE
1223094;531_2775R_35.7;0,000;1,471;531_c;35,746;37,200;MEE
1223187;527_911R_500.7;0,000;0,036;527_f;500,709;500,744;MEE
1223188;527_910R_500.7;0,000;0,035;527_f;500,675;500,709;MEE
1223189;609_97BV_27.5;0,000;0,222;609__;27,516;27,292;TEGEN
1223190;054_1007AR_57.5;0,000;0,128;054_a;57,472;57,598;MEE
1223191;054_1007AL_57.5;0,000;0,106;054_a;57,472;57,577;MEE
1223192;555_249L_83.5;0,000;0,300;555__;83,544;83,860;MEE
1223193;555_179AL_83.1;0,000;0,079;555__;83,091;83,170;MEE
1223194;540_171R_82.1;0,445;1,114;555__;82,500;83,170;MEE
1223195;540_171R_82.1;0,000;0,445;540_d;82,056;82,500;MEE
1223196;555_179BV_83.2;0,000;0,093;555__;83,170;83,261;MEE
1223197;506_243BV_45.1;0,000;0,009;506_b;45,127;45,137;MEE
1223198;054_1009AR_57.5;0,000;0,107;054_a;57,472;57,577;MEE
1223199;054_1009AL_57.5;0,000;0,154;054_a;57,472;57,625;MEE
1223200;618_15L_58.4;0,582;0,805;054_a;57,800;57,577;TEGEN
1223201;618_15L_58.4;0,000;0,582;618_c;58,390;57,801;TEGEN
1223202;127_471R_73.5;0,000;0,680;127_a;73,518;74,197;MEE
1222869;518_125L_63.6;0,000;0,938;518__;63,638;64,572;MEE
1222870;605_21BV_34.0;0,000;0,029;605__;34,028;34,057;MEE
1222871;605_21BR_34.0;0,000;0,033;605__;34,028;33,995;TEGEN
1222872;520_159R_36.5;0,000;0,033;520_c;36,555;36,587;MEE
1222873;520_163L_36.6;0,000;0,070;520_c;36,647;36,577;TEGEN
1222874;520_951L_0.9;0,000;0,034;520_a;0,868;0,897;MEE
1222875;520_950L_0.8;0,000;0,026;520_a;0,842;0,868;MEE
1222876;520_157AR_0.8;0,000;0,036;520_a;0,809;0,842;MEE
1222877;603_904BL_3.8;0,000;0,214;603_a;3,735;3,521;TEGEN
1222878;603_1012R_3.5;0,000;0,052;603_a;3,512;3,459;TEGEN
1222879;603_1014R_3.5;0,000;0,110;603_a;3,459;3,349;TEGEN
1222880;520_49AL_28.4;0,076;0,285;520_a;0,000;0,208;MEE
1222881;520_49AL_28.4;0,000;0,076;520_b;28,424;28,500;MEE
1222882;520_91BL_0.3;0,000;0,064;520_a;0,272;0,208;TEGEN
1222883;520_93AL_0.2;0,000;0,064;520_a;0,208;0,272;MEE
1222884;519_17AV_45.8;0,153;6,700;062__;45,600;39,092;TEGEN
1222885;519_17AV_45.8;0,000;0,153;519_a;45,752;45,600;TEGEN
1222886;520_127AR_0.6;0,000;0,213;520_a;0,609;0,822;MEE
1222887;508_2055V_91.2;0,000;0,219;508__;91,213;91,436;MEE
1222888;508_2059V_91.2;0,000;0,018;508__;91,232;91,249;MEE
1222889;519_51AR_46.4;0,000;0,064;519_a;46,356;46,421;MEE
1223130;305_52R_18.0;0,000;0,804;305__;18,038;17,248;TEGEN
1223131;857_21V_100.0;0,000;0,706;857_a;2,037;2,737;MEE
1223132;135_2227R_15.4;0,000;0,052;135__;15,380;15,432;MEE
1223133;135_2229L_15.4;0,000;0,053;135__;15,380;15,432;MEE
1223134;135_2231qV_15.4;0,000;0,034;135__;15,449;15,416;TEGEN
1223135;940_365L_43.1;0,000;0,359;940__;43,105;42,737;TEGEN
1223136;940_361BL_43.2;0,000;0,454;940__;43,197;42,737;TEGEN
1223137;531_2831L_37.0;0,000;0,239;531_c;36,963;37,200;MEE
1223138;531_2831L_37.0;1,231;1,637;035__;38,200;38,606;MEE
1223139;531_2831L_37.0;0,239;1,231;547_c;37,201;38,200;MEE
1223140;058_1L_55.4;0,000;7,067;058__;55,441;62,500;MEE
1223141;058_1R_55.4;0,000;0,095;058__;55,441;55,537;MEE
1223142;058_1R_55.4;0,095;0,190;862__;100,000;100,095;MEE
1223143;486_954L_75.1;0,000;0,306;486_b;75,104;74,802;TEGEN
1223144;486_954L_75.1;0,306;0,425;081__;74,800;74,684;TEGEN
1223145;081_963L_74.7;0,000;0,060;081__;74,684;74,744;MEE
1223203;127_351AL_27.9;0,000;9,576;127_a;27,886;37,447;MEE
1223204;127_455BV_68.4;0,000;4,678;127_a;68,421;73,093;MEE
1223205;054_1275AR_43.6;0,000;9,416;054_a;43,574;52,983;MEE
1223206;054_1301AL_46.9;0,000;0,588;054_a;46,884;47,472;MEE
1223207;054_1301AR_46.9;0,000;0,107;054_a;46,884;46,990;MEE
1223208;054_1013AR_57.6;0,000;0,106;054_a;57,625;57,731;MEE
1223209;127_461BpV_73.2;0,000;0,031;127_a;73,156;73,124;TEGEN
1223210;127_463L_73.1;0,000;0,515;127_a;73,140;73,654;MEE
1223211;054_1011BL_57.7;0,000;0,106;054_a;57,731;57,625;TEGEN
1223212;054_1013BL_57.7;0,000;0,130;054_a;57,731;57,600;TEGEN
1223213;055_427AL_37.6;0,000;0,067;055__;37,557;37,625;MEE
1222890;519_51AL_46.4;0,000;0,064;519_a;46,356;46,421;MEE
1222891;519_53AL_46.4;0,000;0,064;519_a;46,356;46,421;MEE
1222892;519_75qV_46.9;0,000;0,032;519_a;46,852;46,820;TEGEN
1222893;519_75pV_46.9;0,000;0,032;519_a;46,852;46,820;TEGEN
