ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
1927;620_79BV_42.3;620__;0,000;0,254;2018-12-13
779;155_4459L_88.2;155_b;0,000;0,208;2018-12-13
3803;478_1603L_2.0;478_a;0,000;0,122;2018-12-13
8843;122_65V_2.8;545_a;0,692;1,289;2018-12-13
13928;506_203BpV_44.6;506_b;0,000;0,034;2018-12-13
119;133_1183AL_20.1;133_a;0,000;0,050;2018-12-13
16800;527_45AL_16.6;527_c;0,000;0,090;2018-12-13
5946;564_1315pV_23.5;564_b;0,000;0,034;2018-12-13
15516;555_215BV_83.4;555__;0,000;0,016;2018-12-13
9526;514_71R_65.4;514_a;0,027;0,040;2018-12-13
1730;132_951V_49.1;132__;0,000;0,032;2018-12-13
1733;132_943R_49.2;132__;0,000;0,139;2018-12-13
11750;163_1029AL_43.9;163__;0,000;0,366;2018-12-13
87;506_29R_43.2;506_b;0,000;1,091;2018-12-13
6174;485_12R_77.4;485_c;0,000;0,050;2018-12-13
5468;625_345AL_14.8;625_b;0,000;0,271;2018-12-13
16387;548_375AR_86.5;548__;0,000;0,058;2018-12-13
8084;531_2551V_34.5;531_a;0,166;0,348;2018-12-13
532;561_89BV_59.6;561__;0,000;1,864;2018-12-13
3971;927_45R_904.7;927__;0,000;0,522;2018-12-13
11982;124_908V_2.8;124_a;0,000;0,037;2018-12-13
11705;664_105R_42.0;664_a;0,013;0,714;2018-12-13
1123;486_924V_76.3;486_b;0,000;0,042;2018-12-13
2660;614_2101R_47.2;614_c;0,000;0,106;2018-12-13
11645;666_4241R_48.7;666_b;0,000;0,083;2018-12-13
852;625_277R_15.4;625_b;0,000;0,041;2018-12-13
16242;518_191R_64.6;518__;0,000;0,163;2018-12-13
12836;543_165BL_45.2;543_c;0,000;0,064;2018-12-13
3165;501_11L_79.8;501__;0,000;0,076;2018-12-13
10947;620_71BpV_42.3;620__;0,000;0,034;2018-12-13
2762;609_241L_28.2;609__;0,000;0,043;2018-12-13
4725;135_2001R_39.4;135__;0,000;0,218;2018-12-13
12473;514_942L_18.0;514_a;0,000;0,023;2018-12-13
8482;950_827L_10.9;950_a;0,000;0,120;2018-12-13
12900;533_1159AR_16.0;533__;0,000;1,504;2018-12-13
1818;817_933R_114.4;817_a;0,000;0,125;2018-12-13
11510;011_13R_67.9;011__;0,000;0,886;2018-12-13
12310;533_1103BV_15.2;533__;0,000;0,024;2018-12-13
9190;516_904L_1.9;516_a;0,000;0,054;2018-12-13
13830;618_23BqV_58.6;618_c;0,000;0,034;2018-12-13
8234;805_7105L_102.1;805_a;0,000;0,086;2018-12-13
12955;586_2525AR_80.2;586__;0,000;0,041;2018-12-13
15529;555_251BL_83.6;555__;0,000;0,060;2018-12-13
1782;124_203V_3.6;124_a;0,000;0,008;2018-12-13
15029;485_52R_100.8;485_d;0,000;0,048;2018-12-13
9788;555_229BL_83.6;555__;0,000;0,026;2018-12-13
6262;604_7AV_47.4;604_a;0,000;1,426;2018-12-13
9316;625_267BpV_15.5;625_b;0,000;0,034;2018-12-13
4051;609_217R_28.8;609__;0,000;0,707;2018-12-13
7295;166_2149V_135.5;166__;0,000;0,101;2018-12-13
9805;550_87AL_25.7;550__;0,000;0,125;2018-12-13
13613;586_55pV_80.4;586__;0,000;0,028;2018-12-13
689;938_4625qV_3.6;938__;0,000;0,033;2018-12-13
4544;144_1401L_156.0;144_a;0,000;0,078;2018-12-13
6760;950_13R_6.4;950_a;0,000;0,028;2018-12-13
13819;534_1083BV_45.9;534_b;0,000;0,189;2018-12-13
1070;612_7BL_60.6;505_b;13,194;13,977;2018-12-13
13069;556_1427V_6.1;556__;0,000;0,477;2018-12-13
217;485_91L_101.1;485_d;0,000;0,031;2018-12-13
8164;545_185AR_23.3;545_b;0,000;0,065;2018-12-13
8802;514_910V_18.0;514_a;0,000;0,049;2018-12-13
11827;035_933R_52.7;035__;0,000;0,461;2018-12-13
16337;517_45BV_69.2;517_b;0,000;0,040;2018-12-13
5206;613_185BqV_75.8;613__;0,000;0,034;2018-12-13
16430;534_1009AV_44.7;146__;0,165;0,301;2018-12-13
10583;517_11AV_68.7;056__;0,039;2,037;2018-12-13
3035;094_1091BL_2.7;531_a;1,808;2,006;2018-12-13
1026;604_9AR_47.4;926__;0,027;0,056;2018-12-13
1657;603_181BpV_4.0;603_a;0,000;0,034;2018-12-13
14339;506_45L_43.2;506_b;0,000;0,848;2018-12-13
10761;008_1255L_22.1;008__;0,000;0,246;2018-12-13
7106;922_914L_18.0;922__;0,000;0,096;2018-12-13
2750;503_171BV_42.2;503_c;0,000;0,017;2018-12-13
6145;550_979L_25.7;550__;0,000;0,064;2018-12-13
13900;524_267BV_70.7;524_b;0,000;0,746;2018-12-13
1370;926_2013L_1.5;926__;0,000;0,056;2018-12-13
4263;588_415AR_2.9;588__;0,000;0,316;2018-12-13
13096;503_921V_42.5;503_c;0,000;0,027;2018-12-13
9533;513_133AR_26.1;513_a;0,000;0,066;2018-12-13
800;522_207BV_58.1;076__;0,272;5,407;2018-12-13
15431;519_5L_45.9;519_a;0,000;0,170;2018-12-13
491;542_1241L_29.8;542_a;0,000;0,217;2018-12-13
3472;117_1849R_6.4;531_c;4,448;5,805;2018-12-13
6463;135_2071R_43.1;135__;0,000;0,060;2018-12-13
15903;120_23AR_8.6;120_a;0,000;6,702;2018-12-13
16584;524_295BV_71.4;524_b;0,000;0,047;2018-12-13
15750;900_680V_201.3;900__;0,000;0,027;2018-12-13
4202;486_907L_75.3;486_d;0,012;1,428;2018-12-13
8874;131_1V_16.4;789__;0,803;2,009;2018-12-13
12074;116_1349AL_31.9;116_a;0,000;0,132;2018-12-13
6715;924_10-11L_35.3;924_a;0,000;0,884;2018-12-13
13920;618_21BL_58.5;618_c;0,000;0,716;2018-12-13
3428;525_1311AR_180.5;525_c;0,000;0,102;2018-12-13
5680;623_363V_17.0;226__;0,685;5,142;2018-12-13
12628;950_67R_40.8;950_a;0,000;0,041;2018-12-13
431;084_3V_9.3;525_c;7,761;8,177;2018-12-13
5889;608_21AR_87.6;608_b;0,000;0,032;2018-12-13
2068;620_908qV_42.4;620__;0,000;0,034;2018-12-13
14685;163_953BV_44.0;163__;0,000;0,374;2018-12-13
15425;624_159BL_32.1;624__;0,000;0,062;2018-12-13
5916;540_165AR_81.7;555__;0,764;1,701;2018-12-13
10358;618_125L_51.0;618_b;0,000;0,068;2018-12-13
4457;116_1331R_31.7;822_a;0,735;2,698;2018-12-13
1748;618_57BqV_58.9;618_c;0,014;0,034;2018-12-13
8711;066_1BR_25.8;066_b;0,183;0,439;2018-12-13
12925;478_1171R_0.8;478_a;0,000;0,857;2018-12-13
14900;478_1339AL_2.0;478_a;0,000;0,041;2018-12-13
1172;210_5V_11.6;609__;9,836;10,024;2018-12-13
1630;522_149BL_57.4;522_b;0,000;0,191;2018-12-13
12738;514_951V_65.3;514_b;0,000;0,115;2018-12-13
5730;950_908L_16.8;950_a;0,000;0,266;2018-12-13
16007;586_213V_81.0;586__;0,000;0,079;2018-12-13
7930;924_3767pV_37.0;924_a;0,000;0,031;2018-12-13
879;128_57V_13.3;128__;0,000;0,279;2018-12-13
14743;586_361BqV_81.1;586__;0,000;0,031;2018-12-13
11797;586_2563AR_80.7;586__;0,000;0,058;2018-12-13
6716;924_355AR_36.2;924_a;0,000;0,175;2018-12-13
354;478_1533L_0.9;478_a;0,000;0,856;2018-12-13
6914;924_3287R_34.3;924_a;0,000;0,042;2018-12-13
14693;817_50L_300.0;817_g;0,000;0,474;2018-12-13
5145;508_2041R_90.9;508__;0,000;0,233;2018-12-13
10335;437_981V_0.2;437_a;0,000;0,041;2018-12-13
9465;545_901BR_22.2;545_b;0,000;0,089;2018-12-13
16629;054_1341AR_52.7;054_a;0,000;0,156;2018-12-13
7538;663_3029AR_201.3;950_d;0,033;0,105;2018-12-13
10911;009_7AL_114.2;009__;0,000;0,060;2018-12-13
6384;203_365AL_47.3;203__;0,000;0,692;2018-12-13
14584;506_167AR_44.3;506_b;0,000;0,831;2018-12-13
464;542_1145AL_93.6;542_a;0,045;0,129;2018-12-13
517;017_9AV_49.3;017__;0,000;8,360;2018-12-13
12095;927_968V_906.2;927__;0,000;0,395;2018-12-13
15494;475_984L_0.8;475_a;0,000;0,431;2018-12-13
8766;123_3BR_10.7;123__;0,000;0,115;2018-12-13
7841;950_642R_7.1;950_a;0,000;0,587;2018-12-13
3756;901_913BR_100.3;901__;0,000;0,208;2018-12-13
12892;105_461L_29.1;105__;0,000;0,419;2018-12-13
782;155_4461V_88.4;155_b;0,000;0,059;2018-12-13
14698;163_957BV_44.3;163__;0,000;0,129;2018-12-13
6420;486_35L_0.4;486_a;0,000;0,422;2018-12-13
11454;002_385L_68.3;002__;0,000;0,743;2018-12-13
2987;085_311AL_31.8;085__;0,000;0,080;2018-12-13
15335;617_701R_38.9;617_a;0,000;0,375;2018-12-13
1481;525_489AR_79.1;525_b;0,000;0,103;2018-12-13
16310;543_165BV_45.2;543_c;0,000;0,138;2018-12-13
13557;524_251BL_70.5;524_b;0,000;0,179;2018-12-13
6484;801_910R_102.4;801_b;0,000;0,306;2018-12-13
15263;555_249qV_83.5;555__;0,000;0,031;2018-12-13
11497;080_3291L_7.9;080__;0,000;0,203;2018-12-13
12637;550_107L_26.0;550__;0,000;0,270;2018-12-13
16260;513_65BV_25.4;513_a;0,000;0,285;2018-12-13
12380;501_147pV_80.7;501__;0,000;0,032;2018-12-13
16643;486_954L_75.1;486_b;0,000;0,306;2018-12-13
4381;586_295AR_81.2;586__;0,000;0,078;2018-12-13
12041;217_69AR_35.1;217__;0,000;0,118;2018-12-13
5666;035_141pV_52.9;035__;0,000;0,034;2018-12-13
7284;042_323V_21.2;042__;0,000;0,277;2018-12-13
16075;534_1087AL_45.9;534_b;0,000;0,126;2018-12-13
13909;506_135AL_44.0;506_b;0,000;0,229;2018-12-13
6231;506_103AR_44.0;506_b;0,000;0,042;2018-12-13
1916;132_944L_49.1;132__;0,000;0,182;2018-12-13
12963;525_499BV_79.3;586__;0,475;0,838;2018-12-13
14451;506_97qV_44.0;506_b;0,000;0,035;2018-12-13
16778;534_1017AR_44.9;534_b;0,000;0,115;2018-12-13
6406;502_281BV_101.3;502_b;0,000;0,001;2018-12-13
14126;506_159AL_44.2;506_b;0,000;0,078;2018-12-13
13099;550_89L_25.7;550__;0,000;0,216;2018-12-13
8107;924_2367AR_36.5;924_a;0,000;0,133;2018-12-13
15547;129_36R_30.5;129__;0,000;0,287;2018-12-13
15201;542_1247AR_29.8;542_a;0,000;0,041;2018-12-13
6779;532_1067AR_11.9;101__;0,158;2,859;2018-12-13
5733;135_2027L_40.4;135__;0,000;0,060;2018-12-13
8868;516_918R_1.7;516_a;0,000;0,285;2018-12-13
2607;606_83BV_0.7;606_a;0,000;0,208;2018-12-13
8413;625_273BL_16.0;625_b;0,000;0,094;2018-12-13
4617;508_2009V_90.3;508__;0,000;0,028;2018-12-13
16744;054_1005AR_57.3;054_a;0,000;0,133;2018-12-13
4231;564_1321L_23.6;564_b;0,000;0,328;2018-12-13
1793;524_243BV_69.8;524_b;0,000;0,017;2018-12-13
113;133_1181AR_20.0;133_a;0,000;0,062;2018-12-13
322;788_22AUL_75.1;788__;0,000;0,167;2018-12-13
2222;664_121BqV_42.5;664_b;0,000;0,031;2018-12-13
16383;543_173BqV_45.3;543_c;0,000;0,031;2018-12-13
5794;526_15AV_4.1;526_a;0,000;0,682;2018-12-13
7118;924_2355BV_35.8;924_a;0,000;0,972;2018-12-13
8960;557_1AL_27.4;557_a;0,000;0,068;2018-12-13
14652;803_57L_101.5;803_h;0,000;0,541;2018-12-13
11611;028_1001L_52.6;028__;0,000;0,052;2018-12-13
5428;528_55AR_29.0;528_b;0,000;0,063;2018-12-13
10313;560_1237AL_25.0;560_a;0,000;0,052;2018-12-13
15302;545_966R_22.8;545_b;0,000;0,413;2018-12-13
13312;163_161AqV_43.5;163__;0,000;0,031;2018-12-13
10867;620_81BqV_42.3;620__;0,000;0,033;2018-12-13
16041;950_813L_41.7;950_a;0,000;0,529;2018-12-13
10417;506_506R_43.0;506_b;0,000;0,040;2018-12-13
12658;514_161AR_16.4;514_a;0,000;0,048;2018-12-13
13577;534_1111AR_46.2;534_b;0,000;0,132;2018-12-13
15810;609_85BR_27.8;609__;0,000;0,091;2018-12-13
5231;560_83AL_24.6;560_a;0,000;0,097;2018-12-13
12008;536_329BV_62.0;536__;0,000;0,414;2018-12-13
6459;107_964V_23.3;107__;0,000;0,329;2018-12-13
16178;534_1049AR_45.5;534_b;0,000;0,077;2018-12-13
16144;050_465R_4.3;050__;0,000;2,097;2018-12-13
995;531_849L_1.5;531_d;0,000;0,298;2018-12-13
2123;555_505R_83.1;555__;0,000;0,185;2018-12-13
11327;606_67AR_0.2;606_a;0,000;0,039;2018-12-13
7067;924_912L_33.6;924_a;0,000;0,266;2018-12-13
6033;608_31AL_87.8;608_b;0,000;0,169;2018-12-13
5656;624_201V_32.5;624__;0,000;0,010;2018-12-13
15990;609_91AL_27.6;609__;0,000;0,064;2018-12-13
3157;924_2309L_524.9;924_a;0,021;0,237;2018-12-13
5538;801_910V_102.4;801_k;0,457;0,462;2018-12-13
3003;603_3135L_3.1;603_a;0,000;0,283;2018-12-13
13556;524_243AL_69.6;524_b;0,000;0,663;2018-12-13
10349;560_81V_24.6;560_a;0,000;0,065;2018-12-13
5864;528_39BqV_28.8;528_b;0,000;0,034;2018-12-13
4068;551_107L_21.8;551_b;0,000;0,043;2018-12-13
5024;664_1001L_43.0;664_b;0,000;0,042;2018-12-13
16386;550_974L_25.6;550__;0,000;0,138;2018-12-13
2871;503_929ApV_42.2;503_c;0,000;0,034;2018-12-13
1996;011_299BV_70.0;011__;0,000;2,793;2018-12-13
12730;017_31AL_62.1;017__;0,000;0,060;2018-12-13
9277;531_857pV_1.4;531_d;0,000;0,034;2018-12-13
11706;664_105R_42.0;664_b;0,000;0,013;2018-12-13
8930;516_916L_2.0;516_a;0,000;0,036;2018-12-13
15799;120_23BV_8.7;120_a;0,000;6,702;2018-12-13
16308;550_912ApV_25.9;550__;0,000;0,032;2018-12-13
2119;531_853L_1.3;531_d;0,000;0,073;2018-12-13
6567;531_2587R_34.6;531_c;0,000;0,045;2018-12-13
9766;543_193L_45.5;543_c;0,000;0,158;2018-12-13
9908;516_943R_75.1;516_b;0,000;0,026;2018-12-13
11901;032_365L_16.5;032__;0,000;0,155;2018-12-13
8770;520_55L_0.1;520_a;0,000;0,031;2018-12-13
4717;437_960L_0.7;437_a;0,000;0,408;2018-12-13
13124;543_155AR_44.9;543_c;0,000;0,041;2018-12-13
6620;122_65L_2.8;667_b;18,577;18,609;2018-12-13
3169;525_982BR_78.2;525_b;0,000;0,336;2018-12-13
5554;531_507BqV_35.7;531_c;0,000;0,034;2018-12-13
6753;924_2321AL_34.5;924_a;0,000;0,724;2018-12-13
719;133_1175pV_20.0;133_a;0,000;0,034;2018-12-13
9737;550_39V_25.3;550__;0,000;0,024;2018-12-13
10633;560_1219AR_24.9;560_a;0,000;0,064;2018-12-13
8937;513_65AR_25.4;513_a;0,000;0,070;2018-12-13
1604;527_31AL_16.4;527_c;0,000;0,054;2018-12-13
14293;586_155AL_80.7;586__;0,000;0,130;2018-12-13
12247;027_955AR_149.1;027__;0,000;0,324;2018-12-13
15972;609_43R_28.8;609__;0,000;0,730;2018-12-13
11147;527_65L_16.9;527_c;0,000;0,216;2018-12-13
13364;614_406L_48.2;614_c;0,000;0,047;2018-12-13
8104;924_2367AqV_36.5;924_a;0,000;0,034;2018-12-13
4081;603_65R_2.4;015__;0,374;12,928;2018-12-13
4008;517_157BV_70.0;517_a;0,000;0,093;2018-12-13
5765;608_37BqV_88.1;608_b;0,000;0,034;2018-12-13
14162;561_97BV_59.6;563__;1,920;2,024;2018-12-13
903;130_1V_300.1;130_a;0,098;0,109;2018-12-13
6442;531_2585pV_34.7;531_c;0,000;0,034;2018-12-13
6291;540_169AL_82.0;540_d;0,000;0,083;2018-12-13
12858;586_2537AL_80.3;586__;0,000;0,052;2018-12-13
10166;803_52BR_103.2;803_h;0,000;0,006;2018-12-13
11150;540_391V_101.8;540_g;0,000;0,125;2018-12-13
12748;586_2511AL_80.2;586__;0,000;0,052;2018-12-13
7415;503_103BqV_43.6;503_c;0,000;0,034;2018-12-13
13459;534_1105AR_46.1;534_b;0,000;0,266;2018-12-13
15637;135_910R_45.1;135__;0,000;0,614;2018-12-13
8184;831_912L_200.4;831_b;0,000;0,172;2018-12-13
6147;550_71AL_25.7;550__;0,000;0,106;2018-12-13
15413;135_917AL_45.8;135__;0,000;0,379;2018-12-13
15030;803_42L_102.7;803_h;0,000;0,323;2018-12-13
12320;586_333AR_81.4;588__;0,295;0,511;2018-12-13
2004;553_223R_21.3;553_c;0,000;0,056;2018-12-13
4157;817_HHHV_210.8;817_e;0,769;0,798;2018-12-13
16697;035_125V_48.0;035__;0,000;0,020;2018-12-13
8;490_107R_104.8;490_b;0,456;0,469;2018-12-13
10077;618_137AR_51.0;618_b;0,000;0,178;2018-12-13
9851;501_151R_80.7;501__;0,000;0,102;2018-12-13
3240;518_149V_64.3;518__;0,000;0,402;2018-12-13
4662;536_307BqV_61.5;536__;0,000;0,031;2018-12-13
2854;609_211L_28.7;609__;0,000;0,598;2018-12-13
11447;133_1135AR_19.4;133_a;0,000;0,350;2018-12-13
2266;520_115AR_0.4;520_a;0,000;0,656;2018-12-13
10392;560_67BqV_24.7;560_a;0,000;0,034;2018-12-13
10061;011_297AL_70.1;011__;0,000;0,102;2018-12-13
14196;950_67L_40.8;950_a;0,000;0,804;2018-12-13
6509;467_018L_101.8;467_c;0,000;0,314;2018-12-13
6475;009_101V_138.5;009__;0,000;0,006;2018-12-13
4804;437_974L_0.5;437_a;0,000;0,202;2018-12-13
14314;618_35AL_58.6;618_c;0,000;0,053;2018-12-13
7969;950_101R_6.8;950_a;0,000;0,056;2018-12-13
1771;603_141V_3.3;603_a;0,000;0,376;2018-12-13
6890;950_353ApV_17.6;950_a;0,000;0,031;2018-12-13
11580;517_189BV_0.2;517_a;0,000;0,036;2018-12-13
8736;545_153BR_23.0;545_b;0,000;0,064;2018-12-13
3975;478_1345L_2.0;478_a;0,000;0,150;2018-12-13
2045;603_916V_3.3;603_a;0,000;0,045;2018-12-13
7047;927_3071BqV_905.5;927__;0,000;0,031;2018-12-13
3361;924_2375R_37.4;924_a;0,000;0,320;2018-12-13
13605;516_255R_1.0;516_a;0,000;0,472;2018-12-13
14031;506_227AR_45.1;506_b;0,000;0,127;2018-12-13
4897;536_327AL_61.9;536__;0,000;0,063;2018-12-13
5200;664_245V_43.2;664_b;0,000;0,045;2018-12-13
10593;527_79BpV_17.2;527_c;0,000;0,034;2018-12-13
16044;127_393BV_48.6;127_a;0,000;0,011;2018-12-13
15634;555_281BqV_83.6;555__;0,000;0,031;2018-12-13
15264;555_265BpV_83.5;555__;0,000;0,032;2018-12-13
6105;506_133BpV_44.1;506_b;0,000;0,034;2018-12-13
9066;544_1051BV_23.2;544_b;0,000;0,012;2018-12-13
12593;101_1067BV_12.3;101__;0,000;2,517;2018-12-13
16038;546_1053V_13.9;546_c;0,000;0,082;2018-12-13
3948;084_903R_15.0;084__;0,000;0,575;2018-12-13
2402;019_950R_36.4;820__;0,083;0,300;2018-12-13
2638;625_303qV_14.6;625_b;0,000;0,034;2018-12-13
4154;124_209R_3.8;124_a;0,000;0,051;2018-12-13
11514;028_1003qV_52.6;028__;0,000;0,032;2018-12-13
10548;544_1135AR_1.3;544_a;0,000;0,909;2018-12-13
2213;097_3611R_21.7;097__;0,000;0,103;2018-12-13
14495;135_2081R_44.4;135__;0,000;0,064;2018-12-13
6701;924_972R_34.5;924_a;0,000;0,043;2018-12-13
7421;950_933R_11.6;950_a;0,000;0,064;2018-12-13
1124;486_801V_76.6;486_b;0,000;0,187;2018-12-13
8462;520_45AL_28.3;520_b;0,000;0,073;2018-12-13
3047;926_2011R_1.6;926__;0,000;0,407;2018-12-13
1909;623_339R_17.7;623__;0,000;0,027;2018-12-13
12475;514_943R_18.1;514_a;0,000;0,301;2018-12-13
9831;012_343AR_24.2;012__;0,000;0,138;2018-12-13
5464;542_1263BqV_29.9;542_a;0,000;0,034;2018-12-13
8598;046_255AL_41.4;046__;0,000;0,130;2018-12-13
16468;555_247R_83.6;555__;0,000;0,213;2018-12-13
15885;664_255R_43.2;664_b;0,000;0,115;2018-12-13
15059;506_205AR_44.6;506_b;0,000;0,052;2018-12-13
5051;822_7207R_102.5;822_a;0,000;0,370;2018-12-13
12893;105_97L_23.5;105__;0,000;0,973;2018-12-13
14405;163_953AL_43.9;163__;0,000;0,277;2018-12-13
5543;076_1619L_11.6;076__;0,000;0,048;2018-12-13
3446;531_2863L_37.1;531_c;0,000;0,058;2018-12-13
6355;055_411BV_29.5;055__;0,000;0,067;2018-12-13
7374;470_50V_202.1;470_e;0,000;0,106;2018-12-13
5865;528_39AL_28.7;528_b;0,000;0,048;2018-12-13
43;102_1241R_1.8;102__;0,000;0,064;2018-12-13
442;101_1067BR_12.3;101__;0,000;0,183;2018-12-13
4658;135_269BL_22.1;135__;0,000;0,069;2018-12-13
11908;553_207R_21.1;553_c;0,000;0,136;2018-12-13
8980;051_299R_50.6;051__;0,000;0,273;2018-12-13
1897;076_1611L_11.4;076__;0,000;0,052;2018-12-13
4152;514_962L_17.1;514_a;0,000;0,309;2018-12-13
3498;527_912L_500.8;527_f;0,000;0,123;2018-12-13
2506;508_2107R_91.5;508__;0,000;0,281;2018-12-13
5709;950_642V_7.1;950_a;0,000;0,017;2018-12-13
12797;519_39BV_46.1;519_a;0,000;0,889;2018-12-13
16474;555_223BpV_83.4;555__;0,000;0,032;2018-12-13
4294;614_403ApV_48.4;614_c;0,000;0,031;2018-12-13
167;490_105R_105.5;490_c;0,000;0,133;2018-12-13
9800;620_55ApV_42.1;620__;0,000;0,034;2018-12-13
10275;618_257AL_49.9;618_b;0,000;0,040;2018-12-13
6046;927_3081R_905.5;927__;0,000;0,232;2018-12-13
11172;081_980V_74.4;081__;0,000;0,029;2018-12-13
3956;564_1351L_23.8;564_d;0,124;0,387;2018-12-13
6212;560_51AR_24.9;560_a;0,000;0,064;2018-12-13
11622;543_197R_45.8;543_c;0,000;0,034;2018-12-13
12800;514_912R_18.0;514_a;0,000;0,327;2018-12-13
13486;519_31R_46.2;519_a;0,000;0,026;2018-12-13
4197;614_2211R_48.3;614_c;0,000;0,183;2018-12-13
8578;476_47L_200.4;476_a;0,356;0,417;2018-12-13
12971;467_016R_101.9;467_c;0,000;0,773;2018-12-13
2040;550_41AV_25.3;001_a;0,668;1,461;2018-12-13
12110;603_141R_3.3;603_a;0,000;0,162;2018-12-13
2836;926_31L_1.7;926__;0,000;0,115;2018-12-13
6225;803_82AqV_103.7;803_h;0,000;0,034;2018-12-13
12117;610_149AL_14.1;610__;0,000;0,059;2018-12-13
12218;927_952R_905.6;927__;0,000;0,051;2018-12-13
16910;135_2235L_15.4;135__;0,000;0,054;2018-12-13
16600;555_319V_84.3;555__;0,000;0,056;2018-12-13
12152;504_53AL_18.2;504_b;0,000;0,053;2018-12-13
13359;503_181AR_42.2;503_c;0,000;0,088;2018-12-13
2596;508_2135V_92.2;508__;0,000;0,049;2018-12-13
3717;478_1615L_3.0;478_a;0,000;0,177;2018-12-13
4946;664_913AL_43.2;664_b;0,000;0,066;2018-12-13
15237;079_183BV_2.9;079__;0,000;1,626;2018-12-13
2958;518_159L_63.5;518__;0,000;0,179;2018-12-13
16106;507_271V_95.0;507_b;0,000;0,130;2018-12-13
11142;552_257BV_83.2;552_a;0,050;0,252;2018-12-13
14806;135_916AL_45.8;135__;0,000;0,451;2018-12-13
2490;520_970R_0.6;520_a;0,000;0,037;2018-12-13
2014;002_405L_75.4;002__;0,000;1,370;2018-12-13
15410;506_157BV_44.3;506_b;0,000;0,050;2018-12-13
462;118_1115AL_92.7;542_b;0,813;0,870;2018-12-13
