SPOORTAK_IDENTIFICATIE;TRAJECT;TRJ_VAN;TRJ_NAAR;SPOORLIJNNAAM;N_SP_VAN;N_SP_NAAR;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SPOORTAK_VAN;SPOORTAK_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ
517_253BV_1.0;;;;;;;;;;;;;;
618_107BpV_51.1;;;;;;;;;;;;;;
520_143BpV_0.7;;;;;;;;;;;;;;
550_157R_26.5;;;;;;;;;;;;;;
502_263BV_100.7;;;;;;;;;;;;;;
133_1103BV_18.4;;;;;;;;;;;;;;
543_137BqV_44.9;;;;;;;;;;;;;;
831_28V_201.3;;;;;;;;;;;;;;
132_963AqV_48.8;;;;;;;;;;;;;;
201_927R_37.8;;;;;;;;;;;;;;
469_338V_602.0;;;;;;;;;;;;;;
550_85BpV_25.7;;;;;;;;;;;;;;
054_1345AR_53.0;;;;;;;;;;;;;;
476_92R_201.8;;;;;;;;;;;;;;
624_219AR_32.7;;;;;;;;;;;;;;
545_982L_23.0;;;;;;;;;;;;;;
486_909R_75.5;;;;;;;;;;;;;;
501_949L_80.6;;;;;;;;;;;;;;
950_65R_40.9;;;;;;;;;;;;;;
524_904L_70.3;;;;;;;;;;;;;;
803_72L_106.3;;;;;;;;;;;;;;
560_23L_25.0;;;;;;;;;;;;;;
803_72R_106.3;;;;;;;;;;;;;;
817_54L_401.5;;;;;;;;;;;;;;
545_197L_23.4;;;;;;;;;;;;;;
534_1081AL_45.9;;;;;;;;;;;;;;
560_1215AL_24.8;;;;;;;;;;;;;;
519_85AR_47.0;;;;;;;;;;;;;;
555_339BV_84.2;;;;;;;;;;;;;;
550_97BR_25.9;;;;;;;;;;;;;;
478_1333L_2.1;;;;;;;;;;;;;;
135_2021R_40.3;;;;;;;;;;;;;;
823_24L_6.3;;;;;;;;;;;;;;
618_73AL_51.3;;;;;;;;;;;;;;
586_361AL_81.1;;;;;;;;;;;;;;
478_1027L_0.1;;;;;;;;;;;;;;
009_115AL_148.1;;;;;;;;;;;;;;
066_5V_26.4;;;;;;;;;;;;;;
073_905L_1.0;;;;;;;;;;;;;;
618_101BL_51.1;;;;;;;;;;;;;;
543_155AR_44.9;;;;;;;;;;;;;;
950_403L_26.8;;;;;;;;;;;;;;
503_177pV_42.2;;;;;;;;;;;;;;
620_81BpV_42.3;;;;;;;;;;;;;;
508_819V_90.9;;;;;;;;;;;;;;
504_927R_17.4;;;;;;;;;;;;;;
503_97L_43.9;;;;;;;;;;;;;;
479_1647R_300.6;;;;;;;;;;;;;;
823_6R_100.6;;;;;;;;;;;;;;
513_53AR_25.0;;;;;;;;;;;;;;
520_141AR_0.7;;;;;;;;;;;;;;
519_13BV_45.9;;;;;;;;;;;;;;
544_1083AL_0.1;;;;;;;;;;;;;;
545_93AL_22.4;;;;;;;;;;;;;;
519_21L_46.0;;;;;;;;;;;;;;
129_43L_30.6;;;;;;;;;;;;;;
516_906L_1.9;;;;;;;;;;;;;;
433_14R_6.2;;;;;;;;;;;;;;
626_3AR_31.7;;;;;;;;;;;;;;
536_255L_61.0;;;;;;;;;;;;;;
506_523BV_43.4;;;;;;;;;;;;;;
486_954R_75.1;;;;;;;;;;;;;;
606_55AR_0.1;;;;;;;;;;;;;;
527_37AR_16.5;;;;;;;;;;;;;;
531_863pV_1.5;;;;;;;;;;;;;;
508_2133V_92.2;;;;;;;;;;;;;;
620_21AR_41.7;;;;;;;;;;;;;;
560_67BpV_24.7;;;;;;;;;;;;;;
801_952R_8.0;;;;;;;;;;;;;;
120_23AL_8.6;;;;;;;;;;;;;;
011_39ApV_68.8;;;;;;;;;;;;;;
035_131AR_52.0;;;;;;;;;;;;;;
522_213pV_58.0;;;;;;;;;;;;;;
553_231AL_21.3;;;;;;;;;;;;;;
924_3357R_34.5;;;;;;;;;;;;;;
514_941pV_18.1;;;;;;;;;;;;;;
524_291AL_71.3;;;;;;;;;;;;;;
624_215AL_32.7;;;;;;;;;;;;;;
564_952R_23.6;;;;;;;;;;;;;;
550_63R_25.5;;;;;;;;;;;;;;
543_147AR_44.9;;;;;;;;;;;;;;
626_910AqV_32.6;;;;;;;;;;;;;;
437_963L_0.9;;;;;;;;;;;;;;
924_3591AR_35.8;;;;;;;;;;;;;;
143_912BR_17.9;;;;;;;;;;;;;;
927_944ApV_905.7;;;;;;;;;;;;;;
927_953AR_905.7;;;;;;;;;;;;;;
527_187AL_18.1;;;;;;;;;;;;;;
506_523AL_43.3;;;;;;;;;;;;;;
664_121AL_42.4;;;;;;;;;;;;;;
603_1021R_3.7;;;;;;;;;;;;;;
527_43AR_16.6;;;;;;;;;;;;;;
950_213R_7.8;;;;;;;;;;;;;;
514_51BR_65.3;;;;;;;;;;;;;;
553_273AL_21.8;;;;;;;;;;;;;;
545_77qV_22.3;;;;;;;;;;;;;;
623_335qV_17.7;;;;;;;;;;;;;;
508_2101L_91.4;;;;;;;;;;;;;;
073_1205AR_21.6;;;;;;;;;;;;;;
607_71V_43.7;;;;;;;;;;;;;;
543_931L_45.6;;;;;;;;;;;;;;
503_111V_43.2;;;;;;;;;;;;;;
028_1021L_52.8;;;;;;;;;;;;;;
503_83BV_14.0;;;;;;;;;;;;;;
128_25BR_12.8;;;;;;;;;;;;;;
950_931V_11.5;;;;;;;;;;;;;;
666_4205L_47.3;;;;;;;;;;;;;;
618_23BL_58.6;;;;;;;;;;;;;;
545_225AL_23.7;;;;;;;;;;;;;;
433_81V_5.5;;;;;;;;;;;;;;
926_2010L_1.6;;;;;;;;;;;;;;
135_2023R_40.3;;;;;;;;;;;;;;
924_361BL_36.4;;;;;;;;;;;;;;
950_55BqV_40.8;;;;;;;;;;;;;;
603_912R_3.6;;;;;;;;;;;;;;
503_908L_42.9;;;;;;;;;;;;;;
486_801L_76.6;;;;;;;;;;;;;;
550_955R_25.1;;;;;;;;;;;;;;
625_345BL_14.7;;;;;;;;;;;;;;
950_909V_16.9;;;;;;;;;;;;;;
950_431V_27.8;;;;;;;;;;;;;;
617_1163V_39.6;;;;;;;;;;;;;;
586_339AL_81.5;;;;;;;;;;;;;;
155_4471L_88.2;;;;;;;;;;;;;;
054_1273AL_43.1;;;;;;;;;;;;;;
618_123R_51.0;;;;;;;;;;;;;;
155_4435L_84.1;;;;;;;;;;;;;;
924_3547BqV_35.6;;;;;;;;;;;;;;
201_927V_37.8;;;;;;;;;;;;;;
517_81L_69.4;;;;;;;;;;;;;;
586_2523BqV_80.3;;;;;;;;;;;;;;
525_965R_78.6;;;;;;;;;;;;;;
586_2521L_80.2;;;;;;;;;;;;;;
586_91ApV_80.4;;;;;;;;;;;;;;
545_107BqV_22.7;;;;;;;;;;;;;;
543_151L_44.8;;;;;;;;;;;;;;
805_516R_100.2;;;;;;;;;;;;;;
163_931AL_43.6;;;;;;;;;;;;;;
522_223V_58.1;;;;;;;;;;;;;;
531_509AR_35.7;;;;;;;;;;;;;;
501_149BqV_80.8;;;;;;;;;;;;;;
924_3531R_35.3;;;;;;;;;;;;;;
517_227AL_0.3;;;;;;;;;;;;;;
623_361R_17.1;;;;;;;;;;;;;;
528_43BpV_28.8;;;;;;;;;;;;;;
011_72V_68.9;;;;;;;;;;;;;;
950_379pV_18.3;;;;;;;;;;;;;;
586_61BR_80.4;;;;;;;;;;;;;;
478_1125BV_0.7;;;;;;;;;;;;;;
823_18AqV_5.0;;;;;;;;;;;;;;
123_63BpV_20.0;;;;;;;;;;;;;;
063_103AR_19.3;;;;;;;;;;;;;;
618_129L_50.9;;;;;;;;;;;;;;
586_365AL_81.1;;;;;;;;;;;;;;
624_225AR_32.8;;;;;;;;;;;;;;
950_387V_18.4;;;;;;;;;;;;;;
073_1103AR_0.7;;;;;;;;;;;;;;
478_1141L_0.7;;;;;;;;;;;;;;
531_2619R_34.6;;;;;;;;;;;;;;
545_131BpV_23.0;;;;;;;;;;;;;;
553_207R_21.1;;;;;;;;;;;;;;
924_3331L_34.3;;;;;;;;;;;;;;
586_283AR_81.2;;;;;;;;;;;;;;
536_311BpV_61.6;;;;;;;;;;;;;;
555_333BV_84.2;;;;;;;;;;;;;;
527_85AL_17.1;;;;;;;;;;;;;;
486_913V_75.9;;;;;;;;;;;;;;
506_504R_42.9;;;;;;;;;;;;;;
586_93R_80.5;;;;;;;;;;;;;;
588_827L_1.7;;;;;;;;;;;;;;
501_928L_80.6;;;;;;;;;;;;;;
823_7V_101.0;;;;;;;;;;;;;;
924_3223AL_34.0;;;;;;;;;;;;;;
553_253L_21.4;;;;;;;;;;;;;;
531_831R_1.4;;;;;;;;;;;;;;
553_225AqV_21.3;;;;;;;;;;;;;;
485_97ApV_101.1;;;;;;;;;;;;;;
513_123AL_26.1;;;;;;;;;;;;;;
478_1149V_0.7;;;;;;;;;;;;;;
486_943L_76.0;;;;;;;;;;;;;;
509_1109R_35.2;;;;;;;;;;;;;;
520_127BqV_0.7;;;;;;;;;;;;;;
532_1061AR_11.8;;;;;;;;;;;;;;
560_41BV_24.9;;;;;;;;;;;;;;
479_2003L_300.7;;;;;;;;;;;;;;
614_401BV_48.7;;;;;;;;;;;;;;
470_180L_305.4;;;;;;;;;;;;;;
534_1033BV_45.2;;;;;;;;;;;;;;
610_141BpV_14.6;;;;;;;;;;;;;;
545_95R_22.4;;;;;;;;;;;;;;
543_175BpV_45.4;;;;;;;;;;;;;;
626_901L_32.4;;;;;;;;;;;;;;
560_41AR_25.0;;;;;;;;;;;;;;
504_55BL_18.3;;;;;;;;;;;;;;
900_579R_200.8;;;;;;;;;;;;;;
469_336BL_601.9;;;;;;;;;;;;;;
503_123L_43.1;;;;;;;;;;;;;;
625_261AL_15.8;;;;;;;;;;;;;;
614_2115L_47.4;;;;;;;;;;;;;;
924_12-14V_35.3;;;;;;;;;;;;;;
528_57V_28.9;;;;;;;;;;;;;;
817_909L_115.2;;;;;;;;;;;;;;
950_651pV_7.2;;;;;;;;;;;;;;
525_441AR_78.1;;;;;;;;;;;;;;
478_1351V_3.0;;;;;;;;;;;;;;
555_271L_83.5;;;;;;;;;;;;;;
609_205V_28.6;;;;;;;;;;;;;;
924_983L_34.3;;;;;;;;;;;;;;
950_77AL_41.0;;;;;;;;;;;;;;
624_221BV_32.9;;;;;;;;;;;;;;
817_71R_205.1;;;;;;;;;;;;;;
817_1207AR_115.7;;;;;;;;;;;;;;
625_265AR_15.6;;;;;;;;;;;;;;
922_916R_18.1;;;;;;;;;;;;;;
553_231AR_21.3;;;;;;;;;;;;;;
506_219BV_45.1;;;;;;;;;;;;;;
519_27AL_46.1;;;;;;;;;;;;;;
545_960ApV_22.7;;;;;;;;;;;;;;
163_1039ApV_44.3;;;;;;;;;;;;;;
531_2751L_35.6;;;;;;;;;;;;;;
518_171V_64.6;;;;;;;;;;;;;;
133_1117AR_18.4;;;;;;;;;;;;;;
603_1030R_3.9;;;;;;;;;;;;;;
545_153AR_23.0;;;;;;;;;;;;;;
506_83R_43.9;;;;;;;;;;;;;;
606_55BpV_0.2;;;;;;;;;;;;;;
514_95BqV_17.1;;;;;;;;;;;;;;
620_55ApV_42.1;;;;;;;;;;;;;;
613_177AR_75.3;;;;;;;;;;;;;;
517_155BpV_69.9;;;;;;;;;;;;;;
543_201BV_46.1;;;;;;;;;;;;;;
586_7BV_80.2;;;;;;;;;;;;;;
437_959R_0.8;;;;;;;;;;;;;;
603_165qV_3.8;;;;;;;;;;;;;;
924_3319L_34.4;;;;;;;;;;;;;;
938_4581R_2.3;;;;;;;;;;;;;;
927_946L_905.7;;;;;;;;;;;;;;
504_85AR_18.7;;;;;;;;;;;;;;
586_275BV_81.3;;;;;;;;;;;;;;
116_1331R_31.7;;;;;;;;;;;;;;
485_51BL_100.9;;;;;;;;;;;;;;
817_1263BV_200.3;;;;;;;;;;;;;;
817_907R_115.3;;;;;;;;;;;;;;
527_101AL_17.3;;;;;;;;;;;;;;
527_31BV_16.5;;;;;;;;;;;;;;
924_10-11L_35.3;;;;;;;;;;;;;;
011_7L_67.8;;;;;;;;;;;;;;
501_949R_80.6;;;;;;;;;;;;;;
531_839R_1.5;;;;;;;;;;;;;;
163_919AL_43.3;;;;;;;;;;;;;;
534_1045AR_45.5;;;;;;;;;;;;;;
938_4625qV_3.6;;;;;;;;;;;;;;
618_33BqV_58.7;;;;;;;;;;;;;;
617_1151BV_39.4;;;;;;;;;;;;;;
606_53R_0.1;;;;;;;;;;;;;;
486_22V_0.8;;;;;;;;;;;;;;
163_963AL_44.5;;;;;;;;;;;;;;
517_31AR_68.9;;;;;;;;;;;;;;
924_2375V_37.4;;;;;;;;;;;;;;
618_181V_50.9;;;;;;;;;;;;;;
503_105R_43.6;;;;;;;;;;;;;;
508_2083V_91.4;;;;;;;;;;;;;;
586_49R_80.4;;;;;;;;;;;;;;
534_1049AR_45.5;;;;;;;;;;;;;;
479_6L_501.5;;;;;;;;;;;;;;
123_63BL_20.0;;;;;;;;;;;;;;
135_919V_46.3;;;;;;;;;;;;;;
938_4627R_3.5;;;;;;;;;;;;;;
803_84ApV_103.8;;;;;;;;;;;;;;
924_3593BpV_35.8;;;;;;;;;;;;;;
555_295BR_83.6;;;;;;;;;;;;;;
087_79BV_25.4;;;;;;;;;;;;;;
802_809L_101.8;;;;;;;;;;;;;;
534_1019V_45.0;;;;;;;;;;;;;;
550_65R_25.5;;;;;;;;;;;;;;
545_991R_22.8;;;;;;;;;;;;;;
927_3083AR_905.7;;;;;;;;;;;;;;
624_257AV_32.6;;;;;;;;;;;;;;
805_7121V_103.8;;;;;;;;;;;;;;
055_305AL_10.8;;;;;;;;;;;;;;
550_970R_25.4;;;;;;;;;;;;;;
542_1281L_30.0;;;;;;;;;;;;;;
531_2709V_35.5;;;;;;;;;;;;;;
950_475AL_8.2;;;;;;;;;;;;;;
123_87AR_20.7;;;;;;;;;;;;;;
940_377L_43.1;;;;;;;;;;;;;;
609_5V_29.7;;;;;;;;;;;;;;
564_960V_24.2;;;;;;;;;;;;;;
073_903L_1.0;;;;;;;;;;;;;;
618_127R_51.0;;;;;;;;;;;;;;
506_556L_43.5;;;;;;;;;;;;;;
550_71AV_25.7;;;;;;;;;;;;;;
555_281AR_83.5;;;;;;;;;;;;;;
506_117BV_44.2;;;;;;;;;;;;;;
093_1003AR_6.2;;;;;;;;;;;;;;
437_974R_0.5;;;;;;;;;;;;;;
478_1141R_0.7;;;;;;;;;;;;;;
586_131BV_80.8;;;;;;;;;;;;;;
924_3583BqV_35.8;;;;;;;;;;;;;;
011_75R_69.0;;;;;;;;;;;;;;
503_907R_42.9;;;;;;;;;;;;;;
922_926L_18.1;;;;;;;;;;;;;;
542_1277BpV_30.0;;;;;;;;;;;;;;
555_213BpV_83.3;;;;;;;;;;;;;;
545_97L_22.5;;;;;;;;;;;;;;
802_809R_101.8;;;;;;;;;;;;;;
012_343AR_24.2;;;;;;;;;;;;;;
542_1225AL_29.7;;;;;;;;;;;;;;
586_321BqV_81.4;;;;;;;;;;;;;;
400_912R_75.9;;;;;;;;;;;;;;
564_1311R_23.5;;;;;;;;;;;;;;
132_963AR_48.8;;;;;;;;;;;;;;
114_393AR_101.9;;;;;;;;;;;;;;
514_149AR_16.6;;;;;;;;;;;;;;
608_911L_88.3;;;;;;;;;;;;;;
606_906R_0.2;;;;;;;;;;;;;;
857_21L_100.0;;;;;;;;;;;;;;
520_133pV_0.6;;;;;;;;;;;;;;
560_55AL_24.9;;;;;;;;;;;;;;
664_239R_43.1;;;;;;;;;;;;;;
950_123L_7.1;;;;;;;;;;;;;;
609_201L_28.5;;;;;;;;;;;;;;
924_351AR_36.2;;;;;;;;;;;;;;
501_123AR_80.8;;;;;;;;;;;;;;
545_912L_21.9;;;;;;;;;;;;;;
653_23R_102.4;;;;;;;;;;;;;;
478_1033R_0.4;;;;;;;;;;;;;;
927_953AqV_905.7;;;;;;;;;;;;;;
470_187L_305.9;;;;;;;;;;;;;;
940_361AL_43.1;;;;;;;;;;;;;;
586_149BL_80.8;;;;;;;;;;;;;;
609_131AR_26.7;;;;;;;;;;;;;;
502_243BV_100.2;;;;;;;;;;;;;;
504_59BpV_18.3;;;;;;;;;;;;;;
504_69AR_18.3;;;;;;;;;;;;;;
522_201BV_58.0;;;;;;;;;;;;;;
506_553ApV_43.5;;;;;;;;;;;;;;
055_407R_29.5;;;;;;;;;;;;;;
564_1363L_23.7;;;;;;;;;;;;;;
524_904R_70.3;;;;;;;;;;;;;;
543_171BpV_45.3;;;;;;;;;;;;;;
516_285AL_2.3;;;;;;;;;;;;;;
814_966L_101.9;;;;;;;;;;;;;;
503_113BqV_43.2;;;;;;;;;;;;;;
603_169BqV_3.9;;;;;;;;;;;;;;
478_1529L_0.9;;;;;;;;;;;;;;
520_57L_0.1;;;;;;;;;;;;;;
534_1029AL_45.1;;;;;;;;;;;;;;
586_255BV_81.1;;;;;;;;;;;;;;
564_953R_23.6;;;;;;;;;;;;;;
609_213R_28.8;;;;;;;;;;;;;;
476_47L_200.4;;;;;;;;;;;;;;
127_475AR_73.6;;;;;;;;;;;;;;
618_65L_51.5;;;;;;;;;;;;;;
600_1025AR_11.1;;;;;;;;;;;;;;
950_962pV_12.6;;;;;;;;;;;;;;
143_851R_17.7;;;;;;;;;;;;;;
011_65V_68.9;;;;;;;;;;;;;;
478_1259ApV_1.7;;;;;;;;;;;;;;
586_211AR_80.9;;;;;;;;;;;;;;
924_2373R_37.4;;;;;;;;;;;;;;
560_1237BR_24.9;;;;;;;;;;;;;;
817_35V_117.6;;;;;;;;;;;;;;
805_7131L_105.5;;;;;;;;;;;;;;
514_97AR_17.1;;;;;;;;;;;;;;
478_1579V_2.0;;;;;;;;;;;;;;
624_159AR_32.0;;;;;;;;;;;;;;
467_016L_101.9;;;;;;;;;;;;;;
478_1163pV_0.7;;;;;;;;;;;;;;
564_970R_23.7;;;;;;;;;;;;;;
564_969R_23.7;;;;;;;;;;;;;;
124_211R_3.9;;;;;;;;;;;;;;
586_2503BpV_80.2;;;;;;;;;;;;;;
924_2355AL_35.7;;;;;;;;;;;;;;
550_47R_25.3;;;;;;;;;;;;;;
478_1501L_0.9;;;;;;;;;;;;;;
624_223AR_32.8;;;;;;;;;;;;;;
950_936R_16.3;;;;;;;;;;;;;;
603_103AL_2.9;;;;;;;;;;;;;;
506_73R_43.3;;;;;;;;;;;;;;
508_2043V_91.1;;;;;;;;;;;;;;
613_171BV_75.2;;;;;;;;;;;;;;
516_913L_2.2;;;;;;;;;;;;;;
555_269L_83.5;;;;;;;;;;;;;;
625_267AR_15.6;;;;;;;;;;;;;;
609_79BqV_27.9;;;;;;;;;;;;;;
927_936R_906.0;;;;;;;;;;;;;;
555_211AR_83.3;;;;;;;;;;;;;;
135_2083V_44.5;;;;;;;;;;;;;;
520_153AR_0.8;;;;;;;;;;;;;;
550_935L_25.7;;;;;;;;;;;;;;
603_159BV_3.6;;;;;;;;;;;;;;
528_59AR_28.8;;;;;;;;;;;;;;
133_1103BL_18.4;;;;;;;;;;;;;;
950_207AR_7.8;;;;;;;;;;;;;;
927_3077BpV_905.5;;;;;;;;;;;;;;
560_53AV_24.9;;;;;;;;;;;;;;
555_287V_83.8;;;;;;;;;;;;;;
605_21AL_34.0;;;;;;;;;;;;;;
606_908R_0.3;;;;;;;;;;;;;;
469_233L_201.7;;;;;;;;;;;;;;
950_827V_10.9;;;;;;;;;;;;;;
542_1177BqV_29.2;;;;;;;;;;;;;;
501_171AR_80.9;;;;;;;;;;;;;;
485_123AR_201.7;;;;;;;;;;;;;;
664_1009L_42.9;;;;;;;;;;;;;;
614_2121L_47.4;;;;;;;;;;;;;;
437_957R_0.8;;;;;;;;;;;;;;
950_928V_17.7;;;;;;;;;;;;;;
135_908L_45.1;;;;;;;;;;;;;;
437_982L_0.6;;;;;;;;;;;;;;
924_3311L_34.3;;;;;;;;;;;;;;
542_1249BL_29.9;;;;;;;;;;;;;;
536_223AR_60.6;;;;;;;;;;;;;;
586_263AR_81.1;;;;;;;;;;;;;;
135_910L_45.1;;;;;;;;;;;;;;
536_299L_61.4;;;;;;;;;;;;;;
143_912ApV_17.9;;;;;;;;;;;;;;
518_123L_63.6;;;;;;;;;;;;;;
133_1135AR_19.4;;;;;;;;;;;;;;
518_125pV_63.6;;;;;;;;;;;;;;
132_950R_49.2;;;;;;;;;;;;;;
924_3629R_35.9;;;;;;;;;;;;;;
560_47V_24.8;;;;;;;;;;;;;;
608_53AL_88.5;;;;;;;;;;;;;;
603_1005V_3.6;;;;;;;;;;;;;;
545_918L_21.8;;;;;;;;;;;;;;
486_86L_205.3;;;;;;;;;;;;;;
588_812L_1.9;;;;;;;;;;;;;;
950_195L_7.6;;;;;;;;;;;;;;
531_2663L_34.7;;;;;;;;;;;;;;
817_903V_600.0;;;;;;;;;;;;;;
603_904ApV_3.7;;;;;;;;;;;;;;
486_415BV_77.6;;;;;;;;;;;;;;
011_73L_68.9;;;;;;;;;;;;;;
090_11L_19.1;;;;;;;;;;;;;;
620_77BpV_42.3;;;;;;;;;;;;;;
502_279L_101.2;;;;;;;;;;;;;;
542_1261BpV_29.9;;;;;;;;;;;;;;
478_1027R_0.1;;;;;;;;;;;;;;
609_95BV_27.5;;;;;;;;;;;;;;
124_209R_3.8;;;;;;;;;;;;;;
950_105AR_6.8;;;;;;;;;;;;;;
517_53BL_69.2;;;;;;;;;;;;;;
506_39BpV_43.2;;;;;;;;;;;;;;
133_1101AL_18.1;;;;;;;;;;;;;;
526_455V_4.1;;;;;;;;;;;;;;
924_3553L_35.5;;;;;;;;;;;;;;
924_980L_34.3;;;;;;;;;;;;;;
801_960L_100.8;;;;;;;;;;;;;;
087_77AR_25.2;;;;;;;;;;;;;;
586_2503BqV_80.2;;;;;;;;;;;;;;
618_31BpV_58.7;;;;;;;;;;;;;;
950_61L_40.8;;;;;;;;;;;;;;
075_143BV_57.2;;;;;;;;;;;;;;
940_391BpV_43.3;;;;;;;;;;;;;;
514_911L_18.1;;;;;;;;;;;;;;
514_141AL_16.6;;;;;;;;;;;;;;
820_954V_200.2;;;;;;;;;;;;;;
620_37BV_41.9;;;;;;;;;;;;;;
501_179L_81.0;;;;;;;;;;;;;;
534_1043AL_45.5;;;;;;;;;;;;;;
517_167V_0.1;;;;;;;;;;;;;;
073_1163AR_12.3;;;;;;;;;;;;;;
618_75R_51.3;;;;;;;;;;;;;;
557_91R_28.1;;;;;;;;;;;;;;
618_863R_50.5;;;;;;;;;;;;;;
950_31L_6.1;;;;;;;;;;;;;;
940_373V_43.2;;;;;;;;;;;;;;
011_67AL_69.0;;;;;;;;;;;;;;
503_91AL_43.9;;;;;;;;;;;;;;
486_87L_204.8;;;;;;;;;;;;;;
545_918R_21.8;;;;;;;;;;;;;;
924_37-38L_35.3;;;;;;;;;;;;;;
124_902V_3.5;;;;;;;;;;;;;;
586_903V_80.0;;;;;;;;;;;;;;
531_2579V_34.6;;;;;;;;;;;;;;
620_35BL_41.9;;;;;;;;;;;;;;
163_1017L_43.5;;;;;;;;;;;;;;
021_37AR_67.0;;;;;;;;;;;;;;
543_177BpV_45.5;;;;;;;;;;;;;;
588_363AL_1.8;;;;;;;;;;;;;;
588_845ApV_2.2;;;;;;;;;;;;;;
545_83AR_22.3;;;;;;;;;;;;;;
046_201AL_34.6;;;;;;;;;;;;;;
075_143AR_57.1;;;;;;;;;;;;;;
543_183BqV_45.4;;;;;;;;;;;;;;
924_27-30R_35.3;;;;;;;;;;;;;;
508_825V_90.8;;;;;;;;;;;;;;
536_309BqV_61.5;;;;;;;;;;;;;;
011_37BR_68.7;;;;;;;;;;;;;;
506_605V_43.5;;;;;;;;;;;;;;
522_217BqV_58.1;;;;;;;;;;;;;;
514_93BqV_17.1;;;;;;;;;;;;;;
555_369R_84.3;;;;;;;;;;;;;;
900_508R_200.4;;;;;;;;;;;;;;
950_231V_12.6;;;;;;;;;;;;;;
526_15BqV_4.2;;;;;;;;;;;;;;
074_1293AR_35.9;;;;;;;;;;;;;;
803_82AL_103.7;;;;;;;;;;;;;;
503_105L_43.6;;;;;;;;;;;;;;
545_199V_23.4;;;;;;;;;;;;;;
950_654R_7.2;;;;;;;;;;;;;;
478_1599V_2.1;;;;;;;;;;;;;;
555_221BV_83.5;;;;;;;;;;;;;;
553_233pV_21.4;;;;;;;;;;;;;;
133_1175pV_20.0;;;;;;;;;;;;;;
506_93pV_44.0;;;;;;;;;;;;;;
543_155BpV_45.0;;;;;;;;;;;;;;
551_111L_21.8;;;;;;;;;;;;;;
624_906V_32.4;;;;;;;;;;;;;;
536_253R_61.0;;;;;;;;;;;;;;
817_HHHV_210.8;;;;;;;;;;;;;;
586_2505BqV_80.2;;;;;;;;;;;;;;
950_411L_26.9;;;;;;;;;;;;;;
132_945L_49.2;;;;;;;;;;;;;;
135_275AL_22.1;;;;;;;;;;;;;;
560_1215BV_24.7;;;;;;;;;;;;;;
470_260V_101.0;;;;;;;;;;;;;;
503_133BqV_42.9;;;;;;;;;;;;;;
527_65L_16.9;;;;;;;;;;;;;;
924_1757V_35.6;;;;;;;;;;;;;;
950_1915R_17.3;;;;;;;;;;;;;;
504_89V_18.7;;;;;;;;;;;;;;
470_252L_100.5;;;;;;;;;;;;;;
099_1025AR_6.2;;;;;;;;;;;;;;
817_1241L_200.3;;;;;;;;;;;;;;
614_2131V_47.6;;;;;;;;;;;;;;
531_2607L_34.6;;;;;;;;;;;;;;
553_271BV_21.9;;;;;;;;;;;;;;
468_0219L_102.3;;;;;;;;;;;;;;
035_155AR_60.6;;;;;;;;;;;;;;
817_74BR_206.2;;;;;;;;;;;;;;
028_1033V_53.1;;;;;;;;;;;;;;
514_907L_18.0;;;;;;;;;;;;;;
564_1301L_23.4;;;;;;;;;;;;;;
517_253AR_0.9;;;;;;;;;;;;;;
609_17AL_29.0;;;;;;;;;;;;;;
501_914L_80.3;;;;;;;;;;;;;;
603_905R_3.5;;;;;;;;;;;;;;
805_515L_100.0;;;;;;;;;;;;;;
543_181AL_45.2;;;;;;;;;;;;;;
542_1239BV_29.8;;;;;;;;;;;;;;
618_797V_50.4;;;;;;;;;;;;;;
611_2341L_106.3;;;;;;;;;;;;;;
513_141BR_26.3;;;;;;;;;;;;;;
545_935V_22.4;;;;;;;;;;;;;;
606_73AL_0.3;;;;;;;;;;;;;;
163_1031AR_44.0;;;;;;;;;;;;;;
664_225R_42.5;;;;;;;;;;;;;;
586_2529BV_80.3;;;;;;;;;;;;;;
603_79BqV_2.5;;;;;;;;;;;;;;
815_916V_7.2;;;;;;;;;;;;;;
927_3327AR_904.8;;;;;;;;;;;;;;
501_151R_80.7;;;;;;;;;;;;;;
586_83AR_80.4;;;;;;;;;;;;;;
618_187AR_50.9;;;;;;;;;;;;;;
478_1267R_1.8;;;;;;;;;;;;;;
503_115AR_43.2;;;;;;;;;;;;;;
550_910ApV_25.8;;;;;;;;;;;;;;
506_169R_44.3;;;;;;;;;;;;;;
129_36R_30.5;;;;;;;;;;;;;;
817_74R_205.2;;;;;;;;;;;;;;
805_7129R_105.4;;;;;;;;;;;;;;
133_1105AL_18.1;;;;;;;;;;;;;;
519_23BqV_46.1;;;;;;;;;;;;;;
924_912R_33.6;;;;;;;;;;;;;;
606_101AR_0.8;;;;;;;;;;;;;;
536_235BpV_60.8;;;;;;;;;;;;;;
950_653R_7.2;;;;;;;;;;;;;;
054_1351AL_53.3;;;;;;;;;;;;;;
132_457L_48.8;;;;;;;;;;;;;;
543_139BpV_44.9;;;;;;;;;;;;;;
078_231AR_66.0;;;;;;;;;;;;;;
062_433AR_38.1;;;;;;;;;;;;;;
927_3021V_905.2;;;;;;;;;;;;;;
011_33V_68.6;;;;;;;;;;;;;;
513_61AR_25.3;;;;;;;;;;;;;;
